OBJECTID,AGEMATERIAAL,AGEGEBRUIKSTATUS,AGELABELCODE,AGEOPMERKING,MBSDIAMETERBINNEN,MBSDIAMETERBUITEN,AGEIDENT,GLOBALID,LDG_LDG_ID,AGE_AGE_ID,SHAPE_Length
553,18,300,,,,,15139,{2337FDAD-0A07-4E03-A1D9-B7F80E844185},{4E0FBBB7-F0C2-412F-910F-00811288CC44},,7.92395732251605e-05
554,,300,,,,,17057,{1C6729B1-B11E-4F26-B25C-951E617F6184},{257EE5AF-07C8-4BFE-8D35-BAEC214A6F67},,0.00022938560167377
555,18,300,,,324,340,37241,{473D1A5B-14FB-4AF5-8B94-DD5D5A69C872},{DBF0FC8D-4E96-4CA9-80A9-CB3A981DA42A},,8.37821909729145e-05
556,18,300,,,324,340,37242,{7D9F8074-CAE1-4CAF-867C-955C3F897BC8},{DBF0FC8D-4E96-4CA9-80A9-CB3A981DA42A},,8.63029874505402e-05
557,18,204,,,,323,34357,{3A460FFE-E295-40EA-BE03-1627FE32CCBC},{DC4292DD-1BF6-4C2E-9706-2FE336866188},,0.000140282374136805
558,18,300,,,,323,34359,{3DB24131-D2A8-4F6D-8B95-231AF4332910},{DC4292DD-1BF6-4C2E-9706-2FE336866188},,0.000244779417611092
559,18,300,,,,323,34355,{74C1CC0F-0CA0-4281-91C4-DDCB554B2221},{DC4292DD-1BF6-4C2E-9706-2FE336866188},,9.70634242840841e-05
560,18,300,,,,323,34358,{7667C0BE-C38B-4063-91EB-348D930C5755},{DC4292DD-1BF6-4C2E-9706-2FE336866188},,0.000124129758741124
561,18,300,,,,300,34361,{65387D78-371B-4C11-A97D-4F3BF1232784},{DC4292DD-1BF6-4C2E-9706-2FE336866188},,8.46855351467396e-05
562,18,300,,,,406,29875,{858218D9-66B4-4E98-8D70-A01DDAD35C03},{72B981A9-BC26-424A-BE29-F5E01D756F35},,3.95173584091539e-05
563,18,300,,,,178,29235,{D2A9CE6E-3059-4C9A-8E57-44093333862C},{6C435BEB-1483-44D6-B0C5-04E4DCF01C39},,7.50672291462944e-05
564,,300,,,,,BC506,{87A480EB-2919-44EF-9CC8-3924CB0282AF},{19BB15B3-95E7-9AFD-E053-07011EAC467A},,0.000297819679809604
565,,300,,,,,BC507,{2FF8A801-D83F-4FC2-A58F-F34E302D1CED},{19BB15B3-9600-9AFD-E053-07011EAC467A},,0.00029363827763611
566,,300,,,,,BC443,{D4C3F72B-F8FA-4D81-9386-18CD0C6B3C8B},{19BB15B3-95E5-9AFD-E053-07011EAC467A},,0.000296450145289861
567,,300,,"Mantelbuis spoorkruising
met lekverklikker",,200,BC580,{0A5CBA65-CF58-482D-BB37-3785FE3C38CF},{19BB15B3-95EF-9AFD-E053-07011EAC467A},,0.000194916507014456
568,18,300,,,,329,34995,{6CF1FE28-E8DF-4E13-B972-49DDA8F4F9E5},{63C482AB-CF32-437B-8F92-E0E23B9121C2},,9.00422326740396e-05
569,18,300,,,,323,34996,{B73D3E90-4AA8-46F7-A0B7-A45AEFE597B0},{E7934E36-4493-404F-9530-466EFA282BA6},,9.00350165747287e-05
570,18,300,,,400,406,29555,{E2C4D227-80F9-4FEA-A0D6-46437A351814},{72B981A9-BC26-424A-BE29-F5E01D756F35},,9.63313498498703e-05
571,18,300,,,,406,32436,{3929D67C-5017-46F2-A05C-EA467BBADEC4},{72B981A9-BC26-424A-BE29-F5E01D756F35},,0.000191769006422415
572,18,300,,,,406,35315,{95DD130E-F10D-4DB5-9374-90CC60CBF11E},{72B981A9-BC26-424A-BE29-F5E01D756F35},,0.00020590928203406
573,18,300,,,,406,32435,{9064648C-3D88-428A-BB67-7230D7AD303D},{72B981A9-BC26-424A-BE29-F5E01D756F35},,0.000210254656258517
574,18,300,,,,406,29248,{808F941C-E996-48F7-9AD0-E8E815024AB6},{72B981A9-BC26-424A-BE29-F5E01D756F35},,0.000149968551713945
575,18,,,,711,,37237,{D364BD3E-148A-4C78-A949-70CF36D52586},{78EFB26B-620A-4247-84C9-475047CCE14E},,0.000155322622005251
576,,400,,"Mantelbuis 315 PVC kl.34
",,315,BC774,{4931BB81-AB35-4A20-B67C-DEF4B8E60870},{D56613D9-51D3-4855-92C1-A52B4B23B325},,7.65001808547518e-05
577,,400,,"Mantelbuis PVC
",,,BC791,{628A5BC7-D413-4F83-9DC1-5AE2A251051D},{D56613D9-51D3-4855-92C1-A52B4B23B325},,9.81479062511502e-05
578,,400,,"Mantelbuis staal
",,457,BC789,{9373C9B9-0733-46EA-B74E-944839B331DA},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.00019520011050444
579,,400,,Mantelbuis 315 PVC kl.34,,315,BC776,{3E6A3935-4ED7-4ADA-9FEE-690BF8961E6F},{D56613D9-51D3-4855-92C1-A52B4B23B325},,7.27836290613848e-05
580,,400,,"Mantelbuis staal
",,457,BC788,{984D4B98-1D15-47B4-8002-066A57E9D603},{D56613D9-51D3-4855-92C1-A52B4B23B325},,3.9305485687912e-05
581,,400,,"Mantelbuis staal
",,457,BC790,{DF6FBE84-B7C8-417C-9FC7-C33666C47380},{D56613D9-51D3-4855-92C1-A52B4B23B325},,3.83105500338781e-05
582,6,300,,,400,,15775,{08FDF9FC-EE6A-4188-B7A3-7C372A1A8968},{50E921A0-76F5-4A21-B96F-61A44B73E58E},,0.000364023178754583
583,,400,,"Mantelbuis staal
",,508,BC787,{94FEBA6E-9049-44EB-807C-9D63C3E0E84C},{D56613D9-51D3-4855-92C1-A52B4B23B325},,0.000394969964217272
584,17,,,,,355,36915,{E90DC36A-27BE-4699-9431-37B3C1EA9155},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,7.99557607122852e-05
585,1,300,,,800,,23776,{7A2976D6-E057-4FE6-8D4E-7D2FA05C213A},{337F02F2-4758-4E0F-8066-3B1860735095},,0.000292108266823957
586,6,300,,,800,,23455,{E939FC4D-8DAF-4CE5-B05B-415003F12671},{337F02F2-4758-4E0F-8066-3B1860735095},,0.000406875345122521
587,18,,,,711,,37236,{CEA73D0F-D9E8-4844-AA3A-AFB64F7FC23D},{78EFB26B-620A-4247-84C9-475047CCE14E},,8.76687097431332e-05
588,18,,,,711,,37240,{670DFB1F-C8D3-4F75-B730-2817CA88EA51},{78EFB26B-620A-4247-84C9-475047CCE14E},,0.000295666236173765
589,18,,,,711,,37238,{8FE97C37-7E58-4C54-847E-4AE02859FEE7},{78EFB26B-620A-4247-84C9-475047CCE14E},,6.77359844441166e-05
590,7,300,,,400,,15777,{136FA7F2-8286-4E00-AB7C-EC532D382A88},{50E921A0-76F5-4A21-B96F-61A44B73E58E},,0.000163506705389465
591,18,,,,711,,37239,{E6732925-EF4E-478C-B062-910CEE6FD22F},{78EFB26B-620A-4247-84C9-475047CCE14E},,0.000107865763657499
592,18,,,,711,,37235,{0558D7F6-F7E3-42FA-BEBD-9EDE16353A39},,,0.000120711390609585
593,,300,,Mantelbuis staal,,400,BC763,{787DD8AC-6038-4C1B-A1D5-7CC82FCCED03},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,0.000159837298702912
594,,300,,Mantelbuis staal,,,BC764,{3A41CCAB-72FC-4961-9FF4-3F55FA1C5E0E},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,0.000178923801010465
595,,300,,Mantelbuis staal,,400,BC857,{D162F70B-2A74-400E-94B0-A66817F94D6D},{19BB15B3-95F1-9AFD-E053-07011EAC467A},,9.8892800945722e-05
596,10,300,,,,315,36614,{F3EAF003-A448-4F3B-AC51-EB7863591AD2},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000134733849899227
597,10,300,,,,315,36611,{3B4D18FC-38D9-457A-8941-21298C1C8867},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000129831686879614
598,10,300,,,,315,36617,{210933BE-E3A0-4AC9-8D0E-29F7A558A1EC},{19BB15B3-9611-9AFD-E053-07011EAC467A},,5.85725978363157e-05
599,10,300,,,,315,36615,{5F5F6396-CFAC-4387-B0D8-38B1BEBD2859},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000133372952044899
600,10,300,,,,315,36613,{7A1C7363-8BE7-4BD3-89BF-294831DFC906},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000122447198573377
601,10,300,,,,315,36612,{80F11B68-E846-43D9-AB84-C9227C1BE03D},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000139133307760778
602,10,300,,,,315,36616,{CECB9228-0E83-4852-A756-78FAF6767F20},{19BB15B3-9611-9AFD-E053-07011EAC467A},,0.000124060063656319
603,18,300,,,,300,36918,{A2A1D93D-ACE8-4A92-86EB-2049F6B60051},{19BB15B3-9609-9AFD-E053-07011EAC467A},,4.12232199120769e-05
604,18,300,,,,300,36916,{86D67607-F599-4FB9-B01E-77F5356690A2},{19BB15B3-9609-9AFD-E053-07011EAC467A},,5.83076673046424e-05
605,18,300,,,,300,36919,{97A9AC68-3995-4EFB-9404-366B50E13A4E},{19BB15B3-9609-9AFD-E053-07011EAC467A},,5.80772571139867e-05
606,,300,,Is niet zeker of deze ook voor Hoonhorst is ! zie tek.3509-2,,,BC182,{39BBA1B0-5DA2-4D28-82F3-CB5591619B49},{19BB15B3-960E-9AFD-E053-07011EAC467A},,0.000278009028511931
607,18,300,,,,175,16417,{896A4909-B0DD-41D4-81CA-7C31F869B700},{CDC6469F-99AD-4862-9988-5C9884C3F0BC},,0.000215058064265214
608,6,300,,Geen lengte bekend,,200,BC200,{06D2FA5D-252B-4545-8866-D177C43A99FF},{19BB15B3-95D8-9AFD-E053-07011EAC467A},,0.000112123514699042
609,6,300,,Geen lengte van mantelbuis,,200,BC201,{A563B7E3-143A-4C5F-B6CD-C004E2F04435},{19BB15B3-95D8-9AFD-E053-07011EAC467A},,0.000277224284530665
610,6,300,,"Is dit een gezamelijke mantelbuis? 
Rond 400",,400,BC183,{C22E67EF-B98B-4A8B-8589-0410E52FD6CF},{19BB15B3-960E-9AFD-E053-07011EAC467A},,0.000223271624510003
611,,300,,"Gezamelijke mantelbuis? 
Rond 400",,,BC202,{452F0E9A-6682-471B-BA04-CB614954457F},{19BB15B3-95D8-9AFD-E053-07011EAC467A},,0.000108514706935257
612,,300,,Mantelbuis staal ø200,,,BC1296,{20160239-9D60-4430-A987-C1AF8E639C4A},{19BB15B3-95DB-9AFD-E053-07011EAC467A},,0.000109369609306117
613,6,300,,,,350,18975,{72678F2F-5D2B-43B4-8E77-E37179A0630C},{9FF516D7-5FD5-4FDC-88BE-247164D1E500},,0.000192323064274136
614,,300,,Mantelbuis PVC,,315,BC252,{B3469B82-9C4A-4924-8816-D6F6B7768DA2},{19BB15B3-95D9-9AFD-E053-07011EAC467A},,0.000146776284929127
