FID,length,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlgln_ijssel_ndrrijn_2009.45,6521.26,ijssel_45,2009-10-08T00:00:00,,,"LINESTRING (204403.6090000011 476423.7809999995, 202637.2969999984 482701.2809999995)"
vlgln_ijssel_ndrrijn_2009.46,7133.23,ijssel_46,2009-10-08T00:00:00,,,"LINESTRING (206079.5 474253.6559999995, 204092.5469999984 481104.563000001)"
vlgln_ijssel_ndrrijn_2009.47,4606.32,ijssel_47,2009-10-08T00:00:00,,,"LINESTRING (206215.0309999995 474809.0309999995, 204950.688000001 479238.436999999)"
vlgln_ijssel_ndrrijn_2009.48,1537.15,ijssel_48_1,2009-10-08T00:00:00,,,"LINESTRING (208627.375 472847.8440000005, 207711.9530000016 474082.688000001)"
vlgln_ijssel_ndrrijn_2009.49,1611.53,ijssel_48_2,2009-10-08T00:00:00,,,"LINESTRING (208448.4840000011 473093, 207454.7809999995 474361.686999999)"
vlgln_ijssel_ndrrijn_2009.50,3087.32,ijssel_49,2009-10-08T00:00:00,,,"LINESTRING (208407.3440000005 472710.75, 206495.375 475134.7809999995)"
vlgln_ijssel_ndrrijn_2009.51,10138.4,ijssel_50,2009-10-08T00:00:00,,,"LINESTRING (210264.0469999984 469876.438000001, 203952.7030000016 477810.8440000005)"
vlgln_ijssel_ndrrijn_2009.52,8536.58,ijssel_51,2009-10-08T00:00:00,,,"LINESTRING (210317.5469999984 468844.811999999, 204962.7030000016 475493.0309999995)"
vlgln_ijssel_ndrrijn_2009.53,10074.8,ijssel_52,2009-10-08T00:00:00,,,"LINESTRING (210372.5469999984 469241.7809999995, 204085.438000001 477114.0940000005)"
vlgln_ijssel_ndrrijn_2009.54,2000.24,ijssel_53,2009-10-08T00:00:00,,,"LINESTRING (207654.3280000016 466296.9690000005, 207365.938000001 468276.311999999)"
vlgln_ijssel_ndrrijn_2009.55,4081.07,ijssel_54,2009-10-08T00:00:00,,,"LINESTRING (208079.9219999984 464650.686999999, 207545.5469999984 468696.625)"
vlgln_ijssel_ndrrijn_2009.56,4750.08,ijssel_55,2009-10-08T00:00:00,,,"LINESTRING (208510.8280000016 464122.686999999, 207826.3280000016 468823.186999999)"
vlgln_ijssel_ndrrijn_2009.57,13225.5,ijssel_56,2009-10-08T00:00:00,,,"LINESTRING (209891.313000001 455946.561999999, 208092.063000001 469049.0940000005)"
vlgln_ijssel_ndrrijn_2009.58,13757.5,ijssel_57,2009-10-08T00:00:00,,,"LINESTRING (210225.188000001 455871.4690000005, 208354.7969999984 469501.25)"
vlgln_ijssel_ndrrijn_2009.59,1067.1,ijssel_58_a,2009-10-08T00:00:00,,,"LINESTRING (208948.3440000005 467894.9059999995, 208810.2340000011 468953.0309999995)"
vlgln_ijssel_ndrrijn_2009.60,12522.7,ijssel_58_b,2009-10-08T00:00:00,,,"LINESTRING (210532.2030000016 455939.3440000005, 208847.938000001 468348.2809999995)"
vlgln_ijssel_ndrrijn_2009.61,13533.7,ijssel_59,2009-10-08T00:00:00,,,"LINESTRING (210942.3280000016 455419.3440000005, 209118.1719999984 468829.5)"
vlgln_ijssel_ndrrijn_2009.62,13817.1,ijssel_60,2009-10-08T00:00:00,,,"LINESTRING (211188.688000001 455920.3440000005, 209297.938000001 469607.4690000005)"
vlgln_ijssel_ndrrijn_2009.63,14006.7,ijssel_61,2009-10-08T00:00:00,,,"LINESTRING (211516.9690000005 455812.6559999995, 209625.5 469691.0309999995)"
vlgln_ijssel_ndrrijn_2009.64,5510.15,ijssel_62,2009-10-08T00:00:00,,,"LINESTRING (209639.5309999995 455614.5, 208865.4059999995 461070)"
vlgln_ijssel_ndrrijn_2009.65,3206.95,ijssel_63,2009-10-08T00:00:00,,,"LINESTRING (211795.5309999995 456143.875, 211301.4219999984 459312.5309999995)"
vlgln_ijssel_ndrrijn_2009.66,2499,ijssel_64,2009-10-08T00:00:00,,,"LINESTRING (211757.688000001 458755.1559999995, 212027.0469999984 456270.7190000005)"
vlgln_ijssel_ndrrijn_2009.67,2256.12,ijssel_65,2009-10-08T00:00:00,,,"LINESTRING (209490.2030000016 457045.2190000005, 207898.5469999984 455446.25)"
vlgln_ijssel_ndrrijn_2009.68,2168.42,ijssel_66,2009-10-08T00:00:00,,,"LINESTRING (208370.8909999989 455452.75, 209863.7030000016 457025.5)"
vlgln_ijssel_ndrrijn_2009.69,8924.05,ijssel_67,2009-10-08T00:00:00,,,"LINESTRING (204218.063000001 450168.125, 210073.2340000011 456902.7809999995)"
vlgln_ijssel_ndrrijn_2009.70,7402.31,ijssel_68,2009-10-08T00:00:00,,,"LINESTRING (210494.3440000005 456829.75, 205630.2659999989 451249.875)"
vlgln_ijssel_ndrrijn_2009.71,4084.06,ijssel_69,2009-10-08T00:00:00,,,"LINESTRING (210912.9840000011 456832.375, 208239.0780000016 453745.3440000005)"
vlgln_ijssel_ndrrijn_2009.72,2676.2,ijssel_70,2009-10-08T00:00:00,,,"LINESTRING (205724.6409999989 452440.5309999995, 203987.1409999989 450405.063000001)"
vlgln_ijssel_ndrrijn_2009.73,3550.96,ijssel_71,2009-10-08T00:00:00,,,"LINESTRING (206571.6719999984 448785.6559999995, 204093.7190000005 451329.0940000005)"
vlgln_ijssel_ndrrijn_2009.74,3962.41,ijssel_72,2009-10-08T00:00:00,,,"LINESTRING (206782.7340000011 448147.375, 203981.9530000016 450950.2809999995)"
vlgln_ijssel_ndrrijn_2009.75,1296.11,ijssel_73,2009-10-08T00:00:00,,,"LINESTRING (206148 446366.5, 206443.9219999984 447628.375)"
vlgln_ijssel_ndrrijn_2009.76,1888.38,ijssel_74,2009-10-08T00:00:00,,,"LINESTRING (206230.436999999 447733.813000001, 205581.6559999995 445960.375)"
vlgln_ijssel_ndrrijn_2009.77,3595.14,ijssel_75,2009-10-08T00:00:00,,,"LINESTRING (205311.5159999989 446244.1559999995, 206534.875 449624.75)"
vlgln_ijssel_ndrrijn_2009.78,4013.53,ijssel_76,2009-10-08T00:00:00,,,"LINESTRING (205901.5 448535.9059999995, 204421.6559999995 444805.1559999995)"
vlgln_ijssel_ndrrijn_2009.79,3057.36,ijssel_77,2009-10-08T00:00:00,,,"LINESTRING (204122.1559999995 444915.0940000005, 205235.2659999989 447762.625)"
vlgln_ijssel_ndrrijn_2009.80,2636.62,ijssel_78,2009-10-08T00:00:00,,,"LINESTRING (205457.8440000005 445667.186999999, 202972.6719999984 444786.4690000005)"
vlgln_ijssel_ndrrijn_2009.81,3382.57,ijssel_79,2009-10-08T00:00:00,,,"LINESTRING (205273.7969999984 445935.688000001, 202075.063000001 444835.75)"
vlgln_ijssel_ndrrijn_2009.82,2382.51,ijssel_80,2009-10-08T00:00:00,,,"LINESTRING (203043.1409999989 444776.875, 201932.3440000005 446884.5940000005)"
vlgln_ijssel_ndrrijn_2009.83,4024.01,ijssel_81,2009-10-08T00:00:00,,,"LINESTRING (203640.9690000005 444539.2809999995, 201563.9840000011 447985.8440000005)"
vlgln_ijssel_ndrrijn_2009.84,2105.27,ijssel_82,2009-10-08T00:00:00,,,"LINESTRING (202889.4530000016 446440.0309999995, 201788.4219999984 448234.436999999)"
vlgln_ijssel_ndrrijn_2009.85,5670.54,ijssel_84,2009-10-08T00:00:00,,,"LINESTRING (201592.4530000016 448061.0309999995, 196988.2190000005 444751.0309999995)"
vlgln_ijssel_ndrrijn_2009.86,5969.52,ijssel_85,2009-10-08T00:00:00,,,"LINESTRING (201863.25 447840.875, 197028.4219999984 444339.5)"
vlgln_ijssel_ndrrijn_2009.87,9640.09,ijssel_86,2009-10-08T00:00:00,,,"LINESTRING (200670.375 446570.1559999995, 192833.2659999989 440956.686999999)"
vlgln_ijssel_ndrrijn_2009.88,9658.26,ijssel_87,2009-10-08T00:00:00,,,"LINESTRING (193196.0309999995 440772.5940000005, 200985.5159999989 446482.75)"
vlgln_ijssel_ndrrijn_2009.89,3128.73,ijssel_88,2009-10-08T00:00:00,,,"LINESTRING (192658.9059999995 441605.686999999, 195179.5 443459.2190000005)"
vlgln_ijssel_ndrrijn_2009.90,3213.02,ijssel_89,2009-10-08T00:00:00,,,"LINESTRING (195651.375 443408.9690000005, 193084.5469999984 441476.375)"
vlgln_ijssel_ndrrijn_2009.91,4101.04,ijssel_90,2009-10-08T00:00:00,,,"LINESTRING (195009.6719999984 439066.1559999995, 192534.5940000005 442336.0940000005)"
vlgln_ijssel_ndrrijn_2009.92,4379.55,neder_01,2009-10-05T00:00:00,,,"LINESTRING (194047.4840000011 440285.5940000005, 191434.6409999989 443800.3440000005)"
vlgln_ijssel_ndrrijn_2009.93,4138.49,neder_02,2009-10-05T00:00:00,,,"LINESTRING (194308.313000001 439522.4059999995, 191919.125 442901.5940000005)"
vlgln_ijssel_ndrrijn_2009.94,4492.47,neder_03,2009-10-05T00:00:00,,,"LINESTRING (193813.061999999 439747.2809999995, 191137.563000001 443356.1559999995)"
vlgln_ijssel_ndrrijn_2009.95,3720.93,neder_04,2009-10-05T00:00:00,,,"LINESTRING (191790.5159999989 441968.7190000005, 189558.0940000005 444945.563000001)"
vlgln_ijssel_ndrrijn_2009.96,4771.17,neder_05,2009-10-05T00:00:00,,,"LINESTRING (192868.625 443001.7190000005, 188221.7030000016 441919.9690000005)"
vlgln_ijssel_ndrrijn_2009.97,4543.89,neder_06,2009-10-05T00:00:00,,,"LINESTRING (191572.188000001 442952.0309999995, 187138.2030000016 441958.7190000005)"
vlgln_ijssel_ndrrijn_2009.98,8531.03,neder_07,2009-10-05T00:00:00,,,"LINESTRING (191495.688000001 443246.625, 183164.4530000016 441411.1559999995)"
vlgln_ijssel_ndrrijn_2009.99,7798.29,neder_08,2009-10-05T00:00:00,,,"LINESTRING (191234.875 443514.061999999, 183618.4840000011 441839.561999999)"
vlgln_ijssel_ndrrijn_2009.100,8099.18,neder_09,2009-10-05T00:00:00,,,"LINESTRING (190957.75 443769.188000001, 183041.9840000011 442055.313000001)"
vlgln_ijssel_ndrrijn_2009.101,7594.05,neder_10,2009-10-05T00:00:00,,,"LINESTRING (183020.0309999995 442377.063000001, 190440.188000001 443992.875)"
vlgln_ijssel_ndrrijn_2009.102,6662.53,neder_11,2009-10-05T00:00:00,,,"LINESTRING (190428.4530000016 444311.75, 183920.811999999 442883.4690000005)"
