Nummer;Totaal van;Jaar;Soort verzoek;Antwoord;Land van aanvraag;Aantal antwoorden
1;Jaar;2017;*Alle*;*Alle*;*Alle*;4240
2;Jaar, Soort verzoek;2017;LP;*Alle*;*Alle*;2840
2;Jaar, Soort verzoek;2017;T&O;*Alle*;*Alle*;1400
3;Jaar, Antwoord;2017;*Alle*;Nationaliteit bevestigd;*Alle*;1890
3;Jaar, Antwoord;2017;*Alle*;Nationaliteit niet bevestigd;*Alle*;510
3;Jaar, Antwoord;2017;*Alle*;Verzoek ingetrokken door DT&V;*Alle*;1840
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Afghanistan;630
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Albanië;220
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Algerije;150
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Angola;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Armenië;230
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Azerbeidzjan;70
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Bangladesh;20
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Belarus;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Bosnië-Herzegovina;60
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Brazilië;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Burkina Faso;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Burundi;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Chili;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;China;60
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Colombia;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Democratische Republiek Congo;40
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Djibouti;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Dominicaanse Republiek;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Egypte;60
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Ethiopië;40
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Filipijnen;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Gambia;20
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Georgië;190
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Ghana;30
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Guinee;110
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;India;40
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Irak;360
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Iran;210
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Ivoorkust;20
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Jamaica;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Jordanië;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Kaapverdië;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Kameroen;20
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Kazachstan;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Kenya;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Kosovo;60
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Libanon;40
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Liberia;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Libië;70
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Macedonië;100
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Marokko;180
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Moldavië;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Mongolië;50
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Montenegro;20
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Myanmar;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Nepal;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Nigeria;140
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Oekraïne;70
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Pakistan;40
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Palestijnse autoriteit;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Peru;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Polen;40
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Rusland;50
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Rwanda;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Senegal;10
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Servië;170
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Sierra Leone;70
4;Jaar, Land van aanvraag;2017;*Alle*;*Alle*;Soedan;60
