objectid,functie,omschrijving,shape.area,shape.len,longitude,latitude,_z
11,stedelijk groengebied,gv-vlk-ruv functie,0,0,138089.1339999996,400026.88500000164,-9999
14,stedelijk groengebied,gv-vlk-ruv functie,0,0,137768.71799999848,398615.40900000185,-9999
81,stedelijk groengebied,gv-vlk-ruv functie,0,0,133725.6950000003,396221.7899999991,-9999
82,stedelijk groengebied,gv-vlk-ruv functie,0,0,133231.80999999866,395810.01000000164,-9999
458,stedelijk groengebied,gv-vlk-ruv functie,0,0,134696.23000000045,397062.1099999994,-9999
562,stedelijk groengebied,gv-vlk-ruv functie,0,0,133265.44799999893,398271.76999999955,-9999
564,stedelijk groengebied,gv-vlk-ruv functie,0,0,133286.7749999985,398401.4070000015,-9999
1093,stedelijk groengebied,gv-vlk-ruv functie,0,0,134754.84200000018,397597.4780000001,-9999
1095,stedelijk groengebied,gv-vlk-ruv functie,0,0,131015.32200000063,396667.3920000009,-9999
1099,stedelijk groengebied,gv-vlk-ruv functie,0,0,132745.30799999833,396643.5370000005,-9999
1100,stedelijk groengebied,gv-vlk-ruv functie,0,0,132559.49300000072,398712.98099999875,-9999
1101,stedelijk groengebied,gv-vlk-ruv functie,0,0,133760.07499999925,397597.9549999982,-9999
1106,stedelijk groengebied,gv-vlk-ruv functie,0,0,129848.1790000014,399056.31500000134,-9999
1108,stedelijk groengebied,gv-vlk-ruv functie,0,0,132915.49700000137,395646.5080000013,-9999
1109,stedelijk groengebied,gv-vlk-ruv functie,0,0,133978.66299999878,395298.23999999836,-9999
1115,stedelijk groengebied,gv-vlk-ruv functie,0,0,128252.90900000185,398895.05900000036,-9999
1117,stedelijk groengebied,gv-vlk-ruv functie,0,0,135145.84099999815,399104.1000000015,-9999
1118,stedelijk groengebied,gv-vlk-ruv functie,0,0,137937.31899999827,402351.26199999824,-9999
1041,stedelijk groengebied,gv-vlk-ruv functie,0,0,137876.27699999884,402490.5029999986,-9999
1053,stedelijk groengebied,gv-vlk-ruv functie,0,0,134157.83199999854,397731.09600000083,-9999
1054,stedelijk groengebied,gv-vlk-ruv functie,0,0,131229.4699999988,396158.4840000011,-9999
1059,stedelijk groengebied,gv-vlk-ruv functie,0,0,133713.71400000155,395980.7529999986,-9999
1060,stedelijk groengebied,gv-vlk-ruv functie,0,0,133637.22800000012,397489.7010000013,-9999
1062,stedelijk groengebied,gv-vlk-ruv functie,0,0,133623.75400000066,399770.8680000007,-9999
1065,stedelijk groengebied,gv-vlk-ruv functie,0,0,134003.72399999946,398631.72199999914,-9999
1069,stedelijk groengebied,gv-vlk-ruv functie,0,0,127733.75299999863,398964.91600000113,-9999
1071,stedelijk groengebied,gv-vlk-ruv functie,0,0,131954.70600000024,395926.8049999997,-9999
1075,stedelijk groengebied,gv-vlk-ruv functie,0,0,135379.2589999996,395577.1700000018,-9999
1077,stedelijk groengebied,gv-vlk-ruv functie,0,0,127865.50400000066,399079.0760000013,-9999
1078,stedelijk groengebied,gv-vlk-ruv functie,0,0,127726.73600000143,399106.7969999984,-9999
1080,stedelijk groengebied,gv-vlk-ruv functie,0,0,133491.97100000083,397594.2820000015,-9999
1082,stedelijk groengebied,gv-vlk-ruv functie,0,0,134460.23000000045,399848,-9999
1086,stedelijk groengebied,gv-vlk-ruv functie,0,0,127866.49599999934,399083.6409999989,-9999
1088,stedelijk groengebied,gv-vlk-ruv functie,0,0,127416.8350000009,399468.59600000083,-9999
1091,stedelijk groengebied,gv-vlk-ruv functie,0,0,132575.76700000092,396230.0210000016,-9999
1007,stedelijk groengebied,gv-vlk-ruv functie,0,0,137917.16000000015,402568.7589999996,-9999
