Ministerie;Leveranciers;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZK;Hunneman Milieu-Advies Raalte B.V.;;3;;;3;4
BZK;Hurks bouw B.V.;;;;;1;1
BZK;Hurks bouw 'S-Hertogenbosch B.V.;;2;;;;2
BZK;Huurwel;;;;;4;4
BZK;Huys te Voorn Vastgoed B.V.;;;;;4;4
BZK;HV Advies;;1;;;1;2
BZK;HVB Constructie B.V.;;2;;;;2
BZK;Hydroscope B.V.;;2;;;;2
BZK;Hydrozorg Interieurbeplanting;;4;;;;4
BZK;I Love Architecture;;2;;;;2
BZK;I.A.A. Architecten B.V.;;1;;;;1
BZK;Ibis B.V.;;3;;;;3
BZK;IBK AIRCONDITIONING B.V.;;6;;;;6
BZK;IBK Groep B.V.;;1;;;;1
BZK;IBK Service & Onderhoud B.V.;1;;;;;1
BZK;IBS Consultants B.V.;;4;;;;4
BZK;Icat Textielrestauratie B.V.;;2;;;;2
BZK;ICOP B.V.;;3;;;;3
BZK;ID bouwen van architectuur B.V.;;3;;;;3
BZK;ID Ware International B.V.;;3;;;;3
BZK;If Technology B.V.;;5;;;;5
BZK;IJbouw B.V.;;4;;;;4
BZK;Ilex Installatie Management B.V.;;4;;;;4
BZK;Imbema-Controls B.V.;;1;;;;1
BZK;IMD Raadgevende Ingenieurs;;2;;;;2
BZK;IMI Aero-Dynamiek B.V.;;5;;;;5
BZK;Imming Logistics;;1;;;;1
BZK;Imtech Building Services;;7;;;;7
BZK;Imtech Industrial Services;;2;;;;2
BZK;Imtech Maintenance B.V.;;5;;;2;5
BZK;Imtech Marine Netherlands B.V.;;2;;;;2
BZK;Imtech Nederland B.V.;;3;;;;3
BZK;Imtech Traffic & Infra;;1;;;;1
BZK;Imtech Traffic & Infra B.V.;;6;;;;6
BZK;IMV Nederland B.V.;;2;;;;2
BZK;in60seconds;;2;;;;2
BZK;Inbo;;3;;;;3
BZK;Incendio B.V.;;2;;;;2
BZK;Inclusief Gresbo B.V.;;2;;;;2
BZK;Independent Solar Systems B.V.;;1;;;;1
BZK;Indurfloor B.V.;;2;;;;2
BZK;Industrial Solutions Zuid-Oost B.V.;;3;;;;3
BZK;Industrielicht B.V.;;2;;;;2
BZK;Info Service Hoogbruin V.O.F.;;;;;2;2
BZK;Infrasoil B.V.;;;;;2;2
BZK;Infrasoil Gebiedsontwikkeling B.V.;;5;;;;5
BZK;Ing.bur. Bouwtechn. Goudstikker-de Vries B.V.;;3;;;;3
BZK;Ingenieurs- en Adviesburo Technion B.V.;;1;;;;1
BZK;Ingenieursbureau E.P.G.;;1;;;;1
BZK;Ingenieursbureau Ebatech B.V.;;3;1;;;3
BZK;Ingenieursbureau Inpijn-Blokpoel Son B.V.;;;;;1;1
BZK;Ingenieursbureau Leon van Nierop;;2;;;;2
BZK;Ingenieursbureau 'Oranjewoud' III B.V.;;2;;;4;5
BZK;Ingersoll-Rand Netherlands B.V.;;2;;;;2
BZK;InRIO advies- en ingenieursbureau B.V.;;1;;;1;1
BZK;Installatie Buro IBS Oele Schoo B.V.;;2;;;;2
BZK;Installatiebedrijf Andriessen Utiliteit B.V.;;4;;;;4
BZK;Installatiebedrijf Bakker B.V.;;2;;;;2
BZK;Installatiebedrijf De Eilanden B.V.;;1;;;;1
BZK;Installatiebedrijf Embrechts B.V.;;2;;;3;3
BZK;Installatiebedrijf Engeltjes B.V.;;4;;;;4
BZK;Installatiebedrijf Haerkens B.V.;;3;;;1;3
BZK;Installatiebedrijf Rosmalen B.V.;;5;;;;5
BZK;Installatiebedrijf Spiek en de Vries B.V.;;2;;;;2
BZK;Installatiebedrijf van Bentem;;2;;;;2
BZK;Installatiebedrijf Van de Blaak B.V.;;3;;;1;3
BZK;Installatiebedrijf Van den Hoever B.V.;1;;;;;1
BZK;Installatiebedrijf Vlieland;;1;;;;1
BZK;Installatiebureau Able B.V.;;1;;;;1
BZK;Installatiebureau Geka B.V.;;1;;;;1
BZK;Installatietechniek Louwer B.V.;;3;;;;3
BZK;Installerende Partners Commun.techn. B.V.;;1;;;;1
BZK;Institute 4 Safety;;2;;;;2
BZK;Int. Engin. Cons. for Restorat. Technol. B.V.;;1;;;;1
BZK;Inteco B.V.;;1;;;;1
BZK;Integron B.V.;;4;;;;4
BZK;InterBouwconsult B.V.;;3;;;;3
BZK;Interclean Benelux B.V.;;1;;;;1
BZK;Interflon B.V.;;1;;;;1
BZK;Intergarde B.V.;;2;;;;2
BZK;Interland Techniek B.V.;;1;;;;1
BZK;Interno Schilderwerken B.V.;;1;;;;1
BZK;Interoffice Kantoorinrichting B.V.;;;;;1;1
BZK;Interparking Nederland B.V.;;;;;3;3
BZK;Intersafe Groeneveld B.V.;;5;;;;5
BZK;Interswitch;;1;;;;1
BZK;inTrust Nederland B.V.;;1;;;;1
BZK;Investment in den Eng B.V.;;2;;;6;6
BZK;IOB;;1;;;;1
BZK;IOB Dordrecht B.V.;;1;;;;1
BZK;Iolan B.V.;;5;;;;5
BZK;IPR Vastgoedmanagement B.V.;;2;;;;2
BZK;Issos B.V.;;;;;4;4
BZK;Itannex B.V.;;;;;1;1
BZK;ITBB Klimaattechniek;;4;;;;4
BZK;ITN Installatietechniek B.V.;;5;;;;5
BZK;ITS Hendrion B.V.;;1;;;;1
BZK;Ivast B.V.;;;;;5;5
BZK;Iv-Bouw B.V.;;1;;;;1
BZK;Iv-Industrie B.V.;;;;;2;2
BZK;Jaarbeurs B.V.;;1;;;;1
BZK;Jabor Advies B.V.;;1;;;1;1
BZK;Jacobs Architekten B.V.;;4;;;;4
BZK;Jacot Audiovisueel Rental B.V.;;1;;;;1
BZK;JagerJanssen;;2;;;;2
BZK;Jansen Bartels B.V.;;1;;;;1
BZK;Jansma Drachten B.V.;;1;;;;1
BZK;Janssen Lastechnieken B.V.;;2;;;;2
BZK;JHA Adviesbureau BCDP B.V.;;4;;;;4
BZK;Jobse Leidekkers- en Restauratiebedrijf B.V.;;1;;;;1
BZK;Jodocus R.V.S. en Metaalbewerking;;1;;;;1
BZK;Johnson Controls Systems & Service B.V.;;3;;;;3
BZK;Josefien & co;;3;;;;3
BZK;Joss B.V.;;;;;3;3
BZK;JOVI Investments Events & Business Company II;;;;;5;5
BZK;JuBi-Techniek V.O.F.;;5;;;;5
BZK;Julia B.V.;;3;;;;3
BZK;Julo Systeemwanden en Kantoorinrichtingen B.V.;;1;;;;1
BZK;Jungheinrich Nederland B.V.;;1;;;;1
BZK;Jurriëns;;7;;;;7
BZK;Jv2 Bouwadvies B.V.;;1;;;;1
BZK;JWP Waterservice;;2;;;;2
BZK;K.A.T./Kunst, Advies en Techniek V.O.F.;;1;;;;1
BZK;K.K. Brandertechniek B.V.;;1;;;;1
BZK;K.T.D. Klimaatbeheersing B.V.;;3;;;;3
BZK;Kaal Masten B.V.;;2;;;;2
BZK;Kaba Nederland B.V.;;1;;;;1
BZK;Kalsbeek B.V.;;1;;;;1
BZK;Kalshoven Specialistische Reinigingen B.V.;;1;;;;1
BZK;Kaptein Bouwgroep B.V.;;3;;;;3
BZK;Karcher B.V.;;1;;;;1
BZK;Karres en Brands Landschapsarchitecten B.V.;;2;;;;2
BZK;KASTEEL ENGELENBURG;;1;;;;1
BZK;Kayseri Holding B.V.;;1;;;;1
BZK;Keijsers Lundiform B.V.;;1;;;;1
BZK;Keizer Karelplein 32 B.V.;;;;;3;3
BZK;Kemkens Gasservice B.V.;;3;;;;3
BZK;Kemkens Utiliteit B.V.;;6;;;;6
BZK;Kemp Schalkwijk B.V.;;1;;;2;2
BZK;Kemper en van Twist Diesel B.V.;;3;;;;3
BZK;Kemper Keerwanden B.V.;;;;;4;4
BZK;Kennelbouw Exclusief V.O.F.;;2;;;;2
BZK;Kent Nederland B.V.;;1;;;;1
BZK;Keper Infra Advies B.V.;;1;;;;1
BZK;Kerkhof Technische Installaties Leersum B.V.;;4;;;3;5
BZK;Kieback & Peter Nederland B.V.;;1;;;;1
BZK;Killgerm Benelux N.V.;;1;;;;1
BZK;Kimsma Bouwbedrijf B.V.;;3;;;;3
BZK;KIN Installatietechniek;;1;;;;1
BZK;Kin Machinebouw B.V.;;2;;;;2
BZK;Kit- en afdichtingsbedrijf Marcel Winder;;5;;;;5
BZK;Klaassen Gilze;;1;;;;1
BZK;Klaver Klimaattechniek B.V.;;2;;;;2
BZK;Klein Architecten B.V.;;2;;;;2
BZK;Klein Poelhuis Emmeloord B.V.;;7;;;;7
BZK;Klein Poelhuis Konstruktie B.V.;;2;;;;2
BZK;Klimaatgroep Holland B.V.;;2;;;;2
BZK;Klimarent;;1;;;;1
BZK;Klip B.V.;;1;;;;1
BZK;KlokBouwOntwikkeling B.V.;;;;;1;1
BZK;Klunder Drachten;;2;;;2;2
BZK;Klussenbedrijf J.W.K.;;4;;;;4
BZK;Koek & Reinders Schilderwerken B.V.;;5;;;;5
BZK;Köhler Peutz Geveltechniek B.V.;;2;;;;2
BZK;Komfort B.V.;;;;;10;10
BZK;Kon. Aannemingmaatschappij Van Waning B.V.;;6;;;;6
BZK;Kondor Wessels Amsterdam B.V.;;1;;;;1
BZK;Kone B.V.;;2;;;;2
BZK;KONE Deursystemen B.V.;;2;;;;2
BZK;Kone Gevelliftinstallaties;;7;;;;7
BZK;Koning & Hartman B.V.;;1;;;;1
BZK;Koninkl. Boomkweker. Alph. Van der Bom B.V.;;1;;;;1
BZK;Koninklijk Instituut van Ingenieurs;;1;;;;1
BZK;Koninklijke Bammens;;2;;;3;3
BZK;Koninklijke Fabrieken Posthumus B.V.;;1;;;;1
BZK;Koninklijke Saint-Gobain Glass Nederland N.V.;;1;;;;1
BZK;Koninklijke Talens B.V.;;1;;;2;2
BZK;Koninklijke Wegener N.V.;;1;;;;1
BZK;Koninklijke Woudenberg;;7;;;;7
BZK;Kontek B.V.;;4;;;;4
BZK;Kooiker Installatie B.V.;;1;;;;1
BZK;Koopmans Service & Onderhoud;;4;;;6;7
BZK;Kooy Insulation B.V.;;1;;;;1
BZK;Koppers Meubel en Interieurbouw B.V.;;1;;;;1
BZK;Korporaal Installatietechniek B.V.;;6;;;;6
BZK;Kors Hoogwerksystemen B.V.;;1;;;;1
BZK;Korte Poten 1-3 B.V.;;1;;;;1
BZK;Korte Projectstoffering B.V.;;1;;;;1
BZK;Koster Elektromotoren;;1;;;;1
BZK;Kosterbeemden Kerkrade B.V.;;;;;4;4
BZK;KPN B.V.;;4;;;4;5
BZK;KPN BV;;;;2;;2
BZK;KPN Telecommerce B.V.;;1;;;;1
BZK;Kraft Adviseurs;;1;;;;1
BZK;Kragten B.V.;;1;;;2;2
BZK;Krämer Bouw B.V.;;7;;;;7
BZK;Kreuze Telecom;;3;;;;3
BZK;Krinkels B.V.;;7;;;;7
BZK;Kroep Elektro;;3;;;;3
BZK;Kroon;;1;;;;1
BZK;Kropman Installatietechniek;;7;;;;7
BZK;KTB Klimaat Techniek Brabant B.V.;;3;;;;3
BZK;Kubik B.V.;;1;;;;1
BZK;Kubus architectural solutions;;1;;;;1
BZK;Kuijpers;;4;;;;4
BZK;Kuijpers Centrale Projecten B.V.;;7;;;;7
BZK;KUIJPERS ELEKTRONISCHE BEVEILIGINGSSYSTEMEN B.V.;;3;;;;3
BZK;Kuijpers Installaties;;7;;;;7
BZK;Kuijpers Installaties Helmond B.V.;;4;;;;4
BZK;Kuijpers Maintenance;;7;;;;7
BZK;Kuiper & Zonen B.V.;;1;;;;1
BZK;Kuiper Bouw B.V.;;7;;;;7
BZK;Kumpulan Congres- en Reuniecentrum;;1;;;;1
BZK;Kunstwacht B.V.;;2;;;;2
BZK;Kvadrat B.V.;;2;;;;2
BZK;Kwerreveld Dakbedekkingen B.V.;;7;;;;7
BZK;KWS Infra B.V.;;5;;;;5
BZK;KYBYS B.V.;;2;;;;2
BZK;La Señorita;;1;;;;1
BZK;Laarhoven Design;;2;;;;2
BZK;Laco Rotterdam B.V.;;1;;;;1
BZK;Lagemaat Sloopwerken B.V.;;6;;;5;6
BZK;LAgroup B.V.;;1;;;;1
BZK;Lamit B.V.;;1;;;;1
BZK;Lammertink Groep;;6;;;1;6
BZK;Landgoed Den Treek-Henschoten N.V.;;;;;4;4
BZK;Landustrie Sneek B.V.;;3;;;;3
BZK;Lankelma Geotechniek Zuid B.V.;;2;;;3;4
BZK;Lareco Nederland B.V.;;2;;;5;5
BZK;LBA V.O.F.;;1;;;;1
BZK;LBP Sight B.V.;;1;;;;1
BZK;Le Gardinier B.V.;;1;;;;1
BZK;Leemans;;2;;;;2
BZK;Leenhouts' Aannemings-Bedrijf B.V.;;4;;;;4
BZK;Leijdsman Elektro B.V.;;3;;;;3
BZK;Lemtech Lucht- en Milieutechniek B.V.;;1;;;;1
BZK;Lenferink;;4;;;;4
BZK;Lennox Benelux B.V.;;1;;;;1
BZK;Leonidas;;1;;;;1
BZK;let C communicatieadvies;;2;;;;2
BZK;Letterop;;1;;;;1
BZK;Leys B.V.;;2;;;;2
BZK;Liander N.V.;;7;2;;;7
BZK;Lichtdruk- en Reproductiebureau Cito B.V.;;1;;;;1
BZK;Lichtpunt Theatertechniek B.V.;;2;;;;2
BZK;Liebregts Vastgoed, Beheer en Onderhoud B.V.;;2;;;;2
BZK;Lifoka Kopie en Print B.V.;;1;;;;1
BZK;Liftinstituut B.V.;;1;;;;1
BZK;Light International B.V.;;2;;;;2
BZK;Limburgse Koelindustrie Liko B.V.;;4;;;5;6
BZK;Linde Gas Therapeutics Benelux B.V.;;1;;;;1
BZK;Linea Design B.V.;;2;;;;2
BZK;Lineair Bouwmanagement;;2;;;;2
BZK;Li-Tech Inregelservice B.V.;;1;;;1;1
BZK;Littel Technische Installaties B.V.;;4;;;;4
BZK;Ljs Automatisering B.V.;;1;;;;1
BZK;Lobeco Fire + Security B.V.;;1;;;;1
BZK;Lödige Holland Machinefabriek B.V.;;1;;;;1
BZK;Lokapost;;1;;;;1
BZK;lokhorst;;;;;5;5
BZK;Lola Landscape Architects;;2;;;;2
BZK;Lomans Amersfoort B.V.;;3;;;;3
BZK;Loo Plan B.V.;;1;;;;1
BZK;Loodg.- en Installatiebedrijf Van Kooten B.V.;;4;;;;4
BZK;Loodgietersbedrijf Lenting B.V.;;;;;2;2
BZK;Loon- en Aannemingsbedrijf Van 't Foort B.V.;;2;;;;2
BZK;Loonbedrijf Schriek en Hol B.V.;;4;;;2;5
BZK;Löwik Daktechniek B.V.;;2;;;;2
BZK;Loyens & Loeff N.V.;;2;;;;2
BZK;LSREF3 Eve De Haagse Arc B.V.;;8;;;8;9
BZK;LSREF3 Eve De Maas B.V.;;;;;7;7
BZK;Lubron Waterbehandeling B.V.;;2;;;;2
BZK;Luchttechnisch Revis.-Bureau Van Elewout B.V.;;1;;;;1
BZK;Lukasse Dakbedekkingen Goes B.V.;;2;;;;2
BZK;Lutterman Tegels B.V.;;1;;;;1
BZK;Lyreco Nederland B.V.;;;;;1;1
BZK;M. Doornenbal Veenendaal B.V.;;2;;;;2
BZK;M.E.S. Liften B.V.;;2;;;;2
BZK;M2 Bouwservice;;1;;;;1
BZK;Maarten's Bedrijf;;1;;;;1
BZK;Maastricht Aachen Airport B.V.;;;;;3;3
BZK;Maatsch. vd Oever, Zaaijer & partners Arch.;;1;;;;1
BZK;Maatschap Hoekstra;;4;;;;4
BZK;Maatschap Rijp;;;;;4;4
BZK;Mabi Techniek B.V.;;1;;;;1
BZK;Machinefabriek Novum B.V.;;1;;;;1
BZK;Machinefabriek Rusthoven B.V.;;2;;;;2
BZK;MacTwin Security B.V.;;4;;;;4
BZK;Madurodam B.V.;;;;;1;1
BZK;Maincontracting CWJP V.O.F.;;7;;;;7
BZK;Makelaar Rijnbeek;;;;;1;1
BZK;Makelaarscentrum B.V.;;;;;2;2
BZK;Manovert B.V.;;1;;;;1
BZK;Mansveld Expo Techniek B.V.;;1;;;;1
BZK;Mansveld Projecten & Services B.V.;;2;;;;2
BZK;Manutan B.V.;;;;;1;1
BZK;Maréchal Elektro B.V.;;2;;;1;2
BZK;Marees Installatie en Techniek B.V.;;2;;;;2
BZK;Mark B.V.;;1;;;;1
BZK;Mark Service B.V.;;1;;;;1
BZK;Marks Wachters Notarissen;;1;;;;1
BZK;Marsoft Kabeltelevisie & Communicatie;;1;;;;1
BZK;Marter Controle Unit;;1;;;;1
BZK;MAS Architectuur;;2;;;;2
BZK;MaS Restaurant;;1;;;;1
BZK;Mastermate Brinkman B.V.;;2;;;;2
BZK;Mastermate VBT Groep;;;;;2;2
BZK;Matex Deuren B.V.;;1;;;;1
BZK;Mauritshuis;;4;;;;4
BZK;MB Safety B.V.;;1;;;;1
BZK;MCGREW B.V./P/A VERWEY VASTGOED B.V.;;;;;4;4
BZK;Mecanoo Architecten B.V.;;1;;;;1
BZK;Medusa Explorations;;;;;1;1
BZK;Megens Installaties;;4;;;;4
BZK;Meiko Nederland B.V.;;1;;;;1
BZK;Menerga Klimaattechnologie B.V.;;5;;;;5
BZK;Mennens Dongen B.V.;;2;;;;2
BZK;Mennens Groningen B.V.;;2;;;;2
BZK;Mennens Hengelo B.V.;;2;;;;2
BZK;Mennens Schiedam B.V.;;3;;;;3
BZK;Mercure Den Haag Central;;1;;;;1
BZK;Merin Add-On 6 B.V.;;;;;6;6
BZK;Merin B.V.;;2;;;7;7
BZK;Merk X B.V.;;4;;;;4
BZK;Mertens Bouwbedrijf B.V.;;;;;4;4
BZK;MeteoGroup Dutch Holdco B.V.;;2;;;;2
BZK;Metos B.V.;;7;;;;7
BZK;Metos Kitchen Intelligence;;2;;;;2
BZK;Meulendijks Rondhout B.V.;;2;;;;2
BZK;Meurs HRM;;1;;;;1
BZK;Meyer Service & Onderhoud B.V.;1;2;;;;2
BZK;MHB B.V.;;1;;;;1
BZK;Miele Nederland B.V.;;1;;;;1
BZK;Milieu Cleaning Services B.V.;;;;;1;1
BZK;Milieutechniek Rouwmaat Groenlo B.V.;;1;;;;1
BZK;Millers;;1;;;;1
BZK;Millvision B.V.;;;;;3;3
BZK;MILON B.V.;;;;;1;1
BZK;Miltech Eindhoven B.V.;;1;;;;1
BZK;Misco Nederland B.V.;;2;;;;2
BZK;Mitsubishi Elevator Europe B.V.;;1;;;;1
BZK;Mobius Consult B.V.;;2;;;1;2
BZK;Mocca d'Or Heerhugowaard B.V.;;1;;;;1
BZK;Moeskops' Bouwbedrijf B.V.;;1;;;7;7
BZK;Moesman's Antieke/Oude/Nwe. Stijl Meubelmak.;;2;;;;2
BZK;Möhringer Liften;;4;;;;4
BZK;Mokveld Bouw en Onderhoud B.V.;;2;;;;2
BZK;Monair Luchttechniek B.V.;;1;;;;1
BZK;Mondial Movers B.V.;;;;1;;1
BZK;Monit'air Binnenmilieutechniek B.V.;;2;;;;2
BZK;Montako B.V.;;2;;;;2
BZK;Monument en Project;;4;;;;4
BZK;Monumenten Advies Bureau;;1;;;;1
BZK;Moonen Onderhoud & Renovatie B.V.;;4;;;;4
BZK;Mossink Elektrotechniek B.V.;;2;;;;2
BZK;Mostert's Schoonmaakbedrijf B.V.;;3;;;;3
BZK;Mo-Tech Industries;;1;;;;1
BZK;Mountain Network Producten B.V.;;3;;;;3
BZK;Mourik Klimaattechniek B.V.;;1;;;;1
BZK;Mous Waterbeheer B.V.;;1;;;;1
BZK;Movares Nederland B.V.;;6;;;;6
BZK;Mr-Orange B.V.;;1;;;;1
BZK;Muco Technologies B.V.;;2;;;;2
BZK;MUG Ingenieursbureau;;1;;;2;2
BZK;Muilwijk Landschap Advies;;1;;;;1
BZK;Mul B.V.;;1;;;;1
BZK;Mulder Schilders Twente B.V.;;4;;;;4
BZK;Muller Bouw B.V.;;;;;1;1
BZK;Multi Instruments;;2;;;;2
BZK;Multi-Deur Service B.V.;;3;;;;3
BZK;Multi-Post Mail Systems B.V.;;1;;;;1
BZK;Munters Netherlands B.V.;;2;;;2;2
BZK;Museum Boerhaave;;3;;;;3
BZK;Mvie Geluidssystemen;;1;;;;1
BZK;MWH B.V.;;;;;1;1
BZK;MyCom Nederland B.V.;;1;;;;1
BZK;N.V. Beleggingsmaatschappij De Pyramiden;;;;;7;7
BZK;N.V. Het Havengebouw Amsterdam;;;;;3;3
BZK;N.V. Luchthaven Schiphol;;;;;7;7
BZK;N.V. Nuon Sales Nederland;;1;1;;;1
BZK;N.V. PWN Waterleidingbedrijf Noord-Holland;;2;2;;;2
BZK;N.V. Waterbedrijf Groningen;;1;1;;;1
BZK;N.V. Waterleidingmaatschappij Drenthe;;1;1;;;2
BZK;Naamplaten Industrie Menoor B.V.;;;;;1;1
BZK;nai010 uitgevers/publishers;;3;;;;3
BZK;Nassau/Indus Deur B.V.;;1;;;;1
BZK;Nationale Beeldbank B.V.;;1;;;;1
BZK;Nationale Vastgoed Groep Beleggingen;;;;;7;7
BZK;Natuurbalans/Limes Divergens B.V.;;;;;2;2
BZK;Nauta Security Storage B.V.;;1;;;;1
BZK;Nebest B.V.;;5;;;;5
BZK;Ned. Air B.V.;;1;;;1;1
BZK;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;5;;;;5
BZK;Nedalo;;3;;;;3
BZK;Nederlandsch Octrooibureau;;1;;;;1
BZK;Nederlandse Waterschapsbank N.V.;;;;;7;7
BZK;Nederlandse Zouthandel B.V.;;1;;;;1
BZK;Nederman Nederland B.V.;;4;;;;4
BZK;Nederman Norclean B.V.;;1;;;;1
BZK;Nedfilter B.V.;;1;;;;1
BZK;Negam B.V.;;1;;;;1
BZK;Nelissen Ingenieursbureau B.V.;;3;;;1;3
BZK;Neon Brabant B.V.;;1;;;;1
BZK;Neopost;;1;;;;1
BZK;Nering Bögel B.V.;;1;;;;1
BZK;Nesselaar B.V.;;2;;;;2
BZK;Neuf & Associates B.V.;;2;;;;2
BZK;NIBA Bleskensgraaf;;1;;;;1
BZK;NIBAG B.V.;;5;;;;5
BZK;NIC Best Deal B.V.;;;;;4;4
BZK;Niek! Interim Management;;2;;;;2
BZK;Nieman Groep B.V.;;2;;;2;2
BZK;Nieuw Jansen;;2;;;;2
BZK;Nieuwe Vereniging Ondernemers Paleispromenade;;1;;;;1
BZK;Nieuwenhuizen Daandels Bouw B.V.;;;;;8;8
BZK;Nissen Advisering Energie en Klimaat;;4;;;;4
BZK;NMM Company B.V.;;7;;;7;7
BZK;Nooijen Terreininrichting B.V.;;4;;;;4
BZK;Noordelijk Atelier Textielrestauratie;;1;;;;1
BZK;NORD Architectuur;;2;;;;2
BZK;Nostalux B.V.;;1;;;;1
BZK;Notariaat Duiven Westervoort;;1;;;;1
BZK;Notariskantoor Bijdorp Barendrecht B.V.;;;;;1;1
BZK;Notariskantoor Ellens & Lentze B.V.;;1;;;;1
BZK;Novar Nederland B.V.;;1;;;;1
BZK;NOVEK Constructions B.V.;;1;;;;1
BZK;Novon Benelux B.V.;;1;;;;1
BZK;NS Poort Ontwikkeling B.V.;;9;;;;9
BZK;NS Stations B.V.;;;;;6;6
BZK;NS Vastgoed B.V.;;;;;2;2
BZK;Nsecure B.V.;;3;;;;3
BZK;NSI Bedrijfsgebouwen B.V.;;1;;;2;2
BZK;NSI HNK B.V.;;;;;4;4
BZK;NSI N.V.;;;;;6;6
BZK;NTP Infra B.V.;;6;;;6;7
BZK;Numan & Kant B.V.;;6;;;;6
BZK;NUON Business;;;1;;;1
BZK;Nuon CCC Leeuwarden;;1;;;;1
BZK;NUON Power Generation B.V.;;;;;2;2
BZK;Nu-Swift Brandbeveiliging B.V.;;3;;;;3
BZK;NVB Ubbens;;1;;;;1
BZK;Nyenburgstaete I B.V.;;;;;3;3
BZK;O & P Installaties B.V.;;1;;;;1
BZK;O.M.E. vloeren & interieur B.V.;;1;;;;1
BZK;O.V.T. Architecten;;1;;;;1
BZK;Oasen N.V.;;;1;;;1
BZK;Obex B.V.;;2;;;1;2
BZK;Objectum B.V.;;1;;;;1
BZK;Octatube Nederland B.V.;;6;;;;6
BZK;Octatube Services B.V.;;2;;;;2
BZK;OD205SL B.V.;;1;;;;1
BZK;ODS B.V.;;1;;;;1
BZK;Oenema Infra, Milieu en Sloopwerken;;1;;;;1
BZK;Oesterbaai B.V.;;2;;;2;2
BZK;Office Radarweg B.V.;;;;;5;5
BZK;OGON Nederland B.V.;;;;;6;6
BZK;Oldenhave Installatietechniek B.V.;;6;;;;6
BZK;Oldenhave Technisch Beheer B.V.;;4;;;;4
BZK;Omega Properties C.V.;;;;;4;4
BZK;Ommer Bedrijfsvloeren B.V.;;2;;;;2
BZK;ONDEO Industrial Solutions B.V.;;3;;;;3
BZK;Onderhoudsbedrijf PVL;;4;;;;4
BZK;One Architecture B.V.;;2;;;;2
BZK;Oome Raamsdonk B.V.;;5;;;;5
BZK;Ooms Construction B.V.;;1;;;;1
BZK;Ooperon Services B.V.;;4;;;;4
BZK;Oostelbos van den Berg B.V.;;5;;;;5
BZK;Oostendorp Installatietechniek B.V.;;;;;2;2
BZK;Oostendorp-Nederland B.V.;;1;;;;1
BZK;Oosterberg B.V.;;2;;;;2
BZK;Open for support;;2;;;;2
BZK;Opgeleid Persoon B.V.;;1;;;;1
BZK;OPPS Advies B.V.;;3;;;;3
BZK;Oranjedak West B.V.;;3;;;;3
BZK;Ordina N.V.;;1;;;;1
BZK;Orion Speciale Technieken B.V.;;2;;;;2
BZK;Oscars Restaurant;;1;;;;1
BZK;Oskam Asbestverwijdering B.V.;;2;;;;2
BZK;Oskam Vastgoed Cothen B.V.;;;;;6;6
BZK;Oskomera Projecten B.V.;;4;;;;4
BZK;Othec Electronica;;1;;;;1
BZK;Otis B.V.;;5;;;;5
BZK;Otjens Groep B.V.;;2;;;3;4
BZK;Oudaen B.V.;;1;;;;1
BZK;Outline Consultancy B.V.;;1;;;1;1
BZK;Ouwerkerk Montagebedrijf;;3;;;;3
BZK;Overdevest Adviseurs;;1;;;;1
BZK;Overveld Techniek B.V.;;1;;;;1
BZK;Overvoorde & Van Tilborg adv. & dienstv. B.V.;;1;;;;1
BZK;OVG Projecten LXXI B.V.;;;;;7;7
BZK;Oving Architekten;;4;;;;4
BZK;P.M.B. Beheer B.V.;;4;;;;4
BZK;P.T. Structural Design and Analysis B.V.;;1;;;;1
BZK;P/flex;;2;;;;2
BZK;P+ Industry B.V.;;2;;;;2
BZK;Pactum Installatietechniek Groep B.V.;;2;;;;2
BZK;Pageshuis B.V.;;1;;;;1
BZK;Painting Bouw B.V.;;1;;;;1
BZK;PALMBOUT Urban Landscapes B.V.;;1;;;;1
BZK;Pals Advies B.V.;;2;;;2;2
BZK;Panta Real Estate B.V.;;;;;7;7
BZK;PaperlinX B.V.;;1;;;;1
BZK;Park Plaza;;1;;;;1
BZK;Parkstad Inspecties;;6;;;;6
BZK;Partners in Cultuur en Beleving B.V.;;6;;;;6
BZK;Party Service Buro Pere;;1;;;;1
BZK;Partycentrum De Bun;;1;;;;1
BZK;Pasman Integraal Vastgoedonderhoud B.V.;;2;;;;2
BZK;Patina Dakbeheer B.V.;;2;;;;2
BZK;Patina Valbeveiliging B.V.;;5;;;;5
BZK;Patisan Vastgoed B.V.;;;;;2;2
BZK;PCF Holland B.V.;;3;;;;3
BZK;Pedro Sluiter Foto;;1;;;;1
BZK;Peeters Projectzonwering B.V.;;1;;;;1
BZK;Pel Mediation, Advies en Training;;2;;;;2
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;9;;;3;9
BZK;PEMAR Technische Groothandel B.V.;;1;;;;1
BZK;Pennings Bouwmaatschappij B.V.;;;;;6;6
BZK;Pensioenfonds Metaal en Techniek;;4;;;8;8
BZK;Perfect Wonen Wezep;;1;;;;1
BZK;Perinco Real Estate II B.V.;;;;;3;3
BZK;Persluchtcentrum Harderwijk B.V.;;1;;;;1
