Ministerie;Leveranciers;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZK;Clean Care B.V.;;1;;;;1
BZK;Clevers;;1;;;;1
BZK;Clysan Inspectie & Service B.V.;;4;;;;4
BZK;C-Mark B.V.;;4;;;1;4
BZK;Cnossen Infra B.V.;;6;;;;6
BZK;Cofely Noord B.V.;;1;;;1;1
BZK;Cofely Noord Locatie Leeuwarden;;7;;;;7
BZK;Cofely Noord locatie Zwolle;;1;;;;1
BZK;Cofely Oost B.V.;;2;;;;2
BZK;Cofely West Nederland B.V.;;7;;;5;7
BZK;Cofely West Nederland vestiging Arnhem;;2;;;;2
BZK;Cofely West Utiliteit B.V. (GTI);;1;;;;1
BZK;Cofely West Utiliteit, locatie Den Haag;;6;;;;6
BZK;Cofely Z Nederland Vestig. Maastricht-Airport;;2;;;;2
BZK;Cofely Zuid Nederland B.V.;;7;;;;7
BZK;Coform;;1;;;1;1
BZK;Colt International B.V.;;4;;;;4
BZK;Compair Airconditioning B.V.;;1;;;;1
BZK;COMPAREX Nederland B.V.;;1;;;;1
BZK;Complan;;2;;;;2
BZK;Comtest Engineering;;3;;;;3
BZK;ComVest Consultancy B.V.;;3;;;;3
BZK;Concorde Group B.V.;;1;;;;1
BZK;Concordia;;1;;;;1
BZK;Condair B.V.;;2;;;;2
BZK;Coneco Building Automation B.V.;;;;;1;1
BZK;Coneco Technical Support B.V.;;2;;;1;2
BZK;Confina B.V.;;;;;1;1
BZK;Conrad Electronic Benelux B.V.;;1;;;;1
BZK;Constructie Bureau De Prouw B.V.;;2;;;;2
BZK;Constructiebedrijf Corton B.V.;;1;;;;1
BZK;Constructor Dexion Holland B.V.;;1;;;;1
BZK;Consumentenbond;;;;;4;4
BZK;ContrAll Inspectie B.V.;;;;;1;1
BZK;Coolmark B.V.;;1;;;;1
BZK;Coolworld Nederland B.V.;;1;;;;1
BZK;Coöperatie Univé UA;;;;;6;6
BZK;Copijn Tuin- en Landschapsarchitecten B.V.;;3;;;;3
BZK;Cornelissen Aannemingsbedrijf B.V.;;6;;;;6
BZK;Cornisol Fireprotection B.V.;;3;;;;3
BZK;Cosource B.V.;;6;;;;6
BZK;Costprom Projectmanagement;;4;;;;4
BZK;CO-URB;;1;;;;1
BZK;Couwenberg Noodverlichting B.V.;;1;;;;1
BZK;Credit Suisse Securities (Nederland) B.V.;;1;;;;1
BZK;Creemers Compressors B.V.;;1;;;;1
BZK;CRH Mobile Fencing & Security B.V.;;6;;;;6
BZK;Croon advocaten N.V.;;2;;;;2
BZK;Croon Elektrotechniek B.V.;;9;;;2;9
BZK;crop;;1;;;;1
BZK;Crow B.V.;;3;;;2;3
BZK;Crown Intern Transport B.V.;;1;;;;1
BZK;Crown Point B.V.;;;;;5;5
BZK;Cruz Y. Ortiz Amsterdam B.V.;;4;;;;4
BZK;CSC Installatie B.V.;;6;;;;6
BZK;CSO Adviesbureau voor Milieu-Onderzoek;;2;;;;2
BZK;CT Consultancy B.V.;;1;;;;1
BZK;Cumulus Nederland B.V.;;1;;;;1
BZK;Cuppens en Zn. Aannemers B.V.;;5;;;2;5
BZK;CWF B.V.;;7;;;;7
BZK;CWN Spuitcabines B.V.;;5;;;;5
BZK;Cyclusbouw;;3;;;3;4
BZK;D Sign Marking B.V.;;;;;1;1
BZK;D&F Techniek B.V.;;3;;;;3
BZK;D. Spekkink B.V.;;2;;;;2
BZK;D.D. Reklame B.V.;;1;;;;1
BZK;Daad Architecten;;2;;;;2
BZK;Daallin B.V.;;3;;;;3
BZK;DaF-architecten;;2;;;;2
BZK;Dakbedekkingsbedrijf Boko B.V.;;4;;;;4
BZK;Dalmec B.V.;;1;;;;1
BZK;Danfoss B.V.;;1;;;;1
BZK;Dassen Bouw B.V.;;7;;;;7
BZK;Datawatt B.V.;;2;;;;2
BZK;Davique Sierschilderwerken;;2;;;;2
BZK;DBL Verlichting;;2;;;;2
BZK;DC16 B.V.;;;;;8;8
BZK;de Architekten Cie. B.V.;;5;;;;5
BZK;De Bosman Bedrijven B.V.;;3;;;;3
BZK;De Bresser B.V.;;1;;;;1
BZK;De Comme B.V.;;6;;;;6
BZK;De Enk Groen & Golf B.V.;;6;;;;6
BZK;De Fabryck-Bureau voor Gebouwhistor. Onderz.;;1;;;;1
BZK;De Goede Inspecties;;1;;;;1
BZK;De Graaf en van Stijn B.V.;;2;;;;2
BZK;De Groene Stroomfabriek N.V.;;;1;;;1
BZK;De Haan;;1;;;;1
BZK;De Haan Westerhoff Kozijnen B.V.;;2;;;1;2
BZK;De Jager Totaal B.V.;;4;;;;4
BZK;de Jong Gortemaker Algra Arch. en Ing. B.V.;;1;;;;1
BZK;De Jong Gortemaker en Deerns V.O.F.;;4;;;;4
BZK;De Kabath Vastgoedbescherming B.V.;;1;;;;1
BZK;De Kock Raamfolie B.V.;;1;;;;1
BZK;De Koepel integraal beheer V.O.F.;;6;;;;6
BZK;De Kroon Leveranciers B.V.;;1;;;;1
BZK;De Liemers Wegenbouw B.V.;;3;;;1;3
BZK;De Meeuw Oirschot B.V.;;;;;3;3
BZK;De Melker Sanitairtechniek B.V.;;1;;;;1
BZK;De Raad Vastgoed B.V.;;1;;;;1
BZK;De Rede van Batavia Haven B.V.;;1;;;;1
BZK;De Roo B.V.;;1;;;;1
BZK;De Ruiter Grondwatertechniek B.V.;;2;;;;2
BZK;de urbanisten;;2;;;;2
BZK;De Ventilatiemeester;;1;;;1;1
BZK;De Vlieg Techniek B.V.;;5;;;;5
BZK;De Vroome Advies B.V.;;2;;;;2
BZK;De Wegenscanners;;;;;1;1
BZK;DE WIT datacenterkoeling B.V.;;1;;;;1
BZK;De Witte Dame Monumenten B.V.;;;;;3;3
BZK;De Zeeuwse Alliantie;;;;;9;9
BZK;deBIMspecialist;;2;;;;2
BZK;Decolux Services B.V.;;1;;;;1
BZK;Deerns Nederland B.V.;;7;;;;7
BZK;Dekker Hout Vast Goed B.V.;;;;;4;4
BZK;Dela Vastgoed B.V.;;;;;6;6
BZK;Deloitte Consulting B.V.;;2;;;;2
BZK;DELTA Energy B.V.;;;7;;;7
BZK;Delta Infra B.V.;;1;;;5;5
BZK;Delta Vorm Groep B.V.;;2;;;;2
BZK;Den Helder Airport C.V.;;;;;1;1
BZK;DencoHappel Nederland B.V.;;1;;;;1
BZK;Denios B.V.;;2;;;;2
BZK;Dennenheuvel Vastgoed B.V.;;;;;4;4
BZK;Dental Union B.V.;;1;;;;1
BZK;Designs Technical Solutions;;1;;;;1
BZK;DEURPLUS B.V.;;1;;;;1
BZK;Devenco Liftservice B.V.;;1;;;;1
BZK;DGB B.V.;;1;;;;1
BZK;Dgi Dak & Gevel Ingenieurs B.V.;;3;;;;3
BZK;DGMR Bouw B.V.;;6;;;;6
BZK;DGMR Raadgevende Ingenieurs B.V.;;1;;;;1
BZK;DGMR Software B.V.;;1;;;1;1
BZK;DH tech;;2;;;1;2
BZK;DHV B.V.;;4;;;;4
BZK;DHW Montage B.V.;;1;;;;1
BZK;Dijkoraad B.V.;;5;;;;5
BZK;Dijkoraad Bometis B.V.;;2;;;;2
BZK;Dijkstra's Schoonmaakbedrijf;;1;;;;1
BZK;Dikker;;1;;;;1
BZK;Direct Payrolling B.V.;;2;;;;2
BZK;Directbouw B.V.;;3;;;;3
BZK;Dirkzwager advocaten & notarissen N.V.;;;;;1;1
BZK;Dirkzwager Groep B.V.;;2;;;;2
BZK;Distrimex Pompen & Service B.V.;;1;;;;1
BZK;Diversey B.V.;;2;;;1;2
BZK;DJB Service Nijkerk;;2;;;;2
BZK;DKPS Regeltechniek B.V.;;3;;;;3
BZK;DLO-ALTERRA STICHTING;;2;;;;2
BZK;DOF Vastgoed Kantoren C.V.;;;;;2;2
BZK;Dolfsma Dakbedekkingen;;1;;;;1
BZK;Dolmans Landscaping Oost;;2;;;;2
BZK;Dolmans Landscaping Zeeland;;2;;;;2
BZK;Domij Afbouwsystemen B.V.;;1;;;;1
BZK;Donker Inspecties;;2;;;;2
BZK;Donker Inspecties B.V.;;2;;;;2
BZK;Donkergroen B.V.;;4;;;;4
BZK;Dons en Troost Beheer B.V.;;1;;;5;5
BZK;Door & Technics B.V.;;1;;;;1
BZK;Doornebal Interieurs B.V.;;5;;;;5
BZK;Dordtse Bazar Verhuur;;1;;;;1
BZK;Dorigo-Wierper B.V.;;1;;;;1
BZK;DORMA Nederland B.V.;;1;;;;1
BZK;Double U Building B.V.;;;;;5;5
BZK;Douma Bouwkundig Adviesburo V.O.F.;;2;;;;2
BZK;DPA Cauberg-Huygen B.V.;;1;;;;1
BZK;DPCP B.V.;;8;;;;8
BZK;DPM Advies & Management B.V.;;2;;;;2
BZK;Draaijer Installatietechniek B.V.;;1;;;;1
BZK;Dräger Nederland B.V.;;2;;;2;2
BZK;DRES Master Fund II B.V.;;;;;4;4
BZK;Drieborgh C.V.;;;;;7;7
BZK;Droge Bureau voor Bouwhistorie;;1;;;;1
BZK;DROOMvilla LUX B.V.;;1;;;;1
BZK;DRS Installatietechniek B.V.;;2;;;;2
BZK;Dryair Benelux B.V.;;2;;;;2
BZK;DSS-de Swart Services B.V.;;2;;;;2
BZK;DTZ Zadelhoff;;2;;;;2
BZK;Duijndam;;2;;;;2
BZK;Duijts Adviseurs B.V.;;1;;;;1
BZK;Duijvelaar Pompen;;2;;;;2
BZK;Duikbedrijf C.O.W. B.V.;;3;;;;3
BZK;Duin Vastgoed B.V.;;;;;2;2
BZK;Duitman Hengelo B.V.;;1;;;;1
BZK;Duits schilderwerk;;4;;;;4
BZK;Dunea N.V.;;2;4;;;4
BZK;Dunlop Service B.V.;;1;;;;1
BZK;Duo2 B.V.;;;;;9;9
BZK;Duoprint t.h.o.d.n. Multicopy Den Haag Centr.;;1;;;;1
BZK;Dura Vermeer Groep;;3;;;8;8
BZK;Dura Vermeer Infrastructuur Midden West;;2;;;;2
BZK;Dura Vermeer Milieu B.V.;;;;;5;5
BZK;Duratherm Nederland B.V.;;1;;;;1
BZK;Dusseldorp Infra, Sloop en Mil.techn. B.V.;;4;;;;4
BZK;Dusseldorp Rioolservice B.V.;;1;;;;1
BZK;Dutch Active Fund PropCo B.V.;;;;;6;6
BZK;Dutch Property Company Rembrandt 2 B.V.;;;;;4;4
BZK;Dutch Property Company Rembrandt 4 B.V.;;;;;5;5
BZK;Dutch Property Company Rembrandt 8 B.V.;;;;;7;7
BZK;Dutch Property Company Vermeer 5 B.V.;;;;;3;3
BZK;DutchView B.V.;;1;;;;1
BZK;DuurzaamNL B.V.;;7;;;;7
BZK;DVD - FireSafety - First;;7;;;1;7
BZK;DVP B.V.;;3;;;;3
BZK;DVT Diensten B.V.;;1;;;;1
BZK;DWA Installatie- en energieadvies;;2;;;;2
BZK;Dynamic;;2;;;;2
BZK;Dynatherm;;2;;;;2
BZK;E.F.P.C.;;1;;;;1
BZK;E.ON Benelux Levering B.V.;;;2;;;2
BZK;Eaton Industries (Netherlands) B.V.;;2;;;;2
BZK;EBW Installatietechnieken B.V.;;2;;;;2
BZK;Eco Heating Systems Groningen B.V.;;1;;;;1
BZK;Eco Toilet B.V.;;1;;;;1
BZK;Ecodorp Steunstichting;;4;;;;4
BZK;Ecologica B.V.;;1;;;1;1
BZK;Econosto N.V.;;1;;;;1
BZK;Econsultancy B.V.;;2;;;1;2
BZK;Edelstaalverwerking Berlikum B.V.;;1;;;;1
BZK;Eemshaven Properties;;;;;2;2
BZK;Eetsalon van Dobben B.V.;;1;;;;1
BZK;Efaflex;;1;;;;1
BZK;Efcon Water B.V.;;1;;;;1
BZK;Efectis Nederland B.V.;;2;;;;2
BZK;EGM Architecten B.V.;;1;;;;1
BZK;Egro Service B.V.;;1;;;;1
BZK;Eijkelboom B.V.;;7;;;;7
BZK;Eijkerbouw B.V.;;5;;;;5
BZK;EIK Bouwadvies;;1;;;;1
BZK;Eindhoven Airport N.V.;;;;;2;2
BZK;EKB Groep B.V.;;1;;;;1
BZK;Electro Eindhoven;;1;;;;1
BZK;Electrolux Home Products (Nederland) B.V.;;1;;;;1
BZK;Elegast Beheer B.V.;;;;;5;5
BZK;Elektra 21 B.V.;;5;;;;5
BZK;elektronicatekoop.nl;;1;;;;1
BZK;Elektropartners B.V.;;2;;;;2
BZK;Elektrospekt B.V.;;1;;;;1
BZK;Elektrotech. Install.bur. Valkenaars B.V.;;1;;;;1
BZK;Elektrotechniek Schuurmans B.V.;;4;;;2;4
BZK;Elektrotechnisch Installatiebedr. HJ Kooiman;;4;;;;4
BZK;Elektrotechnisch Servicebureau 'Nunu' B.V.;;2;;;;2
BZK;Element Offices B.V.;;;;;1;1
BZK;Elinex Power Solutions B.V.;;1;;;;1
BZK;Elma B.V.;;1;;;;1
BZK;Elro Dakbedekking Zuid B.V.;;3;;;;3
BZK;Elseco B.V.;;1;;;;1
BZK;Elsenga Installatietechniek;;4;;;4;4
BZK;Embregts Wegenbouw;;1;;;;1
BZK;EM-Cultuur B.V.;;1;;;;1
BZK;Emerson Network Power B.V.;;1;;;;1
BZK;Endenburg B.V.;;2;;;;2
BZK;Endenburg Elektrotechniek B.V.;;3;;;;3
BZK;Endevoets Dakbedekkingen;;2;;;;2
BZK;Endress + Hauser B.V.;;1;;;;1
BZK;Eneco B.V.;;;5;;;5
BZK;Eneco Energy Sales B.V.;;;1;;;1
BZK;Eneco Services B.V.;;3;7;;;7
BZK;ENECO Warmtenetten B.V.;;2;;;;2
BZK;Eneco Zakelijk;;6;7;;;7
BZK;Enerdeco B.V.;;2;;;;2
BZK;Energiewacht N.V.;;1;;;;1
BZK;Energy Circle B.V.;;;3;;;3
BZK;Enexis B.V.;;1;3;;2;3
BZK;Engberink Technische Installaties;;3;;;;3
BZK;Engelen-Groen Uden B.V.;;7;;;2;7
BZK;Engelsman Hoveniers B.V.;;1;;;;1
BZK;Enkhuizer Aannemersbedrijf (E.A.B.) B.V.;;6;;;;6
BZK;Enviro-Chemie B.V.;;1;;;;1
BZK;Envita Almelo B.V.;;3;;;;3
BZK;EP Techniek;;1;;;;1
BZK;EPI Orange 21 B.V.;;;;;3;3
BZK;EPOC Nederland B.V.;;1;;;6;6
BZK;e-Power B.V.;;4;;;;4
BZK;ERCO Lighting B.V.;;1;;;;1
BZK;Erdi Las- en Constructiebedrijf B.V.;;1;;;;1
BZK;Erdo B.V.;;1;;;;1
BZK;Eric Dil Interim Management;;1;;;;1
BZK;Eriks B.V.;;4;;;;4
BZK;Erkon Engineering B.V.;;1;;;;1
BZK;Espero B.V.;;1;;;;1
BZK;Essent Energie Verkoop Nederland B.V.;;;1;;;1
BZK;Essent Energiediensten B.V.;;;1;;;1
BZK;Essent Retail Energie B.V.;;;2;;;2
BZK;Esveld @ Work B.V.;;1;;;;1
BZK;Eurocarbo Benelux B.V.;;2;;;;2
BZK;Euro-Index B.V.;;1;1;;;1
BZK;Euromate B.V.;;2;;;;2
BZK;Eurorail B.V.;;;;;1;1
BZK;Eurorouting Nederland B.V.;;2;;;1;2
BZK;Eurosafe Solutions B.V.;;7;;;;7
BZK;EusebiusBS (Arnhem) B.V.;;;;;7;7
BZK;EV-Box;;1;;;;1
BZK;Evides Drinkwater;;1;;;;1
BZK;EWZ adviseurs;;1;;;;1
BZK;Exploitatie Dwarstocht 6 Zaandam B.V.;;;;;3;3
BZK;Exploitatiemij. Havencompl. Lauwersoog B.V.;;;;;2;2
BZK;Explosive Clearance Group B.V.;;6;;;3;6
BZK;F.B.S. Elektrotechniek;;2;;;1;2
BZK;FAB Riool- en Wegenbeheer B.V.;;4;;;;4
BZK;Facilicom PPS B30 B.V.;;2;;;;2
BZK;Facilicom PPS Doetinchem Exploitatie B.V.;;;;;7;7
BZK;Facility Service;;2;;;;2
BZK;Facint B.V.;;1;;;;1
BZK;Facta;;1;;;;1
BZK;Factor4 B.V.;;1;;;;1
BZK;Falck AVD;;;;;1;1
BZK;Falck Emergency & Care Center;;1;;;;1
BZK;Falco B.V.;;1;;;;1
BZK;Fauna Futura Ecologica;;1;;;;1
BZK;Feddes/Olthof Landschapsarchitecten B.V.;;2;;;;2
BZK;Ferretto Group Holland B.V.;;1;;;2;2
BZK;Fewiro Wijchen B.V.;;7;;;;7
BZK;Fiction Factory B.V.;;2;;;;2
BZK;Fides B.V.;;2;;;;2
BZK;Fieten & Roos B.V.;;3;;;2;3
BZK;Filcom B.V.;;;;;2;2
BZK;File2share B.V.;;2;;;;2
BZK;Fire Safety 4 You B.V.;;2;;;;2
BZK;Firejob B.V.;;1;;;;1
BZK;Firesol B.V.;;1;;;;1
BZK;Firma Boelot;;1;;;;1
BZK;Firma Hof der Muzen;;1;;;;1
BZK;Firma Schuurmans;;4;;;3;4
BZK;Firma Van Es Boomverzorging;;1;;;;1
BZK;First Service B.V.;;1;;;;1
BZK;Flamco B.V.;;1;;;;1
BZK;Flier Boomverzorging V.O.F.;;2;;;;2
BZK;Floor Installatietechniek;;3;;;;3
BZK;Florie Makelaardij;;;;;2;2
BZK;Florisse Heerlen Veste B.V.;;1;;;2;2
BZK;Flowers4u;;1;;;;1
BZK;FN2 B.V.;;;;;7;7
BZK;Folkers, Vos & Creman Meubelrestauratoren;;3;;;;3
BZK;Formabouw B.V.;;6;;;;6
BZK;Fotex Netherlands B.V.;;;;;7;7
BZK;Fox-IT B.V.;;2;;;;2
BZK;Fri-Jado Super Service;;7;;;;7
BZK;Frisia Bergum B.V.;;2;;;;2
BZK;Frisia Makelaars o.g.;;1;;;;1
BZK;Friso Heerenveen;;4;;;2;5
BZK;Fudura B.V.;;2;;;;2
BZK;Fugro GeoServices B.V.;;2;;;;2
BZK;Gaasbeek's Automatenservice B.V.;;1;;;;1
BZK;Gacom B.V.;;1;;;;1
BZK;Gademann Vervoer B.V.;;1;;;;1
BZK;Gako Allround Schoonmaakbedrijf V.O.F.;;1;;;;1
BZK;Galektron B.V.;;1;;;;1
BZK;Galjema B.V. Technisch Adviesbureau;;4;;;;4
BZK;Gas Servicebedrijf Nuvelstijn GSN;;1;;;;1
BZK;gAvilar B.V.;;1;;;;1
BZK;GEA Westfalia Separator Nederland B.V.;;1;;;;1
BZK;Gebr. Griekspoor B.V.;;5;;;2;5
BZK;Gebr. Reijrink Loonbedrijf B.V.;;;;;4;4
BZK;Gebr. Reimert B.V.;;;;;7;7
BZK;Gebr. Sluyter B.V.;;3;;;;3
BZK;Gebr. Swinkels B.V.;;1;;;;1
BZK;Gebr. van der Geest B.V.;;5;;;;5
BZK;Gebr. Van der Veekens B.V.;;;;;2;2
BZK;Gebr. Van Kessel B.V.;;7;;;1;7
BZK;Gebroeders Snellen B.V.;;4;;;;4
BZK;Gebroeders van der Plas B.V.;;5;;;;5
BZK;Gebroeders van Driel B.V.;;2;;;;2
BZK;Generatoren Nederland B.V.;;1;;;;1
BZK;Geofox-Lexmond B.V.;;1;;;3;3
BZK;Geomaat B.V.;;;;;2;2
BZK;Geomet B.V.;;1;;;;1
BZK;Geonius Milieu B.V.;;1;;;;1
BZK;Gerco Brandpreventie B.V.;;5;;;;5
BZK;Gerrits Glas- en Schilderwerken;;2;;;;2
BZK;Gerritse IJzerwaren;;;;;2;2
BZK;Gerritse IJzerwaren B.V.;;1;;;;1
BZK;Get Bannered;;1;;;;1
BZK;GET LOST, art route Stichting;;2;;;;2
BZK;Gevelbeheer Nederland B.V.;;1;;;;1
BZK;Gevotec B.V.;;1;;;;1
BZK;GGB inBalans B.V.;;6;;;;6
BZK;Gielissen Exhibitions B.V.;;1;;;;1
BZK;Giesbers-Rotterdam Bouw B.V.;;;;;6;6
BZK;Gilkens Betonboringen & Bestratingen;;1;;;;1
BZK;Gisola B.V.;;2;;;;2
BZK;GL events World Forum Convention Center B.V.;;;;;4;4
BZK;Glashandel Ariba B.V.;;1;;;;1
BZK;GMB Civiel B.V.;;2;;;;2
BZK;GMB Rioleringstechnieken B.V.;;3;;;1;3
BZK;GMM Luchttechniek B.V.;;1;;;;1
BZK;Goede Speelprojecten B.V.;;2;;;;2
BZK;Goorbergh Geotechniek B.V.;;1;;;1;1
BZK;Goudappel Coffeng B.V.;;2;;;;2
BZK;Gouweloos Elektrotechniek B.V.;;7;;;;7
BZK;Gouwenberg vloeren.gordijnen.zonwering;;2;;;;2
BZK;GP Installaties;;2;;;;2
BZK;Gppc Fons Bergmans;;2;;;;2
BZK;Graafstra Mechanisatie;;4;;;;4
BZK;GrausBouw B.V.;;5;;;6;7
BZK;Gravure '85;;1;;;;1
BZK;Green Point Solutions B.V.;;1;;;;1
BZK;Grimbergen & Van Putten Elektrotechniek B.V.;;;;;3;3
BZK;Grimbergen/Noordermeer B.V.;;2;;;;2
BZK;Groeneveld Sign Systems B.V.;;1;;;;1
BZK;Groenselekt B.V.;;1;;;;1
BZK;Groen-Totaal;;2;;;;2
BZK;Groenvoorziening Vogels B.V.;;1;;;;1
BZK;Grondslag Milieukundig Adviesbureau;;1;;;1;1
BZK;Groningen Airport Eelde N.V.;;1;;;2;2
BZK;Grontmij N.V.;;2;;;4;4
BZK;Grontmij Nederland B.V.;;7;;;;7
BZK;Groothandelsgebouwen N.V.;;;;;6;6
BZK;Grottendieck Maatwerk;;;;;1;1
BZK;Groundwater Technology B.V.;;;;;3;3
BZK;Grundfos Nederland B.V.;;1;;;;1
BZK;GSAudits;;;;;1;1
BZK;GSNED B.V.;;;;;1;1
BZK;Gubbels Wegenbouw en Sloopwerken B.V.;;;;;6;6
BZK;Gunnebo Nederland B.V.;;2;;;;2
BZK;Gunters en Meuser B.V.;;1;;;;1
BZK;GVR 500 Parking B.V.;;;;;4;4
BZK;GVR500 Building B.V.;;;;;8;8
BZK;H&D Civiel B.V.;;3;;;;3
BZK;H.O.D. Nederland B.V.;;1;;;;1
BZK;Haarlems Beleggingsconsortium Habelco B.V.;;;;;3;3
BZK;Habeco B.V.;;1;;;;1
BZK;HABO B.V.;;2;;;;2
BZK;HABO GWW B.V.;;1;;;;1
BZK;Hafkamp Installatietechniek B.V.;;4;;;;4
BZK;Hagisto;;2;;;;2
BZK;Hago Electronics;;1;;;;1
BZK;Haket Handelsonderneming B.V.;;2;;;;2
BZK;Hakvoort Professional Zuid B.V.;;1;;;;1
BZK;Halvermuhlen Onroerend Goed & Exploitatie Maatschappij B.V.;;;;;2;2
BZK;Hamabest Asbest B.V.;;;;;1;1
BZK;Hamag Magazijninrichting B.V.;;;;;2;2
BZK;Hamaland Advies;;1;;;;1
BZK;Hamer B.V.;;4;;;1;4
BZK;Handelsonderneming Michel van der Avert;;1;;;;1
BZK;Handicare Stairlifts B.V.;;1;;;;1
BZK;Hannover Milieu- en Veiligheidstechniek B.V.;;;;;2;2
BZK;Harskamp B.V.;;1;;;;1
BZK;Hartkamp Bouwmarkt;;1;;;;1
BZK;Hartman Den Haag B.V.;;5;;;;5
BZK;HaskoningDHV Nederland B.V.;;7;;;4;7
BZK;Havenbedrijf Rotterdam N.V.;;7;;;4;7
BZK;Haver Zonwering;;2;;;;2
BZK;Hazenberg Bouw B.V.;;7;;;;7
BZK;HBK 2000 Besturingstechniek B.V.;;4;;;;4
BZK;HDW Nederland B.V.;;1;;;;1
BZK;He Adviseurs;;6;;;;6
BZK;Hectas Facility Services C.V.;;5;;;;5
BZK;Heembouw Holding B.V.;;2;;;;2
BZK;Heembouw Roelofarendsveen B.V.;;5;;;;5
BZK;Heerkens van Bavel Bouw B.V.;;;;;3;3
BZK;Heezen Limburg B.V.;;1;;;;1
BZK;Hefas Branddetectie B.V.;;4;;;;4
BZK;Hegeman Plus B.V.;;9;;;;9
BZK;Heibrink Telecom Support;;2;;;;2
BZK;Heijltjes Advocaten;;3;;;;3
BZK;Heijmans Civiel Metaal B.V.;;1;;;7;7
BZK;Heijmans Facilitair Bedrijf B.V.;;6;;;;6
BZK;Heijmans Kabelwerken B.V.;;2;;;1;2
BZK;Heijmans Technische Infra;;1;;;;1
BZK;Heijmans Utiliteit;;11;;;8;11
BZK;Heijmans Wegen;;6;;;6;7
BZK;Heijmans Woningbouw B.V.;;3;;;;3
BZK;Heilijgers Bouw B.V.;;4;;;;4
BZK;Heko-Becewe B.V.;;1;;;;1
BZK;Hekwerk & Montagebedrijf Mulder;;1;;;;1
BZK;Hekwerken Lisse B.V.;;1;;;;1
BZK;Helder Vastgoed Schilderwerken B.V.;;4;;;;4
BZK;Helders Schildersbedrijf B.V.;;2;;;2;2
BZK;Helix Advies B.V.;;2;;;;2
BZK;Hellebrekers Technieken;;5;;;;5
BZK;Hemmes & Langeland Afdeling Werktuigbouw;;1;;;;1
BZK;Henssen B.V.;;2;;;;2
BZK;Heras B.V.;;7;;;1;7
BZK;Heras Ridderkerk;;7;;;;7
BZK;Heringa Van Kalsbeek;;;;;1;1
BZK;Hermans Asbest B.V.;;4;;;;4
BZK;Hermans Bouw en Timmerbedrijf B.V.;;4;;;;4
BZK;Herruer Grond- Weg- en Waterbouw;;3;;;2;4
BZK;Hertek B.V.;;2;;;;2
BZK;Het GeluidBuro B.V.;;1;;;;1
BZK;Het NIC B.V.;;4;;;;4
BZK;Het Onderdeel B.V.;;2;;;;2
BZK;Het Rubberhuis B.V.;;1;;;;1
BZK;Heuvelman Ibis B.V.;;;;;3;3
BZK;Hexta Hekwerk B.V.;;3;;;1;3
BZK;Hilhorst Bouwbedrijf Amsterdam B.V.;;2;;;;2
BZK;Hiltra Barneveld B.V.;;1;;;;1
BZK;Hinke Fongers Beheer B.V.;;;;;6;6
BZK;Hitec Power Protection B.V.;;2;;;1;2
BZK;Hodgkiss language & communication services;;1;;;;1
BZK;Hoefnagels Branddeuren B.V.;;3;;;;3
BZK;HOEK architectuur & restauratie BNA-VAWR;;1;;;;1
BZK;Hoeksche Waard Infra;;2;;;;2
BZK;Hoffmann Bedrijfsuitrusting B.V.;;1;;;;1
BZK;Hofland-Electronica B.V.;;1;;;;1
BZK;Hofstra Vastgoed B.V.;;;;;5;5
BZK;Holding Jansma en Van Dijk B.V.;;4;;;5;5
BZK;Holding van Landschoot B.V.;;;;;3;3
BZK;Holland Heating;;1;;;;1
BZK;Holland Mast B.V.;;2;;;;2
BZK;hollander techniek;;1;;;;1
BZK;Hollander Techniek B.V.;;6;;;;6
BZK;Homij Technische Installaties B.V.;;9;;;;9
BZK;Homma Elektrotechniek B.V.;;1;;;;1
BZK;Honeywell B.V.;;1;;;;1
BZK;Honeywell Building Solutions;;7;;;6;7
BZK;Hoofdkantoor Wetterskip Fryslân;;1;;;;1
BZK;Hoog Catharijne B.V.;;;;;3;3
BZK;Hoogwout Berging B.V.;;1;;;;1
BZK;Hoornstra Materieel N.V.;;5;;;;5
BZK;Hoornveste B.V.;;;;;6;6
BZK;Hootsmans Architectuurbureau B.V.;;3;;;;3
BZK;Hopmann Liftservice;;5;;;;5
BZK;Horeca Adviescentrum HTC;;1;;;;1
BZK;Horesca Meppel B.V.;;1;;;;1
BZK;Hörmann Nederland B.V.;;1;;;;1
BZK;Hotel Boschhuis;;1;;;;1
BZK;Hotel Derlon;;1;;;;1
BZK;Hotel Kruller B.V.;;1;;;;1
BZK;Hotel Pillows Zwolle B.V.;;1;;;;1
BZK;Hotel-Café-Restaurant de Fabriek;;1;;;;1
BZK;Houthandel van der Heijden Heesch B.V.;;3;;;;3
BZK;HR Groep Leek;;2;;;1;2
BZK;HR Groep Zuid;;1;;;;1
BZK;HRGroep B.V.;;1;;;;1
BZK;HSH Nordbank AG;;;;;7;7
BZK;Hulkenberg B.V.;;1;;;;1
BZK;Hulsman & De Veluwe B.V.;;2;;;;2
BZK;HulstFlier Installateurs Elburg B.V.;;3;;;;3
BZK;Hummingbird;;;;;3;3
BZK;Hummingbird B.V.;;;;;3;3
BZK;HuneBouw B.V.;;2;;;;2
