FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
steilrand_maas_2012.1,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180351.10300000012 418650.7289999984, 180351.90900000185 418651.1579999998, 180352.77299999818 418651.52699999884, 180353.6400000006 418651.70899999887, 180354.5540000014 418651.6030000001, 180354.89299999923 418651.3920000009, 180355.5240000002 418651.2670000009, 180355.8599999994 418651.2199999988, 180356.2580000013 418650.7950000018, 180356.84600000083 418650.73900000006, 180357.56500000134 418650.40900000185, 180358.59899999946 418649.7179999985, 180358.99399999902 418649.34600000083, 180359.78500000015 418648.86199999973, 180361.02899999917 418648.69000000134, 180361.51000000164 418648.43200000003, 180362.02699999884 418647.9690000005, 180363.00600000098 418647.7010000013, 180363.35200000182 418647.44900000095, 180363.90199999884 418647.19200000167, 180364.37000000104 418646.98600000143, 180365.2410000004 418646.58999999985, 180365.65100000054 418646.4149999991, 180366.2419999987 418645.86100000143, 180367.09600000083 418644.9750000015, 180367.6550000012 418644.68400000036, 180368.0940000005 418644.2479999997, 180368.44799999893 418643.95899999887, 180369.23699999973 418643.5689999983, 180370.0460000001 418643.2019999996, 180370.89699999988 418643.1970000006, 180372 418642.8759999983, 180372.60200000182 418642.5009999983, 180373.32200000063 418641.9510000013, 180373.9210000001 418641.2270000018, 180374.9140000008 418640.7980000004, 180375.5780000016 418640.5219999999, 180375.93299999833 418640.37099999934, 180376.4849999994 418640.1710000001, 180376.80900000036 418640.0929999985, 180377.97100000083 418639.83399999887, 180378.9389999993 418639.4519999996, 180379.46700000018 418639.2569999993, 180379.9149999991 418639.21400000155, 180380.45100000128 418639.25400000066, 180380.8350000009 418639.0610000007, 180381.36400000006 418638.7270000018, 180381.77299999818 418638.5460000001, 180382.8359999992 418638.31500000134, 180384.06799999997 418637.64400000125, 180384.61400000006 418636.8599999994, 180384.9530000016 418636.131000001, 180385.48699999973 418635.63500000164, 180386.04199999943 418636.24500000104, 180386.938000001 418635.3720000014, 180387.95899999887 418634.65399999917, 180388.6889999993 418634.3740000017, 180389.48099999875 418633.9759999998, 180389.72700000182 418633.4679999985)"
steilrand_maas_2012.2,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194722.3759999983 410745.5150000006, 194722.11899999902 410745.7820000015, 194722.13599999994 410746.01900000125, 194722.24599999934 410746.34099999815, 194722.09299999848 410746.5219999999, 194721.82400000095 410746.4600000009, 194721.6640000008 410746.4629999995, 194721.59600000083 410746.5799999982, 194721.5460000001 410747.04100000113, 194721.6259999983 410747.3299999982, 194721.77199999988 410747.76900000125, 194721.90300000086 410748.09899999946, 194722.0390000008 410748.38500000164, 194722.01000000164 410748.6629999988, 194721.81500000134 410749.0689999983, 194721.54899999872 410749.4699999988, 194721.30299999937 410749.9050000012, 194721.3139999993 410750.3500000015, 194721.1490000002 410750.63599999994, 194720.96499999985 410750.9750000015, 194720.7030000016 410751.2340000011, 194720.56799999997 410751.38899999857, 194720.3740000017 410751.79300000146, 194720.2650000006 410752.20800000057, 194720.11199999973 410752.65900000185, 194719.94099999964 410753.34800000116, 194719.80299999937 410753.75499999896, 194719.76799999923 410754.16800000146, 194719.6799999997 410754.73000000045, 194719.63100000098 410755.23999999836, 194719.56799999997 410755.7199999988, 194719.58399999887 410755.8509999998, 194719.71299999952 410756.59699999914, 194719.60399999842 410757.07499999925, 194719.38100000098 410757.7349999994, 194719.19900000095 410758.6620000005, 194718.938000001 410759.2650000006, 194718.84600000083 410759.7490000017, 194718.7950000018 410760.3289999999, 194718.49599999934 410761.186999999, 194718.4919999987 410762.1429999992, 194718.2960000001 410762.63699999824, 194718.01700000092 410763.2289999984, 194717.91099999845 410763.6629999988, 194717.9200000018 410764.38800000027, 194717.9389999993 410764.99500000104)"
steilrand_maas_2012.3,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194599.58799999952 411211.1979999989, 194598.91299999878 411210.5700000003, 194598.97899999842 411210.01199999824, 194599.30200000107 411208.8909999989, 194599.3669999987 411208.63699999824, 194599.57400000095 411207.8020000011, 194599.85700000077 411207.12000000104, 194600.32200000063 411206.42599999905, 194600.48999999836 411206.0390000008, 194600.5940000005 411204.7800000012, 194600.9609999992 411204.118999999, 194601.24599999934 411203.43200000003, 194601.47100000083 411202.3960000016, 194601.73299999908 411201.8289999999, 194602.0799999982 411201.1460000016, 194602.30600000173 411200.1420000009, 194602.86499999836 411199.0520000011, 194602.66099999845 411198.2829999998, 194602.8299999982 411197.88500000164, 194603.17300000042 411197.43299999833, 194603.3669999987 411197.0450000018, 194603.51399999857 411196.6429999992, 194603.91600000113 411196.02600000054, 194603.31799999997 411195.93299999833, 194602.83999999985 411195.61499999836, 194602.80200000107 411195.30999999866, 194603.38199999928 411195.08900000155, 194603.69200000167 411195.061999999, 194604.1009999998 411194.8990000002, 194604.47399999946 411194.3729999997, 194604.74399999902 411193.8570000008)"
steilrand_maas_2012.4,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194596.96599999815 411199.41899999976, 194595.50299999863 411205.23000000045, 194595.42599999905 411207.36100000143, 194594.58100000024 411213.631000001, 194593.87700000033 411219.1460000016, 194593.35500000045 411222.2809999995, 194592.91800000146 411224.1860000007, 194591.96299999952 411227.4849999994, 194591.0700000003 411229.9849999994, 194589.90900000185 411233.0390000008, 194588.8139999993 411236.66699999943, 194587.9389999993 411240.05000000075, 194587.0780000016 411244.5210000016, 194586.08199999854 411247.91699999943)"
steilrand_maas_2012.5,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194586.01900000125 411264.3139999993, 194585.7490000017 411264.76000000164, 194585.51799999923 411265.1810000017, 194585.42599999905 411265.7120000012, 194585.4059999995 411266.3020000011, 194585.3500000015 411267.0689999983, 194585.30000000075 411267.41099999845, 194584.8350000009 411267.9910000004, 194584.61800000072 411268.2679999992, 194584.4290000014 411268.6420000009, 194584.2899999991 411269.1030000001, 194584.2100000009 411269.59099999815, 194584.2109999992 411270.23900000006, 194584.19299999997 411270.8189999983, 194584.4140000008 411272.03400000185, 194584.46499999985 411272.5469999984, 194584.59899999946 411272.96400000155, 194584.8839999996 411273.1579999998, 194585.21700000018 411273.4699999988)"
steilrand_maas_2012.6,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194584.30999999866 411276.0460000001, 194584.27100000158 411276.74500000104, 194584.05900000036 411276.87099999934, 194583.04100000113 411277.02899999917, 194582.95100000128 411277.1889999993, 194583.05299999937 411277.95800000057, 194583.58799999952 411278.13899999857, 194583.82299999893 411278.3260000013, 194583.36100000143 411278.7120000012, 194583.09699999914 411278.8200000003, 194583.2580000013 411279.2019999996, 194583.20100000128 411279.42500000075, 194583.23099999875 411280.10599999875, 194583.2800000012 411280.3209999986, 194583.3999999985 411280.8350000009, 194583.54399999976 411280.97100000083, 194583.6490000002 411281.31700000167, 194583.81599999964 411281.92599999905, 194583.30299999937 411282.04399999976, 194582.79399999976 411282.2670000009, 194582.58700000122 411282.5709999986, 194582.48099999875 411282.9120000005, 194582.62299999967 411283.1939999983, 194582.89600000158 411283.3729999997, 194582.8839999996 411283.5450000018, 194582.4609999992 411283.98600000143, 194582.36800000072 411284.08199999854, 194582.32299999893 411284.52899999917, 194582.28400000185 411284.9200000018, 194582.12700000033 411285.2820000015, 194581.98600000143 411285.59600000083, 194581.75499999896 411285.7890000008, 194581.62200000137 411286.21499999985, 194581.83300000057 411286.68200000003, 194581.91800000146 411286.8979999982, 194582.23299999908 411287.65100000054, 194581.9699999988 411287.5780000016, 194581.67300000042 411287.42599999905, 194581.56700000167 411287.6009999998, 194581.56500000134 411287.8920000009, 194581.59800000116 411288.16000000015, 194581.563000001 411288.3040000014, 194580.96599999815 411288.4210000001, 194580.55900000036 411288.58300000057, 194580.53500000015 411288.8060000017, 194580.37200000137 411289.1629999988, 194580.2039999999 411289.4849999994, 194580.03799999878 411289.77699999884, 194579.94000000134 411290.22199999914, 194579.85700000077 411290.7829999998, 194579.80900000036 411290.881000001, 194579.5450000018 411291.0170000009, 194579.37900000066 411291.4820000008, 194579.23999999836 411292.19299999997, 194579.31500000134 411292.62099999934, 194579.2349999994 411293.02699999884, 194579.061999999 411293.4990000017, 194579.12900000066 411294.1790000014, 194578.71599999815 411294.38800000027, 194578.4990000017 411294.688000001)"
steilrand_maas_2012.7,2012,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,Zandmeren (bij Kerkdriel),,"LINESTRING (152892.21400000155 418868.63599999994, 152891.60200000182 418869.37900000066, 152890.85300000012 418869.9299999997, 152890.08399999887 418870.1400000006, 152889.76399999857 418870.69099999964, 152889.2969999984 418871.26199999824, 152888.33199999854 418871.30099999905, 152886.9539999999 418871.70899999887, 152886.59899999946 418872.5329999998, 152886.5009999983 418873.9219999984, 152886.66099999845 418874.618999999, 152887.0450000018 418875.2800000012, 152887.18400000036 418876.46400000155, 152887.77699999884 418877.9600000009, 152888.16899999976 418879.0879999995, 152888.74799999967 418879.50499999896, 152889.4219999984 418879.68400000036, 152889.89200000092 418880.4930000007, 152890.05099999905 418881.32499999925, 152890.55099999905 418881.54300000146, 152890.811999999 418882.31700000167, 152891.24799999967 418882.83399999887, 152891.86499999836 418883.2749999985, 152892.17399999872 418884.40300000086, 152892.76000000164 418884.63599999994, 152893.40900000185 418885.0689999983, 152894.09899999946 418885.8960000016, 152894.90399999917 418886.4470000006, 152896.33900000155 418887.34699999914, 152897.8110000007 418888.03599999845, 152899.26000000164 418889.0920000002, 152899.96499999985 418889.3449999988, 152900.82400000095 418889.3350000009, 152901.07400000095 418889.91099999845, 152901.65300000086 418889.74500000104, 152901.94900000095 418890.5029999986, 152902.1000000015 418891.08300000057, 152902.38599999994 418891.5080000013, 152902.68200000003 418891.76300000027, 152903.16200000048 418891.8020000011, 152903.4219999984 418892.006000001, 152903.74399999902 418892.3909999989, 152904.03599999845 418892.7650000006, 152904.48800000176 418893.1479999982, 152904.7890000008 418893.37900000066, 152905.11899999902 418893.44999999925, 152905.39799999818 418893.52699999884, 152905.44700000063 418894.10500000045, 152905.6009999998 418894.41099999845, 152906.07400000095 418894.88899999857, 152906.2960000001 418895.22199999914, 152906.7419999987 418895.7729999982, 152907.03400000185 418896.40100000054, 152906.87099999934 418896.506000001, 152906.87099999934 418896.69200000167, 152907.16000000015 418896.8599999994, 152907.38199999928 418897.15399999917, 152907.37700000033 418897.53500000015, 152907.91099999845 418897.6730000004, 152908.0859999992 418897.77600000054, 152908.52699999884 418898.32499999925, 152908.83100000024 418898.79300000146, 152908.99300000072 418898.99599999934, 152909.17300000042 418899.46599999815, 152909.25299999863 418899.811999999, 152909.23200000077 418899.9510000013, 152909.30099999905 418900.68299999833, 152909.5940000005 418901.131000001, 152909.88199999928 418901.53599999845, 152910.20800000057 418901.90300000086, 152910.72899999842 418902.0529999994, 152910.86499999836 418902.18400000036, 152910.95800000057 418902.40100000054, 152911.18100000173 418902.8449999988, 152911.3500000015 418903.2270000018, 152911.49700000137 418903.51999999955, 152911.66099999845 418903.756000001, 152911.74799999967 418903.73600000143, 152912.03700000048 418904.03400000185, 152912.16699999943 418904.1979999989, 152911.90399999917 418904.7100000009, 152912.00299999863 418904.9789999984, 152912.06799999997 418905.1559999995, 152912.07499999925 418905.6959999986, 152912.28799999878 418906.04100000113, 152912.3590000011 418906.33300000057, 152912.39699999988 418906.52699999884, 152912.70800000057 418906.68299999833, 152912.9539999999 418907.2809999995, 152913.24700000137 418907.4789999984, 152913.50600000098 418907.4970000014, 152914.2049999982 418907.9239999987, 152914.4840000011 418908.43200000003, 152914.44900000095 418908.8280000016, 152914.71400000155 418909.1279999986, 152914.9389999993 418909.60599999875, 152915.26199999824 418910.0870000012, 152915.686999999 418910.52800000086, 152915.80700000003 418911.7270000018, 152916.1160000004 418912.4200000018, 152916.75699999928 418913.04199999943, 152917.28200000152 418913.6620000005, 152917.8359999992 418913.7950000018)"
steilrand_maas_2012.93,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (182811.5450000018 418463.18400000036, 182812.5450000018 418463.58100000024, 182813.64200000092 418463.9079999998, 182814.64200000092 418464.0769999996, 182816.20100000128 418464.1000000015, 182817.52600000054 418464.48000000045, 182818.26199999824 418464.54199999943, 182818.9990000017 418464.7320000008)"
steilrand_maas_2012.8,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180226.95199999958 418717.44000000134, 180228.30799999833 418716.686999999, 180229.07400000095 418716.5300000012, 180229.83799999952 418716.09099999815, 180230.3900000006 418715.73099999875, 180231.375 418715.6550000012, 180231.84899999946 418715.54399999976, 180232.73800000176 418714.8830000013, 180233.23000000045 418714.64499999955, 180233.6959999986 418714.38899999857, 180234.061999999 418714.23999999836, 180234.88599999994 418713.875, 180235.3049999997 418713.6429999992, 180235.90700000152 418713.37999999896, 180236.2190000005 418713.2100000009, 180236.36400000006 418712.8509999998, 180236.52299999818 418712.8359999992, 180236.9360000007 418712.9910000004, 180237.2109999992 418712.91699999943, 180237.5789999999 418712.3990000002, 180237.79800000042 418712.11300000176, 180238.68400000036 418711.6710000001, 180239.34600000083 418711.18299999833, 180239.8990000002 418710.8570000008, 180240.4389999993 418710.5610000007, 180240.92599999905 418710.3020000011, 180241.38699999824 418710.0219999999, 180242.2749999985 418709.5560000017, 180242.7509999983 418709.23699999973, 180243.09099999815 418708.84699999914, 180243.54800000042 418708.4270000011, 180244.0399999991 418708.04399999976, 180244.5540000014 418707.8929999992, 180245.48000000045 418707.9290000014, 180245.69200000167 418707.875, 180246.03799999878 418707.631000001, 180246.32600000128 418707.01900000125)"
steilrand_maas_2012.9,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180248.16800000146 418705.7470000014, 180248.7349999994 418705.8990000002, 180249.19099999964 418706.0469999984, 180249.62799999863 418705.8539999984, 180250.12900000066 418705.56799999997, 180251.5240000002 418704.8260000013, 180253.1700000018 418703.64499999955, 180253.72800000012 418703.3929999992, 180254.2340000011 418703.19200000167, 180254.70800000057 418702.5549999997, 180255.55799999833 418702.0489999987, 180255.89699999988 418701.5390000008, 180255.65100000054 418701.1559999995, 180255.8669999987 418700.72199999914, 180256.60200000182 418700.05900000036, 180257.03500000015 418699.9699999988, 180257.16699999943 418699.6020000018, 180257.7740000002 418699.00499999896, 180258.67700000107 418698.5249999985, 180259.43100000173 418698.3680000007)"
