FID,jaar,type_ws,hoofdgeb,gebied,locatie,gdb_geomattr_data,shape
steilrand_maas_2012.10,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180267.0940000005 418694.7509999983, 180267.96700000018 418694.7199999988, 180268.66099999845 418694.43200000003, 180269.37999999896 418693.9970000014, 180269.8669999987 418693.88599999994, 180270.28400000185 418693.6790000014, 180270.69299999997 418693.4679999985, 180270.98000000045 418693.7030000016, 180271.3110000007 418693.5850000009, 180271.75499999896 418693.3509999998, 180271.91099999845 418692.9990000017, 180271.8999999985 418692.86300000176, 180272.60700000077 418692.6770000011, 180272.87000000104 418692.72100000083, 180273.09800000116 418692.9970000014, 180273.44799999893 418692.87000000104, 180273.9450000003 418692.53599999845, 180274.37900000066 418692.2569999993, 180274.8040000014 418691.63699999824, 180275.4530000016 418690.8429999985, 180275.7250000015 418690.59099999815, 180276.11199999973 418690.0780000016, 180276.48699999973 418689.84600000083, 180276.6649999991 418689.76999999955, 180277.23000000045 418690.118999999, 180277.55000000075 418690.1420000009, 180277.9530000016 418689.6889999993, 180278.23200000077 418689.39499999955, 180278.68299999833 418688.9679999985, 180279.09699999914 418688.7320000008, 180279.34099999815 418688.41699999943)"
steilrand_maas_2012.11,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180279.34099999815 418688.41699999943, 180280.11899999902 418687.8599999994, 180280.46700000018 418687.49500000104, 180280.90900000185 418687.188000001, 180281.1490000002 418686.5780000016, 180281.50699999928 418686.39499999955)"
steilrand_maas_2012.12,2012,Rivieren,Maas,Bedijkte Maas,Coehoorn,,"LINESTRING (180304.29199999943 418675.3040000014, 180305.0300000012 418675.4690000005, 180305.83799999952 418675.38500000164, 180306.58900000155 418675.1939999983, 180306.72100000083 418674.8570000008, 180307.0009999983 418674.7980000004, 180307.39799999818 418674.7179999985, 180307.6339999996 418674.625, 180308.0300000012 418674.2410000004, 180308.38699999824 418674.1339999996, 180308.77899999917 418673.9079999998, 180309.00600000098 418673.56500000134, 180309.96700000018 418672.9910000004, 180310.1799999997 418672.73000000045, 180310.54100000113 418672.22399999946, 180310.74399999902 418671.811999999, 180310.69399999827 418671.4910000004, 180310.83100000024 418671.2729999982, 180311.3040000014 418670.6950000003, 180311.49500000104 418670.31500000134, 180311.6240000017 418670.0610000007, 180311.83700000122 418669.54100000113, 180311.92300000042 418668.98900000006)"
steilrand_maas_2012.13,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194572.10300000012 411298.7280000001, 194572.1160000004 411299.3060000017, 194572.9290000014 411301.58900000155, 194573.02100000158 411302.6939999983, 194572.95800000057 411303.7199999988, 194572.95600000024 411303.7490000017, 194572.38199999928 411304.9629999995, 194571.32499999925 411306.561999999, 194571.10799999908 411308.08100000024, 194571.1499999985 411309.2170000002, 194570.97399999946 411310.68400000036, 194570.4050000012 411312.1640000008, 194569.67399999872 411314.9200000018, 194569.19200000167 411316.1570000015, 194569.13899999857 411317.61499999836, 194568.02600000054 411320.7340000011, 194566.3839999996 411325.80999999866, 194565.12099999934 411329.7899999991, 194564.16000000015 411334.26399999857, 194563.0399999991 411339.71400000155, 194561.3280000016 411344.05099999905)"
steilrand_maas_2012.14,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194568.3830000013 411335.22100000083, 194568.6649999991 411334.1640000008, 194568.69399999827 411333.5229999982, 194568.96499999985 411332.89400000125, 194569.13199999928 411332.4360000007, 194569.2190000005 411331.61199999973, 194569.42399999872 411330.9479999989, 194569.59699999914 411330.3839999996, 194569.81500000134 411329.55900000036, 194570.09099999815 411328.9549999982, 194570.22199999914 411328.33999999985, 194570.2410000004 411327.5709999986, 194570.37000000104 411326.8020000011, 194570.561999999 411326.09699999914, 194570.7030000016 411325.80900000036, 194571.12999999896 411324.46499999985, 194571.12000000104 411323.9600000009, 194571.47300000116 411322.9459999986, 194571.811999999 411322.1700000018, 194571.88800000027 411321.436999999, 194572.1719999984 411320.41800000146, 194572.2410000004 411319.99500000104)"
steilrand_maas_2012.15,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194567.64799999818 411337.9239999987, 194567.62799999863 411338.63899999857, 194567.65300000086 411339.34699999914, 194567.24300000072 411339.7120000012, 194566.6339999996 411340.3289999999, 194566.62099999934 411340.9679999985, 194566.55900000036 411341.95899999887, 194566.3350000009 411342.2829999998, 194565.9919999987 411342.84600000083, 194565.84800000116 411343.3759999983)"
steilrand_maas_2012.16,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194557.2250000015 411360.6469999999, 194557.99700000137 411360.1279999986, 194558.35700000077 411359.20699999854, 194558.50600000098 411358.6279999986, 194558.5850000009 411358.01000000164, 194558.7809999995 411357.58300000057)"
steilrand_maas_2012.17,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194546.78500000015 411398.9140000008, 194549.6409999989 411389.375, 194550.1640000008 411387.11499999836, 194550.66800000146 411385.6460000016, 194550.8440000005 411384.4299999997, 194551.72800000012 411382.868999999, 194552.10399999842 411381.80900000036, 194552.52199999988 411379.7100000009, 194552.90700000152 411377.90300000086, 194553.27600000054 411376.30999999866, 194553.84800000116 411374.68299999833, 194554.12700000033 411374.2109999992, 194554.7340000011 411371.7270000018, 194555.32299999893 411368.0300000012, 194555.23099999875 411366.83999999985, 194554.6000000015 411365.6979999989, 194555.42599999905 411364.9780000001, 194555.67599999905 411363.89499999955, 194556.62999999896 411362.3370000012, 194557.2250000015 411360.6469999999)"
steilrand_maas_2012.18,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194534.55600000173 411439.9979999997, 194535.3759999983 411437.6719999984, 194536.4290000014 411435.9990000017, 194537.57699999958 411433.15900000185, 194537.9910000004 411431.2280000001, 194538.42399999872 411429.63500000164, 194539.16299999878 411428.563000001, 194539.22700000182 411427.1559999995, 194539.26000000164 411425.5480000004, 194539.71799999848 411424.2729999982, 194539.7259999998 411422.94900000095, 194539.3900000006 411421.72199999914, 194540.12799999863 411420.65100000054, 194541.1090000011 411419.80000000075, 194541.94799999893 411417.8909999989, 194542.2740000002 411416.3520000018, 194542.60300000012 411414.5450000018, 194542.1700000018 411412.80999999866, 194542.78599999845 411411.20699999854, 194543.77100000158 411408.50499999896, 194544.75400000066 411406.05799999833, 194545.1700000018 411404.05000000075, 194545.54800000042 411401.83399999887, 194546.78500000015 411398.9140000008)"
steilrand_maas_2012.19,2012,Rivieren,Maas,Zandmaas,Beugen,,"LINESTRING (194532.50699999928 411454.39400000125, 194532.23999999836 411455.2329999991, 194532.14600000158 411456.3280000016, 194532.01000000164 411456.87099999934, 194531.40300000086 411457.78400000185, 194530.7259999998 411459.1629999988, 194529.84800000116 411460.29199999943, 194529.43200000003 411462.29300000146, 194528.811999999 411463.9829999991, 194528.17399999872 411465.1640000008, 194527.81599999964 411467.04100000113, 194528.03200000152 411468.53400000185, 194527.8590000011 411469.43299999833, 194527.39299999923 411470.48699999973, 194527.03400000185 411471.30099999905, 194526.31500000134 411472.05700000003, 194525.77299999818 411472.97100000083, 194525.3509999998 411473.7270000018, 194524.66099999845 411474.7349999994, 194524.15300000086 411475.9290000014, 194523.8839999996 411476.64400000125, 194523.67500000075 411477.9690000005, 194523.16600000113 411480.063000001, 194522.51099999994 411481.8429999985, 194522.30999999866 411483.37999999896, 194522.05799999833 411485.0929999985, 194522.28500000015 411486.3720000014, 194522.8909999989 411487.2419999987, 194523.12999999896 411488.4770000018)"
steilrand_maas_2012.20,2012,Rivieren,Maas,Bedijkte Maas,Ossekamp (bij Oss),,"LINESTRING (164340.26799999923 425461.01099999994, 164340.15199999884 425460.6039999984, 164340.311999999 425459.8229999989, 164340.73200000077 425459.6070000008, 164341.23000000045 425459.5529999994, 164341.6649999991 425459.1220000014, 164341.7749999985 425458.68400000036, 164341.7950000018 425458.2340000011, 164342.22899999842 425457.6490000002, 164342.5789999999 425456.90900000185)"
steilrand_maas_2012.21,2012,Rivieren,Maas,Bedijkte Maas,Ossekamp (bij Oss),,"LINESTRING (165127.83900000155 425242.19099999964, 165128.23800000176 425242.3759999983, 165128.77600000054 425242.3350000009, 165129.80299999937 425242.63500000164, 165130.1799999997 425242.6270000003, 165131.1640000008 425242.5549999997, 165131.62999999896 425242.46499999985, 165132.53200000152 425242.80099999905, 165133.7419999987 425242.95899999887, 165134.46200000122 425243.30799999833, 165135.16899999976 425243.59899999946, 165136.18400000036 425244.0700000003, 165136.8110000007 425244.8289999999, 165137.10300000012 425245.2800000012, 165137.75 425245.618999999)"
steilrand_maas_2012.22,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172098.03799999878 425766.8759999983, 172098.44299999997 425767.06599999964, 172098.90700000152 425767.54300000146, 172099.0089999996 425767.8370000012, 172099.5089999996 425768.061999999, 172100.436999999 425767.7049999982, 172100.82200000063 425767.58100000024, 172101.4459999986 425767.2490000017, 172101.6409999989 425767.09800000116, 172102.15100000054 425766.97300000116, 172102.69799999893 425767.1959999986, 172103.6259999983 425767.38899999857, 172104.4530000016 425767.2280000001, 172105.03400000185 425767.14400000125)"
steilrand_maas_2012.23,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172107.60799999908 425766.69200000167, 172107.95899999887 425766.94900000095, 172108.33900000155 425767.16800000146, 172109.17500000075 425767.2010000013, 172109.85799999908 425767.0029999986, 172110.75400000066 425766.8370000012, 172111.33399999887 425766.8260000013)"
steilrand_maas_2012.24,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172115.55200000107 425767.08300000057, 172116.96799999848 425767.3200000003, 172117.8299999982 425767.3299999982)"
steilrand_maas_2012.25,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172119.39699999988 425766.73099999875, 172120.60799999908 425766.8020000011, 172121.2800000012 425766.5929999985, 172121.72300000116 425766.0780000016, 172122.12999999896 425765.7049999982)"
steilrand_maas_2012.26,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172122.84299999848 425762.70699999854, 172123.23900000006 425763, 172123.47199999914 425763.3260000013, 172123.44700000063 425763.84699999914, 172124.0309999995 425763.76099999994, 172124.84800000116 425764.38800000027, 172124.57400000095 425764.99599999934, 172124.06599999964 425765.3289999999, 172123.57299999893 425766.04199999943, 172122.12999999896 425765.7049999982)"
steilrand_maas_2012.27,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172127.50600000098 425761.7259999998, 172127.66699999943 425762.0460000001, 172127.76700000092 425762.3200000003, 172128.3500000015 425762.6710000001, 172128.8900000006 425762.6180000007, 172129.21499999985 425763.2190000005, 172129.6099999994 425763.4210000001, 172130.20600000024 425763.65399999917, 172130.39200000092 425763.9770000018, 172130.89799999818 425764.84099999815, 172131.21400000155 425765.3280000016, 172131.90900000185 425765.6499999985, 172132.53799999878 425765.49599999934, 172133.30600000173 425765.5229999982, 172133.72199999914 425765.6090000011, 172134.5610000007 425765.4549999982, 172135.57299999893 425765.3819999993, 172136.2509999983 425765.1479999982, 172136.8669999987 425764.868999999, 172137.45100000128 425764.57499999925, 172137.52100000158 425764.0540000014, 172138.01399999857 425763.7670000009, 172138.53200000152 425763.5300000012, 172139.8110000007 425762.9549999982, 172140.52299999818 425762.65100000054, 172140.96599999815 425762.47300000116, 172141.44799999893 425762.73999999836, 172141.63899999857 425763.05999999866, 172142.27800000086 425762.8770000003, 172143.11100000143 425762.55799999833, 172144.0460000001 425762.2989999987, 172144.76199999824 425761.85500000045, 172144.64400000125 425761.3900000006, 172144.25200000033 425760.7800000012, 172143.79899999872 425760.35500000045, 172143.49599999934 425759.86100000143, 172143.3139999993 425759.381000001, 172143.49799999967 425759.0219999999, 172143.8049999997 425758.76900000125, 172144.0639999993 425758.58399999887, 172144.71499999985 425758.2729999982, 172145.03299999982 425758.06700000167, 172145.4149999991 425757.9230000004)"
steilrand_maas_2012.28,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172207.8110000007 425743.3449999988, 172207.82699999958 425743.9149999991, 172207.62999999896 425744.4070000015, 172207.95199999958 425744.90900000185, 172208.51199999824 425745.2340000011, 172209.10500000045 425745.59899999946, 172209.91099999845 425745.98600000143, 172210.52199999988 425745.76900000125, 172211.17700000107 425745.2320000008, 172212.311999999 425745.0549999997, 172212.91800000146 425744.41699999943, 172213.3909999989 425743.7199999988, 172214.14799999818 425743.5320000015, 172214.68200000003 425743.58100000024, 172214.99700000137 425744.1460000016, 172215.55600000173 425744.80999999866, 172215.96700000018 425744.20699999854, 172216.38699999824 425743.77699999884, 172216.8200000003 425743.48900000006, 172216.92799999937 425743.0789999999, 172217.07600000128 425742.44299999997, 172217.30799999833 425741.4479999989)"
steilrand_maas_2012.29,2012,Rivieren,Maas,Bedijkte Maas,Batenburgse Oevers,,"LINESTRING (172219.0390000008 425740.4990000017, 172219.78400000185 425740.7800000012, 172220.70100000128 425740.8440000005, 172220.76700000092 425740.2820000015, 172221.39499999955 425739.93200000003, 172221.28200000152 425739.62999999896)"
