OBJECTID,DESCR,RSURF_DESC,V_MCDAY,TOTINTENS,PFLOWDAY,PFLOWEVE,PFLOWNI,PFLOWLVDAY,PFLOWLVEVE,PFLOWLVNI,PFLOWLTDAY,PFLOWLTEVE,PFLOWLTNI,PFLOWHTDAY,PFLOWHTEVE,PFLOWHTNI,Shape__Length,GlobalID
1007,Sluizerdijk,DAB (Ref.),60,97,6.65,3.37,0.85,58.4,42.18,35.61,41.6,57.82,64.39,0,0,0,83.7763271862628,458f0dae-ec07-4597-b289-8218e83991b0
1008,Justitie Bastion,Klinkers,30,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,65.6248070123614,99f29b18-7d6e-4f09-b5ee-a2585a9dd651
1009,Vaartweg N377,DAB (Ref.),80,6373,6.6,2.8,1.2,83.03,93.07,83.02,9.88,3.74,9.39,7.09,3.2,7.59,80.2698778603396,a968c9a1-67b8-437c-b8ac-7901a41f993c
1010,Vaartweg N377,DAB (Ref.),80,5857,6.6,2.8,1.2,83.02,93.05,83.01,9.89,3.75,9.39,7.09,3.19,7.59,48.0597636966819,04f8f136-ea51-4a3b-a924-f552733f3325
1011,Vaartweg N377,DAB (Ref.),80,6373,6.6,2.8,1.2,83.03,93.07,83.02,9.88,3.74,9.39,7.09,3.2,7.59,948.826496262895,ac2e27ee-b61b-4bd6-ab1c-f75e9bf97294
1012,Zandvoortweg,DAB (Ref.),60,810,7.08,2.6,0.58,95.52,96.2,94.42,4.03,3.42,5.02,0.45,0.38,0.56,37.108349860255,7ef523ef-ae46-49a8-93c8-41945c6b97e7
1013,Vaartweg,DAB (Ref.),80,8387,6.5,3.18,1.16,83.95,93.11,82.62,8.93,3.65,8.88,7.12,3.24,8.5,80.8173738936964,06e712af-1f9d-4116-a3ba-2a60a6f7dc33
1014,Terwee,DAB (Ref.),60,67,7.09,2.6,0.55,98.4,98.66,97.99,1.44,1.21,1.81,0.16,0.13,0.2,47.57794328806,b578da01-81e0-49e1-8a50-90317659fdbc
1015,Hasselterweg N377,DAB (Ref.),80,5857,6.6,2.8,1.2,83.02,93.05,83.01,9.89,3.75,9.39,7.09,3.19,7.59,246.404036255455,3d81c501-f98f-413e-8c92-db8d349a2cd5
1016,Zandvoortweg,DAB (Ref.),60,895,7.04,2.68,0.61,91.42,88.61,85.26,8.15,11.04,14.23,0.43,0.35,0.51,290.607604040313,c9482089-365b-4a51-bf69-f03ca580dcaa
1017,Oude Vaartdijk,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,1056.89861751058,4c5dd007-6d01-4187-84e0-994bf71d998c
1018,Boerderijweg,DAB (Ref.),60,14,7,2.56,0.54,100,100,100,0,0,0,0,0,0,36.1095603724385,4e666083-11fd-4522-abc9-9936a6bc4a9b
1019,Boerderijweg,DAB (Ref.),60,14,7,2.56,0.54,100,100,100,0,0,0,0,0,0,29.9917005648473,d21606e8-ca49-4b81-ba64-fb96666b8243
1020,Boerderijweg,DAB (Ref.),60,33,7.08,2.59,0.55,100,100,100,0,0,0,0,0,0,310.525924184687,f500f19b-e12b-46e9-a3c2-a073a4cb430c
1021,Boerderijweg,DAB (Ref.),60,40,7.16,2.62,0.55,100,100,100,0,0,0,0,0,0,73.39984173647,1401a43f-b463-47ef-b048-7e323bd91e82
1022,Boerderijweg,DAB (Ref.),60,39,7.15,2.62,0.55,100,100,100,0,0,0,0,0,0,93.2124515106414,e1b8ff86-e261-446e-8ca6-fb48aedf2bf2
1023,Boerderijweg,DAB (Ref.),60,61,7.04,2.58,0.55,98.23,98.51,97.78,1.59,1.34,2,0.18,0.15,0.22,34.3680106530768,1f7c83bb-92aa-4699-af21-53f18db5ed14
1024,Boerderijweg,DAB (Ref.),60,58,7.15,2.62,0.55,98.18,98.46,97.7,1.64,1.39,2.07,0.18,0.15,0.23,36.1162875743723,34901f54-24a5-425b-9110-d6d1630b6c51
1025,Boerderijweg,DAB (Ref.),60,58,7.15,2.62,0.55,98.18,98.46,97.7,1.64,1.39,2.07,0.18,0.15,0.23,30.0058310732314,0dda44fc-e28a-4caa-ac9b-001f9a67355f
1026,Boerderijweg,DAB (Ref.),60,68,7.09,2.6,0.55,98.43,98.68,98.02,1.41,1.19,1.78,0.16,0.13,0.2,30.0059190783202,59ed84cd-dd08-4007-8b4b-09555466bf55
1027,Boerderijweg,DAB (Ref.),60,78,7.05,2.56,0.56,97.24,97.67,96.54,2.48,2.1,3.11,0.28,0.23,0.35,298.275607277648,f1c61ff1-8dd9-4da5-b25f-54b598ffcddf
1028,Boerderijweg,DAB (Ref.),60,72,7.12,2.61,0.55,98.52,98.76,98.13,1.33,1.12,1.68,0.15,0.12,0.19,30.0058310732314,ab1f688b-88b8-4829-847d-d5c062c77726
1029,Boerderijweg,DAB (Ref.),60,72,7.12,2.61,0.55,98.52,98.76,98.13,1.33,1.12,1.68,0.15,0.12,0.19,971.996186115474,8c058d8f-a847-406a-a471-e7ca07241d36
1030,Boerderijweg,DAB (Ref.),60,59,7.15,2.62,0.55,98.21,98.49,97.74,1.61,1.36,2.03,0.18,0.15,0.23,609.069151961722,2a874787-bdfa-4c75-81d9-58f65908c5e7
1031,Boerderijweg,DAB (Ref.),60,52,7.1,2.6,0.55,97.94,98.27,97.42,1.85,1.56,2.32,0.21,0.17,0.26,80.9817592332329,1b6f802e-bb32-4022-b661-30a142cfde0d
1032,Boerderijweg,DAB (Ref.),60,51,7.09,2.6,0.55,97.91,98.23,97.37,1.88,1.59,2.37,0.21,0.18,0.26,30.0047187096001,61789213-dc19-4a4a-a967-ae7a9c476ce8
1033,Boerderijweg,DAB (Ref.),60,51,7.09,2.6,0.55,97.91,98.23,97.37,1.88,1.59,2.37,0.21,0.18,0.26,34.6597009275617,6027450f-f5dc-4a9f-8d52-30066c77f5c2
1034,Boerderijweg,DAB (Ref.),60,51,7.09,2.6,0.55,97.91,98.23,97.37,1.88,1.59,2.37,0.21,0.18,0.26,56.799330625436,9f62bb25-f0b2-4dba-b2c3-aaea500eb71c
1035,Verkavelingsweg,DAB (Ref.),60,3393,6.76,3.03,0.84,89.91,95.22,89.9,7.11,3.72,7.82,2.98,1.06,2.28,34.1508341714939,685448cc-f869-4041-9dfa-b1c7ca71344e
1036,Verkavelingsweg,DAB (Ref.),60,3367,6.77,3.02,0.84,90.53,96.27,90.89,6.46,2.66,6.81,3.01,1.07,2.3,29.5759165208421,4255a436-543f-468e-800f-90251d4c9625
1037,Klinkerweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,285.008352856521,5d1f0337-dfbc-4cb2-9b73-022c68b83259
1038,Klinkerweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,80.3172838220491,8c9481fb-1ac3-49c4-8616-77c06ddd5dc8
1039,Verkavelingsweg,DAB (Ref.),60,2708,6.73,3.06,0.88,91.65,94.82,92.18,4.97,3.57,5.58,3.38,1.6,2.24,155.966543957022,2548a0ba-2f55-4e61-8247-b3662add0e6b
1040,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,341.627970111576,3f8ce70c-7958-4e50-ac7b-cb4b2ec51993
1041,Verkavelingsweg,DAB (Ref.),60,3367,6.77,3.02,0.84,90.53,96.27,90.89,6.46,2.66,6.81,3.01,1.07,2.3,319.069207666009,c6a93c6a-7766-41af-b771-1d9e142b42e5
1042,Verkavelingsweg,DAB (Ref.),60,2708,6.73,3.06,0.88,91.65,94.82,92.18,4.97,3.57,5.58,3.38,1.6,2.24,369.027245161192,d00f4086-9a0c-4286-b216-b52cb426a7ed
1043,Schrotenweg,DAB (Ref.),60,498,7.09,2.57,0.58,93.79,94.72,92.28,5.59,4.75,6.95,0.62,0.53,0.77,63.898378924081,c05f5ab3-3513-4f76-aa7b-263311214198
1044,Verkavelingsweg,DAB (Ref.),60,2708,6.73,3.06,0.88,91.65,94.82,92.18,4.97,3.57,5.58,3.38,1.6,2.24,231.905313070321,7bf001cb-f49f-4ed6-a359-aaa9c8bf2af3
1045,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,34.5386482580587,2c7da15b-677f-40ed-bdb1-660d2019f182
1046,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,301.497005064741,a0615ed4-8b11-42e3-8b09-2c18fad32481
1047,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,31.5567283019966,72bafb4b-c81c-4628-8810-f9220361a3eb
1048,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,29.8703740236921,87e8dc50-9a34-4942-915c-f5299209e3f0
1049,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,279.083933770132,a25bb48a-fd30-4003-b5e1-b1110a141147
1050,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,53.9595657705541,fd1411bd-20eb-4610-bc05-841c907542e0
1051,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,148.594185970524,f0792198-6d1b-4dbd-8c8c-245dda7acbc1
1052,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,29.8612936560135,7cc7c415-a459-4354-b3c8-412559b73b18
1053,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,375.064307400551,14e7a33c-25e7-4525-9f77-460656263c85
1054,Boerweg,DAB (Ref.),60,357,6.9,2.81,0.73,91.55,95.1,94.46,5.96,2.61,4.9,2.49,2.29,0.64,160.525549985567,b93af935-3218-4e28-b92f-735bc9dd7f81
1055,Van Brandenburgstraa,Klinkers,30,117,7.09,2.58,0.56,95.43,96.12,94.29,4.11,3.49,5.14,0.46,0.39,0.57,102.045710087258,135d3dc8-3ba6-4a2a-ae26-2ed99e2849a4
1056,Van Brandenburgstraa,Klinkers,30,100,7.09,2.59,0.55,98.93,99.1,98.66,0.96,0.81,1.21,0.11,0.09,0.13,103.143065767581,749f08b3-9123-4c9f-9889-cbb0703d191a
1057,Van Brandenburgstraa,Klinkers,30,113,7.07,2.57,0.56,95.27,95.98,94.08,4.26,3.62,5.33,0.47,0.4,0.59,44.3299395228452,6125b566-7431-42db-8a12-f21c8f9108b8
1058,Van Dedemlaan,Klinkers,30,73,7.13,2.59,0.56,97.09,97.53,96.34,2.62,2.22,3.29,0.29,0.25,0.37,28.3118917911091,331444db-4c4e-45b9-8533-3aeaa8d22c65
1059,Van Dedemlaan,Klinkers,30,228,7.11,2.58,0.56,96.73,97.23,95.9,2.94,2.49,3.69,0.33,0.28,0.41,158.109181076317,669288df-f9ed-4f03-b277-f0a9d62020cc
1060,Van Dedemlaan,Klinkers,30,322,7.08,2.61,0.56,97.68,98.03,97.09,2.09,1.77,2.62,0.23,0.2,0.29,203.655248684345,3a535995-c34d-4e1d-9f28-8952db79e83a
1061,Hendrik van Viandens,Klinkers,30,2838,6.55,4.16,0.59,86.83,92.1,88.03,8.24,4.55,8.77,4.93,3.35,3.2,47.9066468287305,2eca24e6-8187-4ac1-976e-e9c697aedc55
1062,Van Haersoltelaan,DAB (Ref.),30,477,7.09,2.59,0.57,99.1,99.24,98.87,0.81,0.68,1.02,0.09,0.08,0.11,241.380142350242,3fcfbe0c-f2cb-4359-bd4f-61d9d2967a43
1063,Hendrik van Viandens,Klinkers,30,2838,6.55,4.16,0.59,86.83,92.1,88.03,8.24,4.55,8.77,4.93,3.35,3.2,65.0237347726118,4c98d633-389b-4fe9-a335-b7bd60ef04b1
1064,Mulertstraat,Klinkers,30,180,7.12,2.59,0.56,98.82,99,98.51,1.06,0.9,1.34,0.12,0.1,0.15,68.536603152772,59e30ad0-acfc-482b-ba1b-0ba374be2158
1065,Wycher van Russellst,Klinkers,30,123,7.11,2.58,0.56,99.13,99.27,98.91,0.78,0.66,0.98,0.09,0.07,0.11,65.453648759998,59fb0ced-a4c5-4453-8071-eddcafd4bb1e
1066,Mulertstraat,Klinkers,30,55,7.13,2.61,0.55,100,100,100,0,0,0,0,0,0,61.1756923788529,74886cff-388a-4eaf-a13f-c414cf807630
1067,Mulertstraat,Klinkers,30,225,7.1,2.58,0.56,99.06,99.2,98.8,0.85,0.72,1.08,0.09,0.08,0.12,77.2879139133994,63b8b16c-001d-4470-90c5-575a20e9c031
1068,Wycher van Russellst,Klinkers,30,86,7.1,2.6,0.55,98.76,98.96,98.43,1.12,0.94,1.41,0.12,0.1,0.16,97.082454272231,6a8edae4-a0d1-47ca-bde0-e067ea87b782
1069,RUSSELLSTRAAT,Klinkers,30,19,7.14,2.62,0.55,100,100,100,0,0,0,0,0,0,29.3147086264774,01adc04c-6798-472e-ac21-b0a9e11473ad
1070,Mulertstraat,Klinkers,30,106,7.11,2.58,0.56,97.99,98.3,97.47,1.81,1.53,2.28,0.2,0.17,0.25,64.1968765444066,fe1dee95-76d6-493a-8514-5adffcd3f1ec
1071,Mulertstraat,Klinkers,30,363,7.09,2.61,0.56,98.82,99.01,98.52,1.06,0.89,1.33,0.12,0.1,0.15,68.8404348606785,2b914027-0790-4b03-8e47-c0b54867f9a1
1072,Mulertstraat,Klinkers,30,233,7.09,2.57,0.56,99.08,99.22,98.84,0.83,0.7,1.04,0.09,0.08,0.12,36.7930954579949,481277cb-3354-40e5-ae1a-eb9f86baf122
1073,Tijlswegje,DAB (Ref.),30,857,7.08,2.6,0.58,98.88,99.06,98.59,1.01,0.85,1.27,0.11,0.09,0.14,52.1940597134684,a7d57d5d-fc94-4768-8d8a-f1c5cb714b08
1074,Tijlswegje,DAB (Ref.),30,271,7.09,2.56,0.57,90.55,91.92,88.34,7.46,6.38,9.2,1.99,1.7,2.46,102.922618540021,82ab38ff-bd21-40ee-b2b5-c6fff33adffb
1075,Wycher van Russellst,Klinkers,30,56,7.13,2.61,0.55,98.1,98.4,97.61,1.71,1.44,2.15,0.19,0.16,0.24,59.553022593316,3c965b81-00fc-4eb7-ba2d-56d700a4febd
1076,RUSSELLSTRAAT,Klinkers,30,213,7.11,2.58,0.56,99,99.16,98.73,0.9,0.76,1.14,0.1,0.08,0.13,74.4413347902591,098e42fd-49ba-4b08-9738-3f44054aed46
1077,RUSSELLSTRAAT,Klinkers,30,110,7.13,2.59,0.56,98.07,98.37,97.57,1.74,1.47,2.19,0.19,0.16,0.24,30.8078068326087,4e8741ae-442a-4cbd-ae2a-82deeff08922
1078,Telvorenstraat,Klinkers,30,1657,7.06,2.6,0.61,96.72,97.22,95.91,2.95,2.5,3.68,0.33,0.28,0.41,50.0992476456574,da9f3cb6-a054-4ea8-ac10-2d04c8997372
1079,Kalkovenwegje,DAB (Ref.),30,45,7.04,2.56,0.55,95.22,95.94,94.02,4.3,3.65,5.38,0.48,0.41,0.6,89.822423798729,760a7414-4e09-4510-8099-51bfb909eca8
1080,Telvorenstraat,Klinkers,30,2500,7.05,2.57,0.64,96.89,97.37,96.13,2.8,2.37,3.48,0.31,0.26,0.39,60.8992791246491,dd128372-f102-4b8c-b88d-f4d4e8d8ca65
1081,Kalkovenwegje,DAB (Ref.),30,47,7.06,2.56,0.56,95.43,96.12,94.29,4.11,3.49,5.14,0.46,0.39,0.57,121.727241405272,52661133-6af6-46a2-b9e0-dad40aae280b
1082,Burgemeester Malcorp,DAB (Ref.),30,3164,6.47,4.19,0.71,89.41,93.64,87,7.63,4.38,11.83,2.96,1.97,1.17,53.3293821018203,dc228bad-5040-43a4-95bb-655cb2ec37af
1083,Vaartweg,DAB (Ref.),50,8624,6.49,3.32,1.11,84.3,93.12,82.38,9.03,3.82,8.96,6.67,3.06,8.65,126.940963789309,46c90f6a-bac8-474d-b7b2-140d0e2688e3
1084,Vaartweg,DAB (Ref.),50,7998,6.5,3.18,1.16,83.95,93.11,82.62,8.93,3.66,8.88,7.11,3.24,8.5,242.447551936937,9143da50-413b-4f5c-ac29-a3e0a4616f8f
1085,Burgemeester Malcorp,DAB (Ref.),30,3164,6.47,4.19,0.71,89.41,93.64,87,7.63,4.38,11.83,2.96,1.97,1.17,53.3238807178911,66a96938-6356-4585-a12f-987f04b234e3
1086,Burgemeester Malcorp,DAB (Ref.),30,2265,7.03,2.64,0.63,97.32,96.01,95.09,2.58,3.91,4.78,0.1,0.09,0.13,138.138603938752,56b3c860-e26c-48ce-9cf2-6a55ec9e7833
1087,De Oudendijk,DAB (Ref.),30,1250,6.33,4.65,0.68,95.3,98.2,96.8,3.6,0.9,3.2,1.1,0.9,0,95.7709479114764,9fba43db-71c4-4567-aad2-315aeccea7cc
1088,Vaartweg,DAB (Ref.),50,8624,6.49,3.32,1.11,84.3,93.12,82.38,9.03,3.82,8.96,6.67,3.06,8.65,158.996700329362,4cb23944-a65e-4f2c-8b7c-edebf9082bfe
1089,Vaartweg,DAB (Ref.),50,8624,6.49,3.32,1.11,84.3,93.12,82.38,9.03,3.82,8.96,6.67,3.06,8.65,101.451454176499,7b457cac-245e-4b67-9004-e2e227e84e6a
1090,Telvorenstraat,Klinkers,30,1946,6.79,3.53,0.55,88.6,92.6,86.4,6.2,3.9,11.1,5.2,3.5,2.5,38.4061803929918,196fda37-1b90-4b30-9d5b-7e88863ab216
1091,Burgemeester Malcorp,DAB (Ref.),30,3089,6.59,3.73,0.75,93.23,96.28,95.97,5.01,2.79,4.03,1.76,0.92,0,29.4472123039255,189a3f90-186b-4082-9d79-f0aba45f04d6
1092,Vaartweg,DAB (Ref.),50,11332,6.61,3.25,0.96,88.84,95.01,87.92,5.86,2.6,5.78,5.3,2.39,6.3,41.3169498122474,b94dae20-a023-4cb1-8f98-9f7b21f58a20
1093,Vaartweg,DAB (Ref.),50,8387,6.5,3.18,1.16,83.95,93.11,82.62,8.93,3.65,8.88,7.12,3.24,8.5,125.373606286957,fe72e8e9-c3f5-4f4c-90ec-b2ef3332c890
1094,Van Haersoltelaan,DAB (Ref.),30,352,7.1,2.61,0.56,99.09,99.23,98.86,0.82,0.69,1.03,0.09,0.08,0.11,73.4934829209088,fa870ff6-0fa8-46c1-9656-63fda6ee5008
1095,Van Haersoltelaan,DAB (Ref.),30,293,7.09,2.61,0.56,99.27,99.39,99.08,0.66,0.55,0.83,0.07,0.06,0.09,89.8554403168992,26b96365-3566-43ce-bf42-f655745f367d
1096,Willem Egbertsstraat,DAB (Ref.),30,53,7.11,2.6,0.55,97.99,98.3,97.47,1.81,1.53,2.28,0.2,0.17,0.25,58.7297392001779,766185a6-82c2-47d4-8e71-0c337da00747
1097,Van Haersoltelaan,DAB (Ref.),30,258,7.09,2.61,0.56,99.59,99.66,99.48,0.37,0.31,0.47,0.04,0.03,0.05,73.1779033280321,c0367700-8439-41fd-a375-c85f21f488a6
1098,Hendrik van Viandens,Klinkers,30,2838,6.55,4.16,0.59,86.83,92.1,88.03,8.24,4.55,8.77,4.93,3.35,3.2,177.467973957919,c7fb0495-71c2-4f92-83cf-ec01667a8477
1099,EGBERTSSTRAAT,DAB (Ref.),30,461,7,2.75,0.63,90.75,84.36,80.78,9.16,15.56,19.12,0.09,0.08,0.11,72.887189835996,84715bac-aa08-460e-aa8a-61b228c6854e
1100,Burgemeester Malcorp,DAB (Ref.),30,2285,7.03,2.62,0.64,97.35,96.03,95.2,2.56,3.89,4.68,0.1,0.08,0.12,22.7775243789156,dda16428-6c5b-4616-a428-476bcb60cb48
1101,Telvorenstraat,Klinkers,30,2707,7.04,2.6,0.64,96.97,97.43,96.24,2.73,2.31,3.38,0.3,0.26,0.38,12.294967387753,ceab04b5-1dd4-421e-a92d-8652d337900a
1102,Schrijverswegje,Klinkers,30,19,7.14,2.62,0.55,100,100,100,0,0,0,0,0,0,83.1164818452368,33ac9910-62b0-4ab2-9bc3-9ed75ac6aa04
1103,Burgemeester Malcorp,DAB (Ref.),30,3089,6.59,3.73,0.75,93.23,96.28,95.97,5.01,2.79,4.03,1.76,0.92,0,45.0034087371821,79894f41-2282-4218-b748-5ddffda923f9
1104,Burgemeester Malcorp,DAB (Ref.),30,3089,6.59,3.73,0.75,93.23,96.28,95.97,5.01,2.79,4.03,1.76,0.92,0,58.5294266477915,1d64a6fd-f84b-4f60-b787-eae9cf0f6b35
1105,Burgemeester Malcorp,DAB (Ref.),30,3089,6.59,3.73,0.75,93.23,96.28,95.97,5.01,2.79,4.03,1.76,0.92,0,115.490819321036,d9ec5971-b863-4ece-aab2-f3328e08441d
1106,Burgemeester Malcorp,DAB (Ref.),30,3089,6.59,3.73,0.75,93.23,96.28,95.97,5.01,2.79,4.03,1.76,0.92,0,29.4674895035859,687709e1-1ac9-429f-838d-e3f640403cda
1107,Burgemeester Malcorp,DAB (Ref.),30,1724,7.05,2.62,0.61,96.52,94.76,93.39,3.35,5.13,6.45,0.13,0.11,0.15,36.7979687195021,967f02f1-c3e5-4451-a75f-4463569e1b8c
1108,Sikkel,DAB (Ref.),30,2331,6.26,4.54,0.84,92.3,94.9,90.5,5.8,3.3,9.5,1.9,1.8,0,104.433611262536,e303223a-59c7-4e49-997f-80be29d3f720
1109,Vaartweg,DAB (Ref.),50,11332,6.61,3.25,0.96,88.84,95.01,87.92,5.86,2.6,5.78,5.3,2.39,6.3,58.5089294740088,5a487aa3-80af-4722-9e60-57421d7a13f1
1110,Vaartweg,DAB (Ref.),50,8387,6.5,3.18,1.16,83.95,93.11,82.62,8.93,3.65,8.88,7.12,3.24,8.5,141.91299651315,681a5f94-64d9-4373-a8c9-a014ed4e9cbe
1111,Vaartweg,DAB (Ref.),50,8387,6.5,3.18,1.16,83.95,93.11,82.62,8.93,3.65,8.88,7.12,3.24,8.5,64.9762946954447,0372cf11-fcac-4c65-a6fa-2cb2889c5b59
1112, ,DAB (Ref.),30,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00802087429,fb8cfedb-bfb4-44dc-87e7-6d4c2b8cc96b
1113,Vaartweg,DAB (Ref.),80,8387,6.5,3.18,1.16,83.95,93.11,82.62,8.93,3.65,8.88,7.12,3.24,8.5,125.932494607283,1d62666e-f8cd-4942-916f-f8b8becc959d
1114,Doctor H A W vd Vech,DAB (Ref.),30,818,7.03,2.69,0.61,94.41,90.67,88.39,5.5,9.26,11.5,0.1,0.07,0.11,16.5987625333603,306a7ec3-fd6f-490d-8fdb-33a46cb52978
1115,Hendrik van Viandens,DAB (Ref.),30,162,6.82,3.04,0.73,70.23,57.84,50.56,28.95,41.59,48.7,0.82,0.57,0.74,15.123900852563,2a06ac7b-114d-4079-874a-66ff207dd807
1116,De Kamp,DAB (Ref.),30,87,7.1,2.6,0.55,98.78,98.97,98.46,1.1,0.93,1.39,0.12,0.1,0.15,103.943276282213,2e11cc68-2146-42b4-a30a-0b7ddf16cc25
1117,De Kamp,DAB (Ref.),30,11,6.85,2.51,0.53,100,100,100,0,0,0,0,0,0,45.9760519559477,b35bc0a3-897b-43a3-b31b-630ec389b79a
1118,De Kamp,DAB (Ref.),30,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,9.12159925873313,185f122f-1b2b-4eb1-acb5-d32e95c3b657
1119,De Oudendijk,DAB (Ref.),30,1052,7.08,2.58,0.59,98.79,98.98,98.48,1.09,0.92,1.37,0.12,0.1,0.15,27.7192526611252,dab6a8eb-25c3-4191-8cba-d141a4c3e2c1
1120,De Weerd,DAB (Ref.),30,125,7.12,2.59,0.56,97.44,97.84,96.79,2.3,1.94,2.89,0.26,0.22,0.32,84.0613445992912,b0f9571e-2386-4660-a90c-64b3c4eab4cf
1121,De Oudendijk,DAB (Ref.),30,85,7.09,2.6,0.55,98.74,98.94,98.41,1.13,0.95,1.43,0.13,0.11,0.16,57.3287999652837,90d0b9ed-1d36-4bfd-853e-2f89e3bc67d1
1122,De Oudendijk,DAB (Ref.),30,205,7.1,2.58,0.56,97.92,98.24,97.38,1.87,1.58,2.36,0.21,0.18,0.26,30.8878190932141,296335f5-2c61-4a73-bf07-1db49ef0a76e
1123,De Tip,DAB (Ref.),30,71,7.11,2.6,0.55,98.5,98.73,98.11,1.35,1.14,1.7,0.15,0.13,0.19,82.2460698466377,011a6785-ff80-4fae-b35c-6e9a9bb35d81
1124,De Oudendijk,DAB (Ref.),30,482,7.09,2.59,0.57,98.68,98.88,98.33,1.19,1.01,1.5,0.13,0.11,0.17,26.979810159636,56d4533b-4f39-492b-b579-bb72503fc3b3
1125,De Meent,DAB (Ref.),30,269,7.08,2.61,0.56,99.21,99.33,99,0.71,0.6,0.9,0.08,0.07,0.1,50.8241784656091,8db95766-a09c-4690-87ba-661796cd57ea
1126,De Ree,DAB (Ref.),30,72,7.12,2.61,0.55,98.52,98.76,98.13,1.33,1.12,1.68,0.15,0.12,0.19,84.1121779208613,a901dc7d-cf6b-4f10-8dae-3d5dac108907
1127,De Oudendijk,DAB (Ref.),30,573,7.09,2.59,0.57,98.7,98.9,98.37,1.17,0.99,1.47,0.13,0.11,0.16,58.292387607699,ad93bb79-539e-4699-9a0e-0289446b89bc
1128,De Meent,DAB (Ref.),30,194,7.11,2.58,0.56,98.9,99.08,98.61,0.99,0.83,1.25,0.11,0.09,0.14,34.9208656895046,a8920f50-abde-43d5-8351-66e5340fe422
1129,De Meent,DAB (Ref.),30,62,7.05,2.58,0.55,98.27,98.53,97.82,1.56,1.32,1.96,0.17,0.15,0.22,70.9105860611364,4d7fde25-c7f6-4203-a56e-fd0ba3f9fa1d
1130,Schrotenweg,DAB (Ref.),60,504,7.09,2.57,0.58,93.87,94.79,92.38,5.52,4.69,6.86,0.61,0.52,0.76,131.988486339886,186d7077-a611-417d-bc05-16195d1c2d66
1131,Schrotenweg,DAB (Ref.),60,496,7.09,2.57,0.58,93.98,94.88,92.51,5.42,4.61,6.74,0.6,0.51,0.75,30.0031002736778,33d10932-5fea-4577-ba85-3b51a43592d8
1132,Schrotenweg,DAB (Ref.),60,497,7.09,2.57,0.58,93.99,94.89,92.53,5.41,4.6,6.72,0.6,0.51,0.75,29.4119730676968,23379cde-2cd7-4953-b43e-402c6f191e75
1133,Gennerdijk,DAB (Ref.),60,568,7.09,2.57,0.58,94.56,95.38,93.22,4.9,4.16,6.1,0.54,0.46,0.68,29.4126597834553,29b29648-73d1-4b66-83c4-721632e135f8
1134,Gennerdijk,DAB (Ref.),60,69,7.1,2.6,0.55,98.46,98.7,98.06,1.39,1.17,1.75,0.15,0.13,0.19,123.856841542945,b486b320-f7ed-4933-8a1c-569b37f888e9
1135,Verkavelingsweg,DAB (Ref.),60,2708,6.73,3.06,0.88,91.65,94.82,92.18,4.97,3.57,5.58,3.38,1.6,2.24,30.0012215790533,bf04163c-6dd4-4db3-adde-137c9fd76ee3
1136,Verkavelingsweg,DAB (Ref.),60,2708,6.73,3.06,0.88,91.65,94.82,92.18,4.97,3.57,5.58,3.38,1.6,2.24,44.9859956526969,7804eabf-d796-4a53-8a0f-8e24e851cada
1137,Verkavelingsweg,DAB (Ref.),60,2708,6.73,3.06,0.88,91.65,94.82,92.18,4.97,3.57,5.58,3.38,1.6,2.24,29.4034337389928,918cf248-e949-49b7-9c03-32ac2c0a90c8
1138,Gennerdijk,DAB (Ref.),60,4,7.1,2.6,0.55,100,100,100,0,0,0,0,0,0,47.6918432011867,207ca952-d618-49cf-af66-93575864d23b
