Ministerie;Handelsnaam;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
BZK;Security Press B.V.;;1;;;;;1
BZK;Sligro B.V.;;;;;1;;1
BZK;Sportsdesign Utrecht B.V.;;;;;;1;1
BZK;Sterkindesign;;1;;;;;1
BZK;Stg. Pens.fds. B.V. Graf. Bedrijf Boonstoppel;;1;;;;;1
BZK;Stichting Adviesgroep Bestuursrecht;;1;;;;;1
BZK;Stichting Economisch Instituut voor de Bouw;;1;;;;;1
BZK;Stichting Familie Archief van Ittersum;;1;;;;;1
BZK;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;;;1
BZK;Stichting Kasteel Amerongen;;1;;;;;1
BZK;Stichting Kwartiermakersgilde;;1;;;;;1
BZK;Stichting Leerfabrieken Rotterdam;;1;;;;;1
BZK;Stichting Monumentenwacht Noord-Holland;;1;;;;;1
BZK;Stichting Nederlandse Orde van Beroepscoaches;;1;;;;;1
BZK;Stichting Recruiters United;;1;;;;;1
BZK;Stichting Zuidelijk Historisch Contact;;1;;;;;1
BZK;Strange B.V.;;1;;;;;1
BZK;Studio-RO;;;;1;;;1
BZK;studystore;;1;;;;;1
BZK;Taller Events B.V.;;;;;1;;1
BZK;Tappan Communicatie B.V.;1;;;;;;1
BZK;Textkernel B.V.;;;;;;2;2
BZK;The Addstore B.V.;2;;;;;;2
BZK;The Oddshop B.V.;5;;;;;;5
BZK;Things To Make And Do B.V.;;;;;;1;1
BZK;TINT;1;;;;;;1
BZK;Tjep Benelux;;1;;;;;1
BZK;TMG Landelijke Media B.V.;;1;;;;;1
BZK;Trouw B.V.;;1;;;;;1
BZK;Uitgeverij Spiegel Historiael B.V.;;1;;;;;1
BZK;Uitgeverij Verloren B.V.;;1;;;;;1
BZK;Vakmedianet Logistiek & Mobiliteit B.V.;;1;;;;;1
BZK;Vakmedianet Management B.V.;;1;;;;;1
BZK;Van Dijk Zakelijk B.V.;;3;;;;;3
BZK;Van Haren Publishing B.V.;;1;;;;;1
BZK;Van Stockum;;1;;;;;1
BZK;Van Stockum's Veilingen B.V.;;1;;;;;1
BZK;Van Vlier Media B.V.;;;;;;1;1
BZK;VCK Travel B.V.;;;;;1;;1
BZK;VdlC publishers/consultants B.V.;;1;;;;;1
BZK;Vellance B.V.;;1;;;;;1
BZK;Ver. van Ambt. Secr. Medezeggensch.org. Ned.;;1;;;;;1
BZK;Ver. voor Klachtrecht in de publieke sector;;1;;;;;1
BZK;Vereniging Ambtenaar & Recht;;1;;;;;1
BZK;Vereniging Facta non Verba;;1;;;;;1
BZK;Vereniging JuristenRijk;;1;;;;;1
BZK;Vereniging Mediators bij de Overheid;;1;;;;;1
BZK;Vereniging van Registercontrollers;;1;;;;;1
BZK;Vereniging voor Bouwrecht;;1;;;;;1
BZK;Vereniging voor Overheidsmanagement;;2;;;;;2
BZK;vertalen.nl;;;;;;1;1
BZK;Viadesk;;2;;;;;2
BZK;VOC Uitgevers B.V.;;1;;;;;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;;;;1;1
BZK;WEKA Business Media B.V.;;1;;;;;1
BZK;Wolters Kluwer Nederland B.V.;;1;;;;;1
BZK;Xerox (Nederland) B.V.;;;;;;2;2
BZK;Ziggo B.V.;;1;;;;;1
BZK;Zoom Media B.V.;;2;;;;;2
DEF;!pet boekhandel B.V.;;;;;;1;1
DEF;12Connect B.V.;;;;;;2;2
DEF;36 Cycling B.V.;;;;;;1;1
DEF;A1-City B.V.;;;;;;1;1
DEF;Aakwadraat Networks B.V.;;;;;;1;1
DEF;Aannemers- en Verhuurbedrijf H. van Meekeren;;;;;1;;1
DEF;Aannemingsbedrijf Traas & Ovaa Infra B.V.;;;;;;1;1
DEF;Aarts Vissers Wijnen;;;;1;;;1
DEF;Abbink Groep B.V.;;;;;3;;3
DEF;Ad Ballon Ballonvaarten B.V.;;;;;;3;3
DEF;AD NieuwsMedia B.V.;;1;;;;;1
DEF;Adecco Detachering B.V.;;;;1;;;1
DEF;ADO Hospitality & Events B.V.;;;;1;;;1
DEF;Adola B.V.;;;;2;;;2
DEF;Adprosign;;;;;;1;1
DEF;Ahoy Rotterdam N.V.;;;;;;5;5
DEF;AIB Nieuwsdienst;;1;;;;;1
DEF;Albersen Verhuur B.V.;;;;;;1;1
DEF;Albron Nederland B.V.;;;;1;;;1
DEF;AlbumPrinter B.V.;;;;1;;;1
DEF;All In Verhuur B.V.;;;;;;1;1
DEF;Amsterdam Experience;;;;1;;;1
DEF;Anoniem 1;;;;;;1;1
DEF;Anoniem 1001;;;;;;2;2
DEF;Anoniem 1012;;;;;;1;1
DEF;Anoniem 1013;;;;;;1;1
DEF;Anoniem 1019;;;;;;1;1
DEF;Anoniem 1026;;;;;;1;1
DEF;Anoniem 103;;;;;;1;1
DEF;Anoniem 1033;;;;;;1;1
DEF;Anoniem 1039;;;;;;1;1
DEF;Anoniem 1045;;;;1;;;1
DEF;Anoniem 1046;;;;;;1;1
DEF;Anoniem 1047;;;;;;1;1
DEF;Anoniem 1048;;;;1;;;1
DEF;Anoniem 1050;;;;;;1;1
DEF;Anoniem 1051;;;;;;2;2
DEF;Anoniem 1054;;;;;;1;1
DEF;Anoniem 1056;;;;;;1;1
DEF;Anoniem 106;;;;;1;;1
DEF;Anoniem 1062;;;;1;;;1
DEF;Anoniem 108;;;;1;;;1
DEF;Anoniem 11;;;;;;1;1
DEF;Anoniem 1100;;;;1;;;1
DEF;Anoniem 1117;;;;;;1;1
DEF;Anoniem 1118;;;;;;1;1
DEF;Anoniem 1121;;;;;;1;1
DEF;Anoniem 1134;;;;1;;;1
DEF;Anoniem 1156;;;;;;2;2
DEF;Anoniem 1158;;;;;;1;1
DEF;Anoniem 1159;;;;;;1;1
DEF;Anoniem 1160;;;;;;2;2
DEF;Anoniem 1162;;;;1;;;1
DEF;Anoniem 1167;;;;1;;;1
DEF;Anoniem 1170;;;;;;1;1
DEF;Anoniem 1172;;;;1;;;1
DEF;Anoniem 1173;;;;;;1;1
DEF;Anoniem 1179;;;;;;1;1
DEF;Anoniem 1182;;;;;;1;1
DEF;Anoniem 1189;;;;;;1;1
DEF;Anoniem 1190;;;;;;1;1
DEF;Anoniem 1192;;;;;;1;1
DEF;Anoniem 1194;;;;1;;;1
DEF;Anoniem 1195;;;;1;;;1
DEF;Anoniem 1200;;;;;;1;1
DEF;Anoniem 1211;;;;;;1;1
DEF;Anoniem 1222;;;;1;;1;1
DEF;Anoniem 1223;;;;;;1;1
DEF;Anoniem 1228;;;;;;1;1
DEF;Anoniem 1238;;;;1;;;1
DEF;Anoniem 1239;;;;1;;2;2
DEF;Anoniem 1241;;;;1;;;1
DEF;Anoniem 1263;;;;;;1;1
DEF;Anoniem 1266;;;;;;1;1
DEF;Anoniem 1267;;;;1;;;1
DEF;Anoniem 1269;;;;;1;;1
DEF;Anoniem 1271;;;;;;1;1
DEF;Anoniem 1277;;;;1;;;1
DEF;Anoniem 1278;;;;;;1;1
DEF;Anoniem 1280;;2;;;;;2
DEF;Anoniem 1283;;;;;;1;1
DEF;Anoniem 1285;;;;1;;;1
DEF;Anoniem 1289;;;;1;;;1
DEF;Anoniem 1290;;;;;;1;1
DEF;Anoniem 1293;;;;;;1;1
DEF;Anoniem 1296;;;;1;;;1
DEF;Anoniem 13;;;;;;1;1
DEF;Anoniem 1302;;;;;;1;1
DEF;Anoniem 1324;;;;1;;;1
DEF;Anoniem 1326;;;;;;1;1
DEF;Anoniem 1329;;;;;;2;2
DEF;Anoniem 1336;;;;;;1;1
DEF;Anoniem 1342;;;;1;;;1
DEF;Anoniem 1363;;1;;1;;;1
DEF;Anoniem 1376;;;;1;;;1
DEF;Anoniem 1379;;;;;;2;2
DEF;Anoniem 1389;;;;;;1;1
DEF;Anoniem 1394;;;;;;2;2
DEF;Anoniem 1396;;;;1;;;1
DEF;Anoniem 14;;;;1;;;1
DEF;Anoniem 1405;;;;;;1;1
DEF;Anoniem 1412;;1;;;;;1
DEF;Anoniem 1416;;;;1;;;1
DEF;Anoniem 1417;;;;1;;;1
DEF;Anoniem 142;;;;1;;;1
DEF;Anoniem 1420;;;;;;1;1
DEF;Anoniem 1428;;;;;;1;1
DEF;Anoniem 143;;;;1;;1;1
DEF;Anoniem 1431;;;;;;1;1
DEF;Anoniem 1437;;;;1;;;1
DEF;Anoniem 1441;;;;1;;;1
DEF;Anoniem 1452;;;;;;1;1
DEF;Anoniem 1474;;;;;;1;1
DEF;Anoniem 1487;;;;;;1;1
DEF;Anoniem 149;;;;1;;;1
DEF;Anoniem 1491;;;;;;2;2
DEF;Anoniem 1493;;;;;;2;2
DEF;Anoniem 151;;;;1;;;1
DEF;Anoniem 153;;;;1;;;1
DEF;Anoniem 154;;;;;2;;2
DEF;Anoniem 155;;;;1;;;1
DEF;Anoniem 158;;;;1;;;1
DEF;Anoniem 170;;;;1;;;1
DEF;Anoniem 174;;;;1;;;1
DEF;Anoniem 18;;;1;1;;1;1
DEF;Anoniem 181;;;;;;1;1
DEF;Anoniem 186;;;;1;;;1
DEF;Anoniem 192;;;;;;1;1
DEF;Anoniem 198;;;;;;1;1
DEF;Anoniem 200;;;;;1;;1
DEF;Anoniem 208;;;;;;1;1
DEF;Anoniem 209;;;;;;1;1
DEF;Anoniem 211;;;;1;;;1
DEF;Anoniem 228;;;;1;;;1
DEF;Anoniem 23;;;;;;1;1
DEF;Anoniem 232;;;;1;;;1
DEF;Anoniem 236;;;;1;;;1
DEF;Anoniem 241;;;;;;1;1
DEF;Anoniem 248;;;;;;1;1
DEF;Anoniem 25;;;;1;;;1
DEF;Anoniem 250;;;;1;;;1
DEF;Anoniem 253;;;;;1;;1
DEF;Anoniem 257;;;;1;;;1
DEF;Anoniem 260;;;;;;1;1
DEF;Anoniem 268;;;;1;;;1
DEF;Anoniem 269;;;;;;1;1
DEF;Anoniem 271;;;;;;1;1
DEF;Anoniem 277;;;;1;;;1
DEF;Anoniem 283;;;;;;1;1
DEF;Anoniem 286;;;;;;1;1
DEF;Anoniem 295;;;;1;;;1
DEF;Anoniem 296;;;;1;;;1
DEF;Anoniem 317;;;;;;1;1
DEF;Anoniem 321;;;;1;;;1
DEF;Anoniem 323;;;;;;1;1
DEF;Anoniem 336;;;;;;1;1
DEF;Anoniem 338;;;;1;;;1
DEF;Anoniem 344;;;;1;;;1
DEF;Anoniem 358;;;;1;;;1
DEF;Anoniem 36;;1;;;;;1
DEF;Anoniem 37;;;;1;;;1
DEF;Anoniem 372;;;;1;;;1
DEF;Anoniem 384;;;;1;;;1
DEF;Anoniem 388;;;;;;1;1
DEF;Anoniem 400;;;;;;1;1
DEF;Anoniem 403;;;;1;;;1
DEF;Anoniem 419;;;;;;1;1
DEF;Anoniem 422;;;;;;1;1
DEF;Anoniem 425;;;;1;;;1
DEF;Anoniem 431;;;;;;1;1
DEF;Anoniem 432;;;;1;;;1
DEF;Anoniem 435;;;;;;1;1
DEF;Anoniem 441;;;;1;;;1
DEF;Anoniem 442;;;;1;;;1
DEF;Anoniem 446;;;;;;1;1
DEF;Anoniem 452;;;;;;1;1
DEF;Anoniem 466;;;;;;1;1
DEF;Anoniem 468;;;;1;;2;2
DEF;Anoniem 472;;;;1;;;1
DEF;Anoniem 474;;;;1;;;1
DEF;Anoniem 487;;;;1;;1;1
DEF;Anoniem 493;;;;;;1;1
DEF;Anoniem 496;;;;;;1;1
DEF;Anoniem 51;;;;;;1;1
DEF;Anoniem 513;;;;1;;;1
DEF;Anoniem 527;;;;1;;;1
DEF;Anoniem 544;;;;;;2;2
DEF;Anoniem 553;;;;;;1;1
DEF;Anoniem 563;;;;;;1;1
DEF;Anoniem 565;;;;;;1;1
DEF;Anoniem 566;;;;;;1;1
DEF;Anoniem 568;;;;;;1;1
DEF;Anoniem 570;;;;;;1;1
DEF;Anoniem 571;;;;1;;;1
DEF;Anoniem 593;;;;;;1;1
DEF;Anoniem 597;;;;1;;;1
DEF;Anoniem 599;;;;;;1;1
DEF;Anoniem 606;;;;;;2;2
DEF;Anoniem 609;;;;;;1;1
DEF;Anoniem 611;;;;1;;;1
DEF;Anoniem 614;;;;1;;;1
DEF;Anoniem 702;;;;;;1;1
DEF;Anoniem 711;;;;;;1;1
DEF;Anoniem 713;;;;;;1;1
DEF;Anoniem 720;;;;1;;;1
DEF;Anoniem 722;;;;;;1;1
DEF;Anoniem 730;;;;;;2;2
DEF;Anoniem 734;;;;1;;;1
DEF;Anoniem 74;;;;;;1;1
DEF;Anoniem 742;;;;;;1;1
DEF;Anoniem 751;;;;;;1;1
DEF;Anoniem 754;;;;;;1;1
DEF;Anoniem 755;;;;1;;;1
DEF;Anoniem 758;;;;;;1;1
DEF;Anoniem 761;;;;;;1;1
DEF;Anoniem 764;;;;;;1;1
DEF;Anoniem 773;;;;1;;;1
DEF;Anoniem 774;;;;;;1;1
DEF;Anoniem 776;;;;;;1;1
DEF;Anoniem 791;;;;;;1;1
DEF;Anoniem 792;;;;;;1;1
DEF;Anoniem 794;;;;1;;;1
DEF;Anoniem 795;;;;1;;;1
DEF;Anoniem 797;;;;1;;;1
DEF;Anoniem 801;;;;1;1;1;2
DEF;Anoniem 804;;;;1;;;1
DEF;Anoniem 810;;;;;;1;1
DEF;Anoniem 82;;;;1;;;1
DEF;Anoniem 823;;;;1;;;1
DEF;Anoniem 828;;;;1;;;1
DEF;Anoniem 83;;;;;;1;1
DEF;Anoniem 838;;;;1;;;1
DEF;Anoniem 839;;;;1;;;1
DEF;Anoniem 843;;;;;;1;1
DEF;Anoniem 846;;;;;;1;1
DEF;Anoniem 848;;;;1;;;1
DEF;Anoniem 858;;;;1;;;1
DEF;Anoniem 861;;;;1;;;1
DEF;Anoniem 864;;;;1;;;1
DEF;Anoniem 865;;;;;;1;1
DEF;Anoniem 872;;;;;;1;1
DEF;Anoniem 882;;;;;;1;1
DEF;Anoniem 883;;;;;;2;2
DEF;Anoniem 884;;;;;;1;1
DEF;Anoniem 885;;;;;;1;1
DEF;Anoniem 893;;;;;;1;1
DEF;Anoniem 894;;;;;;1;1
DEF;Anoniem 895;;;;;;1;1
DEF;Anoniem 899;;;;;;1;1
DEF;Anoniem 900;;;;;;1;1
DEF;Anoniem 902;;;;;;1;1
DEF;Anoniem 912;;;;1;;;1
DEF;Anoniem 929;;;;;;1;1
DEF;Anoniem 93;;;;;;1;1
DEF;Anoniem 931;;;;1;;;1
DEF;Anoniem 932;;;;;;1;1
DEF;Anoniem 937;;;;;;1;1
DEF;Anoniem 939;;;;1;;;1
DEF;Anoniem 949;;;;1;;;1
DEF;Anoniem 95;;;;;;1;1
DEF;Anoniem 960;;;;;;1;1
DEF;Anoniem 961;;;;;;1;1
DEF;Anoniem 969;;;;1;;;1
DEF;Anoniem 983;;;;;;1;1
DEF;Anoniem 988;;;;;;1;1
DEF;Anoniem 994;;;;1;;;1
DEF;Anoniem 997;;;;;;1;1
DEF;Anoniem 998;;;;;;1;1
DEF;Anoniem 999;;;;;;1;1
DEF;Antiquariaat Gert Jan Bestebreurtje;;;;1;;;1
DEF;AON Ned. Makel. in Assurant.-Risico-Adviser.;;;;;;1;1
DEF;Archie Europe B.V.;;;;;;1;1
DEF;Arma Verhuur Horeca B.V.;;;;1;;;1
DEF;Artiestenbureau van Otterloo B.V.;;;;;;1;1
DEF;Artiestenverloningen B.V.;;;;;;2;2
DEF;Artifac B.V.;;;;1;;;1
DEF;Artihove Regina B.V.;;;;1;;;1
DEF;Artoos & Van der Ham B.V.;;;;1;;;1
DEF;Artxtra B.V.;;;;1;;;1
DEF;Atelier Grijspaardt Lijstenmakerij;;;;1;;;1
DEF;Atelier Sweere;;;;1;;;1
DEF;Auto Hobby Club 'De Peel';;;;;;2;2
DEF;Aviodrome Exploitatie B.V.;;;;;;2;2
DEF;B.O.W. B.V.;;;;2;;;2
DEF;B.V. Algemeen Nederlands Persbureau ANP;;;;;;1;1
DEF;B.V. Leerdam Crystal;;;;1;;;1
DEF;B.V. Sport;;;;;;1;1
DEF;Bakkerij Dunselman;;;;1;;;1
DEF;Ballorig Den Helder B.V.;;;;;;1;1
DEF;Bax-shop.nl B.V.;;;;1;;1;1
DEF;BCC (Elektro-Speciaalzaken) B.V.;;;;1;;;1
DEF;BCM Publishing B.V.;;;;;;1;1
DEF;Beauty XL;;;;;;1;1
DEF;BeGlobal Relatiegeschenken;;;;;;1;1
DEF;Beker- en Biljarthuis Lambregts V.O.F.;;;;1;;;1
DEF;Bitmove B.V.;;;;;2;;2
DEF;Bloemenboutique Nicole V.O.F.;;;;1;;;1
DEF;Bloemenhuis Terweijden V.O.F.;;;;1;;;1
DEF;Bloemenkas Eindhoven;;;;1;;1;1
DEF;Bloemenshop Nijlân;;;;;;1;1
DEF;Bloemisterij Gaal;;;;1;;;1
DEF;Bloemisterij Pasmans;;;;;;1;1
DEF;Bloemsierkunst Beimer;;;;1;;;1
DEF;Bloemsierkunst De Klerk B.V.;;;;1;;;1
DEF;Bloemsierkunst Frank van Kemenade;;;;1;;;1
DEF;Bloomon Nederland B.V.;;;;1;;;1
DEF;Bob van der Houven Produkties V.O.F.;;;;;;1;1
DEF;Bobbe International B.V.;;4;;;;;4
DEF;Bob's Bloemen en Zo;;;;1;;;1
DEF;Boek- en Kantoorboekhandel Plukker B.V.;;;;1;;;1
DEF;Boels Verhuur;;;;;2;;2
DEF;Bomefa B.V.;;;;1;;;1
DEF;Boris Electronics B.V.;;;;;;1;1
DEF;Bos Rubber B.V.;;;;;1;;1
DEF;Bos Vlaggen B.V.;;;;1;;;1
DEF;Boskalis Offshore Marine Services B.V.;;;;;;2;2
DEF;Bouwmaat Nederland B.V.;;;;1;;;1
DEF;Bovi Salespromotion B.V.;;;;1;;;1
DEF;Brabanthallen;;;;2;;;2
DEF;Brand New Live B.V.;;;;;;1;1
DEF;Brasserie de Berk B.V.;;;;;;1;1
DEF;Bredemeijer Group B.V.;;;;2;;;2
DEF;Brezan Automaterialen Goes;;;;;;1;1
DEF;Budgetcam;;;;;;1;1
DEF;Budovereniging IJsselmeer;;;;1;;;1
DEF;Buitenomme;;;;1;;;1
DEF;Buko Infrasupport B.V.;;;;;;2;2
DEF;Bureau voor Overheidscommunicatie B.V.;;;;;;4;4
DEF;Buttonboss B.V.;;;;1;;;1
DEF;Buxus Bloemenatelier;;;;1;;;1
DEF;Cadeau Concepten B.V.;;;;1;;;1
DEF;Café Rest. Slijterij 'De Vergulde Leeuw';;;;1;;;1
DEF;Café Zomers & Zomers;;;;;;1;1
DEF;Caiway;;1;;;;1;1
DEF;Camera Tools B.V.;;;;1;;;1
DEF;Canal Bike Exploitatie B.V.;;;;1;;;1
DEF;Carpabizzgifts B.V.;;;;1;;;1
DEF;Carpe Fleur;;;;1;;;1
DEF;Catec B.V.;;;;1;;;1
DEF;Central Point Nederland B.V.;;1;;1;;1;1
DEF;Charme Hotel Overbosch Exploitatie B.V.;;;;;;1;1
DEF;Chassé Theater N.V.;;;;;2;;2
DEF;Chocolat B.V.;;;;1;;;1
DEF;Chubb Fire & Security Amsterdam;;;;;;1;1
DEF;Chubb Fire & Security B.V.;;;;;;1;1
DEF;City Outdoor Signs B.V.;;;;1;;;1
DEF;CN Trading;;;;1;;;1
DEF;Color Wood Holding B.V.;;;;;;6;6
DEF;Color Wood Photo B.V.;;;;;;1;1
DEF;Commerciële Club Leeuwarden;;;;1;;;1
DEF;Company of Gifts B.V.;;;;4;;;4
DEF;COMPAREX Nederland B.V.;;2;;;;2;2
DEF;Compose B.V.;;;;;;2;2
DEF;Concorde Group B.V.;;;1;;;;1
DEF;Connexxion Tours B.V.;;;;;2;;2
DEF;Creative Technology Holland B.V.;;;;1;;1;1
DEF;CRF International B.V.;;;;;;2;2
DEF;CRH Mobile Fencing & Security B.V.;;;;;2;1;2
DEF;Dagvoorzitter.nl;;;;;;1;1
DEF;Damen Schelde Naval Shipbuilding B.V.;;;;;;1;1
DEF;De Avontuurfabriek Onroerend Goed B.V.;;;;;;2;2
DEF;De Bloemerije;;;;1;;;1
DEF;De Boer Structures B.V.;;;;;;6;6
DEF;De Dikke van Dale;;;;;;1;1
DEF;De Dukdalf - MBSOV;;;;2;;2;2
DEF;De Efteling B.V.;;;;;;3;3
DEF;De Groote Sociëteit;;;;1;;;1
DEF;De heren van de Rechter B.V.;;;;1;;;1
DEF;De Hofstad Taxicentrale B.V.;;;;1;;;1
DEF;De Kampanje;;;;1;;;1
DEF;De Korenbeurs;;;;1;;;1
DEF;De Museumvereniging;;;;1;;;1
DEF;De Nationale Taptoe;;;;;;2;2
DEF;de Persgroep Nederland B.V.;;1;;1;;1;1
DEF;De Rotterdam B.V.;;;;1;;;1
DEF;De Ruggestee B.V.;;;;;;1;1
DEF;De Stickerkoning B.V.;;;;1;;;1
DEF;De Vliegende Indo;;;;1;;;1
DEF;Deal It;;;;;;2;2
DEF;Delicio B.V.;;;;1;;;1
DEF;Delo B.V.;;;;;;1;1
DEF;Delta International Promotioneel B.V.;;;;2;;1;2
DEF;Delta International Uniformuitrustingen B.V.;;;;1;;;1
DEF;Delta Print B.V.;;;;2;;;2
DEF;Den Haag Centrum v. Strategische Studies B.V.;;;;;;4;4
DEF;Dickens Horecabedrijven B.V.;;;;1;;;1
DEF;Dirk Keijzer;;;;;;1;1
DEF;Discountoffice.nl B.V.;;;;;;1;1
DEF;DJ-Matic B.V.;;;;;;1;1
DEF;Doenederland.nl B.V.;;;;;;1;1
DEF;Dokkumer Vlaggen Centrale B.V.;;;;1;;1;1
DEF;Dolfinarium Harderwijk B.V.;;;;;;2;2
DEF;Dolphin Maritime Netherlands B.V.;;;;;;1;1
DEF;Double You Promotions B.V.;;;;2;;;2
DEF;Down Under Horecaexploitatie B.V.;;;;;;1;1
DEF;DPI Animation House B.V.;;;;;;2;2
DEF;DRAGT;;1;;;;;1
DEF;Drinkland Noordwijk B.V.;;;;1;;;1
DEF;Drukbedrijf.nl B.V.;;;;1;;1;1
DEF;Drukkerette;;1;;;;;1
DEF;Drukkerij Akxifo B.V.;;2;;;;;2
DEF;Dutch Expo Services B.V.;;;;;2;;2
DEF;EasyCareSolutions;;;;1;;1;1
DEF;ECHOS Home Baan Zulu;;;;;;1;1
DEF;ECHOS Home De Landing;;;;1;;1;1
DEF;ECHOS Home Het Baken;;;;;;1;1
DEF;Edelburijn;;;;1;;;1
DEF;Eenkhoorn Financiële Dienstverlening B.V.;;;;;;1;1
DEF;Eindhoven Airport Hotel B.V.;;;;;;1;1
DEF;Eleveld's wijnen;;;;1;;;1
DEF;E-Milers Group B.V.;;;;1;;;1
DEF;Esri Nederland;;;;;;1;1
DEF;Etalagepoppengigant B.V.;;;;;;1;1
DEF;Euro Events B.V.;;;;1;2;;2
DEF;Evenementenhal Venray B.V.;;;;2;;;2
DEF;Expert Dieren B.V.;;;;1;;;1
DEF;Exploitatie Hotel Zeestraat Den Haag B.V.;;;;1;;;1
DEF;Exploitatie Maatschappij Komfort B.V.;;;;1;;1;1
DEF;Exploitatiemij. Grand Hotel Karel V B.V.;;;;1;;;1
DEF;Expo Display Service;;;;;;1;1
DEF;F & L Powerrental B.V.;;;;1;;3;3
DEF;Faber Holding B.V.;;;;;;1;1
DEF;FaberExposize B.V.;;;;1;;;1
DEF;FE Telecom B.V.;;;;;2;1;2
DEF;Felicivin B.V.;;;;;;1;1
DEF;Ferro Explore B.V.;;;;;;2;2
DEF;Fifo Color B.V.;;;;;;1;1
DEF;Film & Experience;;;;;;4;4
DEF;Firma Janfre;;;;1;;;1
DEF;Firma S.J. van Kalsbeek en Zonen;;1;;;;;1
DEF;Fisher Emergo B.V.;;;;1;;;1
DEF;Fletcher Hotel Kasteel Erenstein;;;;1;;;1
DEF;Fleurette Super Service V.O.F.;;;;1;;;1
DEF;Fleurshop Paddepoel;;;;1;;;1
DEF;Fleurtiek Amsterdam B.V.;;;;1;;;1
DEF;Flexwebhosting B.V.;;;;;;1;1
DEF;Fliteline B.V.;;;;;;1;1
DEF;Flora en Fauna V.O.F.;;;;1;;;1
DEF;Formido Den Helder B.V.;;1;;;;;1
DEF;Foto Jan Vredenburg B.V.;;;;1;;;1
DEF;Foto Konijnenberg B.V.;;;;;;1;1
DEF;Foto Willemz;;;;;;1;1
DEF;Friendly Fire B.V.;;;;;1;;1
DEF;FRL-Group B.V.;;;;;;1;1
DEF;G4S Services;;;;;3;1;3
DEF;Gall & Gall;;;;1;;;1
DEF;Gannexion B.V.;;;;;;2;2
DEF;Gemaco B.V.;;;;7;1;2;7
DEF;Gemi Soest B.V.;;;;1;;;1
DEF;Geschenkbezorgen.nl B.V.;;;;;;1;1
DEF;Gigant International B.V.;;;;2;;;2
DEF;Gijs Wanders B.V.;;;;;;2;2
DEF;Gom Schoonhouden;;;;;;1;1
DEF;Gooiland B.V.;;;;;;1;1
DEF;Gorkink Natuurlijk;;;;1;;;1
DEF;Grand Café/Restaurant Hertog Jan B.V.;;;;1;;;1
DEF;Grandcafé Jules B.V.;;;;1;;;1
DEF;GroupSecure B.V.;;3;;;;;3
DEF;Haantje de Voorste Catering;;;;1;;;1
DEF;Hacom Sportprijzen Centrum Assen;;;;1;;;1
DEF;Hallmark Cards Nederland;;;;1;;;1
DEF;Handels- en Expeditiemaatschappij Beldock;;;;;;1;1
DEF;Handico B.V.;;;;;;1;1
DEF;Hanos Eindhoven B.V.;;;;1;;;1
DEF;Hanos Heerenveen B.V.;;;;1;;;1
DEF;Hanotex International B.V.;;;;1;;;1
DEF;Harmonie 'Amicitia';;;;;;1;1
DEF;Harrie Verkaik Sportprijzen B.V.;;;;1;;;1
DEF;HDL V.O.F.;;;;1;;;1
DEF;Head to Head Media B.V.;;;;1;;;1
DEF;Hecla Electronics B.V.;;;;;;1;1
DEF;Heemskerk Bloemisten;;;;1;;;1
DEF;Heesbeen Feest Groep;;;;;;1;1
DEF;Hegro Wolvega B.V.;;;;1;;;1
DEF;Heijmans Utiliteit;;;;;;1;1
DEF;Helloprint Benelux B.V.;;;;;;1;1
DEF;Héman Verhuurservice B.V.;;;;;1;;1
DEF;Henri Bloem's Wijnkoperij;;;;1;;;1
DEF;Heraldic United;;;;1;;;1
DEF;Hesbak 2 B.V.;;;;1;;;1
DEF;Het Kontakt Edities B.V.;;;;1;;;1
DEF;Het Nederlands Openluchtmuseum;;;;;;1;1
DEF;Het Nederlandse Rode Kruis Afdeling Arnhem;;;;1;;;1
DEF;Het Nederlandse Rode Kruis Afdeling Rhenen;;;;1;;;1
DEF;hist. Buitenpltsn/Landgoederen;;;;1;;;1
DEF;Hoek-Klijn Verhuur;;;;1;;;1
DEF;Hoffman Outdoor Media B.V.;;;;1;;;1
DEF;Hogenkamp Klompen en Souvenirs B.V.;;;;;;1;1
DEF;Holland Evenementen Groep B.V.;;;;;;1;1
DEF;Holland Screen;;;;;;1;1
DEF;Hollandse Hoogte B.V.;;;;;;1;1
DEF;Homburg Machinehandel B.V.;;;;;;1;1
DEF;Hop & Stork Den Haag B.V.;;;;1;;;1
DEF;Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;;;1;1
DEF;Hostmanship Group Nederland B.V.;;;;1;;;1
DEF;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;;;1;;;1
DEF;Hotel Contact B.V.;;;;;;1;1
DEF;Hotelexpl.mij. Stationsstraat Amersfoort B.V.;;;;1;;;1
DEF;House of Lords B.V.;;;;;;1;1
DEF;House of Sports;;;;1;;;1
DEF;Huffels Delicatessen B.V.;;;;1;;;1
DEF;IceBear Events B.V.;;;;1;;;1
DEF;ID-DJ;;;;1;;;1
DEF;i-did slow fashion B.V.;;;;1;;1;1
