Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal vertrek
1;Jaar;2016;;;;17090
2;Jaar, Maand;2016;1;;;1140
2;Jaar, Maand;2016;2;;;1050
2;Jaar, Maand;2016;3;;;1390
2;Jaar, Maand;2016;4;;;1360
2;Jaar, Maand;2016;5;;;1560
2;Jaar, Maand;2016;6;;;1740
2;Jaar, Maand;2016;7;;;1460
2;Jaar, Maand;2016;8;;;1530
2;Jaar, Maand;2016;9;;;1540
2;Jaar, Maand;2016;10;;;1570
2;Jaar, Maand;2016;11;;;1540
2;Jaar, Maand;2016;12;;;1220
3;Jaar, Maand, Categorie;2016;1;Gedwongen vertrek uit Nederland;;140
3;Jaar, Maand, Categorie;2016;1;Zelfstandig vertrek uit Nederland;;440
3;Jaar, Maand, Categorie;2016;1;Zelfstandig vertrek zonder toezicht;;560
3;Jaar, Maand, Categorie;2016;2;Gedwongen vertrek uit Nederland;;190
3;Jaar, Maand, Categorie;2016;2;Zelfstandig vertrek uit Nederland;;420
3;Jaar, Maand, Categorie;2016;2;Zelfstandig vertrek zonder toezicht;;430
3;Jaar, Maand, Categorie;2016;3;Gedwongen vertrek uit Nederland;;190
3;Jaar, Maand, Categorie;2016;3;Zelfstandig vertrek uit Nederland;;630
3;Jaar, Maand, Categorie;2016;3;Zelfstandig vertrek zonder toezicht;;560
3;Jaar, Maand, Categorie;2016;4;Gedwongen vertrek uit Nederland;;200
3;Jaar, Maand, Categorie;2016;4;Zelfstandig vertrek uit Nederland;;640
3;Jaar, Maand, Categorie;2016;4;Zelfstandig vertrek zonder toezicht;;520
3;Jaar, Maand, Categorie;2016;5;Gedwongen vertrek uit Nederland;;210
3;Jaar, Maand, Categorie;2016;5;Zelfstandig vertrek uit Nederland;;660
3;Jaar, Maand, Categorie;2016;5;Zelfstandig vertrek zonder toezicht;;690
3;Jaar, Maand, Categorie;2016;6;Gedwongen vertrek uit Nederland;;200
3;Jaar, Maand, Categorie;2016;6;Zelfstandig vertrek uit Nederland;;820
3;Jaar, Maand, Categorie;2016;6;Zelfstandig vertrek zonder toezicht;;730
3;Jaar, Maand, Categorie;2016;7;Gedwongen vertrek uit Nederland;;160
3;Jaar, Maand, Categorie;2016;7;Zelfstandig vertrek uit Nederland;;660
3;Jaar, Maand, Categorie;2016;7;Zelfstandig vertrek zonder toezicht;;650
3;Jaar, Maand, Categorie;2016;8;Gedwongen vertrek uit Nederland;;190
3;Jaar, Maand, Categorie;2016;8;Zelfstandig vertrek uit Nederland;;600
