OBJECTID,TYPE,NAAM,NAAM_KWALITEIT,REF_BEGRENZER_TYPE_BEGIN,REF_BEGRENZER_TYPE_EIND,REF_BEGRENZER_NAAM_BEGIN,REF_BEGRENZER_NAAM_EIND,REF_BEGRENZER_PUIC_BEGIN,REF_BEGRENZER_PUIC_EIND,REF_FYSIEKE_SPOORTAK_PUIC,REF_SPOORTAKDEEL_GUID,REF_WISSEL_KRUISING_PUIC,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,REF_FUNCTIONELE_SPOORTAK_PUIC,REF_FUNCTIONELE_SPOORTAK_NAAM,REF_FUNC_SPOORTAK_NAAM_LANG
11,W,93A,Benoemd,,,,,,,,,51b433ca-2106-4177-a54c-79622023fd57,0.284046,"0,284046",0.285778,"0,285778",0.208008,"0,208008",0.209722,"0,209722",520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,183d4713-c3c1-4d59-8bd8-29163e0a2853,49AT,
12,W,40,Benoemd,,,,,,,,,7dc5a740-b5fe-47ff-bab6-a0379c76f2e1,0.460005,"0,460005",0.518137,"0,518137",14.462733,"14,462733",14.520865,"14,520865",777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,68ada80b-79bb-4a2f-b425-cb324a92044a,28R,
13,W,4463,Benoemd,,,,,,,,,dbc28ce5-a26c-4520-b02c-f9fbf6216fe3,0,"0,000000",0.067535,"0,067535",88.306629,"88,306629",88.374154,"88,374154",155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,784e616d-9d91-4680-8d15-ae5758a9c790,4463L,
14,W,209B/211,Benoemd,,,,,,,,,634c1b0d-b24e-433f-90e5-1858dd68f8f8,0.12559,"0,125590",0.135565,"0,135565",21.262889,"21,262889",21.272773,"21,272773",553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,4f4b1a6f-56e4-4d39-843b-d78b1cc65220,207R,
15,W,4065/4067,Benoemd,,,,,,,,,c94280bf-2456-449a-87a4-fc31b9af255c,0,"0,000000",0.015884,"0,015884",0.814016,"0,814016",0.799469,"0,799469",926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,a65328b5-aa52-4bdb-be76-cb62ffb78382,4067T,
16,S,s441-w129R,Pseudo,Lichtsein,WISSEL_GW,124,129,e69ca9a5-acd8-4477-b0bd-78d829d9389b,f633be92-aa20-4312-875e-829a53a56d77,173cc6d4-3bdd-4cf0-9ffe-21b51c8f9a61,058f64cb-7ff2-79eb-a306-f7bf2d21f4e6,,0.608557,"0,608557",0.659454,"0,659454",148.826172,"148,826172",148.876628,"148,876628",009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,62149eb8-4bc2-4902-bf2b-39ec0e840d48,117L,009_117L_148.2
17,S,w313V-sLJ,Pseudo,WISSEL_GW,Lichtsein,313,314,1c0ac5d3-18d8-4c8b-b08d-ce78c502bee6,c5abe800-10fc-46d9-855c-15612a1769fa,2c863a4f-92e3-4f69-a603-122ef658ed63,b14df79a-25b4-6598-2dc8-ecf2b4a1087a,,0.0045,"0,004500",0.722494,"0,722494",36.412307,"36,412307",37.129661,"37,129661",002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,cef7a4a1-4d0e-45d2-a7c2-97fea75aff33,313V,002_313V_36.4
18,W,305,Benoemd,,,,,,,,,7673d9a9-c6fc-4a57-b5eb-a131ebce1340,0.021061,"0,021061",0.053177,"0,053177",16.221996,"16,221996",16.254146,"16,254146",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",25eb11ac-d4e0-48ff-8b6d-3397e435bdd8,303AP,
19,S,TT,Benoemd,WISSEL_GW,Stop Marker Board,2429,2434,ff6436a7-dcc1-44b4-993d-3c6567556054,4a0c82c5-94d3-41d8-8c9d-01efccc7d246,0c0e483e-e6c7-454f-947a-69812c35c362,f4bddc1b-99a7-a865-0efe-2de73a89072d,,0.0051,"0,005100",0.292398,"0,292398",243.812699,"243,812699",244.1,"244,100000",667,a,667,667_a,Prinsenbeek,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,a89f6d47-14f7-4f18-bcd6-4d1bb0e0ee9a,2429V,667_2429V_400.0
20,W,926,Benoemd,,,,,,,,,37512405-e86a-45a5-ad10-fe537f664e13,0.770291,"0,770291",0.804357,"0,804357",5.841546,"5,841546",5.807894,"5,807894",815,a,815,815_a,Roodeschool Eemshaven,Rda-Eem,Rodeschool Aansl. - Eemshaven ,b719eff3-898d-4127-a512-2ccae972b9a1,920L,
21,S,s922-w101R,Pseudo,Lichtsein,WISSEL_GW,104,101,99555e32-bd08-4eb8-a6bd-f503cb8c6709,bc02c3c1-c3da-43f6-a4ce-8e2b5ef15107,d1faf946-eeb9-4aef-901f-9f6933ef4707,4c1ddec7-1abc-45d0-911c-6fd23488a56c,,1.576684,"1,576684",1.658358,"1,658358",21.49998,"21,499980",21.581759,"21,581759",551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,89fb8dcc-6cf7-4513-824f-a45e18ef0941,63AL,123_63AL_19.9
22,W,441,Benoemd,,,,,,,,,a42ca385-c49b-4957-be65-5daa3071ba91,0,"0,000000",0.034088,"0,034088",200.999643,"200,999643",201.033942,"201,033942",900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,08b035e8-f2a9-451e-a4bf-5fa63db1bad5,441L,
23,W,115B/121A,Benoemd,,,,,,,,,866b890a-5200-4e08-935d-54d5228f5930,0.009975,"0,009975",0.020324,"0,020324",51.046944,"51,046944",51.057006,"51,057006",618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,6ab44bd8-f804-43ac-a364-c84ddc94b496,115BQ,
24,W,33/35A,Benoemd,,,,,,,,,9fcf4d1e-4ed9-420c-ab8d-b4ee90daed73,0,"0,000000",0.009975,"0,009975",41.834895,"41,834895",41.84479,"41,844790",620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,e7ef2324-0bff-4049-970b-930d3a26a14e,35AT,
25,W,3239B/3251,Benoemd,,,,,,,,,12f51b18-6399-4893-9223-15554311ff3c,0.030736,"0,030736",0.041016,"0,041016",34.132402,"34,132402",34.142633,"34,142633",924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,6d6ea7bf-6726-4039-bb7f-ab69bf60b3d7,3237AL,
26,W,121,Benoemd,,,,,,,,,52eed34f-a348-4fd0-ac19-7740369f5784,5.065649,"5,065649",5.070148,"5,070148",17.729449,"17,729449",17.733946,"17,733946",206,,206,206__,Zwolle - Wierden,Zl-Wdn,Zwolle - Wierden ,ea382414-c765-4955-a59b-3abf62c34f8e,103V,
27,S,KT,Benoemd,Lichtsein,Lichtsein,1306,1314,57da2436-4678-4582-8e5b-90ea5999cbee,dbf79a38-9e62-4fcd-9518-cb57f1ecd6a4,aaf67a4f-e1f5-486e-8e0b-be50d694da9e,53cac240-cb3c-1190-f024-d81647ad4883,,0.676014,"0,676014",1.030638,"1,030638",30.6,"30,600000",30.953897,"30,953897",116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,76b07079-5948-4296-83ab-63baff249618,1271AT,542_1271AT_29.9
28,W,441A,Benoemd,,,,,,,,,414d1cef-5a17-45b2-9132-484a5342694b,0,"0,000000",0.029756,"0,029756",51.709849,"51,709849",51.680462,"51,680462",132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,7d6d53ab-f8c6-4683-bfa5-2ef923117221,441AR,
29,W,86,Benoemd,,,,,,,,,73688d4c-521e-4a14-9c0b-2f6142db1337,0.038095,"0,038095",0.042595,"0,042595",69.130768,"69,130768",69.135255,"69,135255",011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,7f402a40-6826-4f05-a4ec-53fbf8ad7534,82L,
30,W,251A,Benoemd,,,,,,,,,0bc58929-733d-48ad-af5f-de9222f2733f,0,"0,000000",0.047839,"0,047839",7.356834,"7,356834",7.40504,"7,405040",083,,83,083__,Haarlem - Zandvoort aan Zee,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,e6b935db-8d03-4eaa-ae7a-ec27d08ef920,251AR,
31,W,325,Benoemd,,,,,,,,,19725b5d-be48-439a-a6b8-fac782a14901,0,"0,000000",0.073147,"0,073147",39.980042,"39,980042",40.053237,"40,053237",002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,18c3be72-84b0-480c-8fd2-7a1f1e2db8ae,325R,
32,W,3B,Benoemd,,,,,,,,,ee2bc745-d2ef-4e3d-8203-958979b491f4,2.511361,"2,511361",2.515861,"2,515861",12.292105,"12,292105",12.287701,"12,287701",305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,03653215-6490-42c2-ae9e-e702aec3c806,1V,
33,W,403A/403B,Benoemd,,,,,,,,,d00ad43f-bbc1-45c4-85ea-903cff2957da,0.009975,"0,009975",0.02301,"0,023010",48.392008,"48,392008",48.379603,"48,379603",614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,e449a8f4-5383-4f7b-abfa-379f8520ba22,403AQ,
34,W,311B/313,Benoemd,,,,,,,,,a7b06fc2-bad3-4ece-85d6-dd401e8feedd,0.030222,"0,030222",0.040197,"0,040197",22.308037,"22,308037",22.318734,"22,318734",553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,58ef8c5d-cad4-40b9-91c7-f4fbbbb7f545,311AT,
35,W,301A,Benoemd,,,,,,,,,1a329c00-2572-4c06-aa75-1e247730498c,0,"0,000000",0.028376,"0,028376",69.99124,"69,991240",69.962528,"69,962528",011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,ddb387b2-00e2-4a3c-a503-32f7df87dfe7,301AL,
36,W,877,Benoemd,,,,,,,,,d7fb0bd9-c50d-48d1-87b7-764e33818c39,0.034999,"0,034999",0.037429,"0,037429",1.629657,"1,629657",1.631905,"1,631905",531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,09963af0-4a61-48e0-9e8f-ab2f33b30ce7,875L,
37,W,926,Benoemd,,,,,,,,,2c5cc9d1-a42a-4154-9f9a-36afea9afaa3,0.017808,"0,017808",0.046693,"0,046693",78.795631,"78,795631",78.82432,"78,824320",525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,5d8ea0ab-8ee8-45b3-a7d3-fb1db41434b4,925S,
38,W,1253,Benoemd,,,,,,,,,3779c6ac-9b4d-4c0e-9808-30258624f3d4,0,"0,000000",0.035321,"0,035321",200.143394,"200,143394",200.107926,"200,107926",817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,f0506e7f-7fb4-456c-a720-edd18c98477a,1253L,
39,W,521A/523,Benoemd,,,,,,,,,459d49ba-937a-4d4a-b599-d44c0194ef18,0,"0,000000",0.009941,"0,009941",35.991178,"35,991178",36.001483,"36,001483",531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,8ffa0a5f-f4d9-4df9-9cd8-d05375fb92f9,521AS,
40,S,DO,Benoemd,Lichtsein,Lichtsein,940,1164,74f8d191-1c99-4f57-88ce-4717f5084fa2,b123bde0-373f-49a2-addd-efa19c5272fb,caaaa248-5602-4fb6-8498-5ca81bf4040a,caa6bbb6-d051-4a2d-cb1d-98a186f2fb76,,0.139629,"0,139629",1.072965,"1,072965",148.429377,"148,429377",147.499671,"147,499671",027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,3a4e38a7-8c6c-4bac-8343-63d5b703f159,941R,027_941R_148.6
41,S,s18-w877L,Pseudo,Bordsein,WISSEL_GW,,877,ee858195-8a5e-450a-ad15-7d41c7e6f63b,6ec2beb1-946f-458d-bfff-41f1dc30f76a,d794700c-0e88-440b-abfb-7bf88a9c046a,d47f0383-3745-3168-62bf-f4e4fefa45bf,,0.141858,"0,141858",0.185192,"0,185192",91.295993,"91,295993",91.339553,"91,339553",508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,5b84cfc2-6624-45ce-b6f6-93e1914bb4c0,869T,508_869T_91.2
42,W,930,Benoemd,,,,,,,,,177d7fa7-830b-4666-b476-a10c0cf41e12,0,"0,000000",0.034065,"0,034065",301.215487,"301,215487",301.249201,"301,249201",801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,42af5c39-bb8d-43c1-83bb-ec6a6c11c778,930L,
43,W,3027,Benoemd,,,,,,,,,4efe9998-68d0-42b9-bf88-10e720f1a8ea,0,"0,000000",0.0045,"0,004500",905.218086,"905,218086",905.221976,"905,221976",927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,ec6f19a2-fe65-4edd-9c33-db56db15e7d8,3027V,
44,W,161,Benoemd,,,,,,,,,f5590c20-27f8-469c-b35d-57a710153a77,0.025068,"0,025068",0.026393,"0,026393",63.53927,"63,539270",63.540559,"63,540559",518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,dd0c4611-4799-46b9-a58b-fbb87491a14d,157R,
45,W,604,Benoemd,Lichtsein,Lichtsein,12,14,4086477c-e3e7-46ce-b050-0eaa2664754e,5330bcf4-b303-4d37-9f38-f89a4dbf04d7,,,ed0d31ef-de1a-46db-8ff7-d104fffb72c7,0.028345,"0,028345",0.036493,"0,036493",9.441023,"9,441023",9.449211,"9,449211",084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,8ce27507-90a4-4d45-86c0-8eafc0da61e1,5L,
46,S,8213,Benoemd,WISSEL_GW,STOOTJUK,8100,SJ_8100L,5658a849-b543-49bc-8cf3-1571d5f1030c,41e89839-a64c-43c7-85d8-bbd788d99dfb,ea8db42c-24a8-4fe1-96b3-e484acdfdcb3,b1c6f77f-81aa-4db8-bd64-a07fe85093cb,,0.034063,"0,034063",0.079482,"0,079482",11.987231,"11,987231",11.943233,"11,943233",662,,662,662__,Simpelveld,Vet-Mtn,Verschau (D) - Maastricht Noord ,e00ab470-76de-428d-a2ba-f22594bd2475,8100L,662_8100L_12.0
47,S,7347,Benoemd,WISSEL_GW,Bordsein,906,7347,edd0febd-f11f-4f8b-9019-3b9f9c6c58ea,f9eafa33-0570-4c50-a153-9822d0531ff5,f9b077d3-81bf-47cb-9529-44163f8d3884,3d3aac5d-1c8a-7b6d-0389-c7cae015c58a,,0.03647,"0,036470",0.161193,"0,161193",3.266502,"3,266502",3.391605,"3,391605",938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,1f882f0a-2c8e-485d-9a19-01ac0829cbba,906L,938_906L_3.2
48,S,504,Benoemd,Lichtsein,Lichtsein,244,264,ae19e498-9177-4f19-adce-952ae03acfa2,e14633ee-803a-4342-b736-8ce37cbdb5d2,d5933ef0-5b0c-4ad1-8e74-83261495cdd6,0e6de2fa-446a-b53b-b0a8-37f49131c68b,,0.060062,"0,060062",0.782108,"0,782108",26.108071,"26,108071",26.827531,"26,827531",026,,26,026__,Hengelo - Oldenzaal Grens,Hgl-Odzg,Hengelo - Oldenzaal Grens ,ccd75114-16c6-4c81-bf14-a47811012c9e,237L,026_237L_26.0
49,W,1235B/1277A,Benoemd,,,,,,,,,466df6d9-42c6-49f1-8d61-f22850606578,0.020185,"0,020185",0.030395,"0,030395",24.927107,"24,927107",24.937164,"24,937164",560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,605d7540-4d38-41ff-8d25-482ca3e419ea,1237BS,
50,W,X0165,Benoemd,,,,,,,,,357e8fec-c778-4aa9-af2b-9e9a28020198,0.293733,"0,293733",0.327798,"0,327798",8.433772,"8,433772",8.467837,"8,467837",775,,775,775__,Nieuweschans Grens - Weener (D),Nscg-Wr,Nieuweschans Grens - Weener (D) ,665e3ff7-cccb-4dca-8c34-cfe0fe1fc3e4,X0080L,
51,S,w3B/5P-s3,Pseudo,WISSEL_EW,Lichtsein,3B/5,26,17e0d2e1-8a7e-48fe-9832-9f91528a888b,2b15dce2-6d1a-4bea-a68f-a5aac6a776c0,d006e2fc-4e53-47b5-ab66-ad7617e1da30,e6584195-5fdf-e430-0da3-251006138dda,,0.02301,"0,023010",0.153818,"0,153818",41.665963,"41,665963",41.797428,"41,797428",620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,0317f5ef-743f-4e10-a7a1-aa47b315394b,5P,620_5P_41.6
52,W,1007B/1009A,Benoemd,,,,,,,,,ea07e2e2-5685-4e4d-a987-aa9e70e1ee35,0,"0,000000",0.009612,"0,009612",44.680815,"44,680815",44.690377,"44,690377",534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,8a023845-58c5-40a2-b7f5-e8210ce8cc55,1009AP,
53,W,209,Benoemd,,,,,,,,,ba8d619d-0f9c-42ce-9c4b-5e0b757f77e4,0,"0,000000",0.034088,"0,034088",23.566893,"23,566893",23.534697,"23,534697",545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,a7a9147d-3ef0-4d9e-86e9-981b39f94605,209L,
54,S,946,Benoemd,WISSEL_GW,Bordsein,937,946,9dfeb80a-5f1e-48e1-b883-a43bd2bf70be,b50d167d-cf6d-4dc9-89de-20daf841c973,020106af-c628-467d-a630-706507949712,d3e94371-8bff-4a84-b2f5-7652b74356ce,,0.00475,"0,004750",0.176396,"0,176396",10.917558,"10,917558",11.089157,"11,089157",803,a,803,803_a,Delfzijl Stamlijn Havenschap,Dz-Dzh,Delfzijl - Delfzijl Haven ,ee1542bc-7943-4b0d-ac00-eaed8fa284f0,937V,803_937V_10.9
55,W,923,Benoemd,,,,,,,,,7861d0e3-a793-4424-a567-19b3aaecb15c,0.063594,"0,063594",0.068347,"0,068347",21.512716,"21,512716",21.51739,"21,517390",553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,9781c5f7-4c67-44dc-8717-e72c70e1fd27,911L,
56,S,s210-w1121BR,Pseudo,Lichtsein,WISSEL_GW,1122,1121B,e6ee4a5a-0897-4ef5-9d12-7e31d1d4c031,704a8f48-7ea6-4b2c-8bfc-063ea00cfa94,b7f1982c-2757-4f3a-9668-d823b9faadaf,78768d6c-5e46-5363-3e82-edc7a53e5fa6,,0.778864,"0,778864",0.883433,"0,883433",19.014552,"19,014552",19.119526,"19,119526",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,b4f3736b-f361-413a-b779-bb1db6fda057,1109L,133_1109L_18.2
57,S,s9002-w65V,Pseudo,Bordsein,WISSEL_GW,9002,65,63e24f4b-fd67-4e42-bf21-f5c8b294bdc2,44d18179-056a-4e19-80e5-aac927520b17,486be6e5-cb98-4d93-ad7c-a2a953a010af,6c8e26fa-e921-4a77-a8d9-9b81371646f6,,0.157245,"0,157245",0.527729,"0,527729",100.143167,"100,143167",100.516317,"100,516317",861,,861,861__,Delden Raccordement,Ddn-Ddnr,Delden - Delden raccordement ,4e81fda6-05b0-49f5-9cf4-483744ead5f9,79R,031_79R_37.5
58,W,19,Benoemd,,,,,,,,,b24d2566-3483-4c2e-b908-d4dad7d2f691,0,"0,000000",0.004499,"0,004499",201.044941,"201,044941",201.040449,"201,040449",804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,5188c1ea-dcfa-45ce-b051-0a01d44be0ee,19V,
59,W,381,Benoemd,,,,,,,,,33b71deb-a7fd-4e86-808f-bb1891458452,0.024297,"0,024297",0.064394,"0,064394",84.333283,"84,333283",84.372925,"84,372925",555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,d6e0b5b3-4798-4a17-b8c1-4e0e84342707,369P,
60,W,K63,Benoemd,,,,,,,,,5cdcf52b-d861-482c-965f-a9264d7d782f,0.027241,"0,027241",0.028516,"0,028516",88.826615,"88,826615",88.827876,"88,827876",608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,863af53a-1d13-49f6-9c3c-e3c5deb613e7,65L,
