zaaknummer;zaaktype_id;soort_melding;datum_melding;datum_afgehandeld;status_melding
5380857;478;Melding groen 30 dagen;2021-05-15  11:00:23;2021-05-28  12:51:53;afgehandeld
5372310;478;Melding groen 30 dagen;2021-05-13  10:19:52;2021-05-20  10:19:33;afgehandeld
5362312;568;"Verzoek om advies; Realisatie";2021-05-11  09:38:57;2021-05-11  10:06:37;afgehandeld
5356336;3316;Melding riolen, pompen en gemalen;2021-05-08  16:00:28;2021-05-10  10:54:19;afgehandeld
5324013;5316;Melding openbare ruimte categorie Overlast;2021-04-29  14:38:35;2021-04-29  15:48:32;afgehandeld
5310300;478;Melding groen 30 dagen;2021-04-24  08:57:05;2021-04-29  09:53:49;afgehandeld
5296615;1602;Opdracht offerte rioolaansluiting;2021-04-20  12:04:33;2021-05-03  10:45:34;afgehandeld
5289994;568;"Verzoek om advies; Realisatie";2021-04-19  07:28:49;2021-04-19  08:44:49;afgehandeld
5277931;5849;Melding parkeren;2021-04-14  09:03:01;2021-04-20  16:39:12;afgehandeld
5271697;478;Melding groen 30 dagen;2021-04-12  14:41:25;2021-04-14  07:23:31;afgehandeld
5262865;568;"Verzoek om advies; Realisatie";2021-04-09  10:41:21;2021-04-09  11:14:13;afgehandeld
5246357;568;"Verzoek om advies; Realisatie";2021-04-07  07:22:54;2021-04-08  08:17:21;afgehandeld
5241953;477;Melding wegen en bestrating;2021-04-06  14:54:57;2021-04-21  10:26:27;afgehandeld
5238146;568;"Verzoek om advies; Realisatie";2021-04-06  10:33:36;2021-04-09  11:16:31;afgehandeld
5223438;469;Melding openbare (verkeers)lichten;2021-04-01  11:34:21;2021-04-01  14:10:13;afgehandeld
5204939;568;"Verzoek om advies; Realisatie";2021-03-30  10:47:01;2021-03-30  10:53:11;afgehandeld
5203087;5850;MOR Melding afval;2021-03-30  08:54:40;2021-04-16  15:20:41;afgehandeld
5186913;1529;Melding realisatie projectleiders;2021-03-25  20:09:38;2021-03-30  08:16:10;afgehandeld
5185246;3367;MOR Melding dumping;2021-03-25  15:28:37;2021-03-26  10:21:24;afgehandeld
5183665;568;"Verzoek om advies; Realisatie";2021-03-25  13:49:25;2021-03-26  08:49:58;afgehandeld
5180309;1602;Opdracht offerte rioolaansluiting;2021-03-25  10:01:37;2021-03-30  15:11:36;afgehandeld
5166316;568;"Verzoek om advies; Realisatie";2021-03-23  14:34:03;2021-03-24  08:25:58;afgehandeld
5157457;568;"Verzoek om advies; Realisatie";2021-03-22  15:01:53;2021-03-23  09:15:32;afgehandeld
5152811;3327;MOR Melding watergangen;2021-03-19  14:54:45;2021-04-29  13:26:28;afgehandeld
5143862;568;"Verzoek om advies; Realisatie";2021-03-18  11:04:52;2021-03-18  12:32:33;afgehandeld
5136876;478;Melding groen 30 dagen;2021-03-17  16:29:43;2021-04-06  08:11:23;afgehandeld
5117568;1529;Melding realisatie projectleiders;2021-03-16  10:41:18;2021-05-19  17:09:14;afgehandeld
5116549;478;Melding groen 30 dagen;2021-03-16  08:56:24;2021-03-24  14:45:12;afgehandeld
5108198;478;Melding groen 30 dagen;2021-03-15  10:27:18;2021-03-31  09:13:39;afgehandeld
5070269;1529;Melding realisatie projectleiders;2021-03-08  14:48:49;2021-08-17  09:37:48;afgehandeld
5067166;5689;Melding straatmeubilair;2021-03-07  22:32:15;2021-03-12  10:10:29;afgehandeld
5066720;3318;MOR Melding verkeersvoorzieningen;2021-03-07  09:36:50;2021-10-13  10:06:08;afgehandeld
5065984;3310;Melding brug, tunnel of viaduct;2021-03-05  16:46:55;2021-03-08  11:37:52;afgehandeld
5064986;3268;MOR Melding bomen;2021-03-05  13:08:52;2021-06-02  15:08:29;afgehandeld
5064657;478;Melding groen 30 dagen;2021-03-05  12:12:01;2021-03-08  11:06:07;afgehandeld
5060294;568;"Verzoek om advies; Realisatie";2021-03-04  13:43:45;2021-03-05  08:25:58;afgehandeld
5053118;478;Melding groen 30 dagen;2021-03-03  16:39:39;2021-03-08  11:56:02;afgehandeld
5044465;478;Melding groen 30 dagen;2021-03-01  15:46:44;2021-04-07  13:36:45;afgehandeld
5043160;5849;Melding parkeren;2021-03-01  13:02:00;2021-03-02  10:16:24;afgehandeld
5038223;5849;Melding parkeren;2021-02-26  13:43:20;2021-02-26  14:10:26;afgehandeld
5033905;478;Melding groen 30 dagen;2021-02-25  14:30:41;2021-03-04  10:02:50;afgehandeld
5031632;5529;Melding havens en vaarwegen;2021-02-25  11:55:04;2021-03-11  14:51:47;afgehandeld
4962381;1529;Melding realisatie projectleiders;2021-02-02  10:29:24;2021-02-16  08:03:51;afgehandeld
4954887;478;Melding groen 30 dagen;2021-01-29  12:57:34;2021-02-18  08:02:27;afgehandeld
4954403;1432;Ontheffing verkeersregels;2021-01-29  11:25:57;2021-01-29  13:16:09;afgehandeld
4945850;478;Melding groen 30 dagen;2021-01-26  19:39:10;2021-01-27  15:49:35;afgehandeld
4942535;1432;Ontheffing verkeersregels;2021-01-26  08:40:58;2021-01-28  16:06:26;afgehandeld
4934798;478;Melding groen 30 dagen;2021-01-21  19:25:53;2021-01-25  13:48:00;afgehandeld
4927482;478;Melding groen 30 dagen;2021-01-20  10:28:39;2021-01-20  15:38:56;afgehandeld
4926543;5849;Melding parkeren;2021-01-19  22:11:12;2021-01-22  11:47:46;afgehandeld
4917031;477;Melding wegen en bestrating;2021-01-16  14:31:21;2021-02-04  10:59:10;afgehandeld
4912541;478;Melding groen 30 dagen;2021-01-14  12:16:20;2021-01-20  08:38:28;afgehandeld
4908651;2789;Terugbelverzoek Openbare Ruimte;2021-01-13  11:24:33;2021-01-14  09:39:41;afgehandeld
4905644;1432;Ontheffing verkeersregels;2021-01-12  13:04:40;2021-01-28  14:33:37;afgehandeld
4903470;477;Melding wegen en bestrating;2021-01-12  00:32:41;2021-01-15  09:40:29;afgehandeld
4899287;3367;MOR Melding dumping;2021-01-10  23:16:04;2021-01-12  15:36:39;afgehandeld
4899016;478;Melding groen 30 dagen;2021-01-10  16:25:54;2021-01-12  09:13:43;afgehandeld
4877912;3367;MOR Melding dumping;2021-01-04  19:13:34;2021-01-20  07:53:19;afgehandeld
4861323;478;Melding groen 30 dagen;2020-12-28  17:03:09;2021-10-05  08:34:30;afgehandeld
4849286;1432;Ontheffing verkeersregels;2020-12-23  08:04:01;2021-01-11  11:28:54;afgehandeld
4845057;568;"Verzoek om advies; Realisatie";2020-12-22  06:58:36;2021-01-04  10:39:24;afgehandeld
4826594;1602;Opdracht offerte rioolaansluiting;2020-12-15  13:16:58;2021-01-12  10:52:00;afgehandeld
4816196;478;Melding groen 30 dagen;2020-12-10  22:06:48;2020-12-30  08:31:18;afgehandeld
4812722;2789;Terugbelverzoek Openbare Ruimte;2020-12-10  08:42:15;2020-12-10  13:19:08;afgehandeld
4808093;2789;Terugbelverzoek Openbare Ruimte;2020-12-08  15:57:15;2020-12-09  15:08:39;afgehandeld
4782780;5849;Melding parkeren;2020-11-30  20:41:29;2020-12-01  13:51:03;afgehandeld
4757305;478;Melding groen 30 dagen;2020-11-21  00:54:15;2020-11-23  11:54:18;afgehandeld
4752019;3268;MOR Melding bomen;2020-11-19  11:40:51;2021-01-08  08:39:15;afgehandeld
4746280;478;Melding groen 30 dagen;2020-11-17  14:59:43;2020-12-17  07:53:32;afgehandeld
4741102;6029;Handhavingstraject APV;2020-11-16  13:54:32;2020-11-21  16:12:16;afgehandeld
4739695;3367;MOR Melding dumping;2020-11-16  10:30:26;2020-11-17  14:48:35;afgehandeld
4718501;478;Melding groen 30 dagen;2020-11-08  17:54:29;2020-11-09  14:11:37;afgehandeld
4718264;3318;MOR Melding verkeersvoorzieningen;2020-11-08  11:56:46;2021-10-21  14:59:21;afgehandeld
4711642;6029;Handhavingstraject APV;2020-11-05  10:12:57;2020-11-10  07:47:09;afgehandeld
4707658;478;Melding groen 30 dagen;2020-11-04  09:08:01;2021-01-06  09:10:28;afgehandeld
4705661;3314;MOR Melding onderhoud speelplaats;2020-11-03  13:59:06;2020-12-08  16:23:33;afgehandeld
4688957;568;"Verzoek om advies; Realisatie";2020-10-28  14:14:20;2020-10-30  10:17:58;afgehandeld
4678835;478;Melding groen 30 dagen;2020-10-26  09:13:39;2020-10-30  14:01:35;afgehandeld
4676556;478;Melding groen 30 dagen;2020-10-23  14:59:15;2020-10-26  16:46:51;afgehandeld
4674754;568;"Verzoek om advies; Realisatie";2020-10-23  09:31:54;2020-10-23  15:08:12;afgehandeld
4670939;568;"Verzoek om advies; Realisatie";2020-10-22  09:25:29;2020-10-22  10:29:32;afgehandeld
4660348;478;Melding groen 30 dagen;2020-10-19  10:38:54;2020-10-20  09:57:25;afgehandeld
4658123;1529;Melding realisatie projectleiders;2020-10-16  17:52:13;2020-11-04  11:35:44;afgehandeld
4649637;5849;Melding parkeren;2020-10-14  07:55:22;2020-10-16  10:04:35;afgehandeld
4637462;6029;Handhavingstraject APV;2020-10-08  15:55:25;2020-10-15  07:17:43;afgehandeld
4635925;568;"Verzoek om advies; Realisatie";2020-10-08  11:59:46;2020-10-09  10:15:27;afgehandeld
4633734;1529;Melding realisatie projectleiders;2020-10-07  15:58:15;2020-10-13  11:14:32;afgehandeld
4625192;477;Melding wegen en bestrating;2020-10-05  13:44:14;2020-10-27  13:44:07;afgehandeld
4624497;2789;Terugbelverzoek Openbare Ruimte;2020-10-05  12:06:14;2020-10-15  12:18:07;afgehandeld
4616196;1602;Opdracht offerte rioolaansluiting;2020-10-01  13:11:09;2020-10-28  14:14:50;afgehandeld
4614198;568;"Verzoek om advies; Realisatie";2020-10-01  07:15:45;2020-10-01  11:18:02;afgehandeld
4611167;568;"Verzoek om advies; Realisatie";2020-09-30  09:20:03;2020-10-01  11:33:30;afgehandeld
4594887;1529;Melding realisatie projectleiders;2020-09-24  08:49:30;2020-11-23  12:48:01;afgehandeld
4591260;5849;Melding parkeren;2020-09-22  18:02:39;2020-09-24  11:30:55;afgehandeld
4588483;568;"Verzoek om advies; Realisatie";2020-09-22  09:16:06;2020-09-25  08:03:56;afgehandeld
4586584;568;"Verzoek om advies; Realisatie";2020-09-21  13:38:52;2020-10-29  10:46:11;afgehandeld
4585806;568;"Verzoek om advies; Realisatie";2020-09-21  11:53:59;2020-09-23  08:55:37;afgehandeld
4581476;6029;Handhavingstraject APV;2020-09-18  10:27:11;2020-09-22  19:25:21;afgehandeld
4580725;5849;Melding parkeren;2020-09-17  20:50:14;2020-09-18  08:16:59;afgehandeld
4578205;477;Melding wegen en bestrating;2020-09-17  10:00:21;2020-09-24  14:54:55;afgehandeld
4577335;1529;Melding realisatie projectleiders;2020-09-16  20:47:45;2020-10-21  14:31:32;afgehandeld
4564436;478;Melding groen 30 dagen;2020-09-11  08:36:12;2020-11-10  11:26:20;afgehandeld
4563707;3367;MOR Melding dumping;2020-09-10  16:03:44;2020-09-16  15:47:50;afgehandeld
4560503;2789;Terugbelverzoek Openbare Ruimte;2020-09-09  19:59:47;2020-09-12  12:23:10;afgehandeld
4558688;3268;MOR Melding bomen;2020-09-09  12:24:13;2020-09-15  14:00:10;afgehandeld
4551404;478;Melding groen 30 dagen;2020-09-07  13:34:05;2020-09-08  08:50:22;afgehandeld
4545941;568;"Verzoek om advies; Realisatie";2020-09-04  10:32:09;2020-09-08  10:48:47;afgehandeld
4539334;478;Melding groen 30 dagen;2020-09-02  11:26:31;2020-09-18  13:48:50;afgehandeld
4538538;478;Melding groen 30 dagen;2020-09-02  09:20:11;2020-09-08  08:45:46;afgehandeld
4530565;5849;Melding parkeren;2020-08-31  09:48:46;2020-09-08  08:33:54;afgehandeld
4529502;3367;MOR Melding dumping;2020-08-30  11:23:35;2020-09-08  15:32:31;afgehandeld
4527042;568;"Verzoek om advies; Realisatie";2020-08-28  10:56:10;2020-09-01  09:21:42;afgehandeld
4524865;5849;Melding parkeren;2020-08-27  13:41:52;2020-09-04  14:40:45;afgehandeld
4521517;478;Melding groen 30 dagen;2020-08-26  14:18:39;2020-08-28  10:56:32;afgehandeld
4518196;3327;MOR Melding watergangen;2020-08-25  20:53:53;2020-11-27  15:33:13;afgehandeld
4515583;2789;Terugbelverzoek Openbare Ruimte;2020-08-25  10:10:49;2020-08-25  10:14:59;afgehandeld
4507126;478;Melding groen 30 dagen;2020-08-21  08:38:41;2020-11-02  16:12:17;afgehandeld
4501622;478;Melding groen 30 dagen;2020-08-19  12:17:12;2020-08-20  15:31:30;afgehandeld
4499753;5849;Melding parkeren;2020-08-18  19:31:08;2020-09-01  11:24:14;afgehandeld
4496226;568;"Verzoek om advies; Realisatie";2020-08-18  06:53:36;2020-08-18  12:10:40;afgehandeld
4495457;2789;Terugbelverzoek Openbare Ruimte;2020-08-17  16:06:27;2020-08-18  11:28:00;afgehandeld
4491336;478;Melding groen 30 dagen;2020-08-15  13:04:24;2020-08-18  09:57:25;afgehandeld
4483067;478;Melding groen 30 dagen;2020-08-11  22:17:24;2020-10-01  12:11:13;afgehandeld
4476708;5849;Melding parkeren;2020-08-08  20:12:18;2020-08-20  13:36:00;afgehandeld
4469259;6029;Handhavingstraject APV;2020-08-05  09:38:10;2020-08-06  07:12:47;afgehandeld
4465311;5849;Melding parkeren;2020-08-03  18:53:37;2020-08-12  14:09:17;afgehandeld
4460962;5689;Melding straatmeubilair;2020-07-31  17:27:12;2020-08-07  09:54:40;afgehandeld
4452998;478;Melding groen 30 dagen;2020-07-29  06:30:57;2020-09-14  14:50:29;afgehandeld
4445877;478;Melding groen 30 dagen;2020-07-26  11:40:30;2020-12-03  14:08:51;afgehandeld
4435059;478;Melding groen 30 dagen;2020-07-21  15:43:18;2020-07-22  13:15:43;afgehandeld
4432704;568;"Verzoek om advies; Realisatie";2020-07-21  09:13:56;2020-07-21  09:35:34;afgehandeld
4425624;478;Melding groen 30 dagen;2020-07-17  09:16:57;2020-07-17  14:16:42;afgehandeld
4423138;478;Melding groen 30 dagen;2020-07-16  13:00:20;2020-07-29  08:04:59;afgehandeld
4420510;1242;Terugbelverzoek;2020-07-15  16:43:39;2020-09-04  08:30:10;afgehandeld
4407995;6029;Handhavingstraject APV;2020-07-11  10:40:37;2020-07-17  07:48:48;afgehandeld
4401603;3367;MOR Melding dumping;2020-07-09  07:53:37;2020-07-10  12:52:33;afgehandeld
4396460;5849;Melding parkeren;2020-07-07  13:28:43;2020-07-23  12:02:08;afgehandeld
4390434;5849;Melding parkeren;2020-07-06  08:56:02;2020-07-09  16:36:51;afgehandeld
4377934;5849;Melding parkeren;2020-07-01  08:33:34;2020-07-03  11:49:17;afgehandeld
4370081;3268;MOR Melding bomen;2020-06-29  10:25:53;2020-06-30  13:34:33;afgehandeld
4367391;478;Melding groen 30 dagen;2020-06-26  14:44:46;2020-07-02  08:38:35;afgehandeld
4366812;1432;Ontheffing verkeersregels;2020-06-26  13:00:33;2020-07-13  11:28:12;afgehandeld
4365557;3268;MOR Melding bomen;2020-06-26  08:48:23;2021-01-28  16:08:15;afgehandeld
4362298;5850;MOR Melding afval;2020-06-25  10:01:23;2020-06-26  09:41:09;afgehandeld
4355624;5529;Melding havens en vaarwegen;2020-06-23  11:00:22;2020-07-02  12:54:38;afgehandeld
4350870;3367;MOR Melding dumping;2020-06-22  09:12:00;2020-06-25  12:31:45;afgehandeld
4350361;5849;Melding parkeren;2020-06-21  21:10:29;2020-06-22  11:51:59;afgehandeld
4345369;2789;Terugbelverzoek Openbare Ruimte;2020-06-18  14:32:05;2020-06-23  08:39:02;afgehandeld
4342850;568;"Verzoek om advies; Realisatie";2020-06-18  09:21:32;2020-06-19  08:49:39;afgehandeld
4339727;3268;MOR Melding bomen;2020-06-17  11:45:51;2021-01-28  15:31:20;afgehandeld
4335891;1602;Opdracht offerte rioolaansluiting;2020-06-16  14:00:02;2020-07-07  10:17:17;afgehandeld
4332270;3367;MOR Melding dumping;2020-06-15  16:37:30;2020-06-17  15:52:16;afgehandeld
4330444;568;"Verzoek om advies; Realisatie";2020-06-15  12:20:27;2020-06-16  09:21:18;afgehandeld
4327840;6029;Handhavingstraject APV;2020-06-13  21:15:21;2020-07-03  09:09:03;afgehandeld
4326784;5849;Melding parkeren;2020-06-12  14:47:19;2020-06-15  08:38:03;afgehandeld
4325856;1432;Ontheffing verkeersregels;2020-06-12  11:31:54;2020-06-25  15:10:00;afgehandeld
4320188;478;Melding groen 30 dagen;2020-06-10  21:10:50;2020-06-18  13:10:48;afgehandeld
4319714;568;"Verzoek om advies; Realisatie";2020-06-10  16:02:07;2020-06-11  08:57:26;afgehandeld
4318521;3367;MOR Melding dumping;2020-06-10  13:23:03;2020-08-20  12:31:56;afgehandeld
4315219;568;"Verzoek om advies; Realisatie";2020-06-09  15:18:53;2020-06-11  08:54:10;afgehandeld
4312412;2789;Terugbelverzoek Openbare Ruimte;2020-06-09  09:27:15;2020-07-16  15:39:13;afgehandeld
4311128;5849;Melding parkeren;2020-06-08  16:53:18;2020-06-12  19:39:19;afgehandeld
4307576;5849;Melding parkeren;2020-06-08  09:45:45;2020-06-12  19:49:57;afgehandeld
4304594;5849;Melding parkeren;2020-06-05  15:58:42;2020-06-10  09:28:14;afgehandeld
4302482;3367;MOR Melding dumping;2020-06-05  12:13:51;2020-06-12  07:40:32;afgehandeld
4302168;429;Melding algemeen Straattoezicht;2020-06-05  12:12:36;2020-06-25  16:42:22;afgehandeld
4302073;5316;Melding openbare ruimte categorie Overlast;2020-06-05  12:12:16;2020-06-10  09:07:47;afgehandeld
