FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2015_25.1,200960,2,960,283,834.23,551.23,8.04,-,- - - - - -,1,,,"POLYGON ((211011.49379999936 613957.5872999988, 210997.4728000015 614158.0975000001, 211196.98550000042 614172.0489000008, 211211.00649999827 613971.5384999998, 211011.49379999936 613957.5872999988))"
trend_2015_25.2,200980,2,980,267,845.91,578.91,9.42,-,- - - - - -,1,,,"POLYGON ((211211.49390000105 613971.5872999988, 211195.066300001 614206.5135000013, 211394.5791000016 614220.4648999982, 211411.00679999962 613985.5384999998, 211211.49390000105 613971.5872999988))"
trend_2015_25.3,201000,2,1000,257,858.15,601.15,7.09,-,- - - - - -,1,,,"POLYGON ((211410.49390000105 613985.5868000016, 211398.12950000167 614162.4048999995, 211597.64229999855 614176.3563000001, 211610.00679999962 613999.5381000005, 211410.49390000105 613985.5868000016))"
trend_2015_25.4,201020,2,1020,252,854.18,602.18,7.71,-,- - - - - -,1,,,"POLYGON ((211609.4941000007 613999.5868999995, 211596.04850000143 614191.8673, 211795.5612999983 614205.8187999986, 211809.00690000132 614013.5381000005, 211609.4941000007 613999.5868999995))"
trend_2015_25.5,201040,2,1040,200,874.9,674.9,9.56,-,- - - - - -,1,,,"POLYGON ((211810.49379999936 614013.5870999992, 211793.82189999893 614252.004900001, 211993.33480000123 614265.9563000016, 212010.00649999827 614027.5383000001, 211810.49379999936 614013.5870999992))"
trend_2015_25.6,304800,3,4800,183,200.04,17.04,-0.24,>2025,- - - - - -,3,,,"POLYGON ((170376.19049999863 604489.2465000004, 170380.50649999827 604493.4145000018, 170519.43809999898 604349.5465000011, 170515.12209999934 604345.3784999996, 170376.19049999863 604489.2465000004))"
trend_2015_25.7,304820,3,4820,201,217.64,16.64,0.55,-,- - - - - -,1,,,"POLYGON ((170377.12209999934 604489.3784999996, 170367.2313000001 604479.8271000013, 170228.29980000108 604623.6948999986, 170238.19049999863 604633.2465000004, 170377.12209999934 604489.3784999996))"
trend_2015_25.8,304840,3,4840,210,212.07,2.07,-0.07,>2025,- - - - - -,3,,,"POLYGON ((170099.19079999998 604777.2465000004, 170100.4497999996 604778.4622999988, 170239.3812999986 604634.5943000019, 170238.12249999866 604633.3784999996, 170099.19079999998 604777.2465000004))"
trend_2015_25.9,304860,3,4860,201,209.89,8.89,-0.21,>2025,- - - - - -,3,,,"POLYGON ((169960.19029999897 604921.2465000004, 169963.9668999985 604924.8935000002, 170102.8984999992 604781.0254999995, 170099.12189999968 604777.3784999996, 169960.19029999897 604921.2465000004))"
trend_2015_25.10,304880,3,4880,179,192.41,13.41,-0.55,>2025,- - - - - -,3,,,"POLYGON ((169821.19079999998 605065.2465000004, 169831.08150000125 605074.7980999984, 169970.01330000162 604930.9301000014, 169960.122299999 604921.3784999996, 169821.19079999998 605065.2465000004))"
trend_2015_25.11,304900,3,4900,140,168.12,28.12,-0.44,>2025,- - - - - -,3,,,"POLYGON ((169683.19079999998 605209.2468000017, 169691.10350000113 605216.8878999986, 169830.03510000184 605073.0199000016, 169822.122299999 605065.378800001, 169683.19079999998 605209.2468000017))"
trend_2015_25.12,304901,3,4901,142,167.16,25.16,-0.33,>2025,- - - - - -,3,,,"POLYGON ((169622.41849999875 605295.1138000004, 169628.9197999984 605300.1928999983, 169752.05189999938 605142.5907999985, 169745.5507999994 605137.511500001, 169622.41849999875 605295.1138000004))"
trend_2015_25.13,304902,3,4902,141,168.93,27.93,-0.19,>2025,- - - - - -,3,,,"POLYGON ((169563.32449999824 605402.6543000005, 169567.3958999999 605405.1008000001, 169670.4037999995 605233.6673000008, 169666.33210000023 605231.2208999991, 169563.32449999824 605402.6543000005))"
