objectid;straat;type_en_merk;aantal;geo_shape;geo_point_2d
1504;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476684178112245, 51.447339132284455], ""type"": ""Point""}";51.447339132284455, 5.476684178112245
1505;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476680754101496, 51.44731694189965], ""type"": ""Point""}";51.44731694189965, 5.476680754101496
1510;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476663594804756, 51.44719328901849], ""type"": ""Point""}";51.44719328901849, 5.476663594804756
1511;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476661851775917, 51.447170036678536], ""type"": ""Point""}";51.447170036678536, 5.476661851775917
1517;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.476582906536544, 51.446589815984375], ""type"": ""Point""}";51.446589815984375, 5.476582906536544
1521;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4766360871214745, 51.44697134403004], ""type"": ""Point""}";51.44697134403004, 5.4766360871214745
1528;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476617178749643, 51.44681386813162], ""type"": ""Point""}";51.44681386813162, 5.476617178749643
1529;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476612055320603, 51.44679061838673], ""type"": ""Point""}";51.44679061838673, 5.476612055320603
1531;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476606900708014, 51.446744114985485], ""type"": ""Point""}";51.446744114985485, 5.476606900708014
1533;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4766000322520245, 51.4466965612261], ""type"": ""Point""}";51.4466965612261, 5.4766000322520245
1538;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.476508968683248, 51.445972611999764], ""type"": ""Point""}";51.445972611999764, 5.476508968683248
1541;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476500371915789, 51.445901796888236], ""type"": ""Point""}";51.445901796888236, 5.476500371915789
1545;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476488361716322, 51.4458140767113], ""type"": ""Point""}";51.4458140767113, 5.476488361716322
1547;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476483203300418, 51.445772858640986], ""type"": ""Point""}";51.445772858640986, 5.476483203300418
1548;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476479779505778, 51.44575066824802], ""type"": ""Point""}";51.44575066824802, 5.476479779505778
1553;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4764574547103875, 51.445581572585624], ""type"": ""Point""}";51.445581572585624, 5.4764574547103875
1452;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476736063353906, 51.44792465004512], ""type"": ""Point""}";51.44792465004512, 5.476736063353906
1456;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.476316270863551, 51.44776854239274], ""type"": ""Point""}";51.44776854239274, 5.476316270863551
1466;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.476388795548933, 51.447662789132245], ""type"": ""Point""}";51.447662789132245, 5.476388795548933
1467;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.476199553848332, 51.447770744015536], ""type"": ""Point""}";51.447770744015536, 5.476199553848332
1471;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.476015181390025, 51.44777194548163], ""type"": ""Point""}";51.44777194548163, 5.476015181390025
1472;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.475966125948457, 51.44777092223314], ""type"": ""Point""}";51.44777092223314, 5.475966125948457
1473;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.475917070526558, 51.447769907952726], ""type"": ""Point""}";51.447769907952726, 5.475917070526558
1479;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.475637943077063, 51.44776377433249], ""type"": ""Point""}";51.44776377433249, 5.475637943077063
1482;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.475746006732373, 51.44766116746819], ""type"": ""Point""}";51.44766116746819, 5.475746006732373
1485;Gildelaan;Parkeerplaats;1.0;"{""coordinates"": [5.475894868058947, 51.44766316648662], ""type"": ""Point""}";51.44766316648662, 5.475894868058947
1489;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476539050179673, 51.447516814842665], ""type"": ""Point""}";51.447516814842665, 5.476539050179673
1490;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476535624149098, 51.447493563792804], ""type"": ""Point""}";51.447493563792804, 5.476535624149098
1557;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476447152381204, 51.4454991364296], ""type"": ""Point""}";51.4454991364296, 5.476447152381204
1558;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476445417792572, 51.44548010875108], ""type"": ""Point""}";51.44548010875108, 5.476445417792572
1564;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474825161185248, 51.44633061580918], ""type"": ""Point""}";51.44633061580918, 5.474825161185248
1565;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474904996951089, 51.44632342767568], ""type"": ""Point""}";51.44632342767568, 5.474904996951089
1601;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47432578475668, 51.44515743031393], ""type"": ""Point""}";51.44515743031393, 5.47432578475668
1606;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.473905237154978, 51.44512361437647], ""type"": ""Point""}";51.44512361437647, 5.473905237154978
1607;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474000855278183, 51.44514914283359], ""type"": ""Point""}";51.44514914283359, 5.474000855278183
1626;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4728713536988405, 51.4447357818887], ""type"": ""Point""}";51.4447357818887, 5.4728713536988405
1628;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.472936041441259, 51.444752111609134], ""type"": ""Point""}";51.444752111609134, 5.472936041441259
1629;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4729709991554305, 51.4447619194559], ""type"": ""Point""}";51.4447619194559, 5.4729709991554305
1633;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476908016203171, 51.44871785729487], ""type"": ""Point""}";51.44871785729487, 5.476908016203171
1634;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476904197971803, 51.4487001345889], ""type"": ""Point""}";51.4487001345889, 5.476904197971803
1638;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476892701920343, 51.44861860726267], ""type"": ""Point""}";51.44861860726267, 5.476892701920343
1570;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.473737109416314, 51.44708588451806], ""type"": ""Point""}";51.44708588451806, 5.473737109416314
1575;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.4738698250264575, 51.4468814284468], ""type"": ""Point""}";51.4468814284468, 5.4738698250264575
1581;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474154318346289, 51.44650577764798], ""type"": ""Point""}";51.44650577764798, 5.474154318346289
1583;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474011628735111, 51.44646429359892], ""type"": ""Point""}";51.44646429359892, 5.474011628735111
1588;Dr Willem Dreesstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47409509353, 51.446360870642955], ""type"": ""Point""}";51.446360870642955, 5.47409509353
1596;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.474486959736914, 51.445201668631505], ""type"": ""Point""}";51.445201668631505, 5.474486959736914
1599;Pastoor Petersstraat;Parkeerplaats;1.0;"{""coordinates"": [5.47438862260899, 51.44517615159834], ""type"": ""Point""}";51.44517615159834, 5.47438862260899
1641;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.47694616797225, 51.44888678783234], ""type"": ""Point""}";51.44888678783234, 5.47694616797225
1650;Veldmaarschalk Montgomerylaan;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.476990132595131, 51.44912189741399], ""type"": ""Point""}";51.44912189741399, 5.476990132595131
1651;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476986300339094, 51.44909708266514], ""type"": ""Point""}";51.44909708266514, 5.476986300339094
1654;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.476976728102824, 51.449035652520784], ""type"": ""Point""}";51.449035652520784, 5.476976728102824
1716;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477277931058352, 51.45060806765865], ""type"": ""Point""}";51.45060806765865, 5.477277931058352
1717;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.47728355517705, 51.450636782089546], ""type"": ""Point""}";51.450636782089546, 5.47728355517705
1722;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477304693637892, 51.45075599137432], ""type"": ""Point""}";51.45075599137432, 5.477304693637892
1723;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477307507976339, 51.45077513505097], ""type"": ""Point""}";51.45077513505097, 5.477307507976339
1729;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477331407601912, 51.45088650407779], ""type"": ""Point""}";51.45088650407779, 5.477331407601912
1730;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477335619138789, 51.450906518572374], ""type"": ""Point""}";51.450906518572374, 5.477335619138789
1733;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477384052951638, 51.45120261260233], ""type"": ""Point""}";51.45120261260233, 5.477384052951638
1735;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.47739513713947, 51.45124968663776], ""type"": ""Point""}";51.45124968663776, 5.47739513713947
1742;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477430018118798, 51.451421325113394], ""type"": ""Point""}";51.451421325113394, 5.477430018118798
1745;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477444269676996, 51.45148409089584], ""type"": ""Point""}";51.45148409089584, 5.477444269676996
1750;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4774617681369255, 51.45160276364763], ""type"": ""Point""}";51.45160276364763, 5.4774617681369255
1759;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477493573579048, 51.4518048041453], ""type"": ""Point""}";51.4518048041453, 5.477493573579048
1763;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.4773522506828, 51.45179510702727], ""type"": ""Point""}";51.45179510702727, 5.4773522506828
1658;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477013011736113, 51.44921994610237], ""type"": ""Point""}";51.44921994610237, 5.477013011736113
1662;Veldmaarschalk Montgomerylaan;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.477068408375343, 51.449503486745485], ""type"": ""Point""}";51.449503486745485, 5.477068408375343
1664;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477058859210252, 51.44945386769722], ""type"": ""Point""}";51.44945386769722, 5.477058859210252
1668;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477043557920617, 51.44936881078118], ""type"": ""Point""}";51.44936881078118, 5.477043557920617
1670;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477030234679957, 51.44932391369165], ""type"": ""Point""}";51.44932391369165, 5.477030234679957
1674;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477092154855742, 51.44963268047027], ""type"": ""Point""}";51.44963268047027, 5.477092154855742
1678;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477111838599707, 51.44972230023594], ""type"": ""Point""}";51.44972230023594, 5.477111838599707
1680;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477118881950906, 51.4497632022096], ""type"": ""Point""}";51.4497632022096, 5.477118881950906
1681;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4771231001472716, 51.44978669532132], ""type"": ""Point""}";51.44978669532132, 5.4771231001472716
1682;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477125933873662, 51.44980844570124], ""type"": ""Point""}";51.44980844570124, 5.477125933873662
1684;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477134376094918, 51.44985108140555], ""type"": ""Point""}";51.44985108140555, 5.477134376094918
1689;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477156869082899, 51.44995722914669], ""type"": ""Point""}";51.44995722914669, 5.477156869082899
1694;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477177959884109, 51.45005989935326], ""type"": ""Point""}";51.45005989935326, 5.477177959884109
1695;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4771821873824225, 51.45008078574252], ""type"": ""Point""}";51.45008078574252, 5.4771821873824225
1696;Veldmaarschalk Montgomerylaan;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.477190724136384, 51.450171286007624], ""type"": ""Point""}";51.450171286007624, 5.477190724136384
1704;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477224492974799, 51.45034878602455], ""type"": ""Point""}";51.45034878602455, 5.477224492974799
1705;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.4772273164776575, 51.45036531399514], ""type"": ""Point""}";51.45036531399514, 5.4772273164776575
1706;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477231522757476, 51.450382712796824], ""type"": ""Point""}";51.450382712796824, 5.477231522757476
1707;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477237131365165, 51.45040359811563], ""type"": ""Point""}";51.45040359811563, 5.477237131365165
1709;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477245587535608, 51.45045319102584], ""type"": ""Point""}";51.45045319102584, 5.477245587535608
1766;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477324549190807, 51.45151459228011], ""type"": ""Point""}";51.45151459228011, 5.477324549190807
1768;Veldmaarschalk Montgomerylaan;Parkeerplaats;1.0;"{""coordinates"": [5.477303075798996, 51.45139354058759], ""type"": ""Point""}";51.45139354058759, 5.477303075798996
2992;Stationsplein;Parkeerplaats;1.0;"{""coordinates"": [5.4807173705878105, 51.44207716923429], ""type"": ""Point""}";51.44207716923429, 5.4807173705878105
2996;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.482076438755115, 51.441799119705465], ""type"": ""Point""}";51.441799119705465, 5.482076438755115
2999;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.482366302935314, 51.441839395060725], ""type"": ""Point""}";51.441839395060725, 5.482366302935314
3004;Stationsweg;Parkeerplaats;1.0;"{""coordinates"": [5.481778935119413, 51.441757663332055], ""type"": ""Point""}";51.441757663332055, 5.481778935119413
3233;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.471126894039081, 51.44070883494287], ""type"": ""Point""}";51.44070883494287, 5.471126894039081
3729;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483564762437719, 51.43087272916734], ""type"": ""Point""}";51.43087272916734, 5.483564762437719
3731;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.4836227668412985, 51.430884492269], ""type"": ""Point""}";51.430884492269, 5.4836227668412985
3735;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483500574466223, 51.43091531670625], ""type"": ""Point""}";51.43091531670625, 5.483500574466223
3739;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483383321264151, 51.43089493741832], ""type"": ""Point""}";51.43089493741832, 5.483383321264151
3740;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483344234656919, 51.430887086630044], ""type"": ""Point""}";51.430887086630044, 5.483344234656919
3742;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483318003258009, 51.43099503535981], ""type"": ""Point""}";51.43099503535981, 5.483318003258009
3743;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483341955688964, 51.43099974362858], ""type"": ""Point""}";51.43099974362858, 5.483341955688964
3010;Stationsweg;Parkeerplaats laden/lossen;1.0;"{""coordinates"": [5.48124495540772, 51.441680658515224], ""type"": ""Point""}";51.441680658515224, 5.48124495540772
3011;Stationsweg;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.481326971769532, 51.44169607971117], ""type"": ""Point""}";51.44169607971117, 5.481326971769532
3015;Dommelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.483857046768397, 51.44145268788074], ""type"": ""Point""}";51.44145268788074, 5.483857046768397
3019;Dommelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.484239721644584, 51.441457511083456], ""type"": ""Point""}";51.441457511083456, 5.484239721644584
3023;Frederiklaan;Parkeerplaats;1.0;"{""coordinates"": [5.467415762427452, 51.44011113454356], ""type"": ""Point""}";51.44011113454356, 5.467415762427452
3024;Frederiklaan;Parkeerplaats;1.0;"{""coordinates"": [5.467386779275308, 51.44015915402244], ""type"": ""Point""}";51.44015915402244, 5.467386779275308
3025;Frederiklaan;Parkeerplaats;1.0;"{""coordinates"": [5.467355720379357, 51.44020457719761], ""type"": ""Point""}";51.44020457719761, 5.467355720379357
3245;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487384497060593, 51.42640973541399], ""type"": ""Point""}";51.42640973541399, 5.487384497060593
3253;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487760995170703, 51.426611323616534], ""type"": ""Point""}";51.426611323616534, 5.487760995170703
3255;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.48760808718405, 51.42655588754464], ""type"": ""Point""}";51.42655588754464, 5.48760808718405
3257;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487467219400351, 51.42650275099576], ""type"": ""Point""}";51.42650275099576, 5.487467219400351
3259;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487281069331581, 51.426486704551984], ""type"": ""Point""}";51.426486704551984, 5.487281069331581
3263;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470067718773504, 51.440407520596864], ""type"": ""Point""}";51.440407520596864, 5.470067718773504
3481;Bomanshof;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.484897879275279, 51.430378184615535], ""type"": ""Point""}";51.430378184615535, 5.484897879275279
3482;Bomanshof;Parkeerplaats Gehandicapten;1.0;"{""coordinates"": [5.484950701048385, 51.430387308733984], ""type"": ""Point""}";51.430387308733984, 5.484950701048385
3485;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.48452421062203, 51.430304970163256], ""type"": ""Point""}";51.430304970163256, 5.48452421062203
3491;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484172578484505, 51.43030882307755], ""type"": ""Point""}";51.43030882307755, 5.484172578484505
3498;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484105578872828, 51.43044869777061], ""type"": ""Point""}";51.43044869777061, 5.484105578872828
3501;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.4840536815216385, 51.43055656915204], ""type"": ""Point""}";51.43055656915204, 5.4840536815216385
3504;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484022549031242, 51.43062413598271], ""type"": ""Point""}";51.43062413598271, 5.484022549031242
3509;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483970644457333, 51.430735566849094], ""type"": ""Point""}";51.430735566849094, 5.483970644457333
3510;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.4843005555979705, 51.430415978330444], ""type"": ""Point""}";51.430415978330444, 5.4843005555979705
3750;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483508512601966, 51.43109256689356], ""type"": ""Point""}";51.43109256689356, 5.483508512601966
3757;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483295441322749, 51.43105650059453], ""type"": ""Point""}";51.43105650059453, 5.483295441322749
3762;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483147776244742, 51.43095499637106], ""type"": ""Point""}";51.43095499637106, 5.483147776244742
3763;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483144020877634, 51.43096761058271], ""type"": ""Point""}";51.43096761058271, 5.483144020877634
3027;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470462854697228, 51.44374735614372], ""type"": ""Point""}";51.44374735614372, 5.470462854697228
3032;Aletta Jacobsplein;Parkeerplaats Afgekruist;1.0;"{""coordinates"": [5.47061444945715, 51.44356791467645], ""type"": ""Point""}";51.44356791467645, 5.47061444945715
3033;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470646028784797, 51.44353229691326], ""type"": ""Point""}";51.44353229691326, 5.470646028784797
3039;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470650836413716, 51.44384875750371], ""type"": ""Point""}";51.44384875750371, 5.470650836413716
3043;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470741693287084, 51.44391593654776], ""type"": ""Point""}";51.44391593654776, 5.470741693287084
3045;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470813486282193, 51.4439409364107], ""type"": ""Point""}";51.4439409364107, 5.470813486282193
3047;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.47087681435397, 51.44396199629035], ""type"": ""Point""}";51.44396199629035, 5.47087681435397
3049;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470944385736089, 51.44398304409376], ""type"": ""Point""}";51.44398304409376, 5.470944385736089
3054;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470704401430785, 51.44373044619056], ""type"": ""Point""}";51.44373044619056, 5.470704401430785
3265;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470284272398577, 51.44044999048856], ""type"": ""Point""}";51.44044999048856, 5.470284272398577
3274;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.469757034871948, 51.4402883268913], ""type"": ""Point""}";51.4402883268913, 5.469757034871948
3275;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.469834205149224, 51.440299849534455], ""type"": ""Point""}";51.440299849534455, 5.469834205149224
3278;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470013285591862, 51.44033154214619], ""type"": ""Point""}";51.44033154214619, 5.470013285591862
3279;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470062677541666, 51.44034019004808], ""type"": ""Point""}";51.44034019004808, 5.470062677541666
3282;Biesterweg;Parkeerplaats Electrisch opladen;1.0;"{""coordinates"": [5.487240279474211, 51.42634988692747], ""type"": ""Point""}";51.42634988692747, 5.487240279474211
3287;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470627703633295, 51.44046419860439], ""type"": ""Point""}";51.44046419860439, 5.470627703633295
3290;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470833040590252, 51.440515160823], ""type"": ""Point""}";51.440515160823, 5.470833040590252
3291;Gagelstraat;Parkeerplaats;1.0;"{""coordinates"": [5.470900984564851, 51.44053825781006], ""type"": ""Point""}";51.44053825781006, 5.470900984564851
3514;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484394107227965, 51.43042820577522], ""type"": ""Point""}";51.43042820577522, 5.484394107227965
3518;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484538905621147, 51.43045270480371], ""type"": ""Point""}";51.43045270480371, 5.484538905621147
3520;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484614750828895, 51.43046926143924], ""type"": ""Point""}";51.43046926143924, 5.484614750828895
3522;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484647260763052, 51.43047477126108], ""type"": ""Point""}";51.43047477126108, 5.484647260763052
3524;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.484708324931398, 51.430485182960325], ""type"": ""Point""}";51.430485182960325, 5.484708324931398
3767;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.48310135611978, 51.431056660623284], ""type"": ""Point""}";51.431056660623284, 5.48310135611978
3769;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483125460492187, 51.43112676145206], ""type"": ""Point""}";51.43112676145206, 5.483125460492187
3785;Jan Smitzlaan;Parkeerplaats;1.0;"{""coordinates"": [5.481876365639822, 51.43260345539575], ""type"": ""Point""}";51.43260345539575, 5.481876365639822
3789;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483753341216371, 51.43089788865025], ""type"": ""Point""}";51.43089788865025, 5.483753341216371
3792;Bomanshof;Parkeerplaats;1.0;"{""coordinates"": [5.483659749215942, 51.431094014713324], ""type"": ""Point""}";51.431094014713324, 5.483659749215942
3057;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470781535591946, 51.44379746426432], ""type"": ""Point""}";51.44379746426432, 5.470781535591946
3059;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.4708259453113355, 51.44383243423691], ""type"": ""Point""}";51.44383243423691, 5.4708259453113355
3061;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470888997660826, 51.443860091990544], ""type"": ""Point""}";51.443860091990544, 5.470888997660826
3062;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470921682282588, 51.443870279610714], ""type"": ""Point""}";51.443870279610714, 5.470921682282588
3066;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470741605798754, 51.44365603826305], ""type"": ""Point""}";51.44365603826305, 5.470741605798754
3067;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470769643221911, 51.44367351907145], ""type"": ""Point""}";51.44367351907145, 5.470769643221911
3069;Aletta Jacobsplein;Parkeerplaats;1.0;"{""coordinates"": [5.470811713576625, 51.443711403058], ""type"": ""Point""}";51.443711403058, 5.470811713576625
3294;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487213759904712, 51.42627513286671], ""type"": ""Point""}";51.42627513286671, 5.487213759904712
3296;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487116713120916, 51.426317876467465], ""type"": ""Point""}";51.426317876467465, 5.487116713120916
3302;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.48700738478593, 51.425978539632375], ""type"": ""Point""}";51.425978539632375, 5.48700738478593
3304;Biesterweg;Parkeerplaats;1.0;"{""coordinates"": [5.487162695582609, 51.42619337971364], ""type"": ""Point""}";51.42619337971364, 5.487162695582609
