OBJECTID,KMLINT,KMLINT_OMSCHRIJVING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Area,Shape__Length
15,Zl-Lw,Zwolle - Leeuwarden ,199624.25217554,539718.75,52.84282701,6.04951831,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,67832844.6027285,184746.94193458
16,Hea-Emn,Herfte Aansl. - Emmen ,245410.8483249,518295.03599999,52.6446292,6.72307086,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53207789.3074621,146655.692131906
17,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,203389.77889898,501560.34999999,52.49959742,6.09981958,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2422267.393067,9227.86713644783
18,Zl-Wdn,Zwolle - Wierden ,210355.92475097,494920.45,52.43926607,6.20129778,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,27996416.42029,76745.0570276741
19,Ah-Zl,Arnhem - Zwolle ,212109.5891274,470194.59999999,52.21687788,6.22289089,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52690677.5377275,147322.86535979
20,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,182029.66828706,504697.93431014,52.52926832,5.78552425,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,37222437.3907455,91381.7198655654
21,Vl-Ehv,Venlo - Eindhoven ,203169.03995147,380140.8645,51.40834658,6.07952411,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,38339828.881382,106089.535881797
22,Vl-Vltp,Venlo - Venlo Tradeport ,206784.06982199,378217.24470983,51.39073676,6.13119627,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,644389.0088975,3463.03441110285
23,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,130582.96406772,461122.25,52.13775666,5.0305458,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,78893376.7383309,225416.328470988
24,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,122133.68633254,482913.99343331,52.333173,4.90501499,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8328874.641705,26450.1562588629
25,Vspa-Dvaz,Venserpolder Aansl. - Duivendrecht Aansl. Zuid ,124342.52029787,481423.04999999,52.31990092,4.93755579,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22142.788946,2986.44900168308
26,Dvaz-Vspa,Duivendrecht Aansl. Zuid - Venserpolder Aansl. ,124490.26200594,481758.25,52.32292171,4.93969226,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22178.2422355,1750.82820708385
27,Dvaw-Asb,Duivendrecht Aansl. West - Amsterdam Bijlmer ArenA ,124320.30191034,481410,52.31978239,4.93723112,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,107527.756898,4650.94726152055
28,Mtb-Mtf,Maastricht Boschpoort - Maastricht Frontenkwartier ,175965.79004771,318614.4326153,50.85697291,5.68493919,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,443954.715,2621.0252802562
29,Mt-Glk,Maastricht - Lanaken (B) ,175828.60019062,319890.01812463,50.86844381,5.68306421,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2598236.7134835,9608.89888204683
30,Has-Glk,Hasselt (B) - Lanaken (B) ,174096.69948242,321503.66246773,50.88300874,5.65854808,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1117141.810052,4919.4317903351
31,Mt-Vl,Maastricht - Venlo ,189458.78780309,345805.25,51.10072543,5.87915022,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,51444152.9544665,145173.60022686
32,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,94127.8950886,466044.09578496,52.17917796,4.49721038,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,57477128.3488881,165043.891102755
33,Gvc-Gv,Den Haag Centraal - Den Haag HS ,82553.90537231,454580.33385223,52.07475892,4.33045637,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,41225.194854,781.850397893088
34,Laa-Gvc,Den Haag Laan van NOI - Den Haag Centraal ,82802.00975666,454805.51174848,52.07681495,4.33402715,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,39588.765,946.863458728428
35,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,82875.9486263,454261.66054634,52.07193709,4.33522049,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,217275.0654,1819.75607606847
36,Gd-Gvc,Gouda - Den Haag Centraal ,93101.84830228,451211.25,52.0457595,4.48490607,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,17694280.389013,54230.1167072367
37,Brzv-Zvbtwa,Betuweroute Zevenaar - Zevenaar Betuweroute Aansl. ,201833.76610388,437291.80868495,51.92213159,6.06801982,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1113220.604983,6784.57035417794
38,Ww-Zv,Winterswijk-Zevenaar ,243518.5332481,439646.09999999,51.93821619,6.67448027,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,36033056.7341115,98771.5267705747
39,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,195324.36252505,435606.84999999,51.90749737,5.97320052,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,26824436.4588795,100630.83847869
40,Chw-Chvpa,Coenhavenweg - Amsterdam Coenhaven Pier Azië,119524.05926771,491053.55261073,52.40616324,4.86587097,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,129204.2918,1797.85584529819
41,Chw-Phw,Coenhavenweg - Petroleumhavenweg ,118709.49256919,491893.14250425,52.41365552,4.85381028,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,434164.437,3404.0215892979
42,Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,118544.26408482,490735.09999999,52.40323701,4.8515077,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,262890.6693635,3876.39687045355
43,Chw-Vhv,Coenhavenweg - Vlothaven ,119296.80282508,490458.48508194,52.40080049,4.86259479,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,261986.93585,2967.55348866944
44,Chw-Chv,Coenhavenweg - Amsterdam Coenhaven ,119348.16257587,491228.86545596,52.40772741,4.86326758,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,228829.345,2122.00166718888
45,Vhw-Vhv,Vlothavenweg - Vlothaven ,118982.27561978,490402.91326862,52.4002805,4.85797941,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,217528.41325,2167.96473255531
46,Phw-Ctl,Petroleumhavenweg - Coentunnel ,119034.88590889,491632.38723881,52.41133349,4.85862063,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,248994.325,2058.48250303639
47,Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,118342.62451737,491555.88555594,52.41060013,4.84845518,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,640375.96565,4293.11225658047
48,Awhv-Awhvs,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Suezhaven ,117585.70845272,490430.03749999,52.40043083,4.83745691,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,525636.779921,4291.70457383796
49,Awhv-Ass,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk ,117455.45161538,489374.23738819,52.39093325,4.83566115,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24527.9401315,1070.50825468252
50,Awhv-Asho,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk Noord Hornweg ,115442.11507402,490688.9,52.40260691,4.80593102,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1679621.15223,13290.1693582222
51,Vhw-Kmbw,Vlothavenweg - Kombuisweg ,117861.08848149,491232.961371,52.40766557,4.84141417,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,612604.90592,7499.00839254999
52,Awhv-Awhvm,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg ,115854.07172874,490931.1036443,52.40481318,4.81195587,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,422629.936712,2881.86579308322
53,Kmbw-Kjtw,Kombuisweg - Kajuitweg ,117033.66399497,491961.68534163,52.41415808,4.82917251,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,95886.08,1288.46607917107
54,Rdwa-Aeg,Radarweg Aansl. - Amsterdam Erasmusgracht = Aansl. ,117671.07427765,488579.8,52.38380819,4.83891688,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,62227.14598,3604.67958335828
55,Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,117622.50410515,491453.23230509,52.40962898,4.83788358,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,162885.77377,1739.48795805969
56,Vhw-Nhw,Vlothavenweg - Nieuwe Hemweg ,119239.96563553,490045.99800105,52.39708968,4.86180363,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,288748.12325,3180.49174028731
57,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,117549.42654982,486904.2294585,52.36874118,4.83731697,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4756069.138357,17536.3993261046
58,Awhv-Awhvmh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Mainhaven ,116574.390622,489653.91031955,52.39338575,4.82268664,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,35691.722419,878.034738475803
59,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,115260.41969013,491517.4,52.41003961,4.80316316,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4314521.268899,21327.5201262984
60,Awhv-Awhvsh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Sonthaven ,116608.36938187,491367.03347338,52.40878425,4.82298985,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,584355.7924375,3948.77794085014
61,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,120266.49965586,489112.08095496,52.38876226,4.87698187,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3622288.779697,17938.1606309388
62,Hlg-Nscg,Harlingen - Nieuweschans Grens ,186216.02347625,579794.89999999,53.20388436,5.85437546,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,94557045.7107305,259295.69680968
63,Zp-Ww,Zutphen - Winterswijk ,232113.4536455,451956.75,52.05054776,6.51142674,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,31810319.704169,86312.9969591436
64,Dzvw-Dzvwi,Delfzijl Valgenweg - Delfzijl Valgenweg Industrie ,261997.62674923,592158.1609543,53.3051634,6.99233882,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,146930.3262875,1658.62538364638
65,Dzsh-Ohw,Delfzijl Stamlijn Havenschap - Oosterhorn West ,259255.80642837,593625.57994869,53.31888671,6.95170094,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,98760.503931,1599.5123358781
66,Gn-Dz,Groningen - Delfzijl ,232603.68441768,586172.05,53.25646477,6.55004037,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,27467691.49,75861.4914028403
67,Dzsh-Oho1,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 1 ,260441.62994187,593069.14365183,53.31365569,6.96930559,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,121208.335,1508.82843401355
68,Dzsh-Oho2,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 2 ,260452.66553445,592872.98578778,53.31189154,6.96940643,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,71718.485,1439.99122684937
69,Dzsh-Ohm2,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 2 ,259982.24371465,593305.34288421,53.31586785,6.96249286,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,70246.625,1467.65575394792
70,Dz-Dzh,Delfzijl - Delfzijl Haven ,258346.13482,595143.8609176,53.33270148,6.93854607,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,690631.83,3552.95385647304
71,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,259346.5636554,593354.94571347,53.31643802,6.95297404,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3631160.5392915,17276.5818222288
72,Dzsh-Dzmp,Delfzijl Stamlijn Havenschap - Delfzijl Metaalpark ,261466.1691664,592681.69277859,53.30997217,6.98454343,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,392710.4902705,3293.285009687
73,Dzsh-Dzvw,Delfzijl Stamlijn Havenschap - Delfzijl Valgenweg ,261598.72781701,592157.80645981,53.30523998,6.9863569,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,91628.491942,1472.95128399787
74,Dzsh-Ohm1,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 1 ,259841.00379478,593373.01868162,53.3165035,6.9603965,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,116998.94,1689.39635058909
75,Dzsh-Ohm3,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 3 ,260171.82109619,593253.55252315,53.31536534,6.96531942,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,112055.595,1483.54323301984
76,Asd-Zp,Amsterdam Centraal - Zutphen ,139900.17712567,474434.94999999,52.25774165,5.16604764,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73327731.0521886,213477.939392431
77,Ut-Btl,Utrecht Centraal - Boxtel ,146675.259803,422119.79999999,51.78767183,5.26654831,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,40817574.501534,117323.743354012
78,Brda-Whz,"Barendrecht Aansl. - Rotterdam, Emplacement Waalhaven Zuid ",93470.71443545,431243.00961373,51.86633975,4.49386142,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3753321.5661145,14774.1331944416
79,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,105537.74875791,409838.226,51.67515879,4.67210136,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24129887.044665,93790.6917979272
80,Brdva-Brdv,Barendrecht Vork Aansl. - Barendrecht Vork ,95943.95319006,430985.99022888,51.86429724,4.52981053,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,336751.34012,3386.55067407114
81,IJsma-Brdv,IJsselmonde Aansl. - Barendrecht Vork ,96229.68624043,431860.52364198,51.87218732,4.53380944,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,440851.3309335,3354.62259518536
82,Bd-Rtd,Breda - Rotterdam Centraal ,103682.56079254,418687.25549999,51.7545258,4.64397572,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,24568665.6174075,97315.6454163036
83,Zvg-Em,Zevenaar Grens - Emmerich (D) ,210450.45590651,430378.70869533,51.85920738,6.19215595,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14188771.344041,28119.0434440629
84,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,84942.4404095,436584.04472682,51.91333355,4.3689706,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3502042.2452735,10462.322417078
85,Sdm-Sdmga,Schiedam Centrum - Schiedam Goederenoverdrachtspoor Aansluiting ,86882.78930949,437917.66207839,51.92555987,4.39690395,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,182643.744606,1879.8082309823
86,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,108908.18322374,447805.9,52.01669359,4.71575818,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,37782599.4453871,109503.662268842
87,Gd-Apn,Gouda - Alphen a/d Rijn ,104655.81546689,452474.78221963,52.05828546,4.65312865,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10091571.8900245,31807.1559476578
88,Tnzz-Frkw,Terneuzen Zuidzijde (Racc.) - Frankrijkweg ,46963.74803276,368812.83116552,51.2982745,3.838088,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,483478.7229505,3145.79911961649
89,Ps-Shell1,"Rotterdam, Emplacement Pernis - SHELL1 ",85374.02763238,433906.00764326,51.88932002,4.3757841,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,990552.21,5582.08262101435
90,Bot-Bot3ph1,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 1 ",81082.41164379,432946.50478937,51.88014367,4.31365823,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,308536.775,2465.91382765815
91,Dhs-Wspl,Delfshavense Schie (brug o/d - bij Schiedam) - Rotterdam Westelijke Splitsing ,90198.10754609,437795.47179427,51.92485788,4.44511928,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,140328.964851,1661.56701266902
92,Mph-Awn,Mispelhoef - Achtseweg Noord ,157320.26075375,387290.9072097,51.47466779,5.42059646,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,81554.269585,1130.4970533327
93,Zl-Kpn,Zwolle - Kampen ,198897.54634488,505614.34999999,52.53640888,6.03420287,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9610536.948518,27182.0864736508
94,Mdw-Wstlih,Middenweg - Westelijke Insteekhaven ,99026.36245097,411050.9,51.68544507,4.5777766,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,376347.5682,4730.20928016774
95,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",88867.53323407,433530.09999999,51.88636749,4.4265976,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1697432.0163385,9151.92315399374
96,Bon-Bonlw,Born - Born Loswal ,184645.09091216,340392.90808995,51.05234737,5.80998208,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,181258.875,1892.63886850936
97,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,152597.89147418,463088.6714894,52.1559647,5.35210196,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,329973.9661085,3058.40356430727
98,Ypb-Ldvn,Den Haag Ypenburg - Leidschenveen ,87709.68107928,452829.61847767,52.05967554,4.40599585,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,754880.357333,3839.24542949133
99,Vama-Vam,VAM Aansl. - VAM - terrein Wijster ,230339.53082598,533204.25886559,52.78088953,6.50383196,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1335715.795,5386.03549763418
100,Who-Whks,Rotterdam Waalhaven Oost - Rotterdam Waalhaven Kesterenstraat ,90445.13408739,434237.70355795,51.89291201,4.44937746,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,557713.44688,4211.40172046653
101,Btl-Veg,Boxtel - Veghel ,157998.06646678,401518.69999999,51.60255268,5.43047509,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12354100.545,34601.8129624547
102,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,261753.98379837,553718.66871051,52.95991239,6.97597722,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7379297.509452,21181.406427941
103,Hz-Stolb,Herzogenrath (D) - Stolberg (D) ,204843.21491362,321505.21293282,50.88117204,6.09541445,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,455234.0401585,3618.19335528282
104,Hn-Mbk,Hoorn - Medemblik ,130840.3602008,525212.84999999,52.71376952,5.02968561,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14125893.32,39181.2767368092
105,Erpmww-Mzlwg,Europoort Merwedeweg - Europoort Moezelweg ,71873.75923316,437995.04593767,51.92421433,4.17872421,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,66402.19312,1150.45679018544
106,Eupwz-Adw,Europaweg Zuid - Achterduinweg ,37782.94838704,385548.86554153,51.44683132,3.70095291,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,565710.2429675,3141.87452993197
107,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",62161.69764854,440286.65,51.94327062,4.03694695,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1110599.6374245,7347.93438762867
108,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,99702.6500356,488635.70223117,52.38279436,4.57500951,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5525655.445,16412.7226982514
109,Hlm-Utg,Haarlem - Uitgeest ,105285.40747836,496685.23573125,52.45566864,4.65580708,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12151081.5325625,35520.4874871048
110,Mvt-Mvtazh,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Amazonehaven ",62939.20975439,440320.51812593,51.94370433,4.04824327,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,546822.384377,3704.06012207036
111,Etnva-Etnv,Etten-Leur Racc. Vossendaal Aansl. - Etten-Leur Racc. Vossendaal ,100890.04384185,397747.5512461,51.56605964,4.60678565,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,287849.645,2178.45792289692
112,Apd-Dv,Apeldoorn - Deventer ,201793.03021289,471936.03344725,52.23350125,6.0721809,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9630650.315,27391.0586415838
113,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,111031.63194958,427859.10220864,51.83758804,4.74923999,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16691870.1390815,42466.2441235697
114,Ps1phv-Pspw,Pernis 1e Petroleumhaven - Pernis Petroleumweg ,83493.42773675,433909.40663155,51.88911219,4.34846917,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,302935.2562395,2843.59551118999
115,Brvalo-Ebtwa,Betuweroute Valburg Oost - Elst Betuweroute Aansl. ,187095.07285714,434661.38122686,51.89953517,5.85352748,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,94872.464247,1300.29694592511
116,Hlmzzg-Hlmnwr,Haarlem Zuid Zijlweg - Haarlem Noord Westelijke Randweg ,103017.33519172,489224.0510088,52.38840575,4.62359926,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,45942.135,1029.47412326667
117,Lar-Coep,Laarwald (D) - Coevorden Europark ,246956.46630618,517122.60716152,52.63383624,6.74557662,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2374098.702835,9544.12303222286
118,Dmkw-Eglw,Denemarkenweg - Engelandweg ,37272.58185805,387935.45070126,51.46816965,3.69281632,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,406808.680123,2819.84500724763
119,Co-Coep,Coevorden - Coevorden Europark ,246439.50031769,519182.9753162,52.65243562,6.73851078,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,448132.5795615,2805.76034297534
120,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,272396.61802479,481505.00021569,52.30895745,7.10872178,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6651911.885878,20595.3061626071
121,Mbtwan-Brmet,Meteren Betuweroute Aansl. Noord - Betuweroute Meteren ,146625.72642751,430681,51.86462224,5.26562305,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20026.976391,3656.96526483377
122,Mt-Klprwg,Maastricht - Klipperweg ,178267.3374327,321416.22096976,50.88206853,5.71780375,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1016736.15,4916.1076986813
123,Bln-Blw,Blauwkapel Noord - Blauwkapel West ,137991.92468165,458596.87336256,52.11533592,5.1388924,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,85014.3950015,1326.79641649151
124,Axia-Axah,Axel Industrie Aansluiting - Axel Autrichehaven ,47439.70790467,364718.86229983,51.26157626,3.84614961,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,716733.2612805,3826.72903669471
125,Aml-Amldol,Almelo - Almelo Dollegoor ,239235.46166276,486923.23438127,52.36372546,6.62392779,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,207918.122118,2744.41244909482
126,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,40928.53513686,385292.167,51.4451698,3.74626929,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4371691.521077,18939.1720660918
127,Tla-Tlzhw,Tiel Aansl. Industrieterrein  - Tiel Zuiderhavenweg ,158647.73757632,435427.35822637,51.90733431,5.44021062,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,534361.8398,3383.01460683491
128,Ostlrw-Apw,Oostelijke Randweg - Apolloweg ,100996.83803248,411339.00366475,51.68822806,4.60622403,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,122690.6228,1713.51713089898
