OBJECTID,PUIC,NAAM,VOLTAGE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
455,bec3bb76-d3c5-4050-a6b0-0a05dca9e93d,,Onbekend,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,90.500611,"90,500611",4.738626,"4,738626",ProRail,Randstad Zuid,RZ,BVL,Dordrecht,140,Dordrecht,5,ASSET Rail,108966.38,423873.109,51.80159598,4.71980657
456,f80eaa0c-dd1c-4bb1-b35d-012fabc209ee,,Onbekend,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,92.972079,"92,972079",-3.338472,"-3,338472",ProRail,Randstad Zuid,RZ,BVL,Dordrecht,140,Dordrecht,5,ASSET Rail,106533.464,424329.843,51.80549511,4.68447283
457,ac9f938f-5727-486f-a5cf-09b4d6eb471d,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.187113,"45,187113",-2.685358,"-2,685358",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199961.698,500172.271,52.48741562,6.0491524
458,17d953b1-c27a-4bf0-a135-43f4be84eefd,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,603,d,603,603_d,Zwolle,48.299593,"48,299593",1.092762,"1,092762",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,201979.458,502174.812,52.50524245,6.07913851
459,cb459ddd-319f-4988-8b98-8b49548af892,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,47.409224,"47,409224",4.322862,"4,322862",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,201711.834,501323.946,52.49761885,6.07507802
460,be353931-6c85-469a-bc0e-2f716cad2764,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.43239,"3,432390",37.86939,"37,869390",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203309.556,501803.6,52.50179054,6.09867348
461,98a9da92-2e4d-4716-8770-d7298867bf3a,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,603,f,603,603_f,Zwolle,74.726487,"74,726487",0.565985,"0,565985",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203929.305,501483.945,52.49886276,6.10775309
462,8fc79936-a9ed-42af-aa67-b52ca014c193,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.616294,"2,616294",31.163622,"31,163622",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202615.733,502228.875,52.50567325,6.08851683
463,419fbf64-7f26-4607-ba7c-f6438ca4ffad,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,75.90538,"75,905380",-0.196597,"-0,196597",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,205077.869,501550.828,52.4993598,6.12467582
464,6d281c1c-4063-4773-87d0-24ea62d5159e,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,47.261077,"47,261077",-0.169521,"-0,169521",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,201663.299,501183.946,52.49636484,6.07434378
465,6914fb05-8014-4572-92e7-18a31a11bba5,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.808288,"44,808288",3.552372,"3,552372",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199585.922,500129.03,52.48705777,6.04361464
466,1f9505ce-659b-45fa-bc70-0173b5a83a23,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.452831,"3,452831",10.70476,"10,704760",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203341.032,501816.328,52.50190214,6.09913884
467,b0e53049-abc9-4585-8552-0d626c90c1bb,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,76.497321,"76,497321",0.186609,"0,186609",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,205546.593,501914.363,52.50258363,6.13163293
468,05a394b8-366f-48d3-bd9a-c771b20504b7,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.859234,"44,859234",3.151124,"3,151124",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199636.904,500130.97,52.48707104,6.04436542
469,7e1ed979-7451-4094-9081-94c0c6f73042,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,603,d,603,603_d,Zwolle,48.320903,"48,320903",-6.478425,"-6,478425",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,201984.029,502197.627,52.50544709,6.07920904
470,12f72ec1-19e1-48e3-abce-a273fc902966,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.310406,"83,310406",-6.664184,"-6,664184",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199650.301,499924.731,52.48521651,6.04453507
471,846679aa-4ab7-486e-98a0-1440803e6706,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,84.132353,"84,132353",-6.130041,"-6,130041",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200378.608,500298.875,52.48851897,6.05530713
472,51055a60-d468-45b3-b5b1-202a325b97f8,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.294732,"45,294732",-2.743148,"-2,743148",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200067.048,500193.207,52.4875951,6.05070613
473,bdff6fa9-93a6-4097-8208-197256e5d71d,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.460286,"83,460286",8.545235,"8,545235",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199774.872,500006.812,52.48594398,6.04637985
474,c7224524-e173-4d18-9067-fb3ebbd41fd6,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.209875,"83,209875",2.237356,"2,237356",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199582.11,499849.504,52.48454601,6.0435212
475,96a60a8a-a97e-41ac-9a52-222565c81731,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,76.164763,"76,164763",0.139159,"0,139159",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,205285.775,501707.288,52.50074677,6.12776085
476,4f09e9b2-88ae-4d11-8051-a517d036c395,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.562414,"3,562414",-13.142626,"-13,142626",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203447.565,501781.177,52.50157681,6.10070256
477,b378b4be-d685-4ee4-b485-a58af4159d85,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.265411,"51,265411",-62.99107,"-62,991070",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161748.377,383775.147,51.4430301,5.48426584
478,2dba59ec-9db6-485e-bef2-4bdc282216f0,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.531937,"50,531937",-21.485386,"-21,485386",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162457.317,383966.638,51.4447424,5.49446704
479,1e72ad8a-d6ae-467a-9ee0-7c79be0f8d4d,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.654335,"50,654335",-66.318617,"-66,318617",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162348.019,383897.807,51.44412514,5.49289344
480,134e1538-393e-4370-a2ed-cc9a1afe3166,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.905835,"50,905835",-35.759933,"-35,759933",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162097.639,383873.713,51.44391178,5.48929149
481,291eccdf-b3ec-4746-af20-9a18cc8e4b7f,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.341523,"50,341523",-33.841666,"-33,841666",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162645.809,383983.488,51.44489133,5.49717871
482,f2146f39-01d6-41c3-b234-431058f7da51,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.989167,"50,989167",29.686728,"29,686728",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162001.678,383919.635,51.44432576,5.48791211
483,879dc2d4-a61b-4e8f-8c60-938a196e4642,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.470605,"50,470605",27.567355,"27,567355",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162508.973,384025.919,51.44527457,5.49521133
484,36e5e8c6-084e-401b-a8c1-b6bd36c38368,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.485665,"50,485665",-28.063761,"-28,063761",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162502.806,383968.548,51.44475896,5.4951214
485,290f845c-f33c-4812-aac8-175849c64be1,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.075571,"51,075571",10.882596,"10,882596",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161919.134,383882.383,51.44399193,5.48672406
486,5c087041-3d14-45ed-9e2b-e77d3426770a,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.167599,"51,167599",34.797613,"34,797613",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161825.617,383889.549,51.44405749,5.48537905
487,383ad0b1-f831-4c05-910b-743175490b90,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.459159,"50,459159",-44.069442,"-44,069442",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162531.462,383956.878,51.44465368,5.49553335
488,00dbf05d-a648-4d45-9a78-9a29e7d235e9,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.859922,"50,859922",23.926972,"23,926972",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162129.441,383942.162,51.44452664,5.48975031
489,97b3f98e-2b3a-4415-8c34-9f0e8007f943,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.454924,"50,454924",-49.292928,"-49,292928",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Zuid,Z,BVL,n.v.t.,,n.v.t.,,n.v.t.,162536.492,383952.353,51.44461294,5.4956056
490,1ef733da-bb96-452c-839f-38e292ed124c,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.115248,"51,115248",18.824544,"18,824544",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161878.977,383882.441,51.44399295,5.48614644
491,85ce6297-4c28-45ee-8f6f-d604a6449d29,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.031585,"51,031585",34.763309,"34,763309",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161958.255,383915.349,51.44428777,5.48728742
492,b52e509f-7acd-4efd-b006-7b70fa4d7520,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.554438,"50,554438",-57.329127,"-57,329127",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162442.974,383926.959,51.44438593,5.49425989
493,6aa2b03e-6c48-433f-b943-8894a7a0e6f0,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.21661,"51,216610",-49.884473,"-49,884473",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161793.697,383797.704,51.44323231,5.48491814
494,6413352d-fc96-45f4-b74b-4ad2295d381b,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.733955,"50,733955",-36.295623,"-36,295623",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162265.107,383910.815,51.44424314,5.4917011
495,d82417f4-5051-445e-bec1-f552bf3ad22a,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.167095,"51,167095",12.476994,"12,476994",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161829.856,383867.629,51.44386041,5.4854396
496,c2d2d635-e00e-42a1-b47b-958c5e017180,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.562211,"50,562211",-28.201489,"-28,201489",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162429.414,383953.86,51.44462791,5.49406541
497,c3f335af-e407-439f-ae4d-32beab96973c,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.673037,"50,673037",27.612901,"27,612901",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162310.727,383985.976,51.44491814,5.49235886
498,e1833642-ddcf-4d8c-8aeb-ba7bf99994ea,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.240116,"51,240116",-73.451121,"-73,451121",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161775.294,383769.929,51.44298287,5.48465291
499,b07dfbab-3a43-4320-8462-ea39df581af5,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.879905,"50,879905",-36.472172,"-36,472172",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162123.424,383878.827,51.44395742,5.48966248
500,e0aae812-1297-41de-84d7-3abbca230254,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.863302,"50,863302",-36.446186,"-36,446186",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162139.607,383882.555,51.44399073,5.48989533
501,6d454109-ab4e-4e1b-a176-5a169bbf42ab,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.410587,"50,410587",6.372614,"6,372614",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162572.721,384014.101,51.44516749,5.49612805
502,a15956b9-b957-4751-b2a9-5cef71532e8f,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.464846,"50,464846",-14.515319,"-14,515319",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162521.352,383985.243,51.44490878,5.49538853
503,1c10d2a1-6ee3-47f3-b22a-369f80a2e2ce,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.097672,"50,097672",-58.643775,"-58,643775",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162881.274,383959.532,51.44467275,5.50056516
504,8c4b7afb-0393-434e-ba11-095ccf7145f9,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.039595,"51,039595",-0.349823,"-0,349823",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161957.682,383879.287,51.44396363,5.48727847
505,661cd6a1-dacb-48ba-9976-91e61603d10c,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.82388,"50,823880",15.996994,"15,996994",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162166.35,383942.469,51.44452893,5.49028122
506,9046ce5e-c824-4704-9c18-ae3b7a12cd8e,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.685912,"50,685912",-21.191468,"-21,191468",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162308.256,383935.602,51.44446538,5.49232227
507,ae725239-af35-4496-a383-58d993b089db,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.166656,"51,166656",-3.911335,"-3,911335",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,161833.034,383851.546,51.4437158,5.485485
508,d4c91345-3df6-4212-a921-640c6022f1c6,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.282078,"50,282078",-32.264111,"-32,264111",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162701.08,383990.803,51.44495633,5.4979739
509,62aaf505-cc2f-4aa7-9214-f6b293ee1b4e,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.601886,"50,601886",-17.200382,"-17,200382",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162388.693,383956.482,51.44465202,5.49347973
510,d33d4182-1715-4c36-b77b-c06ee2f192b0,,Onbekend,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.982664,"50,982664",-40.498276,"-40,498276",ProRail,Zuid,Z,BVL,De Peel,300,Eindhoven,24,ASSET Rail,162023.133,383852.49,51.44372195,5.48821938
511,3110ed78-7316-4cc7-b94d-fc4f9617638a,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.679489,"25,679489",17.486282,"17,486282",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146984.772,432784.964,51.88353852,5.2707868
512,3f8eb368-64ec-4f5a-89ab-bccc2ff8b030,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,23.185685,"23,185685",0.121297,"0,121297",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146246.718,435155.714,51.9048363,5.26000685
513,a110e8df-af66-4771-892c-dbbe0df6953d,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.236938,"25,236938",5.252617,"5,252617",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146884.775,433213.108,51.88738534,5.26932433
514,a336ad79-8630-4c7b-98e0-2ca5acbd2e8b,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,23.396041,"23,396041",-0.008073,"-0,008073",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146334.831,434965.21,51.90312538,5.26129203
515,be2d9685-cfe6-4060-a962-7274c5f17bb2,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,21.404685,"21,404685",-0.12352,"-0,123520",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,145499.787,436771.205,51.91934445,5.24910849
516,ef0c04a6-5c92-46df-8831-b0e6ab452636,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.510651,"25,510651",18.368717,"18,368717",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146940.856,432948.373,51.88500665,5.27014513
517,570a3f26-8bad-459a-95ce-25ebdfe5b8e3,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,22.237863,"22,237863",-0.142344,"-0,142344",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,145849.345,436015.011,51.91255346,5.25420972
518,d4af0ae0-e685-4f91-87d3-6bb6e65a3edc,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,21.957756,"21,957756",-0.299305,"-0,299305",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,145731.86,436269.15,51.91483578,5.25249539
519,c034baa4-0619-4272-8ab3-3c8e9b5172af,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.460656,"26,460656",-1.342549,"-1,342549",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147166.709,432026.345,51.87672243,5.27344655
520,6e8f40d6-2a58-4c78-8652-cfc6ba2de2ff,,Onbekend,Est-Gdm,Elst - Geldermalsen ,513,b,513,513_b,Geldermalsen,43.926825,"43,926825",-0.370362,"-0,370362",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147289.724,431954.029,51.87607415,5.2752346
521,9d5c3867-ac0e-4067-861e-dd012fb2d450,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.475368,"25,475368",17.032192,"17,032192",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146933.278,432982.503,51.8853133,5.27003426
522,40dc6a49-33e5-41a5-89ab-0cb5d864724e,,Onbekend,Est-Gdm,Elst - Geldermalsen ,513,b,513,513_b,Geldermalsen,44.037173,"44,037173",-1.122344,"-1,122344",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147227.048,432046.405,51.87690358,5.27432234
523,1c36262e-96c6-4cb5-96cd-b5f029daea53,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,24.374855,"24,374855",0.04039,"0,040390",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146675.225,434050.53,51.8949092,5.26626027
524,7e4c7413-1e10-4478-a849-290e03a59bee,,Onbekend,Est-Gdm,Elst - Geldermalsen ,513,b,513,513_b,Geldermalsen,44.199236,"44,199236",2.943668,"2,943668",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147157.949,432191.321,51.87820516,5.27331558
525,a70df3ef-d994-4c7d-b8f6-bfd65dafcf04,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.590679,"26,590679",-0.099693,"-0,099693",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147171.892,431897.112,51.87556092,5.27352475
526,a690198e-b73d-4f3b-9b4d-cfaf9abe27e1,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.846982,"25,846982",18.616839,"18,616839",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147025.608,432622.927,51.88208267,5.27138367
527,89a70583-9a97-4071-8f83-1b2fe03afc5d,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,24.882489,"24,882489",0.401224,"0,401224",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146800.986,433559.234,51.89049518,5.26809902
528,8e2e940a-142a-4290-811c-e72687df888e,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,21.684416,"21,684416",0.244668,"0,244668",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,145617.278,436517.073,51.91706225,5.25082325
529,52c93b52-09e9-4e2e-a14b-d1ca73adfdf4,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.352959,"26,352959",1.640611,"1,640611",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147151.516,432133.219,51.87768283,5.27322348
530,7da85a1c-7c43-444f-a03f-6b5c1fca98fd,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.210569,"26,210569",10.812989,"10,812989",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147117.424,432269.805,51.87891002,5.27272526
531,829f9edd-f404-445f-9a08-f990263133ed,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,22.168236,"22,168236",-0.067925,"-0,067925",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,145819.967,436078.477,51.91312343,5.25378106
532,063824b1-08ee-40a1-aa6f-a5441ccfb13f,,Onbekend,Est-Gdm,Elst - Geldermalsen ,513,b,513,513_b,Geldermalsen,43.977356,"43,977356",-0.371531,"-0,371531",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,147259.912,431996.201,51.87645279,5.27480073
533,c9d898d1-082e-4123-83da-7db8f4023ac6,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.574868,"25,574868",20.903097,"20,903097",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146955.234,432885.358,51.88444046,5.27035544
534,42ba1130-298f-41e7-ab15-51c9dcfa414f,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,21.615001,"21,615001",0.162887,"0,162887",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,145588.021,436580.406,51.91763101,5.25039627
535,b0f185eb-bb74-4c34-8a25-d2ea046858db,,Onbekend,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.527204,"25,527204",-10.665708,"-10,665708",ProRail,Zuid,Z,BVL,Betuwe,320,Geldermalsen,22,Strukton Rail,146973.225,432939.863,51.88493062,5.27061548
