OBJECTID,PUIC,NAAM,VOLTAGE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
1,aa45cbd6-7a74-4cfe-bf87-e6f9eaefd6d9,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.195254,"3,195254",0.085677,"0,085677",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,197700.141,470128.941,52.2175926,6.01204292
2,2ee11f96-7fa8-4687-af68-4a0fcaaf81b6,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.578465,"88,578465",-6.945825,"-6,945825",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195269.392,469161.979,52.20908496,5.97636014
3,39a83898-2920-4a24-8669-36c82315d610,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.073718,"88,073718",34.559283,"34,559283",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,194763.127,469150.759,52.20902085,5.96895233
4,c5eb9275-4df0-4d87-b40a-e78846244855,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,89.083747,"89,083747",-28.907049,"-28,907049",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195773.734,469170.348,52.20912313,5.98373949
5,82b4b236-ff75-4150-ada5-e100d9476dd9,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,1.905132,"1,905132",0.403565,"0,403565",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,196557.066,469532.231,52.21231706,5.99524375
6,37a8c130-08b9-4d4d-ae42-73f8e3113411,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.727413,"3,727413",0.423624,"0,423624",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,198168.904,470380.548,52.21981739,6.01893411
7,4a795151-f462-44fd-ab0d-1403d4159fb4,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,87.925222,"87,925222",4.425805,"4,425805",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,194615.975,469187.161,52.2093586,5.96680381
8,335ad5cd-7a8c-49fc-bdf5-04b5baad8a65,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,2.500367,"2,500367",0.034561,"0,034561",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,197084.143,469807.538,52.21475138,6.00298945
9,b60356d8-df88-4123-a388-b7509e875caf,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.684038,"88,684038",-4.81929,"-4,819290",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195374.816,469156.113,52.20902454,5.97790176
10,6f3cda98-0f5a-48e6-8373-8234e3f202c0,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,2.845549,"2,845549",0.052056,"0,052056",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,197390.143,469967.377,52.21616448,6.00748668
11,3cd1e75b-fcb0-46cb-a55c-16005c72847a,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.858439,"3,858439",-0.169527,"-0,169527",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,198279.857,470450.37,52.2204362,6.02056662
12,7525e383-b04e-4a94-8c2a-2de742d2adfe,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,1.160169,"1,160169",-0.297305,"-0,297305",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195889.867,469200.61,52.20938651,5.98544213
13,6a91bdf2-9e64-4d7d-afd8-a575104acb72,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,2.985055,"2,985055",0.174678,"0,174678",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,197514.042,470031.921,52.21673503,6.00930766
14,a16eeb9f-b122-4e6a-aa2a-b8212cabe9b2,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.641858,"88,641858",15.670271,"15,670271",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195331.939,469136.898,52.20885498,5.97727219
15,796806e4-9bca-4c36-8ef0-30d31e604d4b,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.13369,"88,133690",10.395973,"10,395973",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,194824.24,469171.85,52.209206,5.96984887
16,6d43fe19-1a36-4ed7-9983-9f1335d70483,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.527804,"88,527804",1.985424,"1,985424",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195218.373,469155.95,52.2090345,5.97561303
17,0e0c926e-f61d-4fb2-84b6-63bc71497fa9,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.641682,"88,641682",8.638405,"8,638405",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195331.973,469143.932,52.2089182,5.97727353
18,8a69e49e-965f-4a72-be1a-86767edbcb3d,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,1.220283,"1,220283",0.883356,"0,883356",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195946.482,469220.982,52.2095654,5.98627285
19,a2712791-d9fd-4c1d-bae6-66b2deb5a9b9,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,2.708844,"2,708844",-0.26814,"-0,268140",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,197269.422,469904.24,52.21560631,6.00571242
20,1c74bcf3-4ab6-4fa3-abdb-6d874bee5ca6,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.683871,"88,683871",4.346807,"4,346807",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195374.375,469146.956,52.20894227,5.97789421
21,ae48ea94-e55e-4227-aec7-7d9545fc27af,,Onbekend,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,3.607506,"3,607506",0.293024,"0,293024",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,198065.068,470320.561,52.21928638,6.01740704
22,858190b5-4f87-4642-958a-fe01e9c0d917,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.427637,"88,427637",-4.040598,"-4,040598",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195118.641,469167.82,52.20914844,5.9741554
23,eb7abf31-bb09-4a80-966e-e30bcdc72510,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.298117,"88,298117",24.099436,"24,099436",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,194987.421,469148.291,52.20898246,5.97223338
24,084e456f-8bea-47f5-95b5-8e2e925e93c4,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,89.068264,"89,068264",-25.226662,"-25,226662",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195757.444,469167.493,52.20909867,5.98350083
25,60512786-892a-4bbe-9838-931f42bc8994,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.973958,"88,973958",-8.670196,"-8,670196",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195660.819,469155.775,52.20900049,5.98208583
26,5e883cf3-cca5-4781-9c9b-d05bc2f37426,,Onbekend,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.877812,"88,877812",-1.676929,"-1,676929",ProRail,Noord-Oost,NO,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,195567.718,469152.29,52.20897602,5.98072338
27,c3114705-7ae3-4f4d-866b-cb46553672c2,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.848898,"45,848898",-0.227864,"-0,227864",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200593.205,500362.943,52.4890769,6.05847514
28,c0f6479d-9765-4ead-bfbe-cb51103cd170,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,75.854963,"75,854963",1.609502,"1,609502",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,205034.139,501525.855,52.49913938,6.12402814
29,5292d2f7-afb5-42db-a66d-7498b9ada388,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.963425,"3,963425",21.08763,"21,087630",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203772.402,501543.764,52.49941436,6.10545142
30,44c43254-3879-43aa-bd2c-f26215d71ea9,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.77679,"83,776790",-23.458683,"-23,458683",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200034.359,500193.955,52.48760451,6.050225
31,68b20ffd-937a-4c07-9e30-7ebe865bb43e,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.95987,"3,959870",-0.533702,"-0,533702",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203781.391,501563.747,52.49959314,6.10558671
32,4727e411-6aa5-4592-8fcd-e0dc2e69d5b4,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,47.450951,"47,450951",3.701219,"3,701219",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,201723.456,501364.034,52.49797812,6.07525476
33,9b7ed1ee-2c91-42c4-a02b-a2571e062c83,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.565452,"3,565452",-9.097638,"-9,097638",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203448.174,501776.149,52.50153157,6.1007108
34,9dc02a69-3448-4502-a930-a89f6ce19e4c,,Onbekend,Zl-Lw,Zwolle - Leeuwarden ,014,,14,014__,Zwolle - Herfte Aansl.,75.955562,"75,955562",-0.098039,"-0,098039",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,205119.952,501578.212,52.49960204,6.12529961
35,a4dedca7-6740-4049-b77d-c63ed4219f8e,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.640811,"2,640811",-1.14111,"-1,141110",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202653.382,502244.396,52.50580945,6.08907352
36,d1e75652-34c6-4f9d-8c90-94654c2c5ac3,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.15381,"83,153810",2.991702,"2,991702",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199542.326,499810.197,52.484196,6.04293031
37,55c9ec36-b5c1-4913-813d-7e401674c5eb,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.809496,"83,809496",-24.392964,"-24,392964",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200066.245,500209.055,52.48773759,6.05069645
38,371cee18-27ff-475e-bebf-e3ca75b5a129,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.706305,"44,706305",3.275618,"3,275618",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199483.917,500128.882,52.48706474,6.04211296
39,fa73a9fb-1ae8-4327-8378-7a8b2a8d8097,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.93463,"2,934630",-20.008353,"-20,008353",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202918.082,502109.527,52.50457428,6.09295251
40,c5f00ab8-f11d-49ce-9906-ef648d892306,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.574932,"83,574932",-19.763753,"-19,763753",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199855.005,500095.117,52.486731,6.04757135
41,3cad56da-a8c5-4b18-9460-85e6f3d8d7e2,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.352538,"83,352538",-8.631951,"-8,631951",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199680.276,499953.963,52.48547676,6.04498023
42,680b0ebc-a00c-4bca-bbd9-75d1fe44ac38,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.629144,"45,629144",3.323319,"3,323319",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200389.276,500280.953,52.48835702,6.05546175
43,ddbcfcaf-b76e-4967-b02d-cc1593a7738f,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.55335,"44,553350",3.359581,"3,359581",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199331.119,500136.298,52.48714379,6.03986455
44,1514170e-cf50-41b6-9f6f-2f7fad192b68,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.899264,"83,899264",-25.807375,"-25,807375",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200150.381,500240.99,52.48801765,6.05193938
45,d4260ff7-93bd-401a-9380-2b9c382ae4cc,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.586424,"2,586424",25.662221,"25,662221",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202592.499,502249.109,52.50585711,6.08817754
46,42bca91e-ad91-4a4e-94f7-9edfe4c5e39a,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.412899,"46,412899",3.370789,"3,370789",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,201116.583,500572.754,52.49091856,6.06620928
47,381f19d1-8c72-4224-a562-667e5c41e79c,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.712945,"46,712945",0.91214,"0,912140",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,201364.691,500740.194,52.49240233,6.06988532
48,2ba86948-3253-4273-b76e-30518c7d9bc2,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.52967,"2,529670",16.800246,"16,800246",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202550.538,502285.345,52.5061864,6.08756473
49,327f36c9-8da4-4e17-8d35-d5c1c6ea484e,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.44696,"44,446960",3.188999,"3,188999",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199225.184,500147.249,52.48725077,6.03830649
50,af2b06ff-acb3-461b-922d-5fd8bb11b213,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.757021,"2,757021",52.225034,"52,225034",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202724.985,502139.066,52.50485663,6.09011299
51,246ffeb1-0ee6-4928-a978-0a2f1f4b39df,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.908935,"1,908935",-3.544083,"-3,544083",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202005.69,502202.585,52.50548979,6.07952875
52,9c09b20b-6438-4a54-b245-b439ab3c4120,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.106732,"46,106732",2.688952,"2,688952",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200834.307,500454.327,52.489878,6.06203719
53,88854805-5877-424f-b7a9-a5a0e95c4033,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.042231,"83,042231",-2.501231,"-2,501231",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199458.499,499736.804,52.48354325,6.04168657
54,0520758a-094c-4aec-a96f-1215eaf2d50a,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.051636,"46,051636",-3.705932,"-3,705932",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200780.664,500440.233,52.48975583,6.06124551
55,9b06dec2-571f-41b5-b473-084d446db890,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.503213,"44,503213",-3.193073,"-3,193073",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199281.788,500147.221,52.48724594,6.03913978
56,d6994dab-4cbe-4a5e-ba28-76f3a766c00c,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.476981,"3,476981",7.970993,"7,970993",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203363.045,501806.231,52.50180945,6.09946154
57,e74e771c-684c-4c14-b233-d6ff107b9ead,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.16181,"46,161810",2.677228,"2,677228",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200885.525,500474.577,52.49005569,6.06279401
58,9646abce-ae46-4b70-8ece-91066b0d6fbb,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,4.090837,"4,090837",18.645351,"18,645351",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203882.008,501476.106,52.49879654,6.10705549
59,a983bb3d-559b-4629-be28-c7d0654e614d,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.871531,"46,871531",-3.892933,"-3,892933",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,201471.428,500851.499,52.49339355,6.07147231
60,052b005a-59c6-4507-9c04-1871de4a71c1,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.992747,"3,992747",20.070656,"20,070656",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203797.402,501528.401,52.49927406,6.10581731
61,af0bd465-b9f9-4866-b994-a4dcd4fd47b4,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.829419,"3,829419",22.48368,"22,483680",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203659.308,501612.92,52.50004592,6.10379616
62,24b90097-fc05-419e-8347-35502162838b,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.897324,"3,897324",22.14931,"22,149310",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203717.605,501578.712,52.49973331,6.10464962
63,bbec1fc7-40f6-46a6-ba17-b8ef67a3b83a,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.763167,"1,763167",-0.61418,"-0,614180",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,201943.409,502070.602,52.50430904,6.07859294
64,6242912c-9a36-4c7b-89ce-42852179f208,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.023048,"3,023048",26.844711,"26,844711",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,202970.1,502025.729,52.50381664,6.09370654
65,9f1f1b33-80a4-4f3f-9347-582235eced7f,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,83.663713,"83,663713",-22.570793,"-22,570793",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199931.918,500141.793,52.48714416,6.04870989
66,fbf73522-e52e-489f-a8e1-75c59ba9d507,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.503349,"44,503349",3.257691,"3,257691",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199281.278,500140.789,52.48718818,6.03913142
67,48349572-08ba-411f-8e27-38ba789fc828,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.892894,"45,892894",-0.16114,"-0,161140",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200634.191,500378.947,52.48921731,6.05908072
68,7b6adc24-f556-4b02-a5bb-2b4ec1eae104,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,46.829664,"46,829664",-3.745822,"-3,745822",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,201445.02,500821.922,52.49312999,6.07107938
69,8976b02e-2a17-4060-af23-6719b232048e,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.672778,"45,672778",-2.968309,"-2,968309",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200428.072,500301.805,52.4885412,6.05603573
70,953495bc-8644-4c3e-8347-73eb74e71c9f,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,84.033683,"84,033683",-18.025785,"-18,025785",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200280.723,500277.457,52.4883346,6.05386318
71,d8ddbd75-07dd-44ee-a1d7-e91f4f16c544,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.187143,"45,187143",3.103947,"3,103947",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199962.75,500166.578,52.48736437,6.04916712
72,53f6250c-9195-45c1-bba3-b60cf9d8ccba,,Onbekend,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,604,b,604,604_b,Hattemerbroek,84.176924,"84,176924",-3.378476,"-3,378476",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200422.192,500310.353,52.4886185,6.05595033
73,fea8d09f-4e4e-4a88-a1da-dad67ac30cd4,,Onbekend,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.229828,"3,229828",15.964927,"15,964927",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,203149.335,501933.009,52.50296764,6.09633272
74,40ec4d96-c1cb-4e96-b12c-16b8dc4416a0,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,603,d,603,603_d,Zwolle,48.006607,"48,006607",-0.612929,"-0,612929",ProRail,Noord-Oost,NO,BVL,Drenthe,440,Overijssel,34,ASSET Rail,201882.352,501896.574,52.50275033,6.0776693
75,6c302f3d-d1bb-4502-a9a7-59408e43d9ac,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.655253,"44,655253",-3.129485,"-3,129485",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199433.117,500136.89,52.48714083,6.04136618
76,8a97d0fa-6638-42c3-9eea-31e3caa6af24,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,44.808096,"44,808096",-2.879418,"-2,879418",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,199585.652,500135.459,52.48711557,6.04361152
77,684b4768-2ef8-49fc-8fb2-655e116419cf,,Onbekend,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,45.346908,"45,346908",3.08479,"3,084790",ProRail,Noord-Oost,NO,BVL,Veluwe,430,Gelderland,33,Strukton Rail,200119.165,500199.334,52.48764587,6.0514742
