FID,omschr,type_div,hectobord,afritnr,afritnaam,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_wegvak.374,Pseudo Halfklaverblad-aansluiting,U,18.5n,8a,'KATWIJK'VBW. n,600480289,2022-02-01T00:00:00,0,060048028920220201,KPK0001193271,I,,POINT (90654.6202000007 463949.15370000154)
divergenties_wegvak.375,Pseudo Halfklaverblad-aansluiting,U,17.9e,8b,'LEIDEN'VBW. e,600480336,2022-02-01T00:00:00,479,060048033620220201,KPK0001193269,I,,POINT (91027.49949999899 464669.83949999884)
divergenties_wegvak.376,Haarlemmermeer-aansluiting,U,13.1c,6,'NOORDWIJK'VBW. c,185337021,2022-02-01T00:00:00,61,018533702120220201,KPK0001193260,I,,POINT (93045.15590000153 468636.91270000115)
divergenties_wegvak.377,Pseudo Halfklaverblad-aansluiting,U,17.5a,8a,'KATWIJK'VBW. a,600424651,2022-02-01T00:00:00,65,060042465120220201,KPK0001185655,I,,POINT (91192.54349999875 465118.2184999995)
divergenties_wegvak.378,T-aansluiting halfklaverblad,U,8.3c,3,'NOORDWIJKERHOUT'VBW. c,194341032,2022-02-01T00:00:00,0,019434103220220201,KPK0001193251,I,,POINT (97357.36230000108 470726.40370000154)
divergenties_wegvak.379,Haarlemmermeer-aansluiting,U,5.7a,2,'KAAG (DORP)'VBW. a,600112470,2022-02-01T00:00:00,0,060011247020220201,KPK0001141226,I,,POINT (99896.7089000009 471413.5137999989)
divergenties_wegvak.380,Haarlemmermeer-aansluiting,U,27.1a,,'LEIDSCHENDAM'VBW. a,600480460,2022-02-01T00:00:00,1216,060048046020220201,KPK0001193291,I,,POINT (84720.10680000111 458166.73739999905)
divergenties_wegvak.381,Niet indeelbaar,U,0.0#,,'BUSBAAN',600480474,2022-02-01T00:00:00,0,060048047420220201,KPK0001193292,I,,POINT (85382.59540000185 458824.8968000002)
divergenties_wegvak.382,Pseudo T-aansluiting Haarlemmermeer,D,235.5a,28,'BERGEN OP ZOOM'VBW. a,161181022,2021-12-01T00:00:00,942,016118102220211201,KPK0001164213,I,,POINT (80654.33630000055 389595.5240999982)
divergenties_wegvak.383,Overig volledig knooppunt,D,32.8r,,'KP.BADHOEVEDORP'AMSTERDAM VBW. r,230363015,2022-01-01T00:00:00,0,023036301520220101,KPK0001179470,I,,POINT (115223.25629999861 481928.3341999985)
divergenties_wegvak.384,Overig volledig knooppunt,D,0.0#,,'KP.BADHOEVEDORP'ROTTERDAM VBW. p,229364037,2022-01-01T00:00:00,563,022936403720220101,KPK0001202480,I,,POINT (114120.42210000008 482395.2404000014)
divergenties_wegvak.385,Niet indeelbaar,U,0.0#,,'IND. BEST',600476979,2022-01-01T00:00:00,80,060047697920220101,KPK0001181892,I,,POINT (155007.21319999918 388723.27050000057)
divergenties_wegvak.386,Halfklaverblad-aansluiting,U,0.0#,2,'DORDRECHT-STAART'VBW. c,216250046,2022-02-01T00:00:00,0,021625004620220201,KPK0001190347,I,,POINT (108165.22129999846 425388.90309999883)
divergenties_wegvak.387,Niet indeelbaar,D,0.0#,,'ROTTERDAM'VBW. q,216256026,2022-02-01T00:00:00,66,021625602620220201,KPK0001207522,I,,POINT (108512.5373999998 428070.33889999986)
divergenties_wegvak.388,,U,0.0#,,BS.,88227004,2022-02-01T00:00:00,134,008822700420220201,KPK0001193354,I,,POINT (44518.59349999949 413791.89119999856)
divergenties_wegvak.389,Haarlemmermeer-aansluiting,U,12.7a,6,'NOORDWIJK'VBW. a,600113453,2022-02-01T00:00:00,0,060011345320220201,KPK0001193255,I,,POINT (93515.1959999986 468936.4569000006)
divergenties_wegvak.390,Haarlemmermeer-aansluiting,U,10.8d,,'LEIDSCHENDAM'VBW. d (RW14),169315147,2022-02-01T00:00:00,25,016931514720220201,KPK0001185691,I,,POINT (84542.87000000104 457975.5709999986)
divergenties_wegvak.391,Haarlemmermeer-aansluiting,U,26.2n,8,'OOSTVOORNE'VBW. n,600101240,2022-02-01T00:00:00,0,060010124020220201,KPK0001191805,I,,POINT (66865.42110000178 439246.57919999957)
divergenties_wegvak.392,Haarlemmermeer-aansluiting,U,27.6c,9,'HAVENS 6200-7000'VBW. c,600100988,2022-02-01T00:00:00,0,060010098820220201,KPK0001134254,I,,POINT (67721.22850000113 439662.1964999996)
divergenties_wegvak.393,Pseudo Haarlemmermeer-aansluiting,U,0.0#,,'PERNIS',168264061,2022-02-01T00:00:00,0,016826406120220201,KPK0001192299,I,,POINT (84363.50189999864 432395.7283000015)
divergenties_wegvak.394,Pseudo T-knooppunt,U,99.4h,,'KP.HELLEGATSPLEIN'MIDDELHARNIS VBW. h,600475680,2021-12-01T00:00:00,0,060047568020211201,KPK0001157491,I,,POINT (86798.03280000016 412129.0687999986)
divergenties_wegvak.395,Pseudo Overig volledig knooppunt,U,23.4r,,'KP.RIDDERKERK-NOORD'RING-ZUID VBW. r,196267068,2022-01-01T00:00:00,304,019626706820220101,KPK0001180863,I,,POINT (98251.24960000068 433526.0199000016)
divergenties_wegvak.396,,U,15.7m,,BS.PPL.'KRIEKAMPEN',600134460,2022-01-01T00:00:00,1273,060013446020220101,KPK0001440050,I,,POINT (153585.04839999974 389069.13230000064)
divergenties_wegvak.397,Pseudo T-knooppunt,U,0.0#,,'KP.DE HOGT'ANTWERPEN VBW. p,312174019,2022-01-01T00:00:00,7832,031217401920220101,KPK0001178421,I,,POINT (158007.3786999993 379914.3823999986)
divergenties_wegvak.398,Haarlemmermeer-aansluiting,U,104.0c,,'BALKBRUG'VBW. c,600184427,2022-01-01T00:00:00,1079,060018442720220101,KPK0001141296,I,,POINT (224106.11180000007 513879.7694000006)
divergenties_wegvak.399,Haarlemmermeer-aansluiting,U,39.7a,13,'NIEUWERBRUG'VBW. a,231306006,2022-01-01T00:00:00,0,023130600620220101,KPK0001132412,I,,POINT (115948.73099999875 453066.0760000013)
divergenties_wegvak.400,,U,0.0#,,BS.,89227008,2022-02-01T00:00:00,8,008922700820220201,KPK0001193352,I,,POINT (44612.655900001526 413805.9208999984)
divergenties_wegvak.401,,U,0.0#,,BS.,219432052,2022-02-01T00:00:00,206,021943205220220201,KPK0001130772,I,,POINT (109764.81929999962 516590.8112999983)
divergenties_wegvak.402,Niet indeelbaar,U,10.7b,,'DEN HAAG-SCHEVENINGEN'VBW. b (RW14),600106318,2022-02-01T00:00:00,11,060010631820220201,KPK0001193224,I,,POINT (84496.18250000104 457974.34160000086)
divergenties_wegvak.403,,U,0.0#,,BS.,176323051,2022-02-01T00:00:00,0,017632305120220201,KPK0001193279,I,,POINT (88059.16519999877 461654.5934999995)
divergenties_wegvak.404,Halfklaverblad-aansluiting,U,76.4c,22,'ALBLASSERDAM'VBW. c,600120001,2022-02-01T00:00:00,0,060012000120220201,KPK0001134893,I,,POINT (106854.0634999983 428852.54940000176)
divergenties_wegvak.405,Pseudo Haarlemmermeer-aansluiting,U,78.9c,23,'PAPENDRECHT'VBW. c,600119701,2022-02-01T00:00:00,1176,060011970120220201,KPK0001185007,I,,POINT (109080.47170000151 427840.86659999937)
divergenties_wegvak.406,Haarlemmermeer-aansluiting,U,26.1c,8,'OOSTVOORNE'VBW. c,600100976,2022-02-01T00:00:00,0,060010097620220201,KPK0001135718,I,,POINT (66706.08229999989 439087.91910000145)
divergenties_wegvak.407,Pseudo T-knooppunt,D,51.4z,,'KP.BENELUX'HOOGVLIET VBW. z,600107661,2022-02-01T00:00:00,0,060010766120220201,KPK0001096674,I,,POINT (87027.25499999896 432160.93299999833)
divergenties_wegvak.408,Pseudo T-knooppunt,D,51.3q,,'KP.BENELUX'RING-WEST ROTTERDAM-NOORD VBW. q,600107652,2022-02-01T00:00:00,0,060010765220220201,KPK0001192317,I,,POINT (86969.76209999993 432198.4043999985)
divergenties_wegvak.409,Halfklaverblad-aansluiting,U,17.4a,9,'AMSTERDAM-BUITENVELDERT'VBW. a,600123944,2021-12-01T00:00:00,0,060012394420211201,KPK0001131424,I,,POINT (121554.75030000135 483057.5406999998)
divergenties_wegvak.410,Halfklaverblad-aansluiting,U,13.9a,12,'AMSTERDAM-CENTRUM'VBW. a,600124915,2021-12-01T00:00:00,408,060012491520211201,KPK0001131421,I,,POINT (124719.38399999961 483368.0520000011)
divergenties_wegvak.411,Pseudo Overig volledig knooppunt,D,64.5y,,'KP.RIDDERKERK-NOORD'BARENDRECHT VBW. y,600113463,2022-01-01T00:00:00,0,060011346320220101,KPK0001180571,I,,POINT (99264.81500000134 431620.0489999987)
divergenties_wegvak.412,Pseudo Overig volledig knooppunt,U,24.1x,,'KP.RIDDERKERK-NOORD'RANG.BAAN VBW. x,196266039,2022-01-01T00:00:00,574,019626603920220101,KPK0001180774,I,,POINT (98401.16340000182 432854.33619999886)
divergenties_wegvak.413,Pseudo Overig volledig knooppunt,D,24.8p,,'KP.RIDDERKERK-NOORD'ROTTERDAM-ZUID VBW. p,600114203,2022-01-01T00:00:00,0,060011420320220101,KPK0001180781,I,,POINT (98482.01269999892 432218.9288999997)
divergenties_wegvak.414,Pseudo T-knooppunt,D,12.4q,,'KP.BATADORP'WAALRE VBW. q,600138398,2022-01-01T00:00:00,0,060013839820220101,KPK0001181897,I,,POINT (156047.3374999985 387675.4882000014)
divergenties_wegvak.415,Pseudo T-knooppunt,U,13.3u,,'KP.BATADORP'NIJMEGEN VBW. u,600138359,2022-01-01T00:00:00,0,060013835920220101,KPK0001142414,I,,POINT (155600.71029999852 388342.80040000007)
divergenties_wegvak.416,Haarlemmermeer-aansluiting,U,40.2c,13,'NIEUWERBRUG'VBW. c,600123190,2022-01-01T00:00:00,179,060012319020220101,KPK0001132423,I,,POINT (116654.61300000176 453374.76199999824)
divergenties_wegvak.417,,U,30.5m,,BS.PPL.'DE ANDEL',213298035,2022-01-01T00:00:00,1615,021329803520220101,KPK0001162545,I,,POINT (107984.71180000156 450232.2377999984)
divergenties_wegvak.418,Haarlemmermeer-aansluiting,U,39.9c,14,'ROZENBURG-CENTRUM'VBW. c,600403019,2022-02-01T00:00:00,0,060040301920220201,KPK0001191920,I,,POINT (77310.68710000068 433870.33029999956)
divergenties_wegvak.419,Niet indeelbaar,D,56.9p,,'ROTTERDAM-ZUIDPLEIN'VBW. p,600481059,2022-02-01T00:00:00,0,060048105920220201,KPK0001192309,I,,POINT (92141.90190000087 430753.15940000117)
divergenties_wegvak.420,Pseudo Haarlemmermeer-aansluiting,U,0.0#,,'PERNIS',177263049,2022-02-01T00:00:00,455,017726304920220201,KPK0001192356,I,,POINT (88942.56469999999 431747.40210000053)
divergenties_wegvak.421,Pseudo Haarlemmermeer-aansluiting,U,78.1a,23,'PAPENDRECHT'VBW. a,216256032,2022-02-01T00:00:00,0,021625603220220201,KPK0001185005,I,,POINT (108008.50189999864 428241.8387000002)
divergenties_wegvak.422,Niet indeelbaar,U,0.0#,,'SCHELLUINEN' (N216),600124467,2022-02-01T00:00:00,0,060012446720220201,KPK0001192430,I,,POINT (123988.808699999 428401.2642999999)
divergenties_wegvak.423,Niet indeelbaar,U,0.0#,,'SCHELLUINEN' (N216),600124594,2022-02-01T00:00:00,323,060012459420220201,KPK0001192430,I,,POINT (123988.808699999 428401.2642999999)
divergenties_wegvak.424,Halfklaverblad-aansluiting,U,95.1c,27,'GORINCHEM'VBW. c,600124127,2022-02-01T00:00:00,303,060012412720220201,KPK0001192405,I,,POINT (124335.73420000076 428494.0139000006)
divergenties_wegvak.425,,U,193.3n,,BS.PPL.'GEULENKAMP',600148245,2022-02-01T00:00:00,0,060014824520220201,KPK0001454601,I,,POINT (209965.38479999825 439399.1438000016)
divergenties_wegvak.426,Halfklaverblad-aansluiting,U,43.0a,,'ELLEMEET'VBW. a,94234004,2022-02-01T00:00:00,1205,009423400420220201,KPK0001193348,I,,POINT (47179.237100001425 418498.2142999992)
divergenties_wegvak.427,Halfklaverblad-aansluiting,U,44.4c,,'ELLEMEET'VBW. c,94233003,2022-02-01T00:00:00,0,009423300320220201,KPK0001439979,I,,POINT (47003.99769999832 416866.37779999897)
divergenties_wegvak.428,Pseudo Klaverbladknooppunt,D,16.5s,,'KP.AMSTEL'EINDHOVEN VBW. s,243365007,2021-12-01T00:00:00,0,024336500720211201,KPK0001157989,I,,POINT (121972.66560000181 482601.24909999967)
divergenties_wegvak.429,Pseudo T-knooppunt,U,5.0f,,'KP.WATERGRAAFSMEER'RING-NOORD VBW. f,600125467,2022-01-01T00:00:00,0,060012546720220101,KPK0001216976,I,,POINT (126571.51159999892 484621.7360999994)
divergenties_wegvak.430,T-knooppunt,U,65.4r,,'KP.NOORDHOEK'BERGEN OP ZOOM VBW. r,187211010,2022-01-01T00:00:00,1789,018721101020220101,KPK0001182164,I,,POINT (95569.97250000015 405583.52439999953)
divergenties_wegvak.431,,U,102.1n,,BS.PPL.'SONSE HEIDE',600138116,2022-01-01T00:00:00,0,060013811620220101,KPK0001181686,I,,POINT (161554.82189999893 394334.73580000177)
divergenties_wegvak.432,Pseudo Haarlemmermeer-aansluiting,D,54.0c,18,'ROTTERDAM-HEIJPLAAT'VBW. c,600107555,2022-02-01T00:00:00,0,060010755520220201,KPK0001192336,I,,POINT (89704.82119999826 431552.51960000023)
divergenties_wegvak.433,Haarlemmermeer-aansluiting,U,113.7a,37,'ALMERE-HOUT'VBW. a,302361027,2022-02-01T00:00:00,4107,030236102720220201,KPK0001192803,I,,POINT (151820.27369999886 484347.1534000002)
divergenties_wegvak.434,T-aansluiting halfklaverblad,U,67.8a,29,'HOUTEN'VBW. a,274297033,2022-02-01T00:00:00,478,027429703320220201,KPK0001138916,I,,POINT (137619.68519999832 448980.9844999984)
divergenties_wegvak.435,Niet indeelbaar,U,0.0#,,'BILTHOVEN' (N234),278322018,2022-02-01T00:00:00,408,027832201820220201,KPK0001205201,I,,POINT (139365.93189999834 461489.60599999875)
divergenties_wegvak.436,Haarlemmermeer-aansluiting,U,0.0#,,'BS + PPL DE KROON',600129091,2022-02-01T00:00:00,0,060012909120220201,KPK0001114156,I,,POINT (136921.4539999999 447795.87099999934)
divergenties_wegvak.437,Pseudo Klaverbladknooppunt,U,80.0m,,'KP.RIJNSWEERD'DE BILT RANG.BAAN m,600128855,2022-02-01T00:00:00,0,060012885520220201,KPK0001138976,I,,POINT (139571.75719999894 455716.1959999986)
divergenties_wegvak.438,,U,94.3x,,BS.PPL.'BUTTERVLIET',600105310,2022-02-01T00:00:00,847,060010531020220201,KPK0001202137,I,,POINT (87583.57829999924 417106.38489999995)
divergenties_wegvak.439,Haarlemmermeer-aansluiting,U,170.7c,40,'RITTHEM'VBW. c,62174078,2022-01-01T00:00:00,0,006217407820220101,KPK0001143143,I,,POINT (31087.154800001532 387062.0700000003)
divergenties_wegvak.440,Haarlemmermeer-aansluiting,U,250.7a,32,'KAMPEN'VBW. a,377414047,2022-01-01T00:00:00,0,037741404720220101,KPK0001432352,I,,POINT (188823.2148000002 507146.1303999983)
divergenties_wegvak.441,Haarlemmermeer-aansluiting,U,235.4a,30,'HATTEM'VBW. a,396390005,2022-03-01T00:00:00,1982,039639000520220301,KPK0001141979,I,,POINT (199034.15780000016 497158.6132000014)
divergenties_wegvak.442,T-knooppunt,U,128.0a,,'KP.WATERBERG'ARNHEM-NOORD VBW. a,382295007,2022-03-01T00:00:00,0,038229500720220301,KPK0001196736,I,,POINT (191324.91259999946 447751.2296999991)
divergenties_wegvak.443,Niet indeelbaar,U,0.0#,,'KP.HOOIPOLDER'OOSTERHOUT VBW. q,600124322,2022-03-01T00:00:00,0,060012432220220301,KPK0001143369,I,,POINT (120267.89699999988 411098.8770000003)
divergenties_wegvak.444,,U,113.7m,,BS.PPL.'LAERD',331525010,2022-03-01T00:00:00,0,033152501020220301,KPK0001194771,I,,POINT (165943.27600000054 562868.6110000014)
divergenties_wegvak.445,Haarlemmermeer-aansluiting,U,112.4a,18,'BOLSWARD-OOST'VBW. a,326527034,2022-03-01T00:00:00,1176,032652703420220301,KPK0001196335,I,,POINT (164655.66429999843 563316.7617999986)
divergenties_wegvak.446,Haarlemmermeer-aansluiting,U,236.1c,30,'HATTEM'VBW. c,600146587,2022-03-01T00:00:00,0,060014658720220301,KPK0001197912,I,,POINT (199171.46570000052 498204.6623999998)
divergenties_wegvak.447,,U,227.9q,,BS.PPL.'HET VEEN',395380006,2022-03-01T00:00:00,0,039538000620220301,KPK0001195566,I,,POINT (197701.24799999967 490237.6693000011)
divergenties_wegvak.448,Haarlemmermeer-aansluiting,U,46.0a,,'NOORDBROEK'VBW. a,511557002,2022-03-01T00:00:00,153,051155700220220301,KPK0001455132,I,,POINT (255710.06190000102 579100.4585000016)
divergenties_wegvak.449,Pseudo Klaverbladknooppunt,U,44.2s,,'KP.ZUIDBROEK'GRONINGEN VBW. s,511555032,2022-03-01T00:00:00,0,051155503220220301,KPK0001197733,I,,POINT (255715.34050000086 577560.9701999985)
divergenties_wegvak.450,Halfklaverblad-aansluiting,U,94.7c,3,'MALDEN'VBW. c,368245007,2022-03-01T00:00:00,2585,036824500720220301,KPK0001198626,I,,POINT (186016.83680000156 420811.6640999988)
divergenties_wegvak.451,Halfklaverblad-aansluiting,U,66.6c,8,'VENRAY-NOORD'VBW. c,600453965,2022-03-01T00:00:00,0,060045396520220301,KPK0001198599,I,,POINT (196969.10770000145 395837.32719999924)
divergenties_wegvak.452,Haarlemmermeer-aansluiting,U,122.0c,21,'SNEEK-CENTRUM'VBW. c,600140723,2022-03-01T00:00:00,0,060014072320220301,KPK0001196354,I,,POINT (173276.91319999844 559501.5698999986)
divergenties_wegvak.453,,U,153.9n,,BS.PPL.'DE VONKEN',600145874,2022-03-01T00:00:00,0,060014587420220301,KPK0001196396,I,,POINT (197672.5335999988 560915.4492000006)
divergenties_wegvak.454,Haarlemmermeer-aansluiting,U,118.9a,20,'RING-WEST SNEEK-WEST'VBW. a,340522012,2022-03-01T00:00:00,527,034052201220220301,KPK0001196344,I,,POINT (170649.12079999968 560969.3636999987)
divergenties_wegvak.455,Klaverbladknooppunt,U,143.3e,,'KP.HEERENVEEN'HEERENVEEN VBW. e,380508077,2022-03-01T00:00:00,0,038050807720220301,KPK0001196375,I,,POINT (190083.25649999827 554054.0566999987)
divergenties_wegvak.456,Halfklaverblad-aansluiting,U,45.6a,14,'WOERDEN'VBW. a,233306009,2021-10-01T00:00:00,5054,023330600920211001,KPK0001132476,I,,POINT (121790.78489999846 453763.1667999998)
divergenties_wegvak.457,Halfklaverblad-aansluiting,U,216.1a,26,'VAASSEN'VBW. a,600146601,2022-03-01T00:00:00,0,060014660120220301,KPK0001197896,I,,POINT (197468.98470000178 478395.3953000009)
divergenties_wegvak.458,T-knooppunt,U,113.8g,,'KP.LANKHORST'LEEUWARDEN VBW. g,600148201,2022-03-01T00:00:00,1057,060014820120220301,KPK0001197538,I,,POINT (209896.3669999987 519355.67760000005)
divergenties_wegvak.459,T-knooppunt,U,109.7j,,'KP.NEERBOSCH'VENLO VBW. j,600142196,2022-03-01T00:00:00,0,060014219620220301,KPK0001198668,I,,POINT (181955.53990000114 428297.31529999897)
divergenties_wegvak.460,Halfklaverblad-aansluiting,U,132.9a,23,'JOURE-WEST'VBW. a,600427662,2022-03-01T00:00:00,1102,060042766220220301,KPK0001196365,I,,POINT (180451.86389999837 553293.818500001)
divergenties_wegvak.461,Haarlemmermeer-aansluiting,U,122.3c,21a,'IND.WOUDVAART'VBW. c,600140730,2022-03-01T00:00:00,0,060014073020220301,KPK0001196355,I,,POINT (173675.37680000067 559482.0595000014)
divergenties_wegvak.462,T-aansluiting halfklaverblad,U,211.5c,25,'APELDOORN-NOORD'VBW. c,600146805,2022-03-01T00:00:00,2413,060014680520220301,KPK0001197893,I,,POINT (197100.40249999985 474252.92760000005)
divergenties_wegvak.463,Halfklaverblad-aansluiting,U,216.2c,26,'VAASSEN'VBW. c,394357012,2022-03-01T00:00:00,0,039435701220220301,KPK0001141961,I,,POINT (197424.7362000011 478820.2067000009)
divergenties_wegvak.464,Halfklaverblad-aansluiting,U,225.6c,28,'HEERDE-ZUID'VBW. c,396375019,2022-03-01T00:00:00,0,039637501920220301,KPK0001197903,I,,POINT (198108.40509999916 487888.92159999907)
divergenties_wegvak.465,Haarlemmermeer-aansluiting,U,121.6a,21,'SNEEK-CENTRUM'VBW. a,345519132,2022-03-01T00:00:00,0,034551913220220301,KPK0001196353,I,,POINT (172706.20949999988 559520.0397000015)
divergenties_wegvak.466,Halfklaverblad-aansluiting,U,146.5a,26A,'TJALLEBERD'VBW. a,385510001,2022-03-01T00:00:00,0,038551000120220301,KPK0001129581,I,,POINT (192951.4455000013 555386.4134000018)
divergenties_wegvak.467,Halfklaverblad-aansluiting,U,140.1c,25,'OUDEHASKE'VBW. c,600144042,2022-03-01T00:00:00,0,060014404220220301,KPK0001129556,I,,POINT (187351.13899999857 553076.9880999997)
divergenties_wegvak.468,Niet indeelbaar,U,0.0#,,'CENTRUM',600140731,2022-03-01T00:00:00,0,060014073120220301,KPK0001220240,I,,POINT (173063.2050999999 559524.8779999986)
divergenties_wegvak.469,Halfklaverblad-aansluiting,U,44.8a,13,'VENLO-WEST'VBW. a,412153050,2022-03-01T00:00:00,262,041215305020220301,KPK0001198294,I,,POINT (206203.20850000158 377085.804299999)
divergenties_wegvak.470,Halfklaverblad-aansluiting,U,157.7c,28,'BEETSTERZWAAG'VBW. c,600146650,2022-03-01T00:00:00,1235,060014665020220301,KPK0001196399,I,,POINT (199621.5775000006 564199.9690999985)
divergenties_wegvak.471,Halfklaverblad-aansluiting,U,140.1a,25,'OUDEHASKE'VBW. a,372505006,2022-03-01T00:00:00,841,037250500620220301,KPK0001196370,I,,POINT (187158.3905000016 552997.7258000001)
divergenties_wegvak.472,Halfklaverblad-aansluiting,U,152.2c,27,'TIJNJE'VBW. c,600145868,2022-03-01T00:00:00,0,060014586820220301,KPK0001196392,I,,POINT (196774.43769999966 559508.7485000007)
divergenties_wegvak.473,Haarlemmermeer-aansluiting,U,112.8c,18,'BOLSWARD-OOST'VBW. c,600137489,2022-03-01T00:00:00,0,060013748920220301,KPK0001196337,I,,POINT (165304.40729999915 563125.0219999999)
divergenties_wegvak.474,Halfklaverblad-aansluiting,U,157.7a,28,'BEETSTERZWAAG'VBW. a,395521012,2022-03-01T00:00:00,3326,039552101220220301,KPK0001196397,I,,POINT (199410.37999999896 563820.9642000012)
divergenties_wegvak.475,Haarlemmermeer-aansluiting,U,115.0a,19,'NIJLAND'VBW. a,334524010,2022-03-01T00:00:00,0,033452401020220301,KPK0001129519,I,,POINT (167176.5976999998 562379.0734999999)
divergenties_wegvak.476,,U,103.1p,,PPL.'HAYUM',312535004,2022-03-01T00:00:00,446,031253500420220301,KPK0001129500,I,,POINT (156754.21009999886 567525.3682999983)
divergenties_wegvak.477,Haarlemmermeer-aansluiting,U,311.7c,24,'JOURE'VBW. c,600143611,2022-03-01T00:00:00,0,060014361120220301,KPK0001196198,I,,POINT (184626.62779999897 552525.7873999998)
divergenties_wegvak.478,Klaverbladknooppunt,U,44.5x,,'KP.ZAARDERHEIKEN'RANG.BAAN x,412153049,2022-03-01T00:00:00,0,041215304920220301,KPK0001198576,I,,POINT (206235.57600000128 376735.1849000007)
divergenties_wegvak.479,,D,101.5#,,'KP.TIGLIA'KOBLENZ (RW74 L.RIJB.),600149284,2022-03-01T00:00:00,0,060014928420220301,KPK0001198565,I,,POINT (208659.55299999937 373398.2351000011)
divergenties_wegvak.480,Haarlemmermeer-aansluiting,U,123.1a,22,'SNEEK-OOST'VBW. a,347518121,2022-03-01T00:00:00,595,034751812120220301,KPK0001196359,I,,POINT (174209.35940000042 559452.991799999)
divergenties_wegvak.481,Haarlemmermeer-aansluiting,U,193.0a,35,'HOOGKERK'VBW. a,459560070,2021-10-01T00:00:00,0,045956007020211001,KPK0001129634,I,,POINT (229534.38100000098 580097.9129999988)
divergenties_wegvak.482,T-knooppunt,U,308.8g,,'KP.JOURE'DEN HELDER VBW. g,362494016,2022-03-01T00:00:00,3464,036249401620220301,KPK0001196183,I,,POINT (182376.30920000002 550575.5903999992)
divergenties_wegvak.483,T-knooppunt,U,309.8f,,'KP.JOURE'DEN HELDER VBW. f,600143608,2022-03-01T00:00:00,0,060014360820220301,KPK0001128961,I,,POINT (183208.11520000175 551441.4593000002)
divergenties_wegvak.484,Halfklaverblad-aansluiting,U,305.4c,19,'ST.NICOLAASGA'VBW. c,600143607,2022-03-01T00:00:00,3309,060014360720220301,KPK0001128953,I,,POINT (181086.28880000114 547819.637600001)
divergenties_wegvak.485,,U,0.0#,,BS.PPL.'SPIK',399111053,2022-03-01T00:00:00,0,039911105320220301,KPK0001198430,I,,POINT (199868.33359999955 355635.11199999973)
divergenties_wegvak.486,Pseudo Halfklaverblad-aansluiting,D,40.9c,16,'VENLO-ZUID'VBW. c,600149136,2022-03-01T00:00:00,0,060014913620220301,KPK0001198568,I,,POINT (207920.16110000014 374276.58839999884)
divergenties_wegvak.487,Halfklaverblad-aansluiting,U,36.0c,17,'BELFELD'VBW. c,600149118,2022-03-01T00:00:00,0,060014911820220301,KPK0001198562,I,,POINT (207209.71570000052 370148.08089999855)
divergenties_wegvak.488,Halfklaverblad-aansluiting,U,152.1a,27,'TIJNJE'VBW. a,393518010,2022-03-01T00:00:00,0,039351801020220301,KPK0001196390,I,,POINT (196599.56969999894 559135.6064999998)
divergenties_wegvak.489,Halfklaverblad-aansluiting,U,146.6c,26A,'TJALLEBERD'VBW. c,600144681,2022-03-01T00:00:00,0,060014468120220301,KPK0001194820,I,,POINT (193428.0282999985 555594.6458999999)
divergenties_wegvak.490,T-knooppunt,U,100.5a,,'KP.ZURICH'ZURICH VBW. a,307534006,2022-03-01T00:00:00,550,030753400620220301,KPK0001196228,I,,POINT (154412.97569999844 567353.190200001)
divergenties_wegvak.491,T-knooppunt,U,102.5f,,'KP.ZURICH'HARLINGEN VBW. f,600136945,2022-03-01T00:00:00,0,060013694520220301,KPK0001196323,I,,POINT (156475.5276999995 567636.5628000014)
divergenties_wegvak.492,T-knooppunt,U,101.4c,,'KP.ZURICH'ZURICH VBW. c,600134634,2022-03-01T00:00:00,0,060013463420220301,KPK0001129483,I,,POINT (155305.69700000063 567807.5441999994)
divergenties_wegvak.493,T-knooppunt,D,135.2r,,'KP.JOURE'AMSTERDAM VBW. r,364503007,2022-03-01T00:00:00,0,036450300720220301,KPK0001196368,I,,POINT (182303.06720000133 551638.9741000012)
divergenties_wegvak.494,Haarlemmermeer-aansluiting,U,80.5a,24,'SLIEDRECHT-WEST'VBW. a,220254012,2022-02-01T00:00:00,0,022025401220220201,KPK0001192072,I,,POINT (110235.22610000148 427373.16220000014)
divergenties_wegvak.495,Halfklaverblad-aansluiting,U,27.4a,35,'GIETERVEEN'VBW. a,502525024,2022-03-01T00:00:00,0,050252502420220301,KPK0001197709,I,,POINT (251338.6794999987 562577.0643000007)
divergenties_wegvak.496,Halfklaverblad-aansluiting,U,29.8a,36,'BAREVELD'VBW. a,505526049,2022-03-01T00:00:00,533,050552604920220301,KPK0001197710,I,,POINT (253420.9032999985 563747.5218000002)
divergenties_wegvak.497,Pseudo Haarlemmermeer-aansluiting,U,21.0a,34,'GIETEN'VBW. a,492517033,2022-03-01T00:00:00,0,049251703320220301,KPK0001197704,I,,POINT (246141.68580000103 558922.5511000007)
divergenties_wegvak.498,,U,0.0#,,BS.PPL.'NIJLANDERVELD',600152258,2022-03-01T00:00:00,0,060015225820220301,KPK0001197698,I,,POINT (237629.88199999928 554451.0014999993)
divergenties_wegvak.499,Haarlemmermeer-aansluiting,U,12.9c,21,'LINNE'VBW. c,600147420,2022-03-01T00:00:00,0,060014742020220301,KPK0001198308,I,,POINT (195709.99340000004 353206.6158000007)
