FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2008_25.1,0,402180,4,2180,202,262.7,60.7,-3.585,>2018,- - - - - -,3,579.25,,,"POLYGON ((158718.4840000011 606386.870000001, 158738.64499999955 606299.5419999994, 158543.77100000158 606254.5520000011, 158523.6099999994 606341.879999999, 158718.4840000011 606386.870000001))"
trend_2008_25.2,0,402200,4,2200,190,270.1,80.1,-5.858,>2018,- - - - - -,3,692.9,,,"POLYGON ((158913.4840000011 606429.870000001, 158946.42799999937 606287.1739999987, 158751.5540000014 606242.1829999983, 158718.6099999994 606384.879999999, 158913.4840000011 606429.870000001))"
trend_2008_25.3,0,402220,4,2220,176,302.9,126.9,-4.104,>2018,- - - - - -,3,605.2,,,"POLYGON ((159108.4840000011 606473.870000001, 159131.5639999993 606373.8999999985, 158936.69000000134 606328.9100000001, 158913.6099999994 606428.879999999, 159108.4840000011 606473.870000001))"
trend_2008_25.4,0,402240,4,2240,170,320.1,150.1,-6.454,>2018,- - - - - -,3,722.7,,,"POLYGON ((159303.4840000011 606516.870000001, 159339.7800000012 606359.6559999995, 159144.9059999995 606314.6649999991, 159108.6099999994 606471.879999999, 159303.4840000011 606516.870000001))"
trend_2008_25.5,0,402260,4,2260,160,338,178,-7.247,>2018,- - - - - -,3,762.35,,,"POLYGON ((159499.4840000011 606560.870000001, 159540.23900000006 606384.3379999995, 159345.36499999836 606339.3480000012, 159304.6099999994 606515.879999999, 159499.4840000011 606560.870000001))"
trend_2008_25.6,0,402280,4,2280,165,356.6,191.6,-6.795,>2018,- - - - - -,3,739.75,,,"POLYGON ((159694.4840000011 606604.870000001, 159732.69700000063 606439.3489999995, 159537.82299999893 606394.3590000011, 159499.6099999994 606559.879999999, 159694.4840000011 606604.870000001))"
trend_2008_25.7,0,402300,4,2300,170,358.8,188.8,-9.148,>2018,- - - - - -,3,857.4,,,"POLYGON ((159889.4840000011 606647.870000001, 159940.9299999997 606425.0309999995, 159746.05600000173 606380.0410000011, 159694.6099999994 606602.879999999, 159889.4840000011 606647.870000001))"
trend_2008_25.8,0,402320,4,2320,175,381.5,206.5,-8.409,>2018,- - - - - -,3,820.45,,,"POLYGON ((160084.4840000011 606691.870000001, 160131.7740000002 606487.0329999998, 159936.8999999985 606442.0430000015, 159889.6099999994 606646.879999999, 160084.4840000011 606691.870000001))"
trend_2008_25.9,0,402340,4,2340,165,396.1,231.1,-10.765,>2018,- - - - - -,3,938.25,,,"POLYGON ((160279.4840000011 606734.870000001, 160340.0240000002 606472.6429999992, 160145.1499999985 606427.6519999988, 160084.6099999994 606689.879999999, 160279.4840000011 606734.870000001))"
trend_2008_25.10,0,402360,4,2360,166,420.1,254.1,-9.145,>2018,- - - - - -,3,857.25,,,"POLYGON ((160474.4840000011 606778.870000001, 160525.91299999878 606556.1050000004, 160331.0390000008 606511.1149999984, 160279.6099999994 606733.879999999, 160474.4840000011 606778.870000001))"
trend_2008_25.11,0,402380,4,2380,170,445.9,275.9,-9.892,>2018,- - - - - -,3,894.6,,,"POLYGON ((160670.4840000011 606822.870000001, 160726.11400000006 606581.9079999998, 160531.23999999836 606536.9180000015, 160475.6099999994 606777.879999999, 160670.4840000011 606822.870000001))"
trend_2008_25.12,0,402400,4,2400,170,460.9,290.9,-11.554,>2018,- - - - - -,3,977.7,,,"POLYGON ((160865.4840000011 606865.870000001, 160930.4609999992 606584.4239999987, 160735.58700000122 606539.4329999983, 160670.6099999994 606820.879999999, 160865.4840000011 606865.870000001))"
trend_2008_25.13,0,402420,4,2420,174,469.8,295.8,-12.547,>2018,- - - - - -,3,1027.35,,,"POLYGON ((161060.4840000011 606909.870000001, 161131.0450000018 606604.2349999994, 160936.1710000001 606559.243999999, 160865.6099999994 606864.879999999, 161060.4840000011 606909.870000001))"
trend_2008_25.14,0,402440,4,2440,160,498.7,338.7,-13.711,>2018,- - - - - -,3,1085.55,,,"POLYGON ((161255.4840000011 606952.870000001, 161332.59099999815 606618.879999999, 161137.71700000018 606573.8900000006, 161060.6099999994 606907.879999999, 161255.4840000011 606952.870000001))"
trend_2008_25.15,0,402460,4,2460,130,523.1,393.1,-13.332,>2018,- - - - - -,3,1066.6,,,"POLYGON ((161450.4840000011 606996.870000001, 161525.4600000009 606672.1130000018, 161330.5859999992 606627.1220000014, 161255.6099999994 606951.879999999, 161450.4840000011 606996.870000001))"
