OBJECTID,GEOCODE,SUBCODE,GEOSUBCODE,GEOCODE_NR,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_TOT,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Length
475,002,,002__,2,Leeuwarden - Groningen,27,79.3,"27,000","79,300",52362.51297928,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,52362.5129792838
476,009,,009__,9,Meppel - Leeuwarden,101.6,165.9,"101,600","165,900",64540.98529587,Zl-Lw,Zwolle - Leeuwarden ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,64540.9852958729
477,210,,210__,210,Zutphen - Winterswijk,1.8,42.9,"1,800","42,900",41163.75414886,Zp-Ww,Zutphen - Winterswijk ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,41163.7541488626
478,803,h,803_h,803,Delfzijl Stamlijn Havenschap,100.4,106.9,"100,400","106,900",6506.42665033,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6506.42665033304
479,803,m,803_m,803,Delfzijl Stamlijn Havenschap,160,160.53,"160,000","160,530",531.97138112,Dzsh-Dzvw,Delfzijl Stamlijn Havenschap - Delfzijl Valgenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,531.971381129095
480,531,a,531_a,531,Utrecht Centraal,0.7,0.9,"0,700","0,900",199.26440741,Ut-Amf,Utrecht - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,199.264407419839
481,547,a,547_a,547,Lunetten Aansl.,2.9,3.3,"2,900","3,300",399.8726278,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.872627809695
482,663,a,663_a,663,Rotterdam Barendrecht,39.8,41.3,"39,800","41,300",1504.37636419,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1504.37636419189
483,663,c,663_c,663,Rotterdam Barendrecht,199.9,201.3,"199,900","201,300",1400.26572876,Brda-Whz,"Barendrecht Aansl. - Rotterdam, Emplacement Waalhaven Zuid ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1400.26572876984
484,134,,134__,134,Gouda - Moordrecht Aansl.,33.3,34.2,"33,300","34,200",930.98931106,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,930.98931106882
485,537,c,537_c,537,Moordrecht Aansl.,0,0.8,"0,000","0,800",800.82104915,Gd-Gvc,Gouda - Den Haag Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,800.821049158196
486,513,a,513_a,513,Geldermalsen,24.2,26.6,"24,200","26,600",2398.06227256,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2398.06227256485
487,135,,135__,135,Weesp Aansl. - Lelystad Industrieterrein,2.4,46.7,"2,400","46,700",44303.41527187,Wp-Llso,Weesp - Lelystad Opstel. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,44303.4152718745
488,003,,003__,3,Groningen Losplaats - Waterhuizen Aansl.,83.8,86.1,"83,800","86,100",2304.40393928,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2304.4039392885
489,120,a,120_a,120,Lage Zwaluwe - Roosendaal,1.5,21.5,"1,500","21,500",19918.87570225,Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,19918.8757022521
490,122,,122__,122,Roosendaal - Breda,2.1,21.5,"2,100","21,500",19466.66520851,Rsd-Bd,Roosendaal - Breda ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,19466.6652085118
491,518,,518__,518,Weert,62.5,65.1,"62,500","65,100",2607.40522352,Bdl-Rm,Budel - Roermond ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2607.40522352251
492,209,,209__,209,Dieren - Apeldoorn,0.6,21,"0,600","21,000",20418.37102962,Dr-Apd,Dieren - Apeldoorn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20418.3710296216
493,093,,093__,93,Blauwkapel - Den Dolder,4.6,11.1,"4,600","11,100",6500.03918253,Ut-Amf,Utrecht - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6500.03918253928
494,083,,083__,83,Haarlem - Zandvoort aan Zee,1.1,8.17,"1,100","8,170",7063.85470136,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7063.85470136757
495,512,b,512_b,512,Ressen = Bemmel,88.5,91.5,"88,500","91,500",2999.99658821,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2999.99658821426
496,545,b,545_b,545,Roosendaal,21.5,24.6,"21,500","24,600",3085.66801044,Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3085.668010444
497,509,a,509_a,509,Baarn,35,37.4,"35,000","37,400",2406.41478027,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2406.41478027109
498,901,,901__,901,Haarlem Hoofdwerkplaats,100,101,"100,000","101,000",1013.3643935,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1013.36439350178
499,165,,165__,165,Kijfhoek - Moerdijkbrug,212.6,225.91,"212,600","225,910",13311.39839287,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13311.3983928746
500,130,a,130_a,130,Axel Aansl. - Terneuzen Aansl.,60.743,63.4,"60,743","63,400",2661.91190671,Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2661.91190671317
501,061,,061__,61,Roermond - Vlodrop Grens,89.4,102.226,"89,400","102,226",12848.18312496,Rm-Vdpg,Roermond - Vlodrop Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12848.1831249612
502,467,b,467_b,467,Rotterdam Waalhaven Oost,20.2,21.075,"20,200","21,075",881.56770159,Who-Whks,Rotterdam Waalhaven Oost - Rotterdam Waalhaven Kesterenstraat ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,881.567701596959
503,617,a,617_a,617,Boxtel,38.4,42.6,"38,400","42,600",4199.23581211,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4199.23581211475
504,814,a,814_a,814,Maastricht Racc. Beatrixhaven,100.2,102.33,"100,200","102,330",2126.6631366,Mt-Bha,Maastricht - Beatrixhaven Aansl. (Maastricht) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2126.66313660407
505,004,,004__,4,Waterhuizen Aansl. - Zuidbroek,87,101.8,"87,000","101,800",14820.27872758,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14820.278727585
506,155,a,155_a,155,Meteren Aansl. - Ressen = Bemmel,49.1,55.484,"49,100","55,484",6381.71946408,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6381.71946408515
507,608,b,608_b,608,Apeldoorn,87,89.2,"87,000","89,200",2201.82737235,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2201.82737235353
508,823,c,823_c,823,Oosterhout Weststad,200.2,201.081,"200,200","201,081",883.15161529,Otw-Otwbw,Oosterhout Weststad - Oosterhout Weststad Bovensteweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,883.151615295822
509,558,b,558_b,558,Amsterdam Riekerpolder,157.6,158.505,"157,600","158,505",907.36810376,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,907.368103768526
510,541,c,541_c,541,Weesp Aansl.,150,151.388,"150,000","151,388",1387.48107373,Kv-Mbga,Keverdijk - Muiderberg Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1387.48107373569
511,844,b,844_b,844,Emmen Emmtec,100,100.525,"100,000","100,525",524.56418199,Emnr1-Emnr2,Emmen Raccordement 1 - Emmen Raccordement 2 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,524.564181990499
512,610,,610__,610,Dieren,13.9,15,"13,900","15,000",1107.20138063,Ah-Zl,Arnhem - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1107.2013806315
513,608,a,608_a,608,Apeldoorn,21,21.3,"21,000","21,300",305.47478232,Dr-Apd,Dieren - Apeldoorn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,305.474782325321
514,940,,940__,940,Amersfoort Bokkeduinen,42.672,43.8,"42,672","43,800",1217.99485676,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1217.99485676279
515,126,b,126_b,126,Roosendaal - Roosendaal Grens,75.236,75.582,"75,236","75,582",346.17071629,Esn-Np,Essen (B) - Nispen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,346.170716298588
516,036,,036__,36,Ede=Wageningen - Arnhem,76.4,89.9,"76,400","89,900",13514.54881691,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13514.5488169176
517,653,b,653_b,653,Zuidbroek,21.4,21.6,"21,400","21,600",200.67793305,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.677933058121
518,211,,211__,211,Barneveld Noord - Ede=Wageningen,12.3,29.3,"12,300","29,300",17007.10364662,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,17007.1036466226
519,057,,057__,57,Eindhoven - Weert,2,27.2,"2,000","27,200",25199.49311563,Ehv-Wt,Eindhoven - Weert ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,25199.4931156349
520,305,,305__,305,Stadskanaal Hoofdstation - Zuidbroek,0,21.4,"0,000","21,400",21410.28946078,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,21410.2894607822
521,619,,619__,619,Heerhugowaard,34.5,35.6,"34,500","35,600",1101.59539591,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1101.59539591329
522,558,a,558_a,558,Amsterdam Riekerpolder,57.1,58.505,"57,100","58,505",1416.70765102,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1416.70765102986
523,060,,060__,60,Roermond - Venlo,47.8,68.6,"47,800","68,600",20841.22026143,Mt-Vl,Maastricht - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20841.2202614363
524,612,b,612_b,612,Barneveld Noord,60.3,61.3,"60,300","61,300",1004.44199643,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1004.44199643367
525,226,,226__,226,Gouda - Alphen a/d Rijn,3.8,16.5,"3,800","16,500",12699.0615483,Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12699.0615483055
526,510,b,510_b,510,Elst,8.2,10.5,"8,200","10,500",2299.67858002,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2299.67858002105
527,805,e,805_e,805,Dordrecht Zeehaventerrein,700,700.4,"700,000","700,400",421.3203392,Ddrz-Ddrjh,Dordrecht Zeehaventerrein - Dordrecht Julianahaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,421.320339206748
528,208,,208__,208,Apeldoorn - Zutphen,89.2,104.55,"89,200","104,550",15355.66315157,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15355.6631515789
529,502,a,502_a,502,Meppel,0.6,0.8,"0,600","0,800",200.57705087,Mp-Gn,Meppel - Groningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.577050870189
530,526,b,526_b,526,Amsterdam Muiderpoort,103.6,104.3,"103,600","104,300",702.33738809,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,702.337388091348
531,563,,563__,563,Den Haag Mariahoeve,56.7,57.8,"56,700","57,800",1109.68828206,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1109.68828206822
532,666,a,666_a,666,Meteren Aansl.,26.6,30.9,"26,600","30,900",4295.99667841,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4295.99667841153
533,067,,067__,67,Heerlen - Schin op Geul,0.2,7.5,"0,200","7,500",7302.17914489,Hrl-Sog,Heerlen - Schin op Geul ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7302.17914489661
534,815,b,815_b,815,Roodeschool Eemshaven,100,100.7,"100,000","100,700",699.83835487,Eem-Eemwt,Eemshaven - Eemshaven West ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,699.838354874293
535,818,f,818_f,818,Terneuzen Dow Chemical,600,600.238,"600,000","600,238",238.56308423,Sludow-Tnzdzs,SluiskilRacc. DOW CHEMICAL - Terneuzen Zandstraat ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,238.563084234605
536,625,a,625_a,625,Lage Zwaluwe,1,1.5,"1,000","1,500",500.34546833,Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.345468331544
537,861,,861__,861,Delden Raccordement,100.1,100.7,"100,100","100,700",599.84048474,Ddn-Ddnr,Delden - Delden raccordement ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,599.840484741829
538,433,,433__,433,Sittard - Born,0.2,6.76,"0,200","6,760",6557.66131858,Std-Bon,Sittard - Born ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6557.66131858404
539,090,,090__,90,Den Dolder - Amersfoort,13.3,20.2,"13,300","20,200",6904.44879686,Ut-Amf,Utrecht - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6904.44879686276
540,098,,098__,98,Breukelen - Utrecht Centraal,23.4,32.9,"23,400","32,900",9507.98576599,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9507.9857659929
541,857,b,857_b,857,Almelo Gem. Stamlijn,100,100.5,"100,000","100,500",499.42716093,Amlbp-Amlbps,Almelo Racc. Bedrijvenpark N.W. Twente Singel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,499.427160933186
542,504,b,504_b,504,Heerlen,16.9,19.8,"16,900","19,800",2911.25020206,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2911.2502020688
543,778,,778__,778,Gronau (D) - Enschede Grens,54.578,58.971,"54,578","58,971",4392.93307944,G-Esg,Gronau (D) - Enschede Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4392.93307944325
544,587,a,587_a,587,Diemen,6.4,8.1,"6,400","8,100",1699.58071438,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1699.58071438284
545,562,b,562_b,562,De Haar Aansl.,60.8,61.7,"60,800","61,700",900.28288618,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,900.282886180969
546,625,c,625_c,625,Lage Zwaluwe,228.191,232.206,"228,191","232,206",4014.67282385,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4014.67282385914
547,217,,217__,217,Hoorn - Enkhuizen,34,50,"34,000","50,000",16009.63395742,Zd-Ekz,Zaandam - Enkhuizen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16009.6339574208
548,468,b,468_b,468,Rotterdam Eemhaven,104.2,105.015,"104,200","105,015",826.87864674,Rol-Rzbs,Rondolaan - Rotterdam Zaltbommelstraat ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,826.878646742627
549,666,b,666_b,666,Meteren Aansl.,46.5,49.1,"46,500","49,100",2599.49633405,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2599.49633405302
550,507,b,507_b,507,Velperbroek Aansl.,93.5,95.1,"93,500","95,100",1602.60371767,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1602.60371767192
551,043,,043__,43,Kesteren - Geldermalsen,21.5,43.9,"21,500","43,900",22469.13025623,Est-Gdm,Elst - Geldermalsen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22469.1302562375
552,119,a,119_a,119,Lage Zwaluwe - Dordrecht,17.4,28.5,"17,400","28,500",11085.660647,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11085.660647002
553,114,b,114_b,114,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,101.9,102.9,"101,900","102,900",906.00212448,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,906.002124482952
554,808,,808__,808,VAM-terrein Wijster,100,102.14,"100,000","102,140",2142.08041472,Vama-Vam,VAM Aansl. - VAM - terrein Wijster ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2142.08041472224
555,540,c,540_c,540,Rotterdam Westelijke Splitsing,54,54.6,"54,000","54,600",593.17100933,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,593.171009330398
556,814,b,814_b,814,Maastricht Racc. Beatrixhaven,200.1,202.1,"200,100","202,100",2003.66341334,Mt-Klprwg,Maastricht - Klipperweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2003.6634133419
557,511,,511__,511,Vork,1.8,2.9,"1,800","2,900",1102.11305032,Est-Gdm,Elst - Geldermalsen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1102.11305032705
558,543,a,543_a,543,Hengelo,14.9,15,"14,900","15,000",100.50170112,Aml-Hgl,Almelo - Hengelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.501701124906
559,025,,025__,25,Almelo - Hengelo,1.1,14.9,"1,100","14,900",13836.24551143,Aml-Hgl,Almelo - Hengelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13836.2455114365
560,163,,163__,163,Rotterdam Lombardijen - Rotterdam Centraal,43.3,48.7,"43,300","48,700",5424.11834792,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5424.11834792296
561,818,e,818_e,818,Terneuzen Dow Chemical,500,501.23,"500,000","501,230",1230.54956495,Sludow-Tnzdbw,SluiskilRacc. DOW CHEMICAL - Terneuzen Braakmanweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1230.54956495755
562,437,a,437_a,437,Arnhem Goederenstation - Velperbroek Aansl.,0,1.3,"0,000","1,300",1302.89199521,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1302.89199521759
563,542,b,542_b,542,Dordrecht,93.5,93.6,"93,500","93,600",100.57439534,Gdm-Ddr,Geldermalsen - Dordrecht ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.57439534991
564,546,c,546_c,546,Blauwkapel,12.7,14,"12,700","14,000",1301.33420124,Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1301.33420124102
565,626,c,626_c,626,Hoorn,31.5,34,"31,500","34,000",2504.1109396,Zd-Ekz,Zaandam - Enkhuizen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2504.11093960624
566,054,c,054_c,54,Boxtel - Eindhoven,200,200.4,"200,000","200,400",399.99592218,Mph-Awn,Mispelhoef - Achtseweg Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.995922185218
567,022,,022__,22,Haren - Waterhuizen Aansl.,0.4,2.3,"0,400","2,300",1897.15752428,Hrna-Wha,Haren Aansl. - Waterhuizen Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1897.15752428889
568,102,,102__,102,Woerden - Alphen a/d Rijn,0.2,16.3,"0,200","16,300",16106.82401027,Wd-Ledn,Woerden - Leiden Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16106.8240102715
569,521,b,521_b,521,Schin op Geul,21.9,23,"21,900","23,000",1099.96422847,Vet-Mtn,Verschau (D) - Maastricht Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1099.96422847436
570,203,,203__,203,Mariënberg - Emmen,34.5,75.8,"34,500","75,800",41330.49596259,Hea-Emn,Herfte Aansl. - Emmen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,41330.4959625925
571,817,d,817_d,817,Vlissingen Sloehaven,159.98,161,"159,980","161,000",1018.08598531,Eupwz-Spjw,Europaweg Zuid - Spanjeweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1018.0859853142
572,810,b,810_b,810,Dordrecht Industrieterrein Aansl. De Staart,100,101.3,"100,000","101,300",1306.47039407,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1306.47039407628
573,618,c,618_c,618,Eindhoven,57.8,58.9,"57,800","58,900",1099.81393337,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1099.81393337776
574,817,j,817_j,817,Vlissingen Sloehaven,500,502.5,"500,000","502,500",2499.05048526,Dmkw-Eupww,Denemarkenweg - Europaweg West ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2499.05048526215
575,524,b,524_b,524,Zaandam,69.6,71.6,"69,600","71,600",2002.62579701,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2002.62579701153
576,066,a,066_a,66,Landgraaf - Haanrade Grens,22.7,27.25,"22,700","27,250",4552.33471166,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4552.33471166379
577,546,g,546_g,546,Blauwkapel,100.1,100.3,"100,100","100,300",200.05261814,Blo-Blz,Blauwkapel Oost - Blauwkapel Zuid ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.052618140439
578,110,,110__,110,Den Haag Ypenburg - Leidschenveen,100.4,101.035,"100,400","101,035",633.82787537,Ypb-Ldvn,Den Haag Ypenburg - Leidschenveen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,633.827875377348
579,468,g,468_g,468,Rotterdam Eemhaven,400,401.555,"400,000","401,555",1554.8624449,Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1554.86244490242
580,557,f,557_f,557,Terneuzen Aansl.,400.122,400.542,"400,122","400,542",421.73481325,Tnzz-Tnzzw,Terneuzen Zuidzijde (Racc.) - Terneuzen Zwedenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,421.734813259927
581,782,,782__,782,Herzogenrath (D),17.757,19.2,"17,757","19,200",1448.04129928,Hz-Stolb,Herzogenrath (D) - Stolberg (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1448.04129928338
582,805,c,805_c,805,Dordrecht Zeehaventerrein,400,400.7,"400,000","400,700",700.25290493,Mwg-Kilkd,Mijlweg - Kilkade ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,700.252904935444
583,506,b,506_b,506,Amersfoort,42.6,45.5,"42,600","45,500",3009.31086682,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3009.31086682638
584,801,m,801_m,801,Moerdijk Industrieterrein,825,825.48,"825,000","825,480",485.59901208,Vlw-Cih,Vlasweg - Centrale Insteekhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,485.599012086918
585,546,b,546_b,546,Blauwkapel,3.6,4.6,"3,600","4,600",997.07327269,Ut-Amf,Utrecht - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,997.073272699805
586,801,c,801_c,801,Moerdijk Industrieterrein,200,200.396,"200,000","200,396",399.25473405,Wstlrw-Wstlra,Westelije Randweg - Westelijke Randweg Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.254734051505
587,551,a,551_a,551,Tilburg,1.8,1.9,"1,800","1,900",101.14610102,Tb-Vga,Tilburg - Vught Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,101.146101022459
588,557,e,557_e,557,Terneuzen Aansl.,300.12,300.5,"300,120","300,500",379.29691608,Tnzz-Tnzow,Terneuzen Zuidzijde (Racc.) - Terneuzen Osloweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,379.296916082186
589,062,,062__,62,Sittard - Roermond,22.8,45.6,"22,800","45,600",22871.89580159,Mt-Vl,Maastricht - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22871.8958015933
590,801,l,801_l,801,Moerdijk Industrieterrein,800,800.7,"800,000","800,700",701.81318594,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,701.813185948737
591,819,,819__,819,Etten=Leur Gem. Industrieterrein,0.1,0.637,"0,100","0,637",536.21766809,Etnva-Etnv,Etten-Leur Racc. Vossendaal Aansl. - Etten-Leur Racc. Vossendaal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,536.217668094173
592,146,,146__,146,Warmond - Leiden Centraal,42.8,44.5,"42,800","44,500",1701.67798852,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1701.67798852702
593,066,b,066_b,66,Landgraaf - Haanrade Grens,100,101.2,"100,000","101,200",1199.9990423,Nvss-Bvss,Nievelsteenstraat - Bart van Slobbestraat ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1199.9990423099
594,101,,101__,101,Harmelen Aansl. - Woerden,12.1,14.8,"12,100","14,800",2700.3123741,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2700.31237410285
