VERHFUNC;VERHTYPE;VERHSRT;WVO;STRAAT;OPPERVLAK;OMTREK;LENGTE;X;Y;LONGITUDE;LATITUDE
Speelplaats;Gemengde Bestrating;Elementen;1270.A SP R;Leliestraat;53.184;32.489;11.698;106904.901;426970.083;4.68948561422995;51.8292534888326
Speelplaats;Rubbertegels;Elementen;0445.A SP M1;Dokter Rietveldplein;90.957;38.345;10.556;106876.915;426382.489;4.68916131481011;51.8239698153765
Speelplaats;Onverhard;Overige;2240.H SP G3;Veerweg;31.390;26.837;10.400;106687.051;427180.503;4.68629609719061;51.8311259360659
Speelplaats;Doorgaand cementbeton;Cementbeton;2070.A SP R4;Tesselschadestraat;126.038;64.102;27.462;106319.512;426968.106;4.68099419637271;51.8291850243018
Speelplaats;Rubbertegels;Elementen;1450.A SP L1;Merwedestraat;38.190;24.719;6.204;107068.124;426380.051;4.69193502427158;51.8239643359598
Speelplaats;Gemengde Bestrating;Elementen;1960.A SP G1;Schoorweg;363.058;138.971;63.794;108154.569;426937.485;4.70761787402355;51.8290666711446
Speelplaats;Rubbertegels;Elementen;0620.A SP R4;Gerard Dousingel;35.722;23.988;6.488;106722.632;427790.833;4.6867271281592;51.8366146161254
Speelplaats;Rubbertegels;Elementen;2040.C SP M3;Stellingmolen;39.492;27.407;9.583;107100.520;428037.425;4.69217556835916;51.8388634988932
Speelplaats;Kunstgras speelplaatsen;Overige;0646.A SP G1;Graskarper;118.971;39.333;9.833;109611.353;427408.828;4.72868835463493;51.8334233438782
Speelplaats;Kunstgras speelplaatsen;Overige;0070.A SP R1;Adriaen van Ostadestraat;7.870;11.309;3.178;106557.200;427502.329;4.6843673497178;51.8340072421366
Speelplaats;Gemengde Bestrating;Elementen;0651.C SP L5;Groen v Prinstererstraat;23.876;19.934;5.962;107451.474;426911.745;4.69742227457615;51.8287759301056
Speelplaats;Kunstgras speelplaatsen;Overige;2340.A SP L;Weidemolen;12.046;15.070;5.233;107219.708;428342.983;4.69386269391012;51.8416200414444
Speelplaats;Kunstgras speelplaatsen;Overige;0767.A SP R2;Heidezoom;27.324;22.887;8.049;107333.152;427755.815;4.69558966219737;51.8363523054534
Speelplaats;Halfverharding;Overige;1330.A SP R;Markt;92.110;41.937;14.705;106418.170;426689.325;4.68246445324449;51.8266879457444
Speelplaats;Onverhard;Overige;2365.A SP R5;Wieklaan;55.491;28.152;7.038;106923.891;428125.796;4.68960054796831;51.8396425969124
Speelplaats;Onverhard;Overige;0761.B SP L3;Wiardi Beckmanstraat;14.985;16.727;5.763;107759.256;427219.535;4.70184494779996;51.8315684418312
Speelplaats;Kunstgras speelplaatsen;Overige;2370.B SP L1;Wilgenhof;46.240;27.517;7.921;107835.513;427400.253;4.70292657333185;51.8331991705436
Speelplaats;Rubbertegels;Elementen;1840.A SP G2;Randwijk;33.493;23.335;6.568;106250.078;428044.063;4.6798354352386;51.8388495869786
Speelplaats;Tegels 300x300x45;Elementen;1535.A SP L3;Notenhof;12.390;17.011;6.639;107764.311;427934.803;4.70182065811991;51.8379976647922
Speelplaats;Rubbertegels;Elementen;0240.A SP R2;Berkenhof;21.236;19.872;6.824;107557.067;427586.048;4.69886158226062;51.8348455102066
Speelplaats;Rubbertegels;Elementen;0455.A SP L3;Duindoornhof;29.554;22.575;7.160;108385.666;427927.996;4.71083678431116;51.8379886814019
Speelplaats;Rubbertegels;Elementen;2320.A SP R2;Walmolen;38.250;26.000;8.500;107008.805;428298.308;4.69080867373229;51.8412004243295
Speelplaats;Rubbertegels;Elementen;0110.A SP R2;Alfred Nobelstraat;24.626;21.049;7.013;108516.072;427052.793;4.71284638521847;51.8301332492972
Speelplaats;Rubbertegels;Elementen;0425.A SP L3;Dennenhof;16.374;16.186;4.076;108232.336;427907.083;4.70861495409614;51.8377878997594
Speelplaats;Rubbertegels;Elementen;1840.A SP R2;Randwijk;8.825;12.060;3.530;106364.513;428132.865;4.68148330855083;51.8396577071835
Speelplaats;Tegels 300x300x45;Elementen;0761.A SP R3;Wiardi Beckmanstraat;26.902;22.219;7.543;107746.395;427102.135;4.70167440110161;51.8305121678018
Speelplaats;Rubbertegels;Elementen;1321.A SP R4;Margriethof;21.000;19.000;6.000;107667.775;428211.766;4.70038213764366;51.8404788211606
Speelplaats;Kunstgras speelplaatsen;Overige;0040.A SP R2;Acaciahof;21.858;19.289;6.004;107652.849;427672.083;4.70023940906165;51.8356269145951
Speelplaats;Onverhard;Overige;1350.A SP R1;Martinus Nijhoffstraat;75.949;31.922;7.981;106198.635;427551.116;4.67915855508111;51.8344145290628
Speelplaats;Tegels 300x300x45;Elementen;2130.A SP R4;Trasmolen;16.477;18.487;6.832;106570.033;428142.695;4.68446390886598;51.839763915352
Speelplaats;Rubbertegels;Elementen;2260.A SP R2;Violenstraat;53.378;33.598;12.544;106997.250;426914.077;4.69083300323359;51.8287580515037
Speelplaats;Onverhard;Overige;2240.H SP G4;Veerweg;105.686;41.325;11.355;106691.686;427159.081;4.68636632519149;51.830933797285
Speelplaats;Tegels 300x300x45;Elementen;1060.A SP G2;J.J. Vorrinkstraat;188.270;102.275;47.144;107881.566;427010.206;4.70364777601239;51.8296973291336
Speelplaats;Rubbertegels;Elementen;1282.A SP L2;Lisdreef;45.700;32.549;12.667;107897.097;428114.408;4.70372279245644;51.8396231584027
Speelplaats;Gemengde Bestrating;Elementen;1450.A SP R;Merwedestraat;246.554;90.338;38.817;107133.522;426387.402;4.6928825670441;51.8240360119746
Speelplaats;Gemengde Bestrating;Elementen;0450.A SP R;Douwes Dekkerlaan;1429.274;314.842;147.747;106218.163;427462.087;4.67945440984505;51.8336160490254
Speelplaats;Kunststof Sportaccommodatie;Overige;2200.B SP R2;van der Palmstraat;832.622;122.005;40.386;106411.591;427348.281;4.68227653735836;51.8326100252146
Speelplaats;Muur Elementen;Elementen;2455.A SP G3;Zeeuwse schouw;1.664;17.052;8.326;108655.841;427315.137;4.71483881141242;51.8325028026193
Speelplaats;Kunststof Sportaccommodatie;Overige;0117.D SP G3;Andoornlaan;861.708;226.516;105.056;108719.690;427722.135;4.71571065734266;51.8361661833889
Speelplaats;Tegels 300x300x45;Elementen;1868.A SP R1;Rietdreef;40.425;35.375;14.991;108070.425;428063.076;4.70624465102875;51.8391763784028
Speelplaats;Kunstgras speelplaatsen;Overige;0110.A SP R3;Alfred Nobelstraat;29.778;22.993;7.555;108518.071;427067.637;4.71287339039837;51.8302668331444
Speelplaats;Onverhard;Overige;2365.A SP R3;Wieklaan;127.564;62.492;26.417;106925.940;428137.255;4.68962868569224;51.8397457659193
Speelplaats;Kunstgras speelplaatsen;Overige;0277.A SP L3;Boegspriet;24.743;21.276;7.203;108788.603;427564.064;4.71673158047263;51.8347511503102
Speelplaats;Tegels 300x300x45;Elementen;2150.A SP R;Tulpstraat;137.522;57.525;22.706;106951.187;426941.958;4.69016094677346;51.8290046851682
Speelplaats;Gravel;Overige;1330.A SP R1;Markt;36.784;27.954;10.460;106375.555;426664.180;4.68184984325372;51.8264582374451
Speelplaats;Dicht asfaltbeton;Dicht asfaltbeton;1530.D SP L1;Noordhoek;733.367;110.682;33.353;105997.745;427585.484;4.67623923383134;51.8347058410707
Speelplaats;Tegels 300x300x45;Elementen;1060.A SP G5;J.J. Vorrinkstraat;27.221;20.474;5.118;107871.789;427009.668;4.70350602145759;51.8296916690095
Speelplaats;Rubbertegels;Elementen;1321.A SP R1;Margriethof;77.905;35.837;10.497;107666.512;428204.409;4.70036481833486;51.8404125898413
Speelplaats;Tegels 300x300x45;Elementen;1535.A SP L1;Notenhof;20.334;27.903;12.298;107760.950;427927.869;4.70177284019555;51.8379350581361
Speelplaats;Rubbertegels;Elementen;2430.A SP R2;Wipmolen;21.189;18.570;5.245;106686.310;428047.198;4.68616435938697;51.8389156652251
Speelplaats;Rubbertegels;Elementen;1320.A SP R1;Madeliefstraat;24.185;20.579;6.656;107262.820;427358.776;4.69462402180986;51.8327777358321
Speelplaats;Onverhard;Overige;2070.A SP L3;Tesselschadestraat;21.785;18.697;4.926;106331.664;426943.351;4.6811739539094;51.8289635866813
Speelplaats;Tegels 300x300x45;Elementen;0150.A SP G;Anton Mauvestraat;131.387;97.562;45.920;106266.227;427763.984;4.68010918673528;51.8363336697561
Speelplaats;Rubbertegels;Elementen;2255.A SP L2;Vinkenpad;209.146;57.947;15.337;106819.029;426668.667;4.68828189338848;51.8265369805263
Speelplaats;Rubbertegels;Elementen;2130.A SP R3;Trasmolen;16.747;16.570;4.785;106578.224;428133.724;4.68458401125156;51.8396839948545
Speelplaats;Onverhard;Overige;2400.A SP L1;Willem Kloosstraat;144.603;63.857;26.465;106056.980;427338.534;4.67713352387397;51.8324914675305
Speelplaats;Rubbertegels;Elementen;1150.A SP R1;Kamperfoeliestraat;25.510;20.203;5.066;107014.408;427244.854;4.69103604507264;51.8317325305513
Speelplaats;Rubbertegels;Elementen;0571.A SP R2;Domela Nieuwenhuisstraat;48.051;28.913;9.277;107850.852;426839.742;4.70322544635403;51.8281626136558
Speelplaats;Rubbertegels;Elementen;2120.A SP L1;Torenmolen;24.994;20.367;6.057;106924.442;428505.266;4.68955581351611;51.8430532919081
Speelplaats;Tegels 300x300x45;Elementen;2320.A SP R1;Walmolen;35.413;35.792;15.630;107006.158;428300.657;4.69076994009088;51.8412213095276
Speelplaats;Rubbertegels;Elementen;1440.A SP R1;Merwedesingel;27.846;22.848;7.899;107203.575;426419.041;4.69389427866628;51.8243263780586
Speelplaats;Rubbertegels;Elementen;0761.A SP R1;Wiardi Beckmanstraat;52.250;29.483;8.812;107850.377;427164.016;4.70317439048728;51.8310771365605
Speelplaats;Gemengde Bestrating;Elementen;2030.A SP R1;Staringlaan;143.415;60.196;24.163;106345.471;427263.023;4.68132930858376;51.8318379783544
Speelplaats;Kunstgras speelplaatsen;Overige;2040.E SP G;Stellingmolen;68.301;33.069;8.477;107196.373;428149.411;4.69355084618658;51.8398782329415
Speelplaats;Kunststof Sportaccommodatie;Overige;1160.B SP L1;Karel Doormanlaan;53.116;29.272;7.979;107465.979;426569.855;4.69767962207774;51.8257042709034
Speelplaats;Tegels 300x300x45;Elementen;2120.A SP L5;Torenmolen;5.757;19.587;9.165;106905.015;428543.121;4.68926865478571;51.8433918570872
Speelplaats;Kunstgras speelplaatsen;Overige;0646.A SP G2;Graskarper;16.825;17.153;5.539;109597.757;427376.053;4.72849540969202;51.8331276575247
Speelplaats;Kunstgras speelplaatsen;Overige;1203.A SP G1;Kikkersteeg;54.649;29.576;7.541;106374.054;426593.336;4.68183801997926;51.8258213654556
Speelplaats;Tegels 300x300x45;Elementen;2260.A SP R1;Violenstraat;85.001;91.475;43.797;106991.737;426913.710;4.69075308289887;51.8287542792709
Speelplaats;Onverhard;Overige;2240.H SP G5;Veerweg;82.811;49.055;20.485;106704.121;427157.850;4.68654688681213;51.8309238081684
Speelplaats;Halfverharding;Overige;2460.B SP L;Zernikelaan;59.764;37.944;14.983;108059.558;426846.443;4.70625198162303;51.8282404143787
Speelplaats;Tegels 300x300x45;Elementen;1321.A SP R2;Margriethof;70.752;60.153;27.504;107667.111;428213.812;4.70037222328612;51.8404971542218
Speelplaats;Onverhard;Overige;2070.A SP L2;Tesselschadestraat;4.643;7.638;1.910;106344.088;426931.743;4.68135580759604;51.8288603367955
Speelplaats;Rubbertegels;Elementen;2430.B SP R;Wipmolen;39.108;25.014;6.253;106791.652;427972.754;4.68770315802432;51.8382556694864
Speelplaats;Rubbertegels;Elementen;1320.A SP R2;Madeliefstraat;21.556;18.676;5.163;107252.274;427347.876;4.69447253211471;51.8326788660098
Speelplaats;Rubbertegels;Elementen;1060.A SP G7;J.J. Vorrinkstraat;44.974;28.382;9.413;107877.618;427000.674;4.70359180275634;51.8296113229004
Speelplaats;Tegels 300x300x45;Elementen;2370.B SP L2;Wilgenhof;61.790;32.419;10.079;107828.946;427394.318;4.70283211213713;51.8331452725716
Speelplaats;Tegels 300x300x45;Elementen;2240.H SP G2;Veerweg;65.197;32.572;9.198;106700.605;427172.900;4.68649378164538;51.8310587726677
Speelplaats;Onverhard;Overige;2455.A SP G2;Zeeuwse schouw;24.002;20.001;6.000;108653.886;427334.351;4.71480787709983;51.8326753354224
Speelplaats;Onverhard;Overige;2240.H SP G6;Veerweg;71.705;39.142;14.690;106678.936;427150.809;4.68618252042157;51.8308583465286
Speelplaats;Sierbestrating;Elementen;2400.A SP L2;Willem Kloosstraat;87.557;50.324;20.991;106049.176;427332.807;4.67702112036359;51.8324393100148
Speelplaats;Gemengde Bestrating;Elementen;1410.A SP L3;Meindert Hobbemastraat;22.445;19.132;5.441;106445.490;427807.907;4.68270383427934;51.8367440560019
Speelplaats;Gemengde Bestrating;Elementen;1350.A SP R;Martinus Nijhoffstraat;87.401;57.464;25.274;106187.063;427570.442;4.67898794605753;51.8345872185991
Speelplaats;Rubbertegels;Elementen;2430.A SP R4;Wipmolen;22.995;19.198;5.000;106681.385;428064.240;4.68609052189447;51.8390684114021
Speelplaats;Rubbertegels;Elementen;0870.A SP R2;Hortensiastraat;32.715;23.069;6.506;107070.959;427195.113;4.69186331167179;51.831290315449
Speelplaats;Tegels 300x300x45;Elementen;1270.A SP R1;Leliestraat;83.849;90.049;43.078;106899.046;426970.258;4.68940065674605;51.8292545577068
Speelplaats;Gemengde Bestrating;Elementen;2255.A SP L1;Vinkenpad;270.486;112.311;50.834;106831.139;426671.090;4.68845721448493;51.8265598023686
Speelplaats;Doorgaand cementbeton;Cementbeton;0360.B SP R1;Constantijn Huygenslaan;24.000;20.000;6.000;106470.396;426867.952;4.6831969669697;51.8282979720654
Speelplaats;Onverhard;Overige;2070.A SP L1;Tesselschadestraat;26.857;19.202;4.801;106350.759;426927.770;4.68145313505395;51.828825208613
Speelplaats;Rubbertegels;Elementen;0470.A SP L3;Dijkstraat;65.326;43.660;18.251;107105.965;426472.744;4.69247106491522;51.8248007009955
Speelplaats;Rubbertegels;Elementen;0920.A SP R2;Irispad;50.267;27.921;6.980;107005.355;427073.792;4.6909284314725;51.8301942574439
Speelplaats;Rubbertegels;Elementen;2040.C SP M1;Stellingmolen;46.728;27.566;7.766;107077.963;428035.629;4.69184853340347;51.8388454218135
