"PEILBUISCODE","STRAAT","HUISNUMMER","MEETNETTYPE","NAP_HOOGTE_MEETPUNT","MEETDATUM","GRONDWATERSTAND","NAP_HOOGTE_MAAIVELD","ONDERGRENS","BOVENGRENS","DATUM_PLAATSING","DATUM_VERVALLEN","x_RD","y_RD","LONGITUDE","LATITUDE"
"0100-001","Noordendijk","40","S","3.52","19990506","1.91","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","19990512","1.91","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","19990520","1.89","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","19990805","1.78","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20020807","1.91","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20021019","1.89","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030212","2.14","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030213","2.6","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030327","1.98","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030429","1.97","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030512","2.5","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030526","2.15","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030624","1.96","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030723","1.89","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20030816","1.83","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20031002","1.93","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20031029","1.95","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20031122","1.95","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20031212","2.01","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040117","2.24","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040214","2.19","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040325","2.17","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040420","2.08","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040525","1.96","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040617","1.9","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040715","2.04","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040806","2.01","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20040921","2.08","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20041021","2","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20041119","2.21","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20041216","2","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050120","2.08","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050217","2.2","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050318","2.05","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050428","2.03","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050524","2.02","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050622","1.95","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050715","2.05","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050811","2.13","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20050924","2.14","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20051025","2.14","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20051118","2.08","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20051217","2.16","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060119","2.05","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060221","2.14","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060324","2.11","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060425","2.03","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060524","2.15","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060623","2","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060722","1.87","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060831","2.12","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20060925","1.97","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20061025","2.02","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20061123","2.19","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20061229","2.12","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070119","2.19","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070329","2.05","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070416","1.88","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070530","1.98","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070618","1.99","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070725","2.17","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20070913","1.85","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20071002","2.03","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20071105","1.91","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20071211","2.21","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080106","2.12","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080114","2.07","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080206","2.15","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080306","2.06","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080416","2.07","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080513","2","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080624","1.95","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080709","1.91","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080818","2.1","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20080922","2.11","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20081111","1.93","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090119","1.93","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090209","2.17","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090309","2.19","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090409","2.22","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090515","2.14","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090616","2.24","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090814","2.26","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20090911","1.94","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-001","Noordendijk","40","S","3.52","20091021","1.98","3.6","","","19990503","","105962.25","425536.86","4.676353110451537","51.81724058751738"
"0100-002","Biesboschstraat","","S","3.44","19990506","1.39","3.56","","","19890301","","106180.3","425465.9","4.679525686289202","51.81662186642481"
"0100-002","Biesboschstraat","","S","3.44","19990512","1.38","3.56","","","19890301","","106180.3","425465.9","4.679525686289202","51.81662186642481"
"0100-002","Biesboschstraat","","S","3.44","19990520","1.36","3.56","","","19890301","","106180.3","425465.9","4.679525686289202","51.81662186642481"
"0100-002","Biesboschstraat","","S","3.44","19990805","1.23","3.56","","","19890301","","106180.3","425465.9","4.679525686289202","51.81662186642481"
"0100-003","Lijnbaan","","S","3.06","19990506","1.15","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","19990512","1.14","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","19990520","1.13","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","19990805","1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20020807","1.07","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20021128","1.11","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
