"PEILBUISCODE","STRAAT","HUISNUMMER","MEETNETTYPE","NAP_HOOGTE_MEETPUNT","MEETDATUM","GRONDWATERSTAND","NAP_HOOGTE_MAAIVELD","ONDERGRENS","BOVENGRENS","DATUM_PLAATSING","DATUM_VERVALLEN","x_RD","y_RD","LONGITUDE","LATITUDE"
"0100-003","Lijnbaan","","S","3.06","20030117","1.16","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030212","1.15","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030327","1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030429","0.98","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030526","1.04","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030624","1.01","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030723","0.96","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20030816","0.95","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20031002","0.89","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20031029","0.97","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20031122","0.94","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20031212","0.97","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040117","1.27","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040214","1.25","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040325","1.08","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040420","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040525","1.02","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040617","0.99","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040715","1.58","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040806","1.06","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20040921","1.05","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20041021","1.02","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20041119","1.05","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20041216","1.02","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050120","1.06","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050217","1.3","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050318","1.06","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050428","1.04","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050524","1.06","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050622","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050715","1.1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050811","1.1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20050924","1.09","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20051025","1.01","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20051118","1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20051217","1.16","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060119","0.99","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060221","1.08","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060324","1.12","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060425","1.09","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060524","1.08","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060623","1.07","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060831","1.18","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20060925","1.05","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20061025","1.05","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20061123","1.21","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20061229","1.12","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070119","1.36","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070329","1.13","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070416","1.01","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070530","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070618","1.05","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070725","1.29","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20070913","1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20071002","1.08","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20071105","0.92","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20071211","1.32","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080106","1.13","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080114","1.02","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080206","1.17","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080306","1.07","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080416","1.12","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080513","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080624","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080709","1","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080818","1.09","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20080922","1.08","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20081010","1.17","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20081111","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090119","1.05","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090209","1.18","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090309","1.2","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090409","1.25","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090515","1.26","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090616","1.28","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090814","1.31","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20090911","0.96","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0100-003","Lijnbaan","","S","3.06","20091021","1.03","3.12","","","19990503","","106276.98","425479.92","4.680925918893396","51.81675634431634"
"0101-001","Groenedijk","","S","1.15","19990429","-0.77","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","19990506","-0.83","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","19990512","-0.86","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","19990520","-0.92","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","19990804","-1.32","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20020806","-1.23","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20020807","-1.28","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20021019","-1.24","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20021128","-0.9","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030120","-0.85","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030221","-0.9","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030401","-0.86","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030424","-0.99","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030521","-1.11","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030619","-1.27","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030716","-1.37","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030818","-1.6","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20030926","-1.61","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20031023","-1.33","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20031121","-1.3","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20031217","-0.99","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040120","-0.46","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040218","-0.78","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040323","-0.86","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040421","-0.95","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040518","-1.1","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040615","-1.27","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040713","-1.13","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040804","-1.22","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20040916","-1.17","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
"0101-001","Groenedijk","","S","1.15","20041117","-0.99","1.2","","","19890522","","106242.76","425155.01","4.680475429044666","51.813832780759704"
