FID,id,soort,systeem,status,land,se_anno_cad_data,gdb_geomattr_data,shape
symbolen.134,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((530578.8541000001 5786167.1521000005, 531262.0733000003 5787907.7031, 530954.0592 5788024.664000001, 531793.4868000001 5788769.4111, 531894.4985999996 5787662.3714000005, 531577.6440000003 5787780.615800001, 530892.5239000004 5786046.3146, 530578.8541000001 5786167.1521000005))"
symbolen.135,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((525501.2631000001 5783128.9432, 525126.1272999998 5781297.146299999, 525449.6131999996 5781234.647, 524750.0937999999 5780357.193299999, 524461.0466999998 5781430.579, 524793.4627999999 5781368.328600001, 525171.5401999997 5783194.2941, 525501.2631000001 5783128.9432))"
symbolen.136,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((529345.2714999998 5778063.275800001, 529592.9781 5779916.609999999, 529265.9478000002 5779956.616, 529903.1860999996 5780880.2925, 530265.6868000003 5779829.437000001, 529929.7654999997 5779868.576400001, 529678.7199999997 5778020.856799999, 529345.2714999998 5778063.275800001))"
symbolen.110,0,Anker,Overig,Actief,Nederland,,,"POLYGON ((585657.5464000003 5776450.886299999, 585660.9545999998 5776446.6128, 585663.6876999997 5776441.878799999, 585665.6846000003 5776436.790200001, 585666.9009999996 5776431.460999999, 585667.3102000002 5776426.0097, 585666.9009999996 5776420.558499999, 585665.6846000003 5776415.2293, 585663.6876999997 5776410.141000001, 585660.9545999998 5776405.4070999995, 585657.5464000003 5776401.133199999, 585653.5394000001 5776397.414999999, 585649.0226999996 5776394.335999999, 585644.0977999996 5776391.964199999, 585640.7356000002 5776390.927300001, 585640.7356000002 5776316.0229, 585705.7362000002 5776316.0229, 585705.7362000002 5776296.022600001, 585640.7356000002 5776296.022600001, 585640.7356000002 5775770.273700001, 585648.7527000001 5775770.3741999995, 585665.3492 5775771.1767, 585681.8874000004 5775772.780300001, 585698.3289000001 5775775.181500001, 585714.6343999999 5775778.3737, 585730.7676999997 5775782.35, 585746.6895000003 5775787.101500001, 585762.3633000003 5775792.6164, 585777.7522 5775798.8815, 585792.8210000005 5775805.883300001, 585807.5329999998 5775813.6054, 585821.8556000004 5775822.028899999, 585835.7540999996 5775831.134299999, 585849.1966000004 5775840.9011, 585862.1513 5775851.305400001, 585870.7359999996 5775858.795299999, 585850.7361000003 5775868.7952, 585930.7362000002 5775908.795499999, 585910.7363 5775835.1316, 585890.7358999997 5775845.1316, 585883.0077 5775838.237, 585869.8641999997 5775827.384500001, 585856.2188999997 5775817.1699, 585842.1035000002 5775807.615900001, 585827.5492000002 5775798.7446, 585812.5887000002 5775790.576099999, 585797.2573999995 5775783.1283, 585781.5883999998 5775776.418500001, 585765.6183000002 5775770.461999999, 585749.3827 5775765.2719, 585732.9192000004 5775760.860200001, 585716.2633999996 5775757.237299999, 585699.4549000002 5775754.4111, 585682.5300000003 5775752.387399999, 585665.5288000004 5775751.171499999, 585648.4889000002 5775750.765900001, 585640.7356000002 5775750.8497, 585640.7356000002 5775738.795299999, 585620.7362000002 5775738.795299999, 585620.7362000002 5775751.321599999, 585616.8771000002 5775751.432700001, 585598.8143999996 5775752.440099999, 585580.8136 5775754.2509, 585562.9119999995 5775756.861500001, 585545.1442999998 5775760.267100001, 585527.5460000001 5775764.461100001, 585510.1518999999 5775769.4352, 585492.9966000002 5775775.1788, 585476.1142999995 5775781.680600001, 585459.5384 5775788.9286, 585443.3019000003 5775796.907500001, 585427.4367000004 5775805.6019, 585411.9744999995 5775814.9943, 585396.9461000003 5775825.066199999, 585382.3816 5775835.7971, 585370.7358999997 5775845.1316, 585350.7359999996 5775835.1316, 585330.7356000002 5775908.795499999, 585410.7362000002 5775868.7952, 585390.7357999999 5775858.795299999, 585398.6063000001 5775851.9494, 585411.6601999998 5775841.4661, 585425.2049000002 5775831.625, 585439.2088000001 5775822.449899999, 585453.6403000001 5775813.962300001, 585468.4650999997 5775806.1818, 585483.6480999999 5775799.126499999, 585499.1541999998 5775792.813100001, 585514.9473000001 5775787.255999999, 585530.9907 5775782.4684999995, 585547.2466000002 5775778.462400001, 585563.6766999997 5775775.2456, 585580.2434 5775772.826300001, 585596.9074999997 5775771.210899999, 585613.6304000001 5775770.401900001, 585620.7362000002 5775770.303099999, 585620.7362000002 5776296.022600001, 585555.7356000002 5776296.022600001, 585555.7356000002 5776316.0229, 585620.7362000002 5776316.0229, 585620.7362000002 5776390.927300001, 585617.3739999998 5776391.964199999, 585612.4490999999 5776394.335999999, 585607.9324000003 5776397.414999999, 585603.9254000001 5776401.133199999, 585600.5175999999 5776405.4070999995, 585597.7840999998 5776410.141000001, 585595.7872000001 5776415.2293, 585594.5707999999 5776420.558499999, 585594.1621000003 5776426.0097, 585594.5707999999 5776431.460999999, 585595.7872000001 5776436.790200001, 585597.7840999998 5776441.878799999, 585600.5175999999 5776446.6128, 585603.9254000001 5776450.886299999, 585607.9324000003 5776454.6044, 585612.4490999999 5776457.6839000005, 585617.3739999998 5776460.055199999, 585622.5974000003 5776461.6667, 585628.0029999996 5776462.4815, 585630.7361000003 5776462.583699999, 585633.4687999999 5776462.4815, 585638.8744000001 5776461.6667, 585644.0977999996 5776460.055199999, 585649.0226999996 5776457.6839000005, 585653.5394000001 5776454.6044, 585657.5464000003 5776450.886299999), (585624.3020000001 5776403.397399999, 585628.5667000003 5776402.600199999, 585630.7361000003 5776402.600199999, 585632.9051000001 5776402.600199999, 585637.1698000003 5776403.397399999, 585640.7356000002 5776404.778899999, 585641.2154000001 5776404.9646000005, 585644.9038000004 5776407.2486000005, 585648.1101000002 5776410.1713, 585650.7246000003 5776413.6336, 585652.6583000002 5776417.516799999, 585653.8453000002 5776421.690199999, 585654.2461000001 5776426.0097, 585653.8453000002 5776430.3302, 585652.6583000002 5776434.502699999, 585650.7246000003 5776438.386299999, 585648.1101000002 5776441.848099999, 585644.9038000004 5776444.771299999, 585641.2154000001 5776447.055299999, 585637.1698000003 5776448.6219999995, 585632.9051000001 5776449.419600001, 585630.7361000003 5776449.5197, 585628.5667000003 5776449.419600001, 585624.3020000001 5776448.6219999995, 585620.2564000003 5776447.055299999, 585616.5680999998 5776444.771299999, 585613.3617000002 5776441.848099999, 585610.7472000001 5776438.386299999, 585608.8135000002 5776434.502699999, 585607.6265000002 5776430.3302, 585607.2260999996 5776426.0097, 585607.6265000002 5776421.690199999, 585608.8135000002 5776417.516799999, 585610.7472000001 5776413.6336, 585613.3617000002 5776410.1713, 585616.5680999998 5776407.2486000005, 585620.2564000003 5776404.9646000005, 585620.7362000002 5776404.778899999, 585624.3020000001 5776403.397399999))"
symbolen.137,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((516857.02660000045 5784710.4695, 518074.0099999998 5786130.0319, 517821.50409999955 5786341.668500001, 518858.9593000002 5786769.380899999, 518590.7625000002 5785690.596999999, 518330.3276000004 5785906.348999999, 517113.60140000004 5784493.3137, 516857.02660000045 5784710.4695))"
symbolen.138,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((523417.12789999973 5784424.7235, 521775.0809000004 5785319.0879999995, 521620.7237999998 5785028.0151, 520986.1618999997 5785953.532299999, 522097.1536999997 5785916.0846, 521940.42480000015 5785616.3993, 523576.0345999999 5784720.9264, 523417.12789999973 5784424.7235))"
symbolen.139,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((519167.58490000013 5783407.0153, 520752.8942 5782415.5507, 520924.47030000016 5782696.817299999, 521502.2430999996 5781734.823999999, 520395.5125000002 5781838.9956, 520569.9748999998 5782128.717, 518991.1584999999 5783120.902000001, 519167.58490000013 5783407.0153))"
symbolen.140,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((522733.0948000001 5791387.819700001, 523950.07830000017 5792807.3826, 523697.5723000001 5793019.019099999, 524735.0275999997 5793446.7315, 524466.8306999998 5792367.9472, 524206.3958999999 5792583.699200001, 522989.67009999976 5791170.663899999, 522733.0948000001 5791387.819700001))"
symbolen.155,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((485987.22190000024 5763081.1394, 486243.8446000004 5762747.8862, 485024.9029000001 5762604.4812, 485506.3337000003 5763705.6258000005, 485686.3786000004 5763471.817299999, 485734.0499999998 5763520.5502, 485782.28949999996 5763568.7212000005, 485831.0895999996 5763616.324100001, 485880.44489999954 5763663.3511, 485930.34729999956 5763709.796499999, 485980.7909000004 5763755.654100001, 486031.76829999965 5763800.917300001, 486083.2729000002 5763845.580399999, 486135.2971999999 5763889.636399999, 486187.8343000002 5763933.08, 486240.8766999999 5763975.9047, 486294.4177000001 5764018.104699999, 486348.44909999985 5764059.674799999, 486402.96470000036 5764100.6083, 486457.9556999998 5764140.9004999995, 486513.41509999987 5764180.545600001, 486569.3354000002 5764219.537599999, 486625.7087000003 5764257.8719, 486682.5275999997 5764295.543400001, 486739.78419999965 5764332.545399999, 486797.4696000004 5764368.874500001, 486855.5778000001 5764404.524900001, 486914.0990000004 5764439.491900001, 486973.02639999986 5764473.770500001, 487032.3518000003 5764507.356799999, 487092.06630000006 5764540.2447, 487152.1621000003 5764572.431600001, 487212.6310999999 5764603.9113, 487273.46499999985 5764634.6798, 487334.65479999967 5764664.734099999, 487396.1935999999 5764694.0689, 487458.0708999997 5764722.680299999, 487520.2795000002 5764750.5647, 487582.8113000002 5764777.718699999, 487645.65610000025 5764804.137399999, 487708.8064000001 5764829.8177000005, 487772.2538999999 5764854.7566, 487835.9885 5764878.950099999, 487900.00270000007 5764902.395099999, 487964.28729999997 5764925.0877, 488028.8331000004 5764947.0261, 488093.6317999996 5764968.206499999, 488158.67459999956 5764988.6261, 488223.9517000001 5765008.2818, 488289.4550000001 5765027.1711, 488355.17509999964 5765045.2918, 488421.10280000046 5765062.640699999, 488487.2293999996 5765079.2161, 488553.5460000001 5765095.015000001, 488620.04310000036 5765110.036, 488686.7114000004 5765124.276900001, 488753.54169999994 5765137.735200001, 488820.5256000003 5765150.409399999, 488887.65390000027 5765162.297800001, 488954.91619999986 5765173.3983, 489022.3043999998 5765183.7104, 489089.8085000003 5765193.231899999, 489157.41920000035 5765201.9614, 489225.12789999973 5765209.8982, 489292.92569999956 5765217.0408, 489360.8015999999 5765223.388499999, 489428.74729999993 5765228.940199999, 489496.75409999955 5765233.695699999, 489564.8113000002 5765237.6535, 489632.9106999999 5765240.8133000005, 489701.0416000001 5765243.175000001, 491201.55420000013 5765242.1061, 491201.55420000013 5764742.106000001, 489951.5546000004 5764742.106000001, 489884.7133999998 5764741.545499999, 489817.88439999986 5764740.1864, 489751.0756999999 5764738.0287999995, 489684.29810000025 5764735.072699999, 489617.55950000044 5764731.318499999, 489550.87150000036 5764726.7676, 489484.24230000004 5764721.42, 489417.6824000003 5764715.276900001, 489351.2002999997 5764708.3388, 489284.8049999997 5764700.6066, 489218.5081000002 5764692.081700001, 489152.3169999998 5764682.7652, 489086.24260000046 5764672.6581, 489020.29339999985 5764661.7622, 488954.47890000045 5764650.0792, 488888.8088999996 5764637.610400001, 488823.29250000045 5764624.358100001, 488757.93939999957 5764610.323899999, 488692.7578999996 5764595.509199999, 488627.7586000003 5764579.917099999, 488562.9506999999 5764563.5493, 488498.3421 5764546.408, 488433.94379999954 5764528.4958999995, 488369.7637 5764509.816, 488305.8113000002 5764490.369999999, 488242.09609999973 5764470.161599999, 488178.6266000001 5764449.1929, 488115.4127000002 5764427.4673, 488052.4625000004 5764404.9881, 487989.78589999955 5764381.758099999, 487927.3905999996 5764357.781099999, 487865.2868999997 5764333.059900001, 487803.4829000002 5764307.598200001, 487741.98759999964 5764281.399900001, 487680.80960000027 5764254.468900001, 487619.9582000002 5764226.808800001, 487559.4413999999 5764198.4231, 487499.26779999956 5764169.316500001, 487439.4467000002 5764139.492699999, 487379.98599999957 5764108.956800001, 487320.8945000004 5764077.711999999, 487262.1804999998 5764045.763499999, 487203.8529000003 5764013.1153, 487145.9194 5763979.773, 487088.38850000035 5763945.740599999, 487031.26800000016 5763911.0231, 486974.5667000003 5763875.625499999, 486918.2926000003 5763839.5528, 486862.4534999998 5763802.8105999995, 486807.0574000003 5763765.4034, 486752.11199999973 5763727.3368, 486697.62590000033 5763688.616599999, 486643.60589999985 5763649.248, 486590.0604999997 5763609.237199999, 486536.9966000002 5763568.5886, 486484.42260000017 5763527.3091, 486432.3459999999 5763485.404100001, 486380.7729000002 5763442.8802000005, 486329.7126000002 5763399.743000001, 486279.1710999999 5763355.9986000005, 486229.15550000034 5763311.6533, 486179.67370000016 5763266.7137, 486130.73230000027 5763221.185799999, 486082.3387000002 5763175.076199999, 486034.49959999975 5763128.3925, 485987.22190000024 5763081.1394))"
symbolen.156,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((491315.0696999999 5772577.162900001, 491588.77139999997 5772390.0956999995, 489381.84609999973 5769053.5536, 489658.6500000004 5768874.8651, 488682.24760000035 5768321.7915, 488814.58550000004 5769425.509, 489099.76690000016 5769243.720899999, 491315.0696999999 5772577.162900001))"
symbolen.157,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((468346.9276999999 5744692.690300001, 468608.65270000044 5745773.064099999, 468870.37590000033 5745558.8758000005, 471463.7516999999 5748607.448100001, 471713.4534 5748389.3761, 469128.0301999999 5745336.7345, 469381.8008000003 5745126.615599999, 468346.9276999999 5744692.690300001))"
symbolen.174,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((521282.1052000001 5722087.9584, 522440.8777999999 5720457.6194, 522707.2812000001 5720651.4713, 522871.49650000036 5719541.3879, 521889.5499999998 5720062.4308, 522161.8635 5720262.981699999, 521006.04669999983 5721896.669399999, 521282.1052000001 5722087.9584))"
symbolen.175,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((525283.8068000004 5721142.9179, 524192.2851999998 5722819.0263, 523918.21970000025 5722636.166999999, 523799.2781999996 5723752.0097, 524759.2260999996 5723191.4701000005, 524478.983 5723002.1579, 525567.4154000003 5721322.8236, 525283.8068000004 5721142.9179))"
symbolen.176,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((512213.43510000035 5720089.7126, 511829.95720000006 5718126.6274999995, 512153.99760000035 5718067.0689, 511462.47670000046 5717183.297900001, 511163.6922000004 5718254.013699999, 511496.6595999999 5718194.786, 511884.6012000004 5720158.035800001, 512213.43510000035 5720089.7126))"
symbolen.177,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((512692.66280000005 5717273.344900001, 512886.84700000007 5719264.086300001, 512558.5987999998 5719292.415999999, 513162.5274 5720238.207900001, 513562.23429999966 5719200.9331, 513225.13150000013 5719228.080600001, 513026.51999999955 5717236.7489, 512692.66280000005 5717273.344900001))"
symbolen.178,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((509342.4452999998 5711818.2841, 508087.6727 5710260.624299999, 508346.53550000023 5710056.812000001, 507322.6507000001 5709597.5602, 507557.7182 5710684.044299999, 507824.6320000002 5710476.361300001, 509083.4298999999 5712032.085000001, 509342.4452999998 5711818.2841))"
symbolen.179,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((508661.3055999996 5708978.535599999, 509884.9539999999 5710560.7629, 509622.1018000003 5710759.4037, 510636.6815999998 5711238.8618, 510423.1979 5710147.931299999, 510152.21949999966 5710350.2826000005, 508924.50850000046 5708769.9111, 508661.3055999996 5708978.535599999))"
symbolen.180,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((501731.78830000013 5704792.4542, 500104.5521999998 5703629.3287, 500299.11560000014 5703363.4443, 499189.47479999997 5703196.262700001, 499707.8914999999 5704179.598200001, 499909.16949999984 5703907.821799999, 501539.7625000002 5705068.000600001, 501731.78830000013 5704792.4542))"
symbolen.181,2,Onderbroken,VSS,Actief,Nederland,,,"POLYGON ((500051.01910000015 5702351.698899999, 501724.59169999976 5703447.104499999, 501541.09729999956 5703720.745200001, 502656.6612999998 5703842.2741, 502098.34920000006 5702881.0287999995, 501908.38769999985 5703160.8322, 500231.58210000023 5702068.508199999, 500051.01910000015 5702351.698899999))"
