EU Type goedkeuringssleutel,EEG variantcode,EEG Uitvoeringscode,Uitvoering wijzigingsnummer,Subcategorie uitvoering volgnr,Subcateg uitvoering europees
e1*01/116*0051*23,BBESQ1,QA5VT0P96S,0,1,SB
e1*01/116*0051*23,BBESQ1,QA5VT0P96T,0,1,SB
e1*01/116*0051*23,BBESQ1,QA5VT0P96U,0,1,SB
e1*01/116*0051*23,BBESQ1,QA5VT0R96S,0,1,SB
e1*01/116*0051*23,BBESQ1,QA5VT0R96T,0,1,SB
e1*01/116*0051*23,BBESQ1,QA5VT0R96U,0,1,SB
e1*01/116*0051*23,BBESQ1,QM6EF0P96S,0,1,SB
e1*01/116*0051*23,BBESQ1,QM6EF0P96T,0,1,SB
e1*01/116*0051*23,BBESQ1,QM6EF0P96U,0,1,SB
e1*01/116*0051*23,BBESQ1,QM6EF0R96S,0,1,SB
e1*01/116*0051*23,BBESQ1,QM6EF0R96T,0,1,SB
e1*01/116*0051*23,BBESQ1,QM6EF0R96U,0,1,SB
e1*01/116*0051*24,BBESQ1,QA5VT0P96S,0,1,SB
e1*01/116*0051*24,BBESQ1,QA5VT0P96T,0,1,SB
e1*01/116*0051*24,BBESQ1,QA5VT0P96U,0,1,SB
e1*01/116*0051*24,BBESQ1,QA5VT0R96S,0,1,SB
e1*01/116*0051*24,BBESQ1,QA5VT0R96T,0,1,SB
e1*01/116*0051*24,BBESQ1,QA5VT0R96U,0,1,SB
e1*01/116*0051*24,BBESQ1,QM6EF0P96S,0,1,SB
e1*01/116*0051*24,BBESQ1,QM6EF0P96T,0,1,SB
e1*01/116*0051*24,BBESQ1,QM6EF0P96U,0,1,SB
e1*01/116*0051*24,BBESQ1,QM6EF0R96S,0,1,SB
e1*01/116*0051*24,BBESQ1,QM6EF0R96T,0,1,SB
e1*01/116*0051*24,BBESQ1,QM6EF0R96U,0,1,SB
e1*01/116*0051*25,BBESQ1,QA5VT0P96S,0,1,SB
e1*01/116*0051*25,BBESQ1,QA5VT0P96T,0,1,SB
e1*01/116*0051*25,BBESQ1,QA5VT0P96U,0,1,SB
e1*01/116*0051*25,BBESQ1,QA5VT0R96S,0,1,SB
e1*01/116*0051*25,BBESQ1,QA5VT0R96T,0,1,SB
e1*01/116*0051*25,BBESQ1,QA5VT0R96U,0,1,SB
e1*01/116*0051*25,BBESQ1,QM6EF0P96S,0,1,SB
e1*01/116*0051*25,BBESQ1,QM6EF0P96T,0,1,SB
e1*01/116*0051*25,BBESQ1,QM6EF0P96U,0,1,SB
e1*01/116*0051*25,BBESQ1,QM6EF0R96S,0,1,SB
e1*01/116*0051*25,BBESQ1,QM6EF0R96T,0,1,SB
e1*01/116*0051*25,BBESQ1,QM6EF0R96U,0,1,SB
e1*01/116*0126*00,P,PM68JCZ20,0,1,SA
e1*01/116*0126*00,P,PM68JGZ10,0,1,SA
e1*01/116*0126*00,P,PM68NCZ20,0,1,SA
e1*01/116*0126*00,P,PM68NGZ10,0,1,SA
e1*01/116*0126*00,P,PM68OCZ20,0,1,SA
e1*01/116*0126*00,P,PM68OGZ10,0,1,SA
e1*01/116*0126*00,P,PM68PCZ20,0,1,SA
e1*01/116*0126*00,P,PM68PGZ10,0,1,SA
e1*01/116*0126*00,P,PM71CCZ20,0,1,SA
e1*01/116*0126*00,P,PM71CGZ10,0,1,SA
e1*01/116*0126*00,P,PM71ECZ20,0,1,SA
e1*01/116*0126*00,P,PM71EGZ10,0,1,SA
e1*01/116*0126*00,P,PM71NCZ20,0,1,SA
e1*01/116*0126*00,P,PM71NGZ10,0,1,SA
e1*01/116*0126*00,P,PM71QCZ20,0,1,SA
e1*01/116*0126*00,P,PM71QGZ10,0,1,SA
e1*01/116*0126*00,P,PM71RCZ20,0,1,SA
e1*01/116*0126*00,P,PM71RGZ10,0,1,SA
e1*01/116*0153*08,FB51,11,0,1,SB
e1*01/116*0153*08,FB52,11,0,1,SB
e1*01/116*0153*09,FB51,11,0,1,SB
e1*01/116*0153*09,FB52,11,0,1,SB
e1*01/116*0153*10,FB51,11,0,1,SB
e1*01/116*0153*10,FB52,11,0,1,SB
e1*01/116*0153*11,FB51,11,0,1,SB
e1*01/116*0153*11,FB52,11,0,1,SB
e1*01/116*0153*12,FB51,11,0,1,SB
e1*01/116*0153*12,FB52,11,0,1,SB
e1*01/116*0153*13,FB51,11,0,1,SB
e1*01/116*0153*13,FB52,11,0,1,SB
e1*01/116*0162*04,ST AMXX11,AGQA51V019R,0,1,SB
e1*01/116*0162*04,ST AMXX11,AGQA51V019S,0,1,SB
e1*01/116*0162*04,ST AMXX11,AGQA51V019T,0,1,SB
e1*01/116*0162*04,ST AMXX11,SGQM51A034R,0,1,SB
e1*01/116*0162*04,ST AMXX11,SGQM51A034S,0,1,SB
e1*01/116*0162*04,ST AMXX11,SGQM51A034T,0,1,SB
e1*01/116*0162*04,ST AVFX11,SGQM61E020R,0,1,SB
e1*01/116*0162*04,ST AVFX11,SGQM61E020S,0,1,SB
e1*01/116*0162*04,ST AVFX11,SGQM61E020T,0,1,SB
e1*01/116*0162*04,ST2BDNX11,AGQA51V063T,0,1,SB
e1*01/116*0162*04,ST2BDNX11,AGQA51V063U,0,1,SB
e1*01/116*0162*04,ST2BDNX11,SGQM61E006T,0,1,SB
e1*01/116*0162*04,ST2BDNX11,SGQM61E006U,0,1,SB
e1*01/116*0197*00,--,MECDBPAFB,0,1,SA
e1*01/116*0197*00,--,MECDBPAFC,0,1,SA
e1*01/116*0197*00,--,MECDBPMFB,0,1,SA
e1*01/116*0197*00,--,MECDBPMFC,0,1,SA
e1*01/116*0197*00,--,MECDBSMFB,0,1,SA
e1*01/116*0197*00,--,MECDBSMFC,0,1,SA
e1*01/116*0197*00,--,MECEBPAFC,0,1,SA
e1*01/116*0197*00,--,MECEBPMFC,0,1,SA
e1*01/116*0197*00,--,MECEBSMFC,0,1,SA
e1*01/116*0197*00,--,MECFBPAFC,0,1,SA
e1*01/116*0197*00,--,MECFBPMFC,0,1,SA
e1*01/116*0197*00,--,MECFBSMFC,0,1,SA
e1*01/116*0197*00,--,SAADAAMFB,0,1,SA
e1*01/116*0197*00,--,SAADAPAFB,0,1,SA
e1*01/116*0197*00,--,SAADAPMFB,0,1,SA
e1*01/116*0197*00,--,SAADASMFB,0,1,SA
e1*01/116*0197*00,--,SACDBPAFB,0,1,SA
e1*01/116*0197*00,--,SACDBPAFC,0,1,SA
e1*01/116*0197*00,--,SACDBPMFB,0,1,SA
e1*01/116*0197*00,--,SACDBPMFC,0,1,SA
e1*01/116*0197*00,--,SACDBSMFB,0,1,SA
e1*01/116*0197*00,--,SACDBSMFC,0,1,SA
e1*01/116*0197*00,--,SACEBPAFC,0,1,SA
e1*01/116*0197*00,--,SACEBPMFC,0,1,SA
e1*01/116*0197*00,--,SACEBSMFC,0,1,SA
e1*01/116*0197*00,--,SACFBPAFC,0,1,SA
e1*01/116*0197*00,--,SACFBPMFC,0,1,SA
e1*01/116*0197*00,--,SACFBSMFC,0,1,SA
e1*01/116*0197*00,.,ELAAAAMFA,0,1,SA
e1*01/116*0197*00,.,ELABAAMFA,0,1,SA
e1*01/116*0197*00,.,ELACAPAFB,0,1,SA
e1*01/116*0197*00,.,ELACAPMFB,0,1,SA
e1*01/116*0197*00,.,ELACASMFB,0,1,SA
e1*01/116*0197*00,.,ELADAPAFB,0,1,SA
e1*01/116*0197*00,.,ELADAPMFB,0,1,SA
e1*01/116*0197*00,.,ELADASMFB,0,1,SA
e1*01/116*0197*00,.,ELCCBPAFB,0,1,SA
e1*01/116*0197*00,.,ELCCBPMFB,0,1,SA
e1*01/116*0197*00,.,ELCCBSMFB,0,1,SA
e1*01/116*0197*00,.,ELCDBPAFB,0,1,SA
e1*01/116*0197*00,.,ELCDBPAFC,0,1,SA
e1*01/116*0197*00,.,ELCDBPMFB,0,1,SA
e1*01/116*0197*00,.,ELCDBPMFC,0,1,SA
e1*01/116*0197*00,.,ELCDBSMFB,0,1,SA
e1*01/116*0197*00,.,ELCDBSMFC,0,1,SA
e1*01/116*0197*00,.,ELCEBPAFC,0,1,SA
e1*01/116*0197*00,.,ELCEBPMFC,0,1,SA
e1*01/116*0197*00,.,ELCEBSMFC,0,1,SA
e1*01/116*0197*00,.,ELEDEPAFC,0,1,SA
e1*01/116*0197*00,.,ELEDEPMFC,0,1,SA
e1*01/116*0197*00,.,ELEDESMFC,0,1,SA
e1*01/116*0197*00,.,ELEEEPAFC,0,1,SA
e1*01/116*0197*00,.,ELEEEPMFC,0,1,SA
e1*01/116*0197*00,.,ELEEESMFC,0,1,SA
e1*01/116*0197*00,.,MEBBAAMFA,0,1,SA
e1*01/116*0197*00,.,MEBDAAMFB,0,1,SA
e1*01/116*0197*00,.,MEBDAPAFB,0,1,SA
e1*01/116*0197*00,.,MEBDAPMFB,0,1,SA
e1*01/116*0197*00,.,MEBDASMFB,0,1,SA
e1*01/116*0197*00,.,MECDBPAFB,0,1,SA
e1*01/116*0197*00,.,MECDBPAFC,0,1,SA
e1*01/116*0197*00,.,MECDBPMFB,0,1,SA
e1*01/116*0197*00,.,MECDBPMFC,0,1,SA
e1*01/116*0197*00,.,MECDBSMFB,0,1,SA
e1*01/116*0197*00,.,MECDBSMFC,0,1,SA
e1*01/116*0197*00,.,MECEBPAFC,0,1,SA
e1*01/116*0197*00,.,MECEBPMFC,0,1,SA
e1*01/116*0197*00,.,MECEBSMFC,0,1,SA
e1*01/116*0197*00,.,MECFBPAFC,0,1,SA
e1*01/116*0197*00,.,MECFBPMFC,0,1,SA
e1*01/116*0197*00,.,MECFBSMFC,0,1,SA
e1*01/116*0197*00,.,MEDDEPAFB,0,1,SA
e1*01/116*0197*00,.,MEDDEPAFC,0,1,SA
e1*01/116*0197*00,.,MEDDEPMFB,0,1,SA
e1*01/116*0197*00,.,MEDDEPMFC,0,1,SA
e1*01/116*0197*00,.,MEDDESMFB,0,1,SA
e1*01/116*0197*00,.,MEDDESMFC,0,1,SA
e1*01/116*0197*00,.,MEDEEPAFC,0,1,SA
e1*01/116*0197*00,.,MEDEEPMFC,0,1,SA
e1*01/116*0197*00,.,MEDEESMFC,0,1,SA
e1*01/116*0197*00,.,MEDFEPAFC,0,1,SA
e1*01/116*0197*00,.,MEDFEPMFC,0,1,SA
e1*01/116*0197*00,.,MEDFESMFC,0,1,SA
e1*01/116*0197*00,.,MEEDEPAFC,0,1,SA
e1*01/116*0197*00,.,MEEDEPMFC,0,1,SA
e1*01/116*0197*00,.,MEEDESMFC,0,1,SA
e1*01/116*0197*00,.,MEEEEPAFC,0,1,SA
e1*01/116*0197*00,.,MEEEEPMFC,0,1,SA
e1*01/116*0197*00,.,MEEEESMFC,0,1,SA
e1*01/116*0197*00,.,MEEFEPAFC,0,1,SA
e1*01/116*0197*00,.,MEEFEPMFC,0,1,SA
e1*01/116*0197*00,.,MEEFESMFC,0,1,SA
e1*01/116*0197*00,.,MEGGHPAAC,0,1,SA
e1*01/116*0197*00,.,MEGGHPMAC,0,1,SA
e1*01/116*0197*00,.,SAAAAAMFA,0,1,SA
e1*01/116*0197*00,.,SAABAAMFA,0,1,SA
e1*01/116*0197*00,.,SAACAAMFB,0,1,SA
e1*01/116*0197*00,.,SAACAPAFB,0,1,SA
e1*01/116*0197*00,.,SAACAPMFB,0,1,SA
e1*01/116*0197*00,.,SAACASMFB,0,1,SA
e1*01/116*0197*00,.,SAADAAMFB,0,1,SA
e1*01/116*0197*00,.,SAADAPAFB,0,1,SA
e1*01/116*0197*00,.,SAADAPMFB,0,1,SA
e1*01/116*0197*00,.,SAADASMFB,0,1,SA
e1*01/116*0197*00,.,SABDAAMFB,0,1,SA
e1*01/116*0197*00,.,SABDAPAFB,0,1,SA
e1*01/116*0197*00,.,SABDAPMFB,0,1,SA
e1*01/116*0197*00,.,SABDASMFB,0,1,SA
e1*01/116*0197*00,.,SACDBPAFB,0,1,SA
e1*01/116*0197*00,.,SACDBPAFC,0,1,SA
e1*01/116*0197*00,.,SACDBPMFB,0,1,SA
e1*01/116*0197*00,.,SACDBPMFC,0,1,SA
e1*01/116*0197*00,.,SACDBSMFB,0,1,SA
e1*01/116*0197*00,.,SACDBSMFC,0,1,SA
e1*01/116*0197*00,.,SACEBPAFC,0,1,SA
e1*01/116*0197*00,.,SACEBPMFC,0,1,SA
e1*01/116*0197*00,.,SACEBSMFC,0,1,SA
