product;provincie;gemeente;feitcode;omschrijving;zaken;bedrag
OM-afdoening;Groningen;Groningen;W706H;Met groot schip te snel gevaren, over-schrijding 2-3 km/h;1;420
Wahv;Groningen;Groningen;A902;voor een bromfiets niet de vereisteverzekering afsluiten en in stand hou-den;301;107080
Wahv;Groningen;Groningen;A915;voor een motorrijtuig niet de vereisteverzekering afsluiten en in stand hou-den;377;150800
Wahv;Groningen;Groningen;K030A;Het kenteken is niet behoorlijk zicht-baar aanwezig op of aan het motorrijtuig;9;1260
Wahv;Groningen;Groningen;K030B;Het kenteken is niet behoorlijk zicht-baar aanwezig op of aan de aanhangwagen;6;840
Wahv;Groningen;Groningen;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;135;18900
Wahv;Groningen;Groningen;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;427;59780
Wahv;Groningen;Groningen;K046A;voor motorrijtuig of aanhangwagen mettoegestane maximummassa van meer dan3500kg is geen keuringsbewijs afgegeven;7;2800
Wahv;Groningen;Groningen;K046B;motorrijtuig/aanhangwagen met toegestanemaximummassa van meer dan 3500 kgis geldigheid keuringsbewijs verlopen;18;7200
Wahv;Groningen;Groningen;K060E;Rijden terwijl het rijbewijs zijn geldigheid heeft verloren door het verstrijkenvan de geldigheidsduur (< 1 jaar);11;955
Wahv;Groningen;Groningen;K150A;Niet op eerste vordering behoorlijk hetkentekenbewijs ter inzage afgeven;10;450
Wahv;Groningen;Groningen;K150C;Niet op eerste vordering behoorlijk hetrijbewijs ter inzage afgeven;62;5890
Wahv;Groningen;Groningen;K155B;niet meewerken aan het voorlopige onder-zoek van uitgeademde lucht en/of aan-wijzingen in dit kader niet opvolgen;1;240
Wahv;Groningen;Groningen;K155C;niet meewerken onderzoek van speekselen/of aanwijzingen in dit kader nietopvolgen;1;240
Wahv;Groningen;Groningen;K405;De kentekenplaat voldoet niet aan degestelde eisen;4;560
Wahv;Groningen;Groningen;K535;Als kentekenhouder het handelaarskente-ken niet op de voorgeschreven wijzegebruiken;3;1060
Wahv;Groningen;Groningen;N010A;Als bestuurder van een vtg rijden, terw.het niet overeenstemt met geg. op/inkentekencard/kentekenbewijs/kentekenreg.;3;720
Wahv;Groningen;Groningen;N010C;Niet voorzien juiste ktpla(a)t(en) of ktpla(a)t(en) vtg geen goedkeur.merk ofniet deugd. voor-en/of achterzijde bev.;5;610
Wahv;Groningen;Groningen;N010D;Als bestuurder van een voertuig rijden,terwijl het kenteken niet goed leesbaaris;20;2800
Wahv;Groningen;Groningen;N060B;Als bestuurder van een voertuig rijden,terwijl het breder is dan 2,55 m;1;140
Wahv;Groningen;Groningen;N083A;als bestuurder van een bromfiets rijdenterwijl de bromfiets de maximumconstruc-tiesnelheid overschrijdt t/m 10 km/h;15;975
Wahv;Groningen;Groningen;N083B;als bestuurder van een bromfiets rijdenterwijl de bromfiets de maximumconstruc-tiesnelheid overschrijdt 11 t/m 15 km/h;4;520
Wahv;Groningen;Groningen;N086A;als bestuurder met een bromfiets rijdenterwijl de bromfiets de max constructie-snelheid overschrijdt  t/m 10 km/h;89;5785
Wahv;Groningen;Groningen;N086B;als bestuurder met een bromfiets rijdenterwijl de bromfiets de max constructie-snelheid overschrijdt  10  t/m 15 km/h;31;4030
Wahv;Groningen;Groningen;N090A;Als bestuurder van een voertuig rijden,terwijl het brandstofsysteem niet veilig/deugdelijk is bevestigd;1;240
Wahv;Groningen;Groningen;N110A;Als bestuurder van een voertuig rijden,terwijl deze niet is voorzien van eenover de gehele lengte gasdichte uitlaat;21;5790
Wahv;Groningen;Groningen;N110N;Het motorvoertuig voldoet niet aan degestelde eisen t.a.v. het max. geluids-niveau. overschrijding tot 4 dB(A);4;1120
Wahv;Groningen;Groningen;N150F;Rijden met bromfiets zonder goed-werkende en bij nacht afleesbaresnelheidsmeter;6;390
Wahv;Groningen;Groningen;N240C;Als bestuurder van een voertuig rijden,terwijl de wielen, alsmede de onderdelenniet deugdelijk (bevestigd) zijn;1;160
Wahv;Groningen;Groningen;N270E;Als bestuurder van een voertuig rijden,terwijl een band beschadigd of versletenis;10;1175
Wahv;Groningen;Groningen;N270F;Als bestuurder van een voertuig rijden,terwijl 2 banden beschadigd of versletenzijn;5;980
Wahv;Groningen;Groningen;N270J;Als bestuurder van een voertuig rijden,terwijl het loopvlak uitstekende metalenelementen bevat, 2 banden;1;210
Wahv;Groningen;Groningen;N270R;Als bestuurder van een voertuig rijden,terwijl een band niet voldoet aan deeisen t.a.v.de profilering;13;1640
Wahv;Groningen;Groningen;N270S;Als bestuurder van een voertuig rijden,terwijl twee banden niet voldoen aan deeisen t.a.v.de profilering;1;210
Wahv;Groningen;Groningen;N270W;Als bestuurder van een voertuig rijdenterwijl de banden op één as niet dezelfde maataanduiding hebben;1;140
Wahv;Groningen;Groningen;N290;Als bestuurder van een voertuig rijden,terwijl dit niet is voorzien van eendeugdelijke stuurinrichting;1;160
Wahv;Groningen;Groningen;N310A;Als bestuurder van een voertuig rijden,terwijl de reminrichting/onderdelen nietdeugdelijk is/zijn;5;880
Wahv;Groningen;Groningen;N380N;Als bestuurder van een voertuig rijden,terwijl niet wordt voldaan aan de ver-eiste remvertraging;1;160
Wahv;Groningen;Groningen;N400D;Als bestuurder van een voertuig rijden,terwijl niet is voorzien van een goedfunctionerende losbreekreminrichting;2;280
Wahv;Groningen;Groningen;N420A;Voorruit/zijruiten/windscherm/achterruit(bij geen rechterbuitenspiegel) van hetvoertuig is beschadigd/verkleurd;2;480
Wahv;Groningen;Groningen;N420D;de lichtdoorlatendheid van voorruit/voorste zijruit(en) bedraagt minderdan 55%;5;1200
Wahv;Groningen;Groningen;N450A;Als bestuurder van voertuig rijden, ter-wijl deze niet is voorzien van noodzake-lijke spiegels die aan de eisen voldoen;14;1510
Wahv;Groningen;Groningen;N470C;Als bestuurder van een voertuig rijden,terwijl de gordel(s) niet deugdelijkis (zijn) (bevestigd);2;280
Wahv;Groningen;Groningen;N480A;Als bestuurder van een voertuig rijden,terwijl het voertuig scherpe delen heeft;5;1120
Wahv;Groningen;Groningen;N480B;als bestuurder van een voertuig rijden,terwijl het voertuig niet afgeschermdeuitstekende delen heeft;2;480
Wahv;Groningen;Groningen;N480C;Als bestuurder van een voertuig rijden,terwijl de wielen niet goed afgeschermdzijn of aanlopen;3;720
Wahv;Groningen;Groningen;N480G;het voertuig niet is voorzien van devereist zijdelingse afscherming;1;380
Wahv;Groningen;Groningen;N490;Rijden met voertuig(na 30-6-67 in gebr.)terwijl stootbalk/beschermingsinrichtingtegen klemrijden niet voldoet aan eisen;1;380
Wahv;Groningen;Groningen;N514A;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedwerkende richtingaanwijzer(s);3;225
Wahv;Groningen;Groningen;N514D;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedgoed werkende remlichten;24;3020
Wahv;Groningen;Groningen;N514K;als bestuurder van een voertuig rijden,terwijl voertuig niet voorzien isvan een goed werkend 3e remlicht;1;95
Wahv;Groningen;Groningen;N515;als best. van een voertuig rijden, terw.verlichting/retroreflecterende voorzie-ningen niet aan vereiste kleur voldoen;15;1830
Wahv;Groningen;Groningen;N550;als best. van een voertuig rijden, terw.glazen verlichtingsarmaturen of retrore-flect.niet aan de gestelde eisen voldoen;2;130
Wahv;Groningen;Groningen;N551;als best. van een voertuig rijden, ter-wijl verlichtingsarmaturen of onderdelendaarvan niet deugdelijk zijn bevestigd;2;130
Wahv;Groningen;Groningen;N560;als bestuurder van een voertuig rijden,terwijl de dimlichten niet aan de eisenvoldoen;7;635
Wahv;Groningen;Groningen;N650;als bestuurder van een voertuig rijden,terwijl het is voorzien van meer lichtenof retroreflect. voorz. dan toegestaan;7;980
Wahv;Groningen;Groningen;N660A;Met voertuig rijden, terwijl de koppe-ling niet deugdelijk is (bevestigd)/nietvoldoet aan de daaraan gestelde eisen;1;240
Wahv;Groningen;Groningen;N660B;(hulp)koppeling/trekdriehoek/trekboom/onderdelen is niet deugdelijk(beves-tigd)voldoet niet aan gestelde eisen;6;1440
Wahv;Groningen;Groningen;N710B;Als bestuurder van voertuig rijden, ter-wijl het niet is voorzien van een goedwerkende bel/hoorn met vast toonhoogte;6;390
Wahv;Groningen;Groningen;P030;Als bestuurder van een voertuig rijden,terwijl hij wordt gehinderd door passa-giers, lading of op andere wijze;2;480
Wahv;Groningen;Groningen;P041A;als bestuurder van een voertuig rijdenterwijl er onvoldoende zicht is doorvoorruit en/of voorste zijruiten;4;960
Wahv;Groningen;Groningen;P051;spiegels/gezichtsveldverb. voorz. nietzodanig geplaatst dat best. in normalerijhouding vereist gezichtsveld heeft;1;240
Wahv;Groningen;Groningen;P060A;vtg gebonden lading zodanig vervoerendat gevaar bestaat voor v.h. vtg vallen(stophout, dekzeil etc.);2;760
Wahv;Groningen;Groningen;P061;Met een vtg rijden, met gevaar dat deniet deugdelijk afgedekte losse ladingeraf valt;3;1140
Wahv;Groningen;Groningen;P070F;Lastdrager heeft geen goed leesbare/nietafgeschermde kentekenplaat (met goedkeu-ringsmerk) met kenteken v. h. voertuig;17;2380
Wahv;Groningen;Groningen;P080;Als bestuurder van een voertuig rijden,terwijl de lading van het voertuigscherpe delen heeft;4;960
Wahv;Groningen;Groningen;P100A;ALS BEST. VAN VOERTUIG RIJDEN, TERWIJLAANHANGW T/M 750 KG NIET IS VOORZIEN VANHET KENTEKEN VAN TREKKEND MOTORRIJTUIG;22;3080
Wahv;Groningen;Groningen;P100B;AANHANGW. < 750 KG HEEFT GEEN DEUGDELIJKBEVESTIGDE/GOED LEESBARE/NIET AFGE-SCHERMDE EN GOEDGEKEURDE KENTEKENPLAAT;9;1260
Wahv;Groningen;Groningen;P121A;lading steekt uit achter achteras ofstootbalk op meer dan 0,60 m afstand,overschrijding: t/m 0,25 m;3;840
Wahv;Groningen;Groningen;P121G;zicht op verlichting,retroreflector,richtingaanwyzer,kentekenplaat belemmerddoor uitst. lading achterzijde voertuig;1;140
Wahv;Groningen;Groningen;P130D;Voertuig/samenstel niet voorzien vanvereiste markering bij (in lengte on-deelbare) uitstekende lading;5;700
Wahv;Groningen;Groningen;P140D;Voertuig met lading/verwiss gedragenuitrstuk die > 0,1 m buiten de zijkant uit-steekt heeft niet de vereiste markering;1;140
Wahv;Groningen;Groningen;P141A;het voertuig met inbegrip van de (deel-bare) lading de maximum breedte over-schrijdt (t/m 20 cm);1;280
Wahv;Groningen;Groningen;P171E;Rijden zonder ttm kent-card/bewijs/register,bedr.auto/bus niet geregistr.in NLen massa/som aslast>10%t/m25% overschr.;1;140
Wahv;Groningen;Groningen;P186C;totale massa of som aslasten vanaanhangwagen bedraagt meerdan toegestaan;1;310
Wahv;Groningen;Groningen;P340B;De losbreekreminrichting is niet op devereiste wijze met het trekkend voertuigverbonden;4;380
Wahv;Groningen;Groningen;P380;Verlichting aanhangwagen, is nietzodanig aangesloten, dat deze overeen-komen met trekkend voertuig;16;2240
Wahv;Groningen;Groningen;P540;De ahwm of verws getr uitr.stuk is nietzodanig gekoppeld dat zijdelings uit-wijken zoveel mogelijk wordt voorkomen;1;240
Wahv;Groningen;Groningen;P570;De hulpkoppeling aanhangwagen(toegest,max.massa < 1500 kg) is niet opde vereiste wijze aangebracht;24;2280
Wahv;Groningen;Groningen;R301;Niet zoveel mogelijk rechts houden opeen autoweg of autosnelweg;11;1540
Wahv;Groningen;Groningen;R303A;Niet zoveel mogelijk rechts houden opeen andere weg dan autoweg of autosnel-weg;13;1575
Wahv;Groningen;Groningen;R305;Als voetganger niet het voetpad oftrottoir gebruiken;2;60
Wahv;Groningen;Groningen;R308;Als (snor)fietser niet het verplichtefietspad of fiets/bromfietspad volgen;23;1585
Wahv;Groningen;Groningen;R309;Als (snor)fietser bij ontbreken (verpl.)(brom)fietspad niet de rijbaan gebrui-ken (bijv. rijden op trottoir, voetpad);300;17818
Wahv;Groningen;Groningen;R310;Als bromfietser niet het fiets/bromfietspad gebruiken;9;855
Wahv;Groningen;Groningen;R311;Als bromfietser bij ontbreken fiets/bromfietspad niet de rijbaan gebruiken;48;4560
Wahv;Groningen;Groningen;R312B;Als snorfietser met ingeschakelde ver-brandingsmotor het onverplichte fietspadgebruiken;1;95
Wahv;Groningen;Groningen;R312C;als snorfietser niet de rijbaangebruiken waar dit verplicht is;4;380
Wahv;Groningen;Groningen;R315A;niet de rijbaan gebruiken door te rijdenover het trottoir, voetpad, (brom)fietspad of ruiterpad;113;15750
Wahv;Groningen;Groningen;R315B;niet de rijbaan gebruiken door stil testaan op het het trottoir, voetpad,(brom)fietspad of ruiterpad;1574;149530
Wahv;Groningen;Groningen;R326;Rechts inhalen waar dat is verboden;34;8000
Wahv;Groningen;Groningen;R331;Een kruispunt blokkeren;1;240
Wahv;Groningen;Groningen;R336;Op een kruispunt geen voorrang verlenenaan bestuurders van rechts;11;2230
Wahv;Groningen;Groningen;R346;Afslaan zonder richting aan te geven;11;895
Wahv;Groningen;Groningen;R347A;Bij het afslaan niet het tegemoetkomendverkeer voor laten gaan;1;95
Wahv;Groningen;Groningen;R347C;Bij het afslaan niet het verkeer naast/rechts dicht achter voor laten gaan;1;240
Wahv;Groningen;Groningen;R395;voertuig zodanig op de weg laten staandat gevaar wordt/kan worden veroorzaaktof verkeer wordt/kan worden gehinderd;19;2660
Wahv;Groningen;Groningen;R396A;Stilstaan op een kruispunt;4;560
Wahv;Groningen;Groningen;R396B;Stilstaan op een fietsstrook;52;4940
Wahv;Groningen;Groningen;R396D;Stilstaan op een oversteekplaats ofbinnen 5 meter daarvan;20;1900
Wahv;Groningen;Groningen;R396F;Stilstaan bij bord bushalte ter hoogtevan geblokte markering;9;855
Wahv;Groningen;Groningen;R396G;Stilstaan binnen 12 m. van bord bushaltezonder geblokte markering;3;285
Wahv;Groningen;Groningen;R396H;Stilstaan op de rijbaan langs een bus-strook;1;95
Wahv;Groningen;Groningen;R396I;Stilstaan langs een gele doorgetrokkenstreep;106;10070
Wahv;Groningen;Groningen;R397A;Parkeren bij een kruispunt binnen 5meter daarvan;82;7790
Wahv;Groningen;Groningen;R397B;Parkeren voor een in- en/of uitrit;57;5415
Wahv;Groningen;Groningen;R397C;Parkeren buiten de bebouwde kom oprijbaan voorrangsweg;1;35
Wahv;Groningen;Groningen;R397D;Parkeren op parkeergelegenheid,terwylvoertuig niet tot aangegeven categorieof groep voertuigen behoorde;127;12065
Wahv;Groningen;Groningen;R397E;Parkeren op parkeergelegenheid op anderedan aangegeven wijze;22;2090
Wahv;Groningen;Groningen;R397EA;Parkeren op parkeergelegenheid metander doel dan aangegeven wijze;25;2375
Wahv;Groningen;Groningen;R397F;Parkeren op parkeergelegenheid op dagen/uren waarop volgens onderbord verboden;2;190
Wahv;Groningen;Groningen;R397G;Parkeren langs gele onderbroken streep;38;3610
Wahv;Groningen;Groningen;R397H;parkeren op een gelegenheid voor onmid-dellijk laden en lossen van goederen;490;46550
Wahv;Groningen;Groningen;R397I;parkeren op parkeerplaats vergunninghou-ders (bord E9) zonder vergunning voordat voertuig;474;45030
Wahv;Groningen;Groningen;R397J;parkeren buiten parkeervak bij één vande borden E4 tot en met E10, E12 ofE13 v/d bijlage I van het RVV 1990;131;12445
Wahv;Groningen;Groningen;R398;Dubbel parkeren;2;190
Wahv;Groningen;Groningen;R402B;Parkeren op gehandicaptenparkeerplaatszonder duidelijk zichtbaregeldige gehand. parkeerkaart;99;37620
Wahv;Groningen;Groningen;R402C;Parkeren op gehand.parkeerplaats an-ders dan met het voor die gereserveerdegehand.parkeerplaats bestemde voertuig;42;15960
Wahv;Groningen;Groningen;R402D;Parkeren op gehand.parkeerplaats an-ders dan dat het parkeren rechtstreeksverband houdt met vervoer gehandicapte;1;380
Wahv;Groningen;Groningen;R406;voertuig laten staan in park, plantsoen,openbare beplantingen of groenstroken;98;9310
Wahv;Groningen;Groningen;R414A;Parkeren van een voertuig langer dan6 m / hoger dan 2,4 m op een plaatswaar dit verboden is;2;190
Wahv;Groningen;Groningen;R414B;Op/aan de weg een voertuig langer dan6 m parkeren buiten de vastgesteldetermijnen.;1;95
Wahv;Groningen;Groningen;R419;Signalen geven in andere gevallen of opandere wijze dan is toegestaan;9;1155
Wahv;Groningen;Groningen;R421A;Geen dim of groot licht voeren bij nachtbinnen de bebouwde kom (motorvtg (+ahw)bromfiets, snorfiets of gehandic. vtg);16;1233
Wahv;Groningen;Groningen;R426A;Achterlichten motorvtg (+ahw), brom/snor-fiets of gehand.vtg branden niet gelijkmet voorlicht, nacht/binnen bebouwde kom;16;1220
Wahv;Groningen;Groningen;R426B;Achterlichten motorvtg (+ahw), brom/snor-fiets of gehand.vtg branden niet gelijkmet voorlicht, nacht/buiten bebouwde kom;1;140
Wahv;Groningen;Groningen;R434;mistlicht voeren aan voorzijde andersdan bij mist, sneeuwval of regen die hetzicht ernstig belemmert;4;380
Wahv;Groningen;Groningen;R438I;Als bestuurder van een wagen bij nacht/dag indien het zicht slecht is geen dim-/voor-/achterlicht voeren;1;35
Wahv;Groningen;Groningen;R438K;geen voortdurend zichtbaar wit/geellicht a.d voorzijde en/of zichtbaar roodlicht a.d. achterzijde van fiets voeren;1251;67239
Wahv;Groningen;Groningen;R438M;als fietser knipperende verlichting voeren bij nacht of dag als zicht ernstig wordt belemmerd;1;55
Wahv;Groningen;Groningen;R438N;geen voortdurend zichtbaar wit/geellicht voorzijde of rood licht achter-zijde op bijzondere snorfiets voeren;5;325
Wahv;Groningen;Groningen;R456A;Bij nacht naast het dimlicht of hetmistlicht andere verlichting voerendan is toegestaan;1;140
Wahv;Groningen;Groningen;R461A;Autosnelweg gebruiken anders dan metmotorvoertuig dat sneller kan/mag dan60 km/h;3;330
Wahv;Groningen;Groningen;R465C;op autosnelweg zonder noodzaak stilstaanop vluchtstrook of vluchthaven;2;480
Wahv;Groningen;Groningen;R468A;Autoweg gebruiken anders dan met motor-voertuig dat sneller kan/mag dan 50 km/h;10;1300
Wahv;Groningen;Groningen;R472B;Op autoweg buiten noodzaak gebruik makenvan berm;2;280
Wahv;Groningen;Groningen;R472C;op autoweg zonder noodzaak stilstaan opde vluchtstrook of een vluchthaven;1;240
Wahv;Groningen;Groningen;R478;Binnen een erf parkeren anders dan opeen daarvoor bestemde parkeerplaats;105;9975
Wahv;Groningen;Groningen;R486;Voorrangsvoertuig niet voor laten gaan;1;240
Wahv;Groningen;Groningen;R510;Invoegen zonder overige verkeer voor telaten gaan;1;240
Wahv;Groningen;Groningen;R512;Van rijstrook wisselen zonder overigeverkeer voor te laten gaan;8;1920
Wahv;Groningen;Groningen;R514;Bij inhalen geen teken met richtingaan-wijzer geven;2;190
Wahv;Groningen;Groningen;R516;Bij verlaten doorgaande rijbaan geenteken met richtingaanwijzer geven;2;190
Wahv;Groningen;Groningen;R517;Bij wisselen van rijstrook geen tekenmet richtingaanwijzer geven;4;380
Wahv;Groningen;Groningen;R518;Bij belangrijke zijdelingse verplaatsinggeen teken met richtingaanwijzer geven;3;285
Wahv;Groningen;Groningen;R522;Als bestuurder van een motorvoertuig,bromfiets of snorfiets onnodig geluidveroorzaken met dat voertuig;10;3800
Wahv;Groningen;Groningen;R530A;Bestuurder en/of passagier zit niet opzitplaats tijdens verkeersdeelname;5;565
Wahv;Groningen;Groningen;R530B;Als (brom)fietser een kind jonger dan 8jaar vervoeren op een ondoelmatige/on-veilige voorziening;4;380
Wahv;Groningen;Groningen;R533;als bestuurder of passagier geen gebruikmaken van een autogordel;299;41720
Wahv;Groningen;Groningen;R535F;passagier jonger dan 12 jaar en korterdan 1.35 meter vervoeren zonder gebruikkinderbeveiligingssysteem;5;700
Wahv;Groningen;Groningen;R535G;voorin passagier 3 tot 18 jaar en korterdan 1.35 meter vervoeren, zonderbeschikbare gordel/kind.bev.systeem;2;280
Wahv;Groningen;Groningen;R535I;meer passagiers vervoeren dan erautogordels aanwezig zijn;4;560
Wahv;Groningen;Groningen;R535MO;passagier < 12 jaar vervoeren terwijlwerking gordel of kindbeveiligingssyst.negatief (kan) word(t)(en) beinvloed(t);1;140
Wahv;Groningen;Groningen;R535O;auto-/ veiligh.gordel of kind.bev.syst.gebruiken op wijze die beschermende wer-king negatief beinvloedt/kan beïnvloeden;3;420
Wahv;Groningen;Groningen;R536A;Bestuurder of passagier bromfiets draagtgeen goedgekeurde, goedpassende/ deugde-lijk bevestigde helm;68;6366
Wahv;Groningen;Groningen;R536C;als bestuurder of passagier geengoedgekeurde, goedpassende/deugde-lijk bevestigde helm dragen;9;1190
Wahv;Groningen;Groningen;R536E;Bestuurder/passagier snorfiets oprijbaan draagt geen goedgekeurde,goedpassende deugdelijk bevestigde helm;1;95
Wahv;Groningen;Groningen;R539A;personen vervoeren in gesloten laad-ruimte van een motorvoertuig ofbromfiets;2;280
Wahv;Groningen;Groningen;R545;als bestuurder tijdens het rijden eenmobiel elektronisch apparaat vasthouden;1028;186885
Wahv;Groningen;Groningen;R548;Geen voorrang verlenen bij voorrangsweg.;9;1823
Wahv;Groningen;Groningen;R549A;Niet stoppen bij "stopbord" (bord B7 vanbijlage I RVV 1990);6;840
Wahv;Groningen;Groningen;R549C;Niet stoppen en geen voorrang verlenenbij "stopbord".;1;240
Wahv;Groningen;Groningen;R550A;Als bestuurder handelen in strijd meteen gesloten verklaring in beide rich-tingen;745;60897
Wahv;Groningen;Groningen;R550B;Handelen in strijd met gesloten verkla-ring in beide richtingen weg(gedeelte)bestemd voor bep.categorie voertuigen;99;8499
Wahv;Groningen;Groningen;R551B;Handelen ism een geslotenverkla-ring (bord C 2 van het RVV 1990. een-richtingverkeer);214;27793
Wahv;Groningen;Groningen;R552A;Als bestuurder handelen, in strijd meteen gesloten verklaring, eenrichtingsweg(bord C3);18;2260
Wahv;Groningen;Groningen;R552B;Als bestuurder handelen, in strijd meteen gesloten verklaring, eenrichtingsweg(bord C4);20;2075
Wahv;Groningen;Groningen;R553B;Handelen ism een geslotenverkla-ring voor motorvoertuigen op meer dan 2wielen, bord C 6 bijlage I RVV 1990.;6;570
Wahv;Groningen;Groningen;R559;Handelen ism een geslotenverkla-ring voor alle motorvoertuigen:bord C 12/20.;127;12065
Wahv;Groningen;Groningen;R560;Handelen ism een geslotenverkla-ring voor bromfietsen, snorfietsen ofgehandicaptenvtg.;2;130
Wahv;Groningen;Groningen;R562;Handelen ism een geslotenverkla-ring voor fietsen: bord C15/23.;6;390
Wahv;Groningen;Groningen;R563;Lopen in strijd met geslotenverklaring;7;139
Wahv;Groningen;Groningen;R574;Rijden in strijd met de verplichte rij-richting op een rotonde:bord D1;4;350
Wahv;Groningen;Groningen;R575;Weg inrijden aan de andere zijde van hetbord dan de pijl aangaf: bord D 2/16.;8;700
Wahv;Groningen;Groningen;R576;Rijden in strijd met gebod tot het vol-gen van aangegeven rijrichting: D4;9;795
Wahv;Groningen;Groningen;R577;Rijden in strijd met gebod tot het vol-gen van aangegeven rijrichting: D5;3;225
Wahv;Groningen;Groningen;R578;Rijden in strijd met gebod tot het vol-gen van een van de aangegeven rijrichtingen: D6;4;380
Wahv;Groningen;Groningen;R579;Rijden in strijd met gebod tot het vol-gen van een van de aangegeven rijrich-tingen: D7;1;95
Wahv;Groningen;Groningen;R584;Parkeren in strijd met parkeerverbod/parkeerverbodszone(bord E1);1996;189620
Wahv;Groningen;Groningen;R585;Verbod stil te staan (bord E2);86;8170
Wahv;Groningen;Groningen;R593;Negeren inhaalverbod: bord F 1/40.;2;480
Wahv;Groningen;Groningen;R594;Negeren van een inhaalverbod vrachtau-to's: bord F 3/42.;5;1200
Wahv;Groningen;Groningen;R596;Negeren keerverbod: bord F 7/48.;8;1120
Wahv;Groningen;Groningen;R599A;als best. van een motorvtg, niet zijndelijnbus, gebr. maken van een voor lijn-bus bestemde rijbaan of rijstrook (F13);3;285
Wahv;Groningen;Groningen;R601;niet doorgaan bij groen licht:driekleurrig verkeerslicht;1;140
Wahv;Groningen;Groningen;R602;Niet stoppen voor rood licht:driekleurig verkeerslicht;2600;523886
Wahv;Groningen;Groningen;R604;Niet stoppen voor rood licht: tweekleu-rig verkeerslicht.;41;4371
Wahv;Groningen;Groningen;R606;als bestuurder van een tram/autobus/lijnbus/ander voertuig niet stoppen voorrood tram-/buslicht;1;240
Wahv;Groningen;Groningen;R608;niet stoppen voor rood knipperlichtbij overweglichten;29;4610
Wahv;Groningen;Groningen;R609;Niet stoppen voor rood licht bij een brug;8;1840
Wahv;Groningen;Groningen;R612;OVERSTEKEN BIJ ROOD VOETGANGERSLICHT;5;350
Wahv;Groningen;Groningen;R617A;als bestuurder de doorgetrokken streepoverschrijden (verkeer in eenrichting);28;3920
Wahv;Groningen;Groningen;R617B;als bestuurder de doorgetrokken streepoverschrijden (verkeer in beiderichtingen);69;16560
Wahv;Groningen;Groningen;R617C;als bestuurder zich links van doorge-trokken streep bevinden (streep tussenverkeer in beide richtingen);7;1670
Wahv;Groningen;Groningen;R618;Als bestuurder een verdrijvingsvlakgebruiken;32;7680
Wahv;Groningen;Groningen;R618A;Als bestuurder een puntstukgebruiken;19;4550
Wahv;Groningen;Groningen;R619;Op een kruispunt niet de richting volgendie de voorsorteerstrook aangeeft;69;16560
Wahv;Groningen;Groningen;R619A;als bestuurder na verlaten doorgaande rijbaan een andere richting volgen dan derichting van de uitrijstrook;3;720
Wahv;Groningen;Groningen;R621;Bij op wegdek aangebrachte "haaietanden"geen voorrang verlenen aan bestuurdersop kruisende weg.;8;1615
Wahv;Groningen;Groningen;R622;anders dan met lijn-bus of autobus gebruik maken van busbaanof strook aangeduid met "Bus";67;9090
Wahv;Groningen;Groningen;R622A;als weggebruiker gebruik maken van bus-baan of - strook aangeduid met: lijnbus;20;2715
Wahv;Groningen;Groningen;S005A;Niet voldoende afstand houden,snelheid tot en met 80 km/h;5;1400
Wahv;Groningen;Groningen;VA004;Overschrijding maximum snelheidbinnen bebouwde kom, met 4 km/h;6271;172413
Wahv;Groningen;Groningen;VA005;Overschrijding maximum snelheidbinnen bebouwde kom, met 5 km/h;5172;178430
Wahv;Groningen;Groningen;VA006;Overschrijding maximum snelheidbinnen bebouwde kom, met 6 km/h;4292;174581
Wahv;Groningen;Groningen;VA007;Overschrijding maximum snelheidbinnen bebouwde kom, met 7 km/h;3760;182290
Wahv;Groningen;Groningen;VA008;Overschrijding maximum snelheidbinnen bebouwde kom, met 8 km/h;3071;167785
Wahv;Groningen;Groningen;VA009;Overschrijding maximum snelheidbinnen bebouwde kom, met 9 km/h;2595;164614
Wahv;Groningen;Groningen;VA010;Overschrijding maximum snelheidbinnen bebouwde kom, met 10 km/h;2187;158823
Wahv;Groningen;Groningen;VA011;Overschrijding maximum snelheidbinnen bebouwde kom, met 11 km/h;1801;172114
Wahv;Groningen;Groningen;VA012;Overschrijding maximum snelheidbinnen bebouwde kom, met 12 km/h;1496;157744
Wahv;Groningen;Groningen;VA013;Overschrijding maximum snelheidbinnen bebouwde kom, met 13 km/h;1233;142613
Wahv;Groningen;Groningen;VA014;Overschrijding maximum snelheidbinnen bebouwde kom, met 14 km/h;991;122505
Wahv;Groningen;Groningen;VA015;Overschrijding maximum snelheidbinnen bebouwde kom, met 15 km/h;860;114906
Wahv;Groningen;Groningen;VA016;Overschrijding maximum snelheidbinnen bebouwde kom, met 16 km/h;707;101907
Wahv;Groningen;Groningen;VA017;Overschrijding maximum snelheidbinnen bebouwde kom, met 17 km/h;579;88885
Wahv;Groningen;Groningen;VA018;Overschrijding maximum snelheidbinnen bebouwde kom, met 18 km/h;516;85280
Wahv;Groningen;Groningen;VA019;Overschrijding maximum snelheidbinnen bebouwde kom, met 19 km/h;414;72950
