product;provincie;gemeente;feitcode;omschrijving;zaken;bedrag
OM-afdoening;Groningen;Appingedam;VA035;Overschrijding max. snelheid binnenbebouwde kom, van 31 tot 35 km/h;5;1850
OM-afdoening;Groningen;Appingedam;VA040;Overschrijding max. snelheid binnenbebouwde kom, van 35 tot 40 km/h;3;1380
OM-afdoening;Groningen;Appingedam;VF035;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 31-35 km/h;3;1020
OM-afdoening;Groningen;Appingedam;VF040;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 35-40 km/h;2;820
OM-afdoening;Groningen;Appingedam;VF045;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 40-45 km/h;3;1530
OM-afdoening;Groningen;Appingedam;VG035;Overschrijding max snelheid (auto)wegenbuiten beb.kom 31-35 km/h (verkeersb A1);1;340
OM-afdoening;Groningen;Appingedam;VS045;Overschrijding max.snelheid bibekom(bord A1 30 km/h) met 40-45 km/h;1;680
OM-afdoening;Groningen;Appingedam;W075B;Met klein schip de toegestane snelheidoverschreden met 6-15 km/h (Verk.tek.B6);1;70
OM-afdoening;Groningen;Appingedam;W075C;Met klein schip de toegestane snelheidoverschreden 15-25 km/h (verk.tek. B6);1;210
OM-afdoening;Groningen;Appingedam;W152;Met snelle motorboot varen, terwijlpersoon die stuurt geen 18 jaar is;2;420
Wahv;Groningen;Appingedam;A902;voor een bromfiets niet de vereisteverzekering afsluiten en in stand hou-den;17;6100
Wahv;Groningen;Appingedam;A915;voor een motorrijtuig niet de vereisteverzekering afsluiten en in stand hou-den;36;14400
Wahv;Groningen;Appingedam;K030A;Het kenteken is niet behoorlijk zicht-baar aanwezig op of aan het motorrijtuig;1;140
Wahv;Groningen;Appingedam;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;1;140
Wahv;Groningen;Appingedam;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;18;2520
Wahv;Groningen;Appingedam;K150C;Niet op eerste vordering behoorlijk hetrijbewijs ter inzage afgeven;3;285
Wahv;Groningen;Appingedam;N270E;Als bestuurder van een voertuig rijden,terwijl een band beschadigd of versletenis;1;140
Wahv;Groningen;Appingedam;N270S;Als bestuurder van een voertuig rijden,terwijl twee banden niet voldoen aan deeisen t.a.v.de profilering;2;420
Wahv;Groningen;Appingedam;N310A;Als bestuurder van een voertuig rijden,terwijl de reminrichting/onderdelen nietdeugdelijk is/zijn;1;240
Wahv;Groningen;Appingedam;N400D;Als bestuurder van een voertuig rijden,terwijl niet is voorzien van een goedfunctionerende losbreekreminrichting;1;140
Wahv;Groningen;Appingedam;N514D;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedgoed werkende remlichten;2;280
Wahv;Groningen;Appingedam;N514M;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedwerkende zijretroreflectoren;2;190
Wahv;Groningen;Appingedam;N515;als best. van een voertuig rijden, terw.verlichting/retroreflecterende voorzie-ningen niet aan vereiste kleur voldoen;2;280
Wahv;Groningen;Appingedam;N560;als bestuurder van een voertuig rijden,terwijl de dimlichten niet aan de eisenvoldoen;2;190
Wahv;Groningen;Appingedam;P070F;Lastdrager heeft geen goed leesbare/nietafgeschermde kentekenplaat (met goedkeu-ringsmerk) met kenteken v. h. voertuig;1;140
Wahv;Groningen;Appingedam;P380;Verlichting aanhangwagen, is nietzodanig aangesloten, dat deze overeen-komen met trekkend voertuig;2;280
Wahv;Groningen;Appingedam;R303A;Niet zoveel mogelijk rechts houden opeen andere weg dan autoweg of autosnel-weg;1;160
Wahv;Groningen;Appingedam;R315A;niet de rijbaan gebruiken door te rijdenover het trottoir, voetpad, (brom)fietspad of ruiterpad;2;280
Wahv;Groningen;Appingedam;R315B;niet de rijbaan gebruiken door stil testaan op het het trottoir, voetpad,(brom)fietspad of ruiterpad;8;760
Wahv;Groningen;Appingedam;R346;Afslaan zonder richting aan te geven;1;95
Wahv;Groningen;Appingedam;R395;voertuig zodanig op de weg laten staandat gevaar wordt/kan worden veroorzaaktof verkeer wordt/kan worden gehinderd;1;140
Wahv;Groningen;Appingedam;R397A;Parkeren bij een kruispunt binnen 5meter daarvan;5;475
Wahv;Groningen;Appingedam;R397B;Parkeren voor een in- en/of uitrit;2;190
Wahv;Groningen;Appingedam;R397D;Parkeren op parkeergelegenheid,terwylvoertuig niet tot aangegeven categorieof groep voertuigen behoorde;3;285
Wahv;Groningen;Appingedam;R397H;parkeren op een gelegenheid voor onmid-dellijk laden en lossen van goederen;1;95
Wahv;Groningen;Appingedam;R397J;parkeren buiten parkeervak bij één vande borden E4 tot en met E10, E12 ofE13 v/d bijlage I van het RVV 1990;2;190
Wahv;Groningen;Appingedam;R400AB;Motorvoertuig parkeren by blauwe streepterwijl toegestane parkeertijd is verstreken;3;285
Wahv;Groningen;Appingedam;R400AE;motorvtg op meer dan twee wielen parker-en bij blw. streep terw niet is voorzienv/e duidelijke geplaatste parkeerschijf;78;7410
Wahv;Groningen;Appingedam;R400AF;parkeren bij blauwe streep terwijl opparkeerschijf niet juiste tijdstip beginparkeren is weergegeven;6;570
Wahv;Groningen;Appingedam;R401;Als bestuurder een voertuig parkeren ineen parkeerschijfzone (niet op zodanig aangeduide park.plts/langs blauwe streep);1;95
Wahv;Groningen;Appingedam;R402B;Parkeren op gehandicaptenparkeerplaatszonder duidelijk zichtbaregeldige gehand. parkeerkaart;2;760
Wahv;Groningen;Appingedam;R402C;Parkeren op gehand.parkeerplaats an-ders dan met het voor die gereserveerdegehand.parkeerplaats bestemde voertuig;1;380
Wahv;Groningen;Appingedam;R406;voertuig laten staan in park, plantsoen,openbare beplantingen of groenstroken;1;95
Wahv;Groningen;Appingedam;R438K;geen voortdurend zichtbaar wit/geellicht a.d voorzijde en/of zichtbaar roodlicht a.d. achterzijde van fiets voeren;13;607
Wahv;Groningen;Appingedam;R456B;Bij dag naast het dimlicht of hetmistlicht andere verlichting voerendan toegestaan;1;140
Wahv;Groningen;Appingedam;R468A;Autoweg gebruiken anders dan met motor-voertuig dat sneller kan/mag dan 50 km/h;2;260
Wahv;Groningen;Appingedam;R522;Als bestuurder van een motorvoertuig,bromfiets of snorfiets onnodig geluidveroorzaken met dat voertuig;1;380
Wahv;Groningen;Appingedam;R533;als bestuurder of passagier geen gebruikmaken van een autogordel;8;1120
Wahv;Groningen;Appingedam;R535F;passagier jonger dan 12 jaar en korterdan 1.35 meter vervoeren zonder gebruikkinderbeveiligingssysteem;1;140
Wahv;Groningen;Appingedam;R536A;Bestuurder of passagier bromfiets draagtgeen goedgekeurde, goedpassende/ deugde-lijk bevestigde helm;4;380
Wahv;Groningen;Appingedam;R545;als bestuurder tijdens het rijden eenmobiel elektronisch apparaat vasthouden;14;3135
Wahv;Groningen;Appingedam;R548;Geen voorrang verlenen bij voorrangsweg.;1;240
Wahv;Groningen;Appingedam;R549A;Niet stoppen bij "stopbord" (bord B7 vanbijlage I RVV 1990);1;140
Wahv;Groningen;Appingedam;R551B;Handelen ism een geslotenverkla-ring (bord C 2 van het RVV 1990. een-richtingverkeer);4;560
Wahv;Groningen;Appingedam;R556;Handelen  in strijd met eengeslotenverklaring: bord C 9 bijlage IRVV 1990.;1;95
Wahv;Groningen;Appingedam;R574;Rijden in strijd met de verplichte rij-richting op een rotonde:bord D1;1;95
Wahv;Groningen;Appingedam;R584;Parkeren in strijd met parkeerverbod/parkeerverbodszone(bord E1);14;1330
Wahv;Groningen;Appingedam;R609;Niet stoppen voor rood licht bij een brug;2;480
Wahv;Groningen;Appingedam;R617B;als bestuurder de doorgetrokken streepoverschrijden (verkeer in beiderichtingen);7;1680
Wahv;Groningen;Appingedam;R621;Bij op wegdek aangebrachte "haaietanden"geen voorrang verlenen aan bestuurdersop kruisende weg.;1;240
Wahv;Groningen;Appingedam;VA004;Overschrijding maximum snelheidbinnen bebouwde kom, met 4 km/h;140;3856
Wahv;Groningen;Appingedam;VA005;Overschrijding maximum snelheidbinnen bebouwde kom, met 5 km/h;128;4392
Wahv;Groningen;Appingedam;VA006;Overschrijding maximum snelheidbinnen bebouwde kom, met 6 km/h;114;4698
Wahv;Groningen;Appingedam;VA007;Overschrijding maximum snelheidbinnen bebouwde kom, met 7 km/h;78;3771
Wahv;Groningen;Appingedam;VA008;Overschrijding maximum snelheidbinnen bebouwde kom, met 8 km/h;74;3996
Wahv;Groningen;Appingedam;VA009;Overschrijding maximum snelheidbinnen bebouwde kom, met 9 km/h;52;3276
Wahv;Groningen;Appingedam;VA010;Overschrijding maximum snelheidbinnen bebouwde kom, met 10 km/h;45;3310
Wahv;Groningen;Appingedam;VA011;Overschrijding maximum snelheidbinnen bebouwde kom, met 11 km/h;34;3230
Wahv;Groningen;Appingedam;VA012;Overschrijding maximum snelheidbinnen bebouwde kom, met 12 km/h;32;3442
Wahv;Groningen;Appingedam;VA013;Overschrijding maximum snelheidbinnen bebouwde kom, met 13 km/h;22;2573
Wahv;Groningen;Appingedam;VA014;Overschrijding maximum snelheidbinnen bebouwde kom, met 14 km/h;18;2214
Wahv;Groningen;Appingedam;VA015;Overschrijding maximum snelheidbinnen bebouwde kom, met 15 km/h;22;3030
Wahv;Groningen;Appingedam;VA016;Overschrijding maximum snelheidbinnen bebouwde kom, met 16 km/h;25;3600
Wahv;Groningen;Appingedam;VA017;Overschrijding maximum snelheidbinnen bebouwde kom, met 17 km/h;18;2754
Wahv;Groningen;Appingedam;VA018;Overschrijding maximum snelheidbinnen bebouwde kom, met 18 km/h;9;1485
Wahv;Groningen;Appingedam;VA019;Overschrijding maximum snelheidbinnen bebouwde kom, met 19 km/h;8;1408
Wahv;Groningen;Appingedam;VA020;Overschrijding maximum snelheidbinnen bebouwde kom, met 20 km/h;8;1528
Wahv;Groningen;Appingedam;VA021;Overschrijding maximum snelheidbinnen bebouwde kom, met 21 km/h;8;1624
Wahv;Groningen;Appingedam;VA022;Overschrijding maximum snelheidbinnen bebouwde kom, met 22 km/h;8;1720
Wahv;Groningen;Appingedam;VA023;Overschrijding maximum snelheidbinnen bebouwde kom, met 23 km/h;7;1603
Wahv;Groningen;Appingedam;VA024;Overschrijding maximum snelheidbinnen bebouwde kom, met 24 km/h;1;241
Wahv;Groningen;Appingedam;VA025;Overschrijding maximum snelheidbinnen bebouwde kom, met 25 km/h;3;768
Wahv;Groningen;Appingedam;VA026;Overschrijding maximum snelheidbinnen bebouwde kom, met 26 km/h;4;1080
Wahv;Groningen;Appingedam;VA027;Overschrijding maximum snelheidbinnen bebouwde kom, met 27 km/h;1;287
Wahv;Groningen;Appingedam;VA028;Overschrijding maximum snelheidbinnen bebouwde kom, met 28 km/h;2;608
Wahv;Groningen;Appingedam;VA030;Overschrijding maximum snelheidbinnen bebouwde kom, met 30 km/h;3;1002
Wahv;Groningen;Appingedam;VF004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h;13;312
Wahv;Groningen;Appingedam;VF005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h;20;640
Wahv;Groningen;Appingedam;VF006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h;18;666
Wahv;Groningen;Appingedam;VF007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h;18;774
Wahv;Groningen;Appingedam;VF008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h;12;600
Wahv;Groningen;Appingedam;VF009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h;13;741
Wahv;Groningen;Appingedam;VF010;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 10 km/h;1;67
Wahv;Groningen;Appingedam;VF011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h;3;270
Wahv;Groningen;Appingedam;VF012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h;6;600
Wahv;Groningen;Appingedam;VF013;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 13 km/h;1;110
Wahv;Groningen;Appingedam;VF014;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 14 km/h;1;117
Wahv;Groningen;Appingedam;VF015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h;3;387
Wahv;Groningen;Appingedam;VF016;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 16 km/h;1;137
Wahv;Groningen;Appingedam;VF017;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 17 km/h;3;441
Wahv;Groningen;Appingedam;VF018;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 18 km/h;1;157
Wahv;Groningen;Appingedam;VF019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h;1;170
Wahv;Groningen;Appingedam;VF020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h;2;366
Wahv;Groningen;Appingedam;VF022;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 22 km/h;1;203
Wahv;Groningen;Appingedam;VF024;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 24 km/h;2;458
Wahv;Groningen;Appingedam;VF026;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 26 km/h;1;256
Wahv;Groningen;Appingedam;VF029;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 29 km/h;2;600
Wahv;Groningen;Appingedam;VF030;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 30 km/h;1;317
OM-afdoening;Groningen;Delfzijl;A917A;Met een motorrijtuig, niet zijnde brom-fiets,rijden zonder vereiste verzekering;8;4800
OM-afdoening;Groningen;Delfzijl;A918;Niet voldaan aan vordering tot ter inza-ge verstrekken van verzekeringsbewijs;1;600
OM-afdoening;Groningen;Delfzijl;BM229A;In strijd met vergunning calamiteit vanrelatief geringe omvang niet melden;1;2500
OM-afdoening;Groningen;Delfzijl;D505;Op openbare weg/voor publiek toeg.plaatstegen personen/goed. baldadigheid plegen;1;240
OM-afdoening;Groningen;Delfzijl;D515;Door het bevoegd gezag naar zijn naamgevraagd een valse naam opgeven;1;380
OM-afdoening;Groningen;Delfzijl;D517;Niet voldoen aan verplichting om identi-teitsbewijs ter inzage aan te bieden;12;1045
OM-afdoening;Groningen;Delfzijl;D530;Zich in kennelijke staat van dronken-schap op de openbare weg bevinden;7;665
OM-afdoening;Groningen;Delfzijl;D537;Zonder gerechtigd bevinden op grondwaarvan toegang blijkbare wijze verboden;29;2097
OM-afdoening;Groningen;Delfzijl;D537B;zich niet houden aan de toegangsvoor-waarden van de eigenaar;4;380
OM-afdoening;Groningen;Delfzijl;E100A;Zonder geldig vervoersbewijs gebruikmaken van het openbaar vervoer;35;3325
OM-afdoening;Groningen;Delfzijl;E105E;Taxi-/openb. verv. met auto verrichtenzonder verm. goedk. als taxi op kent.reg;1;360
OM-afdoening;Groningen;Delfzijl;E124A;Als reiziger orde etc. verstoren doorkennelijke staat van dronkenschap;1;95
OM-afdoening;Groningen;Delfzijl;E170;Geen zorgdragen dat in taxi goedwerkendeen typegoedgekeurde boordcomp aanwzg is;1;1800
OM-afdoening;Groningen;Delfzijl;E211B;Als persoon jonger dan 18 alcohol aan-wezig hebben waar dit niet is toegestaan;1;95
OM-afdoening;Groningen;Delfzijl;E320A;Niet voldoen aan vordering van toezicht-houder;1;380
OM-afdoening;Groningen;Delfzijl;F121A;Op openbare plaats alcoholhoudendedrank nuttigen binnen aangew. gebied;2;190
OM-afdoening;Groningen;Delfzijl;F121B;Aangebroken flessen e.d. met alcoholhou-dende drank bij zich openbare plaats;1;95
OM-afdoening;Groningen;Delfzijl;F145A;Als eigenaar/houder hond op weg binnenbeb.kom laten lopen zonder aangelijnd;1;95
OM-afdoening;Groningen;Delfzijl;F155A;Geen zodanige maatregelen treffen vee inweiland/terrein de weg niet kan bereiken;1;140
OM-afdoening;Groningen;Delfzijl;F185;Binnen bebouwde kom buiten daarvoor be-stemde plaats zijn behoefte doen;46;6440
OM-afdoening;Groningen;Delfzijl;GA300B;Rijden onder invloed, alcoholgehalteadem bedraagt: 355 t/m 435 µg/l;2;850
OM-afdoening;Groningen;Delfzijl;GA300C;Rijden onder invloed, alcoholgehalteadem bedraagt: 440 t/m 500 µg/l;1;550
OM-afdoening;Groningen;Delfzijl;GA305A;Rijden onder invloed, alcoholgehalteadem 95 t/m 230µg/l.(beg. bestuurder);1;300
OM-afdoening;Groningen;Delfzijl;GA311A;Rijden onder invloed, alcoholgehalteadem: 95 t/m 230 µg/l (beg. bestuurder);1;300
OM-afdoening;Groningen;Delfzijl;GA315A;Rijden onder invloed, adem 95 t/m 230µg/l (geen rijbewijs);1;300
OM-afdoening;Groningen;Delfzijl;H004;Huish. afvalstoffen anders aanbieden danvia het aangewezen inzamelmiddel;1;95
OM-afdoening;Groningen;Delfzijl;H022;Straatafval achterlaten in openb. ruimtezonder gebruik voorgeschreven bakken e.d;1;140
OM-afdoening;Groningen;Delfzijl;H025;Afval buiten een inrichting storten/opof in de bodem brengen/te verbranden;1;380
OM-afdoening;Groningen;Delfzijl;H101;Als particulier afval verbranden enbodem aantasten of verontreinigen;1;480
OM-afdoening;Groningen;Delfzijl;H107;Een voertuigwrak plaatsen of aanwezighebben op de weg;1;380
OM-afdoening;Groningen;Delfzijl;H200;Rumoer of burengerucht verwekken, waar-door de nachtrust kan worden verstoord;1;140
OM-afdoening;Groningen;Delfzijl;H645A;Binnenvisserij uitoefenen zndr schrift.toestemming rechthebbende mt 1/2 hengels;7;910
OM-afdoening;Groningen;Delfzijl;H647B;Nt op 1e vord. tr inzage afg. schrift.toest.;2;143
OM-afdoening;Groningen;Delfzijl;K055;Rijden zonder geldig rijbewijs;11;3250
OM-afdoening;Groningen;Delfzijl;K060G;Rijden zonder geldig rijbewijs (geldig-heidsduur verstreken)(bep. geldigh.duur);1;360
OM-afdoening;Groningen;Delfzijl;N086G;Als best. met bromfiets rijden, terw.max.construct.snelh. overschr. > 15 km/h;2;520
OM-afdoening;Groningen;Delfzijl;P111B;Maximum lengte (onbeladen) samenstel vanvoertuigen overschreden; 0,25 t/m 0,50 m;1;420
OM-afdoening;Groningen;Delfzijl;R327;Bestuurder die heeft voorgesorteerd enkenbaar links wil afslaan, links inhalen;1;380
OM-afdoening;Groningen;Delfzijl;R469;Op autoweg keren met motorvoertuig;1;380
OM-afdoening;Groningen;Delfzijl;R482;Als bestuurder voetganger niet voorlaten gaan op voetgangersoversteekplaats;1;380
OM-afdoening;Groningen;Delfzijl;R628B;Niet stoppen voor stopteken gegeven doormiddel van een politietransparant;2;640
OM-afdoening;Groningen;Delfzijl;VA035;Overschrijding max. snelheid binnenbebouwde kom, van 31 tot 35 km/h;1;370
OM-afdoening;Groningen;Delfzijl;VA040;Overschrijding max. snelheid binnenbebouwde kom, van 35 tot 40 km/h;2;910
OM-afdoening;Groningen;Delfzijl;VB045;Overschrijding max.snelheid binnen debebouwde kom(verkeersbord A1) 40-45 km/h;1;540
OM-afdoening;Groningen;Delfzijl;VF035;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 31-35 km/h;8;2380
OM-afdoening;Groningen;Delfzijl;VF040;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 35-40 km/h;5;2050
OM-afdoening;Groningen;Delfzijl;VF045;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 40-45 km/h;4;2040
OM-afdoening;Groningen;Delfzijl;VF050;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 45-50 km/h;2;1260
OM-afdoening;Groningen;Delfzijl;VF060;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 55-60 km/h;1;0
OM-afdoening;Groningen;Delfzijl;VG035;Overschrijding max snelheid (auto)wegenbuiten beb.kom 31-35 km/h (verkeersb A1);13;4420
OM-afdoening;Groningen;Delfzijl;VG040;Overschrijding max snelheid (auto)wegenbuiten beb.kom 35-40 km/h (verkeersb A1);11;4510
OM-afdoening;Groningen;Delfzijl;VG045;Overschrijding max snelheid (auto)wegenbuiten beb.kom 40-45 km/h (verkeersb.A1);10;5100
OM-afdoening;Groningen;Delfzijl;VG050;Overschrijding max snelheid (auto)wegenBuiten beb.kom 45-50 km/h (verkeersb A1);2;1260
OM-afdoening;Groningen;Delfzijl;VG065;Overschrijding max snelheid (auto)wegenbuiten beb.kom 60-65 km/h (verkeersb A1);1;0
OM-afdoening;Groningen;Delfzijl;VI035;Overschr. max.snelh. op (auto)weg.buitenbebouw.kom,31-35km/h(verk.bord A1+wegw.);1;410
OM-afdoening;Groningen;Delfzijl;VS035;Overschrijding max.snelheid bibekom(Bord A1 30 km/h) met 31-35 km/h;1;470
OM-afdoening;Groningen;Delfzijl;W601A;Negeren verbod in-, uit- of doorvaren(verkeersteken A.1);1;360
Wahv;Groningen;Delfzijl;A902;voor een bromfiets niet de vereisteverzekering afsluiten en in stand hou-den;43;15320
Wahv;Groningen;Delfzijl;A915;voor een motorrijtuig niet de vereisteverzekering afsluiten en in stand hou-den;94;37600
Wahv;Groningen;Delfzijl;K025;Met een motorrijtuig rijden terwijl hetkentekenbewijs niet behoorlijk leesbaaris;2;90
Wahv;Groningen;Delfzijl;K030A;Het kenteken is niet behoorlijk zicht-baar aanwezig op of aan het motorrijtuig;2;235
Wahv;Groningen;Delfzijl;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;9;1260
Wahv;Groningen;Delfzijl;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;78;10920
Wahv;Groningen;Delfzijl;K046A;voor motorrijtuig of aanhangwagen mettoegestane maximummassa van meer dan3500kg is geen keuringsbewijs afgegeven;1;400
Wahv;Groningen;Delfzijl;K046B;motorrijtuig/aanhangwagen met toegestanemaximummassa van meer dan 3500 kgis geldigheid keuringsbewijs verlopen;6;2400
Wahv;Groningen;Delfzijl;K060E;Rijden terwijl het rijbewijs zijn geldigheid heeft verloren door het verstrijkenvan de geldigheidsduur (< 1 jaar);3;255
Wahv;Groningen;Delfzijl;K060H;rijden terwijl het rijbewijs ongeldig isverklaard, m.u.v. cat. AM, en geen nieuwrijbewijs voor cat. AM is afgegeven;1;65
Wahv;Groningen;Delfzijl;K150C;Niet op eerste vordering behoorlijk hetrijbewijs ter inzage afgeven;7;665
Wahv;Groningen;Delfzijl;K155C;niet meewerken onderzoek van speekselen/of aanwijzingen in dit kader nietopvolgen;1;240
Wahv;Groningen;Delfzijl;N010C;Niet voorzien juiste ktpla(a)t(en) of ktpla(a)t(en) vtg geen goedkeur.merk ofniet deugd. voor-en/of achterzijde bev.;1;95
Wahv;Groningen;Delfzijl;N010D;Als bestuurder van een voertuig rijden,terwijl het kenteken niet goed leesbaaris;2;280
Wahv;Groningen;Delfzijl;N086A;als bestuurder met een bromfiets rijdenterwijl de bromfiets de max constructie-snelheid overschrijdt  t/m 10 km/h;2;130
Wahv;Groningen;Delfzijl;N240D;Als bestuurder van een voertuig rijden,terwijl de wielen/velgen/stabilisatorenniet deugdelijk (bevestigd) zijn;1;240
Wahv;Groningen;Delfzijl;N270E;Als bestuurder van een voertuig rijden,terwijl een band beschadigd of versletenis;1;140
Wahv;Groningen;Delfzijl;N400D;Als bestuurder van een voertuig rijden,terwijl niet is voorzien van een goedfunctionerende losbreekreminrichting;1;140
Wahv;Groningen;Delfzijl;N470C;Als bestuurder van een voertuig rijden,terwijl de gordel(s) niet deugdelijkis (zijn) (bevestigd);1;140
Wahv;Groningen;Delfzijl;N480A;Als bestuurder van een voertuig rijden,terwijl het voertuig scherpe delen heeft;2;480
Wahv;Groningen;Delfzijl;N480C;Als bestuurder van een voertuig rijden,terwijl de wielen niet goed afgeschermdzijn of aanlopen;1;240
Wahv;Groningen;Delfzijl;N514A;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedwerkende richtingaanwijzer(s);1;95
Wahv;Groningen;Delfzijl;N514D;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedgoed werkende remlichten;4;560
Wahv;Groningen;Delfzijl;N515;als best. van een voertuig rijden, terw.verlichting/retroreflecterende voorzie-ningen niet aan vereiste kleur voldoen;7;935
Wahv;Groningen;Delfzijl;N650;als bestuurder van een voertuig rijden,terwijl het is voorzien van meer lichtenof retroreflect. voorz. dan toegestaan;1;140
Wahv;Groningen;Delfzijl;N660B;(hulp)koppeling/trekdriehoek/trekboom/onderdelen is niet deugdelijk(beves-tigd)voldoet niet aan gestelde eisen;3;720
Wahv;Groningen;Delfzijl;N710C;Als bestuurder van een voertuig rijden,terwijl het niet is voorzien van eengoed werkende bel;1;35
Wahv;Groningen;Delfzijl;P041A;als bestuurder van een voertuig rijdenterwijl er onvoldoende zicht is doorvoorruit en/of voorste zijruiten;1;240
