Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9510 - BZ specifiek;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;Stichting Bodembeheer Nederland;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Bouwreflectie;;;;;;;;;;;1;;;;;;;;1
BZK;Stichting BPL Pensioen;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting CCGR;;;;;;;;;;;1;;;;;;;;1
BZK;Stichting De Bouwcampus;;;;;;;;;;;3;;;;;;;;3
BZK;Stichting Delft SD;;;;;;;;;;;;;;;;;;;
BZK;Stichting Deltares;;;;;;;;;;;2;;;;;;;;2
BZK;Stichting Dutch Design Foundation;;;;;;;;;;;1;;;;;;;;1
BZK;Stichting Dutch Green Building Council;;;;;;;;;;;2;;;;;;;;2
BZK;Stichting FutureCity;;;;;;;;;;;2;;;;;;;;2
BZK;Stichting Huisvesting Vredewold;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting In ArcadiÃ«;;;;;;;;;;;1;;;;;;;;1
BZK;Stichting Kennis Gebiedsontwikkeling (SKG);;;;;;;;;;;1;;;;;;;;1
BZK;Stichting Mentorschap Rotterdam e.o.;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Monumentenwacht Gelderland;;;;;;;;;;1;1;;;;;;;;1
BZK;Stichting Nijestee;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Pensioenfonds ABP;;;;;;;;;;7;;;;;;;;;7
BZK;Stichting Schuldsanering ATAB;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting SVB-BGT;;;;;;;;;;;4;;;;;;;;4
BZK;Stichting VastgoedsociÃ«teit Haaglanden;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Vrienden der Geldersche Kasteelen;;;;;;;;;;;1;;;;;;;;1
BZK;Stichting Waternet;;;;;;;;;;5;;;;;;;;;5
BZK;Stichting Waterweg Wonen;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Ymere;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Zone 3;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting Zuiderzeemuseum;;;;;;;;;;1;;;;;;;;;1
BZK;STINAPA Bonaire National Parks;;;;;;;;;;1;;;;;;;;;1
BZK;StoredEnergy B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Stoverink Int.bouw & Stoverink Int.mont. B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Strak;;;;;;;;;;;1;;;;;;;;1
BZK;Strooming;;;;;;;;;;2;;;;;;;;;2
BZK;Struijk Milieu B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Strukton Milieutechniek B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Strukton Worksphere B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Studio id+;;;;;;;;;;;2;;;;;;;;2
BZK;Studio Judelande;;;;;;;;;;;1;;;;;;;;1
BZK;studio L A;;;;;;;;;;;1;;;;;;;;1
BZK;Studio Platz;;;;;;;;;;;2;;;;;;;;2
BZK;studionvb;;;;;;;;;;;1;;;;;;;;1
BZK;SUEZ RR IWS Remediation;;;;;;;;;;;6;;;;;;;;6
BZK;Superuse Studios NL B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Sustainable Outlook B.V.;;;;;;;;;;2;1;;;;;;;;2
BZK;Sweco Nederland B.V.;;;;;;;;;;2;4;;;;;;;;4
BZK;SWG Advocaten;;;;;;;;;;2;;;;;;;;;2
BZK;Synchro Bedrijfshuisvesting B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;T & A Survey Drone Services;;;;;;;;;;;2;;;;;;;;2
BZK;T&T Compet&t.b.v.;;;;;;;;;;1;;;;;;;;;1
BZK;Tab B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Tak Architektenbureau;;;;;;;;;;;1;;;;;;;;1
BZK;Tauw B.V.;;;;;;;;;;5;5;;;;;;;;6
BZK;TAVELA B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Taylor Elektrotechniek Den Helder B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Te Lindert Notaris;;;;;;;;;;1;;;;;;;;;1
BZK;team V architectuur B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Team2 Advies;;;;;;;;;;1;;;;;;;;;1
BZK;Techniplan Adviseurs B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Technisch Installatiebedrijf Rood B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Technology Base;;;;;;;;;;;2;;;;;;;;2
BZK;TEMPO-deur B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;TES Install.techn. Service & Onderhoud B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;TES Installatietechniek Tilburg B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;The Resources Factory B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;The Three Engineers Consultants B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Thole Access Systems B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;thyssenkrupp Liften Branch Noord;;;;;;;;;;;1;;;;;;;;1
BZK;Tigra Zoetermeer;;;;;;;;;;2;;;;;;;;;2
BZK;Tila;;;;;;;;;;1;;;;;;;;;1
BZK;TiMove;;;;;;;;;;1;;;;;;;;;1
BZK;Tint Bur. v. Grafisch Vormgeving;;;;;;;;;;1;;;;;;;;;1
BZK;Tismo;;;;;;;;;;;1;;;;;;;;1
BZK;Tjaden Adviesbureau voor Grondmechanica B.V.;;;;;;;;;;1;1;;;;;;;;2
BZK;TODAY DESIGNERS B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Toddshop.nl;;;;;;;;;;2;;;;;;;;;2
BZK;Tomlow + Partners Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Top Movers Nederland B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;TPAHG Architecten BNA;;;;;;;;;;2;2;;;;;;;;2
BZK;Tr.en Aannemingsbedr.H.M.S. Den Helder B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Transect B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Transportbedrijf Jan Zevenhuizen B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Travailleur Praktijk B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Trias Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Trip Advocaten & Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Triwa Heerenveen;;;;;;;;;;;1;;;;;;;;1
BZK;Troax B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;TSA B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Twynstra Gudde Huisv., V.g. en Fac. Man. B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Tyco Fire and Security Nederland B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;U.C. Technologies B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Uitgeester Notariaat B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Uitgeverij THOTH B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Uitvaart Zorgcentrum van der Kraan B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Uitvaartverzorging De Witte Lelie;;;;;;;;;;2;;;;;;;;;2
BZK;Ulder;;;;;;;;;;2;;;;;;;;;2
BZK;Under Construction;;;;;;;;;;3;;;;;;;;;3
BZK;Unica Datacenters B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Unica Fire Safety B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Unica Installatietechniek;;;;;;;;;;;7;;;;;;;;7
BZK;Unica Regeltechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Uniglas B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Union Springs B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Urban Sync B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;USG Marketing, Communication & Sales Prof.;;;;;;;;;;;2;;;;;;;;2
BZK;V.O.F. Klift Roest Wonen;;;;;;;;;;;1;;;;;;;;1
BZK;V.O.F. Las- en Constructiebedrijf Kiljan;;;;;;;;;;1;2;;;;;;;;2
BZK;V.o.f. Maas Recreatie Bedrijfsmakelaardij;;;;;;;;;;2;;;;;;;;;2
BZK;V.O.F. Rommens-Wijne;;;;;;;;;;1;;;;;;;;;1
BZK;V.O.F. Thales Unica;;;;;;;;;;;7;;;;;;;;7
BZK;Vaccinatiezorg B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Valentin;;;;;;;;;;3;;;;;;;;;3
BZK;Value Services B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Van Beek Ingenieurs B.V.;;;;;;;;;;4;2;;;;;;;;5
BZK;Van Benthem's Aannemingsbedrijf B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Van de Vijver B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van de Weerd Taxaties B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van den Herik-Sliedrecht;;;;;;;;;;;2;;;;;;;;2
BZK;Van den Heuvel Aannemingsbedrijf B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Van der Goes en Groot Adviesbureau B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van der Heide Bliksembeveiliging;;;;;;;;;;;1;;;;;;;;1
BZK;Van der Heijden Milieu- en Install.techn.;;;;;;;;;;;2;;;;;;;;2
BZK;Van der Hoeven Jacht- en Scheepswerf;;;;;;;;;;;1;;;;;;;;1
BZK;Van der Hoeven Milieu Service B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Van der Kolk B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van der Straaten Geotechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van der Valk Netwerk Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van der Velden Rioleringsbeheer Buren B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van der Wal Sloopwerken B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Van der Weegen Onderhoud & Renovatie B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Van der Zanden Milieu B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;van der Zwan elektrotechniek;;;;;;;;;;1;;;;;;;;;1
BZK;Van Dijk de Jongh Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Van Dijk Geo- en Milieutechniek B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Van Dijnsen Installatiewerken B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van Doorn Amerongen B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van Dorp installaties B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Van Drunen Installatiegroep B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Van Duin Installatie Management;;;;;;;;;;;1;;;;;;;;1
BZK;Van Gelder Kabel-/Leiding-/Montagewerken B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Van Ginderen B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Van Hecke Houben Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Helvoirt Groenprojecten B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Hoef Advocatuur;;;;;;;;;;1;;;;;;;;;1
BZK;Van Hoogevest Architecten B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Van Hussen Kock Van Puijenbroek Notaris. B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Kreij Notariskantoor;;;;;;;;;;1;;;;;;;;;1
BZK;Van Lanschot Nannenga Naus Rentmeesters B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Leussen Van den Broek notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Van Lierop B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Meerwijk Holding B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Ooijen Gouda B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Van Santen Advies;;;;;;;;;;1;;;;;;;;;1
BZK;Van Santen Advies B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Van Stipdonk Landschapsinrichting B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Van Stratum Techniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Van Weeghel Doppenberg Kamps Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Van Wijnen Gorredijk B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Van Wijnen Vastgoedbeheer Noord B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Vastgoed Rietveld B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;vdSande Bosbeheer en Ecologie;;;;;;;;;;;1;;;;;;;;1
BZK;Velder B.V.;;;;;;;;;;9;;;;;;;;;9
BZK;Veolia Gebouwenbeheer B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Ver. van Eig. Bezuidenhoutseweg 20 & Boslaan;;;;;;;;;;2;;;;;;;;;2
BZK;Verdonck, Klooster & Associates B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Vereniging voor Energie, Milieu en Water;;;;;;;;;;;2;;;;;;;;2
BZK;Verheggen Elektrotechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Verheij Groenvoorzieningen B.V.;;;;;;;;;;1;3;;;;;;;;3
BZK;Verhoeve Milieu en Water B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Verloo B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Verschueren Beheer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Vertegaal Ecologisch Advies en Onderzoek;;;;;;;;;;;1;;;;;;;;1
BZK;Verzijl notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;VGIB Onderhoudsmanagement B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Via Aperta Verhardingsadviseurs B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Villex Vastgoedbescherming B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Vink Aannemingsmaatschappij B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Violien bloemen en interieur;;;;;;;;;;;1;;;;;;;;1
BZK;VIOS Bouw Utrecht B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;VIOS Bouwgroep;;;;;;;;;;;4;;;;;;;;4
BZK;VIRO Echt B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Vision Tronics;;;;;;;;;;;1;;;;;;;;1
BZK;Visser Projectservice B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Visser Woninginrichting;;;;;;;;;;;2;;;;;;;;2
BZK;Vissers Sloopwerken;;;;;;;;;;;2;;;;;;;;2
BZK;Visueel Vergaderen;;;;;;;;;;;1;;;;;;;;1
BZK;Vitruvius Bouwkostenadvies B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;VKS N.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Vliex Akoestiek en Lawaaibeheersing;;;;;;;;;;;1;;;;;;;;1
BZK;Vlindar B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Volta Limburg B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Voorberg Bouwkunde B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Vos de Boer & Partners B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Vos Reijntjes De Pagter Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Voskamp Bouw en Industrie B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Vricad;;;;;;;;;;2;;;;;;;;;2
BZK;Vriecon Constructie N.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Vrijthof Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;VSM Sloopwerken B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;VvE Busitel te Amsterdam;;;;;;;;;;2;;;;;;;;;2
BZK;VvE parkeergar. Bezuidenhoutseweg en Boslaan;;;;;;;;;;1;;;;;;;;;1
BZK;VvE parkeergarage Hanedastraat;;;;;;;;;;2;;;;;;;;;2
BZK;VVE Verzamelgebouw 't Schip;;;;;;;;;;4;;;;;;;;;4
BZK;Waalpartners civil engineering;;;;;;;;;;3;;;;;;;;;3
BZK;Walpot V.O.F.;;;;;;;;;;1;;;;;;;;;1
BZK;WAM & Van Duren Bouw B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;WAM & Van Duren Zakelijk B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Warmtetechnisch Bureau Joop Buiteman B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Wassink Installatie;;;;;;;;;;;2;;;;;;;;2
BZK;Watersnip V.O.F.;;;;;;;;;;;1;;;;;;;;1
BZK;Waterval Electro B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Wattanders B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;WBC Bouw B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Weed Free Service B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Wegkamp Bouwtechnisch Adviesbureau B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Wenau Transport & Cleaning B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Western Airconditioning B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Whero;;;;;;;;;;2;;;;;;;;;2
BZK;Wijnand Galema Architectuurhistoricus;;;;;;;;;;;1;;;;;;;;1
BZK;Wijnbeld Holding B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Wijnen Bouwgroep;;;;;;;;;;;7;;;;;;;;7
BZK;Wijnen Installatietechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Wildbeheereenheid Midden Veluwe;;;;;;;;;;;1;;;;;;;;1
BZK;WILDBEHEEREENHEID NOORD-OOST VELUWE;;;;;;;;;;;1;;;;;;;;1
BZK;Wilms Den Helder B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Winters bouw & ontwikkeling B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Witkamp Dienstverleners B.V.;;;;;;;;;;2;1;;;;;;;;2
BZK;Witteveen+Bos;;;;;;;;;;2;4;;;;;;;;5
BZK;Wizard Information Technology B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Wolfsakker B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Wolter & Dros Groningen;;;;;;;;;;;6;;;;;;;;6
BZK;Woonbedrijf SWS.Hhvl;;;;;;;;;;1;;;;;;;;;1
BZK;Wooncentrum Snoeken Ruinen B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Woonpioniers;;;;;;;;;;1;;;;;;;;;1
BZK;Woonstichting JOOST;;;;;;;;;;1;;;;;;;;;1
BZK;Woonstichting Lieven de Key;;;;;;;;;;1;;;;;;;;;1
BZK;Wubben Noord B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;www.ictloket.nl;;;;;;;;;;2;;;;;;;;;2
BZK;Xerox (Nederland) B.V.;;;;;;;;;;1;1;;;;;;;;2
BZK;Ymif Engineering B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Zonwering Industrie Makkum B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Züblin Nederland B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Zuiderpoort Café B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Zwembad Drie Essen Uden B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;ZZSTICHTING DIENST WATERBEHEER EN RIOLERING AMSTERDAM EN AMSTEL GOOI EN VECHT;;;;;;;;;;1;;;;;;;;;1
DEF;2010 Uitgevers B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;3M Nederland B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;4Dental Alkmaar B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;4Dental Apeldoorn B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;4Dental Arnhem B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;4Dental Reeuwijk B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;4Dental Tandtechniek;;;;;;;;;;;4;;;;;;;;4
DEF;4Dental Zwolle B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;AAF-International B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Aannemingsbedrijf Tatenhove B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Abbott B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;AbbVie B.V.;;;;;;;;;;;5;;;;;;;;5
DEF;Abiom Fleet Systems B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Acal Technology Netherlands;;;;;;;;;;;1;;;;;;;;1
DEF;Actra Amersfoort B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;ADDED PHARMA B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Adecco Personeelsdiensten B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;Adquipment Medical B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Advanced Forces Group B.V.;;;;;;;;;;;3;;;;;;;;3
DEF;Advanced Plastics Benelux B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Advisory Group Roshd;;;;;;;;;;;7;;;;;;;;7
DEF;AED-Partner;;;;;;;;;;;1;;;;;;;;1
DEF;AEP International B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;AEVES B.V.;;;;;;;;;;;4;;;;;;;;4
DEF;AG Connect B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Agenma B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Air Products Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Ajilon Freelance B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Ak Media Productions;;;;;;;;;;;1;;;;;;;;1
DEF;Albers Zeilmakerij B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Alcomex Veren B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Aleamed B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Alere Health B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Alk-Abello B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;All Modul B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Allekabels B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Alliance Healthcare;;;;;;;;;;;3;;;;;;;;3
DEF;Almelose Borstelindustrie B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Almeva B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Alpha Techniek B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Alphatron Medical Systems B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Alpheios B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Ambroise Holland B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Ambu B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;Amgen B.V.;;;;;;;;;;;2;;;;;;;;2
DEF;AMO Netherlands B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;AngioDynamics Netherlands B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Angst+Pfister B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Animo B.V.;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_115;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_116;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_120;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_125;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_15;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_156;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_166;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_172;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_175;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_178;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_183;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_190;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_193;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_20;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_220;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_232;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_236;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_237;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_238;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_239;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_241;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_268;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_283;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_294;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_306;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_32;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_324;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_329;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_334;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_357;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_37;;;;;;;;;;;5;;;;;;;;5
DEF;Anoniem_DEF_370;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_372;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_384;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_385;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_389;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_396;;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem_DEF_402;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_403;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_414;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_418;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_427;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_428;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_429;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_436;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_443;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_448;;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem_DEF_449;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_454;;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem_DEF_456;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_459;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_460;;;;;;;;;;;4;;;;;;;;4
DEF;Anoniem_DEF_461;;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem_DEF_462;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_466;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_469;;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem_DEF_475;;;;;;;;;;;2;;;;;;;;2
