FID,strook_id,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_wadden_2014.1,1,L0001_r,2014-03-11T00:00:00,3967.51627743,,,"LINESTRING (243196.5447999984 619176.5300000012, 246913.32759999856 620564.5898999982)"
vlieglijnen_wadden_2014.2,2,L0002_r,2014-03-11T00:00:00,4626.98583872,,,"LINESTRING (243496.79800000042 618497.2890999988, 247808.6132999994 620175.7547999993)"
vlieglijnen_wadden_2014.3,3,L0003_r,2014-03-11T00:00:00,4975.71493091,,,"LINESTRING (244428.87810000032 618126.0174000002, 249084.78240000084 619881.0940999985)"
vlieglijnen_wadden_2014.4,4,L0004_r,2014-03-11T00:00:00,5574.07591316,,,"LINESTRING (245187.22690000013 617678.7895000018, 250406.0428000018 619636.9219999984)"
vlieglijnen_wadden_2014.5,5,L0005_r,2014-03-11T00:00:00,10004.756997,,,"LINESTRING (242097.25290000066 615747.3880999982, 251456.251600001 619283.5309000015)"
vlieglijnen_wadden_2014.6,6,L0006_r,2014-03-11T00:00:00,12016.6902974,,,"LINESTRING (242405.81480000168 615140.1475000009, 253649.73429999873 619379.8553000018)"
vlieglijnen_wadden_2014.7,7,L0007_r,2014-03-11T00:00:00,11093.0717118,,,"LINESTRING (246331.85590000078 615856.050999999, 256711.92810000107 619768.8940999992)"
vlieglijnen_wadden_2014.8,8,L0008_r,2014-03-11T00:00:00,11604.6540798,,,"LINESTRING (246608.65549999848 615242.3284000009, 257473.69480000064 619318.9593000002)"
vlieglijnen_wadden_2014.9,9,L0009_r,2014-03-27T00:00:00,13246.0862874,,,"LINESTRING (247247.8150999993 614696.7327999994, 259649.6708999984 619349.9869999997)"
vlieglijnen_wadden_2014.10,10,L0010_r,2014-03-27T00:00:00,14752.8266904,,,"LINESTRING (247783.39429999888 614195.1035999991, 261603.89310000092 619356.4704999998)"
vlieglijnen_wadden_2014.11,11,L0011_r,2014-03-27T00:00:00,17210.3839947,,,"LINESTRING (248088.89829999954 613535.9243000001, 264183.7655000016 619631.2144999988)"
vlieglijnen_wadden_2014.12,12,L0012_r,2014-03-27T00:00:00,19254.878143,,,"LINESTRING (248322.4748999998 612897.1865000017, 266337.15309999883 619695.8409000002)"
vlieglijnen_wadden_2014.13,13,L0013_r,2014-03-27T00:00:00,18691.7554402,,,"LINESTRING (248593.8150999993 612184.7287999988, 266062.58630000055 618834.8229999989)"
vlieglijnen_wadden_2014.14,14,L0014_r,2014-03-27T00:00:00,18772.0390701,,,"LINESTRING (248778.8759999983 611609.9142999984, 266354.491799999 618204.3955000006)"
vlieglijnen_wadden_2014.15,15,L0015_r,2014-03-27T00:00:00,18622.2858057,,,"LINESTRING (249074.51110000163 610890.6473000012, 266489.76579999924 617485.9816000015)"
vlieglijnen_wadden_2014.16,16,L0016_r,2014-03-27T00:00:00,18575.3996896,,,"LINESTRING (249370.92960000038 610291.9924999997, 266732.2250000015 616897.3612999991)"
vlieglijnen_wadden_2014.17,17,L0017_r,2014-03-27T00:00:00,19724.268507,,,"LINESTRING (248303.688000001 609118.1345999986, 266757.52329999954 616082.5247999988)"
vlieglijnen_wadden_2014.18,18,L0018_r,2014-03-27T00:00:00,20307.4336722,,,"LINESTRING (248021.04030000046 608267.8035999984, 267012.21730000153 615459.9558999985)"
vlieglijnen_wadden_2014.19,19,L0019_r,2014-03-27T00:00:00,19222.6262504,,,"LINESTRING (248323.11989999935 607626.3000999987, 266310.22509999946 614406.6693000011)"
vlieglijnen_wadden_2014.20,20,L0021_r,2014-03-27T00:00:00,21215.3342972,,,"LINESTRING (249698.5062999986 606619.4565000013, 269524.2932999991 614171.1834000014)"
vlieglijnen_wadden_2014.21,21,L0022_r,2014-03-27T00:00:00,15396.8665699,,,"LINESTRING (250824.83559999987 606325.5610000007, 265223.7313000001 611778.569600001)"
vlieglijnen_wadden_2014.22,22,L0023_r,2014-03-20T00:00:00,15258.0886466,,,"LINESTRING (251148.55849999934 605707.3271000013, 265407.28339999914 611138.5362999998)"
vlieglijnen_wadden_2014.23,23,L0024_r,2014-03-20T00:00:00,14880.4444421,,,"LINESTRING (251539.4728000015 605107.8625999987, 265459.45710000023 610367.2983000018)"
vlieglijnen_wadden_2014.24,24,L0025_r,2014-03-20T00:00:00,13762.2658536,,,"LINESTRING (251889.12579999864 604488.5716000013, 264746.23910000175 609397.1963)"
vlieglijnen_wadden_2014.25,25,L0026_r,2014-03-20T00:00:00,13269.0268502,,,"LINESTRING (252129.07140000165 603820.8409000002, 264508.9778999984 608596.2978000008)"
vlieglijnen_wadden_2014.26,26,L0027_r,2014-03-20T00:00:00,13308.2732507,,,"LINESTRING (252235.5615000017 603175.1557999998, 264709.9252999984 607812.0067999996)"
vlieglijnen_wadden_2014.27,27,L0028_r,2014-03-20T00:00:00,12798.6743388,,,"LINESTRING (252554.5423000008 602533.1240000017, 264523.65139999986 607065.9475999996)"
vlieglijnen_wadden_2014.28,28,L0029_r,2014-03-20T00:00:00,12343.2211926,,,"LINESTRING (252788.1495999992 601836.810800001, 264329.64930000156 606212.756000001)"
vlieglijnen_wadden_2014.29,29,L0030_r,2014-03-20T00:00:00,11656.7825691,,,"LINESTRING (253088.69029999897 601239.0859000012, 264002.53559999913 605334.0293000005)"
vlieglijnen_wadden_2014.30,30,L0031_r,2014-03-20T00:00:00,11479.0177975,,,"LINESTRING (253416.49280000106 600560.8368000016, 264134.2355999984 604671.5348000005)"
vlieglijnen_wadden_2014.31,31,L0032_r,2014-03-20T00:00:00,11239.7006433,,,"LINESTRING (253698.52290000021 599967.5507999994, 264209.7056000009 603948.242800001)"
vlieglijnen_wadden_2014.32,32,L0033_r,2014-03-20T00:00:00,11220.7122789,,,"LINESTRING (253923.95980000123 599273.6365999989, 264417.38489999995 603247.6035999991)"
vlieglijnen_wadden_2014.33,33,L0034_r,2014-03-27T00:00:00,11670.8091548,,,"LINESTRING (253086.95080000162 598308.4188000001, 264087.5428000018 602206.4649999999)"
vlieglijnen_wadden_2014.34,34,L0035_r,2014-03-27T00:00:00,11828.6609957,,,"LINESTRING (253285.77659999952 597543.3255999982, 264347.74529999867 601732.6059000008)"
vlieglijnen_wadden_2014.35,35,L0036_r,2014-03-27T00:00:00,10222.5943056,,,"LINESTRING (254756.191300001 597341.4074999988, 264316.1928999983 600961.8775999993)"
