Ministerie;Leverancier;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
BZ;Bokstijn Feestartikelen;;1;;;;1
BZ;Brink Management & Advies B.V.;;2;;;;2
BZ;Broekhuizen Communicatie;;2;;;;2
BZ;Brouwer Tours;;1;;;;1
BZ;BTS;;1;;;;1
BZ;Budgetgift.nl B.V.;;1;;;;1
BZ;Buro Buchner;;1;;;;1
BZ;Burrata Turfmarkt B.V.;;1;;;;1
BZ;CafÃ© Haags Filmhuis;;1;;;;1
BZ;Cafe/Restaurant De Eeuwige Jachtvelden;;1;;;;1
BZ;CameraNU.nl;;1;;;;1
BZ;Capo Cucina;;1;;;;1
BZ;CCV Group B.V.;;1;;;;1
BZ;CGB Services;;1;;;;1
BZ;Chhatta Producties;;1;;;;1
BZ;CIBT Netherlands;;2;;;;2
BZ;CIO Platform Nederland;;1;;;;1
BZ;Coffeelicious Den Haag;;1;;;;1
BZ;COMPAREX Nederland B.V.;;4;;;;4
BZ;Connext Cloud B.V.;;1;;;;1
BZ;Constructief Tegendenken - Strategisch Advies;;1;;;;1
BZ;Coöp. Reg. Ambulancevoorziening Haaglanden UA;;1;;;;1
BZ;Coöperatief Congrestolkensecretariaat UA;;1;;;;1
BZ;Copex Air B.V.;;2;;;;2
BZ;Curve Bureau voor Grafische Vormgeving B.V.;;1;;;;1
BZ;Cushman & Wakefield V.O.F.;;;;;2;2
BZ;Customer Contact Company B.V.;;1;;;;1
BZ;Customeyes B.V.;;1;;;;1
BZ;Daniëlle Meijboom;;1;;;;1
BZ;De Franse Stap Culinair;;1;;;;1
BZ;De Roo Taxi B.V.;;1;;;;1
BZ;De Tuinderij;;1;;;;1
BZ;De Tuinkamer;;1;;;;1
BZ;Deloitte Amstelveen 1;;;;;2;2
BZ;Dennis Leusveld Beheer B.V.;;1;;;;1
BZ;Diana van der Stelt Change Management;;1;;;;1
BZ;Diner Thuis;;1;;;;1
BZ;Direction Briefings for Business Leaders;;1;;;;1
BZ;Dopper;;1;;;;1
BZ;Double Healix Educational Media B.V.;;2;;;;2
BZ;DPG Media B.V.;;1;;;;1
BZ;DPI;;1;;;;1
BZ;Dutch C B.V.;;1;;;;1
BZ;Ebbinge B.V.;;1;;;;1
BZ;enCircle B.V.;;1;;;;1
BZ;Energy Floors Rental & Experience B.V.;;2;;;;2
BZ;English Translation Service;;2;;;;2
BZ;Escrow Alliance B.V.;;1;;;;1
BZ;Eurotempest B.V.;;2;;;;2
BZ;EVBox B.V.;;1;;;;1
BZ;F. Wessels;;1;;;;1
BZ;FaberExposize B.V.;;2;;;;2
BZ;Facilion B.V.;;1;;;;1
BZ;Fakton B.V.;;3;;;;3
BZ;Ferro Explore B.V.;;2;;;;2
BZ;F-Fort B.V.;;1;;;;1
BZ;Fitchannel.com;;2;;;;2
BZ;FNV Veiligheid;;1;;;;1
BZ;Fox-IT;;2;;;;2
BZ;Gebr. Barendsen B.V.;;1;;;;1
BZ;Genootschap Onze Taal;;1;;;;1
BZ;Goedgaan.Org;;1;;;;1
BZ;Goldmund, Wyldebeast & Wunderliebe B.V.;;4;;;;4
BZ;Gran Mercado B.V.;;1;;;;1
BZ;Grandcafe Haagsche Bluf;;1;;;;1
BZ;GVZ2 B.V.;;1;;;;1
BZ;GW Cross Media B.V.;;1;;;;1
BZ;Haagevents Signing & Logistics B.V.;;2;;;;2
BZ;Happy Spirits;;1;;;;1
BZ;Hélène Damen;;2;;;;2
BZ;Het Nutshuis;;1;;;;1
BZ;Het Scheepvaartmuseum Enterprise B.V.;;2;;;;2
BZ;Holding Beheermaatschappij Ropeni B.V.;;1;;;;1
BZ;Huis van Verbeelding;;1;;;;1
BZ;Huub en Adelheid Kortekaas;;1;;;;1
BZ;IDEMIA The Netherlands B.V.;;5;;;;5
BZ;In Pace B.V.;;1;;;;1
BZ;Indonesisch Restaurant Poentjak;;1;;;;1
BZ;ING Bank N.V.;;1;;;;1
BZ;Inkesta B.V.;;1;;;;1
BZ;Instock Amsterdam;;1;;;;1
BZ;Intact;;2;;;;2
BZ;ISS Integrated Facility Services B.V.;;1;;;;1
BZ;ISSOS B.V.;;;;;4;4
BZ;IT-Contracts.NL;;1;;;;1
BZ;Jagafer Consulting Services JCS;;1;;;;1
BZ;Jill Whittaker Communications;;1;;;;1
BZ;Job Verberne media;;1;;;;1
BZ;Kamera Express;;2;;;;2
BZ;Kenlog B.V.;;1;;;;1
BZ;Klantenservice Federatie;;1;;;;1
BZ;KLARNA AB (PUBL);;1;;;;1
BZ;Knowingo B.V.;;2;;;;2
BZ;Knyfe Ealdormann B.V.;;1;;;;1
BZ;Korte Poten 1-3 B.V.;;1;;;;1
BZ;Kris Kras Design B.V.;;1;;;;1
BZ;Kruizinga B.V.;;1;;;;1
BZ;KSG Trainers & Consultants;;2;;;;2
BZ;Lanting consult;;2;;;;2
BZ;Lenneke Hoedemaker;;1;;;;1
BZ;Lexyca;;1;;;;1
BZ;Linguist Link Europe;;2;;;;2
BZ;Livewords;;1;;;;1
BZ;Loetje aan 't IJ B.V.;;1;;;;1
BZ;Maarten Wolterink;;1;;;;1
BZ;Maestro Orkestprodukties;;1;;;;1
BZ;Makmende Media B.V.;;1;;;;1
BZ;Marketresponse International Group B.V.;;2;;;;2
BZ;Maters & Hermsen Journalistiek B.V.;;1;;;;1
BZ;Matsuzaki Communications B.V.;;1;;;;1
BZ;Maya de Wit Sign Lang. Interpret. Consultancy;;1;;;;1
BZ;MB Safety B.V.;;1;;;;1
BZ;Meetingselect B.V.;;2;;;;2
BZ;Merk in Beeld;;1;;;;1
BZ;Mettler-Toledo B.V.;;1;;;;1
BZ;Microsoft B.V.;;4;;;;4
BZ;MobileXpense SA;;6;;;;6
BZ;Moduli Print B.V.;;3;;;;3
BZ;Moree Gelderblom Advocaten;;1;;;;1
BZ;Mulder-Hardenberg B.V.;;1;;;;1
BZ;My HBM Support B.V.;;;;;1;1
BZ;Naktuinbouw;;1;;;;1
BZ;Nalta Software B.V.;;1;;;;1
BZ;Nauta Security Storage B.V.;;1;;;;1
BZ;NEBO de Fotospecialist;;1;;;;1
BZ;Ned.Org.voor toegepast-nat.wetensch. o.z. TNO;;;;;2;2
BZ;Nespresso Nederland B.V.;;1;;;;1
BZ;Nexthop;;1;;;;1
BZ;NFGD Zoetermeer B.V.;;2;;;;2
BZ;Nieuwe of Litteraire Sociëteit De Witte;;2;;;;2
BZ;Nieuw-Europa;;1;;;;1
BZ;NINOK;;1;;;;1
BZ;NOVI Educational Services B.V.;;1;;;;1
BZ;Novitas Heritage;;1;;;;1
BZ;NRNL Consultancy;;1;;;;1
BZ;Off. for Metropol. Architect. Stedebouw B.V.;;2;;;;2
BZ;Organisatie Groep Zuid (O.G.Z.) B.V.;;1;;;;1
BZ;Orihana de Wekker;;1;;;;1
BZ;ORTEC B.V.;;2;;;;2
BZ;P.W. Akkerman B.V.;;1;;;;1
BZ;Part-up B.V.;;1;;;;1
BZ;Pastis Den Haag B.V.;;1;;;;1
BZ;PayPlaza B.V.;;1;;;;1
BZ;PEC Zwolle Werkt;;1;;;;1
BZ;Pels Rijcken & Droogleever Fortuijn N.V.;;2;;;;2
BZ;Perlent;;1;;;;1
BZ;PinsandMore.nl;;1;;;;1
BZ;Postcode.eu;;1;;;;1
BZ;Pricewaterhousecoopers B.V.;;2;;;;2
BZ;Printerette;;1;;;;1
BZ;privacymanager;;1;;;;1
BZ;Protinus IT B.V.;;2;;;;2
BZ;PvIB: Platform voor informatiebeveiliging;;1;;;;1
BZ;Quality Support B.V.;;1;;;;1
BZ;Quinton Brandveiligheid B.V.;;1;;;;1
BZ;QuoVadis Trustlink B.V.;;1;;;;1
BZ;Randstad Uitzendbureau B.V.;;1;;;;1
BZ;RDN-Holding B.V.;;1;;;;1
BZ;Rederij Brands;;1;;;;1
BZ;Refinitiv Netherlands B.V.;;2;;;;2
BZ;Réseaux IP Européens Network Coord. Centre;;1;;;;1
BZ;Restaurant De Basiliek B.V.;;1;;;;1
BZ;Restaurant De Knip;;1;;;;1
BZ;Restaurant Luden Den Haag Kiosk;;1;;;;1
BZ;Restaurant Onz;;1;;;;1
BZ;Restaurant Spijs;;1;;;;1
BZ;Retulp Custom B.V.;;2;;;;2
BZ;RIB School Scheveningen;;1;;;;1
BZ;Rikxoort Event Dressing B.V.;;1;;;;1
BZ;Royal HaskoningDHV;;;;;2;2
BZ;S.S. Walker;;1;;;;1
BZ;SAD Administraties B.V.;;1;;;;1
BZ;SafeSat;;1;;;;1
BZ;SalesQ B.V.;;1;;;;1
BZ;SaySimple B.V.;;1;;;;1
BZ;Schetswinkel;;1;;;;1
BZ;Schiphol Nederland B.V.;;2;;;;2
BZ;Schuberg Philis B.V.;;1;;;;1
BZ;Schut-Copex B.V.;;1;;;4;4
BZ;Sdu Uitgevers B.V.;;4;;;;4
BZ;Secrid B.V.;;1;;;;1
BZ;Signalutions B.V.;;1;;;;1
BZ;Snelservice Schoenmakerij;;1;;;;1
BZ;SoftwareONE B.V.;;2;;;;2
BZ;SolBeach B.V.;;1;;;;1
BZ;Soundfocus B.V.;;1;;;;1
BZ;Speer Publications;;1;;;;1
BZ;Stairway Productions;;1;;;;1
BZ;Stanneke Kusters training & coaching;;1;;;;1
BZ;Stg. Foundation Max vd Stoel For D.D.D. (FMS);;1;;;;1
BZ;Stg. Fund for Exc. of the Royal Conservatoire;;1;;;;1
BZ;Stichting Butterfly Works;;1;;;;1
BZ;Stichting De Ooievaart;;1;;;;1
BZ;Stichting Escher Collectie;;1;;;;1
BZ;Stichting Fonds Instituut Clingendael;;1;;;;1
BZ;Stichting Fundatie J.H.C. Voorhoeve;;1;;;;1
BZ;Stichting Humanity House;;1;;;;1
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;;1
BZ;Stichting Keys to Music Foundation;;1;;;;1
BZ;Stichting Klant Interactie Research Centrum;;1;;;;1
BZ;Stichting ONL voor Ondernemers;;1;;;;1
BZ;Stichting The Hague Humanity Hub;;2;;;;2
BZ;Stichting Theatergroep MES;;1;;;;1
BZ;Stichting Voorlinden;;1;;;;1
BZ;Stichting What Design Can Do;;1;;;;1
BZ;Stichting World Press Photo;;1;;;;1
BZ;Strandpaviljoen De Kwartel B.V.;;1;;;;1
BZ;Strayshop B.V.;;1;;;;1
BZ;Sumo Den Haag 2 Sushi en Grill restaurant;;1;;;;1
BZ;T&T Compet&t.b.v.;;2;;;;2
BZ;T.O.P.T. Vestigingen B.V.;;1;;;;1
BZ;Talent Talks B.V.;;1;;;;1
BZ;Taxibedrijf Van der Wijst;;1;;;;1
BZ;TBK Technisch Aannemer;;1;;;1;1
BZ;Team Heiner B.V.;;1;;;;1
BZ;Teambuildingspellen.nl B.V.;;1;;;;1
BZ;Technisch Bureau Verhagen B.V.;;1;;;;1
BZ;TeekensKarstens Advocaten B.V.;;1;;;;1
BZ;Tele2-Versatel;;1;;;;1
BZ;Tentoo Directors Cast & Crew B.V.;;1;;;;1
BZ;The Hague Marriott;;1;;;;1
BZ;The Language Collective;;1;;;;1
BZ;The Maastricht Forensic Institute B.V.;;1;;;;1
BZ;Tilkema Horeca B.V.;;1;;;;1
BZ;Tindemans Translations B.V.;;1;;;;1
BZ;TNO B.V.;;1;;;;1
BZ;Tokeneke B.V.;;1;;;;1
BZ;Topgeschenken Nederland B.V.;;1;;;;1
BZ;Tower Leisure B.V.;;1;;;;1
BZ;TRAC Development Consultants;;1;;;;1
BZ;Tri Tunggal;;1;;;;1
BZ;TRIBES Holding B.V.;;1;;;5;5
BZ;TRIK;;1;;;;1
BZ;Troje Training en Theater;;2;;;;2
BZ;Van de Reyt Meststoffen B.V.;;1;;;;1
BZ;Van der Valk Hotel Bijhorst;;1;;;;1
BZ;Van Eijk Research & Consultancy;;1;;;;1
BZ;Van Hengstum & Stolp Netwerk Notarissen;;1;;;;1
BZ;Van Ierschot interim B.V.;;2;;;;2
BZ;Van Slobbe B.V.;;1;;;;1
BZ;VCK Travel B.V.;;1;;;;1
BZ;Veer Stichting;;1;;;;1
BZ;Ver. v. Corp. Real Estate Manag. Execut.;;1;;;;1
BZ;Vigo Entertainment;;1;;;;1
BZ;Virtual Sciences Solutions B.V.;;2;;;;2
BZ;Vital Change B.V.;;1;;;;1
BZ;VNSG Diensten B.V.;;1;;;;1
BZ;Vodafone Libertel B.V.;;1;;;;1
BZ;Walter Benedict;;1;;;;1
BZ;Weena B.V.;;1;;;;1
BZ;Westcoast Concepts B.V.;;1;;;;1
BZ;Westvliet B.V.;;1;;;;1
BZ;Witte Kruis Middelen B.V.;;1;;;;1
BZ;Witters Veiligheid;;1;;;;1
BZ;Wizzconcept Holding B.V.;;1;;;;1
BZ;Worktrainer B.V.;;1;;;;1
BZ;Worldmeetings.com B.V.;;3;;;;3
BZ;Write IT right;;1;;;;1
BZ;Xerox (Nederland) B.V.;;2;;;;2
BZ;YESGIFTS.NL B.V.;;1;;;;1
BZ;Your Choice Catering;;1;;;;1
BZ;Ypma Piano's-Vleugels-Keyboards;;1;;;;1
BZ;ZijSpreekt;;1;;;;1
BZ;Zuiderstrandtheater;;2;;;;2
BZK;.FABRIC;;1;;;;1
BZK;19 het atelier architecten;;2;;;;2
BZK;310k;;2;;;;2
BZK;4A Engineering B.V.;;1;;;;1
BZK;4construct B.V.;;2;;;;2
BZK;64.IFH geschlossener Immobilienfonds für Holland GmbH & Co. KG;;;5;;7;7
BZK;A. Geerlings & Zonen Licenties B.V.;;1;;;;1
BZK;A. Hak Rijnmond B.V.;;2;;;2;3
BZK;A. Hak West B.V.;;2;;;;2
BZK;A. van der Meer V.O.F. Glaszettersbedrijf;;1;;;;1
BZK;A.B.S. Bouw en Bestratingen;;1;;;;1
BZK;A.C. Autocare Nederland;;3;;;;3
BZK;A.C.C. Aruba Climate Control N.V.;;2;;;;2
BZK;A.H. Vrij Groen, Grond en Infra B.V.;;2;;;;2
BZK;A.R.K. Audio-video B.V.;;1;;;;1
BZK;A.S.B. Inbraakbeveiliging;;1;;;;1
BZK;A3MC Management & Consultancy B.V.;;2;;;;2
BZK;Aa & C Nederland B.V.;;2;;;;2
BZK;AAG Organisatie & Vastgoed B.V.;;;;;1;1
BZK;Aakwadraat Networks B.V.;;;4;;;4
BZK;Aalbers Constr.werkpl. en Machinefabriek B.V.;;3;;;;3
BZK;Aann.bedr. P.A. van Miltenburg & Zn. B.V.;;4;;;;4
BZK;Aannem.maatsch. De Vries & Van de Wiel B.V.;;4;;;;4
BZK;Aannemersbedrijf A. Faber B.V.;;6;;;;6
BZK;Aannemersbedrijf Bramer B.V.;;7;;;;7
BZK;Aannemersbedrijf Dons en Troost B.V.;;1;;;;1
BZK;Aannemersbedrijf Fokker B.V.;;1;;;;1
BZK;Aannemersbedrijf Gebroeders Horstink B.V.;;1;;;;1
BZK;Aannemersbedrijf Peters B.V.;;2;;;;2
BZK;Aannemingsbedrijf A.W.M. Meeusen en Zn. B.V.;;4;;;;4
BZK;Aannemingsbedrijf Carlebur B.V.;;4;;;;4
BZK;Aannemingsbedrijf Dozy B.V.;;4;;;;4
BZK;Aannemingsbedrijf Draisma B.V.;;7;;;;7
BZK;Aannemingsbedrijf P. Klein en Zoon B.V.;;6;;;;6
BZK;Aannemingsbedrijf W.A.J. van Benten;;6;;;;6
BZK;Aannemingsmaatschappij H. van Steenwijk B.V.;;;;;2;2
BZK;Aannemingsmaatschappij Hegeman B.V.;;5;;;;5
BZK;Aannemingsmaatschappij Van Gelder B.V.;;7;;;;7
BZK;Aannemingsmaatschappij ZVS Eemnes B.V.;;4;;;;4
BZK;Aarts Bouw Utrecht;;;;;3;3
BZK;ABA Construction;;4;;;;4
BZK;Abalco Technical Support B.V.;;1;;;;1
BZK;ABC Security Systems B.V.;;4;;;;4
BZK;Absoluta Food and Facilities B.V.;;1;;;;1
BZK;ABT B.V.;;5;;;;5
BZK;ABT Velp;;;;;1;1
BZK;Academie van Bouwkunst;;1;;;;1
BZK;Accres Real Estate B.V.;;;2;;3;3
BZK;Accretio Vastgoed B.V.;;;;;2;2
BZK;Ace Vision B.V.;;1;;;;1
BZK;Actief Accuraat AA Service en Onderhoud B.V.;;2;;;;2
BZK;Ad Hoc Data B.V.;;;;;2;2
BZK;Ad Hoc Security B.V.;;;;;3;3
BZK;Adam van Noort Fotografie;;;;;1;1
BZK;AddVoltage B.V.;;2;;;;2
BZK;Admiraal Schilders B.V.;;1;;;;1
BZK;Adriaanse Vastgoed B.V.;;1;;;;1
BZK;Adrianus Testers;;1;;;;1
BZK;Advies- en Ingenieursbureau Van de Laar B.V.;;1;;;;1
BZK;Adviesbureau Brekelmans;;1;;;1;1
BZK;Adviesbureau Chevalking B.V.;;1;;;;1
BZK;Adviesbureau Dekker Engineering;;1;;;;1
BZK;Adviesbureau Newton B.V.;;;;;2;2
BZK;Adviesbureau Van den Bosch;;3;;;;3
BZK;Advocatenkantoor Krijgsman & Legters;;;;;1;1
BZK;Aectual B.V.;;2;;;;2
BZK;AEG Power Solutions B.V.;;1;;;;1
BZK;AEREA B.V.;;2;;;;2
BZK;Aestate B.V.;;2;;;;2
BZK;Aestic Produkten B.V.;;1;;;;1
BZK;AEVES B.V.;;2;;;;2
BZK;Afpro Filtertechniek B.V.;;4;;;;4
BZK;Afvalwater Services B.V.;;3;;;;3
BZK;Afvalwatertechniek NB Milieu B.V.;;1;;;;1
BZK;AG Nova Architekten Amersfoort B.V.;;3;;;;3
BZK;AGL Engineering S.A.;;2;;;;2
BZK;AHA-Adviseurs;;4;;;;4
BZK;Ahrend Inrichten;;1;;;;1
BZK;Ahrends B.V.;;2;;;;2
BZK;Air Cooling Services;;2;;;;2
BZK;Air Group B.V.;;4;;;;4
BZK;Airport Maintenance Services B.V.;;2;;;;2
BZK;Airsain;;2;;;;2
BZK;AK trainingen en projecten;;1;;;;1
BZK;Ako Sol B.V.;;3;;;;3
BZK;Akobe brandbeveiliging B.V.;;1;;;;1
BZK;Alba Concepts B.V.;;2;;;;2
BZK;Albron Nederland;;;;1;;1
BZK;Albron Nederland B.V.;;;;;1;1
BZK;Alewijnse Nijmegen B.V.;;7;;;;7
BZK;Algeco B.V.;;2;;;3;4
BZK;Algemeen Bouwbedrijf Albo Aruba N.V.;;6;;;;6
BZK;Algemeen Pensioenfonds van Curacao;;;;;4;4
BZK;Alimak Group Benelux B.V.;;5;;;;5
BZK;Allinq Networks B.V.;;5;;;;5
BZK;Allsafe Mini Opslag Amsterdam B.V.;;;;;4;4
BZK;Allsorb Air Filter B.V.;;2;;;;2
BZK;ALM Afbouwgroep;;1;;;;1
BZK;Alpha Deuren Zuidwest B.V.;;2;;;;2
BZK;Alphaplan B.V.;;4;;;;4
BZK;Alsta Nassau B.V.;;4;;;1;4
BZK;Altavilla B.V.;;3;;;;3
BZK;Altena Cleaning;;7;;;;7
BZK;Altena Group B.V.;;5;;;;5
BZK;Altenburg & Wymenga Ecologisch Onderzoek B.V.;;2;;;;2
BZK;Altitude Services;;1;;;;1
BZK;Altop Kunststoftechniek B.V.;;2;;;;2
BZK;Altrex B.V.;;7;;;;7
BZK;Alup Grassair Kompressoren B.V.;;1;;;;1
BZK;Always Green B.V.;;;1;;;1
BZK;Amaze Escape Events;;1;;;;1
BZK;Ambachttechniek;;1;;;;1
BZK;Ambius B.V.;;1;;;;1
BZK;Amenddak;;6;;;;6
BZK;Amsterdam School of Real Estate B.V.;;;;;3;3
BZK;Analyselab B.V.;;1;;;;1
BZK;Analytisch Diagnostisch Centrum NV;;2;;;;2
BZK;Andre Knaapen VOR;;2;;;;2
BZK;Anglican Church The Bottom, Saba;;;;;1;1
BZK;Anna Vastgoed & Cultuur;;;;;2;2
BZK;Anna Vastgoed Beheer B.V.;;2;;;;2
BZK;Anne de Vries;;2;;;;2
BZK;anoniem_BZK_100;;;;;4;4
BZK;anoniem_BZK_101;;;2;;5;5
BZK;anoniem_BZK_102;;1;;;;1
BZK;anoniem_BZK_103;;2;;;;2
BZK;anoniem_BZK_104;;5;;;;5
BZK;anoniem_BZK_106;;1;;;;1
BZK;anoniem_BZK_108;;7;;;;7
BZK;anoniem_BZK_109;;;;;5;5
BZK;anoniem_BZK_110;;2;;;;2
BZK;anoniem_BZK_113;;;2;;5;6
BZK;anoniem_BZK_116;;;;;2;2
BZK;anoniem_BZK_119;;;;;2;2
BZK;anoniem_BZK_120;;1;;;;1
BZK;anoniem_BZK_122;;;;;2;2
BZK;anoniem_BZK_125;;;;;2;2
BZK;anoniem_BZK_126;;8;;;;8
BZK;anoniem_BZK_127;;1;;;;1
BZK;anoniem_BZK_128;;4;;;;4
BZK;anoniem_BZK_131;;1;;;;1
BZK;anoniem_BZK_132;;7;;;;7
BZK;anoniem_BZK_133;;;;;;
BZK;anoniem_BZK_134;;7;;;;7
BZK;anoniem_BZK_135;;2;;;;2
BZK;anoniem_BZK_136;;1;;;;1
BZK;anoniem_BZK_137;;2;;;;2
BZK;anoniem_BZK_139;;1;;;;1
BZK;anoniem_BZK_140;;2;;;;2
BZK;anoniem_BZK_143;;1;;;;1
BZK;anoniem_BZK_144;;2;;;;2
BZK;anoniem_BZK_145;;1;;;;1
BZK;anoniem_BZK_146;;;;;;
BZK;anoniem_BZK_147;;1;;;;1
BZK;anoniem_BZK_148;;;;;2;2
BZK;anoniem_BZK_149;;1;;;;1
BZK;anoniem_BZK_150;;2;;;;2
BZK;anoniem_BZK_152;;2;;;;2
BZK;anoniem_BZK_153;;1;;;;1
BZK;anoniem_BZK_155;;;1;;2;2
BZK;anoniem_BZK_157;;;;;2;2
BZK;anoniem_BZK_158;;3;;;;3
BZK;anoniem_BZK_159;;;;;6;6
BZK;anoniem_BZK_163;;1;;;;1
BZK;anoniem_BZK_164;;3;;;;3
BZK;anoniem_BZK_168;;2;;;;2
BZK;anoniem_BZK_169;;1;;;;1
BZK;anoniem_BZK_170;;5;;;;5
BZK;anoniem_BZK_172;;4;;;;4
BZK;anoniem_BZK_173;;1;;;;1
BZK;anoniem_BZK_174;;5;;;;5
BZK;anoniem_BZK_175;;;1;;2;2
BZK;anoniem_BZK_181;;2;;;;2
BZK;anoniem_BZK_182;;1;;;2;2
BZK;anoniem_BZK_183;;2;;;;2
BZK;anoniem_BZK_184;;1;;;;1
BZK;anoniem_BZK_186;;7;;;;7
BZK;anoniem_BZK_214;;;;;1;1
BZK;anoniem_BZK_224;;1;;;;1
BZK;anoniem_BZK_3;;1;;;;1
BZK;anoniem_BZK_346;;2;;;;2
BZK;anoniem_BZK_347;;6;;;;6
BZK;anoniem_BZK_348;;1;;;1;1
BZK;anoniem_BZK_349;;1;1;;1;1
BZK;anoniem_BZK_351;;;;;1;1
BZK;anoniem_BZK_352;;;;;1;1
BZK;anoniem_BZK_355;;;;;2;2
BZK;anoniem_BZK_356;;2;;;;2
BZK;anoniem_BZK_357;;1;;;;1
BZK;anoniem_BZK_358;;;;;2;2
BZK;anoniem_BZK_359;;;;;4;4
BZK;anoniem_BZK_360;;;;;2;2
BZK;anoniem_BZK_361;;;;;2;2
BZK;anoniem_BZK_363;;;;;1;1
BZK;anoniem_BZK_364;;;;;1;1
BZK;anoniem_BZK_365;;;;;1;1
BZK;anoniem_BZK_366;;;;;2;2
BZK;anoniem_BZK_367;;;;;2;2
BZK;anoniem_BZK_369;;;;;2;2
BZK;anoniem_BZK_370;;;;;1;1
BZK;anoniem_BZK_372;;1;;;;1
BZK;anoniem_BZK_373;;2;;;;2
BZK;anoniem_BZK_374;;1;;;;1
BZK;anoniem_BZK_375;;1;;;;1
BZK;anoniem_BZK_376;;2;;;;2
BZK;anoniem_BZK_377;;1;1;;;2
BZK;anoniem_BZK_4;;1;;;;1
BZK;anoniem_BZK_401;;;;;;
BZK;anoniem_BZK_49;;2;;;;2
BZK;anoniem_BZK_6;;;1;;;1
BZK;anoniem_BZK_72;;;;;1;1
BZK;anoniem_BZK_74;;5;;;;5
BZK;anoniem_BZK_75;;6;;;;6
BZK;anoniem_BZK_76;;5;;;;5
BZK;anoniem_BZK_77;;;;;5;5
BZK;anoniem_BZK_78;;4;;;3;4
BZK;anoniem_BZK_79;;2;;;;2
BZK;anoniem_BZK_80;;6;;;;6
BZK;anoniem_BZK_82;;9;;;;9
BZK;anoniem_BZK_88;;2;;;;2
BZK;anoniem_BZK_89;;3;;;;3
BZK;anoniem_BZK_90;;1;;;;1
BZK;anoniem_BZK_92;;3;;;;3
