IMGEO_LOKAALID;ID;IMGEO_OBJECTBEGIN;IMGEO_TYPE_PLUS;IMGEO_BRONHOUDER;IMGEO_KLASSE;X;Y;LONG;LAT;STADSDEELCODE;STADSDEELNAAM;WIJKCODE;WIJKNAAM;BUURTCODE;BUURTNAAM;STRAAT
G0518.2057AF36-C2D4-C1FE-E053-530A0B0ACA32;61301597;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;83630.506;456352.251;4.345787114453178;52.090822647199445;7;Haagse Hout;25;Mariahoeve en Marlot;67;Kampen;Vlaskamp
G0518.2057AF36-BF77-C1FE-E053-530A0B0ACA32;61301538;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;83370.552;455169.822;4.3422428400226725;52.08016277905348;7;Haagse Hout;26;Bezuidenhout;65;Bezuidenhout-Midden;Schenkkade
G0518.2057AF36-EB06-C1FE-E053-530A0B0ACA32;61301412;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;82540.927;455556.447;4.330059773914409;52.08352936986688;7;Haagse Hout;26;Bezuidenhout;64;Bezuidenhout-West;Bezuidenhoutseweg
G0518.2057AF36-BF98-C1FE-E053-530A0B0ACA32;61301571;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;83585.782;455340.805;4.345346408435321;52.08172717432575;7;Haagse Hout;26;Bezuidenhout;66;Bezuidenhout-Oost;Albertine Agnespad
G0518.2057AF36-C2C2-C1FE-E053-530A0B0ACA32;61301579;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;83683.387;456335.976;4.346562029882066;52.090683201128414;7;Haagse Hout;25;Mariahoeve en Marlot;67;Kampen;Vlaskamp
G0518.2057AF36-C2CA-C1FE-E053-530A0B0ACA32;61301587;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;83691.886;456376.942;4.346677458677667;52.091052450733265;7;Haagse Hout;25;Mariahoeve en Marlot;67;Kampen;Vlaskamp
G0518.2057AF36-C2F1-C1FE-E053-530A0B0ACA32;61301626;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84067.756;456167.943;4.352204754784436;52.08922249437538;7;Haagse Hout;25;Mariahoeve en Marlot;67;Kampen;Haverkamp
G0518.2057AF36-C635-C1FE-E053-530A0B0ACA32;61301659;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84192.773;457443.215;4.353763749466977;52.10069917602281;7;Haagse Hout;25;Mariahoeve en Marlot;68;Marlot;Park Marlot
G0518.2057AF36-C620-C1FE-E053-530A0B0ACA32;61301638;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84046.139;456186.476;4.35188552646819;52.08938627774271;7;Haagse Hout;25;Mariahoeve en Marlot;67;Kampen;Haverkamp
G0518.2057AF36-C625-C1FE-E053-530A0B0ACA32;61301643;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84197.1;457627.109;4.353788684262916;52.10235235518559;7;Haagse Hout;25;Mariahoeve en Marlot;68;Marlot;Park Marlot
G0518.2057AF36-C62A-C1FE-E053-530A0B0ACA32;61301648;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84202.509;457610.463;4.35387107831356;52.10220345229809;7;Haagse Hout;25;Mariahoeve en Marlot;68;Marlot;Park Marlot
G0518.2057AF36-C63E-C1FE-E053-530A0B0ACA32;61301668;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84077.661;457370.628;4.352099045980837;52.10003210907932;7;Haagse Hout;25;Mariahoeve en Marlot;68;Marlot;Park Marlot
G0518.2057AF36-C643-C1FE-E053-530A0B0ACA32;61301673;2015-09-14;bank;'s-Gravenhage (G);Straatmeubilair;84066.078;457422.688;4.351919183695719;52.10049847926983;7;Haagse Hout;25;Mariahoeve en Marlot;68;Marlot;Park Marlot
G0518.E3C1C6F6-9342-4F26-A0A1-D2F66EFDBCC0;66237794;2019-10-17;bank;'s-Gravenhage (G);Straatmeubilair;85087.099;456908.838;4.366924151676901;52.09601049096122;7;Haagse Hout;25;Mariahoeve en Marlot;61;Landen;Theraland
G0518.08D6E6F3-6615-653A-E050-2A0A313C2FF8;5350457;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78871.791;455868.411;4.276468605898329;52.08584050409458;4;Scheveningen;11;Duinoord;42;Stadhoudersplantsoen;Stadhoudersplantsoen
G0518.08D6E6F3-7705-653A-E050-2A0A313C2FF8;5350863;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79958.334;458058.647;4.291836604173865;52.10567185234078;4;Scheveningen;3;Westbroekpark en Duttendel;73;Westbroekpark;Westbroekpark Speelweiden
G0518.08D6E6F3-76EA-653A-E050-2A0A313C2FF8;5350836;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80120.973;457549.098;4.294322185324982;52.10111473344466;4;Scheveningen;6;Van Stolkpark en Scheveningse Bosjes;05;Van Stolkpark en Scheveningse Bosjes;Haringkade
G0518.08D6E6F3-76F4-653A-E050-2A0A313C2FF8;5350846;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79986.305;456525.758;4.292582239292525;52.09190004820652;4;Scheveningen;6;Van Stolkpark en Scheveningse Bosjes;05;Van Stolkpark en Scheveningse Bosjes;Scheveningse Bos
G0518.08D6E6F3-7703-653A-E050-2A0A313C2FF8;5350861;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79985.051;458003.74;4.292238608919914;52.10518204428686;4;Scheveningen;3;Westbroekpark en Duttendel;73;Westbroekpark;Westbroekpark Speelweiden
G0518.08D6E6F3-770C-653A-E050-2A0A313C2FF8;5350870;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80005.998;458234.28;4.2924935576968695;52.10725667261609;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Nieuwe Scheveningse Bosjes
G0518.08D6E6F3-770F-653A-E050-2A0A313C2FF8;5350873;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80210.302;458031.754;4.2955197907808484;52.10546429457472;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Nieuwe Scheveningse Bosjes
G0518.08D6E6F3-7710-653A-E050-2A0A313C2FF8;5350874;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80151.096;457446.841;4.29478422465108;52.10019985729033;4;Scheveningen;6;Van Stolkpark en Scheveningse Bosjes;05;Van Stolkpark en Scheveningse Bosjes;Scheveningse Bos
G0518.08D6E6F3-680B-653A-E050-2A0A313C2FF8;5350494;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79001.305;458284.468;4.277819166296735;52.10757057800635;4;Scheveningen;7;Scheveningen;03;Scheveningen Badplaats;Havenkade
G0518.08D6E6F3-680C-653A-E050-2A0A313C2FF8;5350495;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79003.59;458284.695;4.2778524647726215;52.10757293191053;4;Scheveningen;7;Scheveningen;03;Scheveningen Badplaats;Havenkade
G0518.08D6E6F3-6815-653A-E050-2A0A313C2FF8;5350504;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78982.582;456952.396;4.2778430941846946;52.09559714424093;4;Scheveningen;9;Geuzen- en Statenkwartier;07;Statenkwartier;Prins Mauritsplein
G0518.08D6E6F3-790D-653A-E050-2A0A313C2FF8;5350889;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80412.323;458009.812;4.298472927381892;52.10529438289765;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Nieuwe Scheveningse Bosjes
G0518.08D6E6F3-790E-653A-E050-2A0A313C2FF8;5350890;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80426.46;457889.699;4.29870553716326;52.10421686992864;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Nieuwe Scheveningse Bosjes
G0518.08D6E6F3-682C-653A-E050-2A0A313C2FF8;5350527;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79137.39;458209.182;4.279822067938897;52.10691268992191;4;Scheveningen;7;Scheveningen;03;Scheveningen Badplaats;Havenkade
G0518.08D6E6F3-792C-653A-E050-2A0A313C2FF8;5350920;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80255.178;458089.282;4.296162096867628;52.10598734563457;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Nieuwe Scheveningse Bosjes
G0518.08D6E6F3-7930-653A-E050-2A0A313C2FF8;5350924;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80502.135;458309.115;4.299718199436788;52.10799622891526;4;Scheveningen;2;Belgisch Park;71;Belgisch Park;Doorniksestraat
G0518.08D6E6F3-7933-653A-E050-2A0A313C2FF8;5350927;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80487.304;457831.381;4.299606236221876;52.10370098176897;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Nieuwe Scheveningse Bosjes
G0518.08D6E6F3-7B21-653A-E050-2A0A313C2FF8;5350159;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80950.161;457164.405;4.306505944969847;52.09776919484124;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Hubertuspark
G0518.08D6E6F3-6A2D-653A-E050-2A0A313C2FF8;5350545;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79124.323;457551.837;4.2797777599393685;52.101003570147846;4;Scheveningen;7;Scheveningen;04;Visserijbuurt;Scheveningseweg
G0518.08D6E6F3-7B2D-653A-E050-2A0A313C2FF8;5350938;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80690.565;457410.199;4.302664405634935;52.099943278045174;4;Scheveningen;3;Westbroekpark en Duttendel;74;Duttendel;Kwekerijweg
G0518.9468EAC0-1230-4070-87EB-144D0C8539E6;63620583;2016-01-08;bank;'s-Gravenhage (G);Straatmeubilair;81112.192;452194.147;4.309946528692434;52.05312427556934;6;Laak;38;Laakkwartier en Spoorwijk;23;Spoorwijk;Mevrouw Dorbeenhof
G0518.C8CB2788-3377-44E9-B92B-57F0C76D1ED9;63704437;2016-10-26;bank;'s-Gravenhage (G);Straatmeubilair;85370.379;453920.608;4.371667531139158;52.06919123141456;8;Leidschenveen-Ypenburg;43;Forepark;116;Westvliet-Oost;Westvlietweg
G0518.0005818C-CC03-4918-9703-2C9D1F22D9A7;63701697;2016-10-20;bank;'s-Gravenhage (G);Straatmeubilair;80367.525;457604.676;4.297907887176581;52.10164750798342;4;Scheveningen;3;Westbroekpark en Duttendel;73;Westbroekpark;Nieuwe Parklaan
G0518.1E0A6F18-86AD-E183-E053-530A0B0A8A7D;60622445;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81546.952;454784.756;4.3157267380789515;52.076463379436326;5;Centrum;28;Centrum;14;Zuidwal;St. Jacobstraat
G0518.1E0A6F18-9133-E183-E053-530A0B0A8A7D;60621778;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80154.489;453464.851;4.29570751440702;52.064415263779864;5;Centrum;30;Transvaalkwartier;34;Transvaalkwartier-Zuid;Mandelaplein
G0518.1E0A6F18-9138-E183-E053-530A0B0A8A7D;60621783;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80085.453;456247.75;4.29408987074712;52.08941510121385;5;Centrum;5;Archipelbuurt;46;Archipelbuurt;Scheveningseweg
G0518.1E0A6F18-9169-E183-E053-530A0B0A8A7D;60622640;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81761.785;454449.431;4.318932003638272;52.07347833846445;5;Centrum;27;Stationsbuurt;18;Huygenspark;Huijgenspark
G0518.1E0A6F18-9687-E183-E053-530A0B0A8A7D;60621890;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80377.147;453301.416;4.298989765356179;52.062976555116514;5;Centrum;30;Transvaalkwartier;34;Transvaalkwartier-Zuid;Stellenboschplein
G0518.1E0A6F18-7B59-E183-E053-530A0B0A8A7D;60622217;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81120.764;454105.843;4.309657870751559;52.07030544321544;5;Centrum;29;Schildersbuurt;16;Schildersbuurt-Noord;Nicolaas Penninghof
G0518.1E0A6F18-7B72-E183-E053-530A0B0A8A7D;60622242;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81204.739;452187.063;4.311297130750423;52.05307294605231;6;Laak;38;Laakkwartier en Spoorwijk;23;Spoorwijk;Hof van Heden
G0518.1E0A6F18-75E5-E183-E053-530A0B0A8A7D;60622093;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80914.792;453922.799;4.306693965920906;52.068632953890386;5;Centrum;29;Schildersbuurt;16;Schildersbuurt-Noord;Teniersplantsoen
G0518.1E0A6F18-75F6-E183-E053-530A0B0A8A7D;60622110;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80853.847;453193.184;4.305963715895741;52.06206790948843;5;Centrum;29;Schildersbuurt;15;Schildersbuurt-West;Mijtensstraat
G0518.1E0A6F18-760A-E183-E053-530A0B0A8A7D;60622130;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80881.445;455929.221;4.305771808680003;52.086659725245056;5;Centrum;23;Willemspark;47;Willemspark;Plein 1813
G0518.1E0A6F18-760E-E183-E053-530A0B0A8A7D;60622134;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80895.322;455885.438;4.30598376159704;52.086268116397015;5;Centrum;23;Willemspark;47;Willemspark;Plein 1813
G0518.1E0A6F18-70AE-E183-E053-530A0B0A8A7D;60622001;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80748.223;453892.28;4.304271665680057;52.06833638114822;5;Centrum;29;Schildersbuurt;16;Schildersbuurt-Noord;Van Mierisstraat
G0518.1E0A6F18-839A-E183-E053-530A0B0A8A7D;60621533;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81350.809;453650.56;4.31311079331284;52.06624454874091;5;Centrum;29;Schildersbuurt;17;Schildersbuurt-Oost;Jacob van Campenplein
G0518.1E0A6F18-737F-E183-E053-530A0B0A8A7D;60622919;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;82626.714;453092.194;4.3318337468328725;52.06139476783771;6;Laak;38;Laakkwartier en Spoorwijk;26;Noordpolderbuurt;Drebbelstraat
G0518.1E0A6F18-8966-E183-E053-530A0B0A8A7D;60622479;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81527.348;453864.887;4.315638856551232;52.06819410786309;5;Centrum;29;Schildersbuurt;17;Schildersbuurt-Oost;Jan Ligthartstraat
G0518.1E0A6F18-897F-E183-E053-530A0B0A8A7D;60622504;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81496.885;454242.725;4.31511327492499;52.07158561855324;5;Centrum;27;Stationsbuurt;18;Huygenspark;Oranjeplein
G0518.54373704-071C-4EB8-8D0E-DF4928ECD834;66727089;2022-08-23;bank;'s-Gravenhage (G);Straatmeubilair;81276.125;454291.697;4.311883314998102;52.07199637586407;5;Centrum;27;Stationsbuurt;18;Huygenspark;Groenewegje
G0518.1E0A6F18-940E-E183-E053-530A0B0A8A7D;60622694;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;82463.41;453505.31;4.329365026089444;52.06508601906478;6;Laak;38;Laakkwartier en Spoorwijk;26;Noordpolderbuurt;Schlegelstraat
G0518.1E0A6F18-78A3-E183-E053-530A0B0A8A7D;60622180;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;80981.019;455336.501;4.307353036748608;52.08134642006384;5;Centrum;28;Centrum;12;Voorhout;Noordeinde
G0518.1E0A6F18-7E16-E183-E053-530A0B0A8A7D;60622260;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81241.763;455054.556;4.3112173015303314;52.078847443279415;5;Centrum;28;Centrum;12;Voorhout;Buitenhof
G0518.1E0A6F18-7E33-E183-E053-530A0B0A8A7D;60622289;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;81270.798;453610.444;4.311952782409364;52.065873390159766;5;Centrum;29;Schildersbuurt;17;Schildersbuurt-Oost;Jacob van Campenplein
G0518.1E0A6F18-942F-E183-E053-530A0B0A8A7D;60622727;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;82284.238;454670.576;4.3265042448849265;52.075534567851015;5;Centrum;27;Stationsbuurt;63;Rivierenbuurt-Noord;Grevelingenveld
G0518.22229738-34A3-9258-E053-530A0B0AC95B;62450133;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;85291.702;450775.425;4.371162049226597;52.04091571592262;8;Leidschenveen-Ypenburg;42;Ypenburg;112;Morgenweide;Pijlpunt
G0518.14280CBE-321E-0772-E053-530A0B0AF16A;55612264;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78039.789;450061.951;4.265640154112405;52.033544549728305;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Schoutendreef
G0518.14280CBE-3228-0772-E053-530A0B0AF16A;55612274;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78143.277;450391.277;4.267074027684097;52.036518480050525;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;De Gaarde
G0518.14280CBE-27E0-0772-E053-530A0B0AF16A;55612066;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77439.649;450700.663;4.256750886914999;52.03920083208722;2;Escamp;33;Bouwlust;96;Zijden, Steden en Zichten;Werkzijde
G0518.14280CBE-27E4-0772-E053-530A0B0AF16A;55612070;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77572.34;450155.626;4.258807933779496;52.03432128649222;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Schependreef
G0518.14280CBE-27E9-0772-E053-530A0B0AF16A;55612075;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77559.955;449836.984;4.258699619808546;52.031456004883665;2;Escamp;33;Bouwlust;98;Dreven en Gaarden;Riddersdreef
G0518.14280CBE-27EE-0772-E053-530A0B0AF16A;55612080;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77543.896;450928.722;4.258218350460788;52.04126491269051;2;Escamp;33;Bouwlust;96;Zijden, Steden en Zichten;Winkelstede
G0518.14280CBE-27F3-0772-E053-530A0B0AF16A;55612085;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77545.584;451347.359;4.258148089949254;52.04502731946327;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Bouwlustlaan
G0518.14280CBE-27F7-0772-E053-530A0B0AF16A;55612089;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77532.814;451300.132;4.257972679616246;52.044601118995004;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Bouwlustlaan
G0518.14280CBE-27F9-0772-E053-530A0B0AF16A;55612091;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77535.801;451574.364;4.257954057440099;52.047065979851816;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Wezelrade
G0518.14280CBE-280E-0772-E053-530A0B0AF16A;55612112;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77562.267;451249.173;4.258413478701424;52.044147281758384;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Eekhoornrade
G0518.14280CBE-2B37-0772-E053-530A0B0AF16A;55612115;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77561.612;451298.769;4.258392696241913;52.04459289522129;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Bouwlustlaan
G0518.14280CBE-538D-0772-E053-530A0B0AF16A;55611946;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76852.262;450898.267;4.248146076253825;52.04089412713622;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Hoogveen
G0518.14280CBE-56BF-0772-E053-530A0B0AF16A;55611955;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76973.993;450265.256;4.250064511331351;52.03522259860772;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-56DC-0772-E053-530A0B0AF16A;55611984;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76985.12;450913.732;4.250078681273096;52.041051824611;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Rietveen
G0518.14280CBE-5A41-0772-E053-530A0B0AF16A;55612045;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77487.482;450360.511;4.257525041781839;52.036150673006084;2;Escamp;33;Bouwlust;96;Zijden, Steden en Zichten;Melis Stokezijde
G0518.14280CBE-5A32-0772-E053-530A0B0AF16A;55612030;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77251.877;451145.741;4.253913369829648;52.04317430795305;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Plantenoord
G0518.14280CBE-5A35-0772-E053-530A0B0AF16A;55612033;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77325.088;450890.57;4.25503830764374;52.04089142746218;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Beresteinlaan
G0518.14280CBE-5A40-0772-E053-530A0B0AF16A;55612044;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77466.095;450480.404;4.257186217145352;52.03722512688438;2;Escamp;33;Bouwlust;96;Zijden, Steden en Zichten;Groenezijde
G0518.14280CBE-5A4B-0772-E053-530A0B0AF16A;55612055;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;77371.836;451179.5;4.255653952449019;52.04349450715526;2;Escamp;33;Bouwlust;87;Venen, Oorden en Raden;Zonneoord
G0518.14280CBE-5029-0772-E053-530A0B0AF16A;55611886;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79249.49;453605.026;4.282480861675212;52.065551945299156;2;Escamp;31;Rustenburg en Oostbroek;35;Oostbroek-Zuid;Voorthuizenstraat
G0518.14280CBE-502B-0772-E053-530A0B0AF16A;55611888;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76228.298;450312.137;4.239188134099229;52.03553843415624;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.22229738-34BD-9258-E053-530A0B0AC95B;62450159;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;85417.381;451085.845;4.372930422331364;52.04372124085051;8;Leidschenveen-Ypenburg;42;Ypenburg;112;Morgenweide;Veldleeuwerikhof
G0518.22229738-34BF-9258-E053-530A0B0AC95B;62450161;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;85418.204;451084.74;4.3729426419326725;52.043711413517315;8;Leidschenveen-Ypenburg;42;Ypenburg;112;Morgenweide;Veldleeuwerikhof
G0518.22229738-0B51-9258-E053-530A0B0AC95B;62450291;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;87110.037;453394.017;4.397141094234237;52.06467465880436;8;Leidschenveen-Ypenburg;44;Leidschenveen;118;De Lanen;Henk Gottlieblaan
G0518.22229738-0B53-9258-E053-530A0B0AC95B;62450293;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;87073.398;453511.115;4.3965835594452045;52.06572252852655;8;Leidschenveen-Ypenburg;44;Leidschenveen;118;De Lanen;Pieter van der Meulenlaan
G0518.14280CBE-536A-0772-E053-530A0B0AF16A;55611911;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76422.147;450134.382;4.242053586109308;52.03396851957207;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-536D-0772-E053-530A0B0AF16A;55611914;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76350.972;450116.915;4.241020535449939;52.03380145514346;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-537B-0772-E053-530A0B0AF16A;55611928;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76383.439;450351.497;4.241439673599953;52.035914175581006;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-5382-0772-E053-530A0B0AF16A;55611935;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76508.202;450204.272;4.243291425406793;52.034608791537416;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-5383-0772-E053-530A0B0AF16A;55611936;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;76511.829;450199.246;4.243345427497542;52.034564138003944;2;Escamp;33;Bouwlust;99;De Uithof;De Uithof
G0518.14280CBE-CA85-0772-E053-530A0B0AF16A;55612491;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78755.027;452410.032;4.275537860151692;52.0547450174354;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Kuinrestraat
G0518.14280CBE-CAA0-0772-E053-530A0B0AF16A;55612518;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78791.039;453018.461;4.275927069961166;52.060217758851806;2;Escamp;32;Leyenburg;84;Leyenburg;Overbergplein
G0518.14280CBE-CAA1-0772-E053-530A0B0AF16A;55612519;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78907.617;452432.391;4.277757270817412;52.05496693177277;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Loevesteinlaan
G0518.14280CBE-CB89-0772-E053-530A0B0AF16A;55612545;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79000.778;451019.395;4.279429597459669;52.04228147263222;2;Escamp;34;Morgenstond;80;Morgenstond-Zuid;Schipborgstraat
G0518.14280CBE-CB90-0772-E053-530A0B0AF16A;55612552;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78988.487;452569.028;4.278905759522603;52.0562059547184;2;Escamp;35;Zuiderpark;36;Zuiderpark;Zuiderpark
G0518.14280CBE-CC8D-0772-E053-530A0B0AF16A;55612599;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79113.091;451264.379;4.281012003911317;52.04449847789212;2;Escamp;34;Morgenstond;80;Morgenstond-Zuid;Leyweg
G0518.14280CBE-CB99-0772-E053-530A0B0AF16A;55612561;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;78968.675;452474.022;4.278638086423533;52.05534944192824;2;Escamp;35;Zuiderpark;36;Zuiderpark;Zuiderpark
G0518.14280CBE-CBA1-0772-E053-530A0B0AF16A;55612569;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79113.671;452947.039;4.280646708730582;52.05962020326075;2;Escamp;35;Zuiderpark;36;Zuiderpark;De Villierskopje
G0518.14280CBE-CBAF-0772-E053-530A0B0AF16A;55612583;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79120.712;451242.796;4.28112786563594;52.04430555999643;2;Escamp;34;Morgenstond;80;Morgenstond-Zuid;Leyweg
G0518.14280CBE-CC95-0772-E053-530A0B0AF16A;55612607;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79107.347;451641.52;4.280844541467788;52.04788696923426;2;Escamp;34;Morgenstond;89;Morgenstond-Oost;Genemuidenstraat
G0518.22229738-2E79-9258-E053-530A0B0AC95B;62450038;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;84625.298;450499.536;4.361507115535717;52.03835213578428;8;Leidschenveen-Ypenburg;42;Ypenburg;113;Singels;Wethouder Verheulplantsoen
G0518.22229738-34AE-9258-E053-530A0B0AC95B;62450144;2015-10-12;bank;'s-Gravenhage (G);Straatmeubilair;85251.35;450018.725;4.370728359915052;52.03411018698901;8;Leidschenveen-Ypenburg;42;Ypenburg;114;Waterbuurt;Stiemensvaart
G0518.14280CBE-CD91-0772-E053-530A0B0AF16A;55612653;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79336.106;452226.707;4.2840491945715575;52.05317718775487;2;Escamp;35;Zuiderpark;36;Zuiderpark;Zuiderpark
G0518.14280CBE-CDAB-0772-E053-530A0B0AF16A;55612679;2013-10-01;bank;'s-Gravenhage (G);Straatmeubilair;79326.003;451095.041;4.2841525270530685;52.04300578959136;2;Escamp;34;Morgenstond;80;Morgenstond-Zuid;Leyweg
