Gemeente,CBS Gemeentecode,BAG Pand nummer,Status Pand,Besluit,Besluitdatum,Bouwjaar,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,0329100000006088,Bouwvergunning verleend,10UIT00613,20100311000000,2010,Zandpad 20 Nieuwersluis,"POLYGON ((129419.333191489 466921.20382978703,129424.01404255301 466942.905957447,129381.035319149 466951.84212766,129376.354468085 466929.71446808503,129419.333191489 466921.20382978703))"
Stichtse Vecht,G1904,0329100000005315,Sloopvergunning verleend,10UIT02666,20101117000000,1955,Bergseweg 6 Vreeland,"POLYGON ((130874.136 471779.75,130869.91 471772.493,130901.337 471754.069,130905.568 471761.297,130874.136 471779.75))"
Stichtse Vecht,G1904,0333100000016675,Sloopvergunning verleend,AC2011.0090,20110331000000,1954,Oostwaard 4a Oud Zuilen,"POLYGON ((132784.218 460730.463,132776.574 460734.022,132771.508 460723.143,132779.246 460719.763,132784.218 460730.463))"
Stichtse Vecht,G1904,1904100000038209,Bouwvergunning verleend,1098933,20090714000000,2010,Oostwaard 4a Oud Zuilen,"POLYGON ((132773.556219238 460706.35772314604,132779.246 460719.763,132772.395677652 460723.18557614397,132766.592969721 460709.259077111,132773.556219238 460706.35772314604))"
Stichtse Vecht,G1904,0311100000000073,Sloopvergunning verleend,BenW/09/01271,20091008000000,1935,Merwedeweg 3 Breukelen,"POLYGON ((128037.642000184 465050.700999984,127927.29962591601 465039.644109595,127928.806574941 465024.276104733,127919.19200007801 465023.582999991,127925.319000155 464963.159999984,128055.66500016801 464976.89999997703,128052.57599995201 465006.962,128042.237999935 465005.894000002,128037.642000184 465050.700999984))"
Stichtse Vecht,G1904,1904100000038187,Bouwvergunning verleend,08569,20090526000000,2011,Gageldijk 43 Maarssen,"POLYGON ((134135.504 461142.568,134149.244994266 461162.376357978,134140.313063777 461169.092621039,134124.36564987 461149.99432076,134135.504 461142.568))"
Stichtse Vecht,G1904,1904100000038207,Bouwvergunning verleend,1109788,20101007000000,2011,Diependaalsedijk 37 Maarssen,"POLYGON ((130910.761 462390.585875,130923.261 462399.179625,130920.91725 462403.867125,130906.0735 462394.492125,130910.761 462390.585875))"
Stichtse Vecht,G1904,1904100000038217,Bouwvergunning verleend,1090665,20080807000000,2011,Zoogweteringlaan 2 Maarssen,"POLYGON ((131627.66064603502 462443.46064990305,131635.397589942 462421.02351257304,131690.329891683 462437.271094778,131683.36664216602 462462.029315281,131627.66064603502 462443.46064990305))"
Stichtse Vecht,G1904,1904100000039253,Bouwvergunning verleend,AC2013.0044,20130318000000,2013,Zogweterlinglaan 2 Maarssen,"POLYGON ((131634.001748975 462425.071451377,131669.549783443 462436.458466216,131659.127813063 462464.480236667,131645.093762024 462459.30365535,131651.17391467202 462442.91690248204,131630.345789193 462435.67373474396,131634.001748975 462425.071451377))"
Stichtse Vecht,G1904,1904100000039014,Bouwvergunning verleend,1129448.out,20120829000000,2012,Dannegracht 16 Breukelen,"POLYGON ((128824.863502054 464917.304635547,128829.059151468 464904.102325392,128834.429582717 464905.61275918,128830.289875296 464918.59130136704,128824.863502054 464917.304635547))"
Stichtse Vecht,G1904,1904100000038226,Bouwvergunning verleend,1112469/k1,20110329000000,2011,Spengen 9 Kockengen,"POLYGON ((123287.79252531701 462815.583489581,123277.68100979301 462832.440340201,123236.171180843 462812.66971414,123245.141640103 462795.15596034704,123287.79252531701 462815.583489581))"
Stichtse Vecht,G1904,1904100000038590,Bouw gestart,BAG-0992,20140305000000,2011,Straatweg 30 Breukelen,"POLYGON ((129871.099836066 463258.841147541,129873.722786885 463254.08704918,129883.092172609 463258.62534539,129880.60200316401 463263.443759729,129871.099836066 463258.841147541))"
Stichtse Vecht,G1904,0311100000009451,Bouwvergunning verleend,2008.08.03191/211,20090120000000,2009,Breukelerwaard 3 Breukelen,"POLYGON ((127238.233984169 465490.391609499,127255.384379947 465485.378416887,127264.883060686 465521.526174143,127246.149551451 465526.011662269,127238.233984169 465490.391609499))"
Stichtse Vecht,G1904,0333100000016678,Sloopvergunning verleend,9/029,20090327000000,1954,Oostwaard 4a Oud Zuilen,"POLYGON ((132794.751 460725.776,132788.892 460728.09,132785.344 460719.105,132791.203 460716.792,132794.751 460725.776))"
Stichtse Vecht,G1904,1904100000039421,Bouwvergunning verleend,1141507.out,20140102000000,2014,Nigtevechtseweg 9 Vreeland,"POLYGON ((130483.82142857101 471797.76025974,130466.451298701 471800.357662338,130459.795454545 471759.61090909096,130477.32792207801 471756.688831169,130483.82142857101 471797.76025974))"
Stichtse Vecht,G1904,1904100000038736,Bouwvergunning verleend,1121698.out,20111220000000,2012,Heicop 14 Kockengen,"POLYGON ((124965.99593481 462280.54626819206,124968.701981771 462281.694677822,124968.124360465 462283.102936047,124965.435406977 462282.012819767,124965.99593481 462280.54626819206))"
Stichtse Vecht,G1904,1904100000038759,Bouwvergunning verleend,1123792.OUT/G1,20120203000000,2012,Portengen 103 Kockengen,"POLYGON ((124636.122257689 465143.644209181,124633.76586077 465148.55419478397,124635.27434782601 465149.143478261,124632.79395332301 465154.672911388,124622.44826087 465149.79565217404,124625.056956522 465144.252173913,124631.252608696 465147.07826087,124633.327766053 465142.27535983804,124636.122257689 465143.644209181))"
Stichtse Vecht,G1904,1904100000040397,Sloopvergunning verleend,BAG/AV-2361,20180709000000,2005,Zandpad 22 Nieuwersluis,"POLYGON ((129870.505 466710.793,129870.102 466707.756,129872.522 466707.435,129872.411 466706.603,129872.847 466706.545,129872.958 466707.377,129875.228 466707.076,129875.631 466710.113,129870.505 466710.793))"
Stichtse Vecht,G1904,1904100000041304,Bouwvergunning verleend,1191359.out,20180227000000,2018,Ter Aaseweg 4 Nieuwer Ter Aa,"POLYGON ((127844.586341116 466799.394605005,127841.925408805 466749.03389937105,127859.787044025 466747.524465409,127863.057484277 466798.342075472,127844.586341116 466799.394605005))"
Stichtse Vecht,G1904,1904100000041498,Bouwvergunning verleend,1195781.out,20180716000000,2018,Dreef 21 Kockengen,"POLYGON ((125043.630597062 462472.827837754,125044.707647126 462470.158626726,125048.781706064 462471.797615954,125047.79831252802 462474.419998718,125043.630597062 462472.827837754))"
Stichtse Vecht,G1904,1904100000038205,Bouwvergunning verleend,1196297.out,20180727000000,2018,Diependaalsedijk 35 Maarssen,"POLYGON ((130959.796650003 462305.144717553,130954.035060599 462296.66789636103,130967.565738634 462287.69254659803,130972.818333526 462296.66548177105,130959.796650003 462305.144717553))"
Stichtse Vecht,G1904,0333100000020908,Sloopvergunning verleend,1171635/OVX/MK 1,20160706000000,1982,Westbroekse Binnenweg 42aC57 Tienhoven,"POLYGON ((134850.649 461621.671,134849.134 461619.606,134850.761 461618.546,134852.171 461620.56,134850.649 461621.671))"
Stichtse Vecht,G1904,1904100000040560,Bouwvergunning verleend,1168554/WG 1,20160412000000,2016,Scheendijk 13 16 Breukelen,"POLYGON ((130235.592756359 465707.678283376,130237.998507081 465707.78025618906,130237.974607517 465710.383773776,130235.549239361 465710.382554002,130235.592756359 465707.678283376))"
Stichtse Vecht,G1904,1904100000040132,Bouwvergunning verleend,BAG/AC-1552,20150817000000,2015,Zuilenselaan 4 Oud Zuilen,"POLYGON ((133214.27474985598 459961.175476402,133216.43423789498 459957.301311813,133218.389494339 459958.457594136,133216.197483393 459962.32337702,133214.27474985598 459961.175476402))"
Stichtse Vecht,G1904,0311100000003994,Sloopvergunning verleend,1129448.out,20120829000000,1963,Dannegracht 16 Breukelen,"POLYGON ((128852.728 464916.845,128854.097920898 464917.522124188,128856.574 464918.746,128853.286999941 464925.398,128855.04299986 464926.267000006,128852.505000206 464931.403999981,128846.90200028 464928.634999976,128852.728 464916.845))"
Stichtse Vecht,G1904,1904100000041345,Bouwvergunning verleend,1193740.out,20180507000000,2018,Klokjeslaan 45 Maarssen,"POLYGON ((131138.634735714 462135.637420216,131136.64264709802 462133.866674779,131140.07346638202 462130.54652708606,131142.102445528 462132.427944112,131138.634735714 462135.637420216))"
Stichtse Vecht,G1904,1904100000040694,Bouwvergunning verleend,BAG/AC-1865,20161010000000,2016,Spechtenkamp 417 Maarssen,"POLYGON ((129720.226574686 461286.98828831495,129721.82638054901 461286.010137039,129723.496091668 461288.631195191,129721.97414511601 461289.64940945804,129720.226574686 461286.98828831495))"
Stichtse Vecht,G1904,0329100000000292,Bouw gestart,BAG/WFS-2318,20180515000000,2009,Chris Schutweg 12 Loenen aan de Vecht,"POLYGON ((129601.565922095 469191.89626561804,129606.198222684 469192.88415726,129605.679544834 469194.966808377,129601.052882548 469194.051364606,129601.565922095 469191.89626561804))"
Stichtse Vecht,G1904,0329100000000286,Bouw gestart,BAG/WFS-2318,20180515000000,2009,Chris Schutweg 8 Loenen aan de Vecht,"POLYGON ((129608.325 469159.965,129612.880302637 469160.68537231,129612.107482345 469163.86252240196,129607.795 469163.098,129608.325 469159.965))"
Stichtse Vecht,G1904,0329100000001348,Bouw gestart,BAG/WFS-2318,20180515000000,2009,Ligtelijnweg 1 Loenen aan de Vecht,"POLYGON ((129415.02 469129.416,129406.516353746 469129.425442103,129406.382181245 469125.72601832304,129414.875 469125.418,129415.02 469129.416))"
Stichtse Vecht,G1904,0329100000001382,Bouw gestart,BAG/WFS-2318,20180515000000,2009,Ligtelijnweg 19 Loenen aan de Vecht,"POLYGON ((129425.080795634 469190.849850182,129425.201797801 469196.128146124,129422.273643281 469196.23412342,129422.082701114 469190.958357754,129425.080795634 469190.849850182))"
Stichtse Vecht,G1904,0329100000001388,Bouw gestart,BAG/WFS-2318,20180515000000,2009,Ligtelijnweg 23 Loenen aan de Vecht,"POLYGON ((129434.577617117 469206.061153788,129428.161508081 469206.414935243,129428.058419436 469203.569261823,129434.478917453 469203.336662402,129434.577617117 469206.061153788))"
Stichtse Vecht,G1904,0329100000000289,Bouw gestart,BAG/WFS-2318,20180515000000,2009,Chris Schutweg 10 Loenen aan de Vecht,"POLYGON ((129604.679 469174.738,129609.960759309 469175.712433558,129609.273807938 469178.460239043,129604.179 469177.695,129604.679 469174.738))"
Stichtse Vecht,G1904,1904100000041416,Bouwvergunning verleend,1194619.out,20180608000000,2018,Oud Over 111ws Loenen aan de Vecht,"POLYGON ((130669.10759933901 469585.46400656103,130668.335434637 469583.09913608205,130672.330198419 469581.564163189,130673.178201933 469584.16831847205,130669.10759933901 469585.46400656103))"
Stichtse Vecht,G1904,1904100000040437,Bouwvergunning verleend,1164865/RDR/PS 1,20160105000000,2016,Scheendijk 16 39 Breukelen,"POLYGON ((130085.30100001 465878.16000000003,130085.271203543 465874.663867084,130087.58858230601 465874.64411676704,130087.425443561 465878.16000000003,130085.30100001 465878.16000000003))"
