FID,dtb_id,objecttekst,datummutatie,datumopname,muteerder,status,objectcode,datuminwin,inwinner,oudedbwaarde,soort,type,datumaanleg,niveau,hyperlink,onderhouder,beheerder,eigenaar,tekening,photo,gisobjid,systeemdeel,beheerobject,element,bouwdeel,datum_vervallen,se_anno_cad_data,boom_id,gdb_geomattr_data,shape
groen_punten.972,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185733,,,gr,,,,41185733,,POINT (246056.5524000004 474671.2426000014)
groen_punten.973,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184869,,,gr,,,,41184869,,POINT (246068.34039999917 474670.78810000047)
groen_punten.974,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185696,,,gr,,,,41185696,,POINT (246363.87700000033 474575.6303999983)
groen_punten.975,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185207,,,gr,,,,41185207,,POINT (246462.08199999854 474566.9582999982)
groen_punten.976,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184741,,,gr,,,,41184741,,POINT (246476.30299999937 474567.25079999864)
groen_punten.977,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185706,,,gr,,,,41185706,,POINT (246529.49480000138 474564.19640000165)
groen_punten.978,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185518,,,gr,,,,41185518,,POINT (246534.57470000163 474563.7628999986)
groen_punten.979,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184876,,,gr,,,,41184876,,POINT (246562.50820000097 474563.27329999954)
groen_punten.980,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185428,,,gr,,,,41185428,,POINT (246568.56789999828 474562.9582999982)
groen_punten.981,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185268,,,gr,,,,41185268,,POINT (246601.15359999985 474562.0522999987)
groen_punten.982,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185283,,,gr,,,,41185283,,POINT (246634.91440000013 474560.93569999933)
groen_punten.983,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184773,,,gr,,,,41184773,,POINT (248898.67650000006 474461.22989999875)
groen_punten.984,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41189636,,,gr,,,,41189636,,POINT (248919.57389999926 474459.6497000009)
groen_punten.985,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (148726.32299999893 441609.131000001)
groen_punten.986,,,,,,,,,,,0,,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (146367.92300000042 442136.6710000001)
groen_punten.987,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185434,,,gr,,,,41185434,,POINT (248407.77789999917 474499.12209999934)
groen_punten.988,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41189643,,,gr,,,,41189643,,POINT (248530.5223999992 474510.5667000003)
groen_punten.989,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184605,,,gr,,,,41184605,,POINT (248730.55559999868 474476.1317999996)
groen_punten.990,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185578,,,gr,,,,41185578,,POINT (245683.65630000085 474687.75079999864)
groen_punten.991,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185895,,,gr,,,,41185895,,POINT (245693.63960000128 474687.28920000046)
groen_punten.992,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185217,,,gr,,,,41185217,,POINT (245795.13340000063 474580.66160000116)
groen_punten.993,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41189642,,,gr,,,,41189642,,POINT (245917.1598000005 474584.9334000014)
groen_punten.994,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185917,,,gr,,,,41185917,,POINT (245935.35770000145 474583.8482000008)
groen_punten.995,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185180,,,gr,,,,41185180,,POINT (245993.57880000025 474580.75079999864)
groen_punten.996,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212994.60759999976 463747.2670999989)
groen_punten.997,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212658.5196999982 463776.7113999985)
groen_punten.998,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213048.77899999917 463778.66699999943)
groen_punten.999,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213078.34200000018 463786.2580000013)
groen_punten.1000,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213016.1286999993 463750.7608000003)
groen_punten.1002,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213101.1528000012 463765.2470000014)
groen_punten.1003,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213009.99340000004 463768.2415000014)
groen_punten.1004,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213038.12090000138 463754.4637000002)
groen_punten.1005,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213094.1671999991 463764.1435999982)
groen_punten.1006,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213111.52380000055 463800.12530000135)
groen_punten.1007,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212678.44139999896 463779.16429999843)
groen_punten.1008,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213045.9312000014 463755.72670000046)
groen_punten.1009,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212982.98699999973 463767.5390999988)
groen_punten.1010,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213101.41939999908 463797.93360000104)
groen_punten.1011,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213061.7782999985 463788.39880000055)
groen_punten.1012,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213098.1719999984 463791.381000001)
groen_punten.1013,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212662.89310000092 463777.5687999986)
groen_punten.1014,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213012.27749999985 463776.0498000011)
groen_punten.1015,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213072.1570999995 463791.1876000017)
groen_punten.1016,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213088.55669999868 463788.7822000012)
groen_punten.1017,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213052.08960000053 463785.5368000008)
groen_punten.1018,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213038.97100000083 463775.8627999984)
groen_punten.1019,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213067.33669999987 463759.43459999934)
groen_punten.1020,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213052.83300000057 463756.7558999993)
groen_punten.1021,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213023.65139999986 463751.9651999995)
groen_punten.1022,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212653.0326000005 463775.7190999985)
groen_punten.1023,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212660.49749999866 463777.0256000012)
groen_punten.1024,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184562,,,gr,,,,41184562,,POINT (245703.87889999896 474687.9274000004)
groen_punten.1025,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212819.74980000034 463817.63749999925)
groen_punten.1026,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213091.9114000015 463795.6180999987)
groen_punten.1027,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213074.0474999994 463760.66259999946)
groen_punten.1028,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212694.66360000148 463781.89620000124)
groen_punten.1029,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213029.36070000008 463773.3847000003)
groen_punten.1030,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212684.51000000164 463780.45219999924)
groen_punten.1031,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (223474.9140000008 464705.4510000013)
groen_punten.1032,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (223461.9919999987 464705.4459999986)
groen_punten.1033,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (223459.75600000098 464705.3520000018)
groen_punten.1034,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242765.8139999993 473629.1400000006)
groen_punten.1035,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242774.48200000077 473633.46599999815)
groen_punten.1036,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242780.53200000152 473635.9990000017)
groen_punten.1037,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242802.51900000125 473647.80000000075)
groen_punten.1038,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242797.2650000006 473644.743999999)
groen_punten.1039,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242788.4910000004 473640.3539999984)
groen_punten.1040,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245517.07030000165 474577.63529999927)
groen_punten.1041,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (248809.7950000018 474468.09860000014)
groen_punten.1042,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (244971.7864000015 474571.94640000165)
groen_punten.1043,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41184864,,,gr,,,,41184864,,POINT (245575.0348000005 474663.0485999994)
groen_punten.1044,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245083.57759999856 474573.1693999991)
groen_punten.1045,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245103.00329999998 474572.76579999924)
groen_punten.1046,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245511.04800000042 474577.2740000002)
groen_punten.1047,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245055.9701000005 474572.9545999989)
groen_punten.1048,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (246144.51199999824 474578.1777999997)
groen_punten.1049,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245513.47520000115 474577.7014000006)
groen_punten.1050,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185525,,,gr,,,,41185525,,POINT (245643.3739 474686.51260000095)
groen_punten.1051,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (244974.24450000003 474572.2263999991)
groen_punten.1052,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245116.21719999984 474572.43659999967)
groen_punten.1053,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (244842.92960000038 474569.9684999995)
groen_punten.1054,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245074.4373999983 474573.15129999816)
groen_punten.1055,,,,,,,,,,,Zomereik,Boom,,,,RWS,RWS,RWS,,,41196943,,,gr,,,,41196943,,POINT (243234.1138000004 473989.73530000076)
groen_punten.1056,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (246138.62570000067 474577.79129999876)
groen_punten.1057,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (245064.91710000113 474572.96009999886)
groen_punten.1058,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (220299.73750000075 464607.1889999993)
groen_punten.1059,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (220918.01889999956 464624.39009999856)
groen_punten.1060,,,,,,,,,,,Zomereik,Boom,,,,RWS,RWS,RWS,,,41197288,,,gr,,,,41197288,,POINT (244488.89460000023 474565.63439999893)
groen_punten.1061,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (221255.57470000163 464642.27320000157)
groen_punten.1062,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (251768.1462999992 473973.8520000018)
groen_punten.1063,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (228054.05600000173 465206.24920000136)
groen_punten.1064,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (229826.14820000157 466934.91230000183)
groen_punten.1065,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (251774.7597000003 473967.7456)
groen_punten.1066,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (224968.1895999983 464631.49020000175)
groen_punten.1067,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (226672.24859999865 464682.47989999875)
groen_punten.1068,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (225538.75600000098 464603.71400000155)
groen_punten.1069,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (224951.2890000008 464631.9327000007)
groen_punten.1070,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234631.45369999856 470669.5764000006)
groen_punten.1071,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (236444.79800000042 471271.12790000066)
groen_punten.1072,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,41185095,,,gr,,,,41185095,,POINT (244772.85799999908 474569.25510000065)
groen_punten.1073,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234793.5348000005 470762.40630000085)
groen_punten.1074,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234672.43499999866 470694.19509999827)
groen_punten.1075,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234788.11930000037 470759.97140000015)
groen_punten.1076,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234814.59939999878 470773.85119999945)
groen_punten.1077,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234798.6997999996 470765.3958999999)
groen_punten.1078,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (235200.2375999987 470941.1011000015)
groen_punten.1079,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234803.59270000085 470768.0267000012)
groen_punten.1080,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234782.45100000128 470756.497299999)
groen_punten.1081,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (235383.66750000045 470999.51999999955)
groen_punten.1082,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234698.58529999852 470709.43769999966)
groen_punten.1083,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234703.63430000097 470712.877700001)
groen_punten.1084,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234620.30480000004 470662.77699999884)
groen_punten.1085,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234777.41310000047 470754.05380000174)
groen_punten.1086,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234809.7511 470771.21079999954)
groen_punten.1087,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234662.02490000054 470688.433699999)
groen_punten.1088,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234819.70100000128 470776.3568000011)
groen_punten.1089,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234883.13749999925 470808.7463000007)
groen_punten.1090,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (243236.61360000074 473914.813000001)
groen_punten.1091,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (243195.21829999983 473886.76579999924)
groen_punten.1092,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234657.01830000058 470685.1235000007)
groen_punten.1093,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242999.17489999905 473766.56529999897)
groen_punten.1094,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (238327.11989999935 471749.70710000023)
groen_punten.1095,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (241346.18820000067 473034.13060000166)
groen_punten.1096,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242993.11679999903 473762.86879999936)
groen_punten.1097,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (242987.03009999916 473759.1693000011)
groen_punten.1098,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (238733.67020000145 471871.2091999985)
groen_punten.1099,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234647.39299999923 470679.1937999986)
groen_punten.1100,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234693.82349999994 470706.70589999855)
groen_punten.1101,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234770.42339999974 470750.2723999992)
groen_punten.1102,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (234616.2976000011 470660.2736000009)
groen_punten.1103,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (238337.6442000009 471753.92229999974)
groen_punten.1104,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (236453.22239999846 471273.7646000013)
groen_punten.1105,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (213276.14699999988 463816.2729999982)
groen_punten.1106,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (212956.24599999934 463741.4935000017)
groen_punten.1107,,,,,,,,,,,,Boom,,,,Niet bekend,Niet bekend,Niet bekend,,,,,,gr,,,,,,POINT (241165.06120000035 474484.8839999996)
groen_punten.1108,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (247527.3114 474549.89350000024)
groen_punten.1109,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (246317.9450000003 474598.6950000003)
groen_punten.1110,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212992.44999999925 463770.2100000009)
groen_punten.1111,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212985.03799999878 463761.21400000155)
groen_punten.1112,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (226717.0709999986 464690.3676000014)
groen_punten.1113,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213008.83619999886 463749.55739999935)
groen_punten.1114,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213108.11630000174 463793.8467999995)
groen_punten.1115,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213032.35799999908 463780.68400000036)
groen_punten.1116,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213107.99929999933 463766.3066000007)
groen_punten.1117,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213019.48000000045 463770.8289999999)
groen_punten.1118,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213068.64620000124 463783.3319000006)
groen_punten.1119,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213060.18129999936 463758.3854999989)
groen_punten.1120,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213086.9860999994 463762.932599999)
groen_punten.1121,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213022.48939999938 463778.26480000094)
groen_punten.1122,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212665.78510000184 463777.75349999964)
groen_punten.1123,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213081.74639999866 463793.46079999954)
groen_punten.1124,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213080.22960000113 463761.73310000077)
groen_punten.1125,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213058.97529999912 463781.0854000002)
groen_punten.1126,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213030.92020000145 463753.34120000154)
groen_punten.1127,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212673.9354000017 463778.97569999844)
groen_punten.1128,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (212996.87680000067 463765.0042999983)
groen_punten.1129,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (213002.51350000128 463772.8533000015)
groen_punten.1130,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (238860.29289999977 486367.73099999875)
groen_punten.1131,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (238870.29030000046 486299.72260000184)
groen_punten.1132,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (238863.33089999855 486354.4846000001)
groen_punten.1133,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (238863.60300000012 486268.54410000145)
groen_punten.1134,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (238870.4560999982 486304.59699999914)
groen_punten.1135,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (240302.99020000175 479954.9257000014)
groen_punten.1136,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (239666.6235000007 482653.308699999)
groen_punten.1137,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (239660.79879999906 482671.19110000134)
groen_punten.1138,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (239654.9354000017 482665.6279999986)
groen_punten.1139,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (239657.7736000009 482656.51579999924)
groen_punten.1140,,,,,,,,,,,,Boom,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (240316.32779999822 479936.64559999853)
groen_punten.1141,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45386602,,,gr,,,,45386602,,POINT (251869.89139999822 474086.1644000001)
groen_punten.1142,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45387694,,,gr,,,,45387694,,POINT (251864.6262000017 474023.007100001)
groen_punten.1143,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45384584,,,gr,,,,45384584,,POINT (251764.2190000005 474102.15729999915)
groen_punten.1144,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45173855,,,gr,,,,45173855,,POINT (251916.96200000122 474088.9990000017)
groen_punten.1145,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45173553,,,gr,,,,45173553,,POINT (250525.2190000005 474294.5370000005)
groen_punten.1146,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45384585,,,gr,,,,45384585,,POINT (251773.3916000016 474100.67980000004)
groen_punten.1147,,,,,,,,,,,Niet bekend,Boom,,,,RWS,RWS,RWS,,,45387692,,,gr,,,,45387692,,POINT (251867.44949999824 474022.5844999999)
