FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
brug_vast.8,227976,584881,186,07C 104,07C-104,07C-104-01,naam onbekend,Brug over het Aduarderdiep,Brug (vast),Droog,HWN,N355,,227.976,584.881,1937,07C-104-00,884,Onbekende dienst/Niet Rijkswaterstaat,884,,,POINT (227976 584881)
brug_vast.9,225900,579467,187,Munnikesloot,07C-106,07C-106-01,Munnikesloot,Noordelijke brug (HRL) over de Munnikesloot,Brug (vast),Droog,HWN,A7,in RW,225.9,579.467,1957,07C-106-00,1687,RWS NN / NN District Oost,1687,,,POINT (225900 579467)
brug_vast.18,136274,553591,262,De Vlieter,09H-300,09H-300-01,De Vlieter,Voetgangersbrug over de Afsluitdijk te De Vlieter,Brug (vast),Droog,HWN,A7,over RW,136.274,553.591,1965,09H-300-00,1675,RWS MN / MN District Noord,1675,,,POINT (136274 553591)
brug_vast.23,151027,565146,271,Lorentzsluizen,10B-001,10B-00112,Lorentzsluizen,Fietsbrug over de vierde uitwateringssluis,Brug (vast),Nat,HVWN,,,151.027,565.146,1974,10B-352-00,1675,RWS MN / MN District Noord,1675,,,POINT (151027 565146)
brug_vast.24,151197,565190,272,Lorentzsluizen,10B-001,10B-00113,Lorentzsluizen,Fietsbrug over de vijfde uitwateringssluis,Brug (vast),Nat,HVWN,,,151.197,565.19,1974,10B-353-00,1675,RWS MN / MN District Noord,1675,,,POINT (151197 565190)
brug_vast.29,189850,553886,322,Haskerbrêge,11C-001,11C-001-03,Heeresloot,Zuidelijke brug (HRR) over de Heeresloot,Brug (vast),Droog,HWN,A7,in RW,189.85,553.886,1998,11C-106-00,1686,RWS NN / NN District West,1686,,,POINT (189850 553886)
brug_vast.32,205220,568970,333,Houdmare,11E-001,11E-001-05,Brug A7 ri Gr - N31 ri Lwarden,Brug over het afwateringskanaal in de afrit A7-N31 richting Leeuwarden,Brug (vast),Droog,HWN,A7,in RW,205.22,568.97,2004,11E-001-00,1686,RWS NN / NN District West,1686,,,POINT (205220 568970)
brug_vast.33,205290,569040,334,Houdmare,11E-001,11E-001-06,Brug N31 Oosterw ri A7 Gr,Brug over het afwateringskanaal in de afrit N31 Oosterwolde - A7 Groningen,Brug (vast),Droog,HWN,N31,in RW,205.29,569.04,2004,11E-001-00,1686,RWS NN / NN District West,1686,,,POINT (205290 569040)
brug_vast.46,132089,550033,448,Stevinsluizen,14E-001,14E-00112,,Fietsbrug over de tweede uitwateringssluis,Brug (vast),Nat,HVWN,,,132.089,550.033,1974,09H-350-00,1675,RWS MN / MN District Noord,1675,,,POINT (132089 550033)
brug_vast.47,132229,550140,449,Stevinsluizen,14E-001,14E-00113,,Fietsbrug over de derde uitwateringssluis,Brug (vast),Nat,HVWN,,,132.229,550.14,1974,09H-351-00,1675,RWS MN / MN District Noord,1675,,,POINT (132229 550140)
brug_vast.51,131948,549926,455,Stevinsluizen,14E-001,14E-00111,,Fietsbrug over de eerste uitwateringssluis,Brug (vast),Nat,HVWN,,,131.948,549.926,1974,14E-351-00,1675,RWS MN / MN District Noord,1675,,,POINT (131948 549926)
brug_vast.62,249089,527343,575,Brug over het Drostendiep,17G-104,17G-104-01,Brug over het Drostendiep,Brug over het Drostendiep in de Ontsluitingsweg,Brug (vast),Droog,HWN,,niet RW,249.089,527.343,1995,17G-104-00,884,Onbekende dienst/Niet Rijkswaterstaat,884,,,POINT (249089 527343)
brug_vast.64,253010,531460,586,Sleenerstroom,17H-304,17H-304-01,Sleenerstroom,Brug over de Sleenerstroom,Brug (vast),,,N34,,253.01,531.46,1969,17H-304-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (253010 531460)
brug_vast.65,251056,527332,588,Veenstukken,17H-308,17H-308-02,Veenstukken,Noordelijke brug (HRL) over de Verlengde Hoogeveensche Vaart,Brug (vast),Droog,HWN,A37,in RW,251.056,527.332,2006,17H-308-00,1687,RWS NN / NN District Oost,1687,,,POINT (251056 527332)
brug_vast.73,260946.00000000003,528395,610,Oranjekanaal,18C-300,18C-300-02,Oranjekanaal,Noordelijke brug (HRL) over het Oranjekanaal,Brug (vast),Droog,HWN,A37,in RW,260.946,528.395,2006,18C-300-00,1687,RWS NN / NN District Oost,1687,,,POINT (260946 528395)
brug_vast.80,113950,507880,642,Kogerpolderbrug,19D-102,19D-102-01,Kogerpolderbrug,Zuidelijke aanbrug,Brug (vast),Droog,HWN,????,,113.95,507.88,1958,19D-102-00,885,PROVINCIE,885,,,POINT (113950 507880)
brug_vast.82,113950,507880,644,Kogerpolderbrug,19D-102,19D-102-03,Kogerpolderbrug,Noordelijke aanbrug,Brug (vast),Droog,HWN,????,,113.95,507.88,1958,19D-102-00,885,PROVINCIE,885,,,POINT (113950 507880)
brug_vast.87,183698,517794,692,Schokkertocht,21A-307,21A-307-01,Schokkertocht,Brug in de rijksweg over de Schokkertocht,Brug (vast),Droog,HWN,N50,,183.698,517.794,,21A-307-00,1675,RWS MN / MN District Noord,1675,,,POINT (183698 517794)
brug_vast.101,112791,487891,820,Osdorperweg,25B-124,25B-124-01,Osdorperweg,Brug over de Osdorpervaart,Brug (vast),Droog,HWN,A5,in RW,112.791,487.891,2012,25B-124-01,1666,RWS WNN / WNN District Zuid,1666,,,POINT (112791 487891)
brug_vast.123,112160,486962,886,Ringvaart,25D-175,25D-175-01,Lijnderdijk,Brug over de Ringvaart van de Haarlemmermeer,Brug (vast),Droog,HWN,A5,in RW,112.16,486.962,2012,25D-175-01,1666,RWS WNN / WNN District Zuid,1666,,,POINT (112160 486962)
brug_vast.146,240040,480860,1130,Vredesbrug,28G-102,28G-102-01,Vredesbrug,Brug over het Twenthekanaal,Brug (vast),Nat,HVWN,,,240.04,480.86,1949,28G-102-00,883,Nog niet bekend/Nog niet bekend,883,,,POINT (240040 480860)
brug_vast.147,240033,480885,1131,Vredesbrug,28G-102,28G-102-02,Vredesbrug,Brug over het Twentekanaal,Brug (vast),Nat,HVWN,,,240.033,480.885,1931,28G-102-00,1678,RWS ON / ON District Oost,1678,,,POINT (240033 480885)
brug_vast.163,86187,453907,1222,30G 172,30G-172,30G-172-01,Ontwerp,geen omschrijving,Brug (vast),Droog,HWN,A4,,86.187,453.907,,30G-172-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (86187 453907)
brug_vast.186,91230,458035,1269,Weegsloot,30H-001,30H-001-02,Weegsloot,Brug over de Weegsloot in de parallelweg,Brug (vast),Droog,HWN,,niet RW,91.23,458.035,1948,30H-130-00,1217,n.v.t.,1217,,,POINT (91230 458035)
brug_vast.199,94075,460863,1293,Vrouwenvaart,30H-127,30H-127-01,Vrouwenvaart,Duiker in de Vrouwenvaart,Brug (vast),Droog,HWN,,niet RW,94.075,460.863,1953,30H-127-00,1217,n.v.t.,1217,,,POINT (94075 460863)
brug_vast.201,101398,459906,1297,Brug Oostvaart,30H-146,30H-146-01,Oostervaart brug,Brug over de Oostvaart,Brug (vast),Droog,HWN,N11,in RW,101.398,459.906,1995,30H-146-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (101398 459906)
brug_vast.207,101750,459950,1336,KW 11-18,31C-107,31C-107-01,Ontwerp KW 11-18,Brug over Papenvaart,Brug (vast),Droog,HWN,N11,in RW,101.75,459.95,,31C-107-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (101750 459950)
brug_vast.208,102904,459829,1337,KW 11-19b,31C-108,31C-108-01,KW 11-19b,Brug in de Leidse Schouw,Brug (vast),Droog,HWN,,niet RW,102.904,459.829,1987,31C-108-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (102904 459829)
brug_vast.211,119100,453600,1356,Zwarte Dijkje,31D-008,31D-008-05,naam onbekend,Brug in landbouwweg tussen noordelijke en zuidelijke rijbaan,Brug (vast),Droog,HWN,A12,niet RW,119.1,453.6,1935,31D-337-00,1676,RWS MN / MN District Zuid,1676,,,POINT (119100 453600)
brug_vast.214,110600,453550,1373,Spokersbrug,31D-331,31D-331-01,Spokersbrug,Brug vanaf Goudsestraatweg Nespad,Brug (vast),Droog,HWN,????,,110.6,453.55,,31D-331-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (110600 453550)
