Ministerie;Leverancier;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
BZK;Anoniem_BZK_73;;;;;;1;1
BZK;Anoniem_BZK_76;;;;;;1;1
BZK;Anoniem_BZK_78;;;;;;1;1
BZK;Anoniem_BZK_79;;;;;;1;1
BZK;Antea Nederland B.V.;;;;;3;;3
BZK;Antiquariaat Alfa Haganum;;1;;;;;1
BZK;Antiqueriaat W. de Goeij;;1;;;;;1
BZK;ANWB B.V.;;1;;;;;1
BZK;Argenta Consult;;;;;;1;1
BZK;Asset Health Dynamics B.V.;;;;;;2;2
BZK;Atos Nederland B.V.;;;;;;2;2
BZK;Audax Publishing B.V.;;1;;;;;1
BZK;Automotive Publishing B.V.;;;;;;2;2
BZK;AV Brothers B.V.;;;;;1;;1
BZK;AV&G B.V.;;;;;2;;2
BZK;Awor Coaching en Ontwikkeling BV;;;;;;2;2
BZK;B & T Expo Consultants;;;;;1;;1
BZK;B.V. Algemeen Nederlands Persbureau ANP;;;;;;2;2
BZK;B+B Vakmedianet B.V.;;1;;;;1;1
BZK;B2Bakery B.V.;;;;;1;;1
BZK;Baker Tilly (Netherlands) N.V.;;;;;;4;4
BZK;Balance B.V.;;;1;;;;1
BZK;Baljet Groep Events & Facility;;;;;;1;1
BZK;Bart Hoogveld beeldredactie & fotografie;;;;;;1;1
BZK;Bart Maat Fotografie;;;;;;1;1
BZK;Bart Versteeg fotograaf;;;;;;1;1
BZK;BDUmedia;;;;;;1;1
BZK;Bedrijfsbureau RSC B.V.;;1;;;;;1
BZK;BeeCeePee Holding B.V.;;1;;;;;1
BZK;Begeleider van Verandering;;;;;;1;1
BZK;Beroepsver. van Professionals in Sociaal Werk;;1;;;;;1
BZK;Best Secretariaat;;;;;;1;1
BZK;BKB;;;;;;1;1
BZK;Blauw Research B.V.;;;;;;2;2
BZK;BNH B.V.;;;;;;1;1
BZK;Bobbe International B.V.;;4;;;;1;4
BZK;bol.com B.V.;;1;;;;;1
BZK;Boom uitgevers Den Haag;;1;;;;;1
BZK;bosIP;;;;;;1;1
BZK;Bourgonje Geluid- en Lichtservice B.V.;;;;;7;;7
BZK;Brederode Expo B.V.;;;;;2;;2
BZK;Broekhuizen Communicatie;;;;;;2;2
BZK;Budgetgift.nl B.V.;;;;;;1;1
BZK;"Bureau ""Mevrouw de Voorzitter""";;;;;;1;1
BZK;Bureau Personal Development B.V.;;;;;;1;1
BZK;BureauTekst B.V.;;;;;;1;1
BZK;Buro BRAND Creative Factory B.V.;;;;;;1;1
BZK;Business Nieuws Holding B.V.;;;;;;2;2
BZK;BySpeech;;;;;;2;2
BZK;CAOP;;;;;3;1;4
BZK;Centraal Bureau voor Genealogie;;1;;;;;1
BZK;Charmaine Alberto;;;;;;1;1
BZK;Chev-A;;;;;2;;2
BZK;chriskesting.nl;;;;;;1;1
BZK;CNV Jongeren;;;;;1;;1
BZK;Coform B.V.;;;;;;1;1
BZK;Connected Information Systeem B.V.;;;;;;1;1
BZK;Connected Information Systems B.V.;;1;;;;1;1
BZK;ConnectTools B.V.;;;;;;1;1
BZK;Context creative studio;;;;;;1;1
BZK;Cooper Productions;;;;;;2;2
BZK;Coosto B.V.;;;;;;1;1
BZK;Coprose;;;;;;2;2
BZK;CopyShop BV.;;;;;;1;1
BZK;Corporate Travel Association;;1;;;;;1
BZK;Correctbook Europe B.V.;;;;;;1;1
BZK;Cre-Aid B.V.;;;;;;1;1
BZK;Crux Creaties;;;;;1;;1
BZK;Crystal Clear Translations;;;1;;;1;1
BZK;CS Opleidingen B.V.;;1;;;;;1
BZK;Cue Creative;;;;;1;;1
BZK;Cyber4Board B.V.;;;;;1;;1
BZK;Dankers & Frank;;1;;;;;1
BZK;DataAngels;;;;;2;;2
BZK;De Bankarie;;;;;;1;1
BZK;De Beeldunie;;;;;;1;1
BZK;De Broodfabriek;;;;;3;;3
BZK;De Galan Groep B.V.;;;;;1;;1
BZK;De Haagse Boekerij;;1;;;;;1
BZK;De Mevrouw Schrijft;;;;;;1;1
BZK;De Nieuwe Lijn B.V.;;;;;;3;3
BZK;De Ontwikkelgroep;;;;;;2;2
BZK;de Persgroep Nederland B.V.;;1;;;;;1
BZK;De Resolutie Rijswijk B.V.;;;;;1;;1
BZK;De Speld B.V.;;;;;;1;1
BZK;De Stadstuin I B.V.;;;;;1;;1
BZK;De Taalamazone;;;;;1;;1
BZK;De Toezichtsfluisteraar;;;;;1;;1
BZK;De Verandermotor;;;;;1;;1
BZK;De Vlas Transport B.V.;;;;;1;;1
BZK;De Volkskrant B.V.;;1;;;;;1
BZK;Den Bosch Evenementen B.V.;;;;;1;;1
BZK;den Heijer Uitgeverij;;;;;;1;1
BZK;Denkschets.nl;;;;;;1;1
BZK;Design Society (Fond);;;;;1;;1
BZK;Dezember;;;;;;1;1
BZK;Dialoog Tekstbur;;;;;;2;2
BZK;DNV GL Business Assurance;;1;;;;;1
BZK;Dokkumer Vlaggen Centrale B.V.;;;;;;1;1
BZK;DPG Media B.V.;;;;;;2;2
BZK;DPI;;;;;;3;3
BZK;Drents Prehistorische Vereniging;;1;;;;;1
BZK;Drukkerij Tripiti;;;;;;1;1
BZK;Drukland .nl/Simian B.V.;;;;1;;;1
BZK;Duel B.V.;;;;;;2;2
BZK;DUTCH GIRAFFE;;;;;;1;1
BZK;Dzjeng;;;;;1;;1
BZK;easy2rent B.V.;;;;;;1;1
BZK;Effect Business Events B.V.;;;;;2;;2
BZK;Emergentie;;;;;1;;1
BZK;EMMA Communicatie B.V.;;;;;;5;5
BZK;Employee Performance Group B.V.;;;;;;5;5
BZK;Epidemic Sound, Netherlands Branch;;;;;;2;2
BZK;ER;;;;;;2;2
BZK;Erasmus Universiteit Rotterdam;;;;;;1;1
BZK;Eric Burgers Tekst & Redactie;;;;;;1;1
BZK;Erik Jansen Fotografie;;;;;;2;2
BZK;Et Emergo;;1;;;;;1
BZK;Eurotext Vertaalbureau Leidschendam;;;;;;1;1
BZK;Evariste Producties;;;;;;1;1
BZK;Evite Services B.V.;;;;;1;;1
BZK;F.W. Advies B.V.;;1;;;;2;2
BZK;Filosofisch leerhuis Fiat lux;;;;;1;;1
BZK;firMM information/service design B.V.;;;;;;6;6
BZK;Fotografie : Paul Voorham;;;;;;1;1
BZK;FourSmileys;;1;;;;;1
BZK;Funk-e Animations B.V.;;;;;;1;1
BZK;Future Communication Consultants B.V.;;;;;;1;1
BZK;Gartner Nederland B.V.;;;;;1;;1
BZK;Genealogische Vereniging 'Klapwijk';;1;;;;;1
BZK;Geodan B.V.;;;;;;3;3
BZK;Gereformeerde kerk te Holten;;;;;;1;1
BZK;Geregeld;;;;;;2;2
BZK;GGN Mastering Credit B.V.;;;;;1;;1
BZK;Gielissen's Bedrijven B.V.;;;;;1;;1
BZK;Gijtenbeek Utrecht B.V.;;;;;;1;1
BZK;Global Talk Netherlands;;;1;;;;1
BZK;Good Work Company B.V.;;;;;;1;1
BZK;Grafisch Buro van Erkelens B.V.;;;;;;1;1
BZK;GW Cross Media B.V.;;;;;;1;1
BZK;H.R. Guest Fotografie;;;;;;1;1
BZK;Haagse Beek organisatieadvies B.V.;;1;;;1;;1
BZK;Hans Tak;;;;;;1;1
BZK;HappinessBureau;;;;;1;;1
BZK;hart@work;;;;;;2;2
BZK;HaskoningDHV Nederland B.V.;;;;;;1;1
BZK;hdb-tekst;;;;;;1;1
BZK;HE Den Haag B.V.;;;;;1;;1
BZK;Heart Connected;;;;;1;;1
BZK;Helder en Duidelijk;;;;;2;;2
BZK;Helemaal Hildy;;;;;;1;1
BZK;Hervormd Verenigings Gebouw;;;;;;1;1
BZK;Hesbak 2 B.V.;;;;;1;;1
BZK;Het Coachhuis B.V.;;1;;;;;1
BZK;Het Genootschap Amstelodamum;;1;;;;;1
BZK;HET IS MOOI WERK B.V.;;;;;;1;1
BZK;HIP Internet;;;;;;1;1
BZK;Holland Evenementen Groep B.V.;;;;;1;;1
BZK;Hollandse Hoogte B.V.;;;;;;2;2
BZK;Hotel Spoorzicht & Spa B.V.;;;;;;1;1
BZK;Houtschild Internationale Boekhandel B.V.;;1;;;;;1
BZK;HSE-NOW;;;;;1;;1
BZK;Huiswerk;;;;;;2;2
BZK;Hurts Support;;;;;2;;2
BZK;HVR PA/PR;;;;;;3;3
BZK;I.R.S.C.;;;;;2;;2
BZK;Ideeaanzee B.V.;;;;;;1;1
BZK;IFS audiovisueel B.V.;;;;;2;;2
BZK;in60seconds B.V.;;;;;;2;2
BZK;Incassobureau Plaggemars;;1;;;;;1
BZK;Indische Genealogische Vereniging;;1;;;;;1
BZK;Infoprojects;;;;;;1;1
BZK;Innovero Software Solutions B.V.;;;;;;1;1
BZK;Instituut voor Faalkunde;;;;;1;;1
BZK;Instituut voor Publieke Waarden B.V.;;;;;;1;1
BZK;Interimshop;;;;;1;;1
BZK;Intermax outsourcing;;;;;;1;1
BZK;Involve B.V.;;;;;1;;1
BZK;IPMA - NL;;1;;;;;1
BZK;ISS Integrated Facility Services B.V.;;;;;2;;2
BZK;ITO;;;;;1;;1
BZK;Jaarbeurs B.V.;;;;;2;1;2
BZK;Ja-maar® B.V.;;;;;;1;1
BZK;Jasmijn van Es;;;;;;1;1
BZK;Jean Klare, concepten en ontwerpen;;;;;;2;2
BZK;Jolanda Seinen Zorgmarketeer;;;;;1;;1
BZK;Jongbloed B.V.;;1;;;;;1
BZK;Jordy Wedding Illustratie & Vormgeving;;;;;;1;1
BZK;JVDT B.V. (Flatland);;;;;;1;1
BZK;JvK-Fotografie;;;;;;1;1
BZK;Kamera Express;;;;;;1;1
BZK;Kicks Promo B.V.;;;;;1;;1
BZK;Klaas Taselaar;;;;;3;;3
BZK;Kloosterhof Neer B.V.;;1;;;;;1
BZK;Knowledge Exchange B.V.;;;;;;2;2
BZK;Koeman Flowerbulbs B.V.;;;;;1;;1
BZK;Koetsenruijter Conflictman. en Bemiddeling;;;;;;1;1
BZK;Kokpit B.V.;;;;;;1;1
BZK;Kon. Nederlands Aardrijkskundig Genootschap;;;;;2;;2
BZK;Koning Photography;;;;;;1;1
BZK;Korstmos;;;;1;;;1
BZK;KPN B.V.;;;;;;1;1
BZK;Kris Kras context, content and design;;;;;;1;1
BZK;Kwaliteitsstichting Mediators;;1;;;;;1
BZK;La Terrasse ecole militaire;;;;;1;;1
BZK;Laheij Gespreksleiding;;;;;2;;2
BZK;Laméco Development B.V.;;;;;;3;3
BZK;Landgoed de Horst B.V.;;;;;1;;1
BZK;Leef & Zo;;;;;1;;1
BZK;Leene Communicatie;;;;;;1;1
BZK;Leids Congres Bureau B.V.;;;;;;1;1
BZK;Lichthert Producties;;;;;;2;2
BZK;Limemen B.V.;;;;;;1;1
BZK;Linguist Link Europe;;;2;;;2;2
BZK;LiveWall;;;;;1;;1
BZK;Logeion;;1;;;;;1
BZK;Loko Cartoons;;;;;;1;1
BZK;Lomans & De Roy B.V.;;;;;2;;2
BZK;Louis Meulstee Photography;;;;;;1;1
BZK;Louwenaar Communicatie Management B.V.;;;;;;3;3
BZK;LTP Holding B.V.;;;;;1;;1
BZK;M3 energie;;;;;;1;1
BZK;Madurodam B.V.;;;;;2;;2
BZK;Mahieu Web Development B.V.;;;;;;1;1
BZK;Mainpress B.V.;;1;;;;3;3
BZK;Maliebaan45 B.V.;;;;;1;;1
BZK;Management Roukens B.V.;;2;;;;;2
BZK;Managementboek.nl;;1;;;;;1
BZK;Mars et Historia;;1;;;;;1
BZK;Mediahuis Nederland B.V.;;;;;;1;1
BZK;Meer Maakt Meer;;;;;;1;1
BZK;Mees Ruimte & Milieu B.V.;;;;;2;;2
BZK;MeetingLinq B.V.;;;;;1;;1
BZK;Meetingselect B.V.;;;;;5;;5
BZK;Metier Academy Benelux B.V.;;;;;;2;2
BZK;Mett;;;;;;2;2
BZK;MichielB.com;;;;;;1;1
BZK;Microphone Media;;;;;;2;2
BZK;Mies/Tekst en Training;;;;;;1;1
BZK;Mirjam Boone Advies;;;;;;1;1
BZK;MO;;;;;1;;1
BZK;Moduli Print B.V.;;;;;;1;1
BZK;Moneypenny.nl B.V.;;;;;;1;1
BZK;More Sophisticated Control (M.S.C.) Beheer B.;;;;;;1;1
BZK;Mwee beeld licht geluid;;;;;1;1;1
BZK;N.B.C. Exploitatie B.V.;;;;;4;;4
BZK;Nationale Beeldbank (Hollandse Hoogte);;;;;;1;1
BZK;Nationale Beeldbank B.V.;;;;;;1;1
BZK;Nationale Jeugdraad (NJR);;;;;1;;1
BZK;Necker van Naem B.V.;;;;;;2;2
BZK;Ned. Ver. van Bedr.telecomm. Grootgebruikers;;1;;;;;1
BZK;Nederlandse Associatie Voor Travel Management;;1;;;;;1
BZK;Nederlandse Mediatorsvereniging;;1;;;;;1
BZK;Nederlandse Vereniging voor Burgerzaken;;1;;;;;1
BZK;Nederlandse Vereniging voor Vlaggenkunde;;1;;;;;1
BZK;NEDERLANDSE WOONBOND';;1;;;;;1
BZK;Nestas Communicatie B.V.;;;;;2;;2
BZK;Netrex Internet Solutions;;;;;;1;1
BZK;NEVI-Purspective B.V.;;1;;;;;1
BZK;New Skool Media B.V.;;1;;;;;1
BZK;Next Step Management B.V.;;;;;2;;2
BZK;Nieman Beheer B.V.;;;;;;1;1
BZK;Nieman Raadgevende Ingenieurs B.V.;;;;;1;1;1
BZK;NieuwlandGeo;;;;;;2;2
BZK;NIP;;1;;;;;1
BZK;NLJUG B.V.;;1;;;;;1
BZK;Noise B.V.;;;;;;3;3
BZK;Noloc;;1;;;;;1
BZK;NooR Studentenvereniging;;1;;;;;1
BZK;nose for photography;;;;;;1;1
BZK;Novagraaf Nederland B.V.;;;;;;1;1
BZK;NRC Media B.V.;;1;;;;;1
BZK;NRC Media Holding B.V.;;1;;;;2;2
BZK;Number 5;;;;;2;;2
BZK;NUNAZORG COÖPERATIE U.A.;;;;;1;1;1
BZK;NVB Ver.voor ontwikkelaars & bouwondernemers;;1;;;;;1
BZK;Oasis B.V.;;2;;;;;2
BZK;OCIUS;;1;;;;;1
BZK;Olivier Middendorp Fotografie;;;;;;1;1
BZK;Onelevel;;;;;;1;1
BZK;Online Seminar B.V.;;;;;2;;2
BZK;Onlyhuman B.V.;;;;;;1;1
BZK;OnlyHuman Groep B.V.;;;;;;3;3
BZK;Ons Voorgeslacht;;1;;;;;1
BZK;Ontwerpwerk B.V.;;;;;;2;2
BZK;OOMPH advies;;;;;2;;2
BZK;OPEN IS OPEN;;;;;1;;1
BZK;Optima Forma B.V.;;;;;;1;1
BZK;OpusUna B.V.;;;;;;1;1
BZK;Organiseren met Aandacht;;;;;1;;1
BZK;Oscar de Lint Advies en Assessment;;;;;;1;1
BZK;Owello B.V.;;;;;;1;1
BZK;P.B.N. Sport & Adventure B.V.;;;;;1;;1
BZK;Papercups.nl;;;;;1;;1
BZK;Pardon Consult;;1;;;;;1
BZK;Passe Partout;;;;;;1;1
BZK;Paviljoen Malieveld;;;;;1;;1
BZK;PBLQ B.V.;;;;;;2;2
BZK;PBT Consult B.V.;;;;;;2;2
BZK;People, Patterns & Policy B.V.;;;;;;4;4
BZK;Performa Uitgeverij B.V.;;1;;;;;1
BZK;Philadelphia Werk & Begeleiding Mijn Werk;;;;;1;;1
BZK;Pieter Verbeek;;;;;;1;1
BZK;Pinkcube B.V.;;;;;;1;1
BZK;Pino Evenementen & Congressen B.V.;;;;;5;2;5
BZK;Plaatwerk, Fotografen;;;;;;1;1
BZK;POLITICO SPRL;;1;;;;;1
BZK;PostNL Data Solutions B.V.;;;;;;1;1
BZK;PPM advies;;;;;;2;2
BZK;Presence Translate & Interact B.V.;;;2;;;1;2
BZK;Prodentfabriek;;;;;2;;2
BZK;Progres Advies B.V.;;;;;1;;1
BZK;Prosu Media Producties B.V.;;1;;;;;1
BZK;Provero;;1;;;;;1
BZK;Public Cinema B.V.;;;;;;2;2
BZK;Publiek Denken;;1;;;;1;1
BZK;Publiquest, de Communicatie Coöperatie U.A.;;;;;;2;2
BZK;Quality Bookings B.V.;;;;;1;;1
BZK;Radar Advies B.V.;;;;;;2;2
BZK;RauwCC B.V.;;;;;;2;2
BZK;Ravestein & Zwart Bedrijfscommunicatie B.V.;;;;;;1;1
BZK;Ready for take-off;;;;1;;2;2
BZK;Reclamestudio Guthschmidt B.V.;;;;;;1;1
BZK;Red Plume Management;;;;;1;;1
BZK;Reijer Boxem Fotografie;;;;;;1;1
BZK;Reismedia B.V.;;1;;;;;1
BZK;Relatiegeschenken.nl B.V.;;;;1;;;1
BZK;Remlicht;;;;;;1;1
BZK;Renata van Wijck Communicatie;;;;;1;1;1
BZK;Rene Verleg Fotografie;;;;;;1;1
BZK;Rho Adviseurs B.V.;;;;;;1;1
BZK;Rob Gieling Fotografie;;;;;;1;1
BZK;Robin Rotman Journalist;;;;;;2;2
BZK;Roel Dijkstra Persfotografie;;;;;;1;1
BZK;Rogier Boogers;;;;;;1;1
BZK;Roorda Reclamebureau B.V.;;;;;;3;3
BZK;Sabel Communicatie B.V.;;;;;;2;2
BZK;Sdu Uitgevers B.V.;;1;;;;7;7
BZK;SeaDreams Speakers Agency B.V.;;;;;1;;1
BZK;Selma van Velsen;;;;;2;;2
BZK;Sense Organisatie & Coaching B.V.;;;;;2;;2
BZK;Service Telefoon Centrale B.V.;;1;;;;;1
BZK;Shanti Media;;;;;;1;1
BZK;SIGV Tolken en Vertalers Coöperatie U.A.;;;1;;;;1
BZK;Simply Colors;;;;;;1;1
BZK;Sjoerd van der Hucht Fotografie;;;;;;2;2
BZK;SocialLane B.V.;;;;;;1;1
BZK;Solvinity;;;;;;7;7
BZK;Son & Co B.V.;;;;;;1;1
BZK;Soundfocus B.V.;;;;;;1;1
BZK;Spatie;;;;;;1;1
BZK;Speakers Academy®;;;;;1;1;2
BZK;St. Philadelphia Zorg;;;;;1;;1
BZK;St. Sociaal Fonds Personeel;;;;1;;;1
BZK;Stadsvilla Sonsbeek B.V.;;;;;;1;1
BZK;Staf Depla;;;;;;1;1
BZK;Star Project;;;;;1;2;2
BZK;Starsound Productions;;;;;;2;2
BZK;Starsound Productions Exploitatie B.V.;;;;;;2;2
BZK;Starsound Productions Holding B.V.;;;;;;2;2
BZK;StartHubs;;;;;;2;2
BZK;Stelvio Coaching & Advies;;;;;1;;1
BZK;Stg. Vernieuwing Theaters Diligentia & PePijn;;;;;1;;1
BZK;Stichting Accessibility;;;;;;1;1
BZK;Stichting Administratiekantoor Marali;;1;;;;;1
BZK;Stichting Administratiekantoor Sdu Publishing;;;;;1;;1
BZK;Stichting CeTIM;;1;;;;;1
BZK;Stichting De Letselschade Raad;;;;;;2;2
BZK;Stichting De Ruimte van Riek;;;;;;2;2
BZK;Stichting De Schrijverscentrale;;;;;1;1;1
BZK;Stichting Grote of Sint-Jacobskerk;;;;;1;;1
BZK;Stichting Hanzehogeschool Groningen;;1;;;;;1
BZK;Stichting Historisch Tijdschrift Holland;;1;;;;;1
BZK;Stichting Hulpkaarten Kadaster Nederland;;1;;;;;1
BZK;Stichting Internat. Perscentrum 'Nieuwspoort';;;;;1;;1
BZK;Stichting Keer roken om;;;;;;2;2
BZK;Stichting Lowercase;;;;;1;;1
BZK;Stichting Matrijs;;1;;;;;1
BZK;Stichting Mollie Payments;;1;;;;;1
BZK;Stichting Museum voor Communicatie;;;;;1;;1
BZK;Stichting Nationaal ICT Instituut in de Zorg;;1;;;;;1
BZK;Stichting Nederlands Instituut voor;;;;;2;;2
BZK;Stichting Nederlandse Orde van Beroepscoaches;;1;;;;;1
BZK;Stichting Netherlands Institute for;;;;;;1;1
BZK;Stichting Onbeperkte Denkers;;1;;;;;1
BZK;Stichting Pleio;;1;;;;2;2
BZK;Stichting ProDemos;;;;;1;1;1
BZK;Stichting Springtij Festival Terschelling;;;;;2;;2
BZK;Stichting Stem op een Vrouw;;;;;2;;2
BZK;Stichting Vuurvrouw werk in overgang;;;;;;1;1
BZK;Stichting Waardevol Leven Gemeente;;;;;;1;1
BZK;Stichting WOMEN Inc.;;;;;3;;3
BZK;STORMPUNT;;;;;;1;1
BZK;StoryVentures;;;;;;1;1
BZK;Strandpaviljoen De Staat B.V.;;;;;1;;1
BZK;Strandtent Doris B.V.;;;;;1;;1
BZK;STS B.V.;;1;;;;;1
BZK;Studio 38C;;;;;;1;1
BZK;Studio Alet;;;;;;2;2
BZK;Studio BiB;;;;;;2;2
BZK;Studio Clock;;;;;;1;1
BZK;Studio Warmenhoven;;;;;;2;2
BZK;Swis B.V.;;;;;;1;1
BZK;Tappan B.V.;;1;;;;3;3
BZK;Telecom.Paper B.V.;;1;;;;;1
BZK;Telstar Uitgeverij B.V.;;;;;;1;1
BZK;The Exponential Hero;;;;;1;;1
BZK;The Hague Tech B.V.;;;;;2;;2
BZK;The Oddshop B.V.;4;;;;;;4
BZK;The Video Content Agency B.V.;;;;;;3;3
BZK;Things To Make And Do B.V.;;;;;;3;3
BZK;Tilkema Horeca B.V.;;;;1;;;1
BZK;Tinqwise B.V.;;;;;;2;2
BZK;Tint, Buro voor Grafische Vormgeving;;;;;;3;3
BZK;Tintelingen B.V.;;;;1;;;1
BZK;TODAY DESIGNERS B.V.;;;;;;2;2
BZK;Topbloemen Nederland B.V.;;1;;1;;;1
BZK;Troje Training en Theater;;;;;1;;1
BZK;Trustit Nederland B.V.;;1;;;;;1
BZK;Twain Film, Video & Television;;;;;;1;1
BZK;Twynstra Gudde Energie B.V.;;;;;;2;2
BZK;Uitgeverij Balans;;1;;;;;1
BZK;Uitgeverij Verloren B.V.;;1;;;;;1
BZK;Uitgeversmaatschappij Holland B.V.;;1;;;;;1
BZK;Urbancore;;1;;;;;1
BZK;USG Marketing, Communication & Sales Prof.;;;;;;1;1
BZK;Uw Eigen Secretariaat;;;;;;1;1
BZK;v. Toethen & Blaesen Creatieve Communic. B.V.;;;;;;1;1
BZK;V.O.F. Firma van Buiten;;;;;1;;1
BZK;Vakmedianet Logistiek & Mobiliteit B.V.;;1;;;;;1
BZK;Valerie Kuypers Fotografie;;;;;;1;1
BZK;Van de Bunt, adviseurs voor org. en beleid BV;;;;;1;;1
BZK;Van den Broek Consultancy;;;;;;2;2
BZK;van der Schoot Advies;;;;;1;;1
BZK;Van der Veeken Tekst en Advies;;;;;;1;1
BZK;Van Duuren Media B.V.;;;;;;;
BZK;Van Slobbe B.V.;;;;;1;1;1
BZK;Van Stokkum B.V.;;1;;;;;1
BZK;van Veluw Management & Advies;;;;;1;;1
BZK;Van Vlier Media B.V.;;;;;;1;1
BZK;Vandenboog Atelier;;;;;;1;1
BZK;Vastgoedjournaal.nl B.V.;;1;;;;;1
BZK;VD Most Bouw;;;;;;1;1
BZK;VdlC publishers/consultants B.V.;1;1;;;;;1
BZK;Velders & Novak IMC;;;;;;1;1
BZK;Ver. Arbeidsrecht Advocaten Nederland (VAAN);;1;;;;;1
BZK;Ver. voor Klachtrecht in de publieke sector;;1;;;;;1
BZK;Veranderbrigade B.V.;;;;;1;;1
BZK;Vereniging Ambtenaar & Recht;;1;;;;;1
BZK;Vereniging Deltametropool;;;;;;2;2
BZK;Vereniging Facta non Verba;;1;;;;;1
BZK;Vereniging JuristenRijk;;1;;;;;1
BZK;Vereniging LFB;;;;;;1;1
BZK;Vereniging 'Oud-Utrecht';;1;;;;;1
BZK;Vereniging van Registercontrollers;;1;;;;;1
BZK;Vereniging voor Arbeidsrecht;;1;;;;;1
BZK;Vereniging voor Bouwrecht;;1;;;;;1
BZK;Vereniging voor Onteigeningsrecht;;1;;;;;1
BZK;Vereniging voor Overheidsmanagement;;1;;;;2;2
BZK;Vervoersgroep Noord B.V.;;;;;1;;1
BZK;Videonieuwsbericht B.V.;;2;;;;3;3
BZK;Viewpoint B.V.;;;;;;1;1
BZK;Vitalogisch B.V.;;1;;;;;1
BZK;VMG Solutions B.V.;;;;;2;;2
BZK;VNSG Diensten B.V.;;1;;;;;1
BZK;VoorMeerWaarde B.V.;;;;;;1;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;;;;2;2
BZK;we Shoot it;;;;;;1;1
BZK;Welvering Autocosmetica;;;;;;1;1
BZK;Went Werkt Journalistiek;;;;;;1;1
BZK;Wereldbeeld B.V.;;;;;1;;1
BZK;Wiebe Kiestra Fotografie;;;;;;1;1
BZK;Wijkcentrum 't Houkje;;;;;;1;1
BZK;Wijzijndeoplossing B.V.;;1;;;;;1
BZK;Wirtz, Film & Experience Agency B.V.;;;;;;4;4
BZK;Wolters Kluwer Nederland B.V.;;1;;;;;1
BZK;Worcflow;;;;;;1;1
BZK;Worldmeetings.com B.V.;;;;;1;;1
BZK;Woudgraaf-AV;;1;;;;;1
BZK;WVScongres;;;;;1;1;1
BZK;Xerox (Nederland) B.V.;;;;;;2;2
BZK;Youfacilitate B.V.;;;;;2;;2
BZK;Youvia B.V.;;;;;;1;1
BZK;Yume interactive B.V.;;;;;;2;2
BZK;Zaca;;;;;;1;1
BZK;Zeelandhallen Exploitatie B.V.;;;;;1;;1
BZK;Ziezo Vormgeving;;;;;;1;1
BZK;ZUIDELIJK HISTORISCH CONTACT;;1;;;;;1
DEF;&Samhoud Nederland B.V.;;;;;1;;1
DEF;100 kilo;;;;;;1;1
DEF;24 uur in bedrijf;;;;1;;;1
DEF;2Restore;;;;1;;;1
DEF;53 Graden Noord B.V.;;;;1;;;1
DEF;5PM B.V.;;;;;;1;1
DEF;A art Care;;;;1;;;1
DEF;A.N.W.B. Kampeercentrum 'aan Geul en Bos';;;;;1;;1
DEF;Aalsmeerse Bloemenhal Berendsen;;;;1;;;1
DEF;About Flowers;;;;1;;1;1
DEF;Accor Hospitality Nederland N.V.;;;;1;;;1
DEF;Ad Ballon Ballonvaarten B.V.;;;;;;1;1
DEF;Adema - Van den Berg t.h.o.d.n. Primera;;;;1;;;1
DEF;Administratiekantoor Kroese;;;;;1;;1
DEF;ADO Hospitality & Events B.V.;;;;;3;;3
DEF;Adventure Eefde;;;;;1;;1
DEF;AIB Nieuwsdienst;;1;;;;;1
DEF;Akkermans Leisure & Golf;;;;;1;;1
DEF;Albyco Nederland B.V.;;1;;;;;1
DEF;All Golf;;;;1;;;1
DEF;All Music Publishing B.V.;;;;;;1;1
DEF;Allekabels B.V.;;1;;;;;1
DEF;Allers;;;;1;;;1
DEF;Allizi Bikes B.V.;;;;1;;;1
DEF;A-Mac B.V.;;;;;;1;1
DEF;Amazing Flowers;;;;1;;;1
DEF;Ampco Flashlight Sales B.V.;;;;;4;;4
DEF;Amstel Boathouse B.V.;;;;;2;;2
DEF;Anna Vastgoed Beheer B.V.;;;;;2;;2
DEF;Anoniem_DEF_106;;;;;;1;1
DEF;Anoniem_DEF_107;;;;;;1;1
DEF;Anoniem_DEF_108;;;;1;;;1
DEF;Anoniem_DEF_111;;;;;;1;1
DEF;Anoniem_DEF_121;;;;1;;;1
DEF;Anoniem_DEF_127;;;;;;1;1
DEF;Anoniem_DEF_128;;;;1;;;1
DEF;Anoniem_DEF_135;;;;;;1;1
DEF;Anoniem_DEF_14;;;;;;1;1
DEF;Anoniem_DEF_142;;;;;;1;1
DEF;Anoniem_DEF_143;;;;;1;1;1
DEF;Anoniem_DEF_144;;;;1;;;1
DEF;Anoniem_DEF_150;;;;;;1;1
DEF;Anoniem_DEF_16;;;;;;2;2
DEF;Anoniem_DEF_161;;;;1;;;1
DEF;Anoniem_DEF_173;;;;;;1;1
DEF;Anoniem_DEF_176;;;;1;;;1
DEF;Anoniem_DEF_178;;;;;;1;1
DEF;Anoniem_DEF_185;;;;1;;;1
DEF;Anoniem_DEF_186;;;;;1;;1
DEF;Anoniem_DEF_191;;;;1;;;1
