FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
onderdoorgang.12,237750,581060,200,Olgerweg,07D-122,07D-122-01,Olgerweg,Onderdoorgang onder de rijksweg in de Olgerweg ,Onderdoorgang,Droog,HWN,A7,in RW,237.75,581.06,2009,07D-122-00,1687,RWS NN / NN District Oost,1687,,,POINT (237750 581060)
onderdoorgang.43,248802,552590,389,12G 104,12G-104,12G-104-01,naam onbekend,Onderdoorgang in de Steenhopenweg,Onderdoorgang,,,N34,,248.802,552.59,,12G-104-00,885,PROVINCIE,885,,,POINT (248802 552590)
onderdoorgang.93,208284,500183,728,Wijthmen,21G-003,21G-003-01,naam onbekend,Onderdoorgang in de rijksweg nabij Wijthmen-Koelmansstraat,Onderdoorgang,Droog,HWN,N35,,208.284,500.183,1981,21G-138-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (208284 500183)
onderdoorgang.97,106350,494570,796,Oostlaan,25A-121,25A-121-02,Oostlaan,Onderdoorgang in het voetgangers- en rijwielpad,Onderdoorgang,Droog,HWN,A9,in RW,106.35,494.57,1995,25A-121-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (106350 494570)
onderdoorgang.109,119635,493793,857,Oostzaan,25B-379,25B-379-01,Oostzaan,Onderdoorgang onder de toerit Oostzaan,Onderdoorgang,Droog,HWN,A8,in RW,119.635,493.793,1989,25B-379-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (119635 493793)
onderdoorgang.113,119980,483520,864,25D 013,25D-013,25D-013-01,naam onbekend,Onderdoorgang onder zuidelijke rijbaan,Onderdoorgang,,,A10,in RW,119.98,483.52,1975,25D-149-00,882,NS / Prorail,882,,,POINT (119980 483520)
onderdoorgang.114,119990,483630,865,25D 013,25D-013,25D-013-02,naam onbekend,Onderdoorgang onder noordelijke rijbaan,Onderdoorgang,,,A10,in RW,119.99,483.63,1975,25D-150-00,882,NS / Prorail,882,,,POINT (119990 483630)
onderdoorgang.115,119980,483570,866,25D 013,25D-013,25D-013-03,naam onbekend,Onderdoorgang onder de spoorlijn,Onderdoorgang,,,A10,in RW,119.98,483.57,1975,25D-154-00,882,NS / Prorail,882,,,POINT (119980 483570)
onderdoorgang.131,121280,483380,931,Onderdoorgang Europaboulevard,25G-122,25G-122-01,Onderdoorgang EuropaBoulevard,Onderdoorgang onder noordelijke afslag rijksweg-Europaboulevard,Onderdoorgang,,,A10,in RW,121.28,483.38,,25G-122-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (121280 483380)
onderdoorgang.132,121190,438410,932,Onderdoorgang Europaboulevard,25G-123,25G-123-01,naam onbekend,Onderdoorgang onder noordelijke toerit rijksweg 10,Onderdoorgang,,,A10,in RW,121.19,438.41,,25G-123-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (121190 438410)
onderdoorgang.150,85622,453230,1199,Prins Clausplein,30G-001,30G-00122,Prins Clausplein,"Onderdoorgang in de rijksweg, dichtgezet met zand",Onderdoorgang,Droog,HWN,A4,in RW,85.622,453.23,1939,30G-145-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85622 453230)
onderdoorgang.153,84330,451420,1202,Knooppunt Ypenburg,30G-002,30G-002-03,naam onbekend,Onderdoorgang in de rijksweg,Onderdoorgang,Droog,HWN,,niet RW,84.33,451.42,1955,30G-132-00,1217,n.v.t.,1217,,,POINT (84330 451420)
onderdoorgang.160,86080,455360,1209,30G 109,30G-109,30G-109-01,Ontwerp KW 9,"Onderdoorgang in de de Veurselaan, Landscheidingsweg",Onderdoorgang,Droog,HWN,N14,,86.08,455.36,,30G-109-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (86080 455360)
onderdoorgang.162,85560,456530,1211,30G 112,30G-112,30G-112-01,Ontwerp KW 5,"Onderdoorgang spoorlijn Den Haag-Leiden, Landscheidingsweg",Onderdoorgang,Droog,HWN,N14,,85.56,456.53,,30G-112-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85560 456530)
onderdoorgang.164,85800,459370,1223,30G 173,30G-173,30G-173-01,naam onbekend,Onderdoorgang in rijksweg,Onderdoorgang,Droog,HWN,A4,in RW,85.8,459.37,1978,30G-173-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (85800 459370)
onderdoorgang.174,85574,456549,1241,Sijtwendetunnel,30G-006,30G-006-04,naam onbekend,Westelijke fietstunnel onder de spoorlijn,Onderdoorgang,Droog,HWN,N14,niet RW,85.574,456.549,2001,30G-224-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (85574 456549)
onderdoorgang.178,86942,452389,1246,Onbekend,30G-229,30G-229-01,naam onbekend,Onderdoorgang onder rijksweg 12 en de spoorlijn Den Haag - Utrecht,Onderdoorgang,Droog,HWN,A12,in RW,86.942,452.389,2005,30G-229-00,1217,n.v.t.,1217,,,POINT (86942 452389)
onderdoorgang.191,93690,451330,1276,Stationstraat,30H-104,30H-104-01,Dichtgezet met zand,Voormalige onderdoorgang naar stationstraat ,Onderdoorgang,Droog,HWN,A12,in RW,93.69,451.33,1932,30H-104-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (93690 451330)
onderdoorgang.192,94256,451208,1285,Rokkeveenseweg,30H-117,30H-117-01,Rokkeveenseweg,Onderdoorgang in de Rokkeveenseweg,Onderdoorgang,Droog,HWN,A12,in RW,94.256,451.208,1980,30H-117-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (94256 451208)
onderdoorgang.196,94483,451133,1289,naam onbekend,30H-120,30H-120-01,Fietstunnel in de Bleiswijksepad,Onderdoorgang in de Bleiswijksepad,Onderdoorgang,Droog,HWN,A12,niet RW,94.483,451.133,1978,30H-120-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (94483 451133)
onderdoorgang.206,101430,471680,1325,Schiphollijn,31A-106,31A-106-01,Schiphollijn,Onderdoorgang in Schiphol spoorlijn onder de rijksweg,Onderdoorgang,Droog,HWN,A44,in RW,101.43,471.68,1978,31A-106-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (101430 471680)
onderdoorgang.215,127460,470580,1400,Onderdoorgang Baambrugge,31E-103,31E-103-01,naam onbekend,Onderdoorgang onder op -en afrit rijksweg,Onderdoorgang,Droog,HWN,A2,,127.46,470.58,1951,31E-103-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (127460 470580)
onderdoorgang.227,140289,452650,1538,Vechtertunnel,32C-100,32C-100-01,Vechtertunnel noord,Onderdoorgang in de Achterdijk,Onderdoorgang,Droog,HWN,A12,in RW,140.289,452.65,1941,32C-100-00,1676,RWS MN / MN District Zuid,1676,,,POINT (140289 452650)
onderdoorgang.228,140280,452660,1539,Vechtertunnel,32C-100,32C-100-02,Vechtertunnel zuid,Verlenging onderdoorgang Achterdijk,Onderdoorgang,Droog,HWN,A12,in RW,140.28,452.66,1997,32C-100-00,1676,RWS MN / MN District Zuid,1676,,,POINT (140280 452660)
onderdoorgang.305,80894,447893,1841,Noordhoornseweg,37E-188,37E-188-01,Noordhoornseweg,Onderdoorgang in de Noordhoornseweg,Onderdoorgang,Droog,HWN,N211,niet RW,80.894,447.893,1996,37E-188-00,885,PROVINCIE,885,,,POINT (80894 447893)
onderdoorgang.306,80696,447926,1843,37E 190,37E-190,37E-190-01,naam onbekend,Onderdoorgang in de Landbouwweg,Onderdoorgang,Droog,HWN,N211,niet RW,80.696,447.926,,37E-190-00,881,In voorbereiding/In voorbereiding,881,,,POINT (80696 447926)
