OBJECTID,OBJECTNUMMER,STRAAT,WOONPLAATS,BEHEERCATEGORIE,SUBCATEGORIE,OPPERVLAKTE,Shape__Area,Shape__Length
2662,60C63EC1-81D9-4E33-A8BC-72C7529D65E7,Donkpad,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,137.413,137.412693023682,114.386932512836
2663,D9C5C6F5-825F-4CF8-8FC3-8CD5B1D12BC1,Namenstraat,Breda,Hondenuitlaatplaats,1 X per week schoonmaken,1118.691,1118.69066619873,169.704325614797
2664,98E8C840-6318-4B6F-96F3-D1A099D4B7D1,Vredenburchsingel,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,182.628,182.628063201904,170.55250999273
2666,62266A4B-63FF-4419-9867-8AE85181CC00,Neubourgstraat,Breda,Hondenlosloopgebied,1 X per week schoonmaken,1233.145,1233.14523696899,143.539804691334
2669,AC8DB6E2-179B-4893-ACA1-A9E5BFCECD76,Graaf Engelbertlaan,Breda,Hondenlosloopgebied,1 X per 2 weken schoonmaken,1338.377,1338.37729644775,184.101549361484
2670,E6F071D4-B1D1-4B5A-AAB9-A485F3D57CA4,Dorpstraat,Ulvenhout,Hondenlosloopgebied,1 X per week schoonmaken,862.521,862.520946502686,143.438113849011
2671,A085061C-49CD-47A3-8A89-F65C60D52C44,Groenedijk,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,197.773,197.772510528564,103.081796040577
2673,F233773E-3E2B-416C-AA84-6A4B041EF831,Nieuwe Beekhoek,Ulvenhout,Hondenlosloopgebied,1 X per 2 weken schoonmaken,110.066,110.066486358643,51.3635093810984
2675,17E84DA4-781D-4AA2-BC24-1AE0F28716A7,Kesterenpad,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,79.655,79.6550674438477,52.3404791652827
2679,939F39BC-7EDC-442A-ADAC-9678036CDB9C,Straatweide,Prinsenbeek,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,179.726,179.708629608154,134.139839186118
2681,5ABD56EE-57DB-4366-8AA7-9A8CE6E33F11,Lassuslaan,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,329.995,329.994819641113,138.995797336855
2684,68C44E13-D5CC-4F6F-BEE1-F74D6D7CBA4B,Waterviolier,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,337.39,337.39005279541,239.292225994395
2692,CEF351F5-4917-422F-830C-72A60BE349F6,Poolseweg,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,301.026,301.025897979736,70.0231678874041
2693,F4F24796-49BC-4477-8C07-10AF9059EEBE,Overkroetenlaan,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,265.943,265.947216033936,77.4648339932291
2694,401CD38B-1F1B-40D1-A549-584518046055,Brusselstraat,Breda,Hondenlosloopgebied,1 X per week schoonmaken,413.262,413.262050628662,92.8294853237303
2695,F3D6B177-B4FA-4A44-8829-7827FFE1E8A8,Heerbaan,Breda,Hondenuitlaatplaats,1 X per 2 weken schoonmaken,1115.18,1115.17981338501,179.026247153931
2696,7BCFCEB7-9F70-4711-B3E1-276FA2773645,Cimburgalaan,Breda,Hondenlosloopgebied,1 X per 2 weken schoonmaken,1812.778,1812.77791595459,219.75476875781
