OBJECTID;Fractie;BVG_X;BVG_Y;Plaatsing;Volume
33;Rest;113696,955299999560000;425773,090799998490000;ondergronds;5
34;Rest;113824,152199998500000;426393,963500000540000;ondergronds;5
35;Kunststof/ Plastic;112537,183400001380000;426347,810800001030000;ondergronds;5
36;Glas groen;114254,651399999860000;426145,374299999330000;ondergronds;5
37;Kunststof/ Plastic;114012,778999999170000;426378,388000000270000;ondergronds;5
38;Rest;112337,814199998970000;426526,989599999040000;ondergronds;5
39;Papier;112149,418499998750000;426288,935499999670000;ondergronds;5
40;Rest;110854,586399998520000;426817,432999998330000;ondergronds;5
41;Glas groen;114037,828499998900000;426303,336699999870000;ondergronds;5
42;Papier;111103,962600000200000;426827,790199998770000;ondergronds;5
43;Glas bruin;114037,828499998900000;426303,336699999870000;ondergronds;5
44;Glas 3 kleur;113824,152199998500000;426393,963500000540000;ondergronds;5
45;Rest;110138,862399999050000;426972,868099998680000;ondergronds;5
46;Glas groen;112958,554900001730000;425815,915600001810000;ondergronds;4
47;GFT;112250,172200001780000;426078,118200000380000;ondergronds;5
48;Textiel;110879,794599998740000;426776,756900001320000;ondergronds;5
49;Rest;113490,945999998600000;426141,925000000750000;ondergronds;5
50;Papier;113092,707199998200000;425911,472500000150000;ondergronds;5
51;Glas wit;111860,948300000280000;426491,670200001450000;ondergronds;4
52;Papier;112337,814199998970000;426526,989599999040000;ondergronds;5
53;Glas groen;111860,948300000280000;426491,670200001450000;ondergronds;5
54;Glas bruin;114254,651399999860000;426145,374299999330000;ondergronds;4
55;Kunststof/ Plastic;112958,554900001730000;425815,915600001810000;ondergronds;5
56;Rest;112250,172200001780000;426078,118200000380000;ondergronds;5
57;Papier;110879,794599998740000;426776,756900001320000;ondergronds;5
58;Kunststof/ Plastic;113490,945999998600000;426141,925000000750000;ondergronds;5
59;Papier;112337,814199998970000;426526,989599999040000;ondergronds;5
60;Papier;113183,561700001360000;426351,688700001690000;ondergronds;5
61;Rest;113092,707199998200000;425911,472500000150000;ondergronds;5
62;Glas 3 kleur;113598,167700000110000;426436,232400000100000;ondergronds;5
63;Rest;113195,193900000300000;426140,797400001440000;ondergronds;5
64;Rest;113335,337200000880000;426077,333799999210000;ondergronds;5
65;Rest;113377,287200000140000;425931,882100000980000;ondergronds;5
66;Kunststof/ Plastic;113604,948199998590000;426175,227000001820000;ondergronds;5
67;Rest;113298,281300000850000;425833,443300001320000;ondergronds;5
68;Rest;112551,910000000150000;426561,086300000550000;ondergronds;5
69;Papier;112474,023899998520000;426596,376200001690000;ondergronds;5
70;Rest;113696,955299999560000;425773,090799998490000;ondergronds;5
71;Rest;112925,191300001000000;425748,805399999020000;ondergronds;5
72;Papier;113335,337200000880000;426077,333799999210000;ondergronds;5
73;Rest;113604,948199998590000;426175,227000001820000;ondergronds;5
74;Papier;113358,392200000580000;426273,445000000300000;ondergronds;5
75;Rest;113298,281300000850000;425833,443300001320000;ondergronds;5
76;Rest;112551,910000000150000;426561,086300000550000;ondergronds;5
77;Rest;113183,561700001360000;426351,688700001690000;ondergronds;5
78;Kunststof/ Plastic;112068,979800000790000;426495,812600001690000;ondergronds;5
79;GFT;112079,680300001060000;426228,708500001580000;ondergronds;5
80;Glas bruin;111860,948300000280000;426491,670200001450000;ondergronds;4
81;Rest;112537,183400001380000;426347,810800001030000;ondergronds;5
82;Rest;112537,183400001380000;426347,810800001030000;ondergronds;5
83;Kunststof/ Plastic;114037,828499998900000;426303,336699999870000;ondergronds;5
84;Rest;113635,478300001470000;425605,733500000090000;ondergronds;5
85;Rest;111103,962600000200000;426827,790199998770000;ondergronds;5
86;Papier;113573,118700001390000;425950,748500000690000;ondergronds;5
87;Papier;110260,033100001510000;426785,151999998840000;ondergronds;5
88;Textiel;112250,172200001780000;426078,118200000380000;ondergronds;5
89;Papier;113635,478300001470000;425605,733500000090000;ondergronds;5
90;Rest;113635,478300001470000;425605,733500000090000;ondergronds;5
91;Rest;112687,684399999680000;426075,994699999690000;ondergronds;5
92;Papier;112068,979800000790000;426495,812600001690000;ondergronds;5
93;Rest;113824,152199998500000;426393,963500000540000;ondergronds;5
94;Textiel;114254,651399999860000;426145,374299999330000;ondergronds;5
95;Papier;113195,193900000300000;426140,797400001440000;ondergronds;5
96;Papier;112250,172200001780000;426078,118200000380000;ondergronds;5
97;Papier;113195,193900000300000;426140,797400001440000;ondergronds;5
98;Rest;113125,166200000790000;425690,616599999370000;ondergronds;5
99;Papier;113125,166200000790000;425690,616599999370000;ondergronds;5
100;Rest;110139,062600001690000;426818,457499999550000;ondergronds;5
101;Glas 3 kleur;110879,794599998740000;426776,756900001320000;ondergronds;4
102;Papier;113490,945999998600000;426141,925000000750000;ondergronds;5
103;Papier;113490,945999998600000;426141,925000000750000;ondergronds;5
104;Glas bruin;112958,554900001730000;425815,915600001810000;ondergronds;5
105;Textiel;112958,554900001730000;425815,915600001810000;ondergronds;5
106;Glas wit;114254,651399999860000;426145,374299999330000;ondergronds;5
107;Papier;112537,183400001380000;426347,810800001030000;ondergronds;5
108;Rest;110844,740800000730000;426903,375000000000000;ondergronds;5
109;Glas wit;114037,828499998900000;426303,336699999870000;ondergronds;5
110;Rest;113635,478300001470000;425605,733500000090000;ondergronds;5
111;Kunststof/ Plastic;112359,862900000070000;425994,275800000880000;ondergronds;5
112;Papier;112655,756000000980000;425858,539999999110000;ondergronds;5
113;Papier;112359,862900000070000;425994,275800000880000;ondergronds;5
114;Rest;112829,109999999400000;426331,443999998270000;ondergronds;5
115;Rest;113358,392200000580000;426273,445000000300000;ondergronds;5
116;Glas wit;112958,554900001730000;425815,915600001810000;ondergronds;4
117;Kunststof/ Plastic;112250,172200001780000;426078,118200000380000;ondergronds;5
118;Rest;112337,814199998970000;426526,989599999040000;ondergronds;5
119;Papier;113125,166200000790000;425690,616599999370000;ondergronds;5
120;Rest;113125,166200000790000;425690,616599999370000;ondergronds;5
121;Kunststof/ Plastic;110879,794599998740000;426776,756900001320000;ondergronds;5
122;Rest;112068,979800000790000;426495,812600001690000;ondergronds;5
123;Papier;113195,193900000300000;426140,797400001440000;ondergronds;5
124;Glas 3 kleur;112250,172200001780000;426078,118200000380000;ondergronds;4
125;Papier;113696,955299999560000;425773,090799998490000;ondergronds;5
126;Papier;112337,814199998970000;426526,989599999040000;ondergronds;5
127;Glas 3 kleur;110139,062600001690000;426818,457499999550000;ondergronds;4
128;Rest;112474,023899998520000;426596,376200001690000;ondergronds;5
129;Rest;112337,814199998970000;426526,989599999040000;ondergronds;5
130;Glas 3 kleur;112537,183400001380000;426347,810800001030000;ondergronds;4
131;Rest;111860,948300000280000;426491,670200001450000;ondergronds;5
132;Papier;112337,814199998970000;426526,989599999040000;ondergronds;5
133;Rest;113358,392200000580000;426273,445000000300000;ondergronds;5
134;Rest;113298,281300000850000;425833,443300001320000;ondergronds;5
135;Rest;112551,910000000150000;426561,086300000550000;ondergronds;5
136;Papier;112551,910000000150000;426561,086300000550000;ondergronds;5
137;Papier;113183,561700001360000;426351,688700001690000;ondergronds;5
138;Kunststof/ Plastic;113598,167700000110000;426436,232400000100000;ondergronds;5
139;Papier;113335,337200000880000;426077,333799999210000;ondergronds;5
140;Kunststof/ Plastic;113573,118700001390000;425950,748500000690000;ondergronds;5
141;Rest;111230,611900001760000;426925,040100000800000;ondergronds;5
142;Rest;112146,758900001650000;426410,063499998300000;ondergronds;5
143;Rest;112146,758900001650000;426410,063499998300000;ondergronds;5
144;Rest;112146,758900001650000;426410,063499998300000;ondergronds;5
145;Rest;111614,462999999520000;426541,657999999820000;ondergronds;5
146;Rest;111983,872000001370000;428037,866000000390000;ondergronds;5
147;Rest;111234,149999998510000;426658,911400001500000;ondergronds;5
148;Rest;110348,116000000390000;426699,045800000430000;ondergronds;5
149;Glas 3 kleur;111199,155299998820000;426769,023499999200000;ondergronds;4
150;Rest;111667,730500001460000;426825,938099998980000;ondergronds;5
151;Rest;111230,611900001760000;426925,040100000800000;ondergronds;5
152;Rest;111199,155299998820000;426769,023499999200000;ondergronds;5
153;Rest;111230,611900001760000;426925,040100000800000;ondergronds;5
154;Rest;110775,195999998600000;426909,273099999870000;ondergronds;5
155;Rest;110781,347500000150000;427019,143300000580000;ondergronds;5
156;Rest;113195,193900000300000;426140,797400001440000;ondergronds;5
157;Rest;111199,155299998820000;426769,023499999200000;ondergronds;5
158;Rest;112164,312699999660000;426626,906399998810000;ondergronds;5
159;Rest;111644,390999998900000;427265,563999999310000;ondergronds;5
160;Rest;112414,725099999460000;425943,889600001280000;ondergronds;5
161;GFT;112414,725099999460000;425943,889600001280000;ondergronds;5
162;Rest;112327,326000001280000;426733,318399999290000;ondergronds;5
163;Rest;112327,326000001280000;426733,318399999290000;ondergronds;5
164;Rest;112334,186999998990000;426675,769999999550000;ondergronds;5
165;Rest;112146,758900001650000;426410,063499998300000;ondergronds;5
166;Rest;112158,748300001030000;426485,828699998560000;ondergronds;5
167;Rest;111667,730500001460000;426825,938099998980000;ondergronds;5
168;Rest;111977,131000000980000;426787,483199998740000;ondergronds;5
169;Rest;111977,131000000980000;426787,483199998740000;ondergronds;5
170;Glas 3 kleur;111977,131000000980000;426787,483199998740000;ondergronds;4
171;Rest;111860,948300000280000;426491,670200001450000;ondergronds;5
172;Rest;111977,131000000980000;426787,483199998740000;ondergronds;5
173;Rest;111977,131000000980000;426787,483199998740000;ondergronds;5
174;Rest;109952,451900001620000;426769,405699998140000;ondergronds;5
175;Glas 3 kleur;112334,186999998990000;426675,769999999550000;ondergronds;4
176;Rest;114037,828499998900000;426303,336699999870000;ondergronds;5
177;Rest;112812,636999998240000;426086,410000000150000;ondergronds;5
178;Rest;112548,997999999670000;425592,647999998180000;ondergronds;5
179;Rest;112710,789400000130000;425526,679600000380000;ondergronds;5
180;Rest;112596,951900001620000;425828,660999998450000;ondergronds;5
181;Rest;112565,635000001640000;425661,385000001640000;ondergronds;5
182;Rest;113465,095800001170000;425606,351700000460000;ondergronds;5
183;Rest;110138,862399999050000;426972,868099998680000;ondergronds;5
184;Rest;113165,899599999190000;425709,818799998610000;ondergronds;5
185;Rest;113393,928300000730000;425478,507100000980000;ondergronds;5
186;Rest;112687,684399999680000;426075,994699999690000;ondergronds;5
187;Glas 3 kleur;112687,684399999680000;426075,994699999690000;ondergronds;4
188;Rest;112702,758600000290000;426246,290899999440000;ondergronds;5
189;Rest;112782,036400001500000;426846,016800001260000;ondergronds;5
190;Rest;112782,036400001500000;426846,016800001260000;ondergronds;5
191;Rest;112782,036400001500000;426846,016800001260000;ondergronds;5
192;Rest;113465,095800001170000;425606,351700000460000;ondergronds;5
193;Rest;114067,958999998870000;425914,635999999940000;ondergronds;5
194;Rest;109952,451900001620000;426769,405699998140000;ondergronds;5
195;Glas 3 kleur;113358,392200000580000;426273,445000000300000;ondergronds;4
196;Textiel;113358,392200000580000;426273,445000000300000;ondergronds;5
197;Rest;112596,951900001620000;425828,660999998450000;ondergronds;5
198;Glas 3 kleur;112596,951900001620000;425828,660999998450000;ondergronds;4
199;Textiel;112596,951900001620000;425828,660999998450000;ondergronds;5
200;Rest;113165,899599999190000;425709,818799998610000;ondergronds;5
201;Rest;113465,095800001170000;425606,351700000460000;ondergronds;5
202;Rest;114016,278900001200000;425947,001200001690000;ondergronds;5
203;Papier;114067,958999998870000;425914,635999999940000;ondergronds;5
204;Rest;114711,628400001670000;425933,702300000940000;ondergronds;5
205;Rest;109952,451900001620000;426769,405699998140000;ondergronds;5
206;Rest;112858,572900000960000;425547,523299999540000;ondergronds;5
207;Rest;114296,842999998480000;426112,346099998800000;ondergronds;5
208;Rest;112910,456000000240000;425964,515000000600000;ondergronds;5
209;Rest;113385,125599998980000;426002,608199998740000;ondergronds;5
210;Rest;112504,677200000730000;426173,031599998470000;ondergronds;5
211;Rest;112551,910000000150000;426561,086300000550000;ondergronds;5
212;Rest;112587,313499998300000;425870,469000000510000;ondergronds;5
213;Papier;111860,948300000280000;426491,670200001450000;ondergronds;5
214;Rest;113195,193900000300000;426140,797400001440000;ondergronds;5
215;Papier;113377,287200000140000;425931,882100000980000;ondergronds;5
216;Papier;113604,948199998590000;426175,227000001820000;ondergronds;5
217;Rest;113604,948199998590000;426175,227000001820000;ondergronds;5
218;Rest;113820,056899998340000;426278,666299998760000;ondergronds;5
219;Kunststof/ Plastic;112551,910000000150000;426561,086300000550000;ondergronds;5
220;Papier;112829,109999999400000;426331,443999998270000;ondergronds;5
221;Rest;113598,167700000110000;426436,232400000100000;ondergronds;5
222;Papier;113358,392200000580000;426273,445000000300000;ondergronds;5
223;Rest;114012,778999999170000;426378,388000000270000;ondergronds;5
224;Rest;112360,031500000510000;426113,883799999950000;ondergronds;5
225;GFT;112360,031500000510000;426113,883799999950000;ondergronds;4
226;Rest;112537,183400001380000;426347,810800001030000;ondergronds;5
227;Papier;113298,281300000850000;425833,443300001320000;ondergronds;5
228;Kunststof/ Plastic;113183,561700001360000;426351,688700001690000;ondergronds;5
229;Rest;113523,706399999560000;425949,174499999730000;ondergronds;5
230;Papier;113604,948199998590000;426175,227000001820000;ondergronds;5
231;Rest;113358,392200000580000;426273,445000000300000;ondergronds;5
232;Papier;113298,281300000850000;425833,443300001320000;ondergronds;5
233;Kunststof/ Plastic;112551,910000000150000;426561,086300000550000;ondergronds;5
234;Papier;112827,283799998460000;426220,760000001640000;ondergronds;5
235;Glas 3 kleur;113490,945999998600000;426141,925000000750000;ondergronds;5
236;Rest;113598,167700000110000;426436,232400000100000;ondergronds;5
237;Rest;114254,651399999860000;426145,374299999330000;ondergronds;5
238;Papier;114012,778999999170000;426378,388000000270000;ondergronds;5
239;Papier;112079,680300001060000;426228,708500001580000;ondergronds;5
240;Papier;112925,191300001000000;425748,805399999020000;ondergronds;5
241;Kunststof/ Plastic;114037,828499998900000;426303,336699999870000;ondergronds;5
242;Rest;113828,116399999710000;426233,408700000490000;ondergronds;5
243;Kunststof/ Plastic;113824,152199998500000;426393,963500000540000;ondergronds;5
244;Papier;112812,636999998240000;426086,410000000150000;ondergronds;5
245;Rest;113183,561700001360000;426351,688700001690000;ondergronds;5
246;Rest;114154,258000001310000;425929,664000000800000;ondergronds;5
247;Glas groen;114037,828499998900000;426303,336699999870000;ondergronds;5
248;Rest;112360,031500000510000;426113,883799999950000;ondergronds;5
249;Rest;112925,191300001000000;425748,805399999020000;ondergronds;5
250;Rest;113696,955299999560000;425773,090799998490000;ondergronds;5
251;Rest;113628,493000000720000;426026,840999998150000;ondergronds;5
252;Rest;113905,659499999140000;425859,412099998440000;ondergronds;5
253;Papier;112517,210700001570000;426263,092599999160000;ondergronds;5
254;Rest;113808,031899999830000;425872,142599999900000;ondergronds;5
255;Papier;110138,862399999050000;426972,868099998680000;ondergronds;5
256;Rest;114711,628400001670000;425933,702300000940000;ondergronds;5
257;Rest;114448,349800001830000;425988,843100000170000;ondergronds;5
258;Rest;114296,842999998480000;426112,346099998800000;ondergronds;5
259;Rest;114453,916900001470000;426132,096200000490000;ondergronds;5
260;Rest;114453,916900001470000;426132,096200000490000;ondergronds;5
261;Rest;114884,706300001590000;425834,891600001600000;ondergronds;5
262;Kunststof/ Plastic;113195,193900000300000;426140,797400001440000;ondergronds;5
263;Rest;113628,493000000720000;426026,840999998150000;ondergronds;5
264;Kunststof/ Plastic;113490,945999998600000;426141,925000000750000;ondergronds;5
265;Rest;113121,447999998930000;426553,140999998900000;ondergronds;5
266;Rest;112587,313499998300000;425870,469000000510000;ondergronds;5
267;Rest;112655,756000000980000;425858,539999999110000;ondergronds;5
268;Papier;113824,152199998500000;426393,963500000540000;ondergronds;5
269;GFT;112250,172200001780000;426078,118200000380000;ondergronds;5
270;Rest;112250,172200001780000;426078,118200000380000;ondergronds;5
271;Glas 3 kleur;114012,778999999170000;426378,388000000270000;ondergronds;5
272;Textiel;110139,062600001690000;426818,457499999550000;ondergronds;5
273;Rest;113635,478300001470000;425605,733500000090000;ondergronds;5
274;Textiel;113490,945999998600000;426141,925000000750000;ondergronds;5
275;Rest;113573,118700001390000;425950,748500000690000;ondergronds;5
276;Kunststof/ Plastic;111860,948300000280000;426491,670200001450000;ondergronds;5
277;Rest;113385,125599998980000;426002,608199998740000;ondergronds;5
278;Papier;113335,337200000880000;426077,333799999210000;ondergronds;5
279;Rest;113298,281300000850000;425833,443300001320000;ondergronds;5
280;Papier;112551,910000000150000;426561,086300000550000;ondergronds;5
281;Kunststof/ Plastic;113696,955299999560000;425773,090799998490000;ondergronds;5
282;Rest;112980,702199999240000;425850,491099998350000;bovengronds;
283;Papier;112979,590900000180000;425848,427400000390000;bovengronds;
284;Rest;112135,557399999350000;426156,420600000770000;bovengronds;
285;GFT;112137,250700000670000;426156,314800001680000;bovengronds;
286;Papier;112138,943999998270000;426156,261900000270000;bovengronds;
287;Kunststof/ Plastic;112140,690299998970000;426156,155999999490000;bovengronds;
288;Rest;112213,248199999330000;426085,427200000730000;bovengronds;
289;GFT;112212,256000000980000;426083,641199998560000;bovengronds;
290;Papier;112211,263799998910000;426081,888300001620000;bovengronds;
291;Rest;114680,393599998210000;426118,386300001290000;bovengronds;
292;Rest;112993,517999999230000;426580,546799998730000;bovengronds;
293;Rest;112991,202899999920000;426580,976700000460000;bovengronds;
294;Rest;112468,261700000610000;425812,715599998830000;bovengronds;
295;GFT;113645,121899999680000;425525,310300000010000;bovengronds;
296;Rest;113647,159200001510000;425525,945300001650000;bovengronds;
297;Rest;113649,064199998970000;425526,553800001740000;bovengronds;
298;Papier;113649,619899999350000;425524,966299999510000;bovengronds;
299;Glas 3 kleur;112914,791900001470000;426167,124200001360000;bovengronds;
300;Papier;112914,650899998840000;426165,573300000280000;bovengronds;
301;Kunststof/ Plastic;112914,425299998370000;426164,078800000250000;bovengronds;
302;Rest;113762,883099999280000;426001,765000000600000;bovengronds;
303;Textiel;112947,768699999900000;425730,854800000790000;bovengronds;
304;Glas;112948,562500000000000;425732,442299999300000;bovengronds;
305;Kunststof/ Plastic;112949,462099999190000;425734,241399999710000;bovengronds;
306;Rest;112950,255800001320000;425735,881900001320000;bovengronds;
307;Rest;112556,016100000590000;425537,146899998190000;bovengronds;
308;Rest;112584,559799999000000;426321,830699998890000;bovengronds;
309;Papier;112586,703000001610000;426321,222199998800000;bovengronds;
310;Kunststof/ Plastic;112584,083599999550000;426320,084499999880000;bovengronds;
311;Rest;112586,332499999550000;426319,475900001820000;bovengronds;
312;Papier;113202,999499998990000;426177,306200001390000;bovengronds;
313;Rest;113203,528599999850000;426180,084399998190000;bovengronds;
314;Glas 3 kleur;112959,433899998660000;426110,248199999330000;bovengronds;
315;Kunststof/ Plastic;112959,870499998330000;426111,412399999800000;bovengronds;
316;Textiel;112960,426100000740000;426112,523600000890000;bovengronds;
317;Rest;114539,794199999420000;425865,892400000240000;bovengronds;
318;Rest;114412,203000001610000;425872,749499998990000;bovengronds;
319;Rest;114093,732200000440000;425795,239700000730000;bovengronds;
320;Rest;113857,154599998150000;425654,767700001600000;bovengronds;
321;Rest;113507,829799998550000;425481,384199999270000;bovengronds;
322;Rest;113331,153900001200000;425486,506499998270000;bovengronds;
323;Rest;112422,931000001730000;426262,309599999340000;bovengronds;
324;Rest;112302,366300001740000;426358,703699998560000;bovengronds;
325;Rest;110487,183899998660000;426321,827300000940000;bovengronds;
326;Rest;110532,707699999210000;426559,679400000720000;bovengronds;
327;Rest;110308,917399998750000;426274,860100001100000;bovengronds;
328;Rest;110161,299499999730000;426559,221599999820000;bovengronds;
329;Rest;113271,815699998290000;426361,074799999590000;bovengronds;
330;Rest;113289,119500000030000;426433,703099999580000;bovengronds;
331;Rest;113172,094000000510000;426512,793800000100000;bovengronds;
332;Rest;113102,124800000340000;426552,054699998350000;bovengronds;
333;Rest;113032,613400001080000;426563,807500001040000;bovengronds;
334;Kunststof/ Plastic;113033,923099998380000;426563,529699999840000;bovengronds;
335;Papier;113035,272399999200000;426563,370999999340000;bovengronds;
336;GFT;113036,542399998750000;426563,132800001650000;bovengronds;
337;Rest;112974,352000001820000;426559,799100000410000;bovengronds;
338;Rest;113094,799400001760000;426315,380899999290000;bovengronds;
339;Rest;113054,847199998800000;426353,454500000920000;bovengronds;
340;GFT;113055,058899998660000;426354,777499999850000;bovengronds;
341;Kunststof/ Plastic;113055,429299999030000;426356,100400000810000;bovengronds;
342;Papier;113055,746800001710000;426357,687899999320000;bovengronds;
343;Rest;113010,661699999120000;426380,124600000680000;bovengronds;
344;Rest;110397,533500000830000;426906,032600000500000;ondergronds;
345;Textiel;112644,954599998890000;426676,690699998290000;ondergronds;
346;Glas;112644,478300001470000;426674,838599998500000;ondergronds;
347;GFT;111770,095499999820000;427239,026299998160000;ondergronds;
348;Glas;111771,524300001560000;427238,669100001450000;ondergronds;
349;Kunststof/ Plastic;111772,794300001110000;427238,192800000310000;ondergronds;
350;Papier;111774,302400000390000;427237,756299998610000;ondergronds;
351;Rest;111775,889899998900000;427237,280000001190000;ondergronds;
352;Textiel;111777,318599998950000;427236,922800000760000;ondergronds;
