Kenteken,Brandstof volgnummer,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,Brandstofverbruik stad,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Geluidsniveau rijdend,Geluidsniveau stationair,Emissieklasse,Milieuklasse EG Goedkeuring (licht),Milieuklasse EG Goedkeuring (zwaar),Uitstoot deeltjes (licht),Uitstoot deeltjes (zwaar),Nettomaximumvermogen,Nominaal continu maximumvermogen,Roetuitstoot,Toerental geluidsniveau,Emissie deeltjes type1 wltp,Emissie co2 gecombineerd wltp,Emissie co2 gewogen gecombineerd wltp,Brandstof verbruik gecombineerd wltp,Brandstof verbruik gewogen gecombineerd wltp,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch,Klasse hybride elektrisch voertuig,Opgegeven maximum snelheid,Uitlaatemissieniveau
00BPN4,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BPN5,1,Diesel,,,,,,80,90,6,,595/2009*64/2012A,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BPN6,1,Diesel,,,,,,80,90,6,,595/2009*64/2012A,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BPN7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPN9,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,375.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPP1,1,Diesel,,,,,,80,87,6,,595/2009*2018/932D,,,162.00,,0.37,1875,,,,,,,,,,,,,,,,,EURO VI D
00BPP3,1,Diesel,,,,,,76,88,6,,595/2009*2018/932D,,,220.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPP4,1,Diesel,,,,,,79,95,6,,595/2009*2018/932,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPP7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPP9,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,478.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPR1,1,Diesel,,,,,,,,0,,,,,331.00,,,,,,,,,,,,,,,,,,,,
00BPR4,1,Diesel,,,,,,75,89,6,,595/2009*2018/932D,,,375.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPR5,1,Diesel,,,,,,80,87,6,,595/2009*2018/932D,,,185.00,,0.37,1875,,,,,,,,,,,,,,,,,EURO VI D
00BPR6,1,Diesel,,,,,,79,95,6,,595/2009*2018/932,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPR7,1,Diesel,8.20,8.20,8.20,216,,70,84,6,,595/2009*2018/932D,,,105.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BPR8,1,Diesel,,,,,,,,0,,,,,108.00,,,,,,,,,,,,,,,,,,,,
00BPR9,1,Diesel,6.50,7.00,7.80,185,,75,82,6,,595/2009*2018/932D,,,120.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BPS1,1,Diesel,,,,,,77,83,6,,595/2009*2018/932D,,,210.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI D
00BPS2,1,Diesel,,,,,,80,85,6,,595/2009*2018/932D,,,239.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI D
00BPS3,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPS5,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPS6,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,302.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPS7,1,Diesel,,,,,,77,92,6,,595/2009*627/2014B,,,413.00,,,1425,,,,,,,,,,,,,,,,,EURO VI B
00BPS8,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPT1,1,CNG,,,,,,81,87,6,,595/2009*2018/932D,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPT2,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPT3,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPT4,1,Diesel,,,,,,,89,3,,,,,353.00,,,1425,,,,,,,,,,,,,,,,,EURO III
00BPT5,1,LNG,,,,,,79,87,6,,595/2009*2018/932D,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPT6,1,Diesel,,,,,,75,87,6,,595/2009*2018/932D,,,260.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPT7,1,Diesel,,,,,,81,88,6,,595/2009*2018/932D,,,235.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BPT8,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPT9,1,Diesel,,,,,,76,89,6,,595/2009*627/2014A,,,350.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BPV1,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPV2,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPV3,1,Elektriciteit,,,,,,72,,Z,,,,,,160.00,,,,,,,,,,,,,,,,205,,,
00BPV5,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPV6,1,Diesel,,,,,,,87,4,,,,,412.00,,,1425,,,,,,,,,,,,,,,,,EURO 4
00BPV7,1,Elektriciteit,,,,,,75,,Z,,,,,,123.00,,,,,,,,,,,,,,,123,270,,,
00BPV8,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,265.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPV9,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BPX1,1,Diesel,,,,,,78,90,6,,595/2009*2018/932D,,,184.00,,0.51,1650,,,,,,,,,,,,,,,,,EURO VI D
00BPX2,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPX3,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,345.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPX4,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPX5,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,220.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPX6,1,Diesel,,,,,,77,89,6,,595/2009*2018/932*D,,,323.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPX7,1,Diesel,,,,,,80,87,6,,595/2009*2018/932D,,,162.00,,0.37,1875,,,,,,,,,,,,,,,,,EURO VI D
00BPX8,1,Diesel,,,,,,78,87,6,,595/2009*2018/932D,,,188.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI D
00BPX9,1,Diesel,,,,,,78,87,6,,595/2009*2018/932D,,,210.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI D
00BPZ1,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BPZ2,1,Diesel,,,,,,78,86,6,,595/2009*2018/932D,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BPZ3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014B,,,375.00,,,1350,,,,,,,,,,,,,,,,,EURO VI B
00BPZ4,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BPZ5,1,Diesel,7.40,7.80,8.50,203,,70,84,6,,595/2009*2018/932D,,,105.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BPZ6,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,335.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BPZ7,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BPZ8,1,Elektriciteit,,,,,,71,,Z,,,,,,220.00,,,,,,,,,,,,,,,,250,,,
00BPZ9,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,315.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BR10,1,Benzine,,,,,,,,0,,,,,76.00,,,,,,,,,,,,,,,,,,,,
00BR20,1,Diesel,,,,,,,,0,,,,,33.00,,,,,,,,,,,,,,,,,,,,
00BR23,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BR34,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BR35,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BR36,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BR38,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BR46,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BR79,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BR86,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BR90,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BRB1,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BRB2,1,Elektriciteit,,,,,,71,,Z,,,,,,220.00,,,,,,,,,,,,,,,,250,,,
00BRB3,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRB4,1,Elektriciteit,,,,,,71,,Z,,,,,,220.00,,,,,,,,,,,,,,,,250,,,
00BRB5,1,Diesel,7.70,8.60,10.10,225,,71,80,6,,595/2009*2018/932D,,,140.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BRB6,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRB7,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRB8,1,Diesel,,,,,,,,6,,,,,270.00,,,,,,,,,,,,,,,,,,,,
00BRB9,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,330.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRD1,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,375.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRD2,1,Diesel,,,,,,77,89,6,,595/2009*2018/932D,,,251.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRD3,1,Diesel,,,,,,79,87,6,,595/2009*2018/932D,,,243.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRD4,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRD5,1,Diesel,,,,,,,,4,,,,,228.00,,,,,,,,,,,,,,,,,,,,EURO 4
00BRD6,1,Diesel,7.00,7.40,8.20,193,,71,82,6,,595/2009*2018/932D,,,120.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BRD9,1,Diesel,,,,,,74,85,6,,595/2009*2018/932D,,,132.00,,0.53,2625,,,,,,,,,,,,,,,,,EURO VI D
00BRF3,1,Diesel,,,,,,,89,6,,,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BRF4,1,Diesel,,,,,,78,86,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRF5,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRF6,1,Diesel,,,,,,80,87,5,,2005/55*2008/74K,,,160.00,,,2025,,,,,,,,,,,,,,,,,EEV K
00BRF7,1,Diesel,,,,,,75,89,6,,595/2009*2018/932*D,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRF8,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRG2,1,Diesel,,,,,,81,88,6,,595/2009*2018/932D,,,235.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BRG3,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRG5,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,478.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BRG7,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,265.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRG8,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRH3,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRH5,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRH6,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRH7,1,LNG,,,,,,79,87,6,,595/2009*2018/932D,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BRH8,1,Diesel,,,,,,80,87,6,,595/2009*627/2014C,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BRJ1,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,316.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRJ2,1,Diesel,,,,,,80,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRJ3,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRJ4,1,Diesel,,,,,,78,86,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BRJ5,1,Diesel,,,,,,79,84,6,,595/2009*2018/932D,,,157.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI D
00BRJ6,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRJ7,1,Diesel,6.80,7.80,9.50,205,,70,84,6,,595/2009*2018/932D,,,105.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BRJ8,1,Elektriciteit,,,,,,75,,Z,,-,,,,116.00,,,,,,,,,,,,,,,,160,OVC-FCHV,,
00BRJ8,2,Waterstof,,,,,,,,Z,,-,,,,,,,,,,,,,,,,,,,,,OVC-FCHV,,
00BRK1,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRK2,1,Diesel,,,,,,80,104,6,,595/2009*627/2014C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BRK3,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,220.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRK4,1,Diesel,,,,,,79,84,6,,595/2009*2018/932D,,,157.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI D
00BRK7,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRK9,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,302.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRL1,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,184.00,,0.51,1650,,,,,,,,,,,,,,,,,EURO VI D
00BRL2,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRL3,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRL4,1,Diesel,,,,,,81,88,6,,595/2009*2018/932D,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BRL5,1,Diesel,,,,,,78,85,6,,595/2009*627/2014C,,,132.00,,,1725,,,,,,,,,,,,,,,,,EURO VI C
00BRL7,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,390.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRL8,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRL9,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRN1,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BRN2,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRN3,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,331.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRN4,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRN5,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,315.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRN6,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRN7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRN8,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRN9,1,Diesel,,,,,,,,4,,,,,177.00,,,,,,,,,,,,,,,,,,,,EURO 4
00BRP2,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BRP3,1,Diesel,,,,,,77,86,6,,595/2009*2018/932D,,,265.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRP4,1,Diesel,,,,,,78,87,6,,595/2009*2018/932D,,,188.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI D
00BRP5,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRP6,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRP7,1,Diesel,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRR1,1,Diesel,,,,,,76,88,6,,595/2009*2018/932D,,,200.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRR2,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRR3,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRR4,1,Diesel,,,,,,79,81,6,,595/2009*2019/1939E,,,345.00,,0.50,1275,,,,,,,,,,,,,,,,,EURO VI E
00BRR5,1,CNG,,,,,,81,87,6,,595/2009*2018/932D,,,251.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BRR6,1,Diesel,,,,,,71,80,6,,595/2009*2018/932D,,,140.00,,,2850,,,,,,,,,,,,,,,,,EURO VI D
00BRR7,1,LNG,,,,,,75,90,6,,595/2009*2018/932*D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRR7,2,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRR8,1,Diesel,,,,,,,,1,,,,,235.00,,,,,,,,,,,,,,,,,,,,
00BRR9,1,Diesel,,,,,,80,90,6,,,,,427.00,,,1425,,,,,,,,,,,,,,,,,EURO 6
00BRS2,1,Diesel,,,,,,79,81,6,,595/2009*2019/1939E,,,345.00,,0.50,1275,,,,,,,,,,,,,,,,,EURO VI E
00BRS3,1,Diesel,,,,,,71,80,6,,595/2009*2018/932D,,,140.00,,,2850,,422,,16.1,,,,,,,,,,,,,EURO VI D
00BRS5,1,Diesel,,,,,,77,89,6,,595/2009*2018/932D,,,251.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRS6,1,Diesel,,,,,,75,85,6,,595/2009*2018/932D,,,140.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI D
00BRS7,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRS8,1,Diesel,,,,,,74,81,6,,595/2009*2018/932D,,,129.00,,0.50,2149,,,,,,,,,,,,,,,,,EURO VI D
00BRS9,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRT2,1,Diesel,,,,,,80,88,6,,595/2009*2018/932D,,,270.00,,,1264,,,,,,,,,,,,,,,,,EURO VI D
00BRT3,1,Diesel,,,,,,75,89,6,,595/2009*2019/1939E,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI E
00BRT4,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRT5,1,Diesel,,,,,,80,82,6,,595/2009*2019/1939E,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI E
00BRT7,1,Diesel,,,,,,77,85,6,,595/2009*2018/932D,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRT8,1,Diesel,,,,,,77,89,6,,595/2009*2019/1939E,,,285.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI E
00BRT9,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BRV2,1,Diesel,,,,,,78,86,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRV3,1,Diesel,,,,,,80,101,6,,595/2009*2016/1718C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BRV5,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,397.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRV6,1,Elektriciteit,,,,,,77,,Z,,595/2009,,,,87.00,,,,,,,,,,,,,,,87,125,,,
00BRV7,1,Diesel,,,,,,80,85,6,,595/2009*2018/932D,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI D
00BRV8,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BRV9,1,Diesel,,,,,,84,81,6,,595/2009*2018/932D,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRX1,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BRX2,1,Diesel,8.51,8.90,9.56,235,,74,84,5,715/2007*143/2013M,,0.00156,,125.00,,0.54,2625,,,,,,,,,,,,,,,,,EURO 5 M
00BRX3,1,Diesel,,,,,,75,89,6,,595/2009*2019/1939E,,,345.00,,0.50,1200,,,,,,,,,,,,,,,,,EURO VI E
00BRX4,1,Diesel,,,,,,76,86,6,,595/2009*2018/932D,,,132.00,,0.53,2625,,,,,,,,,,,,,,,,,EURO VI D
00BRX5,1,Diesel,,,,,,77,85,6,,595/2009*2019/1939E,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI E
00BRX6,1,Diesel,,,,,,77,85,6,,595/2009*2019/1939E,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI E
00BRX7,1,Diesel,,,,,,77,87,6,,595/2009*2018/932D,,,180.00,,0.53,1650,,,,,,,,,,,,,,,,,EURO VI D
00BRX8,1,Diesel,,,,,,77,85,6,,595/2009*2019/1939E,,,315.00,,,1256,,,,,,,,,,,,,,,,,EURO VI E
00BRX9,1,Diesel,,,,,,81,91,6,,595/2009*2018/932D,,,390.00,,,1425,,,,,,,,,,,,,,,,,EURO VI D
00BRZ1,1,Diesel,,,,,,77,85,6,,595/2009*2019/1939E,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI E
00BRZ2,1,Diesel,,,,,,80,86,3,,,,,338.00,,,1500,,,,,,,,,,,,,,,,,
00BRZ3,1,Diesel,,,,,,78,86,6,,595/2009*627/2014A,,,135.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI A
00BRZ4,1,Diesel,,,,,,79,88,6,,595/2009*2018/932D,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO VI D
00BRZ5,1,Diesel,,,,,,75,83,6,,595/2009*2018/932D,,,251.00,,,1200,,,,,,,,,,,,,,,,,EURO VI D
00BRZ7,1,Diesel,,,,,,79,88,6,,595/2009*2019/1939E,,,272.00,,,1350,,,,,,,,,,,,,,,,,EURO VI E
00BRZ8,1,Diesel,,,,,,77,85,6,,595/2009*2019/1939E,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI E
00BS80,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BSB2,1,Diesel,,,,,,77,89,6,,595/2009*2019/1939E,,,323.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI E
00BSB3,1,Diesel,,,,,,,,0,,,,,138.00,,,,,,,,,,,,,,,,,,,,
00BSB4,1,Diesel,,,,,,,,5,,,,,345.00,,,,,,,,,,,,,,,,,,,,
00BSB5,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BSB6,1,Diesel,,,,,,79,95,6,,595/2009*2018/932D,,,346.00,,0.36,1350,,,,,,,,,,,,,,,,,EURO VI D
00BSB7,1,Diesel,,,,,,80,91,6,,595/2009*64/2012A,,,170.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BSB8,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
