REGISTERNUMMER;OMSCHRIJVING;DATUM_INWERKING;ID;MONUMENTENZORGSITE
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
6595;Plaatsing in het gemeentelijk monumentenregister: Westduinpark / Batterij voor luchtafweergeschut (FLAK);1997-02-28;6983;
7252;plaatsing in het gemeentelijk monumentenregister voor Wagenstraat 16 / Grote Marktstraat 36;2013-07-11;7663;http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-16
7284;plaatsing in het gemeentelijk monumentenregister van de Vlamingstraat 31-33;2013-07-26;7699;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-31-en-33
7167;plaatsing in het gemeentelijk monumentenregister voor Vlamingstraat 4;2013-02-15;7430;
7168;plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 6;2013-02-15;7542;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-6
7172;plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 26;2013-02-15;7556;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-26
7178;plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 5;2013-02-15;7561;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-5
7184;plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 29;2013-02-15;7568;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-29
7190;plaatsing in het gemeentelijk monumentenregister van Wagenstraat 10;2013-02-15;7575;http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-10
7170;plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 12;2013-02-15;7551;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-12
7225;plaatsing in het gemeentelijk monumentenregister Wagenstraat 2 a t/m 2 d;2013-06-11;7630;http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-2a-tm-2d
2552;Plaatsing in het gemeentelijke monumentenregister:Herderinnestraat 7;1984-11-30;2778;http://www.monumentenzorgdenhaag.nl/monumenten/herderinnestraat-7
6586;Plaatsing in het gemeentelijke monumentenregister:Schipperplein, Telefoonschakelstation P.1;1997-02-28;3486;
7752;plaatsing in het monumentenregister voor Lange Poten 1;2014-01-13;8176;
7753;plaatsing in het monumentenregister voor Lange Poten 3;2014-01-13;8177;
7789;plaatsing in het gemeentelijk register van Lange Poten 5;2014-01-13;8231;http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-55a
6524;plaatsing in het gemeentelijk monumentenregister van: Lange Voorhout t.o. nr. 47: Trafozuil (Peperbus);1998-01-21;6854;
6587;Plaatsing in het gemeentelijke monumentenregister:Raamweg naast 47, Tankmuur X.17;1997-02-28;3487;http://www.monumentenzorgdenhaag.nl/monumenten/raamweg-naast-nr-47
8269;plaatsing in het gemeentelijk monumentenregister van Korte Poten 2 t/m 2 c;2015-01-15;8732;http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-2-2c
8270;plaatsing in het gemeentelijk monumentenregister van Korte Poten 4;2015-01-15;8733;http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-4
8275;plaatsing in het gemeentelijk monumentenregister van Korte Poten 20;2015-01-15;8739;http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-20-0
8283;plaatsing in het gemeentelijk monumentenregister van Korte Poten 20a;2015-01-15;8743;http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-20a
8286;plaatsing in het gemeentelijk monumentenregister van Korte Poten 42,42a en 42b;2015-01-15;8753;http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-42-42a-42b
2713;Plaatsing in het gemeentelijke monumentenregister:Casuariestraat 43-49;1986-09-23;2908;http://www.monumentenzorgdenhaag.nl/monumenten/casuariestraat-43-tm-49
7171;plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 18;2013-02-15;7554;http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-18
2865;Plaatsing in het gemeentelijke monumentenregister:Scheveningseweg 21;1990-03-09;3189;http://www.monumentenzorgdenhaag.nl/monumenten/scheveningseweg-21
2865;Plaatsing in het gemeentelijke monumentenregister:Scheveningseweg 21;1990-03-09;3189;http://www.monumentenzorgdenhaag.nl/monumenten/scheveningseweg-21
7237;plaatsing in het gemeentelijk monumentenregister van Tasmanstraat 145-147;2013-06-05;7646;http://www.monumentenzorgdenhaag.nl/monumenten/tasmanstraat-145-tm-147
7237;plaatsing in het gemeentelijk monumentenregister van Tasmanstraat 145-147;2013-06-05;7646;http://www.monumentenzorgdenhaag.nl/monumenten/tasmanstraat-145-tm-147
2864;Plaatsing in het gemeentelijke monumentenregister:Scheveningseweg 2;1985-10-29;3188;http://www.monumentenzorgdenhaag.nl/monumenten/scheveningseweg-2
6393;Plaatsing in het gemeentelijke monumentenregister:Haagse bos, Geschutremise T.2;1997-02-28;3465;http://www.monumentenzorgdenhaag.nl/monumenten/haagse-bos-het-0
6426;Plaatsing in het gemeentelijke monumentenregister:Bloklandenplein 17 Transformatorhuis;1998-01-21;3446;
2316;Plaatsing in het gemeentelijk monumentenregister:Brasserskade 243.;2005-04-15;2582;http://www.monumentenzorgdenhaag.nl/monumenten/brasserskade-243
2318;Plaatsing in het gemeentelijk monumentenregister:Dwarskade 12.;2005-04-15;2583;http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-12
2318;Plaatsing in het gemeentelijk monumentenregister:Dwarskade 12.;2005-04-15;2583;http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-12
2318;Plaatsing in het gemeentelijk monumentenregister:Dwarskade 12.;2005-04-15;2583;http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-12
2561;Plaatsing in het gemeentelijke monumentenregister:Hengelolaan 225;2004-11-11;2776;http://www.monumentenzorgdenhaag.nl/monumenten/hengelolaan-225
2563;Plaatsing in het gemeentelijke monumentenregister:Hoge Nieuwstraat 36/38;1987-04-14;2796;http://www.monumentenzorgdenhaag.nl/monumenten/hoge-nieuwstraat-36-en-38
2564;Plaatsing in het gemeentelijke monumentenregister:Hoge Nieuwstraat 40;1987-04-14;2797;http://www.monumentenzorgdenhaag.nl/monumenten/hoge-nieuwstraat-40
2566;Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 21;1984-04-01;2799;http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-21
2567;Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 25/25A;1984-04-01;2801;http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-25-en-25a
2569;Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 34;1984-04-01;2803;http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-34
3525;Plaatsing in het gemeentelijke monumentenregister: Westeinde 32-23a;1983-12-01;3709;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-32-en-32a
3538;Plaatsing in het gemeentelijke monumentenregister: Brouwersgracht 5;1984-12-28;3716;http://www.monumentenzorgdenhaag.nl/monumenten/brouwersgracht-5
2837;Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 58;1983-12-31;3149;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-58
2837;Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 58;1983-12-31;3149;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-58
2839;Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 86;1984-02-01;3151;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-86-tm-86d
2839;Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 86;1984-02-01;3151;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-86-tm-86d
2615;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 54;1982-08-10;2846;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-54
2615;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 54;1982-08-10;2846;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-54
2614;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 53;1982-08-10;2845;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-53
2614;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 53;1982-08-10;2845;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-53
2613;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 52;1982-09-14;2844;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-52
2613;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 52;1982-09-14;2844;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-52
3430;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 36;1983-08-02;3286;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-36
3430;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 36;1983-08-02;3286;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-36
2609;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 44;1982-10-01;2840;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-44
2609;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 44;1982-10-01;2840;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-44
2607;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 41;1985-08-27;2838;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-41
2607;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 41;1985-08-27;2838;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-41
2606;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 38;1982-09-28;2837;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-38
2606;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 38;1982-09-28;2837;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-38
2617;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 64;1982-08-10;2848;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-64
2617;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 64;1982-08-10;2848;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-64
2692;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 73/Laan Copes van Cattenburch 151;1982-08-10;2881;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-73-laan-copes-van-cattenburch-151
2692;Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 73/Laan Copes van Cattenburch 151;1982-08-10;2881;http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-73-laan-copes-van-cattenburch-151
3370;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 32;1982-11-09;3282;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-32
2319;Plaatsing in het gemeentelijk monumentenregister:Dwarskade 16 (voorheen nr. 14);2005-04-15;2584;http://www.monumentenzorgdenhaag.nl/monumenten/dwarskade-16
2657;Plaatsing in het gemeentelijke monumentenregister:Oosteinde 27;1994-08-18;3075;http://www.monumentenzorgdenhaag.nl/monumenten/oosteinde-27
2660;Plaatsing in het gemeentelijke monumentenregister:Oude Molstraat 16/Nobelstraat 1;1984-01-03;3078;http://www.monumentenzorgdenhaag.nl/monumenten/oude-molstraat-16-nobelstraat-1
2667;Plaatsing in het gemeentelijke monumentenregister:Noordeinde 19;1984-04-01;3058;http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-19
2678;Plaatsing in het gemeentelijke monumentenregister:Noordeinde 64c,d,e,f,g;1985-03-01;3111;http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-64c-tm-64g
2682;Plaatsing in het gemeentelijke monumentenregister:Noordeinde 91;1987-09-25;3117;http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-91-tm-91c
2685;Plaatsing in het gemeentelijke monumentenregister:Noordeinde 122/122a;1984-05-01;3121;http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-122-en-122a
10422;Plaatsing in het gemeentelijk monumenten register, Prinsegracht 48-50 en Brouwersgracht 2-2a;1988-11-01;10912;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-4850-brouwersgracht-22a
10424;Inschrijving in het gemeentelijk monumntenregister, dubbele zitbank op het Nassauplein;1998-01-21;10916;
10426;Plaatsing in het gemeentelijke monumentenregister:Paramaribostraat 23-141;1986-04-29;10919;http://www.monumentenzorgdenhaag.nl/monumenten/paramaribostraat-23-tm-141
10426;Plaatsing in het gemeentelijke monumentenregister:Paramaribostraat 23-141;1986-04-29;10919;http://www.monumentenzorgdenhaag.nl/monumenten/paramaribostraat-23-tm-141
3370;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 32;1982-11-09;3282;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-32
3369;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 30;1982-11-09;3281;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-30
3369;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 30;1982-11-09;3281;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-30
6432;Plaatsing in het gemeentelijke monumentenregister: Nassauplein 52-60;1983-12-01;6809;
6432;Plaatsing in het gemeentelijke monumentenregister: Nassauplein 52-60;1983-12-01;6809;
3332;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 9;1982-10-26;3262;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-9
3332;Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 9;1982-10-26;3262;http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-9
10426;Plaatsing in het gemeentelijke monumentenregister:Paramaribostraat 23-141;1986-04-29;10919;http://www.monumentenzorgdenhaag.nl/monumenten/paramaribostraat-23-tm-141
10428;"plaatsing in het gemeentelijk monumentenregister van Doorniksestraat 28,
Eerste Nedelandse Buitenschool";2012-10-23;10922;
11450;definitieve plaatsing in het gemeentelijk monumentenregister van de panden Kiwistraat 30, 32,36 en 43;2019-02-13;11958;
11450;definitieve plaatsing in het gemeentelijk monumentenregister van de panden Kiwistraat 30, 32,36 en 43;2019-02-13;11958;
11450;definitieve plaatsing in het gemeentelijk monumentenregister van de panden Kiwistraat 30, 32,36 en 43;2019-02-13;11958;
11450;definitieve plaatsing in het gemeentelijk monumentenregister van de panden Kiwistraat 30, 32,36 en 43;2019-02-13;11958;
2941;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 1;1987-12-21;3231;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-1
2942;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 3;1988-01-07;3233;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-3
2942;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 3;1988-01-07;3233;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-3
7816;plaatsing in het gemeentelijk monumentenregister van Lange Poten 35;2014-01-13;8246;http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-35
7811;plaatsing in het gemeentelijk monumentenregister van Lange Poten 41;2014-01-13;8247;http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-41
7831;plaatsing in het gemeentelijk monumentenregister van Lange Poten 43;2014-01-13;8248;http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-43
2647;Plaatsing in het gemeentelijke monumentenregister:Noordeinde 62,62a,62b;1984-05-01;3065;http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-62-tm-62c
2659;Plaatsing in het gemeentelijke monumentenregister:Oranjestraat 11/13/15;1987-10-09;3077;
2659;Plaatsing in het gemeentelijke monumentenregister:Oranjestraat 11/13/15;1987-10-09;3077;
3228;Plaatsing in het gemeentelijke monumentenregister:Oude Molstraat 35;1990-05-11;2999;http://www.monumentenzorgdenhaag.nl/monumenten/oude-molstraat-35-0
3228;Plaatsing in het gemeentelijke monumentenregister:Oude Molstraat 35;1990-05-11;2999;http://www.monumentenzorgdenhaag.nl/monumenten/oude-molstraat-35-0
2943;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 5;1988-01-07;3234;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-5
2944;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 7;1987-11-13;3235;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-7
2944;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 7;1987-11-13;3235;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-7
2946;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 11;1988-01-07;3238;http://www.monumentenzorgdenhaag.nl/monumenten/statenlaan-11
2957;Plaatsing in het gemeentelijke monumentenregister:Statenlaan 33, 33A;1988-01-08;3249;
2718;Plaatsing in het gemeentelijke monumentenregister:Beverningkstraat 229 t/m 239;1987-12-21;2913;http://www.monumentenzorgdenhaag.nl/monumenten/van-beverningkstraat-229-tm-239
2722;Plaatsing in het gemeentelijke monumentenregister:Mezenlaan 26;1992-01-16;2920;http://www.monumentenzorgdenhaag.nl/monumenten/mezenlaan-26
2874;Plaatsing in het gemeentelijke monumentenregister:Schuytstraat 9/11;1986-05-22;3199;http://www.monumentenzorgdenhaag.nl/monumenten/schuytstraat-9-en-11
2861;Plaatsing in het gemeentelijke monumentenregister:Ruychrocklaan 244;2004-11-11;3182;http://www.monumentenzorgdenhaag.nl/monumenten/ruychrocklaan-244
5072;Plaatsing in het monumentenregister: Van Ouwenlaan 44;1993-11-17;5378;http://www.monumentenzorgdenhaag.nl/monumenten/van-ouwenlaan-44
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
3179;Plaatsing in het gemeentelijke monumentenregister:Westeinde 66/66a;1983-12-01;3378;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-66-en-66a
3179;Plaatsing in het gemeentelijke monumentenregister:Westeinde 66/66a;1983-12-01;3378;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-66-en-66a
3178;Plaatsing in het gemeentelijke monumentenregister:Westeinde 64;1983-12-01;3377;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-64
3178;Plaatsing in het gemeentelijke monumentenregister:Westeinde 64;1983-12-01;3377;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-64
3177;Plaatsing in het gemeentelijke monumentenregister:Westeinde 62/62A;1983-12-31;3376;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-62-en-62a
3177;Plaatsing in het gemeentelijke monumentenregister:Westeinde 62/62A;1983-12-31;3376;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-62-en-62a
3205;Plaatsing in het gemeentelijke monumentenregister:Westeinde 133/133a;1984-02-01;3383;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-133-en-133a
3205;Plaatsing in het gemeentelijke monumentenregister:Westeinde 133/133a;1984-02-01;3383;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-133-en-133a
3207;Plaatsing in het gemeentelijke monumentenregister:Westeinde 137;1983-12-01;3385;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-137
5072;Plaatsing in het monumentenregister: Van Ouwenlaan 44;1993-11-17;5378;http://www.monumentenzorgdenhaag.nl/monumenten/van-ouwenlaan-44
5072;Plaatsing in het monumentenregister: Van Ouwenlaan 44;1993-11-17;5378;http://www.monumentenzorgdenhaag.nl/monumenten/van-ouwenlaan-44
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
6803;Plaatsing in het gemeentelijke monumentenregister:Nieuwe Schevingse Bosjes e.o., Complex voor Verdedigingsstaf;1997-02-28;3490;http://www.monumentenzorgdenhaag.nl/monumenten/badhuisweg-nieuwe-scheveningse-bosjes
2560;Plaatsing in het gemeentelijke monumentenregister:Helmersstraat 142/144;1986-04-01;2775;http://www.monumentenzorgdenhaag.nl/monumenten/helmersstraat-142-en-144
10595;definitieve plaatsing in het monumentenregister van St. Hubertusweg 10;2018-01-24;11089;
2672;Plaatsing in het gemeentelijke monumentenregister:Parkstraat 6-8;1987-08-07;3105;
2838;Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 60/60a;1983-12-31;3150;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-60-en-60a
2838;Plaatsing in het gemeentelijke monumentenregister:Prinsegracht 60/60a;1983-12-31;3150;http://www.monumentenzorgdenhaag.nl/monumenten/prinsegracht-60-en-60a
6564;plaatsing in het gemeentelijk monumentenregister van Spuistraat 23;2012-03-26;6938;http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-23
3207;Plaatsing in het gemeentelijke monumentenregister:Westeinde 137;1983-12-01;3385;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-137
6431;Plaatsing in het gemeentelijke monumentenregister: Westeinde 131/131A;1983-12-01;6808;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-131-en-131a
6431;Plaatsing in het gemeentelijke monumentenregister: Westeinde 131/131A;1983-12-01;6808;http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-131-en-131a
