X,Y,OBJECTID,IDENTIFICATIE,LOCATIE,LOCATIESTATUS
4.71405665775637,51.6074230981135,909,388,Sterreschans naast Liniewal 18,Gerealiseerd
4.77642468225798,51.5685022792639,910,116,Chopinstr hoek Baronieln,Gerealiseerd
4.75409477090542,51.5769318641243,911,270,Jan Ligthartstraat laatste 2 plaatsen tegenover nummer 53,Gerealiseerd
4.78774520041838,51.6036171479334,912,683,,Gerealiseerd
4.78158610651163,51.5890415958595,913,3,Beyerd P-terrein,Gerealiseerd
4.7807282685587,51.5821427267582,914,461,Chassésingel 40 ,Gerealiseerd
4.76508564300843,51.5897100259841,915,428,Leuvenaarstraat tegenover nummer 10,Gerealiseerd
4.75741444461329,51.5872150211402,916,130,Acaciastraat to 16,Gerealiseerd
4.71231534735953,51.5992961499506,917,51,Tournooiveld ,Gerealiseerd
4.74227767888315,51.5902696233739,918,492,Dagpauwoog tegenover nummer 79,Gerealiseerd
4.77336067036079,51.5796323610106,919,615,,Gerealiseerd
4.7778865793539,51.5783880452561,920,7,Baronielaan 3-5,Gerealiseerd
4.74213963057104,51.5978152593187,921,25,Korte Huifakkerstraat 2,Gerealiseerd
4.78172236129882,51.6114512981907,922,300,Ninovestraat tegenover nummer 25,Gerealiseerd
4.78866263054834,51.5647093730462,923,779,Laurenspark schuin tegenover nummer 126,Gerealiseerd
4.81010100416564,51.5698598798806,924,529,Schaffelaarstraat thv appartementencomplex 39-85,Gerealiseerd
4.73546147542922,51.6177375967638,925,679,,Gerealiseerd
4.77810736409635,51.5935988050902,926,73,Emmastraat,Gerealiseerd
4.70476855096966,51.601086088567,927,1132,Heiveld 15,Gerealiseerd
4.78648339711868,51.5702712598622,928,206,Taxandrialaan v Gaverenlaan,Gerealiseerd
4.75718911531994,51.5805864352861,929,32,Scheldestraat t.o. 55 - 65,Gerealiseerd
4.78152713769382,51.6001244400049,930,537,Lachappellestraat 73-75,Gerealiseerd
4.73893090023457,51.5740262789945,931,1007,Azijnmakerstraat naast Pannendekkerstraat 14,Gerealiseerd
4.7838578595743,51.5768105808459,932,54,Zandberglaan,Gerealiseerd
4.70586019529648,51.6004812109112,933,482,Veenakker tegenover nummer 34,Gerealiseerd
4.73310004777017,51.6222817403919,934,952,Schippersslagen 4,Gerealiseerd
4.79015065369122,51.5667124990569,935,656,,Gerealiseerd
4.742544913257,51.5795833828115,936,1082,Bocht 4,Gerealiseerd
4.74425408245373,51.5923479331199,937,499,Blauwtjes tegenover nummer 27,Gerealiseerd
4.79136128513768,51.5777749039601,938,1043,Molenleystraat 3,Gerealiseerd
4.78724278962729,51.5913988290528,939,465,Nassaustraat tegenover nummer 27 ,Gerealiseerd
4.79396699489984,51.5804038914502,940,634,,Gerealiseerd
4.75207907627885,51.5745838372197,941,243,Houtmanstraat tussen 65 en 63,Gerealiseerd
4.73794555834599,51.627782896333,942,654,,Gerealiseerd
4.78909088549636,51.5913273959546,943,305,Nassausingel schuin tegenover nr 23 plaats 1 en 2,Gerealiseerd
4.81745140109293,51.6082599759248,944,351,Poststraat naast Hoolstraat 51,Gerealiseerd
4.78266249861932,51.5799093989301,945,76,Paulinastraat,Gerealiseerd
4.78266249861932,51.5799093989301,946,43,Paulinastraat,Gerealiseerd
4.78266249861932,51.5799093989301,947,41,Paulinastraat,Gerealiseerd
4.78266249861932,51.5799093989301,948,42,Paulinastraat,Gerealiseerd
4.74923033154202,51.617157295597,949,318,Naast Vekenoord 42,Gerealiseerd
4.78485082163732,51.5759078314888,950,739,de Roy van Zuidewijnlaan 37,Gepland
4.74032973266126,51.6072391785198,951,8,naast Maaibeemd 54,Gerealiseerd
4.81133440422258,51.6090839568236,952,716,Burgemeester Verdaasdonkstraat 81,Gerealiseerd
4.82740734046292,51.6145192538965,953,667,Bramentuin 44 Teteringen,Gerealiseerd
4.74433526892476,51.5968033962834,954,29,Huifakkerstraat 18,Gerealiseerd
4.82452188038546,51.5922313051064,955,319,Bergschot naast nummer 406,Gerealiseerd
4.75414255803273,51.5766085251143,956,531,Dr. Struykenstraat 87,Gerealiseerd
4.78772612655997,51.5995990707512,957,369,Copernicusstraat thv nummer 16,Gerealiseerd
4.77691576043233,51.5759655591498,958,356,Baronielaan 77,Gerealiseerd
4.83464920850061,51.5664278849941,959,252,Pastoor Leijtenstraat thv nummer 52,Gerealiseerd
4.77703992589092,51.5742403558339,960,355,Baronielaan 122,Gerealiseerd
4.78589811525155,51.5698098217615,961,405,Wethouder Romboutstraat thv nummer 57,Gerealiseerd
4.77358978784112,51.5797594069194,962,469,Generaal van der Plaatstraat tegenover nummer 16,Gerealiseerd
4.74810173797454,51.5845397628154,963,403,Heremiet naast nummer 1,Gerealiseerd
4.78479728262043,51.5788558820254,964,59,Weth. Romboutsstr Hyacintplein,Gerealiseerd
4.78479728262043,51.5788558820254,965,58,Weth. Romboutsstr Hyacintplein,Gerealiseerd
4.79227770535718,51.5672896373127,966,893,Kerkhofweg naast Keermanslaan 62,Gerealiseerd
4.77726243885052,51.5995539643325,967,109,zie Past Pottersplein,Gerealiseerd
4.7788007530106,51.5849372191462,968,224,Keizerstraat thv nummer 50,Gerealiseerd
4.78500806891616,51.5836300186181,969,880,Paul Windhausenweg 34,Gerealiseerd
4.80086885898188,51.6101286003141,970,589,Albert van Huffelstraat tegenover nummer 19,Gerealiseerd
4.74415367600541,51.6224063914292,971,30,Heksenkruid 26,Gerealiseerd
4.75723191070839,51.582692665471,972,287,Hoek Haagweg Ettensebaan tussen Haagweg 166 en 168,Gerealiseerd
4.8127481840647,51.6091628172885,973,331,Geerveld naast Grote Huiswei 1,Gerealiseerd
4.78403547530824,51.5938452577491,974,917,Delpratsingel 27,Gerealiseerd
4.81567036206337,51.5880625469001,975,565,Heusdenhoutsestraat 224,Gerealiseerd
4.79133506329824,51.578673649909,976,1058,Poolseweg 92,Gerealiseerd
4.7914548181098,51.5760637069228,977,39,Fatimaplein t.o. 4 - 10,Gerealiseerd
4.80362056913827,51.6105738190599,978,638,,Gerealiseerd
4.74158094122783,51.5783825493798,979,1044,Posthoornstraat 1,Gerealiseerd
4.71542494110443,51.5920420794175,980,916,Schipperenweike achter nummer 2,Gerealiseerd
4.73955798434299,51.6210682167254,981,780,Koekoeksbloem tegenover nummer 33,Gerealiseerd
4.76127122149826,51.5848267270141,982,102,Haagweg middenberm t.o. 21,Gerealiseerd
4.77923796488868,51.5695034386715,983,31,Burg. Passtoorsstraat 41,Gerealiseerd
4.80342974009344,51.5726762109558,984,670,,Gerealiseerd
4.79040236654736,51.5804846298428,985,426,Wagemakerspark naast Eggestraat 67,Gerealiseerd
4.79401039165974,51.5803951228071,986,633,Achillesstraat tegenover huisnummer 116.,Gerealiseerd
4.77260877728394,51.5968060035944,987,205,Kievitstr naast Kalkoenstr 60,Gerealiseerd
4.81353806039402,51.5866588483449,988,481,Wilderen naast nummer 368,Gerealiseerd
4.76532712350609,51.5773516959302,989,657,Ruusbroecstraat 2,Gerealiseerd
4.78362816979706,51.5712992568212,990,925,Ginnekenweg 236,Gerealiseerd
4.80463629343429,51.6112979811248,991,736,Maasdijk naast Blokvucht 68,Gerealiseerd
4.75041409999721,51.6110064255291,992,168,,Gerealiseerd
4.80495454904096,51.6078748526945,993,60,Lange Weide naast 106,Gerealiseerd
4.79398342518912,51.5923950122181,994,257,Antiloopstraat thv nummer 41A,Gerealiseerd
4.76865082351602,51.6007011309721,995,14,Speelhuislaan 158,Gerealiseerd
4.81182009046821,51.5946953541156,996,569,Tilburgseweg 82,Gerealiseerd
4.7898554721309,51.5716098920138,997,393,Prins Hendrikstraat thv Gaffelstraat nummer 1,Gerealiseerd
4.75437153393039,51.5870907286763,998,601,,Gerealiseerd
4.76107394432243,51.584484096118,999,578,Oranjeboomstraat naast Haagweg 25,Gerealiseerd
4.74688672138918,51.6082725578279,1000,978,Gouddonk ter hoogte van nummer 1,Gerealiseerd
4.76774038995582,51.5728251532325,1001,250,Vriesdongen tegenover nummer 2,Gerealiseerd
4.74323048508001,51.5739691394464,1002,985,Mastbosstraat 12,Gerealiseerd
4.79960975876711,51.551290668426,1003,845,Rooiakker tegenover nummer 7,Gerealiseerd
