FID,soort_water,codebpn,disk_beh_obj_code,districtnaam,objectnaam,objecttype,beheersregime,contract,opmerking,info1,info2,info3,info4,info5,stichtingsjaar,muteerder,mutatie,geobron,hoofdwatersysteem,watersysteemnaam,watersysteemdeel,subcat,zijde,km,element,beheerder,eigenaar,onderhouder,gisobjid,nen_systeemdeel,nen_beheerobject,nen_element,nen_bouwdeel,nen_datum_vervallen,se_anno_cad_data,gdb_geomattr_data,shape
water_punten.92,71,"YS2.QX.R.957,117.--",Niet van toepassing,ON N,Meetstation waterafvoer Olst,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,327,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"957,117",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (203966 484039)
water_punten.93,70,"YS2.QX.R.957,721.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,656,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"957,721",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (203875.4268000014 484686.0042999983)
water_punten.94,71,"ZW4.QX.R.0,656.--",Niet van toepassing,ON N,Meetstation waterhoogte Katerveer,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,644,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW4,QX,R,"0,656",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (200223 502541)
water_punten.95,71,"ZW1.QX.R.1,914.--",Niet van toepassing,ON N,Meetpaal waterhoogte Spooldersluis binne,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,645,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW1,QX,R,"1,914",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (200347 502673)
water_punten.96,70,"YS3.QX.R.981,0.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,963,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS3,QX,R,"981,0",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (199615.0709999986 502189.9996000007)
water_punten.97,70,"ZW1.QX.L.1,324.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,964,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW1,QX,L,"1,324",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (200351.2228000015 502770.3643999994)
water_punten.98,70,"YS3.QX.R.981,0.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,966,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS3,QX,R,"981,0",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (199615.0709999986 502189.9996000007)
water_punten.99,71,"ZW2.QX.R.3,261.--",Niet van toepassing,ON N,Meetpunt NAP,Inwinpunt Waterstanden,Wel in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,6,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,R,"3,261",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (201669.7100000009 505923.756000001)
water_punten.100,71,"ZW2.QX.L.6,657.--",Niet van toepassing,ON N,Meetpaal waterhoogte mond der Vecht,Inwinpunt Waterstanden,Wel in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,648,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,L,"6,657",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (203397 508715)
water_punten.101,70,"ZW2.QX.L.10,560.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,967,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,L,"10,560",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (202146.66490000114 512084.5104999989)
water_punten.102,71,"ZW2.QX.L.6,65.--",Niet van toepassing,ON N,Straatkast waterhoogte mond der Vecht,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1287,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,L,"6,65",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (203383 508702)
water_punten.103,71,"WZW.QX.-.77,1.--"," CIV.CQ.-.77,1",NN O,Meetpaal Eemshaven (CIV),Watermeetstation,Niet in beheer,Geen informatie,"Levert informatie over waterstanden, stroming, golfhoogte, wind en waterkwaliteit.",Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2014,,2014-11-24T00:00:00,Niet bekend,Wadden,Waddenzee (NN),WZW,QX,-,77.1,--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (250248.37000000104 610741.8599999994)
water_punten.104,71,WZW.QX.-.26.230,Niet van toepassing,NN W,Meetpunt CIV op paal,Meerpaal,Niet in beheer,Geen informatie,Meetnet CIV - paalnummer 230,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2008,,2019-11-27T00:00:00,Getekend luchtfoto,Wadden,Waddenzee (NN),WZW,QX,-,-,--,Rijksoverheid,Rijksoverheid,Rijksoverheid,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (187728.0009999983 601115)
water_punten.105,71,WZW.QX.-.-.716,Nog in te winnen,NN W,Meetpunt CIV op paal,Meerpaal,Niet in beheer,Geen in formatie,Meetnet CIV - paalnummer 716,,,,,,-888,,2022-11-14T14:03:45,Getekend luchtfoto,Wadden,Waddenzee (NN),WZW,QX,-,-,--,Rijksoverheid,Rijksoverheid,Rijksoverheid,-999,Niet van toepassing,,,,,,,POINT (209221.67330000177 609492.2115999982)
water_punten.106,71,"EMK.QX.M.14,148.--",07E-105-01,NN O,Bloemhofbrug,Ophaalbrug,Niet in beheer,Geen informatie,Meetpunt Waterschap Hunze en Aa's (zouttong zeesluizen),Niet van toepassing,Niet van toepassing,"14,148","EMK. QX.M.12,400.--",Niet van toepassing,-888,,2022-12-16T15:09:23,Getekend vrij,Fries-Groningse Kanalen,Hoofdvaarweg Lemmer-Delfzijl,EMK,QX,M,"14,148",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (246377.9235999994 588710.8236999996)
water_punten.107,71,"EMK.QX.M.0,726.--",07F-002-07,NN O,Zeesluizen Farmsum,Schutsluis,Niet in beheer,Geen informatie,Meetpunt Waterschap Hunze en Aa's (zouttong zeesluizen),Niet van toepassing,Niet van toepassing,"0,726","EMK. QX.M.25,830.--",Niet van toepassing,-888,,2022-12-16T15:09:23,Getekend vrij,Fries-Groningse Kanalen,Hoofdvaarweg Lemmer-Delfzijl,EMK,QX,M,"0,726",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (258410.18299999833 593645.2463999987)
water_punten.108,71,"EMK.QX.L.22,579.--",07D-135-01,NN O,Slochtersluis,Schutsluis,Niet in beheer,Geen informatie,Meetpunt Waterschap Hunze en Aa's (zouttong zeesluizen),Niet van toepassing,Niet van toepassing,"22,579","EMK. QX.M.3,967.--",Niet van toepassing,-888,,2022-12-16T15:09:23,Getekend vrij,Fries-Groningse Kanalen,Hoofdvaarweg Lemmer-Delfzijl,EMK,QX,L,"22,579",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (239364.59329999983 584059.5832000002)
water_punten.109,71,"PMK.-.R.70,786.--",06D-xxx-xx,NN W,Hendrik Bulthuis Akwadukt,Inwinpunt Waterstanden,Niet in beheer,Contract Midden 2 12-27-WN,Peilschaal,Niet van toepassing,Niet van toepassing,"70,786",PMK.-.R.44.484.--,Niet van toepassing,2016,,2022-12-16T15:09:23,DTB,Fries-Groningse Kanalen,Hoofdvaarweg Lemmer-Delfzijl,PMK,-,R,"70,786",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (194808.36300000176 577835.688000001)
water_punten.110,71,"PMK.-.L.92,939.--",Nog in te winnen,NN W,Niet van toepassing,-,Niet bekend,Niet van toepassing,Peilschaal,Niet van toepassing,Niet van toepassing,"92,939","PMK.-.M.92,939.--

",Niet van toepassing,-999,,2022-12-16T15:09:23,DTB,Fries-Groningse Kanalen,Hoofdvaarweg Lemmer-Delfzijl,PMK,-,L,"92,939",--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (180709.49230000004 562062.6306000017)
water_punten.111,71,"EMK.-.L.22,600.--",Nog in te winnen,NN O,Niet van toepassing,-,Niet bekend,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,"22,600","EMK.-.L.22,600.--

",Niet van toepassing,-999,,2022-12-16T15:09:23,DTB,Fries-Groningse Kanalen,Hoofdvaarweg Lemmer-Delfzijl,EMK,-,L,"22,600",--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (239349.79529999942 584036.7179000005)
water_punten.112,71,HMK,HMK,WNN N,Peilbuis,Overig,Niet bekend,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-08-09T13:03:53,DTB,Ijsselmeergebied,Markermeer (NH),MMMM,-,-,-999,ov,RWS,RWS,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:00,,,POINT (135580.69099999964 496823.7270000018)
water_punten.113,71,HMK,HMK,WNN N,Peilbuis,Overig,Niet bekend,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-08-09T13:03:53,DTB,Ijsselmeergebied,Markermeer (NH),MMMM,-,-,-999,ov,RWS,RWS,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:00,,,POINT (135582.98699999973 496818.7529999986)
water_punten.114,71,"117.QX.-.1000,35","117,QX.-.1000,35",WNZ Z,Meetstation Haringvlietbrug,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Zuidrand,117,QX,-,1000.35,--,Niet bekend,RWS Meet- en Informatiede,Niet bekend,1100106,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (86978.11300000176 414970.4470000006)
water_punten.115,71,"113.QX.R.1006,8","113.QX.R.1006,8",WNZ Z,Zoutmeetstation Bernisse,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Middendeel,113,QX,R,1006.8,--,Niet bekend,RWS Meet- en Informatiede,Niet bekend,1100107,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (79150.63699999824 424542.6160000004)
water_punten.116,71,"117.QX.L.1017,495","117.QX.L.1017,495",WNZ Z,Meetboei Middelharnis,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Zuidrand,117,QX,L,1017.495,--,Niet bekend,RWS Meet- en Informatiede,Niet bekend,1100108,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (72508.75299999863 421551.76999999955)
water_punten.117,71,"113.QX.L.1011,575","113.QX.L.1011,575",WNZ Z,Zoutmeetstation Beningen,Watermeetstation,Wel in beheer,VOV,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Middendeel,113,QX,L,1011.575,--,Niet bekend,RWS Meet- en Informatiede,Niet bekend,1100109,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (75619.84800000116 422144.8979999982)
water_punten.118,71,"117.QX.R.1030,1","117,QX.R.1030,1",WNZ Z,Meetstation Stellendam Buiten,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Zuidrand,117,QX,R,1030.1,--,Niet bekend,RWS Meet- en Informatiede,Niet bekend,1100110,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (61793.04100000113 427319.68400000036)
water_punten.119,71,"113.QX.R.1008,465","113.QX.R.1008,465 ",WNZ Z,Vis detectie kast,Geen informatie,Wel in beheer,VOV,,,,,,,-999,,2021-11-02T13:58:56,RWS,Rijn-Maasmonding,Middendeel,113,QX,R,1008.465,--,Niet bekend,Niet bekend,Niet bekend,1100111,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (77508.48099999875 424542.48600000143)
water_punten.120,71,"113.QX.L.1008,386"," 113.QX.L.1008,386",WNZ Z,Vis detectie kast,Geen informatie,Wel in beheer,VOV,,,,,,,-999,,2021-11-02T13:58:56,RWS,Rijn-Maasmonding,Middendeel,113,QX,L,1008.386,--,Niet bekend,Niet bekend,Niet bekend,1100112,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (77605.67199999839 424373.38699999824)
water_punten.121,71,"101F.QX.R.980,575",N.v.t.,WNZ Z,Meetstation Alblasserdam,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Middendeel,101F,QX,R,980.575,--,Niet bekend,RWS Meet en Informatie Di,Niet bekend,1100113,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (104653.89299999923 430056.01999999955)
water_punten.122,71,"103B.QX.L.988,825",N.v.t.,WNZ N,Zoutmeetstation Krimpen aan de Lek,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Noordrand,103B,QX,L,988.825,--,Niet bekend,RWS Meet en Informatie Di,Niet bekend,1100114,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (102592.14200000092 433578.57400000095)
water_punten.123,71,"108B.QX.-.983,115",N.v.t.,WNZ Z,Meetstation Moerdijkbrug,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Zuidrand,108B,QX,-,983.115,--,Niet bekend,RWS Meet en Informatie Di,Niet bekend,1100115,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (103126.04699999839 414449.8579999991)
water_punten.126,71,"111A.QX.L.996,109",N.v.t.,WNZ Z,Zoutmeetstation Beerenplaat,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Middendeel,111A,QX,L,996.109,--,Niet bekend,RWS Meet en Informatie Di,Niet bekend,1100118,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (88435.85799999908 428350.0469999984)
water_punten.127,71,"112.QX.L.980,875",N.v.t.,WNZ Z,Meetstation Wieldrecht,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Middendeel,112,QX,L,980.875,--,Niet bekend,RWS Meet en Informatie Di,Niet bekend,1100119,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (102557.04699999839 422532.0469999984)
water_punten.128,71,"102A.QX.R.1005,267","102A.QX.R.1005,267",WNZ N,Meetstation Lekhaven,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Noordrand,102A,QX,R,1005.267,--,Niet bekend,RWS Meet- en Informatiedi,Niet bekend,1100120,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (89093.97599999979 435508.0080000013)
water_punten.129,71,"102A.QX.R.995,125","102A.QX.R.995,125",WNZ N,Zoutmeetstation Brienenoordbrug,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Noordrand,102A,QX,R,995.125,--,Niet bekend,RWS Meet- en Informatiedi,Niet bekend,1100121,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (96868.98699999973 435532.0009999983)
water_punten.130,71,"102B.QX.R.1030,13","102B.QX.R.1030,13",WNZ N,Meetstation Hoek van Holland,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Meetdienst,Rijn-Maasmonding,Noordrand,102B,QX,R,1030.13,--,Niet bekend,RWS Meet- en Informatiedi,Niet bekend,1100122,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (67926.62900000066 443981.9519999996)
water_punten.131,71,NZ5A.QX.-.1, Niet van toepaasing,WNZ N,Peilbuis Z1 ,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-0,04 m. bkpb NAP+4,90 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,1.0,--,RWS,RWS,RWS,1100124,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68865.06199999899 446403.61199999973)
water_punten.132,71,NZ5A.QX.-.10,Niet van toepassing,WNZ N,Peilbuis N4,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-1,87 m. bkpb NAP+5,33 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,10.0,--,RWS,RWS,RWS,1100125,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68909.46700000018 447166.8260000013)
water_punten.133,71,NZ5A.QX.-.5,Niet van toepassing,WNZ N,Peilbuis Z4,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-1,58 m. bkpb NAP+9,72 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,5.0,--,RWS,RWS,RWS,1100129,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68507.04500000179 446686.6950000003)
water_punten.134,71,NZ5A.QX.-.2,Niet van toepassing,WNZ N,Pelbuis Z2,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-9,292 m. bkbp NAP+8,58 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,2.0,--,RWS,RWS,RWS,1100126,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68781.80200000107 446472.99500000104)
water_punten.135,71,NZ5A.QX.-.3,Niet van toepassing,WNZ N,Peilbuis Z3,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-1,65 m. bkpb NAP+3,95 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,3.0,--,RWS,RWS,RWS,1100127,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68601.4059999995 446592.33399999887)
water_punten.136,71,NZ5A.QX.-.4,Niet van toepassing,WNZ N,Peilbuis Z3a,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-1,95 m. bkpb NAP+3,15 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,4.0,--,RWS,RWS,RWS,1100128,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68557.0009999983 446639.5150000006)
water_punten.137,71,NZ5A.QX.-.6,Niet van toepassing,WNZ N,Peilbuis N1,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-0,70 m. bkpb NAP+3,35 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,6.0,--,RWS,RWS,RWS,1100130,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (69189.77499999851 446961.4519999996)
water_punten.138,71,NZ5A.QX.-.7,Niet van toepassing,WNZ N,Peilbuis N2,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-0,73 m. bkbp NAP+8,10 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,7.0,--,RWS,RWS,RWS,1100131,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (69153.6950000003 447005.8579999991)
water_punten.139,71,NZ5A.QX.-.8,Niet van toepassing,WNZ N,Peilbuis N3,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-1,80 m. kbpb NAP+4,79 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,8.0,--,RWS,RWS,RWS,1100132,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (69014.67799999937 447095.0309999995)
water_punten.140,71,NZ5A.QX.-.9,Niet van toepassing,WNZ N,Peilbuis N3a,Inwinpunt waterstanden,Wel in beheer,VOV,"diepte NAP-1,01 m. bkpb NAP+2,99 m.",,,,,,2009,,2021-11-02T13:58:56,S. Mostert,Noordzee,Noordzee (ZH),NZ5A,QX,-,9.0,--,RWS,RWS,RWS,1100133,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (68967.7490000017 447119.6460000016)
water_punten.141,71,"115.QX.R.2,055","115.QX.R.2,055",WNZ N,Watermeetopstelling zeezijde,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Noordrand,115,QX,R,2.055,--,Niet bekend,Niet bekend,Niet bekend,1100134,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (80202.35099999979 431515.5769999996)
water_punten.142,71,"102B.QX.L.1025,7",37B-350-01,WNZ N,Watermeetopstelling Maesalntk. Zuid rivierzijde,Watermeetstation,Wel in beheer,,WMO tbv BOS Europoortkering,,,,,,1997,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Noordrand,102B,QX,L,1025.7,--,Niet bekend,Niet bekend,Niet bekend,1100135,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (71120.73900000006 440858.73999999836)
water_punten.143,71,"115.QX.R.1,24",Niet van toepassing,WNZ Z,Watermeetopstelling rivierzijde,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Noordrand,115,QX,R,1.24,--,Niet bekend,Niet bekend,Niet bekend,1100139,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (81018.3590000011 431431.02899999917)
water_punten.144,71,"102B.QX.L.1026,9",37B-350-01,WNZ N,Watermeetopstelling Maeslantkering Zuid zeezijde,Watermeetstation,Wel in beheer,,WMO tbv BOS Europoortkering,,,,,,1997,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Noordrand,102B,QX,L,1026.9,--,Niet bekend,Niet bekend,Niet bekend,1100136,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (70253.39299999923 441653.2470000014)
water_punten.145,71,"102B.QX.R.1025,7",37B-350-01,WNZ N,Watermeetopstelling Maeslantk Noord rivierzijde,Watermeetstation,Wel in beheer,,WMO tbv BOS Europoortkering,,,,,,1997,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Noordrand,102B,QX,R,1025.7,--,RWS,RWS,RWS,1100137,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (71441.23200000077 441228.5379999988)
