ID,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEWEEGBAAR,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,NAAM,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,WEGNAAM
6065655,561,,561,561__,Den Haag Laan van NOI,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,59.176425,"59,176425",Randstad Zuid,RZ,Den Haag,2,KUNSTWERKEN,Den Haag,83531.507256,455124.013,52.0797714806261,4.34460023125703,KUNSTWERKEN,Randstad Zuid,RZ,Nee,'s-Gravenhage,G0518,bestaand,,450.28912,283,2057af346724c1fee053530a0b0aca32,1,gerealiseerd,2015/09/14 10:31:58+00,
6066044,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,25.320892,"25,320892",Randstad Zuid,RZ,Den Haag,2,KUNSTWERKEN,Den Haag,82049.016012,455225.4545,52.080489794831,4.32295506213406,KUNSTWERKEN,Randstad Zuid,RZ,Nee,'s-Gravenhage,G0518,bestaand,,2792.643375,283,1e0a6f13ac7ee183e053530a0b0a8a7d,1,gerealiseerd,2015/08/17 14:20:23+00,
6066318,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,6.178105,"6,178105",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,137326.977697,481511.7725,52.3212686043026,5.12798996936443,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,2445.200669,283,85821aa02bec4934bcfd288bfe4915c4,1,gerealiseerd,2016/08/02 08:11:30+00,
6066319,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,40.254528,"40,254528",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,160801.356,502522.665841,52.510356394757,5.47265858102257,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,192.352571,283,924bb42401e84a23a7aa6f6384d729ff,1,gerealiseerd,2020/02/18 12:52:57+00,
6066320,585,,585,585__,Diemen Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,8.401906,"8,401906",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,127791.2815,483273.152772,52.3367099158354,4.98798821649631,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,234.319291,283,7a4e746a7eb948ebb10bde58c2c97962,1,gerealiseerd,2021/01/22 17:00:08+00,
6066321,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,43.121824,"43,121824",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,161121.417,505327.290984,52.535558805393,5.47742465438376,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,180.610846,283,2c3c80fd1fe84913b090f1e258da2813,1,gerealiseerd,2015/05/20 14:51:26+00,
6066323,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,33.719694,"33,719694",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,157833.8165,497163.893573,52.4622187568451,5.42890120991642,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,130.122545,283,1c4063dcf4b342e197e213252abe4318,1,gerealiseerd,2020/02/18 08:48:48+00,
6066324,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,20.702716,"20,702716",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,148079.475354,489980.662,52.3976236605685,5.28552479198801,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,223.021675,283,96e16b8646434244846628fb4e1b2dc5,1,gerealiseerd,2020/09/18 16:15:05+00,
6066325,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,13.545088,"13,545088",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,131920.958615,480199.892,52.3092777806149,5.04878965370574,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,196.83616,283,5dcf5fedf0854f499e08e41b03c9948e,1,gerealiseerd,2021/01/22 17:00:11+00,
6066326,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,11.821072,"11,821072",Randstad Noord,RN,Weesp,11,KUNSTWERKEN,Amstelsepoort,130618.966793,481318.368,52.3192739599296,5.02961765222283,KUNSTWERKEN,Randstad Noord,RN,Nee,Prorail,L0004,bestaand,,244.169881,283,3419a444bf8141d79297a23dee0e87d6,1,gerealiseerd,2021/01/22 17:00:54+00,
