Version;Date_of_report;Date_of_statistics;Perc_covid_symptoms;MA_perc_covid_symptoms
1;2023-02-02 10:00:00;2020-12-13;3,45;3,25
1;2023-02-02 10:00:00;2020-12-14;3,02;3,19
1;2023-02-02 10:00:00;2020-12-15;2,98;3,22
1;2023-02-02 10:00:00;2020-12-16;3,89;3,11
1;2023-02-02 10:00:00;2020-12-17;3,12;3,12
1;2023-02-02 10:00:00;2020-12-18;2,88;3,21
1;2023-02-02 10:00:00;2020-12-19;2,43;3,20
1;2023-02-02 10:00:00;2020-12-20;3,49;3,11
1;2023-02-02 10:00:00;2020-12-21;3,67;2,94
1;2023-02-02 10:00:00;2020-12-22;2,94;2,93
1;2023-02-02 10:00:00;2020-12-23;3,23;3,01
1;2023-02-02 10:00:00;2020-12-24;1,93;2,91
1;2023-02-02 10:00:00;2020-12-25;2,84;2,72
1;2023-02-02 10:00:00;2020-12-26;2,94;2,69
1;2023-02-02 10:00:00;2020-12-27;2,82;2,61
1;2023-02-02 10:00:00;2020-12-28;2,32;2,62
1;2023-02-02 10:00:00;2020-12-29;2,72;2,52
1;2023-02-02 10:00:00;2020-12-30;2,71;2,42
1;2023-02-02 10:00:00;2020-12-31;2,02;2,41
1;2023-02-02 10:00:00;2021-01-01;2,12;2,40
1;2023-02-02 10:00:00;2021-01-02;2,26;2,36
1;2023-02-02 10:00:00;2021-01-03;2,69;2,26
1;2023-02-02 10:00:00;2021-01-04;2,28;2,27
1;2023-02-02 10:00:00;2021-01-05;2,45;2,30
1;2023-02-02 10:00:00;2021-01-06;1,99;2,24
1;2023-02-02 10:00:00;2021-01-07;2,07;2,11
1;2023-02-02 10:00:00;2021-01-08;2,38;2,06
1;2023-02-02 10:00:00;2021-01-09;1,82;1,93
1;2023-02-02 10:00:00;2021-01-10;1,76;2,17
1;2023-02-02 10:00:00;2021-01-11;1,98;2,21
1;2023-02-02 10:00:00;2021-01-12;1,48;2,18
1;2023-02-02 10:00:00;2021-01-13;3,69;2,24
1;2023-02-02 10:00:00;2021-01-14;2,39;2,21
1;2023-02-02 10:00:00;2021-01-15;2,13;2,13
1;2023-02-02 10:00:00;2021-01-16;2,28;2,14
1;2023-02-02 10:00:00;2021-01-17;1,53;1,78
1;2023-02-02 10:00:00;2021-01-18;1,42;1,68
1;2023-02-02 10:00:00;2021-01-19;1,57;1,65
1;2023-02-02 10:00:00;2021-01-20;1,17;1,54
1;2023-02-02 10:00:00;2021-01-21;1,65;1,54
1;2023-02-02 10:00:00;2021-01-22;1,92;1,54
1;2023-02-02 10:00:00;2021-01-23;1,49;1,56
1;2023-02-02 10:00:00;2021-01-24;1,55;1,58
1;2023-02-02 10:00:00;2021-01-25;1,44;1,56
1;2023-02-02 10:00:00;2021-01-26;1,71;1,52
1;2023-02-02 10:00:00;2021-01-27;1,30;1,59
1;2023-02-02 10:00:00;2021-01-28;1,48;1,55
1;2023-02-02 10:00:00;2021-01-29;1,68;1,64
1;2023-02-02 10:00:00;2021-01-30;1,94;1,59
1;2023-02-02 10:00:00;2021-01-31;1,28;1,63
1;2023-02-02 10:00:00;2021-02-01;2,12;1,57
1;2023-02-02 10:00:00;2021-02-02;1,32;1,62
1;2023-02-02 10:00:00;2021-02-03;1,58;1,56
1;2023-02-02 10:00:00;2021-02-04;1,07;1,69
1;2023-02-02 10:00:00;2021-02-05;2,05;1,55
1;2023-02-02 10:00:00;2021-02-06;1,53;1,54
1;2023-02-02 10:00:00;2021-02-07;2,13;1,53
1;2023-02-02 10:00:00;2021-02-08;1,20;1,58
1;2023-02-02 10:00:00;2021-02-09;1,24;1,55
1;2023-02-02 10:00:00;2021-02-10;1,50;1,54
1;2023-02-02 10:00:00;2021-02-11;1,39;1,45
1;2023-02-02 10:00:00;2021-02-12;1,83;1,50
1;2023-02-02 10:00:00;2021-02-13;1,50;1,59
1;2023-02-02 10:00:00;2021-02-14;1,49;1,57
1;2023-02-02 10:00:00;2021-02-15;1,55;1,65
1;2023-02-02 10:00:00;2021-02-16;1,90;1,73
1;2023-02-02 10:00:00;2021-02-17;1,32;1,83
1;2023-02-02 10:00:00;2021-02-18;1,95;1,85
1;2023-02-02 10:00:00;2021-02-19;2,37;1,95
1;2023-02-02 10:00:00;2021-02-20;2,23;1,97
1;2023-02-02 10:00:00;2021-02-21;1,64;2,05
1;2023-02-02 10:00:00;2021-02-22;2,25;2,08
1;2023-02-02 10:00:00;2021-02-23;2,06;2,19
1;2023-02-02 10:00:00;2021-02-24;1,84;2,19
1;2023-02-02 10:00:00;2021-02-25;2,17;2,24
1;2023-02-02 10:00:00;2021-02-26;3,12;2,16
1;2023-02-02 10:00:00;2021-02-27;2,26;2,21
1;2023-02-02 10:00:00;2021-02-28;1,97;2,29
1;2023-02-02 10:00:00;2021-03-01;1,68;2,23
1;2023-02-02 10:00:00;2021-03-02;2,45;2,08
1;2023-02-02 10:00:00;2021-03-03;2,37;2,14
1;2023-02-02 10:00:00;2021-03-04;1,74;2,16
1;2023-02-02 10:00:00;2021-03-05;2,08;2,24
1;2023-02-02 10:00:00;2021-03-06;2,67;2,24
1;2023-02-02 10:00:00;2021-03-07;2,14;2,17
1;2023-02-02 10:00:00;2021-03-08;2,25;2,16
1;2023-02-02 10:00:00;2021-03-09;2,45;2,20
1;2023-02-02 10:00:00;2021-03-10;1,88;2,16
1;2023-02-02 10:00:00;2021-03-11;1,62;2,23
1;2023-02-02 10:00:00;2021-03-12;2,38;2,30
1;2023-02-02 10:00:00;2021-03-13;2,38;2,26
1;2023-02-02 10:00:00;2021-03-14;2,67;2,31
1;2023-02-02 10:00:00;2021-03-15;2,69;2,48
1;2023-02-02 10:00:00;2021-03-16;2,17;2,49
1;2023-02-02 10:00:00;2021-03-17;2,24;2,55
1;2023-02-02 10:00:00;2021-03-18;2,82;2,53
1;2023-02-02 10:00:00;2021-03-19;2,43;2,46
1;2023-02-02 10:00:00;2021-03-20;2,86;2,42
1;2023-02-02 10:00:00;2021-03-21;2,48;2,43
1;2023-02-02 10:00:00;2021-03-22;2,25;2,39
1;2023-02-02 10:00:00;2021-03-23;1,86;2,49
1;2023-02-02 10:00:00;2021-03-24;2,29;2,51
1;2023-02-02 10:00:00;2021-03-25;2,58;2,49
1;2023-02-02 10:00:00;2021-03-26;3,12;2,52
1;2023-02-02 10:00:00;2021-03-27;2,99;2,68
1;2023-02-02 10:00:00;2021-03-28;2,35;2,80
1;2023-02-02 10:00:00;2021-03-29;2,47;2,82
1;2023-02-02 10:00:00;2021-03-30;2,95;2,81
1;2023-02-02 10:00:00;2021-03-31;3,14;2,82
1;2023-02-02 10:00:00;2021-04-01;2,70;2,79
1;2023-02-02 10:00:00;2021-04-02;3,08;2,74
1;2023-02-02 10:00:00;2021-04-03;3,08;2,66
1;2023-02-02 10:00:00;2021-04-04;2,10;2,49
1;2023-02-02 10:00:00;2021-04-05;2,12;2,48
1;2023-02-02 10:00:00;2021-04-06;2,37;2,31
1;2023-02-02 10:00:00;2021-04-07;2,00;2,27
1;2023-02-02 10:00:00;2021-04-08;2,64;2,29
1;2023-02-02 10:00:00;2021-04-09;1,84;2,34
1;2023-02-02 10:00:00;2021-04-10;2,81;2,34
1;2023-02-02 10:00:00;2021-04-11;2,25;2,35
1;2023-02-02 10:00:00;2021-04-12;2,48;2,28
1;2023-02-02 10:00:00;2021-04-13;2,35;2,38
1;2023-02-02 10:00:00;2021-04-14;2,09;2,30
1;2023-02-02 10:00:00;2021-04-15;2,11;2,32
1;2023-02-02 10:00:00;2021-04-16;2,55;2,29
1;2023-02-02 10:00:00;2021-04-17;2,29;2,36
1;2023-02-02 10:00:00;2021-04-18;2,36;2,32
1;2023-02-02 10:00:00;2021-04-19;2,30;2,42
1;2023-02-02 10:00:00;2021-04-20;2,82;2,44
1;2023-02-02 10:00:00;2021-04-21;1,81;2,37
1;2023-02-02 10:00:00;2021-04-22;2,79;2,34
1;2023-02-02 10:00:00;2021-04-23;2,69;2,29
1;2023-02-02 10:00:00;2021-04-24;1,83;2,18
1;2023-02-02 10:00:00;2021-04-25;2,11;2,20
1;2023-02-02 10:00:00;2021-04-26;2,00;2,04
1;2023-02-02 10:00:00;2021-04-27;2,03;1,95
1;2023-02-02 10:00:00;2021-04-28;1,98;2,06
1;2023-02-02 10:00:00;2021-04-29;1,64;2,10
1;2023-02-02 10:00:00;2021-04-30;2,04;2,12
1;2023-02-02 10:00:00;2021-05-01;2,63;2,12
1;2023-02-02 10:00:00;2021-05-02;2,36;2,13
1;2023-02-02 10:00:00;2021-05-03;2,15;2,17
1;2023-02-02 10:00:00;2021-05-04;2,03;2,20
1;2023-02-02 10:00:00;2021-05-05;2,03;2,08
1;2023-02-02 10:00:00;2021-05-06;1,93;2,06
1;2023-02-02 10:00:00;2021-05-07;2,27;1,99
1;2023-02-02 10:00:00;2021-05-08;1,79;2,06
1;2023-02-02 10:00:00;2021-05-09;2,22;2,00
1;2023-02-02 10:00:00;2021-05-10;1,65;1,96
1;2023-02-02 10:00:00;2021-05-11;2,55;1,92
1;2023-02-02 10:00:00;2021-05-12;1,60;1,86
1;2023-02-02 10:00:00;2021-05-13;1,67;1,81
1;2023-02-02 10:00:00;2021-05-14;1,99;1,85
1;2023-02-02 10:00:00;2021-05-15;1,34;1,67
1;2023-02-02 10:00:00;2021-05-16;1,90;1,73
1;2023-02-02 10:00:00;2021-05-17;1,92;1,73
1;2023-02-02 10:00:00;2021-05-18;1,24;1,68
1;2023-02-02 10:00:00;2021-05-19;2,05;1,70
1;2023-02-02 10:00:00;2021-05-20;1,64;1,62
1;2023-02-02 10:00:00;2021-05-21;1,66;1,61
1;2023-02-02 10:00:00;2021-05-22;1,50;1,63
1;2023-02-02 10:00:00;2021-05-23;1,35;1,60
1;2023-02-02 10:00:00;2021-05-24;1,83;1,58
1;2023-02-02 10:00:00;2021-05-25;1,41;1,62
1;2023-02-02 10:00:00;2021-05-26;1,79;1,60
1;2023-02-02 10:00:00;2021-05-27;1,53;1,61
1;2023-02-02 10:00:00;2021-05-28;1,90;1,61
1;2023-02-02 10:00:00;2021-05-29;1,36;1,63
1;2023-02-02 10:00:00;2021-05-30;1,42;1,64
1;2023-02-02 10:00:00;2021-05-31;1,85;1,68
1;2023-02-02 10:00:00;2021-06-01;1,59;1,69
1;2023-02-02 10:00:00;2021-06-02;1,81;1,78
1;2023-02-02 10:00:00;2021-06-03;1,86;1,79
1;2023-02-02 10:00:00;2021-06-04;1,97;1,77
1;2023-02-02 10:00:00;2021-06-05;1,95;1,81
1;2023-02-02 10:00:00;2021-06-06;1,52;1,80
1;2023-02-02 10:00:00;2021-06-07;1,66;1,67
1;2023-02-02 10:00:00;2021-06-08;1,92;1,63
1;2023-02-02 10:00:00;2021-06-09;1,70;1,54
1;2023-02-02 10:00:00;2021-06-10;0,96;1,52
1;2023-02-02 10:00:00;2021-06-11;1,69;1,44
1;2023-02-02 10:00:00;2021-06-12;1,34;1,39
1;2023-02-02 10:00:00;2021-06-13;1,37;1,30
1;2023-02-02 10:00:00;2021-06-14;1,13;1,35
1;2023-02-02 10:00:00;2021-06-15;1,57;1,33
1;2023-02-02 10:00:00;2021-06-16;1,04;1,44
1;2023-02-02 10:00:00;2021-06-17;1,28;1,51
1;2023-02-02 10:00:00;2021-06-18;1,59;1,55
1;2023-02-02 10:00:00;2021-06-19;2,08;1,51
1;2023-02-02 10:00:00;2021-06-20;1,87;1,55
1;2023-02-02 10:00:00;2021-06-21;1,40;1,63
1;2023-02-02 10:00:00;2021-06-22;1,34;1,66
1;2023-02-02 10:00:00;2021-06-23;1,31;1,65
1;2023-02-02 10:00:00;2021-06-24;1,80;1,66
1;2023-02-02 10:00:00;2021-06-25;1,79;1,72
1;2023-02-02 10:00:00;2021-06-26;2,06;1,78
1;2023-02-02 10:00:00;2021-06-27;1,90;1,88
1;2023-02-02 10:00:00;2021-06-28;1,85;1,90
1;2023-02-02 10:00:00;2021-06-29;1,77;2,00
1;2023-02-02 10:00:00;2021-06-30;1,99;1,97
1;2023-02-02 10:00:00;2021-07-01;1,96;2,04
1;2023-02-02 10:00:00;2021-07-02;2,47;2,11
1;2023-02-02 10:00:00;2021-07-03;1,84;2,21
1;2023-02-02 10:00:00;2021-07-04;2,39;2,25
1;2023-02-02 10:00:00;2021-07-05;2,37;2,22
1;2023-02-02 10:00:00;2021-07-06;2,44;2,22
1;2023-02-02 10:00:00;2021-07-07;2,27;2,47
1;2023-02-02 10:00:00;2021-07-08;1,73;2,42
1;2023-02-02 10:00:00;2021-07-09;2,47;2,50
1;2023-02-02 10:00:00;2021-07-10;3,65;2,56
1;2023-02-02 10:00:00;2021-07-11;2,03;2,70
1;2023-02-02 10:00:00;2021-07-12;2,92;2,85
1;2023-02-02 10:00:00;2021-07-13;2,86;2,84
1;2023-02-02 10:00:00;2021-07-14;3,22;2,66
1;2023-02-02 10:00:00;2021-07-15;2,80;2,75
1;2023-02-02 10:00:00;2021-07-16;2,42;2,64
1;2023-02-02 10:00:00;2021-07-17;2,40;2,55
1;2023-02-02 10:00:00;2021-07-18;2,60;2,51
1;2023-02-02 10:00:00;2021-07-19;2,19;2,42
1;2023-02-02 10:00:00;2021-07-20;2,20;2,39
1;2023-02-02 10:00:00;2021-07-21;2,99;2,39
1;2023-02-02 10:00:00;2021-07-22;2,14;2,38
1;2023-02-02 10:00:00;2021-07-23;2,20;2,43
1;2023-02-02 10:00:00;2021-07-24;2,40;2,36
1;2023-02-02 10:00:00;2021-07-25;2,55;2,29
1;2023-02-02 10:00:00;2021-07-26;2,50;2,19
1;2023-02-02 10:00:00;2021-07-27;1,74;2,14
1;2023-02-02 10:00:00;2021-07-28;2,47;2,07
1;2023-02-02 10:00:00;2021-07-29;1,46;1,98
1;2023-02-02 10:00:00;2021-07-30;1,88;1,86
1;2023-02-02 10:00:00;2021-07-31;1,87;1,88
1;2023-02-02 10:00:00;2021-08-01;1,91;1,83
1;2023-02-02 10:00:00;2021-08-02;1,69;1,85
1;2023-02-02 10:00:00;2021-08-03;1,88;1,92
1;2023-02-02 10:00:00;2021-08-04;2,11;1,83
1;2023-02-02 10:00:00;2021-08-05;1,62;1,76
1;2023-02-02 10:00:00;2021-08-06;2,33;1,69
1;2023-02-02 10:00:00;2021-08-07;1,25;1,54
1;2023-02-02 10:00:00;2021-08-08;1,44;1,47
1;2023-02-02 10:00:00;2021-08-09;1,19;1,39
1;2023-02-02 10:00:00;2021-08-10;0,86;1,25
1;2023-02-02 10:00:00;2021-08-11;1,60;1,30
1;2023-02-02 10:00:00;2021-08-12;1,08;1,26
1;2023-02-02 10:00:00;2021-08-13;1,35;1,25
1;2023-02-02 10:00:00;2021-08-14;1,57;1,35
1;2023-02-02 10:00:00;2021-08-15;1,15;1,45
1;2023-02-02 10:00:00;2021-08-16;1,12;1,49
1;2023-02-02 10:00:00;2021-08-17;1,56;1,46
1;2023-02-02 10:00:00;2021-08-18;2,31;1,45
1;2023-02-02 10:00:00;2021-08-19;1,36;1,50
1;2023-02-02 10:00:00;2021-08-20;1,18;1,49
1;2023-02-02 10:00:00;2021-08-21;1,49;1,44
1;2023-02-02 10:00:00;2021-08-22;1,50;1,30
1;2023-02-02 10:00:00;2021-08-23;1,05;1,23
1;2023-02-02 10:00:00;2021-08-24;1,16;1,26
1;2023-02-02 10:00:00;2021-08-25;1,37;1,30
1;2023-02-02 10:00:00;2021-08-26;0,89;1,30
1;2023-02-02 10:00:00;2021-08-27;1,33;1,29
1;2023-02-02 10:00:00;2021-08-28;1,78;1,33
1;2023-02-02 10:00:00;2021-08-29;1,53;1,30
1;2023-02-02 10:00:00;2021-08-30;0,99;1,45
1;2023-02-02 10:00:00;2021-08-31;1,40;1,53
1;2023-02-02 10:00:00;2021-09-01;1,20;1,47
1;2023-02-02 10:00:00;2021-09-02;1,92;1,61
1;2023-02-02 10:00:00;2021-09-03;1,89;1,75
1;2023-02-02 10:00:00;2021-09-04;1,39;1,77
1;2023-02-02 10:00:00;2021-09-05;2,51;1,81
1;2023-02-02 10:00:00;2021-09-06;1,93;1,86
1;2023-02-02 10:00:00;2021-09-07;1,58;1,84
1;2023-02-02 10:00:00;2021-09-08;1,46;1,91
1;2023-02-02 10:00:00;2021-09-09;2,29;1,74
1;2023-02-02 10:00:00;2021-09-10;1,73;1,71
1;2023-02-02 10:00:00;2021-09-11;1,87;1,67
1;2023-02-02 10:00:00;2021-09-12;1,34;1,77
1;2023-02-02 10:00:00;2021-09-13;1,71;1,63
1;2023-02-02 10:00:00;2021-09-14;1,32;1,68
1;2023-02-02 10:00:00;2021-09-15;2,12;1,71
1;2023-02-02 10:00:00;2021-09-16;1,34;1,84
1;2023-02-02 10:00:00;2021-09-17;2,06;1,80
1;2023-02-02 10:00:00;2021-09-18;2,08;1,75
1;2023-02-02 10:00:00;2021-09-19;2,22;1,89
1;2023-02-02 10:00:00;2021-09-20;1,44;2,06
1;2023-02-02 10:00:00;2021-09-21;0,99;2,03
1;2023-02-02 10:00:00;2021-09-22;3,13;2,03
1;2023-02-02 10:00:00;2021-09-23;2,49;1,89
1;2023-02-02 10:00:00;2021-09-24;1,89;2,06
1;2023-02-02 10:00:00;2021-09-25;2,06;2,29
1;2023-02-02 10:00:00;2021-09-26;1,25;2,14
1;2023-02-02 10:00:00;2021-09-27;2,58;2,01
1;2023-02-02 10:00:00;2021-09-28;2,62;2,11
1;2023-02-02 10:00:00;2021-09-29;2,08;2,24
1;2023-02-02 10:00:00;2021-09-30;1,60;2,58
1;2023-02-02 10:00:00;2021-10-01;2,59;2,64
1;2023-02-02 10:00:00;2021-10-02;2,94;2,62
1;2023-02-02 10:00:00;2021-10-03;3,64;2,66
1;2023-02-02 10:00:00;2021-10-04;3,00;2,73
1;2023-02-02 10:00:00;2021-10-05;2,50;2,88
1;2023-02-02 10:00:00;2021-10-06;2,38;2,90
1;2023-02-02 10:00:00;2021-10-07;2,08;2,73
1;2023-02-02 10:00:00;2021-10-08;3,59;2,67
1;2023-02-02 10:00:00;2021-10-09;3,14;NA
1;2023-02-02 10:00:00;2021-10-10;2,40;NA
1;2023-02-02 10:00:00;2021-10-11;2,58;NA
1;2023-02-02 10:00:00;2021-10-12;NA;NA
1;2023-02-02 10:00:00;2021-10-13;NA;NA
1;2023-02-02 10:00:00;2021-10-14;NA;NA
1;2023-02-02 10:00:00;2021-10-15;NA;NA
1;2023-02-02 10:00:00;2021-10-16;NA;NA
1;2023-02-02 10:00:00;2021-10-17;NA;NA
1;2023-02-02 10:00:00;2021-10-18;NA;NA
1;2023-02-02 10:00:00;2021-10-19;NA;NA
1;2023-02-02 10:00:00;2021-10-20;3,28;NA
1;2023-02-02 10:00:00;2021-10-21;3,74;NA
1;2023-02-02 10:00:00;2021-10-22;3,74;NA
1;2023-02-02 10:00:00;2021-10-23;4,72;3,94
1;2023-02-02 10:00:00;2021-10-24;4,11;4,15
1;2023-02-02 10:00:00;2021-10-25;4,24;4,08
1;2023-02-02 10:00:00;2021-10-26;3,73;4,17
1;2023-02-02 10:00:00;2021-10-27;4,75;4,12
1;2023-02-02 10:00:00;2021-10-28;3,28;4,08
1;2023-02-02 10:00:00;2021-10-29;4,37;4,03
1;2023-02-02 10:00:00;2021-10-30;4,39;4,09
1;2023-02-02 10:00:00;2021-10-31;3,82;3,91
1;2023-02-02 10:00:00;2021-11-01;3,84;4,05
1;2023-02-02 10:00:00;2021-11-02;4,19;3,99
1;2023-02-02 10:00:00;2021-11-03;3,51;3,93
1;2023-02-02 10:00:00;2021-11-04;4,24;3,99
1;2023-02-02 10:00:00;2021-11-05;3,96;3,94
1;2023-02-02 10:00:00;2021-11-06;3,96;3,83
1;2023-02-02 10:00:00;2021-11-07;4,21;3,84
1;2023-02-02 10:00:00;2021-11-08;3,53;3,76
1;2023-02-02 10:00:00;2021-11-09;3,42;3,80
1;2023-02-02 10:00:00;2021-11-10;3,58;3,74
1;2023-02-02 10:00:00;2021-11-11;3,65;3,74
1;2023-02-02 10:00:00;2021-11-12;4,22;3,87
1;2023-02-02 10:00:00;2021-11-13;3,60;4,06
1;2023-02-02 10:00:00;2021-11-14;4,16;4,15
1;2023-02-02 10:00:00;2021-11-15;4,48;4,07
1;2023-02-02 10:00:00;2021-11-16;4,75;4,07
1;2023-02-02 10:00:00;2021-11-17;4,17;4,18
1;2023-02-02 10:00:00;2021-11-18;3,11;4,09
1;2023-02-02 10:00:00;2021-11-19;4,23;3,94
1;2023-02-02 10:00:00;2021-11-20;4,37;3,86
1;2023-02-02 10:00:00;2021-11-21;3,53;3,82
1;2023-02-02 10:00:00;2021-11-22;3,39;3,88
1;2023-02-02 10:00:00;2021-11-23;4,22;3,71
1;2023-02-02 10:00:00;2021-11-24;3,88;3,60
1;2023-02-02 10:00:00;2021-11-25;3,57;3,61
1;2023-02-02 10:00:00;2021-11-26;3,00;3,56
1;2023-02-02 10:00:00;2021-11-27;3,60;3,32
1;2023-02-02 10:00:00;2021-11-28;3,61;3,34
1;2023-02-02 10:00:00;2021-11-29;3,07;3,35
1;2023-02-02 10:00:00;2021-11-30;2,54;3,25
1;2023-02-02 10:00:00;2021-12-01;4,02;3,31
1;2023-02-02 10:00:00;2021-12-02;3,58;3,34
1;2023-02-02 10:00:00;2021-12-03;2,36;3,25
1;2023-02-02 10:00:00;2021-12-04;4,02;3,25
1;2023-02-02 10:00:00;2021-12-05;3,76;3,05
1;2023-02-02 10:00:00;2021-12-06;2,47;2,98
1;2023-02-02 10:00:00;2021-12-07;2,51;3,12
1;2023-02-02 10:00:00;2021-12-08;2,63;2,92
1;2023-02-02 10:00:00;2021-12-09;3,09;2,83
1;2023-02-02 10:00:00;2021-12-10;3,38;2,90
1;2023-02-02 10:00:00;2021-12-11;2,63;2,92
1;2023-02-02 10:00:00;2021-12-12;3,07;2,78
1;2023-02-02 10:00:00;2021-12-13;3,01;2,64
1;2023-02-02 10:00:00;2021-12-14;2,60;2,48
1;2023-02-02 10:00:00;2021-12-15;1,66;2,53
1;2023-02-02 10:00:00;2021-12-16;2,14;2,41
1;2023-02-02 10:00:00;2021-12-17;2,26;2,44
1;2023-02-02 10:00:00;2021-12-18;2,96;2,46
1;2023-02-02 10:00:00;2021-12-19;2,23;2,66
1;2023-02-02 10:00:00;2021-12-20;3,20;2,81
1;2023-02-02 10:00:00;2021-12-21;2,75;2,84
1;2023-02-02 10:00:00;2021-12-22;3,05;2,90
1;2023-02-02 10:00:00;2021-12-23;3,23;2,95
1;2023-02-02 10:00:00;2021-12-24;2,48;2,82
1;2023-02-02 10:00:00;2021-12-25;3,37;2,83
1;2023-02-02 10:00:00;2021-12-26;2,57;2,91
1;2023-02-02 10:00:00;2021-12-27;2,32;2,87
1;2023-02-02 10:00:00;2021-12-28;2,82;2,96
1;2023-02-02 10:00:00;2021-12-29;3,59;2,98
1;2023-02-02 10:00:00;2021-12-30;2,95;3,18
1;2023-02-02 10:00:00;2021-12-31;3,09;3,36
1;2023-02-02 10:00:00;2022-01-01;3,49;3,35
1;2023-02-02 10:00:00;2022-01-02;3,97;3,22
1;2023-02-02 10:00:00;2022-01-03;3,60;3,25
1;2023-02-02 10:00:00;2022-01-04;2,78;3,35
1;2023-02-02 10:00:00;2022-01-05;2,66;3,30
1;2023-02-02 10:00:00;2022-01-06;3,19;3,16
1;2023-02-02 10:00:00;2022-01-07;3,76;3,10
1;2023-02-02 10:00:00;2022-01-08;3,11;3,17
1;2023-02-02 10:00:00;2022-01-09;3,05;3,22
1;2023-02-02 10:00:00;2022-01-10;3,18;3,24
1;2023-02-02 10:00:00;2022-01-11;3,24;3,08
1;2023-02-02 10:00:00;2022-01-12;3,04;3,02
1;2023-02-02 10:00:00;2022-01-13;3,32;2,85
1;2023-02-02 10:00:00;2022-01-14;2,60;2,76
1;2023-02-02 10:00:00;2022-01-15;2,73;2,57
1;2023-02-02 10:00:00;2022-01-16;1,85;2,56
1;2023-02-02 10:00:00;2022-01-17;2,56;2,47
1;2023-02-02 10:00:00;2022-01-18;1,87;2,47
1;2023-02-02 10:00:00;2022-01-19;2,99;2,38
1;2023-02-02 10:00:00;2022-01-20;2,70;2,60
1;2023-02-02 10:00:00;2022-01-21;2,58;2,68
1;2023-02-02 10:00:00;2022-01-22;2,11;2,85
1;2023-02-02 10:00:00;2022-01-23;3,36;2,81
1;2023-02-02 10:00:00;2022-01-24;3,16;3,08
1;2023-02-02 10:00:00;2022-01-25;3,04;3,22
1;2023-02-02 10:00:00;2022-01-26;2,69;3,55
1;2023-02-02 10:00:00;2022-01-27;4,62;3,60
1;2023-02-02 10:00:00;2022-01-28;3,55;3,70
1;2023-02-02 10:00:00;2022-01-29;4,43;3,75
1;2023-02-02 10:00:00;2022-01-30;3,74;3,83
1;2023-02-02 10:00:00;2022-01-31;3,82;3,80
1;2023-02-02 10:00:00;2022-02-01;3,43;3,96
1;2023-02-02 10:00:00;2022-02-02;3,24;3,96
1;2023-02-02 10:00:00;2022-02-03;4,37;4,05
1;2023-02-02 10:00:00;2022-02-04;4,72;4,13
1;2023-02-02 10:00:00;2022-02-05;4,42;4,22
1;2023-02-02 10:00:00;2022-02-06;4,37;4,27
1;2023-02-02 10:00:00;2022-02-07;4,33;4,21
