AreaManagerId,AreaId,StartDateAreaRegulation,RegulationId,EndDateAreaRegulation
405,405_21515,20140623000000,405_VEE,20140624000000
518,131,20170401000000,V000,29991231235959
599,599_NESSE,20140101000000,599_PR,29991231235959
344,V7200,20130131135801,VGEB03,20130426150416
166,52E0,20120511130655,REG05,20140101235959
203,VELUWHALZD,20120905123055,DAG02,29991231235959
405,405_21506,20140623000000,405_RAC,20140624000000
1783,1783_MOLEN,20140401000000,1783_MOLEN,20141001000000
606,606_STAD,20131010110217,606_STAD,29991231235959
995,BTBL,20170401000000,VERGUN1,29991231235959
363,T16A,20050101000000,BP16_A1924,29991231235959
193,193_NOORD,20131009091455,193_NOORDK,29991231235959
80,B6,20170404113245,B6,29991231235959
642,ZONE_2MV,20140414174502,MV_7892,29991231235959
153,050201,20110101010000,REG02,29991231235959
1783,1783_MAAS,20131024111305,1783_MAAS,29991231235959
1783,1783_BEUK,20140901000000,1783_BEUDK,20141001000000
687,687_GROE,20131010143457,687_GROEDK,20140417153912
718,13,20210401000000,DAG01,20211101000000
687,687_KANA,20131010141942,687_KANA,29991231235959
717,BEWONER3E,20210309124208,VERG1,29991231235959
2449,606_VLIE,20131108092428,606_VLIE,29991231235959
166,52D5,20120511130752,DAG01,20120726122804
166,52F3,20120511130607,DAG01,20140101235959
402,SCHIL,20130402144056,REG04,29991231235959
321,321_LEENHO,20210331104314,TER01,29991231235959
717,RVVJAAR,20210309124936,VERG1,29991231235959
80,B5,20130306131032,B5,29991231235959
150,325,20121218114833,REG01,20140101000000
363,SO35A,20050101000000,VERGUNNING,29991231235959
2459,173_DRIE,20131112083504,173_DRIEDK,29991231235959
718,26,20210401000000,REG01,20211101000000
717,ZOU4346,20210309125807,REG03,20210701000000
90,VKAD01,20201221000000,VREG01,29991231235959
758,CENTRUM_UI,20120418164218,REG02,20130926000000
363,OS76,20050101000000,VERGUNNING,29991231235959
344,4100,20130522112839,REG02B,29991231235959
243,BEZ_P8,20210201000000,BEZOEK24_7,29991231235959
344,13100,20130522111610,REG03,29991231235959
363,SO35A_U01,20050101000000,VERGUNNING,29991231235959
717,ZONE3OOS,20210309000000,VERG,29991231235959
363,T12B_U13,20050101000000,BP10C2_U01,29991231235959
34,34_P6,20140101000000,34_STADDK,29991231235959
344,5400,20130522113339,REG02,29991231235959
394,4471,20130625141138,NVP_CENTR,20170501235959
717,VRE_4334,20200401000000,REGELING6,20200402095011
503,503_VOOR,20140101000000,503_VOOR,29991231235959
994,OPB10,20120525085918,REG05,29991231235959
362,1VOOST,20210412000000,362_VERG1,29991231235959
268,GROEN,20140101000000,REG_GROEN,29991231235959
2449,518_LEID,20131107100627,518_LEIDDK,29991231235959
796,VS5,20210222130946,VS24,29991231235959
1900,1900_VMPA,20140630115823,1900_VEEPW,20140701092730
794,"7,13",20120328145035,DAG02,20120619000000
344,B3200,20130426140901,REG02,20130522235959
373,SCHZONEG2,20130408101244,ZONEG,20131230000000
344,7700,20130522114428,REG03A,29991231235959
355,355_PERRON,20201130112053,355_TER01,20210127235959
938,1,20120416143056,REG01,29991231235959
363,T16C,20050101000000,BP16_D0919,29991231235959
388,A20,20120606122017,REG01,29991231000000
362,3V,20210412000000,362_VERG2,29991231235959
717,V_D_PAR,20200526000000,V_REG01,20200527000000
717,23,20121017095800,REG06,20121031000000
363,WP60E,20120309141144,VERGUNNING,29991231235959
1916,1916_CORB,20131009085308,1916_CORB,29991231235959
385,BZ_EDAM,20120605085426,REG01,29991231235959
402,CENTRUM,20130328103002,REG01,29991231235959
363,OW21_U01,20050101000000,VERGUNNING,29991231235959
717,WS4302,20210309125357,REG01,20211101000000
344,6200,20130522113557,REG03A,29991231235959
