FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
schutsluis.7,216686,585098,184,Gaarkeuken,06H-350,06H-350-02,Gaarkeuken,Sluis in het Van Starkenborgkanaal te Gaarkeuken,Schutsluis,Nat,HVWN,,,216.686,585.098,1980,06H-350-00,1687,RWS NN / NN District Oost,1687,,,POINT (216686 585098)
schutsluis.31,180529,561983,330,Terhorne sluis,11C-350,11C-350-01,Terhorne sluis,Schutsluis in het Pr. Magrietkanaal te Boarnsterhim,Schutsluis,Nat,HVWN,,,180.529,561.983,1948,11C-350-00,1686,RWS NN / NN District West,1686,,,POINT (180529 561983)
schutsluis.54,174483,540511,487,Prinses Margrietsluis,15F-001,15F-001-01,Prinses Margrietsluis,Schutsluis in het Pr. Margrietkanaal te Lemmer,Schutsluis,Nat,HVWN,,,174.483,540.511,1950,15F-350-00,1686,RWS NN / NN District West,1686,,,POINT (174483 540511)
schutsluis.90,190830,509010,708,Ganzensluis,21D-350,21D-350-01,Ganzensluis,Sluis in het Ganzendiep,Schutsluis,Nat,HVWN,,,190.83,509.01,1940,21D-350-00,885,PROVINCIE,885,,,POINT (190830 509010)
schutsluis.218,134760,455626,1474,Muntsluis,31H-008,31H-008-04,1e Sluis Bewesten Utrecht (Muntsluis),1e Sluis Bewesten Utrecht (Muntsluis) in het Merwedekanaal,Schutsluis,Nat,HVWN,,,134.76,455.626,1884,31H-355-00,1676,RWS MN / MN District Zuid,1676,,,POINT (134760 455626)
schutsluis.320,80589,431400,1888,Hartelkering,37G-004,37G-004-01,Grote Hartelsluis,Sluis in Hartelkanaal (In beheer bij Gem. Rotterdam),Schutsluis,Nat,HVWN,,,80.589,431.4,1962,37G-350-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (80589 431400)
schutsluis.365,126588,427716,2074,Sluis bij de Begraafplaats,38G-002,38G-002-01,Sluis bij de Begraafplaats,Sluis in het Merwedekanaal bij de Algemene Begraafplaats (puntdeuren),Schutsluis,Nat,HVWN,,,126.588,427.716,1886,38G-351-00,887,Waterschap/Waterschap,887,,,POINT (126588 427716)
schutsluis.366,127822,426585,2075,Dalemsche Inundatiesluis,38G-003,38G-003-02,Dalemsche Inundatiesluis,Sluis in de Merwededijk (houten puntdeuren) (thans afgedamd),Schutsluis,Nat,HVWN,,,127.822,426.585,1673,38G-357-00,887,Waterschap/Waterschap,887,,,POINT (127822 426585)
schutsluis.374,128195,430587,2116,Arkelsluis,38G-353,38G-353-01,Arkelsluis,Sluis in verbindingskanaal (houten puntdeuren),Schutsluis,Nat,HVWN,,,128.195,430.587,1825,38G-353-00,887,Waterschap/Waterschap,887,,,POINT (128195 430587)
schutsluis.376,128259.99999999999,437064,2121,Zederiksluisje,38G-358,38G-358-01,Zederiksluisje,Sluis in de Oude Zederik (houten puntdeuren),Schutsluis,Nat,HVWN,,,128.26,437.064,1824,38G-358-00,887,Waterschap/Waterschap,887,,,POINT (128260 437064)
schutsluis.451,151300,416751,2424,Sluiscomplex Empel,45B-352,45B-352-01,Sluis Empel,Schutsluis in het Maximakanaal,Schutsluis,Nat,HVWN,,,151.3,416.751,2012,45B-352-01,1683,RWS ZN / ZN District Midden,1683,,,POINT (151300 416751)
schutsluis.459,179113,420183,2453,Sluis/stuwcomplex Grave,45F-001,45F-001-04,Sluis Grave zuid (oud),Oude sluis Grave in de Maas,Schutsluis,Nat,HVWN,,,179.113,420.183,1926,45F-351-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (179113 420183)
schutsluis.521,167410,391460,2691,Sluis V,51E-002,51E-002-02,Sluis V,Sluis V in het Wilhelminakanaal te Lieshout,Schutsluis,Nat,HVWN,,,167.41,391.46,1920,51E-351-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (167410 391460)
schutsluis.822,151634,564705,3144,Lorentzsluizen,10B-001,10B-001-05,Lorentzsluizen,Grote sluis tussen Voorhaven en Binnenhaven,Schutsluis,Nat,HVWN,,,151.634,564.705,1931,10B-350-00,1675,RWS MN / MN District Noord,1675,,,POINT (151634 564705)
schutsluis.823,151656,564740,3145,Lorentzsluizen,10B-001,10B-001-06,Lorentzsluizen,Kleine sluis tussen Voorhaven en Binnenhaven,Schutsluis,Nat,HVWN,,,151.656,564.74,1931,10B-351-00,1675,RWS MN / MN District Noord,1675,,,POINT (151656 564740)
schutsluis.1073,132115,549355,3400,Stevinsluizen,14E-001,14E-001-01,Stevinsluizen,Schutsluis tussen voorhaven en binnenhaven,Schutsluis,Nat,HVWN,,,132.115,549.355,1930,14E-350-00,1675,RWS MN / MN District Noord,1675,,,POINT (132115 549355)
schutsluis.1348,147909,522741.99999999994,3687,Krabbersgatsluis,20A-001,20A-001-01,Krabbersgatsluis,Sluis in het Krabbersgat,Schutsluis,Nat,HVWN,,,147.909,522.742,1969,20A-350-00,1675,RWS MN / MN District Noord,1675,,,POINT (147909 522742)
schutsluis.1350,148787,522600,3689,Naviduct Krabbersgat,20A-100,20A-100-01,Naviduct Krabbersgat,Westelijke sluis,Schutsluis,Nat,HVWN,,,148.787,522.6,2000,20A-100-00,1675,RWS MN / MN District Noord,1675,,,POINT (148787 522600)
schutsluis.1351,148804,522600,3690,Naviduct Krabbersgat,20A-100,20A-100-02,Naviduct krabbersgat,Oostelijke sluis,Schutsluis,Nat,HVWN,,,148.804,522.6,2000,20A-100-00,1675,RWS MN / MN District Noord,1675,,,POINT (148804 522600)
schutsluis.1355,158182,504453,3694,Houtribsluizen,20D-001,20D-001-01,Houtribsluizen,Westelijke sluis,Schutsluis,Nat,HVWN,,,158.182,504.453,1972,20D-350-00,1675,RWS MN / MN District Noord,1675,,,POINT (158182 504453)
schutsluis.1356,158225,504451,3695,Houtribsluizen,20D-001,20D-001-02,Houtribsluizen,Oostelijke sluis,Schutsluis,Nat,HVWN,,,158.225,504.451,1972,20D-351-00,1675,RWS MN / MN District Noord,1675,,,POINT (158225 504451)
schutsluis.1410,186751,506401,3749,Roggebotsluis,21C-001,21C-001-01,Roggebotsluis,Sluis tussen Vossemeer en Drontermeer,Schutsluis,Nat,HVWN,,,186.751,506.401,1955,21C-350-00,1675,RWS MN / MN District Noord,1675,,,POINT (186751 506401)
schutsluis.1440,201360,517120,3779,Grote Kolksluis,21E-001,21E-001-01,Grote Kolksluis,Sluis in het Meppelerdiep,Schutsluis,Nat,HVWN,,,201.36,517.12,1942,21E-350-00,1679,RWS ON / ON District Noord,1679,,,POINT (201360 517120)
schutsluis.1442,201780,516945.00000000006,3781,Meppelerdiepsluis,21E-002,21E-002-01,Meppelerdiepsluis,Sluis in het Meppelerdiep,Schutsluis,Nat,HWS,,,201.78,516.945,1955,21E-351-00,1679,RWS ON / ON District Noord,1679,,,POINT (201780 516945)
schutsluis.1526,200265,502606,3874,Spooldersluis,21G-350,21G-350-01,Spooldersluis,Sluis in het Zwolle-IJsselkanaal,Schutsluis,Nat,HVWN,,,200.265,502.606,1961,21G-350-00,1679,RWS ON / ON District Noord,1679,,,POINT (200265 502606)
schutsluis.1564,102100,498030,3922,IJmuiden sluizen,25A-001,25A-001-01,Noordersluis,Noordersluis in het Noordzeekanaal,Schutsluis,Nat,HVWN,,,102.1,498.03,1923,25A-350-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (102100 498030)
schutsluis.1565,101432,497856,3923,IJmuiden sluizen,25A-001,25A-001-02,Middensluis,Middensluis in het Noordzeekanaal,Schutsluis,Nat,HVWN,,,101.432,497.856,1891,25A-351-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (101432 497856)
schutsluis.1566,100920,497680,3924,IJmuiden sluizen,25A-001,25A-001-03,Zuidersluis,Zuidersluis in het Noordzeekanaal,Schutsluis,Nat,HVWN,,,100.92,497.68,1876,25A-352-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (100920 497680)
schutsluis.1567,100923,497655,3925,IJmuiden sluizen,25A-001,25A-001-04,Kleine Sluis,Kleine sluis in het Noordzeekanaal,Schutsluis,Nat,HVWN,,,100.923,497.655,1876,25A-353-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (100923 497655)
schutsluis.1835,125969,488304,4195,Oranjesluizen,25E-001,25E-001-01,Noordersluis,Noordersluis tussen het Binnen- en Buiten IJ,Schutsluis,Nat,HVWN,,,125.969,488.304,1870,25E-350-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125969 488304)
schutsluis.1836,125955,488284,4196,Oranjesluizen,25E-001,25E-001-02,Middensluis,Middensluis tussen het Binnen-en Buiten IJ,Schutsluis,Nat,HVWN,,,125.955,488.284,1870,25E-351-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125955 488284)
schutsluis.1837,125942,488266,4197,Oranjesluizen,25E-001,25E-001-03,Zuidersluis,Zuidersluis tussen Binnen-en Buiten IJ,Schutsluis,Nat,HVWN,,,125.942,488.266,1870,25E-352-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125942 488266)
schutsluis.1840,125921,488089,4200,Oranjesluizen,25E-001,25E-001-07,Prins Willem Alexander sluis,PWA sluis tussen het Binnen-en Buiten IJ,Schutsluis,Nat,HVWN,,,125.921,488.089,1991,25E-357-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (125921 488089)
