X,Y,OBJECTID,BRGIDENT,RAPPORT,OPMERKING,DATUM,BRG_LEGENDA,FIGUURWEERGAVE,GLOBALID
6.28928160300006,52.515242979,1,BC3166,"Lankelma Ommen-Dalfsen, decos2010-2265",B29-E,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b29.pdf,{F5D2F319-54E7-4A22-B85C-A9ED0EEF7E37}
6.29004300800005,52.5152649930001,2,BC3168,"Lankelma Ommen-Dalfsen, decos2010-2265",B29-02,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b29.pdf,{E9CBBF7E-FC2B-408A-91B3-037085A714B0}
6.29028664500004,52.5167282780001,3,BC3173,"Lankelma Ommen-Dalfsen, decos2010-2265",B30-E,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b30.pdf,{AA7A066E-8B40-4AFC-BF25-5EB677DB8B9F}
6.28936145200004,52.517971253,4,BC3174,"Lankelma Ommen-Dalfsen, decos2010-2265",B30-01,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b30.pdf,{C24D029F-F58C-437B-A2C0-E4059B07D441}
6.29954786700006,52.521070378,5,BC3182,"Lankelma Ommen-Dalfsen, decos2010-2265",B31-02,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b31.pdf,{04D2C96E-F802-4F9F-B7D2-899EFF216812}
6.30196944600004,52.523828155,6,BC3183,"Lankelma Ommen-Dalfsen, decos2010-2265",B32-A,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b32.pdf,{9192AFF8-8760-482D-AB82-77EDD992F940}
6.34767566900007,52.5245932070001,7,BC3227,"Lankelma Ommen-Dalfsen, decos2010-2265",B38-02,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b38.pdf,{FB16EA2F-0E0C-45E6-AEB4-E704BE170CD9}
6.35637508800005,52.5276523200001,8,BC3228,"Lankelma Ommen-Dalfsen, decos2010-2265",B39-A,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b39.pdf,{BF6357BE-3C60-4AE3-B801-E8EF1B5C2536}
6.35619595000003,52.527424217,9,BC3230,"Lankelma Ommen-Dalfsen, decos2010-2265",B39-C,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b39.pdf,{C3265D8E-9AA2-4BA0-8012-791F39788BAD}
6.35101068900002,52.5256107230001,10,BC3236,"Lankelma Ommen-Dalfsen, decos2010-2265",B40-D,2009/07/01 00:00:00+00,99,Y:\GEO\GISProducten\Documenten\Boringen\Keringen\dijkring09\29469.b40.pdf,{0DC91785-A2FD-47F9-ACC8-49B55779E1A3}
