Ministerie;Leverancier;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
BZK;Seats2Meet.com Utrecht B.V.;;;;;;;;1;1
BZK;Securitas Alert Services Nederland B.V.;;;1;;;;;;1
BZK;Secwatch B.V.;;;;;1;;;;1
BZK;SEOR;;3;;;;;;;3
BZK;Service Telefoon Centrale B.V.;;;;;;;1;;1
BZK;Set Genki Tei;;;;;;;;1;1
BZK;SG Equipment Finance Benelux B.V.;;;;;5;;;;5
BZK;SGOA;;;;;;;;2;2
BZK;Sharpcloud Software Limited;;;;;1;;;;1
BZK;SIDN Business B.V.;;;;;;;2;;2
BZK;Simian B.V.;;;;;2;;;;2
BZK;Sjoerd van der Hucht Fotografie;;;;;;;;1;1
BZK;Smederij 1872;;;;;;;;1;1
BZK;SMT Simple Management Technologies B.V.;;;;;1;;;;1
BZK;SNR Schouten & Nelissen Recovery B.V.;;;;;;;;1;1
BZK;Softline Solutions Netherlands B.V.;;;;;2;;;;2
BZK;Software Improvement Group B.V.;;;;;;;;3;3
BZK;SoftwareONE B.V.;;;1;4;9;;;;9
BZK;Sogeti Nederland B.V.;;;;;2;1;;7;7
BZK;Sol Y Luna Advies, Training en Begeleiding;;;1;;;;;;1
BZK;Solventa;;;;;;;;1;1
BZK;SolvH Solutions;;;1;;;;;;1
BZK;Solvinity;;1;;;4;;;2;4
BZK;Spice Beachclub B.V.;;;;;;;;1;1
BZK;SPITZ congres & event B.V.;;;;;;;;1;1
BZK;Sportsdesign Utrecht B.V.;;;;;;;;1;1
BZK;Sporttainment Center De Uithof B.V.;;;;;;;;1;1
BZK;Spotler Nederland B.V.;;;;;1;;;;1
BZK;Staat, de strandpalviljoen;;;;;;;;1;1
BZK;Stabiplan B.V.;;;2;2;2;;;;3
BZK;Staples Nederland B.V.;;1;;;;;;;1
BZK;Starsound Productions Exploitatie B.V.;;;;;1;;;;1
BZK;Stg. Kenniscentrum Center People & Buildings;;;;;;;1;;1
BZK;Stg. Routerings (Int.)Nat. Informatiestromen;;;;3;;;;;3
BZK;Sticht. Internet Domeinregistratie Nederland;;;;;1;;;;1
BZK;Sticht. Lerend platform Energ.&Omg.(Stg. LEO);;;;1;;;;;1
BZK;Stichting Accessibility;;;;;4;;;1;4
BZK;Stichting Administratiekantoor Sdu Publishing;;;;;;;;1;1
BZK;Stichting Autres Directions;;;;2;;;;;2
BZK;Stichting Beheer Derdengelden X Pact;;;;;;;1;1;1
BZK;Stichting Bibliotheken Eemland;;;;;;;;1;1
BZK;Stichting BIM Loket;;;4;;;;;;4
BZK;Stichting Bravis ziekenhuis;;;;;;;;1;1
BZK;Stichting de Baak;;;;1;;;;;1
BZK;Stichting Eindelijk! Theater;;;1;;;;;;1
BZK;Stichting Get in the Ring Foundation;;;;;2;;;;2
BZK;Stichting Gilde Den Haag;;;;;1;;;;1
BZK;stichting government roaming nederland;;;;;;;2;;2
BZK;Stichting iBestuur Congres;;;;;;;;2;2
BZK;Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;;;;1
BZK;Stichting ISSO;;;;2;;;;;2
BZK;Stichting Kafkabrigade;;;;;;;;2;2
BZK;Stichting Leer Zelf Online;;;;;;;;2;2
BZK;Stichting Museum voor Communicatie;;;;1;;;;;1
BZK;Stichting Open State Foundation;;;;;;;;1;1
BZK;Stichting Pensioenfonds ABP;;1;;;;;;;1
BZK;Stichting Pleio;;;;1;;;;2;2
BZK;STICHTING PRODEMOS;;;;;;;;1;1
BZK;Stichting Projecten MKB-Nederland;;;;;;;;2;2
BZK;Stichting Reprorecht;;;;;1;;;;1
BZK;Stichting RINIS;;;;;2;;;;2
BZK;Stichting Simplerinvoicing;;;;;;;;1;1
BZK;Stichting Xbrl Nederland;;;;;;;;1;1
BZK;Stickerwinkel.com B.V.;;;;;;;;1;1
BZK;Studio 38C;;;;;;;;2;2
BZK;Studio BiB;;;;1;;;;;1
BZK;Studioschaeffer B.V.;;;1;;;;;;1
BZK;Sumatra Software B.V.;;;;;1;;;;1
BZK;Survey Monkey;;1;;;;;;;1
BZK;Sustainable Change B.V.;;;;;;;;1;1
BZK;Swepper;;;;;;;;2;2
BZK;T Systems Nederland B.V.;;;;3;;;;;3
BZK;T&T Compet&t.b.v.;;;;1;;;;;1
BZK;TAALdigiTAAL B.V.;;;;;;;2;;2
BZK;Take2Media;;;;1;;;;;1
BZK;Technosoft B.V.;;;;1;;;;;1
BZK;Tel en Tel B.V.;;;;;;;1;;1
BZK;Tele2 Nedeland B.V.;;;;;;;2;;2
BZK;Tele2 Nederland B.V.;;;;;;;7;;7
BZK;Tele2-Versatel;;;;;;;4;;4
BZK;TelefonischOverleg.NL;;;;;;;1;;1
BZK;Telfort Zakelijk B.V.;;;;;;;1;;1
BZK;Telindus-ISIT B.V.;;7;7;2;7;7;;5;8
BZK;Tempo-Team Direct;;;;;1;;;;1
BZK;Terralemon;;;;;2;;;;2
BZK;Textinfo B.V.;;;;7;;;;;7
BZK;Thales Nederland;;;;;2;;;;2
BZK;The Hague Tech B.V.;;;;;;;;1;1
BZK;The Internet Academy;;;;;;;;1;1
BZK;The People Group - Ingen. & Specialisten B.V.;;;3;;;;;;3
BZK;Things To Make And Do B.V.;;;2;;;;;1;2
BZK;Thinkware;;;;1;;;;;1
BZK;Tilaa.com;;;;;;;1;1;1
BZK;Tilkema Horeca B.V.;;;;;;;1;;1
BZK;Today Designers B.V.;;;;;;;;4;4
BZK;TOPdesk Nederland B.V.;;;2;1;;;;;2
BZK;Topgeschenken Nederland B.V.;;;;;;;;1;1
BZK;TransIP B.v;;;;;;;;1;1
BZK;Transportare B.V.;;;;;;;;1;1
BZK;TryLikes B.V.;;;;;1;;;;1
BZK;Typeform S.L.;;1;;;;;;;1
BZK;Umami B.V.;;;;1;;;;;1
BZK;UniCarriers Netherlands B.V.;;1;;;;;;;1
BZK;Unn'plugged;;;;;;;;1;1
BZK;Urbanist;;;1;;;;;;1
BZK;VABI Software B.V.;;;;1;;;;;1
BZK;Vacuas;;;3;;;;;;3
BZK;Van Buttingha Wichers Notarissen;;;;3;;;;;3
BZK;Van Zijderveld;;;;;;;;1;1
BZK;VCD Business Solutions B.V.;;;;;2;;;;2
BZK;VCK Travel B.V.;;;;;;;;2;2
BZK;Vellekoop & Meesters;;;;2;;;;;2
BZK;Verdonck, Klooster & Associates B.V.;;;2;;3;2;;4;5
BZK;Verizon Nederland B.V.;;;;;1;;;;1
BZK;Virtu Secure Webservices B.V.;;;;;6;9;;10;11
BZK;Visma Software B.V.;;;;;1;;;;1
BZK;Vodafone;;;1;;1;;5;;5
BZK;Vodafone Libertel B.V.;;;;;;;7;3;7
BZK;Voor Claar B.V.;;;;;;;;1;1
BZK;Webfleet Solutions Sales B.V.;;;;;2;;;;2
BZK;Webhelp Nederland B.V.;;;;;;;;7;7
BZK;Wirtz, Film & Experience Agency B.V.;;1;;;;;;;1
BZK;Wolfpack B.V.;;;;;;;;2;2
BZK;Worldmeetings.com B.V.;;;;1;;;;1;1
BZK;WUA B.V.;;;;;2;;;;2
BZK;XCESS expertise center B.V.;;;;2;;;;;2
BZK;XCLR8 B.V.;;;;;;;;1;1
BZK;Xerox (Nederland) B.V.;;4;7;2;1;1;;2;7
BZK;ZakelijkeWorkshops.nl;;;;;;;1;;1
BZK;Zendesk Inc;;;;;1;;;;1
BZK;Zietekst;;;;;;;;1;1
BZK;Ziggo B.V.;;;;;;;3;;3
BZK;Ziggo Services B.V.;;;;;;;1;;1
BZK;Ziggo Zakelijk Services B.V.;;;;;;1;;;1
BZK;Zoom International B.V.;;;;;3;;;;3
BZK;ZoomBIM;;;;;1;;;;1
DEF;123Accu B.V.;;1;;;;;;;1
DEF;123Gifts & Gadgets;;;;;;1;;;1
DEF;4-Rest IT B.V.;2;;;;;;;;2
DEF;Abiom Communication Systems (A.C.S.) B.V.;;;;;;2;3;;4
DEF;Adinco B.V.;;;;;;;1;;1
DEF;Administratiekantoor Kroese;;;;;;;1;;1
DEF;ADT computers;;1;;;;;;;1
DEF;Advanced Virtualization Technologies B.V.;;;;;;2;;;2
DEF;AG5 B.V.;;;;3;;;;;3
DEF;Air Liquide B.V.;;;;;;1;;;1
DEF;Alcatel Lucent RT International B.V.;;1;;;;;;;1
DEF;All Music Publishing B.V.;;1;;;;;;;1
DEF;Altec Industriële Identificatie;;1;;;;;;;1
DEF;Alteco Europe B.V.;;;;;;;1;;1
DEF;Andes B.V.;;;;;;4;;;4
DEF;Anixter Nederland B.V.;;;1;;;;;;1
DEF;anoniem_DEF_1028;;;;;;;2;;2
DEF;anoniem_DEF_1129;;;;;;6;;;6
DEF;anoniem_DEF_1170;;;;;;;6;;6
DEF;anoniem_DEF_1215;;2;;;;;;;2
DEF;anoniem_DEF_1221;;;;;;3;;;3
DEF;anoniem_DEF_1222;;;;;;;5;;5
DEF;anoniem_DEF_1257;;;;;;;1;;1
DEF;anoniem_DEF_1270;;1;;;;;;;1
DEF;anoniem_DEF_1297;;1;;;;;;;1
DEF;anoniem_DEF_1329;1;;;;;;;;1
DEF;anoniem_DEF_146;;1;;;;;;;1
DEF;anoniem_DEF_251;;2;;;;;;;2
DEF;anoniem_DEF_309;;;;2;;2;;;3
DEF;anoniem_DEF_317;;2;;;;;;;2
DEF;anoniem_DEF_334;;1;;;;;;;1
DEF;anoniem_DEF_356;;;;;;;;2;2
DEF;anoniem_DEF_514;;2;;;;;;;2
DEF;anoniem_DEF_542;;;;;;2;;;2
DEF;anoniem_DEF_563;;1;;;;;;;1
DEF;anoniem_DEF_610;;;;;;4;;;4
DEF;anoniem_DEF_624;;;;;;;1;;1
DEF;anoniem_DEF_641;;1;;;;;;;1
DEF;anoniem_DEF_676;;1;;;;;;;1
DEF;anoniem_DEF_691;;2;;;;;;;2
DEF;anoniem_DEF_737;;2;;;;;;;2
DEF;anoniem_DEF_754;;2;;;;;;;2
DEF;anoniem_DEF_849;;;;;;2;;;2
DEF;anoniem_DEF_856;;1;;;;;;;1
DEF;anoniem_DEF_894;;;;;;;1;;1
DEF;Apox B.V.;;;;;;2;;;2
DEF;Archie Europe B.V.;;;;2;;;;;2
DEF;Asat.nl;;;;;;;1;;1
DEF;Atos Nederland B.V.;;;;;;7;;;7
DEF;Avensus Nederland B.V.;;;;;;2;;;2
DEF;Axians;;;;;;2;;;2
DEF;B.V. Algemeen Nederlands Persbureau ANP;;1;;;;;;;1
DEF;B.V. Korthofah;;1;;;;;;;1
DEF;Bax-shop.nl B.V.;;1;;;;;;;1
DEF;Beat It B.V.;;4;5;1;;2;3;;6
DEF;Bechtle direct B.V.;;6;;;;;7;;7
DEF;BeeDirect B.V.;;;;;;3;;;3
DEF;Belstore.Com B.V.;;;;;;6;2;;6
DEF;Bemet International B.V.;;;;;;2;;;2
DEF;Ben Box Metaal B.V.;;;;;;1;;;1
DEF;Bever B.V.;;1;;;;;;;1
DEF;BIS Bedrijfs Informatie Systemen B.V.;;2;;;;2;;;3
DEF;Black Box International B.V.;;1;1;;;;;;2
DEF;BPI Services B.V.;;7;;;;;;;7
DEF;bQuind B.V.;1;;;;;;;;1
DEF;BSI Group The Netherlands B.V.;;;;;;2;;;2
DEF;BT NEDERLAND N.V.;1;;;;;;4;;4
DEF;Budgetcam;;1;;;;;;;1
DEF;Bumicom Telecommunicatie B.V.;;;;;;1;;;1
DEF;CACI B.V.;;;;3;;;;;3
DEF;CameraNU.nl;;2;;;;;;;2
DEF;Capgemini Nederland B.V.;3;;;6;;7;;2;7
DEF;Casebuilder Proflite;;;;;;;1;;1
DEF;Centix B.V.;;;;;;1;;;1
DEF;Central Point Nederland B.V.;;1;;;;;;;1
DEF;Centralpoint Amstelveen B.V.;;1;;;;;;;1
DEF;Centralpoint Nijmegen B.V.;1;9;4;;;7;9;;10
DEF;Centric Netherlands B.V.;1;;;;;;;;1
DEF;CGI Nederland B.V.;2;;;;;7;;;7
DEF;Cisco Systems International B.V.;;;;;;;;3;3
DEF;Clearing House Apothekers B.V.;;;;;;2;;;2
DEF;Color Wood Holding B.V.;;1;;;;;;;1
DEF;Color Wood Photo B.V.;;2;;;;;;;2
DEF;Com1 B.V.;;;;;;;3;;3
DEF;Company Fits B.V.;;1;;;;;;;1
DEF;Compumatica Secure Networks B.V.;;;;;;3;;;3
DEF;Computacenter;;1;;;;1;;;2
DEF;Conclusion Implementation B.V.;1;;;;;;;;1
DEF;Conrad Electronic Benelux B.V.;;1;;;;;1;;1
DEF;Consolit B.V.;;;;;;2;;;2
DEF;Conspect ICT;1;;;;;;;;1
DEF;Coolblue B.V.;;;;;;;1;;1
DEF;Cosanta B.V.;;;;1;;2;;;2
DEF;CrowdSense B.V.;;;;;;2;;;2
DEF;CTM Solution B.V.;;;;2;;;;;2
DEF;Current Components;;;;;;1;;;1
DEF;Curvature LLC;;;1;;;;;;1
DEF;Cutting Service Benelux B.V.;;;;;;1;;;1
DEF;D.T. C. Solutions B.V.;;;;;;;1;;1
DEF;DatAction;;6;;;;2;;;6
DEF;DE REE archiefsystemen;;;;2;;;1;;2
DEF;Deal It;;2;;;;1;;;2
DEF;Deloitte Consulting B.V.;;;;;;;;2;2
DEF;Delta International Uniformuitrustingen B.V.;1;;;;;;;;1
DEF;DeltaISIS B.V.;1;;;;;;;;1
DEF;Dematic;;;;;;5;;;5
DEF;Design Solutions;;;;;;1;;;1
DEF;Digital Revolution B.V.;;1;;;;;;;1
DEF;DPI Animation House B.V.;;1;;;;;;;1
DEF;Duploprint;;;;;;;1;;1
DEF;Dutch Card Printing;;;;;;2;;;2
DEF;Dutch Drone Group B.V.;;1;;;;;;;1
DEF;DutchSec B.V.;;;;;;5;;;5
DEF;E.Novation B.V.;;;;;;1;;;1
DEF;Eijsink Afrekensystemen B.V.;;;;;5;;;;5
DEF;Elastic N.V.;;;;;;2;;;2
DEF;Electrotechnische Groothandel Horvers B.V.;;;;;;3;;;3
DEF;Elektro-Rama;;;;;;;1;;1
DEF;Elements RTLS Innovators B.V.;;;;;;;;3;3
DEF;Elproma B.V.;;;3;;;;;;3
DEF;Emka Nederland B.V.;;;;;;;1;;1
DEF;Esri Nederland;;;;1;;5;;;5
DEF;Eurotempest B.V.;;3;2;;;2;;;4
DEF;Every Angle Software Solutions B.V.;;;;;;7;;;7
DEF;Exact Software Nederland B.V.;;;;;2;;;;2
DEF;Exploitatie Maatschappij Komfort B.V.;;;;;;;1;;1
DEF;Eyes On PhotoArt;;1;;;;;;;1
DEF;Faes Group B.V.;;;;;;1;;;1
DEF;Faro Benelux B.V.;;;;;;1;;;1
DEF;Fieldworks Direct B.V.;;2;;;;1;;;2
DEF;Fifo Color B.V.;;1;;;;;;;1
DEF;FixedToday B.V.;1;;;;;;;;1
DEF;Flexxon;;;;;;;1;;1
DEF;Fofic;;1;;;;;;;1
DEF;Fortes Solutions B.V.;;;;;;1;;;1
DEF;FotoFlits B.V.;;1;;;;;;;1
DEF;Frame Engineering B.V.;1;;;;;;;;1
DEF;Fuse Business;;1;;;;;;;1
DEF;Gannexion B.V.;;;;;;;7;;7
DEF;Gartner Nederland B.V.;;;;;;4;;7;7
DEF;Geometius B.V.;;;;;;1;;;1
DEF;Gordian Logistic Experts B.V.;;;;;;2;;;2
DEF;GS Handelsbedrijf B.V.;;1;;;;;;;1
DEF;Hamer B.V.;;;;;;1;;;1
DEF;Hart van Holland B.V.;;;;;;;1;;1
DEF;Hartman Direct B.V.;;1;;;;;;;1
DEF;Hollandse Hoogte B.V.;;1;;;;;;;1
DEF;ICQ Groep B.V.;1;;;;;;;;1
DEF;Impulse Info Systems;;;;;;4;;;4
DEF;Incontrol Simulation Software B.V.;;;;;;1;;;1
DEF;Index Hospitality Systems B.V.;;2;;;4;;;;4
DEF;Infinity Labs B.V.;;;;;;2;;;2
DEF;Informatique Computers & Componenten;1;;;;;;;;1
DEF;ING Bank N.V.;;;;;;;2;;2
DEF;Insight Enterprises Netherlands B.V.;;;;4;;10;;;10
DEF;InterConnect Services B.V.;;;;;;2;2;;2
DEF;Internedservices;;;;;;;1;;1
DEF;Intimus International Netherlands B.V.;;;;;;1;1;;1
DEF;Itannex B.V.;;;;;;3;;;3
DEF;ITSM-House B.V.;;;;;;2;;;2
DEF;J.B.S. Handelsonderneming;;;;;;2;;;2
DEF;Jasmijn-rondvaart;;;;;;;1;;1
DEF;Jenot Automatisering;;;;2;;;;;2
DEF;Kabelshop B.V.;;1;;;;;;;1
DEF;Kamera Express;;2;;;;;;;2
DEF;Kannegieter Electronica B.V.;;;;;;;1;;1
DEF;Keyprocessor B.V.;;;;;;1;;;1
DEF;Keysight Technologies Netherlands B.V.;;;;;2;;;;2
DEF;Kirkman Company B.V.;;;;;;;;3;3
DEF;Kiwi Electronics B.V.;;;;;;1;;;1
DEF;Koning & Hartman B.V.;;;;;;1;1;;2
DEF;Koninklijke Scheepsagentuur Dirkzwager B.V.;;;;;;4;;;4
DEF;KPN B.V.;;;;1;;3;6;;6
DEF;KPN Consulting B.V.;8;3;7;4;;7;10;;10
DEF;KPN Security B.V.;;;4;2;;7;;;7
DEF;Lennart Films;;;;;;;2;;2
DEF;LexisNexis Benelux;;;;3;;;;;3
DEF;Maastricht Aachen Airport B.V.;;;;;;1;;;1
DEF;Man Print & Sign B.V.;;;;;;1;;;1
DEF;Manutan B.V.;;;;;;;1;;1
DEF;Marsoft Kabeltelevisie & Communicatie;;;;;;;2;;2
DEF;Media 73 B.V.;;;;;;;1;;1
DEF;Meurs HRM;;;;;;2;;;2
DEF;Micro-Mail Zeewolde B.V.;;;;;;;1;;1
DEF;Minkels B.V.;;1;;;;;;;1
DEF;MK2 Audiovisueel B.V.;;;;;;1;;;1
DEF;MobileIron International, Inc.;;6;;;;;;;6
DEF;Motiv It Masters B.V.;;;;;;4;;;4
DEF;Moulijn Fotografie;;1;;;;;;;1
DEF;MSM-Edison B.V.;;;;;;2;;;2
DEF;myBrand B.V.;1;;;;;;;;1
DEF;N.O.D. Netwerk Onderzoek Diensten V.O.F.;;;;;;;1;;1
DEF;Nedap N.V.;;;;1;;1;;;1
DEF;Nederlands Centrum voor Informatie Management;1;;;;;;;;1
DEF;Netlink B.V.;;;;;;6;;;6
DEF;Network Republic Europe B.V.;;1;2;;;;;;2
DEF;Newton Technisch Bureau B.V.;;;;;;;1;;1
DEF;NHG Uitgeverij B.V.;;;;;;1;;;1
DEF;NL Oracle User Group;;;;1;;;;;1
DEF;NMS National Multiple Services B.V.;;;;;;;1;;1
DEF;Noyz Boyz Advanced Audio Services B.V.;;1;;;;;;;1
DEF;NTT Netherlands B.V.;;3;6;2;;5;;;7
DEF;OCLC B.V.;;;;;;5;;;5
DEF;Odin Software Ontwikkeling;;;;;;1;;;1
DEF;onlinekabelshop.nl;;1;;;;;;;1
DEF;ONS Fiber Parts & Tools B.V.;;;;;;;1;;1
DEF;OPEN.satisfaction B.V.;1;;;;;;;;1
DEF;OpenRemote B.V.;;;;;;2;;;2
DEF;Oracle Nederland;;;;;;4;;;4
DEF;Orcavoice B.V.;;;;;;;1;;1
DEF;Ordina Business Consulting & Solutions B.V.;2;;;;;2;;;2
DEF;PanCompany B.V.;1;;;;;;;;1
DEF;Papergraphics;;1;;;;;;;1
DEF;Paralax B.V.;;;;;;3;;;3
DEF;Picturae B.V.;;;;1;;;;;1
DEF;Picturae ICT B.V.;;;;2;;;;;2
DEF;PINE ICT B.V.;;1;;;;;3;;3
DEF;Plaatwerkindustrie Tol B.V.;;;;;;3;;;3
DEF;Planon B.V.;;;;3;;5;;;5
DEF;Plastic- en Metaalwarenfabriek 'RIAN' B.V.;;;;2;;;;;2
DEF;Portbase B.V.;;;;1;;;;;1
DEF;Priority;;;;;;;3;;3
DEF;Procyon Networks B.V.;;;;;;;1;;1
DEF;Prodicom B.V.;1;;;;;;;;1
DEF;Protinus IT B.V.;;5;3;7;;8;1;;8
DEF;Quint;2;;;;;;4;;4
DEF;R&U Group B.V.;1;;;;;;;;1
DEF;Real Solutions Haarlem B.V.;;1;;;;;;;1
DEF;Reflection IT B.V.;;;;;;;1;;1
DEF;Reichle & De-Massari Netherlands B.V.;;;;;;;1;;1
DEF;Repromat B.V.;;2;;;;1;;;2
DEF;Reputation Institute The Netherlands B.V.;;;;;;;3;;3
DEF;Réseaux IP Européens Network Coord. Centre;;;;;;1;;;1
DEF;Respond B.V.;;;;;;1;;;1
DEF;RevelX Consulting B.V.;;;;;;;;4;4
DEF;Rittal B.V.;;1;3;;;;1;;3
DEF;Romex B.V.;;1;;;;;;;1
DEF;Rotterdam Airport B.V.;;;;;;1;;;1
DEF;ROUTZ B.V.;1;;;;;;;;1
DEF;RR Commerce B.V.;;1;;;;;;;1
DEF;S.B.R. Vloeren en Interieur B.V.;2;;;;;;;4;4
DEF;Schiphol Connect B.V.;;;;;;;1;;1
DEF;Schiphol Nederland B.V.;;;;;;2;;;2
DEF;Schiphol Telematics B.V.;;;;;;;5;;5
DEF;Sdu Uitgevers B.V.;;;;;;;;2;2
DEF;SIDN Deelnemingen;;;;;;1;;;1
DEF;Simac Electronics B.V.;;2;;;;;1;;2
DEF;Slimstock B.V.;;;;;;1;;;1
DEF;SLTN IT Professionals B.V.;1;;;;;;;;1
DEF;Smart Cable Technology B.V.;;;;;;;2;;2
DEF;SMS Implementation Engineers B.V.;;;;;;3;;;3
DEF;Socia B.V.;;1;2;;;3;;;4
DEF;Software AG Nederland B.V.;;;;3;;5;;;5
DEF;SoftwareONE B.V.;;;;1;;4;;;4
DEF;Solipsis B.V.;;;;;;2;;;2
DEF;Sonic Foundry International B.V.;;;;;;3;;;3
DEF;Spandex Benelux B.V.;;4;;;;2;;;4
DEF;Star Apple Interim B.V.;1;;;;;;;;1
DEF;Steiger en Ladder Specialist;;1;;;;;;;1
DEF;STRICT;;;;;;;;3;3
DEF;Studio 38C;;2;;;;;;;2
DEF;SURFmarket;;;;;;;3;;3
DEF;SURFnet B.V.;;;;;;4;;;4
DEF;Sweco Nederland B.V.;;;;1;;;;;1
DEF;Synergy Benelux;;;;;;4;;;4
DEF;SynerScope;;;;;;4;;;4
DEF;T&T Compet&t.b.v.;;;;;;3;;;3
DEF;Tacs Informatisering B.V.;1;;;;;;;;1
DEF;Tardis Research B.V.;;;;;;2;;;2
DEF;Technische Handelsonderneming Tehages B.V.;;;;;;2;;;2
DEF;Technische Unie B.V.;;;;;;;2;;2
DEF;Telpress Benelux B.V.;1;;;;;;;;1
DEF;Tensing Safety & Security B.V.;;;;;;2;;;2
DEF;The Future Store;;2;;;;;;;2
DEF;Top Movers Nederland B.V.;3;;;;;;;;3
DEF;Touch Concepts B.V.;;;;;1;;;;1
DEF;Tradinco Instruments;;;;1;;;;;1
DEF;Trion V.O.F.;;;;;;1;;;1
DEF;Trits Procesinnovatie;;;;1;;;;;1
DEF;United Meeting Designers;;;;;;;1;;1
DEF;UP learning B.V.;;;;;;2;;;2
DEF;v. Dongen met de Kroon Borduurprof. B.V.;;1;;;;;;;1
DEF;Van Hal Totaal;;2;;;;3;3;;4
DEF;Van Oostvoorn & Zn;;;;;;;1;;1
DEF;Vanderkooij Telecommunicatie B.V.;;;;;;2;1;;2
DEF;VCD Business Intelligence B.V.;;;;;;3;;2;3
DEF;Vermaat Leisure B.V.;;1;;;;;;;1
DEF;Vertimart Consultants B.V.;;;;;;2;;;2
DEF;Video Duplication Holland B.V.;;1;;;;;;;1
DEF;Vink Lisse B.V.;;1;;;;;1;;1
DEF;Virtual Forge Benelux B.V.;;;;2;;;;;2
DEF;VKRC;1;;;;;;;;1
DEF;Vocal Folds;1;;;;;;;;1
DEF;Vosko B.V.;;;;;;2;1;;2
DEF;Wbn Software Solutions B.V.;;;;;;1;;;1
DEF;We-Got-IT B.V.;;1;3;;;1;1;;3
DEF;Welch Allyn B.V.;;;;;;2;;;2
DEF;Weolcan B.V.;;;;;;;;2;2
DEF;WeSummarize;;;;;;;;2;2
DEF;Worcflow;;2;;;;;;;2
DEF;Xerox (Nederland) B.V.;1;7;;;;4;1;;7
DEF;XS4ALL Internet B.V.;;;;;;;1;;1
DEF;Yorcom Computers B.V.;;;;;;;1;;1
DEF;YourIT B.V.;;;;;;3;;;3
DEF;Ziggo B.V.;;;;;;6;1;;6
DEF;ZorgDomein Nederland B.V.;;;;1;;1;;;1
EZK;Acuity CRM B.V.;;;;;;;;3;3
EZK;Adviesbureau Planplan;;;;;;;2;;2
EZK;Aenova B.V.;;;;;2;;;;2
EZK;Allekabels B.V.;;;;;;;1;;1
EZK;AllSolutions B.V.;;;;;1;;;1;2
EZK;Amcom B.V.;;1;;;;;1;;1
EZK;Andromatics B.V.;;;;;;;;2;2
EZK;Assa Abloy Hospitality Benelux;;;;;;;1;;1
EZK;Atabix Solutions B.V.;;;;;;;;6;6
EZK;Atos Nederland B.V.;;;;1;5;;;3;5
EZK;Avensus Nederland B.V.;;;2;;1;;4;;4
EZK;B.V. Het Refter;;;;;1;;;;1
EZK;Baker Tilly (Netherlands) N.V.;;;;;;;;3;3
EZK;Baker Tilly Berk Breda;;;;;;;;4;4
EZK;Be Informed B.V.;;;;;3;;;;3
EZK;Belgisch Biercafé Olivier B.V.;;;;;;;;1;1
EZK;BIS Bedrijfs Informatie Systemen B.V.;;1;;;;;;;1
EZK;Bleck Cross Media Creativity;;;;;1;;;;1
EZK;Bluemark Innovations B.V.;;3;;;;;;;3
EZK;bol.com B.V.;;;;;;;1;;1
EZK;Boon Edam Nederland B.V.;;;;;;;;1;1
EZK;Brand Commerce B.V.;;;;;;;1;;1
EZK;Brunel Nederland B.V.;;;;;;;;1;1
EZK;BT NEDERLAND N.V.;;6;5;;2;;;1;7
EZK;BT Professional Services Nederland B.V.;;;;;;;;2;2
EZK;Bundesnetzagentur;;;;;2;;;;2
EZK;Business Trading Leerdam B.V.;;1;;;;;;;1
EZK;Buyitdirect.com B.V.;1;7;;;;;7;1;7
EZK;BvCM Collections B.V.;;;;;1;;;;1
EZK;Caesar Accounts;;;;;;;;4;4
EZK;Cam IT Solutions B.V.;5;2;;;;;;;5
EZK;Canal Digitaal;;;;;;;1;;1
EZK;Cannock Chase;;;;;;1;;;1
EZK;Capgemini Nederland B.V.;;6;;2;;;;7;8
EZK;CED Repair B.V.;;;;;;;;4;4
EZK;Centralpoint Amstelveen B.V.;;7;;;;;3;2;7
EZK;Centralpoint Holding B.V.;;;;;;;1;;1
EZK;Centralpoint Nijmegen B.V.;3;8;8;;8;7;4;7;9
EZK;Centric;;;;;;2;;;2
EZK;CGI Nederland B.V.;;;;;;;;5;5
EZK;Cimsolutions;;;;;2;;;2;3
EZK;CM.COM Netherlands B.V.;;1;1;;;1;2;;2
EZK;Communicatie Cockpit B.V.;;;;;;;;1;1
EZK;Company.Info B.V.;;;;;;;;1;1
EZK;COMPAREX Nederland B.V.;1;2;3;7;9;4;;6;9
EZK;Compumatica Secure Networks B.V.;;;;;2;;;;2
EZK;Computacenter;3;6;5;1;3;7;;7;8
EZK;Consensus Economics Inc;;;;;1;;;;1
EZK;Coolblue B.V.;;1;;;;;;;1
EZK;Cortex B.V.;;;;;;;2;;2
EZK;Cosinus Computing B.V.;;;;;2;;;;2
EZK;Croonwolter&dros B.V.;;1;;;;;;1;1
EZK;CTM Solution B.V.;;;;;;;;1;1
EZK;CycloMedia Technology B.V.;;;;;2;;2;3;4
EZK;DataExpert B.V.;;;;;3;;;;3
EZK;Dataplus Netherlands B.V.;;;;;1;;;;1
EZK;Daxisweb B.V.;;;;;1;;;;1
EZK;De Argumentenfabriek B.V.;1;;;;;;;;1
