objectid;maatvoering;shape_len;geo_shape;geo_point_2d
8246;10.8;10.7999676456057;"{""coordinates"": [[5.480069025899242, 51.44113338803221], [5.4800537918412955, 51.44118098440485], [5.480038559188052, 51.44122857987534]], ""type"": ""LineString""}";51.441180983872776, 5.480053792290579
8249;11.0;11.0000000072727;"{""coordinates"": [[5.458504929933258, 51.4482741876288], [5.458565903941062, 51.44830569146761], [5.458626878033092, 51.44833719527448]], ""type"": ""LineString""}";51.44830569146652, 5.458565903975481
8258;4.0;4.000022514461319;"{""coordinates"": [[5.4753887908642715, 51.44799169927308], [5.4754159817097285, 51.44799757523672], [5.475443171125386, 51.44800345209396]], ""type"": ""LineString""}";51.44799757539628, 5.475415981056908
8268;1.92;1.91780399969251;"{""coordinates"": [[5.4742199289379005, 51.44934597344352], [5.474212920012927, 51.44935339792713], [5.474205912522437, 51.44936082151042]], ""type"": ""LineString""}";51.44935339740401, 5.474212920652888
8269;9.6;9.60000778395975;"{""coordinates"": [[5.4527453359733, 51.4741275467206], [5.452806818782184, 51.47414722597169], [5.452868303083478, 51.47416690518957]], ""type"": ""LineString""}";51.47414722607094, 5.4528068194913075
8270;4.4;4.39709391921442;"{""coordinates"": [[5.500228688772823, 51.427092933629865], [5.500205048285557, 51.4271060539896], [5.500181409222549, 51.427119174343176]], ""type"": ""LineString""}";51.42710605383662, 5.500205048914487
8271;1.0;0.9999603992158891;"{""coordinates"": [[5.481772343604159, 51.44127559732948], [5.481779043771347, 51.44127722962223], [5.4817857439390645, 51.441278861914554]], ""type"": ""LineString""}";51.441277229622145, 5.48177904377158
8273;1.5;1.50000074666648;"{""coordinates"": [[5.475203994102886, 51.447798035394975], [5.4752009367761385, 51.447804500556735], [5.475197879448525, 51.44781096571841]], ""type"": ""LineString""}";51.447804500556785, 5.475200936775891
8278;3.8;3.7999668419606;"{""coordinates"": [[5.426922957390054, 51.46405755066896], [5.426904309818774, 51.4640700405037], [5.42688566223723, 51.46408253033547]], ""type"": ""LineString""}";51.464070040503906, 5.42690430981478
8282;10.6;10.6000136603686;"{""coordinates"": [[5.501096931461955, 51.44984427804807], [5.5010760051541485, 51.44989008857958], [5.501055078804271, 51.44993589910727]], ""type"": ""LineString""}";51.44989008858181, 5.501076005142177
8287;16.0;15.999935904871599;"{""coordinates"": [[5.4064957732889924, 51.45747897175008], [5.406433051857728, 51.457539267417594], [5.406370330260617, 51.457599563051176]], ""type"": ""LineString""}";51.45753926742575, 5.406433051798957
8291;1.0;1.00002445969453;"{""coordinates"": [[5.495785031694317, 51.48927227996523], [5.495779821150495, 51.48927538140896], [5.495774612047906, 51.48927848374989]], ""type"": ""LineString""}";51.48927538153358, 5.495779821678218
8292;1.5;1.50001686172067;"{""coordinates"": [[5.509310154996407, 51.428738240525284], [5.509320634587357, 51.42873665112115], [5.509331115613103, 51.42873506081566]], ""type"": ""LineString""}";51.42873665083755, 5.5093206353301
8294;4.3;4.29997608365442;"{""coordinates"": [[5.469139960016734, 51.43688071862242], [5.469160389100039, 51.436866211798716], [5.469180818170326, 51.43685170497149]], ""type"": ""LineString""}";51.43686621179908, 5.4691603890950375
8300;9.1;9.099961101896291;"{""coordinates"": [[5.479292899650968, 51.43757825104714], [5.479334088668164, 51.43754647135689], [5.479375279066037, 51.43751469165089]], ""type"": ""LineString""}";51.437546471184554, 5.479334089231607
