Gemeente,CBS Gemeentecode,Bouwjaar,Status Pand,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,G1904,1800,Pand in gebruik,Kockengen,WK190405,Polder Portengen,BK19040501,Portengen,13,,,3628EB,Kockengen,126684.36,462085.07,4.97352,52.146224,0311100000001841,0311200000000780,"POLYGON ((126670.293 462083.639,126676.759 462073.273,126687.348 462079.414,126697.712 462086.005,126690.72 462096.87,126680.206 462090.429,126680.382 462090.23,126670.293 462083.639))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Brugstraat,20,,,3621AH,Breukelen,128837,464939.92,5.004749,52.171989,0311100000006347,0311200000001335,"POLYGON ((128824.35 464946.164,128826.147 464942.202,128829.517 464943.731,128834.699 464932.312,128844.77 464935.837,128838.79 464947.938,128836.02 464953.544,128826.2 464948.837,128824.66 464948.142,128824.35 464946.164))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vossenlaan,13,,,3633AL,Vreeland,130974.22,471499.11,5.035525,52.231039,0329100000003975,0329200000002695,"POLYGON ((130969.465 471499.103,130971.31 471493.84,130979.711 471496.785,130978.9 471499.1,130981.469 471500,130988.366 471502.408,130987.598 471505.04,130986.291 471504.705,130981.626 471503.087,130969.465 471499.103))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Tienhoven,WK190407,Tienhoven-Oud Maarsseveen,BK19040703,Heuvellaan,9,,,3612BA,Tienhoven,134798.99,463282.81,5.092,52.157346,0333100000013222,0333200000000709,"POLYGON ((134782.57 463279.428,134788.212 463272.116,134788.488 463272.359,134806.734 463286.182,134800.994 463293.759,134782.57 463279.428))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Brugstraat,18,,,3621AH,Breukelen,128830.81,464956.51,5.004658,52.172138,0311100000006346,0311200000001333,"POLYGON ((128823.818 464954.115,128824.911 464951.692,128826.2 464948.837,128836.02 464953.544,128831.165 464964.179,128824.995 464961.374,128827.298 464955.65,128823.818 464954.115))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Brugstraat,16,,,3621AH,Breukelen,128828.88,464959.89,5.004629,52.172168,0311100000006346,0311200000001331,"POLYGON ((128823.818 464954.115,128824.911 464951.692,128826.2 464948.837,128836.02 464953.544,128831.165 464964.179,128824.995 464961.374,128827.298 464955.65,128823.818 464954.115))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Voorstraat,15,,,3633BB,Vreeland,130837.18,471394.48,5.033527,52.230092,0329100000004007,0329200000002722,"POLYGON ((130820.175 471390.798,130840.857 471391.302,130852.121 471391.96,130854.24 471392.644,130854.011 471395.802,130842.543 471395.187,130839.626 471395.029,130837.943 471394.939,130837.884 471397.966,130833.595 471397.705,130833.566 471398.01,130826.23 471397.622,130820.311 471397.389,130820.321 471396.301,130820.303 471395.662,130820.175 471391.148,130820.175 471390.798))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,7,,5,3621VB,Breukelen,129993.51,465463.89,5.021616,52.176752,0311100000007734,0311200000006651,"POLYGON ((129961.221 465477.332,129961.541 465471.45,129961.554 465471.211,129984.53 465472.46,129985.789 465447.765,129989.393 465447.892,129999.999 465448.468,130002.877 465448.625,130001.784 465468.715,130003.171 465468.806,130002.819 465480.024,130000.002 465479.871,129966.519 465478.05,129966.542 465477.621,129961.221 465477.332))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Voorstraat,18,,,3633BB,Vreeland,130828.72,471414.97,5.033402,52.230276,0329100000004011,0329200000002725,"POLYGON ((130818.848 471417.462,130819.425 471410.467,130830.856 471410.901,130833.156 471410.992,130838.733 471411.214,130838.191 471417.272,130840.935 471417.631,130841.021 471416.364,130844.269 471416.641,130843.996 471419.49,130818.848 471417.462))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Loenen aan de Vecht,WK190403,Loenen Dorpskern,BK19040310,Dorpsstraat,25,,,3632AP,Loenen aan de Vecht,130011.51,468987.1,5.02162,52.208419,0329100000000346,0329200000000273,"POLYGON ((129997.06 468990.239,129999.451 468987.787,130000.811 468985.638,130005.513 468982.048,130012.035 468976.903,130020.151 468987.183,130013.632 468992.259,130007.207 468984.179,129998.208 468991.526,129997.06 468990.239))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Voorstraat,19,,,3633BB,Vreeland,130823.37,471422.02,5.033323,52.230339,0329100000004012,0329200000002726,"POLYGON ((130818.6 471424.665,130819.006 471418.514,130828.388 471419.166,130827.923 471425.537,130818.6 471424.665))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Centrum ten zuiden van de Vecht,BK19040110,Schippersgracht,8,,,3603BC,Maarssen,131144.08,461403.18,5.038722,52.140306,0333100000005981,0333200000011991,"POLYGON ((131140.717 461392.212,131145.906 461392.456,131145.8 461404.672,131140.836 461404.073,131140.942 461396.625,131140.717 461392.212))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vossenlaan,1,,,3633AL,Vreeland,130899.64,471512.33,5.034433,52.231154,0329100000004020,0329200000002731,"POLYGON ((130891.545 471516.605,130892.565 471511.543,130896.802 471512.152,130897.865 471506.909,130903.462 471508.092,130901.544 471517.049,130895.608 471516.097,130895.393 471517.295,130891.545 471516.605))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vossenlaan,9,,,3633AL,Vreeland,130974.77,471511.71,5.035533,52.231152,0329100000004033,0329200000002740,"POLYGON ((130964.248 471513.989,130967.756 471503.981,130971.723 471505.389,130984.724 471509.96,130984.299 471511.312,130984.614 471511.406,130981.926 471519.455,130975.156 471517.448,130964.248 471513.989))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkbrink,13,,,3621AN,Breukelen,128681.17,464954.8,5.00247,52.172116,0311100000005701,0311200000002529,"POLYGON ((128675.622 464961.04,128679.118 464946.717,128679.153 464946.627,128686.966 464948.551,128686.984 464948.64,128687.171 464948.685,128684.378 464960.428,128683.929 464963.074,128675.622 464961.04))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Nigtevecht,WK190408,Nigtevecht Dorp,BK19040804,Dorpsstraat,108,,,1393NK,Nigtevecht,130515.57,476111.22,5.028478,52.27247,0329100000005636,0329200000003833,"POLYGON ((130508.132 476105.676,130515.35 476105.512,130515.27 476102.872,130519.39 476102.717,130520.255 476116.648,130511.975 476117.152,130511.099 476109.759,130508.287 476109.963,130508.278 476109.818,130508.132 476105.676))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkbrink,11,,,3621AN,Breukelen,128673.69,464952.81,5.002361,52.172097,0311100000005700,0311200000002525,"POLYGON ((128668.301 464958.774,128671.67 464944.574,128679.118 464946.717,128675.622 464961.04,128668.301 464958.774))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Nigtevecht,WK190408,Nigtevecht Dorp,BK19040804,Dorpsstraat,108,,,1393NK,Nigtevecht,130515.57,476111.22,5.028478,52.27247,0329100000005636,0329200000003833,"POLYGON ((130508.132 476105.676,130515.35 476105.512,130515.27 476102.872,130519.39 476102.717,130520.255 476116.648,130511.975 476117.152,130511.099 476109.759,130508.287 476109.963,130508.278 476109.818,130508.132 476105.676))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Duinkerken,13,,,3633EM,Vreeland,130757.24,471390.25,5.032357,52.230051,0329100000005963,0329200000004059,"POLYGON ((130752.563 471385.7,130758.008 471385.212,130758.043 471385.6,130759.039 471385.51,130759.004 471385.122,130760.359 471385.001,130760.351 471384.921,130760.956 471384.862,130761.535 471390.827,130761.87 471394.28,130761.932 471394.921,130759.493 471395.115,130758.442 471395.199,130753.52 471395.564,130752.563 471385.7))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Vreeland,WK190406,Vreeland Dorp,BK19040603,Duinkerken,12,,,3633EN,Vreeland,130790.85,471228.72,5.032861,52.2286,0329100000005962,0329200000004058,"POLYGON ((130783.611 471234.356,130784.22 471230.402,130783.846 471230.4,130784.853 471224.607,130797.907 471226.98,130796.774 471232.847,130793.33 471232.402,130792.668 471235.785,130790.577 471235.539,130790.584 471235.383,130789.749 471235.301,130783.611 471234.356))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Kockengen,WK190405,Polder Kockengen,BK19040504,Wagendijk,16,,,3628ER,Kockengen,125146.47,461894.42,4.95107,52.14443,0311100000001479,0311200000002238,"POLYGON ((125133.044 461893.735,125138.631 461883.191,125161.016 461895.05,125155.403 461905.647,125147.718 461901.576,125145.622 461905.531,125142.696 461903.981,125144.856 461899.904,125134.595 461894.469,125134.02 461895.554,125132.847 461894.932,125133.385 461893.916,125133.044 461893.735))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Loenen aan de Vecht,WK190403,Oudover,BK19040309,Oud Over,15,,,3632VA,Loenen aan de Vecht,130181.07,468947.76,5.024103,52.208073,0329100000001785,0329200000001215,"POLYGON ((130185.733 468948.362,130179.918 468953.05,130174.848 468947.162,130180.84 468942.304,130185.733 468948.362))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,14,,26,3621VC,Breukelen,130016.38,465736.18,5.021931,52.1792,0311100000007375,0311200000006667,"POLYGON ((130011.849 465738.958,130011.752 465733.395,130020.921 465733.393,130020.981 465738.967,130011.849 465738.958))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,14,,27,3621VC,Breukelen,129986.23,465745.29,5.021489,52.179281,0311100000007366,0311200000006668,"POLYGON ((129982.48 465749.84,129982.62 465740.66,129989.98 465740.76,129989.84 465749.92,129982.48 465749.84))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Componistenbuurt,BK19040108,Straatweg,68,,,3604BC,Maarssen,131794.64,460394.94,5.048294,52.131272,0333100000014900,0333200000009197,"POLYGON ((131786.597 460398.925,131797.488 460387.298,131808.557 460398.004,131798.918 460408.238,131792.138 460401.483,131789.739 460403.892,131786.669 460401.059,131786.597 460398.925))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,14,,28,3621VC,Breukelen,130033.34,465736.28,5.022179,52.179202,0311100000007376,0311200000006669,"POLYGON ((130028.999 465738.974,130029.007 465733.572,130037.715 465733.572,130037.656 465738.982,130028.999 465738.974))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,14,,30,3621VC,Breukelen,130050.15,465736.44,5.022424,52.179204,0311100000007378,0311200000006671,"POLYGON ((130045.925 465739.079,130045.969 465733.812,130054.39 465733.81,130054.331 465738.991,130045.925 465739.079))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,7,,6,3621VB,Breukelen,129993.51,465463.89,5.021616,52.176752,0311100000007734,0311200000006674,"POLYGON ((129961.221 465477.332,129961.541 465471.45,129961.554 465471.211,129984.53 465472.46,129985.789 465447.765,129989.393 465447.892,129999.999 465448.468,130002.877 465448.625,130001.784 465468.715,130003.171 465468.806,130002.819 465480.024,130000.002 465479.871,129966.519 465478.05,129966.542 465477.621,129961.221 465477.332))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Loenersloot,WK190410,Loenersloot Dorp,BK19041003,Rijksstraatweg,212,,,3634AN,Loenersloot,128436.52,471275.46,4.998398,52.228912,0329100000003169,0329200000002157,"POLYGON ((128430.924 471271.551,128435.821 471271.384,128441.223 471271.199,128441.915 471279.647,128436.851 471279.756,128431.928 471279.894,128430.924 471271.551))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Loenersloot,WK190410,Loenersloot Dorp,BK19041003,Rijksstraatweg,212,,,3634AN,Loenersloot,128436.52,471275.46,4.998398,52.228912,0329100000003169,0329200000002157,"POLYGON ((128430.924 471271.551,128435.821 471271.384,128441.223 471271.199,128441.915 471279.647,128436.851 471279.756,128431.928 471279.894,128430.924 471271.551))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Loenen aan de Vecht,WK190403,Loenen Dorpskern,BK19040310,Molendijk,8,,,3632EN,Loenen aan de Vecht,130089.66,469117.66,5.022753,52.209596,0329100000001767,0329200000001202,"POLYGON ((130083.458 469119.144,130084.121 469117.991,130088.862 469112.178,130089.235 469111.675,130095.584 469116.391,130091.976 469123.67,130083.458 469119.144))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkbrink,13,a,,3621AN,Breukelen,128681.17,464954.8,5.00247,52.172116,0311100000005701,0311200000002530,"POLYGON ((128675.622 464961.04,128679.118 464946.717,128679.153 464946.627,128686.966 464948.551,128686.984 464948.64,128687.171 464948.685,128684.378 464960.428,128683.929 464963.074,128675.622 464961.04))"
Stichtse Vecht,G1904,1800,Verbouwing pand,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkbrink,27,,,3621AN,Breukelen,128726.41,464969.21,5.00313,52.172247,0311100000005756,0311200000002542,"POLYGON ((128721.979 464969.044,128724.875 464958.444,128732.89 464960.453,128727.511 464980.302,128722.887 464979.101,128725.189 464969.855,128721.979 464969.044))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Kockengen,WK190405,Kockengen Dorp,BK19040505,Voorstraat,3,,,3628AH,Kockengen,124982.45,462206.4,4.948646,52.147225,1904100000039619,0311200000002030,"POLYGON ((124964.456 462201.542,124965.959 462199.009,124965.53 462198.792,124969.665 462192.392,124975.081 462184.01,124975.894 462184.484,124981.783 462187.916,124980.597 462189.761,124982.084 462190.717,124992.691 462197.398,124993.835 462198.118,124993.17 462199.151,124995.397 462200.495,124993.838 462203.079,124988.383 462211.98,124986.841 462214.58,124969.887 462204.705,124964.456 462201.542))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,15,,15,3621VC,Breukelen,130055.13,465780.3,5.022494,52.179599,0311100000007474,0311200000006707,"POLYGON ((130050.54 465777.44,130059.62 465777.32,130059.683 465781.006,130064.307 465780.88,130064.336 465783.071,130059.72 465783.16,130050.64 465783.28,130050.54 465777.44))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Polder Nijenrode,BK19040206,Straatweg,1,,,3621BG,Breukelen,129969.53,462834.57,5.02146,52.153119,0311100000006968,0311200000005973,"POLYGON ((129953.295 462829.077,129977.06 462825.833,129977.198 462825.816,129977.519 462828.305,129984.108 462827.455,129984.349 462829.324,129985.049 462834.751,129985.157 462834.737,129985.245 462835.474,129985.939 462841.293,129981.879 462841.758,129978.837 462842.107,129974.147 462842.644,129974.126 462842.507,129970.871 462842.947,129968.17 462843.312,129968.025 462842.313,129967.809 462840.823,129965.651 462841.066,129965.525 462840.087,129960.288 462840.763,129959.913 462837.852,129954.517 462838.548,129953.295 462829.077))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Oud Zuilen,WK190411,Oud-Zuilen,BK19041101,Groeneweg,10,,,3611AT,Oud Zuilen,133124.81,460684.69,5.067702,52.13393,0333100000015921,0333200000017780,"POLYGON ((133114.385 460664.513,133133.091 460685.409,133123.767 460693.774,133105.039 460672.9,133114.385 460664.513))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Scheendijk,BK19040211,Scheendijk,15,,13,3621VC,Breukelen,130040.42,465780.58,5.022279,52.179601,0311100000007473,0311200000006706,"POLYGON ((130035.72 465783.02,130035.68 465778.18,130045.12 465778.14,130045.16 465782.98,130035.72 465783.02))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Kockengen,WK190405,Kockengen Dorp,BK19040505,Voorstraat,2,,,3628AH,Kockengen,124969.58,462200.25,4.948458,52.147169,1904100000039619,0311200000002028,"POLYGON ((124964.456 462201.542,124965.959 462199.009,124965.53 462198.792,124969.665 462192.392,124975.081 462184.01,124975.894 462184.484,124981.783 462187.916,124980.597 462189.761,124982.084 462190.717,124992.691 462197.398,124993.835 462198.118,124993.17 462199.151,124995.397 462200.495,124993.838 462203.079,124988.383 462211.98,124986.841 462214.58,124969.887 462204.705,124964.456 462201.542))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Lanenkwartier,BK19040109,Kortelaan,15,,,3601HJ,Maarssen,130993.74,462137.24,5.036474,52.146897,0333100000015231,0333200000005248,"POLYGON ((130993.918 462142.505,130991.087 462139.358,131000 462131.338,131000.416 462130.964,131003.152 462134.005,130999.986 462137.137,130998.132 462138.777,130993.918 462142.505))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Nigtevecht,WK190408,Nigtevecht Dorp,BK19040804,Dorpsstraat,106,,,1393NK,Nigtevecht,130507.59,476113.69,5.028361,52.272492,0329100000005635,0329200000003832,"POLYGON ((130504.01 476117.637,130503.286 476110.114,130508.278 476109.818,130508.287 476109.963,130511.099 476109.759,130511.975 476117.152,130504.01 476117.637))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkplein,16,,,3621BA,Breukelen,128526.83,464942.3,5.000215,52.171996,0311100000005690,0311200000002554,"POLYGON ((128520.956 464941.948,128521.421 464937.608,128523.28 464937.811,128523.745 464933.467,128523.865 464932.343,128533.082 464933.329,128532.503 464938.748,128529.967 464938.487,128529.571 464942.186,128530.764 464942.313,128529.701 464952.257,128526.479 464951.912,128527.406 464943.242,128522.972 464942.768,128523.035 464942.17,128520.956 464941.948))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Otterspoorbroek,BK19040103,Straatweg,164,,,3603CT,Maarssen,130764.4,462623.88,5.033089,52.151261,0333100000015717,0333200000010781,"POLYGON ((130771.466 462612.198,130775.823 462624.255,130759.289 462631.066,130754.643 462619.653,130766.496 462614.829,130766.307 462614.364,130771.466 462612.198))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Reizende man,BK19040111,Straatweg,13,,,3603CV,Maarssen,130838.78,461139.06,5.034281,52.137919,0333100000012453,0333200000016433,"POLYGON ((130821.185 461146.076,130840.351 461130.814,130849.508 461142.313,130848.382 461143.21,130835.474 461153.489,130836.122 461154.302,130834.291 461155.761,130837.275 461159.508,130834.084 461162.048,130821.185 461146.076))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Componistenbuurt,BK19040108,Straatweg,68,e,,3604BC,Maarssen,131789.31,460398.5,5.048216,52.131304,0333100000014900,0333200000004128,"POLYGON ((131786.597 460398.925,131797.488 460387.298,131808.557 460398.004,131798.918 460408.238,131792.138 460401.483,131789.739 460403.892,131786.669 460401.059,131786.597 460398.925))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Maarsseveen,BK19040101,Gageldijk,127,a,,3602AK,Maarssen,135227.58,460400.96,5.09843,52.131459,0333100000013271,1904200000032048,"POLYGON ((135215.301 460393.368,135224.039 460386.665,135236.504 460402.974,135227.661 460409.678,135215.301 460393.368))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Centrum ten noorden van de Vecht,BK19040118,Langegracht,9,,,3601AH,Maarssen,131435.14,461535.57,5.042965,52.141508,0333100000006098,0333200000012336,"POLYGON ((131430.97 461524.16,131437.994 461523.665,131438.902 461536.036,131439.057 461537.501,131432.34 461537.98,131430.97 461524.16))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Componistenbuurt,BK19040108,Straatweg,68,a,,3604BC,Maarssen,131789.42,460402.29,5.048217,52.131338,0333100000014900,0333200000004126,"POLYGON ((131786.597 460398.925,131797.488 460387.298,131808.557 460398.004,131798.918 460408.238,131792.138 460401.483,131789.739 460403.892,131786.669 460401.059,131786.597 460398.925))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Componistenbuurt,BK19040108,Straatweg,68,d,,3604BC,Maarssen,131789.34,460399.75,5.048216,52.131315,0333100000014900,0333200000004127,"POLYGON ((131786.597 460398.925,131797.488 460387.298,131808.557 460398.004,131798.918 460408.238,131792.138 460401.483,131789.739 460403.892,131786.669 460401.059,131786.597 460398.925))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Kockengen,WK190405,Kockengen Dorp,BK19040505,Voorstraat,2,a,,3628AH,Kockengen,124976.41,462186.15,4.948559,52.147043,1904100000039619,0311200000002109,"POLYGON ((124964.456 462201.542,124965.959 462199.009,124965.53 462198.792,124969.665 462192.392,124975.081 462184.01,124975.894 462184.484,124981.783 462187.916,124980.597 462189.761,124982.084 462190.717,124992.691 462197.398,124993.835 462198.118,124993.17 462199.151,124995.397 462200.495,124993.838 462203.079,124988.383 462211.98,124986.841 462214.58,124969.887 462204.705,124964.456 462201.542))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Kockengen,WK190405,Kockengen Dorp,BK19040505,Voorstraat,2,b,,3628AH,Kockengen,124971.38,462196.01,4.948485,52.147131,1904100000039619,0311200000002110,"POLYGON ((124964.456 462201.542,124965.959 462199.009,124965.53 462198.792,124969.665 462192.392,124975.081 462184.01,124975.894 462184.484,124981.783 462187.916,124980.597 462189.761,124982.084 462190.717,124992.691 462197.398,124993.835 462198.118,124993.17 462199.151,124995.397 462200.495,124993.838 462203.079,124988.383 462211.98,124986.841 462214.58,124969.887 462204.705,124964.456 462201.542))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkplein,16,a,,3621BA,Breukelen,128513.04,464953.4,5.000013,52.172095,0311100000005691,0311200000002585,"POLYGON ((128507.716 464952.572,128508.215 464947.98,128510.23 464948.199,128510.289 464947.649,128512.28 464947.865,128513.237 464947.097,128514.323 464947.215,128515.092 464948.171,128516.96 464948.374,128517.074 464948.386,128516.262 464955.849,128517.448 464955.977,128517.525 464955.266,128519.204 464955.449,128519.322 464954.362,128522.828 464954.744,128522.704 464955.878,128524.383 464956.06,128524.048 464959.143,128517.079 464958.386,128517.09 464958.276,128515.898 464958.147,128515.886 464958.256,128509.225 464957.532,128509.735 464952.791,128507.716 464952.572))"
Stichtse Vecht,G1904,1800,Verbouwing pand,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkbrink,27,,,3621AN,Breukelen,128726.72,464962.38,5.003135,52.172186,0311100000005756,1904200000034034,"POLYGON ((128721.979 464969.044,128724.875 464958.444,128732.89 464960.453,128727.511 464980.302,128722.887 464979.101,128725.189 464969.855,128721.979 464969.044))"
Stichtse Vecht,G1904,1800,Verbouwing pand,Breukelen,WK190402,Breukelen Midden,BK19040215,Kerkbrink,27,b,,3621AN,Breukelen,128729.21,464965.67,5.003172,52.172216,0311100000005756,1904200000034035,"POLYGON ((128721.979 464969.044,128724.875 464958.444,128732.89 464960.453,128727.511 464980.302,128722.887 464979.101,128725.189 464969.855,128721.979 464969.044))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Breukelen Midden,BK19040215,Hazeslinger,5,,,3621AT,Breukelen,128678.43,464969.77,5.002429,52.17225,0311100000005701,0311200000002681,"POLYGON ((128672.976 464976.181,128664.965 464974.095,128668.301 464958.774,128675.622 464961.04,128679.118 464946.717,128679.153 464946.627,128686.966 464948.551,128686.984 464948.64,128687.171 464948.685,128684.378 464960.428,128683.929 464963.074,128682.981 464968.664,128681.062 464978.505,128675.207 464976.822,128672.976 464976.181))"
Stichtse Vecht,G1904,1800,Verbouwing pand,Vreeland,WK190406,Vreeland Dorp,BK19040603,Vossenlaan,3,,,3633AL,Vreeland,130905.71,471512.75,5.034522,52.231158,0329100000004024,0329200000002734,"POLYGON ((130902.707 471519.617,130904.002 471508.253,130908.085 471509.507,130908.475 471509.58,130907.818 471514.437,130907.483 471517.265,130906.784 471522.635,130904.61 471522.336,130904.915 471520.069,130902.707 471519.617))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Otterspoorbroek,BK19040103,Straatweg,31,,,3603CV,Maarssen,130681.99,462147.02,5.031919,52.146971,0333100000012797,0333200000014904,"POLYGON ((130668.515 462144.867,130684.466 462138.622,130685.815 462142.067,130694.046 462138.844,130697.492 462147.644,130681.419 462153.936,130678.277 462145.91,130670.166 462149.085,130668.515 462144.867))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Breukelen,WK190402,Polder Breukelen Proosdij,BK19040202,Zandpad,48,a,,3621NE,Breukelen,128945.77,464982.25,5.006336,52.172375,0311100000007259,0311200000007328,"POLYGON ((128937.372 464983.782,128938.276 464978.154,128954.173 464980.708,128953.269 464986.336,128937.372 464983.782))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Otterspoorbroek,BK19040103,Straatweg,19,b,,3603CV,Maarssen,130651.3,461550.13,5.031513,52.141605,0333100000010522,0333200000004111,"POLYGON ((130650.019 461557.687,130646.142 461554.355,130654.625 461544.518,130658.455 461547.902,130650.019 461557.687))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Componistenbuurt,BK19040108,Straatweg,68,b,,3604BC,Maarssen,131789.42,460401.04,5.048217,52.131326,0333100000014900,0333200000009196,"POLYGON ((131786.597 460398.925,131797.488 460387.298,131808.557 460398.004,131798.918 460408.238,131792.138 460401.483,131789.739 460403.892,131786.669 460401.059,131786.597 460398.925))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Maarssen,WK190401,Centrum ten noorden van de Vecht,BK19040118,Langegracht,54,,,3601AK,Maarssen,131216.88,461454.8,5.039782,52.140773,0333100000003105,0333200000008629,"POLYGON ((131214.375 461485.634,131214.405 461482.154,131214.743 461473.388,131214.868 461469.488,131215.134 461457.848,131215.3 461453.19,131215.449 461453.207,131221.759 461455.428,131221.497 461456.306,131218.95 461470.39,131218.52 461481.18,131218.11 461485.662,131216.552 461485.66,131215.401 461485.71,131214.375 461485.634))"
Stichtse Vecht,G1904,1800,Pand in gebruik,Tienhoven,WK190407,Tienhoven-Oud Maarsseveen,BK19040703,Nieuweweg,2,,,3612AR,Tienhoven,133951.15,465024.8,5.079502,52.172971,0333100000016373,0333200000010961,"POLYGON ((133952.623 465030.008,133936.647 465024.291,133938.845 465018.021,133956.04 465024.048,133957.607 465019.576,133968.058 465023.239,133967.488 465024.866,133966.286 465024.445,133965.965 465025.362,133967.092 465025.757,133965.733 465029.636,133962.957 465028.663,133962.828 465029.031,133955.86 465026.589,133956.124 465025.836,133954.309 465025.2,133952.623 465030.008))"
