OBJECTID,NAAM,SOORT,Shape__Area,Shape__Length,NAAM_AFKORTING,SOORT_NAAM_AFKORTING,PPLG_1,PPLG_2
1,Maastricht,NCBG,16435.162510745,2538.95820636228,MT_75,NCBG_MT_75,-,-
2,Maastricht Racc. Beatrixhaven,NCBG,100825.71220297,9623.1990405947,MTTRIX,NCBG_MTTRIX,-,-
3,Maastricht Lijnwerkplaats,NCBG,60577.500482885,1870.84091214575,MTWPL,NCBG_MTWPL,-,-
4,Schin op Geul,NCBG,441379.071445875,41770.8375645572,SOG,NCBG_SOG,-,-
5,Kerkrade Centrum,PPLG,20592.667123115,1626.83231740852,KRD,PPLG_KRD,-,-
6,Heerlen,NCBG,40161.239696945,2742.72268956936,HRL_213,NCBG_HRL_213,-,-
7,Maastricht,NCBG,2995.98595116,506.743759890614,MT_9,NCBG_MT_9,-,-
8,Maastricht,NCBG,9865.57019822,1065.20046492962,MT_51-52,NCBG_MT_51-52,-,-
9,Maastricht,NCBG,5895.245675145,723.573957783887,MT_41,NCBG_MT_41,-,-
10,Simpelveld,NCBG,11949.798600035,915.636788052839,SPV,NCBG_SPV,-,-
11,Sittard,NCBG,10434.815944785,722.00105840256,STD,NCBG_STD,-,-
12,Bunde,PPLG,19350.57127165,1665.67975566349,BDE,PPLG_BDE,-,-
13,Beek = Elsloo,PPLG,10529.851092945,920.767426754821,BK,PPLG_BK,-,-
14,Eijsden Grens - Maastricht Randwyck,Vrije baan,248920.089860145,21061.6351185094,EDNG-MTR,Vrije baan_EDNG-MTR,EDNG,MTR
15,Heerlen,PPLG,67990.718164395,5059.77124730045,HRL,PPLG_HRL,-,-
16,Heerlen,NCBG,19052.491875525,1913.10816010507,HRL_215,NCBG_HRL_215,-,-
17,Venlo,NCBG,11901.295448885,1235.54399967143,VL_36,NCBG_VL_36,-,-
18,Oud Heeze - Maarheeze,Vrije baan,171092.412032105,13653.966118697,OHZE-MZ,Vrije baan_OHZE-MZ,OHZE,MZ
19,Horst = Sevenum - Griendtsveen Overloopw.,Vrije baan,169450.35833262,14341.1995230272,HRT-GRVN,Vrije baan_HRT-GRVN,HRT,GRVN
20,Landgraaf,PPLG,32750.673129355,2431.19293278647,LG,PPLG_LG,-,-
21,Born Franciscushaven,NCBG,200636.805518995,14777.9052811293,BONFH,NCBG_BONFH,-,-
22,Haanrade,NCBG,41598.045600965,4208.91371391545,HAN,NCBG_HAN,-,-
23,Roermond,PPLG,77541.16170356,3820.55959185445,RM,PPLG_RM,-,-
24,Lutterade Aansl.,PPLG,35416.52057364,3397.43204186523,LUTA,PPLG_LUTA,-,-
25,Maasbracht,PPLG,37617.991629205,2738.74432403758,MBT,PPLG_MBT,-,-
26,Maastricht,PPLG,179275.697546195,11737.2152647425,MT,PPLG_MT,-,-
27,Maastricht Randwyck,PPLG,21322.016675955,1855.11734901832,MTR,PPLG_MTR,-,-
28,Maastricht - Maastricht Grens,Vrije baan,47837.5945379,4823.80041154742,MT-MTG,Vrije baan_MT-MTG,MT,MTG
29,Maastricht Randwyck - Maastricht,Vrije baan,2951.33946446,294.07257849877,MTR-MT,Vrije baan_MTR-MT,MTR,MT
30,Roermond - Maasbracht,Vrije baan,160144.90289187,12834.4145258206,RM-MBT,Vrije baan_RM-MBT,RM,MBT
31,Heerlen - Valkenburg,Vrije baan,118712.065521745,19875.4912970453,HRL-VK,Vrije baan_HRL-VK,HRL,VK
32,Susteren - Maasbracht,Vrije baan,169781.524352565,14148.0359648992,SRN-MBT,Vrije baan_SRN-MBT,SRN,MBT
33,Swalmen,PPLG,47731.23493678,4051.1161136077,SM,PPLG_SM,-,-
34,Weert - Haelen,Vrije baan,374323.70472725,31090.8402906266,WT-HLN,Vrije baan_WT-HLN,WT,HLN
35,Sittard - Susteren,Vrije baan,122741.255992395,10289.8610523856,STD-SRN,Vrije baan_STD-SRN,STD,SRN
36,Heerlen - Landgraaf,Vrije baan,41778.486218005,4461.67625998656,HRL-LG,Vrije baan_HRL-LG,HRL,LG
37,Heerlen - Sittard,Vrije baan,393592.21717031,31511.3202652113,HRL-STD,Vrije baan_HRL-STD,HRL,STD
38,Landgraaf - Haanrade Grens,Vrije baan,116644.955257965,12346.2612434715,LG-HANG,Vrije baan_LG-HANG,LG,HANG
39,Lutterade Aansl. - Sittard,Vrije baan,33228.35284832,2844.91984298964,LUTA-STD,Vrije baan_LUTA-STD,LUTA,STD
40,Haelen,PPLG,41030.443950785,3372.75973518232,HLN,PPLG_HLN,-,-
41,Roermond - Haelen,Vrije baan,127436.063708765,10707.1105206427,RM-HLN,Vrije baan_RM-HLN,RM,HLN
42,Schin op Geul,PPLG,5430.4867824,859.285045180559,SOG,PPLG_SOG,-,-
43,Susteren,PPLG,74862.949754135,5859.36100093058,SRN,PPLG_SRN,-,-
44,Sittard,PPLG,199850.309996685,13907.1429144525,STD,PPLG_STD,-,-
45,Valkenburg,PPLG,46795.925681045,3520.43758439172,VK,PPLG_VK,-,-
46,Bunde - Beek = Elsloo,Vrije baan,175822.27423573,14800.3764861748,BDE-BK,Vrije baan_BDE-BK,BDE,BK
47,Maastricht - Valkenburg,Vrije baan,183391.22361219,15878.0274098119,MT-VK,Vrije baan_MT-VK,MT,VK
48,Beek = Elsloo - Lutterade Aansl.,Vrije baan,136050.559151765,10929.8419011216,BK-LUTA,Vrije baan_BK-LUTA,BK,LUTA
49,Weert - Budel Grens,Vrije baan,181388.846904395,18276.9227213037,WT-BDLG,Vrije baan_WT-BDLG,WT,BDLG
50,Weert,PPLG,95004.81446289,5975.43345499669,WT,PPLG_WT,-,-
51,Reuver - Swalmen,Vrije baan,89329.60263813,8973.00435113484,RV-SM,Vrije baan_RV-SM,RV,SM
52,Blerick,PPLG,71187.8202616,4889.42202992645,BR,PPLG_BR,-,-
53,Venlo - Venlo Grens,Vrije baan,67020.82958107,5688.26798374507,VL-VLGR,Vrije baan_VL-VLGR,VL,VLGR
54,Goes - 's Heer Arendskerke,Vrije baan,93143.6083006,8009.76178151891,GS-HA,Vrije baan_GS-HA,GS,HA
55,'s Heer Arendskerke,PPLG,15278.21578166,1340.16221136678,HA,PPLG_HA,-,-
56,Bergen op Zoom,PPLG,62986.57507511,5348.16572864614,BGN,PPLG_BGN,-,-
57,Reuver,PPLG,33801.79401924,3242.97091413613,RV,PPLG_RV,-,-
58,Maarheeze - Weert,Vrije baan,176253.44717915,15590.1825735686,MZ-WT,Vrije baan_MZ-WT,MZ,WT
59,Maarheeze,PPLG,11937.4417064,1044.52542076206,MZ,PPLG_MZ,-,-
60,Venlo - Tegelen,Vrije baan,56628.478017375,5816.85292540042,VL-TG,Vrije baan_VL-TG,VL,TG
61,Venlo,NCBG,6619.490494415,713.530390092954,VL_38,NCBG_VL_38,-,-
62,Venlo,NCBG,53299.173744855,2990.35438268715,VL,NCBG_VL,-,-
63,Venlo,PPLG,114860.641494645,4777.75362847379,VL,PPLG_VL,-,-
64,Venlo - Blerick,Vrije baan,5234.23691817,565.846050070945,VL-BR,Vrije baan_VL-BR,VL,BR
65,Rilland = Bath,PPLG,35575.165933345,3002.31870111534,RB,PPLG_RB,-,-
66,Acht,NCBG,7393.663316275,817.435042326342,AT_413,NCBG_AT_413,-,-
67,Helmond,PPLG,57142.659695065,4220.08925772751,HM,PPLG_HM,-,-
68,Best,PPLG,32105.376621685,1666.8101311007,BET,PPLG_BET,-,-
69,Gilze = Rijen - Tilburg Universiteit,Vrije baan,180627.30181236,15523.7364286122,GZ-TBU,Vrije baan_GZ-TBU,GZ,TBU
70,Venlo Tradeport,NCBG,43953.700753355,4585.73097906177,VLTP,NCBG_VLTP,-,-
71,Lottum - Blerick,Vrije baan,114069.96269714,13309.2754626195,LTM-BR,Vrije baan_LTM-BR,LTM,BR
72,Oud Heeze,PPLG,56078.947041235,3750.02259867351,OHZE,PPLG_OHZE,-,-
73,Oud Heeze - Eindhoven,Vrije baan,229173.09552067,17993.3000127124,OHZE-EHV,Vrije baan_OHZE-EHV,OHZE,EHV
74,Goes,PPLG,41564.825221625,2745.09044721767,GS,PPLG_GS,-,-
75,Venray - Meerlo = Tienraij,Vrije baan,107873.6829095,10827.366885664,VRY-MLO,Vrije baan_VRY-MLO,VRY,MLO
76,Goes,NCBG,27165.714390335,2154.79758683096,GS,NCBG_GS,-,-
77,Kruiningen = Yerseke - Goes,Vrije baan,220938.527685115,18533.7054913268,KRG-GS,Vrije baan_KRG-GS,KRG,GS
78,Tilburg De Loven,NCBG,12510.23222841,830.594954994378,TBI_204-205,NCBG_TBI_204-205,-,-
79,Tilburg Universiteit - Tilburg,Vrije baan,32549.611606285,3432.76669766188,TBU-TB,Vrije baan_TBU-TB,TBU,TB
