OBJECTID,NAAM,SOORT,Shape__Area,Shape__Length,NAAM_AFKORTING,SOORT_NAAM_AFKORTING,PPLG_1,PPLG_2
80,Tilburg Universiteit,PPLG,35444.117018075,2889.08469243386,TBU,PPLG_TBU,-,-
81,Kragge - Bergen op Zoom,Vrije baan,67756.482067145,6746.16411843989,KRGE-BGN,Vrije baan_KRGE-BGN,KRGE,BGN
82,Middelburg,PPLG,41598.763845555,3497.09550807543,MDB,PPLG_MDB,-,-
83,Meerlo = Tienraij,PPLG,32852.684155095,2967.51968820936,MLO,PPLG_MLO,-,-
84,Middelburg - Vlissingen,Vrije baan,80529.590507515,6757.63971633884,MDB-VS,Vrije baan_MDB-VS,MDB,VS
85,Lewedorp - Sloehaven Emplacement,Vrije baan,72753.920551205,9818.56731112047,LWD-SLOE,Vrije baan_LWD-SLOE,LWD,SLOE
86,Griendtsveen Overloopw.,PPLG,19616.643780095,1685.02591018246,GRVN,PPLG_GRVN,-,-
87,Eindhoven,NCBG,10889.89138103,1072.72638254066,EHV_TUIN,NCBG_EHV_TUIN,-,-
88,Lottum,PPLG,33357.633947315,3041.31767231417,LTM,PPLG_LTM,-,-
89,Eindhoven,PPLG,229756.632292305,11207.6094939717,EHV,PPLG_EHV,-,-
90,Griendtsveen Overloopw. - Deurne,Vrije baan,211912.35369495,18026.3927113437,GRVN-DN,Vrije baan_GRVN-DN,GRVN,DN
91,Deurne,PPLG,21953.04755161,1970.19309348138,DN,PPLG_DN,-,-
92,Sloehaven Emplacement,NCBG,220065.776152765,19246.2990998994,SLOE_523-524,NCBG_SLOE_523-524,-,-
93,Sloehaven Emplacement,NCBG,29582.393398075,1841.37224904326,SLOE_532-539,NCBG_SLOE_532-539,-,-
94,Sloehaven Emplacement,NCBG,60850.6259931,4056.15119297035,SLOE_525-571,NCBG_SLOE_525-571,-,-
95,Gilze = Rijen,PPLG,41949.82094178,3466.61566249195,GZ,PPLG_GZ,-,-
96,Tilburg Industrieterrein,PPLG,56817.215900455,4006.34379601612,TBI,PPLG_TBI,-,-
97,Boxtel,PPLG,100563.913176125,5260.1443666376,BTL,PPLG_BTL,-,-
98,Roosendaal - Breda,Vrije baan,441637.73619285,39022.4470567486,RSD-BD,Vrije baan_RSD-BD,RSD,BD
99,Oudenbosch,PPLG,47822.780337135,3662.34472447399,ODB,PPLG_ODB,-,-
100,Horst = Sevenum,PPLG,59979.128841845,4655.27176918648,HRT,PPLG_HRT,-,-
101,Reuver - Tegelen,Vrije baan,125105.05339883,12550.5149132385,RV-TG,Vrije baan_RV-TG,RV,TG
102,Tegelen,PPLG,24589.71959619,2120.23383852899,TG,PPLG_TG,-,-
103,Terneuzen Aansl.,NCBG,280081.264140375,23590.7459375616,TNZA,NCBG_TNZA,-,-
104,Blerick,NCBG,28408.685032725,1393.9020688152,BR_107,NCBG_BR_107,-,-
105,'s Heer Arendskerke - Lewedorp,Vrije baan,166083.68342206,14098.8590524467,HA-LWD,Vrije baan_HA-LWD,HA,LWD
106,Lewedorp,PPLG,51500.748806715,4461.72235363404,LWD,PPLG_LWD,-,-
107,Kragge,NCBG,9918.4488595,1272.04658880289,KRGE,NCBG_KRGE,-,-
108,Kragge,PPLG,14201.289217255,1313.34573658617,KRGE,PPLG_KRGE,-,-
109,Vierlingsbeek - Boxmeer,Vrije baan,112856.78302797,11325.6882953742,VLB-BMR,Vrije baan_VLB-BMR,VLB,BMR
110,Kruiningen = Yerseke,PPLG,57857.089158515,4218.79375620705,KRG,PPLG_KRG,-,-
111,Best - Acht,Vrije baan,185649.110509395,10184.898312054,BET-AT,Vrije baan_BET-AT,BET,AT
112,Vierlingsbeek - Venray,Vrije baan,120871.63672066,12127.1629640144,VLB-VRY,Vrije baan_VLB-VRY,VLB,VRY
113,Sloehaven Emplacement,NCBG,944.6838118,211.074057308593,SLOE_584-585,NCBG_SLOE_584-585,-,-
114,Rilland = Bath - Kruiningen = Yerseke,Vrije baan,194034.339635625,16329.9705029716,RB-KRG,Vrije baan_RB-KRG,RB,KRG
115,Sloehaven Emplacement,PPLG,65399.94722078,6875.37711800819,SLOE,PPLG_SLOE,-,-
116,Acht,NCBG,13134.32775731,1602.30673909982,AT_411,NCBG_AT_411,-,-
117,Acht,PPLG,91052.368794735,4567.75771421782,AT,PPLG_AT,-,-
118,Oudenbosch - Roosendaal,Vrije baan,111772.04886641,10157.5463078452,ODB-RSD,Vrije baan_ODB-RSD,ODB,RSD
119,Roosendaal Industrieterrein,NCBG,18237.59380125,1585.84525028216,RSDI,NCBG_RSDI,-,-
120,Liempde - Best,Vrije baan,124916.115159385,8569.38421266864,LPE-BET,Vrije baan_LPE-BET,LPE,BET
121,Tilburg,PPLG,77746.16550574,6247.13625855469,TB,PPLG_TB,-,-
122,Meerlo = Tienraij - Lottum,Vrije baan,92309.398988705,9270.97173018322,MLO-LTM,Vrije baan_MLO-LTM,MLO,LTM
123,Bergen op Zoom - Rilland = Bath,Vrije baan,336556.791584115,28064.0906071154,BGN-RB,Vrije baan_BGN-RB,BGN,RB
124,Sloehaven Emplacement,NCBG,371935.67815431,32005.0569988123,SLOE_VP,NCBG_SLOE_VP,-,-
125,Vlissingen,PPLG,35797.036167335,3458.56962453858,VS,PPLG_VS,-,-
126,Oud Zaltbommel - Meteren Aansl.,Vrije baan,94032.201651935,7529.16129852512,OZBM-MTNA,Vrije baan_OZBM-MTNA,OZBM,MTNA
127,Nijmegen - Wijchen,Vrije baan,175410.782583275,14501.1113272334,NM-WC,Vrije baan_NM-WC,NM,WC
128,Wadenoijen,PPLG,8802.476923735,791.384427314636,WNN,PPLG_WNN,-,-
129,"Rotterdam, Waalhaven Zuid Aansl. Noord",PPLG,18630.682894775,1975.11439660633,WHZAN,PPLG_WHZAN,-,-
130,Meteren Aansl.,PPLG,101548.05667311,7900.78831947116,MTNA,PPLG_MTNA,-,-
131,Meteren Aansl. - Betuweroute Meteren,Vrije baan,65013.05795955,6715.71067257947,MTNA-BRMET,Vrije baan_MTNA-BRMET,MTNA,BRMET
132,Dordrecht Stadspolders - Sliedrecht,Vrije baan,89099.01563375,8957.57658927136,DDRS-SDT,Vrije baan_DDRS-SDT,DDRS,SDT
133,Cuijk,PPLG,37142.635068845,2851.44506829451,CK,PPLG_CK,-,-
134,'s Hertogenbosch,PPLG,142082.203536745,7027.04150506428,HT,PPLG_HT,-,-
135,Kijfhoek Heuvelsporen,NCBG,200799.4071615,4173.81740551877,KFH_Heuvel,NCBG_KFH_Heuvel,-,-
136,Beugen Kruispunt,PPLG,25631.073964685,2303.02530340688,BGK,PPLG_BGK,-,-
137,'s Hertogenbosch,NCBG,9033.55480921,525.839276273483,HT,NCBG_HT,-,-
138,Moerdijk Industrieterrein,NCBG,729980.65601223,64846.9810709901,MDKI,NCBG_MDKI,-,-
139,Oosterhout Weststad,NCBG,442113.307631365,41943.7915168283,OTW,NCBG_OTW,-,-
140,Willemsdorp - Lage Zwaluwe,Vrije baan,71279.64614962,5969.95591389919,WLD-ZLW,Vrije baan_WLD-ZLW,WLD,ZLW
141,Hedel,PPLG,12736.89822405,1054.22062280826,HDL,PPLG_HDL,-,-
142,Willemsdorp,PPLG,18873.418043035,1617.13511415813,WLD,PPLG_WLD,-,-
143,Mook-Molenhoek - Cuijk,Vrije baan,75205.07530214,7560.61186936501,MMLH-CK,Vrije baan_MMLH-CK,MMLH,CK
144,Oss - 's Hertogenbosch,Vrije baan,393255.899164185,33101.5931144787,OSS-HT,Vrije baan_OSS-HT,OSS,HT
145,Mook-Molenhoek,PPLG,32635.812429625,2843.67610787335,MMLH,PPLG_MMLH,-,-
146,Middelburg - Lewedorp,Vrije baan,120983.28708498,10256.2981573907,MDB-LWD,Vrije baan_MDB-LWD,MDB,LWD
147,Tilburg - Boxel,Vrije baan,334760.74939854,27784.1018457395,TB-BTL,Vrije baan_TB-BTL,TB,BTL
148,Zevenbergschen Hoek Aansl. - Breda,Vrije baan,112326.18510766,10485.109317324,ZHA-BD,Vrije baan_ZHA-BD,ZHA,BD
149,Vught Aansl. - Boxtel,Vrije baan,178693.391278255,15145.2116744333,VGA-BTL,Vrije baan_VGA-BTL,VGA,BTL
150,Vught Aansl.,PPLG,69671.98565951,5393.92373733058,VGA,PPLG_VGA,-,-
151,Zevenbergen - Lage Zwaluwe,Vrije baan,161324.942146395,13690.1138420182,ZVB-ZLW,Vrije baan_ZVB-ZLW,ZVB,ZLW
152,'s Hertogenbosch - Vught Aansl.,Vrije baan,47925.623267145,3153.3140795845,HT-VGA,Vrije baan_HT-VGA,HT,VGA
153,Tilburg - Tilburg Industrieterrein,Vrije baan,36058.25420624,4112.92059646115,TB-TBI,Vrije baan_TB-TBI,TB,TBI
154,Tilburg De Loven,NCBG,39744.190141585,3412.69049209324,TBI,NCBG_TBI,-,-
155,Eindhoven - Helmond,Vrije baan,242447.802970475,20492.0821289512,EHV-HM,Vrije baan_EHV-HM,EHV,HM
156,Acht,NCBG,25517.881697475,2741.92119180193,AT_416,NCBG_AT_416,-,-
157,Deurne - Helmond,Vrije baan,168075.24194683,14227.9133620816,DN-HM,Vrije baan_DN-HM,DN,HM
158,Venray,PPLG,34915.01645593,2499.58901988045,VRY,PPLG_VRY,-,-
159,Roosendaal - Kragge,Vrije baan,183650.016145415,15855.4355548689,RSD-KRGE,Vrije baan_RSD-KRGE,RSD,KRGE
160,Roosendaal,NCBG,275124.992704515,19771.4612599053,RSD,NCBG_RSD,-,-
161,Boxmeer,PPLG,37747.566884025,2831.14760997415,BMR,PPLG_BMR,-,-
162,Tilburg Industrieterrein - Vught Aansl.,Vrije baan,302956.72769256,25519.0074964896,TBI-VGA,Vrije baan_TBI-VGA,TBI,VGA
163,Ravenstein,PPLG,57955.030447615,5479.33810449096,RVS,PPLG_RVS,-,-
164,Dordrecht Stadspolders - Dordrecht,Vrije baan,19232.321509995,1648.98292998149,DDRS-DDR,Vrije baan_DDRS-DDR,DDRS,DDR
165,Tiel - Wadenoijen,Vrije baan,71278.97326263,7167.95406899517,TL-WNN,Vrije baan_TL-WNN,TL,WNN
166,Lage Zwaluwe - Zevenbergschen Hoek Aansl.,Vrije baan,85674.680368135,8096.59543528618,ZLW-ZHA,Vrije baan_ZLW-ZHA,ZLW,ZHA
167,Zevenbergen - Oudenbosch,Vrije baan,144707.21079119,12186.496124614,ZVB-ODB,Vrije baan_ZVB-ODB,ZVB,ODB
168,Delfshavense Schie Aansl.,PPLG,38113.806164875,3699.6973368213,DHSA,PPLG_DHSA,-,-
169,Tiel,PPLG,25004.96866556,2020.38519330707,TL,PPLG_TL,-,-
170,Nijmegen - Elst Aansl.,Vrije baan,87303.788648945,9379.03434125089,NM-ESTA,Vrije baan_NM-ESTA,NM,ESTA
171,Gorinchem - Leerdam,Vrije baan,224519.87590409,22492.1391009472,GR-LDM,Vrije baan_GR-LDM,GR,LDM
172,Leerdam,PPLG,19968.982549905,1714.33992069351,LDM,PPLG_LDM,-,-
173,Geldermalsen,PPLG,112959.065236505,6221.88411900688,GDM,PPLG_GDM,-,-
174,Elst Aansl.,PPLG,124115.18250742,11247.1771331606,ESTA,PPLG_ESTA,-,-
175,Beugen Kruispunt - Boxmeer,Vrije baan,88213.707201025,8861.38107406457,BGK-BMR,Vrije baan_BGK-BMR,BGK,BMR
176,Cuijk - Beugen Kruispunt,Vrije baan,64729.060613045,6512.92537479944,CK-BGK,Vrije baan_CK-BGK,CK,BGK
177,Zevenbergen,PPLG,32449.36228319,2486.18546193397,ZVB,PPLG_ZVB,-,-
178,Kijfhoek,NCBG,28809.17414281,2764.25984238786,KFH_270-289,NCBG_KFH_270-289,-,-
179,Sliedrecht - Hardinxveld = Giessendam,Vrije baan,51464.28752959,5691.58482499421,SDT-GND,Vrije baan_SDT-GND,SDT,GND
180,Oud Zaltbommel,PPLG,48937.91685566,3442.53380657427,OZBM,PPLG_OZBM,-,-
181,Dordrecht Zeehaventerrein,NCBG,191130.49917209,16766.3721543314,DDRZ,NCBG_DDRZ,-,-
182,Wijchen - Ravenstein,Vrije baan,91763.160540315,7935.90681349855,WC-RVS,Vrije baan_WC-RVS,WC,RVS
183,Wijchen,PPLG,26423.823033995,2531.12734179035,WC,PPLG_WC,-,-
184,Dordrecht Stadspolders,PPLG,62833.090952375,5785.63214850729,DDRS,PPLG_DDRS,-,-
185,Leerdam - Beesd,Vrije baan,123132.11144906,12353.2267841687,LDM-BSD,Vrije baan_LDM-BSD,LDM,BSD
186,Oss Racc. Elzenburg,NCBG,81903.88620524,7702.29422638768,OELZ,NCBG_OELZ,-,-
187,Oud Zaltbommel - Hedel,Vrije baan,119218.26972018,10025.7983298207,OZBM-HDL,Vrije baan_OZBM-HDL,OZBM,HDL
188,Oss - Ravenstein,Vrije baan,173581.410318935,14493.455455639,OSS-RVS,Vrije baan_OSS-RVS,OSS,RVS
189,Beesd,PPLG,27930.564203785,2471.51131074444,BSD,PPLG_BSD,-,-
190,Rail Service Center,NCBG,29995.06914825,2072.2307250803,RSC,NCBG_RSC,-,-
191,"Rotterdam, Emplacement Waalhaven Zuid",NCBG,381536.53812065,27158.9292115515,WHZ,NCBG_WHZ,-,-
192,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Pernis",Vrije baan,38628.275892685,4414.99363158437,WHZ-PS,Vrije baan_WHZ-PS,WHZ,PS
193,Kijfhoek Aansl. Zuid,PPLG,119391.16029403,5899.65386533088,KFHAZ,PPLG_KFHAZ,-,-
194,Kijfhoek,NCBG,16062.234741215,1440.01174677974,KFH_53-16D,NCBG_KFH_53-16D,-,-
195,Wolfheze,PPLG,40423.17928791,2714.609859541,WF,PPLG_WF,-,-
196,Oudewater Wachtspoor - Gouda Goverwelle,Vrije baan,100262.324517135,8787.9732937349,ODW-GDG,Vrije baan_ODW-GDG,ODW,GDG
197,Ede = Wageningen,PPLG,57555.85066369,4067.45600552592,ED,PPLG_ED,-,-
198,Delft Aansl.,PPLG,20989.54290454,1580.80189403026,DTA,PPLG_DTA,-,-
199,Lekbrug Aansl. - Geldermalsen,Vrije baan,147421.211805245,12473.9470159076,LEK-GDM,Vrije baan_LEK-GDM,LEK,GDM
200,Hillegersberg Aansl. - Rotterdam Noord Goederenstation,Vrije baan,16294.32068668,1653.21905080001,HLBA-RTNG,Vrije baan_HLBA-RTNG,HLBA,RTNG
201,Willemsdorp - Dordrecht,Vrije baan,152640.576525645,12698.2164969853,WLD-DDR,Vrije baan_WLD-DDR,WLD,DDR
202,Schiedam Centrum - Delfshavense Schie Aansl.,Vrije baan,14231.782314255,890.132324395856,SDM-DHSA,Vrije baan_SDM-DHSA,SDM,DHSA
203,Oudewater Wachtspoor,PPLG,54070.179460495,3536.64432653003,ODW,PPLG_ODW,-,-
204,Rotterdam Willemsspoortunnel,PPLG,122943.744769335,6142.287515022,WSPT,PPLG_WSPT,-,-
205,Geldermalsen - Beesd,Vrije baan,85702.905936175,8610.67521817344,GDM-BSD,Vrije baan_GDM-BSD,GDM,BSD
206,Tiel - Kesteren,Vrije baan,217645.716133,21706.5541477034,TL-KTR,Vrije baan_TL-KTR,TL,KTR
207,Betuweroute Valburg,PPLG,418896.47997311,28873.8532602446,BRVAL,PPLG_BRVAL,*,-
208,Betuweroute Giessendam,PPLG,739251.39747798,62230.2734208857,BRGND,PPLG_BRGND,*,-
209,Den Haag Mariahoeve - Leiden Centraal,Vrije baan,336108.439022825,19323.9137039554,GVM-LEDN,Vrije baan_GVM-LEDN,GVM,LEDN
210,Gekkengraaf,PPLG,70150.994857835,6007.6619309428,GKGF,PPLG_GKGF,-,-
211,Rotterdam Centraal,PPLG,214447.508353615,11426.5605411417,RTD,PPLG_RTD,-,-
212,"Rotterdam, Emplacement Europoort - Europoort West",Vrije baan,84508.213503575,9006.05094410236,ERP-ERPW,Vrije baan_ERP-ERPW,ERP,ERPW
213,Rotterdam Westelijke Splitsing - Hillegersberg Aansl.,Vrije baan,7797.58137108,810.384622218806,WSPL-HLBA,Vrije baan_WSPL-HLBA,WSPL,HLBA
214,Hillegersberg Aansl.,NCBG,5040.64515432,713.343827446236,HLBA,NCBG_HLBA,-,-
215,Hillegersberg Aansl.,PPLG,42780.953524255,3833.57133601992,HLBA,PPLG_HLBA,-,-
216,"Rotterdam, Emplacement Maasvlakte - Europoort West",Vrije baan,136935.416028715,11198.7907673953,MVT-ERPW,Vrije baan_MVT-ERPW,MVT,ERPW
217,Rotterdam Centraal,NCBG,8236.205303025,1148.62530200487,RTD_24m,NCBG_RTD_24m,-,-
218,Rotterdam Centraal,NCBG,2473.992156345,600.38566731426,RTD_15m-19m,NCBG_RTD_15m-19m,-,-
219,Arnhem Gem. Stamlijn,NCBG,11914.429290215,1306.79832839736,GSAH,NCBG_GSAH,-,-
220,Winterswijk,NCBG,18095.56348245,1961.60314707208,WW,NCBG_WW,-,-
221,Nieuwerkerk IVO,PPLG,16941.058433765,1459.52450714982,NWKI,PPLG_NWKI,-,-
222,Amsterdam Zuid Overloopwissels,PPLG,11766.52416638,1838.2718810068,ASDZO,PPLG_ASDZO,-,-
223,Hardinxveld = Giessendam,PPLG,26841.997051205,2382.60911056954,GND,PPLG_GND,-,-
224,Sliedrecht,PPLG,23890.357324765,2278.56269664101,SDT,PPLG_SDT,-,-
225,Hardinxveld = Giessendam - Boven - Hardinxveld,Vrije baan,43542.79094015,4394.29065812226,GND-BHDV,Vrije baan_GND-BHDV,GND,BHDV
226,Boven Hardinxveld,PPLG,20955.59145311,1924.07071176837,BHDV,PPLG_BHDV,-,-
227,Mook-Molenhoek - Nijmegen,Vrije baan,177909.01942607,14870.3161088416,MMLH-NM,Vrije baan_MMLH-NM,MMLH,NM
228,Vierlingsbeek,PPLG,33262.237746945,2893.50937857171,VLB,PPLG_VLB,-,-
229,Breda,PPLG,190650.8138649,10131.9296255504,BD,PPLG_BD,-,-
230,Gilze = Rijen - Breda,Vrije baan,204552.80483904,18305.8883289703,GZ-BD,Vrije baan_GZ-BD,GZ,BD
231,Gorinchem,PPLG,25057.049166725,2004.28077188178,GR,PPLG_GR,-,-
232,Gorinchem - Boven - Hardinxveld,Vrije baan,95657.948716685,10776.812874986,GR-BHDV,Vrije baan_GR-BHDV,GR,BHDV
233,"Rotterdam, Emplacement Waalhaven Zuid",PPLG,142259.265426125,7490.64000384968,WHZ,PPLG_WHZ,-,-
234,Geldermalsen - Meteren Aansl.,Vrije baan,9363.94061964,802.412350248652,GDM-MTNA,Vrije baan_GDM-MTNA,GDM,MTNA
235,Gouda Goverwelle,PPLG,70085.96877042,3486.12146491321,GDG,PPLG_GDG,-,-
236,Moordrecht Aansl. Zuid - Gouda,Vrije baan,27021.58040142,4561.0251636601,MDAZ-GD,Vrije baan_MDAZ-GD,MDAZ,GD
237,Gouda,PPLG,147840.71038457,8125.26859958318,GD,PPLG_GD,-,-
238,Ede = Wageningen - Wolfheze,Vrije baan,173941.646137665,14629.205552864,ED-WF,Vrije baan_ED-WF,ED,WF
239,Delft,PPLG,157836.457002555,11787.6323771938,DT,PPLG_DT,-,-
