ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"01-03-056-0530","Populus nigra 'Italica'","Italiaanse populier","6","14","1985","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105129.518","424874.912","4.66437083920312","51.811216603111"
"01-03-241-0910","Acer platanoides 'Globosum'","Bolesdoorn","4","15","1990","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","104696.433","424807.181","4.65810018225729","51.8105688948085"
"00-01-336-0230","Tilia x europaea 'Euchlora'","Krimlinde","16","50","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","104860.813","425343.714","4.66040614860257","51.8154065020555"
"01-05-426-0080","Ulmus minor","Gladde iep","13","30","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105745.515","425622.108","4.6731974846323","51.8179877714967"
"01-05-426-0030","Crataegus monogyna","Eenstijlige meidoorn","6","20","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105765.725","425674.457","4.67348315442418","51.818460113447"
"01-05-601-0060","Acer saccharinum","zilveresdoorn","13","40","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106148.686","424801.432","4.6791610582473","51.8106462833118"
"01-03-056-0560","Populus nigra 'Italica'","Italiaanse populier","11","13","1985","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105128.353","424871.268","4.66435446999887","51.8111837471436"
"01-03-396-0400","Robinia pseudoacacia 'Bessoniana'","Witte acacia","15","40","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105625.259","425038.394","4.67153665822107","51.8127302185166"
"00-01-336-0260","Tilia x europaea 'Euchlora'","Krimlinde","15","40","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104946.43","425338.921","4.66164856018642","51.8153711082637"
"00-01-336-0270","Tilia x europaea 'Euchlora'","Krimlinde","15","40","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104940.409","425341.187","4.66156090855569","51.8153909366235"
"00-01-336-0040","Tilia x europaea 'Euchlora'","Krimlinde","15","45","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104927.19","425347.071","4.66136833899669","51.8154426403931"
"00-01-336-0250","Tilia x europaea 'Euchlora'","Krimlinde","15","45","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104920.877","425349.906","4.66127636974705","51.8154675569745"
"00-01-336-0090","Tilia x europaea","Hollandse linde","6","25","1970","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","104902.821","425337.38","4.66101631545649","51.8153533413605"
"00-01-336-0240","Tilia x europaea","Hollandse linde","6","30","1970","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","104904.262","425344.154","4.66103623286193","51.8154143611675"
"00-01-336-0180","Tilia","linde","17","50","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104884.031","425340.107","4.66074340598167","51.8153761659497"
"00-01-336-0220","Tilia x europaea 'Euchlora'","Krimlinde","15","45","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104872.248","425340.974","4.66057238959503","51.815382900441"
"01-05-006-0140","Betula pendula","Ruwe berk","12","20","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106160.496","425259.655","4.67926759522872","51.8147662239928"
"01-05-336-0130","Gleditsia triacanthos 'Inermis'","","11","30","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106138.545","425321.174","4.67894054473445","51.8153172875795"
"01-05-336-0140","Sorbus intermedia","Zweedse meelbes","4","15","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106152.605","425314.702","4.67914537398169","51.8152603431309"
"01-05-326-0010","Tilia cordata 'Rancho'","Kleinbladige linde","8","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106139.357","425361.813","4.67894657741137","51.815682657221"
"01-05-326-0030","Tilia cordata 'Rancho'","Kleinbladige linde","9","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106149.697","425356.113","4.67909734701168","51.8156323263798"
"01-05-326-0050","Tilia cordata 'Rancho'","Kleinbladige linde","8","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106165.985","425347.312","4.6793348197759","51.8155546416639"
"01-05-461-0010","Tilia cordata 'Rancho'","Kleinbladige linde","7","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106186.454","425398.363","4.67962447833055","51.8160153240167"
"01-05-461-0030","Tilia cordata 'Rancho'","Kleinbladige linde","7","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106195.984","425393.24","4.67976341908371","51.8159701080088"
"01-05-461-0050","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106242.191","425291.265","4.68044796031733","51.8150575093842"
"01-05-461-0060","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106239.338","425286.068","4.6804073159875","51.815010544834"
"01-05-461-0080","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106236.308","425280.557","4.6803641489898","51.8149607422909"
"01-05-076-0310","Tilia x europaea 'Pallida'","Hollandse linde","4","10","2007","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105930.813","425571.133","4.67589228939684","51.817545897785"
"01-05-461-0100","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106233.545","425275.58","4.6803247790754","51.8149157631312"
"01-05-461-0120","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106230.862","425270.659","4.68028656158286","51.8148712943296"
"01-05-461-0140","Tilia x europaea","Hollandse linde","5","15","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106228.119","425265.687","4.68024748117888","51.8148263618369"
"01-05-461-0160","Tilia x europaea","Hollandse linde","5","20","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106225.632","425260.883","4.68021208992182","51.8147829618465"
"01-05-461-0180","Pyrus calleryana 'Chanticleer'","","5","15","2000","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106211.612","425243.855","4.68001116075018","51.8146286732652"
"01-05-461-0200","Tilia cordata 'Rancho'","Kleinbladige linde","8","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106191.537","425255.221","4.67971840908078","51.8147290844486"
"01-05-461-0220","Betula ermanii","Goudberk","10","15","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106170.4","425252.979","4.67941217595278","51.8147070814247"
"01-05-461-0230","Betula pendula","Ruwe berk","11","25","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106179.04","425247.832","4.67953820862169","51.8146615720232"
"01-05-461-0240","Betula pendula 'Tristis'","","10","20","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106186.808","425245.739","4.67965116324316","51.8146434381771"
"01-05-461-0250","Betula pendula","Ruwe berk","12","25","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106190.653","425239.135","4.67970785953982","51.8145844121678"
"01-05-461-0260","Betula pendula","Ruwe berk","12","25","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106199.084","425234.007","4.67983085777278","51.8145390549499"
"01-05-461-0270","Betula pendula","Ruwe berk","12","25","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106207.754","425228.745","4.67995734086857","51.8144925140005"
"01-05-276-0300","Crataegus x lavalleei","","5","20","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106263.244","425156.427","4.68077230279111","51.8138473081273"
"01-05-276-0310","Crataegus x lavalleei","","4","12","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106249.933","425153.244","4.68057970599507","51.8138175333634"
"01-05-251-0030","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","18","112","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106258.716","425204.305","4.68069988446246","51.8142772815945"
"01-05-251-0040","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","17","90","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106252.981","425185.986","4.6806192936147","51.8141121133208"
"01-05-251-0050","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","16","95","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106247.931","425170.018","4.6805483062105","51.8139681376929"
"01-05-251-0060","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","15","82","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106242.047","425151.114","4.68046563806661","51.8137976977979"
"01-05-251-0070","Aesculus x carnea","Rode paardenkastanje","13","65","1955","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106232.253","425118.241","4.68032823563997","51.8135013504867"
"01-05-251-0080","Sorbus intermedia","Zweedse meelbes","6","40","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106212.894","425130.83","4.68004570331086","51.8136128185009"
"01-05-251-0090","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","12","55","1955","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106221.544","425130.303","4.68017122547696","51.8136088378582"
"01-05-251-0100","Aesculus hippocastanum","witte paardenkastanje","8","35","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106229.145","425148.958","4.68027882841016","51.8137771898612"
"01-05-251-0110","Gleditsia triacanthos 'Elegantissima'","","9","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106221.584","425148.797","4.68016919628471","51.8137750815082"
"01-05-251-0120","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","16","90","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106235.595","425168.59","4.6803696016792","51.8139542232658"
"01-05-251-0130","Aesculus hippocastanum","witte paardenkastanje","12","46","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106238.649","425181.911","4.68041201425246","51.8140742309799"
"01-05-251-0140","Betula pendula","Ruwe berk","13","35","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/8 beide zijde verschil.","Bomenlijst","106240.627","425192.253","4.68043924216052","51.8141673667778"
"01-05-251-0880","Betula pendula","Ruwe berk","13","40","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","106243.822","425201.286","4.68048430475086","51.8142488425173"
"01-05-251-0160","Betula pendula","Ruwe berk","12","35","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","106244.255","425204.852","4.68049008157793","51.8142809346737"
"01-05-251-0220","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","17","95","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106223.07","425088.592","4.68019924119705","51.8132340365532"
"01-05-251-0230","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","17","80","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106218.651","425072.84","4.68013737708703","51.8130920574396"
"01-05-251-0420","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","11","50","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106162.075","424916.79","4.67933892777145","51.8116843938061"
"01-05-076-0360","Tilia x europaea 'Pallida'","Hollandse linde","4","10","2007","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105953.594","425625.747","4.67621495319076","51.8180388191094"
"01-05-251-0240","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","17","85","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106214.022","425056.315","4.68007257693018","51.8129431115287"
"01-05-106-0990","Fraxinus angustifolia 'Raywood'","smalbladige es","8","10","2008","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105923.227","425440.577","4.67580079863525","51.8163716808379"
"01-05-251-0260","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","17","80","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106204.224","425021.359","4.67993541563548","51.8126280395702"
"01-05-251-0270","Aesculus hippocastanum","witte paardenkastanje","9","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106194.845","424987.594","4.6798041645607","51.8123237098473"
"01-05-251-0280","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","17","75","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106190.816","424972.736","4.67974783257694","51.8121898006899"
"01-05-251-0290","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","18","80","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106186.388","424957.843","4.67968571951541","51.8120555419783"
"00-01-601-0010","Tilia tomentosa","Zilverlinde","5","15","2006","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105314.598","425481.039","4.6669677358946","51.8166815023937"
"01-05-251-0300","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","15","65","1955","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106182.341","424942.871","4.67962914327305","51.8119206064545"
"01-05-251-0310","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","16","80","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106178.188","424926.226","4.67957126637906","51.8117706232442"
"01-05-251-0320","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","16","85","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106168.508","424891.24","4.67943582758529","51.8114552913325"
"01-05-251-0340","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","16","60","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106159.732","424860.214","4.67931294099166","51.8111756343329"
"01-05-251-0350","Aesculus hippocastanum","witte paardenkastanje","10","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106161.049","424850.497","4.67933341241173","51.8110884047797"
"01-05-251-0360","Aesculus hippocastanum","witte paardenkastanje","8","25","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106173.974","424847.546","4.67952126518389","51.8110630100545"
"01-05-251-0380","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","11","30","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106149.721","424872.306","4.67916605461922","51.8112834511768"
"01-05-251-0890","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","12","60","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106154.711","424890.171","4.67923589532035","51.811444474304"
"01-05-251-0410","Acer platanoides","Noorse esdoorn","12","60","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106157.118","424899.819","4.67926943861298","51.8115314096829"
"01-05-251-0900","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","11","50","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106159.88","424908.393","4.67930828194691","51.8116087220863"
"01-03-286-0010","Populus x canescens","","20","80","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104996.811","424970.153","4.66243257923665","51.8120608301087"
"01-05-251-0170","Aesculus hippocastanum","witte paardenkastanje","8","35","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106255.559","425225.644","4.68065109025418","51.8144688192039"
"01-05-076-0340","Tilia x europaea 'Pallida'","Hollandse linde","4","10","2007","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105945.985","425607.695","4.67610715375044","51.817875883052"
"00-01-601-0050","Tilia tomentosa","Zilverlinde","7","15","2006","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105314.768","425491.252","4.66696873354935","51.8167733206146"
"00-01-601-0040","Tilia tomentosa","Zilverlinde","7","15","2006","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105310.999","425487.182","4.66691465444692","51.8167364002533"
"01-05-251-0430","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","13","60","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106164.481","424925.872","4.67937253687911","51.8117662413656"
"01-05-251-0460","Acer platanoides 'Schwedleri'","","11","30","1980","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106174.372","424961.781","4.67951090576541","51.8120898885354"
"01-03-096-0110","Platanus x hispanica","plataan","10","35","1980","BEPLANTING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105325.813","424796.955","4.66722868227932","51.8105333735732"
"00-01-371-0140","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105717.557","425430.754","4.6728192627366","51.8162652485554"
"00-01-341-0150","Tilia tomentosa","Zilverlinde","7","15","2006","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105313.875","425517.686","4.66695198225047","51.8170108521953"
"01-03-451-0060","Acer platanoides","Noorse esdoorn","7","16","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","105905.052","424628.48","4.67565251289607","51.8090702524098"
"00-01-601-0020","Tilia tomentosa","Zilverlinde","5","5","2006","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105320.943","425481.492","4.66705969607716","51.816686139528"
"01-05-251-0470","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","13","65","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106176.896","424970.416","4.67954628986027","51.8121677283458"
"01-05-251-0920","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","14","60","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106191.687","425024.399","4.67975317090616","51.8126542689013"
"01-05-251-0520","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","15","70","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106196.227","425041.103","4.67981665361773","51.8128048162121"
"01-05-251-0530","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","15","45","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106199.322","425051.703","4.67986004231281","51.8129003690097"
"01-05-251-0540","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","14","40","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106202.237","425061.886","4.67990087960738","51.8129921576853"
"01-05-251-0570","Ulmus x hollandica 'Vegeta'","Huntingdon iep","21","65","1965","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106201.478","425068.68","4.67988891333767","51.8130531616678"
"01-05-251-0580","Ulmus x hollandica 'Vegeta'","Huntingdon iep","18","30","1975","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106208.456","425082.817","4.67998811642943","51.8131808477293"
"01-05-251-0940","Ulmus x hollandica 'Vegeta'","Huntingdon iep","22","85","1965","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106206.321","425086.921","4.67995657440129","51.8132175512973"
"01-05-251-0590","Ulmus x hollandica 'Vegeta'","Huntingdon iep","24","95","1965","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106207.23","425088.58","4.67996952305282","51.8132325433454"
"01-05-251-0600","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","7","20","1985","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106210.707","425088.515","4.6800199574686","51.8132322632003"
"01-05-251-0610","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","11","35","1975","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106211.46","425092.881","4.68003026175403","51.8132715744672"
"01-05-251-0660","Platanus x hispanica","plataan","17","60","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106127.574","424797.167","4.67885550159477","51.8106060965793"
"01-05-251-0640","Acer pseudoplatanus 'Atropurpureum'","Gewone esdoorn","9","45","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106136.675","424825.26","4.67898351135781","51.810859418179"
"01-05-251-0650","Acer pseudoplatanus 'Atropurpureum'","Gewone esdoorn","10","55","1970","GRAS EXTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106134.149","424816.119","4.67894817175649","51.8107770296468"
"01-05-251-0860","Aesculus hippocastanum","witte paardenkastanje","16","80","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106173.409","424909.373","4.67950434099161","51.8116187155254"
"01-05-251-0790","Pyrus calleryana 'Chanticleer'","","5","10","2000","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106247.582","425241.233","4.6805332021542","51.8146082495251"
"01-05-591-0010","Tilia x europaea","Hollandse linde","14","30","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106216.329","425049.248","4.68010703115968","51.8128797889477"
"01-05-591-0140","Tilia x europaea 'Euchlora'","Krimlinde","14","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106221.366","425037.675","4.68018171251265","51.8127762012406"
"01-05-591-0020","Tilia x europaea 'Euchlora'","Krimlinde","13","30","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106232.092","425039.016","4.68033707576685","51.8127891931602"
"01-05-591-0130","Tilia x europaea 'Euchlora'","Krimlinde","15","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106236.865","425027.447","4.68040792725896","51.8126856181815"
"01-05-591-0030","Tilia x europaea 'Euchlora'","Krimlinde","14","50","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106248.367","425027.806","4.68057468255295","51.8126898505508"
"01-05-591-0120","Tilia x europaea","Hollandse linde","15","60","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106251.884","425016.118","4.68062733522161","51.8125850959887"
"01-05-591-0040","Tilia x europaea 'Euchlora'","Krimlinde","15","55","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106263.355","425016.239","4.68079367414277","51.8125871859857"
"01-05-591-0110","Tilia x europaea 'Euchlora'","Krimlinde","14","50","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106265.622","425004.97","4.68082813927855","51.8124860884541"
"01-05-591-0050","Tilia x europaea 'Euchlora'","Krimlinde","14","60","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106277.33","425004.316","4.68099802409702","51.8124812324907"
"01-05-591-0100","Tilia x europaea","Hollandse linde","15","55","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106279.417","424992.691","4.6810299284536","51.8123769191369"
"01-05-591-0060","Tilia x europaea 'Euchlora'","Krimlinde","11","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106291.035","424991.53","4.68119857906396","51.8123674976633"
"01-05-591-0090","Tilia x europaea","Hollandse linde","11","30","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106292.168","424979.937","4.68121664326265","51.8122633885961"
"01-05-591-0070","Tilia x europaea 'Euchlora'","Krimlinde","8","25","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106303.784","424978.18","4.68138534834705","51.8122486093103"
"01-05-591-0080","Tilia x europaea 'Euchlora'","Krimlinde","14","60","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106304.352","424966.737","4.68139519721487","51.812145799221"
"01-05-596-0020","Acer pseudoplatanus 'Negenia'","Gewone esdoorn","13","40","1975","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106200.389","424982.606","4.67988526888553","51.8122793583923"
"00-01-371-0390","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105673.28","425437.812","4.6721760854368","51.8163247778951"
"00-01-371-0160","Tilia x europaea","Hollandse linde","8","30","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105691.265","425440.288","4.67243657752521","51.8163486245611"
"01-05-016-0280","Alnus cordata","hartbladige els","8","15","2000","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106089.628","425516.976","4.67820338886817","51.8170730377514"
"01-05-596-0030","Betula pendula","Ruwe berk","7","25","1975","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","106209.011","424980.974","4.6800105372214","51.8122654427625"
"01-05-346-0030","Acer saccharinum","zilveresdoorn","17","55","1975","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105779.806","425629.493","4.67369379066053","51.8180571814561"
"01-05-601-0100","Platanus x hispanica","plataan","15","60","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106143.84","424819.804","4.67908818728253","51.8108110024583"
