ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"00-01-571-0120","Tilia x europaea 'Pallida'","Hollandse linde","10","30","1997","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105147.979","425491.429","4.66454966458597","51.8167600288705"
"00-01-571-0130","Tilia x europaea 'Pallida'","Hollandse linde","10","20","1997","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105138.293","425482.97","4.66441040278726","51.816683126438"
"00-01-571-0140","Tilia x europaea 'Pallida'","Hollandse linde","10","25","1997","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105128.908","425474.217","4.66427554945106","51.816603608035"
"00-01-571-0150","Tilia x europaea 'Pallida'","Hollandse linde","10","30","1997","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105118.634","425466.155","4.66412770323873","51.8165302212613"
"00-01-236-0010","Tilia x europaea","Hollandse linde","13","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105219.001","425631.026","4.66555963594037","51.818021187764"
"00-01-236-0020","Tilia x europaea","Hollandse linde","13","50","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105211.001","425624.11","4.66544460000015","51.8179583068265"
"00-01-236-0030","Tilia x europaea","Hollandse linde","10","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105202.182","425616.697","4.66531775722558","51.8178908851973"
"00-01-236-0360","Tilia x europaea","Hollandse linde","11","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105193.126","425608.967","4.66518752307144","51.8178205928038"
"00-01-236-0040","Tilia x europaea","Hollandse linde","11","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105183.777","425601.103","4.6650530589844","51.8177490695909"
"00-01-236-0370","Tilia x europaea","Hollandse linde","13","40","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105169.615","425589.161","4.66484937591249","51.8176404597381"
"00-01-236-0050","Tilia x europaea","Hollandse linde","11","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105176.707","425595.076","4.66495138494057","51.8176942623162"
"00-01-236-0060","Tilia x europaea","Hollandse linde","12","40","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105162.62","425583.227","4.66474877674352","51.817586494951"
"00-01-236-0380","Tilia x europaea","Hollandse linde","12","50","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105148.984","425571.65","4.66455267152064","51.817481212512"
"00-01-236-0070","Tilia x europaea","Hollandse linde","15","50","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105156.029","425577.494","4.6646540083905","51.8175343729397"
"00-01-236-0080","Tilia x europaea","Hollandse linde","10","30","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105142.048","425565.721","4.66445292806716","51.8174272976892"
"00-01-236-0100","Tilia x europaea","Hollandse linde","10","25","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105128.117","425553.98","4.66425256927227","51.8173205142084"
"00-01-236-0110","Tilia x europaea","Hollandse linde","10","30","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105121.195","425548.144","4.66415301616684","51.8172674363451"
"00-01-236-0120","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105114.459","425542.474","4.66405613703776","51.817215867181"
"00-01-236-0130","Tilia x europaea","Hollandse linde","12","50","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105106.654","425536.375","4.6639438155556","51.8171603460976"
"00-01-236-0390","Tilia x europaea","Hollandse linde","12","45","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105090.488","425525.243","4.66371095544972","51.8170588359587"
"00-01-236-0140","Tilia x europaea","Hollandse linde","12","45","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105098.669","425530.844","4.66382880168335","51.8171099144633"
"00-01-236-0150","Tilia x europaea","Hollandse linde","12","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105082.127","425519.769","4.66359048047985","51.8170088828088"
"00-01-236-0160","Tilia x europaea","Hollandse linde","9","25","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105069.486","425511.763","4.6634082958007","51.816935786657"
"00-01-236-0170","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105058.629","425504.654","4.66325185661139","51.8168709129556"
"00-01-236-0180","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105047.635","425497.637","4.66309341758224","51.8168068537495"
"00-01-236-0190","Tilia x europaea","Hollandse linde","10","35","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105036.724","425490.589","4.6629361872836","51.8167425231109"
"00-01-236-0200","Tilia x europaea","Hollandse linde","11","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105025.835","425483.603","4.66277926754981","51.8166787515412"
"00-01-236-0210","Tilia x europaea","Hollandse linde","11","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105014.899","425476.451","4.66262169059715","51.8166134834028"
"00-01-236-0220","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105003.681","425469.903","4.66245993674607","51.8165536190333"
"00-01-236-0230","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104992.424","425463.458","4.66229760278771","51.8164946767948"
"00-01-236-0240","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104981.228","425457.01","4.66213615440221","51.816435712836"
"00-01-236-0250","Tilia x europaea","Hollandse linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104968.389","425453.052","4.66195051683593","51.8163989834838"
"00-01-526-0130","Aesculus hippocastanum","witte paardenkastanje","12","50","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105221.38","425668.177","4.66558879070076","51.8183553445516"
"00-01-526-0020","Aesculus hippocastanum","witte paardenkastanje","12","50","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105212.404","425677.174","4.66545730571835","51.8184354159466"
"00-01-526-0050","Aesculus hippocastanum","witte paardenkastanje","15","85","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105202.739","425708.837","4.66531256135391","51.8187191667357"
"00-01-526-0040","Aesculus hippocastanum","witte paardenkastanje","15","45","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105201.768","425700.151","4.66529972917279","51.8186410029679"
"00-01-526-0030","Aesculus hippocastanum","witte paardenkastanje","16","100","1965","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105202.531","425691.192","4.6653120866363","51.8185605400717"
"00-01-001-0060","Tilia x europaea","Hollandse linde","12","50","1955","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105255.209","425609.232","4.66608793396939","51.8178285155539"
"00-01-001-0070","Tilia x europaea","Hollandse linde","12","50","1950","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105249.11","425617.336","4.66599830790443","51.8179008171237"
"00-01-001-0090","Tilia x europaea","Hollandse linde","10","30","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105259.272","425634.125","4.66614328136031","51.8180526371833"
"00-01-001-0100","Tilia x europaea","Hollandse linde","10","40","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","105250.673","425637.608","4.66601805990261","51.8180831783581"
"00-01-001-0110","Tilia x europaea","Hollandse linde","15","40","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105241.866","425635.272","4.66589065910738","51.8180613947698"
"00-01-001-0120","Tilia x europaea","Hollandse linde","12","35","2000","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105243.421","425625.209","4.66591466144561","51.8179710787787"
"00-01-241-0090","Morus nigra","Zwarte moerbezie","10","45","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105110.529","425585.754","4.66399289068158","51.817604552647"
"00-01-241-0100","Acer pseudoplatanus 'Leopoldii'","Gewone esdoorn","20","90","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Nationale Bomenlijst & Bomenlijst","105100.274","425584.853","4.66384428346206","51.8175955362994"
"00-01-241-0110","Platanus x hispanica","plataan","20","180","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Nationale Bomenlijst & Bomenlijst","105088.942","425575.532","4.66368127142318","51.8175107373598"
"00-01-076-0210","Fraxinus excelsior","gewone es","12","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","104924.113","425502.971","4.6613011290772","51.8168437238158"
"00-01-076-0190","Fraxinus excelsior","gewone es","12","35","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","104937.965","425483.847","4.6615048029646","51.8166730647979"
"00-01-076-0010","Fraxinus excelsior","gewone es","12","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","104945.134","425474.305","4.6616101607952","51.8165879367385"
"00-01-076-0020","Tilia cordata 'Rancho'","Kleinbladige linde","10","30","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104972.748","425463.476","4.66201222896117","51.8164930741199"
"00-01-076-0030","Tilia cordata 'Rancho'","Kleinbladige linde","9","20","1993","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104968.521","425462.274","4.66195109656356","51.8164818903843"
"00-01-076-0040","Tilia cordata 'Rancho'","Kleinbladige linde","8","25","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104963.797","425461.653","4.66188267185372","51.8164758845457"
"00-01-076-0220","Aesculus hippocastanum","witte paardenkastanje","10","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","104923.958","425470.463","4.66130359026515","51.8165515008116"
"00-01-076-0090","Aesculus hippocastanum","witte paardenkastanje","10","45","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","104919.621","425476.059","4.66123987771089","51.8166014129391"
"00-01-076-0100","Aesculus hippocastanum","witte paardenkastanje","8","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","104914.996","425481.406","4.66117202406593","51.8166490609495"
"00-01-076-0110","Aesculus hippocastanum","witte paardenkastanje","8","20","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104921.907","425486.818","4.66127147417149","51.8166983290825"
"00-01-076-0120","Aesculus hippocastanum","witte paardenkastanje","7","20","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104926.184","425481.02","4.66133434587567","51.8166465958069"
"00-01-076-0130","Aesculus hippocastanum","witte paardenkastanje","10","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104930.438","425475.249","4.66139687994295","51.816595103131"
"00-01-201-0030","Aesculus hippocastanum","witte paardenkastanje","12","45","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105086.502","425693.817","4.66362880119458","51.8185737637699"
"00-01-201-0040","Aesculus hippocastanum","witte paardenkastanje","14","70","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105081.079","425686.874","4.66355114769858","51.818510868908"
"00-01-201-0060","Aesculus hippocastanum","witte paardenkastanje","15","75","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105064.982","425673.683","4.66331957976513","51.8183908561557"
"00-01-201-0080","Aesculus hippocastanum","witte paardenkastanje","15","75","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105049.223","425661.119","4.66309282483881","51.81827650922"
"00-01-201-0100","Aesculus hippocastanum","witte paardenkastanje","15","90","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105033.76","425648.587","4.66287035963885","51.818162476008"
"00-01-201-0110","Aesculus hippocastanum","witte paardenkastanje","8","20","2006","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105024.307","425644.074","4.66273390530279","51.8181210624215"
"00-01-201-0120","Aesculus hippocastanum","witte paardenkastanje","15","90","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105017.988","425636.145","4.66264340080903","51.8180492236785"
"00-01-201-0140","Aesculus hippocastanum","witte paardenkastanje","13","60","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105003.038","425624.179","4.66242829654363","51.8179403232846"
"00-01-201-0160","Aesculus hippocastanum","witte paardenkastanje","15","55","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104980.603","425606.36","4.66210547824442","51.8177781396072"
"00-01-201-0250","Aesculus hippocastanum","witte paardenkastanje","11","60","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","104904.655","425543.155","4.66101309391755","51.8172031838568"
"00-01-201-0260","Aesculus hippocastanum","witte paardenkastanje","12","50","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","104902.613","425532.311","4.66098504888906","51.8171055255156"
"01-03-031-0720","Tilia x europaea","Hollandse linde","6","15","2010","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Geen status","105418.906","424934.966","4.66855889160709","51.8117822160477"
"00-01-201-0300","Aesculus hippocastanum","witte paardenkastanje","7","30","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","104917.679","425494.918","4.66120897947854","51.8167707590241"
"00-01-081-0020","Aesculus hippocastanum","witte paardenkastanje","13","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105402.4","425859.227","4.66818691321077","51.8200887905378"
"00-01-081-0030","Aesculus hippocastanum","witte paardenkastanje","15","65","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105385.539","425847.757","4.66794399619169","51.8199841887507"
"00-01-081-0040","Aesculus hippocastanum","witte paardenkastanje","15","80","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105376.96","425840.942","4.66782053923042","51.8199221665049"
"00-01-081-0050","Aesculus hippocastanum","witte paardenkastanje","15","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105368.684","425835.396","4.66770129527794","51.8198715779362"
"00-01-081-0060","Aesculus hippocastanum","witte paardenkastanje","15","80","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105359.174","425828.559","4.6675643383377","51.8198092748136"
"00-01-081-0070","Aesculus hippocastanum","witte paardenkastanje","15","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105349.658","425821.993","4.66742725581844","51.8197494069736"
"00-01-081-0080","Aesculus hippocastanum","witte paardenkastanje","15","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105340.903","425816.296","4.66730108677569","51.8196974180396"
"00-01-081-0090","Aesculus hippocastanum","witte paardenkastanje","15","80","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105332.889","425811.139","4.66718558829283","51.8196503489365"
"00-01-081-0100","Aesculus hippocastanum","witte paardenkastanje","15","65","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105324.883","425805.569","4.6670702654466","51.8195995680407"
"00-01-081-0110","Aesculus hippocastanum","witte paardenkastanje","12","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105316.659","425800.066","4.66695177124536","51.8195493698635"
"00-01-081-0120","Aesculus hippocastanum","witte paardenkastanje","12","55","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105309.058","425794.858","4.66684227119784","51.8195018787842"
"00-01-081-0130","Aesculus hippocastanum","witte paardenkastanje","12","50","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105300.777","425789.125","4.66672298382528","51.819449607864"
"00-01-081-0140","Aesculus hippocastanum","witte paardenkastanje","11","40","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105292.596","425783.206","4.66660517392626","51.819395673811"
"00-01-081-0150","Aesculus hippocastanum","witte paardenkastanje","12","55","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105284.564","425777.556","4.66648948677876","51.8193441709206"
"00-01-081-0160","Aesculus hippocastanum","witte paardenkastanje","12","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105276.649","425772.077","4.66637547231362","51.8192942154395"
"00-01-081-0170","Aesculus hippocastanum","witte paardenkastanje","10","50","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105268.971","425766.6","4.66626489535982","51.8192442989588"
"00-01-081-0180","Aesculus hippocastanum","witte paardenkastanje","12","45","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105260.852","425760.573","4.66614800136141","51.8191893991812"
"00-01-081-0190","Aesculus hippocastanum","witte paardenkastanje","15","60","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105244.872","425748.503","4.66591795864782","51.8190794784727"
"00-01-081-0200","Aesculus hippocastanum","witte paardenkastanje","15","70","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105237.529","425742.363","4.66581233713873","51.8190236318508"
"00-01-081-0240","Aesculus hippocastanum","witte paardenkastanje","13","75","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105230.216","425735.19","4.66570729976818","51.8189585023385"
"00-01-081-0210","Aesculus hippocastanum","witte paardenkastanje","15","75","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst en -structuur","105214.15","425723.317","4.66547598356505","51.8188503438918"
"00-01-221-0020","Ulmus x hollandica","","15","50","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105435.331","425643.554","4.66869549533463","51.8181530669521"
"00-01-221-0030","Ulmus x hollandica","","15","45","1961","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105427.662","425645.485","4.66858398669171","51.8181697428252"
"00-01-691-0050","Tilia x europaea","Hollandse linde","12","40","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105575.702","425856.769","4.67070095759631","51.8200820812983"
"00-01-691-0070","Tilia x europaea","Hollandse linde","8","30","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105559.901","425832.244","4.67047527718827","51.8198602292715"
"00-01-691-0080","Tilia x europaea","Hollandse linde","10","45","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105554.9","425824.548","4.67040384057537","51.8197906077402"
"00-01-691-0090","Tilia x europaea","Hollandse linde","12","45","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105549.134","425816.253","4.67032139388461","51.8197155340145"
"00-01-691-0100","Tilia x europaea","Hollandse linde","10","40","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105543.607","425808.413","4.67024234894855","51.8196445713505"
"00-01-691-0110","Tilia x europaea","Hollandse linde","12","40","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105538.094","425800.493","4.67016351877326","51.819572890767"
"00-01-691-0200","Tilia x europaea","Hollandse linde","13","45","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105532.42","425792.435","4.67008237337413","51.8194999553891"
"00-01-691-0120","Tilia x europaea","Hollandse linde","13","50","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105526.712","425784.03","4.67000078475476","51.8194238978088"
"01-05-041-0230","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","3","15","1996","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106107.474","425619.286","4.6784477513095","51.8179942529773"
"00-01-691-0060","Tilia x europaea","Hollandse linde","11","40","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105570.514","425848.768","4.67062685153093","51.8200097017325"
"00-01-056-0120","Crataegus monogyna","Eenstijlige meidoorn","4","20","1980","VERHARDING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105513.308","425880.755","4.66979251735361","51.8202921547734"
"00-01-056-0110","Crataegus monogyna","Eenstijlige meidoorn","4","25","1980","VERHARDING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105516.57","425882.266","4.66983961554213","51.8203060263627"
"00-01-056-0020","Carpinus betulus 'Fastigiata'","","13","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105524.923","425891.641","4.66995943178879","51.8203910378854"
"00-01-056-0030","Carpinus betulus 'Fastigiata'","","13","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105530.975","425894.185","4.67004685065717","51.8204144423752"
"00-01-056-0040","Fraxinus excelsior","gewone es","15","60","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105534.251","425885.669","4.67009558724264","51.820338183942"
"00-01-056-0150","Crataegus monogyna","Eenstijlige meidoorn","4","20","1980","VERHARDING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105543.527","425895.05","4.67022879113367","51.8204233309902"
"00-01-106-0080","Ulmus x hollandica 'Dampieri'","","8","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105581.241","425878.825","4.67077814534914","51.8202808301737"
"00-01-106-0010","Ulmus x hollandica 'Dampieri'","","10","35","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105585.966","425878.319","4.67084675268215","51.8202767004925"
"00-01-106-0020","Ulmus x hollandica 'Dampieri'","","11","50","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105625.449","425870.532","4.67142055654949","51.8202102012968"
"00-01-106-0030","Ulmus x hollandica 'Dampieri'","","10","45","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105634.275","425868.156","4.67154891474596","51.8201896251178"
"00-01-106-0040","Ulmus x hollandica 'Dampieri'","","10","45","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105642.451","425865.062","4.67166794729281","51.8201625372781"
"00-01-106-0050","Fagus sylvatica","Beuk","7","25","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","105668.557","425869.519","4.6720459714479","51.8202049104239"
"00-01-106-0110","Ulmus x hollandica 'Dampieri'","","15","55","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105647.977","425878.433","4.67174619107387","51.8202832162192"
"00-01-106-0060","Ulmus x hollandica 'Dampieri'","","15","55","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105633.638","425882.049","4.67153769079234","51.8203144508081"
"00-01-416-0010","Tilia x europaea","Hollandse linde","10","40","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105639.369","425852.506","4.67162503698029","51.8200494005147"
"00-01-416-0020","Tilia x europaea","Hollandse linde","11","50","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105631.23","425841.138","4.67150860717006","51.8199464948528"
"00-01-416-0030","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105621.995","425830.478","4.67137617967695","51.8198498561429"
"00-01-416-0040","Tilia x europaea","Hollandse linde","10","40","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105614.204","425821.189","4.67126450147804","51.8197656688669"
"00-01-416-0050","Tilia x europaea","Hollandse linde","8","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105606.676","425813.079","4.67115646990493","51.8196921026301"
"00-01-416-0060","Tilia x europaea","Hollandse linde","8","30","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105599.152","425803.968","4.67104863977802","51.8196095388106"
"00-01-416-0070","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105591.589","425795.464","4.67094015759687","51.8195324276679"
