ZK_VOLGNR;SUBSIDIEJAAR;SUBSIDIEREGELING;NAAM_ACTIVITEIT_OF_PROJECTNAAM;RESULTAAT;VOORLOPIG_BEDRAG;DEFINITIEF_BEDRAG;AANVRAGER;KVK
3747243;2019;Loonkostensubsidie;Assistent Welzijn;Verleend;10.210;;Stichting Dynamo Welzijn;
3438069;2019;Loonkostensubsidie;Baliemedewerkster;Verleend;5.456;;Vrije Universiteit Amsterdam;
3699576;2019;Loonkostensubsidie;Begeleider Mentortraject ;Verleend;7.974;;Opleidingscentrum Westpoort BV;
3701103;2019;Loonkostensubsidie;Groenvoorzieningmedewerker;Verleend;5.890;;Servorg Payroll BV;
3690993;2019;Loonkostensubsidie;Groenvoorzieningmedewerker;Verleend;4.379;;Servorg Payroll BV;
3840787;2019;Loonkostensubsidie;Keukenhulp;Verleend;4.308;;Groeneveld Eten;
3881918;2019;Loonkostensubsidie;Medewerker A;Verleend;2.618;;Gemeente Zaanstad;
4043808;2019;Loonkostensubsidie;Medewerker A;Verleend;11.763;;Gemeente Zaanstad;
3463782;2019;Loonkostensubsidie;Medewerker elektromontage;Verleend;7.330;;Servorg Projecten BV;
3689240;2019;Loonkostensubsidie;Medewerker Elektromontage ;Verleend;5.862;;Servorg Projecten B.V. ;
3497781;2019;Loonkostensubsidie;medewerker ODNZKG;Verleend;6.414;;Omgevingsdienst NZKG;
3800468;2019;Loonkostensubsidie;Medewerker Postbezorger;Verleend;12.931;;Servorg Payrol BV;
3978911;2019;Loonkostensubsidie;Medewerker postbezorger;Verleend;12.931;;Servorg Payroll;
3564305;2019;Loonkostensubsidie;Medewerker Technische Dienst;Verleend;5.517;;Servorg Payroll BV;
4050878;2019;Loonkostensubsidie;medewerker textieldrukkerij;Verleend;11.116;;Carebo B.V.;
3673497;2019;Loonkostensubsidie;Orderpicker;Verleend;10.138;;Zaan Logistics BV;
3560628;2019;Loonkostensubsidie;Participatie medewerker;Verleend;12.248;;Stichting Het Goed;
3560649;2019;Loonkostensubsidie;Participatie medewerker;Verleend;10.995;;Stichting Het Goed;
3557646;2019;Loonkostensubsidie;Participatie medewerker;Verleend;4.239;;Stichting Het Goed;
3560721;2019;Loonkostensubsidie;participatiemedewerker;Verleend;7.710;;Stichting Het Goed;
3560702;2019;Loonkostensubsidie;participatiemedewerker;Verleend;9.542;;Stichting Het Goed;
3648363;2019;Loonkostensubsidie;Productie Medewerker;Verleend;6.545;;IDorganics BV;
3605482;2019;Loonkostensubsidie;Productie Medewerker ;Verleend;4.632;;Servorg Projecten B.V. ;
3688893;2019;Loonkostensubsidie;Productie Medewerker ;Verleend;16.078;;Servorg Projecten B.V. ;
4100093;2019;Loonkostensubsidie;Receptionist;Verleend;3.529;;Servorg Payroll;
3946604;2019;Loonkostensubsidie;Rijwielspecialist;Verleend;6.127;;Gerard Metz Tweewielers;
3739167;2019;Loonkostensubsidie;Zorgassistent in opleiding;Verleend;2.298;;Stichting Agora;
3191279;2019;Loonkostensubsidie;cateringmedewerker A;Verleend en Hoger vastgesteld;;4.107;Albron Nederland B.V.;
3289724;2019;Loonkostensubsidie;Helpende;Verleend en Hoger vastgesteld;;4.081;Evean;
3288930;2019;Loonkostensubsidie;Helpende;Verleend en Hoger vastgesteld;;4.099;Evean;
3234563;2019;Loonkostensubsidie;Productiemedewerker II;Verleend en Hoger vastgesteld;;4.237;Detailresult Productie Personel B.V.;
3444390;2019;Loonkostensubsidie;receptionist;Verleend en Hoger vastgesteld;;2.184;Doopsgezind zorgcentrum het Mennistenerf;
3197964;2019;Loonkostensubsidie;Algemeen medewerker;Verleend en Lager vastgesteld;;1.009;De Van Dik Hout Groep V.O.F.;
3145232;2019;Loonkostensubsidie;bankwerker/lasser;Verleend en Lager vastgesteld;;1.814;Gouweleeuw Metaal B.V.;
3274879;2019;Loonkostensubsidie;junior medewerker groenploeg instroom;Verleend en Lager vastgesteld;;6.415;Landschap Noord-Holland;
3370882;2019;Loonkostensubsidie;leerling automonteur;Verleend en Lager vastgesteld;;955;Intercessie Heerhugowaard B.V.;
3566713;2019;Loonkostensubsidie;Medewerker A;Verleend en Lager vastgesteld;;3.813;Gemeente Zaanstad;
3282467;2019;Loonkostensubsidie;Medewerker A;Verleend en Lager vastgesteld;;5.360;Gemeente Zaanstad;
3341157;2019;Loonkostensubsidie;Medewerker A;Verleend en Lager vastgesteld;;3.907;gemeente Zaanstad;
3723998;2019;Loonkostensubsidie;Medewerker A;Verleend en Lager vastgesteld;;1.343;Gemeente Zaanstad;
3531854;2019;Loonkostensubsidie;Medewerker A / Arbeidsparticipant;Verleend en Lager vastgesteld;;3.860;Gemeente Zaanstad;
3457075;2019;Loonkostensubsidie;Medewerker Lunchroom;Verleend en Lager vastgesteld;;4.529;Delifrance;
3477258;2019;Loonkostensubsidie;Medewerker Postbezorger;Verleend en Lager vastgesteld;;6.788;Servorg Payroll BV;
3535866;2019;Loonkostensubsidie;Medewerker Postbezorger;Verleend en Lager vastgesteld;;9.607;Servorg Payroll BV;
3078847;2019;Loonkostensubsidie;Medewerker postbezorger;Verleend en Lager vastgesteld;;3.028;Servorg Payroll BV;
3231707;2019;Loonkostensubsidie;medewerker textieldrukkerij;Verleend en Lager vastgesteld;;6.020;Carebo B.V.;
3407640;2019;Loonkostensubsidie;Office-Manager;Verleend en Lager vastgesteld;;2.427;You University;
3449894;2019;Loonkostensubsidie;Productiemedewerker;Verleend en Lager vastgesteld;;2.722;IDorganics;
3245321;2019;Loonkostensubsidie;Productiemedewerker Vullijn;Verleend en Lager vastgesteld;;2.495;Americol BV;
3211299;2019;Loonkostensubsidie;Schoonmaker;Verleend en Lager vastgesteld;;1.887;Vastenburg Hoorn B.V.;
3285928;2019;Loonkostensubsidie;Verkoop¨medewerker;Verleend en Lager vastgesteld;;4.692;Intergamma Bouwmarkten;
3703167;2019;Loonkostensubsidie;Verkoopmedewerker;Verleend en Lager vastgesteld;;4.157;Intergamma Bouwmarkten Exploitatie BV;
3339429;2019;Loonkostensubsidie;ICT-developer;Verleend en Vastgesteld conform;;5.172;Lead Me BV ;
3289464;2019;Loonkostensubsidie;Medewerker;Verleend en Vastgesteld conform;;1.005;Nederlandse Spoorwegen;
3163016;2019;Loonkostensubsidie;Medewerker A;Verleend en Vastgesteld conform;;6.465;Gemeente Zaanstad;
3440258;2019;Loonkostensubsidie;Medewerker begeleiding;Verleend en Vastgesteld conform;;3.983;Prinsenstichting;
3099690;2019;Loonkostensubsidie;medewerker ODNZKG;Verleend en Vastgesteld conform;;5.029;Omgevingsdienst NZKG;
3335148;2019;Loonkostensubsidie;Medewerker Post;Verleend en Vastgesteld conform;;4.310;Servorg Projecten BV;
3227150;2019;Loonkostensubsidie;Medewerker Vulploeg;Verleend en Vastgesteld conform;;3.955;Vos Supermarkten Holding B.V.;
3149112;2019;Loonkostensubsidie;Productie Kok;Verleend en Vastgesteld conform;;3.071;Hotel van der Valk Oostzaan - Amsterdam;
3256293;2019;Loonkostensubsidie;Algemeen medewerker;Verstrekt;;363;Hoots Hekwerk Amsterdam;
3708043;2019;Loonkostensubsidie;algemeen medewerker;Verstrekt;;1.940;La Forchetta;
3976172;2019;Loonkostensubsidie;Assistent medewerker;Verstrekt;;2.107;Prinsenstichting;
3936100;2019;Loonkostensubsidie;mederwerker groen voorziening;Verstrekt;;6.638;Groenfra BV;
3743292;2019;Loonkostensubsidie;medewerker;Verstrekt;;4.862;Medical Werff;
4240139;2019;Loonkostensubsidie;Medewerker A;Verstrekt;;4.325;Gemeente Zaanstad;
3887935;2019;Loonkostensubsidie;medewerker algemeen schoonmaakonderhoud;Verstrekt;;11.339;Bayar Cleaning BV;
3642003;2019;Loonkostensubsidie;medewerker magazijn en logistiek;Verstrekt;;6.897;Stichting Noppes zaanstreek/waterland;
3821712;2019;Loonkostensubsidie;Medewerker postbezorger;Verstrekt;;3.412;Servorg Payroll;
4111096;2019;Loonkostensubsidie;medewerker textieldrukkerij;Verstrekt;;3.959;Carebo B.V.;
3843337;2019;Loonkostensubsidie;medewerker verkoopklaar;Verstrekt;;11.010;Albert Heijn;
3560564;2019;Loonkostensubsidie;Participatie medewerker;Verstrekt;;6.124;Stichting Het Goed;
3560682;2019;Loonkostensubsidie;participatiemedewerker;Verstrekt;;5.500;Stichting Het Goed;
2871563;2019;Meedoen in sport;Be heer en onderhoud sportpark Schanszicht;Verleend;22.529;;STICHTING BEHEER SPORTPARK SCHANSZICHT;
2921796;2019;Meedoen in sport;Beachvolleybal Vereniging Silicium;Verleend;13.802;;Beachvolleybal Vereniging Silicium;57987645
2552428;2019;Meedoen in sport;Beheer en onderhoud  Voetbal Westzaan;Verleend;24.368;;Stichting Voetbal Westzaan;34391855
2654436;2019;Meedoen in sport;Beheer en onderhoud RKVV Saenden 2019;Verleend;18.282;;RKVV Saenden;40617496
2653091;2019;Meedoen in sport;Beheer en onderhoud sportpark Hoornseveld;Verleend;59.371;;Stichting onderhoud sportpark Hoornseveld;41232160
2641641;2019;Meedoen in sport;Beheer en onderhoud van  Sportpark Zaanland;Verleend;13.366;;Stichting Sportpark Zaanland;41232145
2637001;2019;Meedoen in sport;Beheer en onderhoud van Provily Sportpark;Verleend;75.059;;Stichting Beheer Provily Sportpark;41232215
2597314;2019;Meedoen in sport;Beheer en onderhoud van sportpark de Kuil;Verleend;15.978;;Stichting de Kuil;34350234
2649331;2019;Meedoen in sport;Beheer en onderhoud van Sportpark Jagersveld;Verleend;44.329;;Stichting Sportpark Jagersveld;41232376
2905567;2019;Meedoen in sport;Beheer en onderhoud van VV Zaanlandia;Verleend;29.699;;vv Zaanlandia;40617024
2750317;2019;Meedoen in sport;Beheer en onderhoud van ZHC De Kraaien;Verleend;12.789;;ZHC De Kraaien;40617508
2586389;2019;Meedoen in sport;Beheer en onderhoud Voetbalvereniging  Assendelft;Verleend;23.049;;Voetbalvereniging Assendelft;40617253
2565108;2019;Meedoen in sport;Onderhoud sportpark de Koog;Verleend;33.552;;Stichting Beheer Sportpark de Koog;41232142
2702513;2019;Meedoen in sport;Onderhoud voetbalaccommodatie SVA Assendelft;Verleend;21.465;;Stichting Voetbalaccommodaties Assendelft;34364865
2655786;2019;Meedoen in sport;Onderhoudssubsidie 2019 SV Fortuna Wormerveer;Verleend;22.789;;SV Fortuna Wormerveer;34276733
2631313;2019;Meedoen in sport;Jeugdschaatsen;Verleend en Vastgesteld conform;;10.000;District Zaanstreek van de KNSB;0
2648318;2019;Meedoen in sport;Onderhoud Sportpark  Karnemelkspolder te Wormerveer;Verleend en Vastgesteld conform;;36.209;Stichting Beheer Sportpark Karnemelkspolder;4123244
2816132;2019;Meedoen in sport;Beheer en onderhoud van KV Zaandam Zuid;Verstrekt;;3.560;KV Zaandam Zuid;40617498
2646797;2019;Meedoen in sport;Beheer en onderhoud van RODA Sportcomplex;Verstrekt;;3.720;Stichting Beheer RODA Sportcomplex;34276259
2840656;2019;Meedoen in sport;Schaatsen;Verstrekt;;1.525;STG Zaanstreek;40617573
3719840;2019;Scholingsbegeleidingsvoucher;allround logistiek medewerker;Verleend en Vastgesteld conform;;1.667;Werkvloer Beroepsopleidingen BV;
3720295;2019;Scholingsbegeleidingsvoucher;Leerling Logistiek Magazijnmedeweker;Verleend en Vastgesteld conform;;1.667;Werkvloer Beroepsopleidingen BV;
3999732;2019;Scholingsbegeleidingsvoucher;bankwerker / lasser;Verstrekt;;2.500;Gouweleeuw Metaal B.V.;
3083014;2019;Scholingsbegeleidingsvoucher;Chauffeur Leerlingenvervoer;Verstrekt;;750;Taxipersoneelsservices Noord Holland Noord B.V.;
3723192;2019;Scholingsbegeleidingsvoucher;Leerling Operator Magazijnmedewerker;Verstrekt;;1.667;Werkvloer Beroepsopleidingen BV;
3737514;2019;Scholingsbegeleidingsvoucher;Leerling operator magazijnmedewerker;Verstrekt;;1.667;Werkvloer Beroepsopleidingen BV;
3721116;2019;Scholingsbegeleidingsvoucher;leerling operator magazijnmedewerker;Verstrekt;;1.667;Werkvloer Beroepsopleidingen BV;
3737417;2019;Scholingsbegeleidingsvoucher;leerling Operator/Magazijnmedewerker;Verstrekt;;1.667;Werkvloer Beroepsopleidingen BV;
2910204;2019;Scholingsbegeleidingsvoucher;Rijwielhersteller;Verstrekt;;1.137;Gerard Metz tweewielers;
3423774;2019;Scholingsbegeleidingsvoucher;Secretarieel Medewerkster;Verstrekt;;872;Daily Cleaning;
3764504;2019;Stimuleringssubsidie;Afwasser;Verleend;2.083;;Proeflokaal Hoop doet Eten;
3826799;2019;Stimuleringssubsidie;chauffeur;Verleend;1.666;;Work IC BV;
3909700;2019;Stimuleringssubsidie;Groepshulp;Verleend;2.089;;Amira kindercentrum Zaandam B.V.;
3909990;2019;Stimuleringssubsidie;Groepshulp;Verleend;3.342;;Amira kindercentrum Zaandam B.V.;
3909926;2019;Stimuleringssubsidie;Groepshulp;Verleend;3.342;;Amira kindercentrum Zaandam B.V.;
3081675;2019;Stimuleringssubsidie;Isolatiemonteur;Verleend;5.000;;Densar multidiensten BV;
3622607;2019;Stimuleringssubsidie;Leerling Metselaar;Verleend;2.521;;J.M. Deurwaarder GA BV;
3639851;2019;Stimuleringssubsidie;Medewerker;Verleend;2.216;;Horeca Occasion Center Amsterdam;
3702717;2019;Stimuleringssubsidie;Vormgever;Verleend;2.228;;Stichting De Wereld Kindertheater;
3478850;2019;Stimuleringssubsidie;Administrateur;Verleend en Lager vastgesteld;;2.517;Local2global;
3015015;2019;Stimuleringssubsidie;Magazijn/Loods Medewerker;Verleend en Lager vastgesteld;;2.156;Multi Craft BV;
3389500;2019;Stimuleringssubsidie;Assistent landmeter;Verleend en Vastgesteld conform;;3.041;Fervent Werk BV;
3389419;2019;Stimuleringssubsidie;Assistent waterpassing;Verleend en Vastgesteld conform;;2.493;Fervent Werk BV;
3384626;2019;Stimuleringssubsidie;Chauffeur ;Verleend en Vastgesteld conform;;1.667;Work-IC B.V.;
3213164;2019;Stimuleringssubsidie;Fietsen monteur;Verleend en Vastgesteld conform;;2.904;Woudt Fietsen BV;
3589356;2019;Stimuleringssubsidie;Interieur verzorger;Verleend en Vastgesteld conform;;2.534;YZ Content Schoonmaak B.V.;
3395691;2019;Stimuleringssubsidie;Leerling Metselaar;Verleend en Vastgesteld conform;;2.521;JM Deurwaarder GA BV;
3395770;2019;Stimuleringssubsidie;Leerling Metselaar;Verleend en Vastgesteld conform;;2.521;JM Deurwaarder GA BV;
3119599;2019;Stimuleringssubsidie;Project Medewerker;Verleend en Vastgesteld conform;;2.222;Stichting Blendin;
2918168;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht 2019;Verleend en Vastgesteld conform;;8.000;Sinterklaas Intocht Comite Zaandam;41231166
2655703;2019;Vrijwilligers en herdenkactiviteiten;Activiteitenplanning 2019 Stichting Mizaan;Verstrekt;;2.800;Stichting Mizaan;34217573
2622754;2019;Vrijwilligers en herdenkactiviteiten;Belangenbehartiging - voorlichting - clientondersteuning WMO-contactdagen;Verstrekt;;225;Oogvereniging Nederland;
2658483;2019;Vrijwilligers en herdenkactiviteiten;Diverse projecten;Verstrekt;;3.200;Turkse Democratische Volks- en Jongerenvereniging Zaanstad;40617718
2657101;2019;Vrijwilligers en herdenkactiviteiten;EHBO cursussen en EHBO diensten aan derden;Verstrekt;;1.100;KNV EHBO afdeling Zaandam;40617419
2656107;2019;Vrijwilligers en herdenkactiviteiten;EHBO vereniging St. Liduina;Verstrekt;;334;EHBO vereniging St. Liduina;34204974
2616878;2019;Vrijwilligers en herdenkactiviteiten;geven van EHBO lessen en reanimatielessen.Geven van herhalingslessen aan gediplomeerden, EH verlenen;Verstrekt;;1.150;EHBO Koog-Zaandijk;40617231
2606255;2019;Vrijwilligers en herdenkactiviteiten;GJC Zomerkampen;Verstrekt;;2.400;GJC ZOMERKAMPEN;40618061
2750150;2019;Vrijwilligers en herdenkactiviteiten;Humanitas afdeling Zaanstreek;Verstrekt;;3.999;Vereniging Humanitas, afdeling Zaanstreek;40530895
3001873;2019;Vrijwilligers en herdenkactiviteiten;Huttenbouw Assendelft;Verstrekt;;1.500;Huttenbouw Assendelft;60721944
3153796;2019;Vrijwilligers en herdenkactiviteiten;Huttenbouw Zaandijk 2019;Verstrekt;;1.965;;
2547128;2019;Vrijwilligers en herdenkactiviteiten;invulling ontmoetingsdagen;Verstrekt;;1.500;t.n.v. PCOB afdeling Zaanstreek-Noord;
2571356;2019;Vrijwilligers en herdenkactiviteiten;KBO Zaanstad 4 afdelingen, Assendelft, Krommenie, Wormerveer en Zaandam ;Verstrekt;;2.800;KBO ouderenbond;40409524
2777416;2019;Vrijwilligers en herdenkactiviteiten;Koningsdag 2019;Verstrekt;;1.300;Westzaanse Gemeenschap;40617227
3489785;2019;Vrijwilligers en herdenkactiviteiten;Molenfeest Westerwatering;Verstrekt;;500;vereniging kinderboerderij de Veldmuis;40618030
2474037;2019;Vrijwilligers en herdenkactiviteiten;Natonale vereniging De Zonnebloem Regio Zaanstreek-Waterland;Verstrekt;;3.200;De Zonnebloem regio Zaanstreek-Waterland;40281159
2633265;2019;Vrijwilligers en herdenkactiviteiten;NBvP Vrouwen van Nu Afdeling Krommenie;Verstrekt;;350;NbvP Vrouwen van Nu Afdeling Krommenie;40001154
3311958;2019;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Evean Rosariumhorst;41232302
3140481;2019;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;600;Nieuw Groenland;41231224
3297610;2019;Vrijwilligers en herdenkactiviteiten;Samen Zomeren;Verstrekt;;630;Zorgcentrum Mennistenerf;41231279
3291151;2019;Vrijwilligers en herdenkactiviteiten;samen zomeren;Verstrekt;;600;Evean Guisveld;41232302
3169461;2019;Vrijwilligers en herdenkactiviteiten;samen zomeren;Verstrekt;;900;Stichting vrienden van Lambert Melisz;41231790
3337588;2019;Vrijwilligers en herdenkactiviteiten;Samen Zomeren 2019;Verstrekt;;800;Stichting Leviaan;41235221
2477669;2019;Vrijwilligers en herdenkactiviteiten;Scouting;Verstrekt;;2.400;St. scoutinggroep Pimpernel;41231079
2574193;2019;Vrijwilligers en herdenkactiviteiten;Scouting;Verstrekt;;2.000;Scouting Koog-Zaandijk;34306344
2552028;2019;Vrijwilligers en herdenkactiviteiten;Scouting Assendelft;Verstrekt;;3.200;Scouting Assendelft;34291451
2499578;2019;Vrijwilligers en herdenkactiviteiten;Scouting Krommenie;Verstrekt;;2.400;Scouting Krommenie;41231175
2856551;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaas intocht Krommenie;Verstrekt;;2.000;Stichting Feestcomité Krommenie;35030043
3031958;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaas intocht Wormerveer;Verstrekt;;2.000;Stichting Vrienden van Sint Nicolaas Wormerveer;34282591
2866269;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaas intocht 2019;Verstrekt;;1.104;Sintcommissie WG Westzaan;40617227
3441185;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaas lichtjes optocht watterrijk assendelft;Verstrekt;;1.065;stichting zaans evnts ;74951920
3038866;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaasfeest Zaandam;Verstrekt;;2.000;Sinterklaas comite Zaanstad;58096523
3376398;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht;Verstrekt;;2.000;organisatiecomite Sinterklaasintocht Rondje Koog;40617729
3476639;2019;Vrijwilligers en herdenkactiviteiten;Sinterklaasintocht Assendelft;Verstrekt;;2.000;Stichting Sinterklaasintocht assendelft;57692653
2624168;2019;Vrijwilligers en herdenkactiviteiten;Speeltuinvereniging Theresia ;Verstrekt;;2.463;Speeltuin vereniging Theresia;40617975
2655716;2019;Vrijwilligers en herdenkactiviteiten;Stichting Islamitisch Centrum Zaandam Activiteitenplanning 2019 ;Verstrekt;;4.000;Stichting Islamitisch Centrum Zaandam;41231165
2548726;2019;Vrijwilligers en herdenkactiviteiten;Stichting MOE;Verstrekt;;3.200;Stichting MOE;6329700
2675655;2019;Vrijwilligers en herdenkactiviteiten;Stichting Zaanse Zieken- en Bejaarden Omroep (ZZBO);Verstrekt;;3.600;Stichting ZZBO;41231072
2619781;2019;Vrijwilligers en herdenkactiviteiten;Unie van Vrijwilligers;Verstrekt;;1.200;Unie van Vrijwilligers;41231197
2780624;2019;Vrijwilligers en herdenkactiviteiten;Vier het leven;Verstrekt;;2.400;Vier het Leven;
2770109;2019;Vrijwilligers en herdenkactiviteiten;Voorlichtingsproject verschillen in seksuele geaardheid;Verstrekt;;1.600;CEM-huis Alevitische Culturele Vereniging;40618082
3402655;2019;Vrijwilligers en herdenkactiviteiten;Vredesliedfestival in het kader van de Vredesweek 2019.;Verstrekt;;1.033;Stichting Samenbindende Projecten Zaanstreek;64113671
2656132;2019;Vrijwilligers en herdenkactiviteiten;Vrijwilligersactiviteiten op gebied van zorg en welzijn;Verstrekt;;4.000;St. Present Zaanstreek;34359833
2535002;2019;Vrijwilligers en herdenkactiviteiten;vrijwilligersactiviteiten voor en door vrouwen: PASSAGE  Chr.Maatsch. Vrouwenbeweging afd. Krommenie;Verstrekt;;380;Passage afd. Krommenie;32072428
2664772;2019;Vrijwilligers en herdenkactiviteiten;vrijwilligerswerkgroep in de Krommenieer Woudpolder ;Verstrekt;;150;Stichting Krommenieer Woudpolder;854899479
3153469;2019;Vrijwilligers en herdenkactiviteiten;Vrouwen van Nu, Afdeling Wormerveer;Verstrekt;;529;Vrouwen van Nu, Afdeling Wormerveer;40409535
2604512;2019;Vrijwilligers en herdenkactiviteiten;Vrouwen van NU afdeling Zaandam;Verstrekt;;400;Vrouwen van Nu afdeling zaandam;40409535
3095470;2019;Vrijwilligers en herdenkactiviteiten;Zoefff Huttenbouw;Verstrekt;;200;Stg Buurtcentrum Wormerveer, Huttenbouw;
2712768;2019;Vrijwilligers en herdenkactiviteiten;herdenkingsactiviteiten 4 en 5 mei ;Verstrekt en Vastgesteld conform;;23.000;Stichting 4 en 5 mei Comité Zaanstad;67440649
