longitude,latitude,Gemeente,Plaats,Straat,Mastnummer,X-Coordinaat,Y-Coordinaat
4.803294351120147,51.845333254854779,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Zwijnskade,001,114763.9,428689.5
4.804897410400216,51.829545645081097,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Zwijnskade,002,114860.3,426932.2
4.80510118667639,51.823765215939432,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Peulenlaan,105,114869.2,426289
4.805168875556418,51.825712473452448,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,119,114875.6,426505.6
4.805178875505436,51.826623063894502,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Moerbei,010,114877.1,426606.9
4.805270248253052,51.825613203061636,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,118,114882.5,426494.5
4.805337006088337,51.825835551372059,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,117,114887.3,426519.2
4.805467103124983,51.823735570030287,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Peulenlaan,104,114894.4,426285.5
4.805524573081487,51.825689068637324,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,116,114900.1,426502.8
4.805507398464277,51.828256115194264,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Moerbei,003,114901.2,426788.4
4.805608023696308,51.826641370326897,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Moerbei,009,114906.7,426608.7
4.805713150710989,51.825801461067165,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,115,114913.2,426515.2
4.805898369877808,51.823699954643978,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Peulenlaan,103,114924.1,426281.3
4.805993100329122,51.828277396954263,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Moerbei,002,114934.7,426790.5
4.806013986917847,51.826657762688328,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Moerbei,008,114934.7,426610.3
4.806039388423379,51.825925321086743,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,114,114935.8,426528.8
4.806137114652159,51.825624957877281,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,115A,114942.27,426495.33
4.806138676549767,51.825751344723152,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,114A,114942.49,426509.39
4.806151061562726,51.826939783082636,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Moerbei,007,114944.4,426641.6
4.806239551559924,51.826151924688325,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Schapedrift,113,114949.8,426553.9
