NUMMER,INHOUD,SOORT,FRACTIE,X_RD,Y_RD,longitude,latitude
"10278","5000 liter","Ondergrondse container","Restafval","108861.455","425367.946","4.71808646097073","51.8150224265795"
"10087","5000 liter","Ondergrondse container","Restafval","105927.780070297","425336.813780478","4.67554883173874","51.8144923514142"
"INP023","1300 liter","Inpandige container","Restafval","104314.972880848","422887.841368317","4.65252011274819","51.7923373649981"
"","UNKNOWN","Half verdiepte container","Textiel","104719.963","423988.87","4.65823009475389","51.8022698023927"
"10043","5000 liter","Ondergrondse container","Restafval","106040.054","424696.956","4.67726748747409","51.8087512902593"
"447","UNKNOWN","Ondergrondse container","Glas","107990.435","424461.291","4.70557870081607","51.8068008449708"
"","UNKNOWN","Achter lossen","Glas","104886.546","423873.23","4.66066181372969","51.8012454324739"
"AANP003","1400 liter","Inpandige container","Restafval","106472.422381639","423660.080492041","4.68368191178707","51.7994697871818"
"","UNKNOWN","Half verdiepte container","Textiel","105208.109869903","423881.466747552","4.66532227906275","51.8013482361464"
"10112","5000 liter","Ondergrondse container","Restafval","105343.545992554","423645.440293744","4.66731953694803","51.7992389384972"
"INP074","1400 liter","Inpandige container","Restafval","105309.04853093","423309.922199202","4.66686761717531","51.79622029545"
"","UNKNOWN","Bovengrondse container","Glas","109033.658","424127.79","4.72074841066004","51.8038902608768"
"","UNKNOWN","Ondergrondse container","Glas","104928.286","425408.79","4.66104468339252","51.8150504718935"
"10061","5000 liter","Ondergrondse container","Restafval","106350.158","424683.71","4.68176563027823","51.8086593536712"
"427","UNKNOWN","Ondergrondse container","Glas","109173.002","423572.613","4.72284210020034","51.7989118453262"
"INP037","1600 liter","Inpandige container","Restafval","106119.207","422288.006","4.67875530012235","51.7871069932581"
"251","UNKNOWN","Ondergrondse container","Glas","109658.951","424093.058","4.72981834543649","51.8036292317435"
"INP019","1400 liter","Inpandige container","Restafval","105265.781097222","424865.810936261","4.66601685287742","51.8102004681983"
"10199","5000 liter","Ondergrondse container","Restafval","105053.199939184","424954.132202185","4.66292174133007","51.8109752975667"
"10263","5000 liter","Ondergrondse container","Restafval","105254.921699805","425118.820097695","4.66582301235245","51.8124734951966"
"10221","5000 liter","Ondergrondse container","Restafval","106544.634","425096.522","4.68452756472361","51.8123865537989"
"10155","5000 liter","Ondergrondse container","Restafval","105101.196","422341.081","4.66399436491593","51.7874939941098"
"INP003","1000 liter","Inpandige container","Restafval","104733.397191585","424952.97187655","4.65828479462514","51.8109361567196"
"10034","5000 liter","Ondergrondse container","Restafval","105977.608","424204.441","4.67643184426676","51.8043191737477"
"","UNKNOWN","Achter lossen","Glas","104971.376","423794.209","4.66190299930942","51.8005428159857"
"INP050","1400 liter","Inpandige container","Restafval","105991.867","422550.099","4.67687276429871","51.7894514829675"
"INP008","1400 liter","Inpandige container","Restafval","108666.911","424060.548","4.71544039278847","51.8032555779788"
"INP074","1400 liter","Inpandige container","Restafval","105314.798473967","423311.57915838","4.66695072595094","51.7962356995929"
"INP031","1400 liter","Inpandige container","Restafval","104825.524","424710.162","4.65965584000246","51.8087621230472"
"10406","5000 liter","Ondergrondse container","Restafval","105642.014339955","425870.221355117","4.67132878930682","51.8192613093946"
"10337","5000 liter","Ondergrondse container","Restafval","105894.488","422088.76","4.67552685286945","51.7852964890966"
"INP099","1600 liter","Inpandige container","Restafval","106067.257","422001.192","4.67804294228109","51.784524604964"
"436","UNKNOWN","Ondergrondse container","Glas","104376.978","422723.171","4.65344288299434","51.7908629658025"
"INP080","1700 liter","Inpandige container","Restafval","104380.74992172","422764.878857296","4.65349145447066","51.7912381695121"
"10361","5000 liter","Ondergrondse container","Restafval","105882.024","420863.091","4.67551997593373","51.7742792706687"
"10392","3800 liter","Ondergrondse container","Restafval","105567.353","425869","4.67024617894109","51.8192437225669"
"10262","5000 liter","Ondergrondse container","Restafval","105132.421824507","425084.780549436","4.6640516199691","51.8121566221572"
"10185","5000 liter","Ondergrondse container","Restafval","105041.451637367","423177.327185225","4.66300788260724","51.7950046772443"
"10317","5000 liter","Ondergrondse container","Restafval","108817.168","423834.821","4.71764887730191","51.8012392204684"
"INP107","1700 liter","Inpandige container","Restafval","105511.620197749","424190.745557848","4.6696779988624","51.8041549638942"
"INP006","1400 liter","Inpandige container","Restafval","108769.384","424119.954","4.71691806815275","51.8037980079648"
"INP079","1300 liter","Inpandige container","Restafval","104529.232539409","422849.101762804","4.65563122198253","51.7920085880407"
"INP109","1000 liter","Inpandige container","Restafval","106212.657518483","423586.941726159","4.67992659623283","51.7987897886129"
"INP054","1400 liter","Inpandige container","Restafval","106616.101","422364.637","4.68594574109575","51.7878390101954"
"INP008","1400 liter","Inpandige container","Restafval","108667.438","424063.531","4.71544763365749","51.8032824325698"
"","1700 liter","Inpandige container","Restafval","105116.885952573","425010.694702183","4.66383702825652","51.8114893655061"
"10229","5000 liter","Ondergrondse container","Restafval","104898.785152404","423370.966077278","4.66091193884236","51.7967322826417"
"INP074","1400 liter","Inpandige container","Restafval","105314.593268287","423310.245321461","4.66694794287955","51.796223693054"
"289","UNKNOWN","Bovengrondse container","Restafval","108902.297541557","424957.13758211","4.71873348093943","51.8113335068422"
"10010","5000 liter","Ondergrondse container","Restafval","105059.425850296","424341.280829709","4.66310047669082","51.805467672139"
"10319","5000 liter","Ondergrondse container","Restafval","109034.877","423717.253","4.72082060582328","51.80020049954"
"276","UNKNOWN","Bovengrondse container","Glas","106605.279","421566.264","4.68590043663679","51.7806624107355"
"10091","5000 liter","Ondergrondse container","Restafval","106197.069","425529.844","4.6794265817195","51.8162508861465"
"10347","5000 liter","Ondergrondse container","Restafval","106544.397","421799.754","4.68498558564721","51.7827557076701"
"","UNKNOWN","Bovengrondse container","Textiel","105058.499599136","424135.923037634","4.66311668443454","51.8036218746891"
"10398","5000 liter","Ondergrondse container","Restafval","105052.409","425395.308","4.66284656827943","51.8149404221089"
"10386","3800 liter","Ondergrondse container","Restafval","104904.879","425527.972","4.66068799019593","51.8161195531347"
"10157","5000 liter","Ondergrondse container","Restafval","104892.386729542","422333.193766456","4.66096936236721","51.7874044094967"
"10016","5000 liter","Ondergrondse container","Restafval","104838.597360898","424042.98795536","4.65994210830552","51.8027668761764"
"INP001","1400 liter","Inpandige container","Restafval","104640.211730255","425064.452305731","4.65691738513392","51.8119297177662"
"10328","5000 liter","Ondergrondse container","Restafval","109696.663","423547.343","4.73043651226023","51.7987274585318"
"INP057","1400 liter","Inpandige container","Restafval","104859.626","424850.606","4.66012993794399","51.8100274687146"
"INP012","1400 liter","Inpandige container","Restafval","109461.089","424343.798","4.72691679956469","51.8058667510742"
"INP053","1400 liter","Inpandige container","Restafval","106619.658","422489.479","4.68597985197309","51.7889613797929"
"10396","5000 liter","Ondergrondse container","Restafval","105135","425283","4.66406042923302","51.8139384076387"
"228","UNKNOWN","Bovengrondse container","Glas","104863.093208423","422943.263295015","4.66045650731532","51.7928849695006"
"AANP004","1400 liter","Inpandige container","Restafval","105448.242573523","423242.823511823","4.66889486697289","51.7956295952919"
"INP088","1000 liter","Inpandige container","Restafval","105436.504032888","425406.206166047","4.66841485388673","51.8150726191286"
"INP084","1700 liter","Inpandige container","Restafval","106282.228592971","422531.595085495","4.68108359518673","51.7893105785507"
"280","UNKNOWN","Bovengrondse container","Glas","106413.406","422359.108","4.68300894955737","51.7877717190557"
"","UNKNOWN","Achter lossen","Glas","104562.1","423712.757","4.65598177315727","51.7997739155415"
"10265","5000 liter","Ondergrondse container","Restafval","107864.622","425540.042","4.70360759000975","51.8164858923253"
"10069","5000 liter","Ondergrondse container","Restafval","105793.650993766","425696.439354772","4.67355264718119","51.8177127845579"
"10359","5000 liter","Ondergrondse container","Restafval","105815.409","420962.16","4.67454078719143","51.7751638273469"
"INP053","1400 liter","Inpandige container","Restafval","106617.17","422489.776","4.68594375210744","51.7889638336396"
"","UNKNOWN","Bovengrondse container","Textiel","109333.929","422787.623","4.72527847040929","51.7918696163896"
"10214","5000 liter","Ondergrondse container","Restafval","105740.125","424975.233","4.6728791202611","51.8112260004455"
"","UNKNOWN","Achter lossen","Glas","104846.109","423906.114","4.66007084156779","51.8015373558136"
"AANP556","1400 liter","Inpandige container","Restafval","105800.775577914","423437.465357335","4.67397718106741","51.7974101769996"
"INP076BST","1600 liter","Inpandige container","Restafval","106063.648009388","425409.914050979","4.67750872390061","51.8151612939286"
"INP080","1700 liter","Inpandige container","Restafval","104392.846012108","422764.770856489","4.6536667857192","51.7912382951729"
"10313","5000 liter","Ondergrondse container","Restafval","105393.540645219","423067.822231285","4.66812703558143","51.7940518584458"
"INP625","1600 liter","Inpandige container","Restafval","106077.26","422342.57","4.67813968450937","51.7875937328987"
"10120","5000 liter","Ondergrondse container","Restafval","105657.844","423708.391","4.67186668444313","51.7998325943401"
"10240","5000 liter","Ondergrondse container","Restafval","104342.240057806","422572.953845837","4.65296138440897","51.7895096942124"
"INP025","1400 liter","Inpandige container","Restafval","105437.24","422794.078","4.66879961909146","51.7915953750036"
"","UNKNOWN","Achter lossen","Glas","104758.751","424601.289","4.65870349375373","51.807777588954"
"INP008","1400 liter","Inpandige container","Restafval","108667.686","424064.93","4.7154510417661","51.8032950271996"
"281","UNKNOWN","Bovengrondse container","Glas","107577.307","422541.779","4.69985184615591","51.7895135871594"
"10385","3800 liter","Ondergrondse container","Restafval","105517.341","425394.944","4.66958870373254","51.8149785709469"
"INP023","1300 liter","Inpandige container","Restafval","104314.878879028","422885.843366113","4.65251904275161","51.7923193988319"
"10106","5000 liter","Ondergrondse container","Restafval","105189.153243941","423949.619271487","4.66503765941778","51.8019590866649"
"INP006","1400 liter","Inpandige container","Restafval","108768.152","424118.378","4.71690041744986","51.8037837410291"
"10255","5000 liter","Ondergrondse container","Restafval","105742.581","423243.301","4.67316124187096","51.795659930882"
"INP533","1400 liter","Inpandige container","Restafval","105984.449647521","422235.950982725","4.67680972294149","51.7866273204464"
"10343","5000 liter","Ondergrondse container","Restafval","106142.796","422507.345","4.67906621807313","51.789080441567"
"621","1700 liter","Inpandige container","Restafval","105224.811929915","424736.217148583","4.66544145776376","51.8090320531711"
"INP060","1400 liter","Inpandige container","Restafval","104382.023877185","422142.711181145","4.65360084974229","51.7856463660195"
"","UNKNOWN","Half verdiepte container","Textiel","109850.240334158","423808.892250999","4.73262867930704","51.8010906804605"
"INP043","1400 liter","Inpandige container","Restafval","106127.343","421609.493","4.67896893420348","51.7810093351693"
"INP052","1400 liter","Inpandige container","Restafval","106251.709066623","422590.597689499","4.68063296999056","51.7898382214069"
"10293","5000 liter","Ondergrondse container","Restafval","106943.802","424377.915","4.69041549810668","51.8059623460096"
"234","UNKNOWN","Bovengrondse container","Glas","107000.675","424584.071","4.69121146717224","51.8078201368374"
"","UNKNOWN","Bovengrondse container","Textiel","107347.674","425797.992","4.69607537344176","51.8187603992911"
"290","UNKNOWN","Bovengrondse container","Restafval","109138.020568628","425012.10624094","4.72214422350276","51.8118469788785"
"10004","5000 liter","Ondergrondse container","Restafval","106025.237","425758.341","4.67690237247227","51.8182895187558"
"260","UNKNOWN","Bovengrondse container","Glas","105675.328","421478.094","4.67243779386206","51.7797886108597"
"10058","5000 liter","Ondergrondse container","Restafval","106218.158","424707.703","4.67984834860755","51.8088634772163"
"423","UNKNOWN","Ondergrondse container","Glas","105575.755","420657.505","4.67111201587527","51.7724044859423"
"10318","5000 liter","Ondergrondse container","Restafval","108938.257","423732.644","4.71941789518764","51.8003308688133"
"424","UNKNOWN","Ondergrondse container","Glas","107148.951","422635.544","4.69363067804065","51.7903197946869"
"AANP514","1400 liter","Inpandige container","Restafval","105746.864","423393.131","4.6732020081012","51.7970069543631"
"","UNKNOWN","Half verdiepte container","Textiel","106004.650009389","421974.957544915","4.67713938557016","51.7842833253144"
"298","UNKNOWN","Bovengrondse container","Glas","105273.088028521","424856.40492915","4.66612415314174","51.8101165799876"
"10173","5000 liter","Ondergrondse container","Restafval","105258.035342794","423085.257123225","4.66616044897007","51.7941965051916"
"10407","5000 liter","Ondergrondse container","Restafval","105735.637","425918.733","4.67267965217862","51.8197055962863"
"10171","5000 liter","Ondergrondse container","Restafval","105154.959242612","423234.655715025","4.66464489938296","51.7955300796852"
"","UNKNOWN","Bovengrondse container","Textiel","104349","422719","4.65303799553674","51.7908229407001"
"289","UNKNOWN","Ondergrondse container","Glas","105350.129082752","425542.412917636","4.66714275467248","51.8162891390083"
"10388","3800 liter","Ondergrondse container","Restafval","105291.339271991","425584.099829168","4.66628421353152","51.8166585783206"
"INP044","1600 liter","Inpandige container","Restafval","106230.057","421604.739","4.68045796489607","51.7809755842765"
"INP083","1700 liter","Inpandige container","Restafval","108921.020049456","424105.947706077","4.71911831690278","51.8036846584293"
"AANP056","1300 liter","Inpandige container","Restafval","102576.169","415592.968","4.62842070783936","51.7266120591189"
"676","UNKNOWN","Bovengrondse container","Glas","109334.735","422790.067","4.72528983023421","51.7918916487488"
"10176","5000 liter","Ondergrondse container","Restafval","105160.503924511","423092.552195638","4.66474572539454","51.794253374942"
"10122","5000 liter","Ondergrondse container","Restafval","104604.378","423472.032","4.65662969463642","51.7976141466448"
"INP056","1600 liter","Inpandige container","Restafval","108973.02","423957.759","4.71989190622639","51.8023570447937"
"ABS","UNKNOWN","Inpandige container","Restafval","108872.772428715","425540.811034447","4.71822752428077","51.8165770510379"
"10008","5000 liter","Ondergrondse container","Restafval","104311.463","423848.687","4.65232855635027","51.8009729252393"
"10098","5000 liter","Ondergrondse container","Restafval","106952.209","425697.345","4.69035412236847","51.817821888065"
"225","UNKNOWN","Bovengrondse container","Glas","105811.035","423339.406","4.67413983053523","51.7965297406523"
"10015","5000 liter","Ondergrondse container","Restafval","104771.920353776","424014.905954087","4.6589795483619","51.8025084855155"
"10273","5000 liter","Ondergrondse container","Restafval","108461.311","425513.109","4.71226429538987","51.8162939049221"
"","UNKNOWN","Ondergrondse container","Glas","109051.876","425245.206","4.72086413324342","51.8139349657677"
"452","UNKNOWN","Ondergrondse container","Glas","105636.249642291","425625.487569986","4.67128012105806","51.8170611816941"
"10003","5000 liter","Ondergrondse container","Restafval","105882.252","425569.638","4.67485555998526","51.8165809249666"
"576","UNKNOWN","Half verdiepte container","Glas","105208.712028594","423879.23437729","4.66533132961134","51.8013282257427"
"10312","5000 liter","Ondergrondse container","Restafval","105418.087046655","422953.17753965","4.66849924038722","51.7930236328547"
"10132","5000 liter","Ondergrondse container","Restafval","105225.744341198","423754.201066396","4.66559622485333","51.8002059693278"
"10011","5000 liter","Ondergrondse container","Restafval","104862.095849582","424298.821361985","4.66024570741634","51.8050683654571"
"10179","5000 liter","Ondergrondse container","Restafval","105227.628","422989.399","4.66573348784827","51.793332240516"
"","UNKNOWN","Bovengrondse container","Glas","108867.314","425532.772","4.71814943916724","51.8165043459974"
"INP024","750 liter","Inpandige container","Restafval","108619.853","424236.694","4.71473455844448","51.8048348492668"
"INP041","1400 liter","Inpandige container","Restafval","106107.106","421650.4","4.67866992042052","51.781375230106"
"10071","5000 liter","Ondergrondse container","Restafval","105687.225","425706.329","4.67200783385391","51.8177922754571"
"290","UNKNOWN","Bovengrondse container","Restafval","109139.8552969","425011.594223748","4.72217089560465","51.811842527695"
"10379","3800 liter","Ondergrondse container","Restafval","105017.803322607","425119.433279424","4.66238460876028","51.8124578200805"
"10027","5000 liter","Ondergrondse container","Restafval","104818.036","424242.721","4.65961506193536","51.804560187755"
"10139","5000 liter","Ondergrondse container","Restafval","105036.508067735","423868.867992587","4.66283641414234","51.8012196691988"
"INP036","1400 liter","Inpandige container","Restafval","106164.18","422095.92","4.67943414460154","51.7853844885976"
"10166","5000 liter","Ondergrondse container","Restafval","104977.888388599","422695.67675418","4.66215612723709","51.7906700038945"
"","UNKNOWN","Achter lossen","Glas","104834.938","424595.709","4.65980893025019","51.8077342897407"
"INP105","1700 liter","Inpandige container","Restafval","105116.501945447","425008.447738139","4.66383178412821","51.8114691359355"
"10329","5000 liter","Ondergrondse container","Restafval","109812.562","423726.932","4.73209315927451","51.800350980735"
"","UNKNOWN","Achter lossen","Glas","104562.066","423742.537","4.65597694081305","51.8000415689301"
"430","UNKNOWN","Bovengrondse container","Glas","107080.919","425387.193","4.69226367536153","51.8150453619925"
"AANP004","1400 liter","Inpandige container","Restafval","105446.507945109","423243.848519521","4.66886957679766","51.7956386539288"
"433","UNKNOWN","Ondergrondse container","Glas","104938.508","423749.672","4.66143296738829","51.8001395799068"
"224","UNKNOWN","Bovengrondse container","Glas","105524.456","423655.642","4.66994058234537","51.7993466910299"
"10335","5000 liter","Ondergrondse container","Restafval","107937.872","423047.969","4.7050087703042","51.7940936631037"
"","UNKNOWN","Achter lossen","Glas","104869.641","424460.341","4.66033169747205","51.8065207482466"
"INP084","1700 liter","Inpandige container","Restafval","106282.452672675","422533.931916688","4.68108651405502","51.789331601172"
"INP070SLEU","1400 liter","Inpandige container","Restafval","104778.510878156","425071.064123309","4.65892179465961","51.8120016058811"
"10399","5000 liter","Ondergrondse container","Restafval","105301.091","425453.961","4.66644433192661","51.8154897861919"
"10345","5000 liter","Ondergrondse container","Restafval","106363.345","422101.71","4.68231958235612","51.7854539074154"
"435","UNKNOWN","Ondergrondse container","Glas","104300.334315661","422961.30918746","4.65229718550906","51.7929963497204"
"297","UNKNOWN","Ondergrondse container","Glas","105250.320188108","425275.153063927","4.66573380367981","51.8138781735344"
"INP017","1400 liter","Inpandige container","Restafval","109135.564","424268.52","4.72220717231427","51.8051635086846"
"","UNKNOWN","Bovengrondse container","Textiel","107998.009261221","424466.161016547","4.7056878562204","51.8068452538657"
"10377","3800 liter","Ondergrondse container","Restafval","104896.415","425136.761","4.66062191904346","51.8126026730292"
"221","UNKNOWN","Bovengrondse container","Glas","105836.214334981","424040.645525348","4.67440521305819","51.8028345746312"
"10082","2600 liter","Bovengrondse container","Restafval","106307","425332","4.6810486193796","51.8144823041282"
"10322","5000 liter","Ondergrondse container","Restafval","109284.448","423513.646","4.72446543187933","51.7983909924528"
"INP035","1400 liter","Inpandige container","Restafval","106609.522","422230.969","4.68586906942222","51.786637051818"
"10068","5000 liter","Ondergrondse container","Restafval","105790.918","425695.611","4.67351313082555","51.8177050984558"
"286","UNKNOWN","Ondergrondse container","Glas","104535.656","424825.743","4.65543612569877","51.8097748064864"
"285","UNKNOWN","Ondergrondse container","Glas","105118.883697402","425088.38020862","4.66385479377537","51.8121877652801"
"INP110","1000 liter","Inpandige container","Restafval","105586.091231024","424054.50849026","4.67077711468885","51.8029370879559"
"INP002","1400 liter","Inpandige container","Restafval","104828.985089636","424765.778646275","4.65969795789874","51.8092623048507"
"","UNKNOWN","Achter lossen","Glas","104677.744","423298.384","4.65771842213347","51.7960600508696"
"10362","5000 liter","Ondergrondse container","Restafval","105934.431864961","420817.22499236","4.67628576330275","51.7738716388027"
"453","UNKNOWN","Ondergrondse container","Glas","104421.513","422804.951","4.65407640386049","51.7916020234341"
"10136","5000 liter","Ondergrondse container","Restafval","105091.849299448","423730.590881322","4.66365862325239","51.7999818118365"
"262","UNKNOWN","Bovengrondse container","Glas","105376.272334188","421194.346209219","4.6681451345224","51.7772118461678"
"","UNKNOWN","Achter lossen","Glas","104877.63","424463.821","4.66044702185215","51.8065527432123"
"237","UNKNOWN","Bovengrondse container","Glas","106314.451383387","424593.599804614","4.68126059137149","51.8078463456253"
"","UNKNOWN","Half verdiepte container","Glas","107734.017020698","425548.51671063","4.70171242382669","51.8165510143608"
"INP037","1600 liter","Inpandige container","Restafval","106122.623","422127.131","4.67882750698572","51.7856613729702"
"10254","5000 liter","Ondergrondse container","Restafval","105616.472276126","422930.925957164","4.67137784578164","51.7928412197411"
"10365","5000 liter","Ondergrondse container","Restafval","106355.404","421049.24","4.68235226753054","51.7759937687735"
"10233","5000 liter","Ondergrondse container","Restafval","104264.417","423057.062","4.65176256488941","51.7938536938135"
"AANP464","1400 liter","Inpandige container","Restafval","104521.531269458","422695.186369987","4.6555420375315","51.7906245310341"
"10281","5000 liter","Ondergrondse container","Restafval","108808.608779232","425111.060046777","4.71735442333814","51.8127091964719"
"10153","5000 liter","Ondergrondse container","Restafval","105115.736932292","422428.878464004","4.6641924523683","51.7882844007716"
"","UNKNOWN","Bovengrondse container","Glas","108912.059","425521.777","4.71879978972514","51.8164092216969"
"10296","5000 liter","Ondergrondse container","Restafval","106900.357","424727.406","4.68973703104627","51.8090997724778"
"10028","5000 liter","Ondergrondse container","Restafval","105717.747","424313.799","4.67264885230853","51.8052791814944"
"INP080","1700 liter","Inpandige container","Restafval","104374.593875719","422765.202859717","4.65340218405786","51.7912405235156"
"10397","5000 liter","Ondergrondse container","Restafval","105055","425397","4.66288389658081","51.814955861349"
"293","UNKNOWN","Ondergrondse container","Glas","105809.252","425697.51","4.67377874269906","51.8177237828502"
"10258","5000 liter","Ondergrondse container","Restafval","105402.888697015","425548.021826018","4.66790705208688","51.8163442425468"
"10160","5000 liter","Ondergrondse container","Restafval","104925.6198665","422447.526345729","4.6614344586941","51.7884349901659"
"INP099","1600 liter","Inpandige container","Restafval","106067.058","422003.182","4.67803977737577","51.7845424733387"
"10266","5000 liter","Ondergrondse container","Restafval","107940.822","425535.942","4.70471318594174","51.8164554734736"
"INP048","1400 liter","Inpandige container","Restafval","104220.875","422735.007","4.65117867824967","51.7909551722537"
"419","UNKNOWN","Ondergrondse container","Glas","106142.261","420925.825","4.67928149352433","51.7748659330993"
"INP036","1400 liter","Inpandige container","Restafval","106163.713600661","422093.582909693","4.67942771515259","51.7853634424105"
"10116","5000 liter","Ondergrondse container","Restafval","105525.132","423650.703","4.66995108771862","51.7993023601154"
"10222","5000 liter","Ondergrondse container","Restafval","106586.961","425040.625","4.68514914804223","51.811887834721"
"INP626","1700 liter","Inpandige container","Restafval","106621.403308305","422810.270262871","4.68596033237081","51.7918447547838"
"10022","5000 liter","Ondergrondse container","Restafval","104859.254709756","424158.842149872","4.66022479841831","51.8038100058537"
"INP094","1700 liter","Inpandige container","Restafval","104386.662769623","422663.465583655","4.65359197489027","51.7903272234327"
"10086","5000 liter","Ondergrondse container","Restafval","106086.634","425444.452","4.67783716659429","51.8154737297447"
"10060","5000 liter","Ondergrondse container","Restafval","106470.822","424828.772","4.68349481893238","51.8099736502429"
"402","UNKNOWN","Ondergrondse container","Glas","108870.451297833","424022.143955479","4.71839635520371","51.802927263393"
"INP071","1700 liter","Inpandige container","Restafval","108600.727","424049.199","4.71448240647787","51.803148077377"
"INP053","1400 liter","Inpandige container","Restafval","106618.415","422489.629","4.68596181632412","51.7889626202861"
"10094","5000 liter","Ondergrondse container","Restafval","105954.825","425625.924","4.67590001471602","51.8170931959774"
"","UNKNOWN","Achter lossen","Glas","104320.584","423797.1","4.6524683341124","51.8005101004148"
"10302","5000 liter","Ondergrondse container","Restafval","104823.998201708","422688.662119367","4.65992675172902","51.7905931515401"
"10283","5000 liter","Ondergrondse container","Restafval","108617.673","425335.826","4.71455559629146","51.814713527406"
"10158","5000 liter","Ondergrondse container","Restafval","104895.490814144","422332.682252221","4.66101442184994","51.7874000905958"
"","UNKNOWN","Bovengrondse container","Textiel","107347.528","425795.747","4.69607356543773","51.8187402091314"
"","UNKNOWN","Half verdiepte container","Textiel","107731.765778868","425549.289698124","4.70167967106269","51.8165577711617"
"10135","5000 liter","Ondergrondse container","Restafval","105008.298624027","423829.867881878","4.66243310064295","51.8008666185123"
"10346","5000 liter","Ondergrondse container","Restafval","106237.25","422116.224","4.68049019870845","51.7855733621847"
"10340","5000 liter","Ondergrondse container","Restafval","106057.669","422638.164","4.67781399051184","51.7902487676465"
"INP007","1400 liter","Inpandige container","Restafval","108849.465","424036.466","4.71809019685806","51.8030542537205"
"INP045","1400 liter","Inpandige container","Restafval","106330.15","421600.82","4.68190889700292","51.7809490909686"
"INP094","1700 liter","Inpandige container","Restafval","104389.704868325","422663.521918816","4.65363605662013","51.7903280054729"
"10051","5000 liter","Ondergrondse container","Restafval","106027.031","424546.279","4.67709999102787","51.8073958903361"
"10410","5000 liter","Ondergrondse container","Restafval","105628.743017803","423992.220490226","4.67140433916702","51.8023810288197"
"INP015","1400 liter","Inpandige container","Restafval","109549.181","424210.59","4.72821149312754","51.8046766709357"
"INP100","1400 liter","Inpandige container","Restafval","104666.707587088","422706.945260946","4.65764442352758","51.7907433218208"
"INP074","1400 liter","Inpandige container","Restafval","105312.133121647","423309.28389236","4.66691242054648","51.7962148329797"
"AANP464","1400 liter","Inpandige container","Restafval","104519.759405872","422695.615912674","4.65551629463846","51.7906282315102"
"10327","5000 liter","Ondergrondse container","Restafval","109632.811","423376.635","4.72953327503523","51.7971879659146"
"10287","5000 liter","Ondergrondse container","Restafval","106561.207","424871.349","4.68479940996673","51.8103641767201"
"","UNKNOWN","Achter lossen","Glas","104825.099","424596.511","4.65966615943681","51.8077406135635"
"INP033","1400 liter","Inpandige container","Restafval","106254.113","423880.776","4.68048615680781","51.8014343425968"
"10053","5000 liter","Ondergrondse container","Restafval","106230.237","424459.907","4.68005841341097","51.8066373863125"
"INP111","1400 liter","Inpandige container","Restafval","106232.214081428","423596.233533697","4.68020878027463","51.7988750104372"
"10234","5000 liter","Ondergrondse container","Restafval","104122.455","423047.042","4.64970638392083","51.7937507190592"
"10192","2600 liter","Bovengrondse container","Restafval","104623.876882959","424773.461666605","4.65672289987136","51.8093128830065"
"INP061","1400 liter","Inpandige container","Restafval","105152.620983901","423682.424411759","4.66454653052358","51.7995543303963"
"INP043","1400 liter","Inpandige container","Restafval","106130.075","421609.352","4.679008541711","51.7810083069079"
"INP064","1400 liter","Inpandige container","Restafval","106112.073","422546.72","4.67861539336672","51.789431649079"
"10311","5000 liter","Ondergrondse container","Restafval","105418.614","422950.063","4.6685073241192","51.7929956867234"
"392","UNKNOWN","Bovengrondse container","Glas","105755.487","421813.337","4.67355164343255","51.7828087935856"
"34","1400 liter","Bovengrondse container","Restafval","105509.097024571","425189.126751792","4.66949860514307","51.8131279957771"
"10089","5000 liter","Ondergrondse container","Restafval","105875.903","425405.118","4.67478685616246","51.8151016922881"
"","UNKNOWN","Ondergrondse container","Glas","104822.180298714","423901.825774956","4.65972457149843","51.8014966638325"
"10358","5000 liter","Ondergrondse container","Restafval","105856.112","421067.29","4.67511560318086","51.7761123017303"
"","UNKNOWN","Achter lossen","Glas","104492.955","423558.618","4.65500191627871","51.7983822951193"
"INP107","1700 liter","Inpandige container","Restafval","105510.142700487","424192.740179152","4.66965629321571","51.8041727601819"
"10038","5000 liter","Ondergrondse container","Restafval","105812.551","424204.291","4.67403889847518","51.8043033057734"
"10356","5000 liter","Ondergrondse container","Restafval","105961.11","421369.982","4.6765940598088","51.778842078106"
"10133","5000 liter","Ondergrondse container","Restafval","105188.144137334","423894.166771658","4.66503101117846","51.8014606003586"
"10261","5000 liter","Ondergrondse container","Restafval","104791.09","425277.291","4.65907426078468","51.813856260284"
"10271","5000 liter","Ondergrondse container","Restafval","108375.169","425433.766","4.71102578047495","51.8155735902213"
"10074","5000 liter","Ondergrondse container","Restafval","105741.964","425799.854","4.67278834532293","51.8186376943352"
"INP100","1400 liter","Inpandige container","Restafval","104669.567677127","422706.945260946","4.65768587600221","51.7907435796051"
"10349","5000 liter","Ondergrondse container","Restafval","106360.898","421685.586","4.68234254577768","51.7817136336169"
"INP049","1400 liter","Inpandige container","Restafval","106045.485","422610.498","4.6776413149157","51.789999042181"
"10360","5000 liter","Ondergrondse container","Restafval","105881.133","420859.992","4.67550750616118","51.7742513389871"
"ABS","UNKNOWN","Inpandige container","Restafval","108870.11414065","425540.811034447","4.71818897412243","51.8165768312915"
"10084","5000 liter","Ondergrondse container","Restafval","106070.062","425261.991","4.67762266124351","51.8138323518486"
"INP057","1400 liter","Inpandige container","Restafval","104859.987797344","424851.971058182","4.66013498602837","51.810039770072"
