FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
knooppunt__triangle__66.1484,9980,2841,P1.2,Knooppunt (triangle),A65, ,De Baars,A58,9980, ,216,199,199,234, ,-1,1,0,0,1, ,2636,3380,9639,9982,0,0,1,1,0, , ,0,0,65,577,,POINT (136813.0091000013 395966.186900001)
knooppunt__triangle__66.1499,9997,2856,P1.2,Knooppunt (triangle),A65, ,Vught,A2,9997, ,26,17,17,26, ,-1,0,1,1,0, ,2641,3383,7943,0,9995,0,1,1,0, , ,0,0,65,578,,POINT (149984.19940000027 409019.5828999989)
knooppunt__triangle__66.1511,10025,2868,P1.2,Knooppunt (triangle),A67, ,De Hogt,A2,10025, ,182,191,196,182, ,1,1,1,1,1, ,2606,3391,7918,21876,21981,0,1,1,0, , ,0,0,67,578,,POINT (158098.5903000012 379551.9378999993)
knooppunt__triangle__66.1512,10029,2869,P1.2,Knooppunt (triangle),A67, ,Leenderheide,A2,10029, ,227,242,242,227, ,1,1,0,0,1, ,2606,3392,7912,10030,0,0,1,1,0, , ,0,0,67,578,,POINT (163035.52589999884 379547.7045000009)
knooppunt__triangle__66.1562,10268,3051,P1.2,Knooppunt (triangle),A7,A28,Delmenhorst,A282,10268, ,1171,1171,1171,1171, ,1,1,1,1,1, ,51,3414,0,10253,10252,0,1,1,0, , ,0,0,0,0,,POINT (375318.3482000008 565448.7329999991)
knooppunt__triangle__66.1577,10351,3066,P1.2,Knooppunt (triangle),A73, ,Rijkevoort,A77,10351, ,812,822,824,818, ,1,1,1,1,1, ,2599,3410,10480,10352,10350,0,1,1,0, , ,0,0,73,578,,POINT (190595.2060999982 408832.25659999996)
knooppunt__triangle__66.1617,10425,3106,P1.2,Knooppunt (triangle),A76, ,Ten Esschen,N281,10425, ,145,150,145,145, ,1,1,1,1,1, ,2665,3421,12667,10426,10424,0,1,1,0, , ,0,0,76,550,,POINT (192677.95149999857 324256.47940000147)
knooppunt__triangle__66.1649,10480,3138,P1.2,Knooppunt (triangle),A77, ,Rijkevoort,A73,10480, ,1,21,20,12, ,1,1,0,0,1, ,2599,3433,10351,10482,0,0,1,1,0, , ,0,0,77,578,,POINT (190608.14799999818 408810.4657999985)
knooppunt__triangle__66.1663,10495,3152,P1.2,Knooppunt (triangle),A77, ,Kamp-Lintfort,A42,10495, ,473,473,473,473, ,1,1,1,1,1, ,51,3434,0,10502,10501,0,1,1,0, , ,0,0,0,0,,POINT (237601.02870000154 389552.08309999853)
knooppunt__triangle__66.1668,10510,3157,P1.2,Knooppunt (triangle),A79, ,Kruisdonk,A2/N2,10510, ,0,2,2,0, ,1,1,0,0,1, ,2674,3440,22375,10511,0,0,1,1,0, , ,0,0,79,550,,POINT (178892.69889999926 319878.80099999905)
knooppunt__triangle__66.1980,10135,2945,P1.2,Knooppunt (triangle),A7, ,Zurich,N31,10135, ,998,1026,1027,1003, ,1,1,1,1,1, ,2585,3402,8750,10136,10134,0,1,1,0, , ,0,0,7,705,,POINT (154800.0698999986 567662.0894000009)
knooppunt__triangle__66.1997,10159,2962,P1.2,Knooppunt (triangle),A7, ,Joure,A6,10159, ,1351,1364,3099,3089, ,1,1,1,1,1, ,2219,3402,9933,22481,10158,0,1,1,0, , ,0,0,7,705,,POINT (182945.2188999988 551274.3718999997)
knooppunt__triangle__66.2021,10192,2986,P1.2,Knooppunt (triangle),N7,Ring Groningen,Julianaplein,A28,10192, ,1971,1972,1972,1972, ,1,1,1,1,1, ,2205,3412,8580,10264,10260,0,1,1,0, , ,0,0,7,712,,POINT (233654.77290000021 580269.3136)
knooppunt__triangle__66.2044,10226,3009,P1.2,Knooppunt (triangle),A7,A280,Bunde,A31,10226, ,46,46,46,46, ,1,1,1,1,1, ,51,3414,0,10227,10224,0,1,1,0, , ,0,0,0,0,,POINT (281784.60550000146 576785.2556999996)
knooppunt__triangle__66.2049,10231,3014,P1.2,Knooppunt (triangle),A7,A31,Leer,A28,10231, ,2094,2094,2094,2094, ,1,1,1,1,1, ,51,3414,0,10232,10230,0,1,1,0, , ,0,0,0,0,,POINT (295752.1614000015 588775.1273000017)
knooppunt__triangle__66.2059,10241,3024,P1.2,Knooppunt (triangle),A7,A28,Oldenburg-West,A293,10241, ,785,785,785,785, ,1,1,1,1,1, ,51,3414,0,10242,10240,0,1,1,0, , ,0,0,0,0,,POINT (342733.81650000066 577713.811900001)
knooppunt__triangle__66.2072,10254,3037,P1.2,Knooppunt (triangle),A7,A28,Stuhr,A1,10254, ,1210,1210,1210,1210, ,1,1,1,1,1, ,51,3414,0,0,10253,0,1,1,0, , ,0,0,0,0,,POINT (377474.78020000085 562702.8407000005)
knooppunt__triangle__66.2085,10552,3181,P1.2,Knooppunt (triangle),A8, ,Coenplein,A10,10552, ,15,5,5,16, ,-1,0,1,1,0, ,2415,3452,7213,0,10550,0,1,1,0, , ,0,0,8,421,,POINT (120820.5791000016 493101.7725000009)
knooppunt__triangle__66.2088,10560,3184,P1.2,Knooppunt (triangle),A9, ,Diemen,A1,10560, ,39,62,62,38, ,1,1,0,0,1, ,2427,3460,7006,22494,0,0,1,1,0, , ,0,0,9,421,,POINT (128663.81399999931 482951.12779999897)
knooppunt__triangle__66.2119,10591,3215,P1.2,Knooppunt (triangle),A9, ,Velsen,A22,10591, ,491,500,505,495, ,1,0,1,1,1, ,2462,3461,8230,10592,10590,0,1,1,0, , ,0,0,9,409,,POINT (106117.68210000172 495093.32140000165)
knooppunt__triangle__66.2122,10594,3218,P1.2,Knooppunt (triangle),A9, ,Beverwijk,A22,10594, ,553,553,554,554, ,1,1,0,1,1, ,2422,3461,8236,10595,10593,0,1,1,0, , ,0,0,9,409,,POINT (107803.27870000154 500044.6301999986)
knooppunt__triangle__66.2468,9557,2647,P1.2,Knooppunt (triangle),A58, ,De Poel,A256,9557, ,1497,1488,1493,1503, ,-1,1,1,1,1, ,2571,3351,8240,9558,9556,0,1,1,0, , ,0,0,58,508,,POINT (49629.648899998516 389289.74130000174)
knooppunt__triangle__66.2482,9574,2661,P1.2,Knooppunt (triangle),A58, ,Markiezaat,A4,9574, ,1194,1183,1183,1190, ,-1,0,1,1,0, ,2645,3351,9108,0,9667,0,1,1,0, , ,0,0,58,577,,POINT (77871.45919999853 383078.2351000011)
knooppunt__triangle__66.2483,9583,2662,P1.2,Knooppunt (triangle),A58, ,Zoomland,A4,9583, ,1040,1035,1033,1045, ,-1,1,0,0,1, ,2596,3352,9115,22126,0,0,1,1,0, , ,0,0,58,577,,POINT (80584.45210000128 390519.89130000025)
