FID,vwk_id,vwk_begdtm,pos_tov_as,gtlwaarde,ltrwaarde,afstand,mst_code,gdb_geomattr_data,shape
kilometermarkeringen.470,61,2003-07-01T00:00:00,R,15, ,5786,O,,POINT (201809.05539999902 530401.2663000003)
kilometermarkeringen.471,2845,2003-07-01T00:00:00,R,15, ,2382,O,,POINT (223875.7820999995 548365.0419000015)
kilometermarkeringen.472,614,2003-07-01T00:00:00,L,8, ,7993,O,,POINT (213195.8761 444535.5166000016)
kilometermarkeringen.473,614,2003-07-01T00:00:00,L,3, ,2961,O,,POINT (208660.5203000009 446021.93189999834)
kilometermarkeringen.474,867,2003-07-01T00:00:00,R,1, ,995,O,,POINT (187401.5661999993 522294.2012999989)
kilometermarkeringen.475,975,2003-07-01T00:00:00,L,8, ,1799,P,,POINT (193254.46400000155 524021.9521000013)
kilometermarkeringen.476,973,2003-07-01T00:00:00,L,5, ,984,P,,POINT (192298.6261 521415.84530000016)
kilometermarkeringen.477,597,2003-07-01T00:00:00,L,22, ,329,O,,POINT (177696.0113000013 578752.4371000007)
kilometermarkeringen.478,736,2003-07-01T00:00:00,L,22, ,2357,O,,POINT (215850.37299999967 556382.6741000004)
kilometermarkeringen.479,156,2003-07-01T00:00:00,R,8, ,8012,O,,POINT (198426.22289999947 548335.3071000017)
kilometermarkeringen.480,735,2022-03-01T00:00:00,L,12, ,8322,O,,POINT (208980.57429999858 561988.191300001)
kilometermarkeringen.481,735,2022-03-01T00:00:00,L,13, ,9306,O,,POINT (209861.8262999989 562257.9915999994)
kilometermarkeringen.482,735,2022-03-01T00:00:00,L,5, ,1317,O,,POINT (202909.30530000106 558733.4728000015)
kilometermarkeringen.483,1967,2003-07-01T00:00:00,R,17, ,10386,O,,POINT (236505.8434999995 570940.1041000001)
kilometermarkeringen.484,2410,2003-07-01T00:00:00,L,7, ,5851,O,,POINT (130188.84800000116 495484.72030000016)
kilometermarkeringen.485,2384,2003-07-01T00:00:00,L,29, ,4193,O,,POINT (114160.82660000026 507797.1174999997)
kilometermarkeringen.486,2849,2003-07-01T00:00:00,L,20, ,19988,O,,POINT (250438.68670000136 527867.375)
kilometermarkeringen.487,2845,2003-07-01T00:00:00,R,35, ,22374,O,,POINT (213591.90989999846 531659.5329000019)
kilometermarkeringen.488,2849,2003-07-01T00:00:00,R,9, ,9009,O,,POINT (240338.42080000043 527525.2212999985)
kilometermarkeringen.489,2845,2003-07-01T00:00:00,R,21, ,8376,O,,POINT (221088.4877000004 543207.1763999984)
kilometermarkeringen.490,614,2003-07-01T00:00:00,L,2, ,1962,O,,POINT (207676.27859999985 446130.3471999988)
kilometermarkeringen.491,2348,2003-07-01T00:00:00,L,7, ,5302,O,,POINT (166169.9523999989 495745.5207999982)
kilometermarkeringen.492,1935,2003-07-01T00:00:00,L,3, ,2998,O,,POINT (183687.98270000145 524641.0179999992)
kilometermarkeringen.493,1928,2003-07-01T00:00:00,L,10, ,1207,O,,POINT (179567.52169999853 534416.1856999993)
kilometermarkeringen.494,1018,2003-07-01T00:00:00,L,1, ,993,O,,POINT (253625.09849999845 563284.8445000015)
kilometermarkeringen.495,316,2003-07-01T00:00:00,R,7, ,7080,O,,POINT (173085.79199999943 572875.6074000001)
kilometermarkeringen.496,592,2003-07-01T00:00:00,L,21, ,1842,O,,POINT (176753.190200001 578468.3231000006)
kilometermarkeringen.497,3806,2003-07-01T00:00:00,L,4, ,712,O,,POINT (185981.250500001 564309.7657999992)
kilometermarkeringen.498,3838,2003-07-01T00:00:00,R,201, ,1063,P,,POINT (159501.09800000116 424428.0089999996)
kilometermarkeringen.499,2545,1998-01-01T00:00:00,L,1003, ,644,B,,POINT (82678.37200000137 430923.04100000113)
kilometermarkeringen.500,2639,2002-06-01T00:00:00,R,975, ,115,B,,POINT (106800.21799999848 426104.16000000015)
kilometermarkeringen.501,4014,2005-01-01T00:00:00,R,4, ,422,O,,POINT (111935.70690000057 404982.3114)
kilometermarkeringen.502,4014,2005-01-01T00:00:00,R,5, ,1390,O,,POINT (111294.34059999883 405648.1636000015)
kilometermarkeringen.503,4014,2005-01-01T00:00:00,R,6, ,2412,O,,POINT (110378.7912000008 406066.5881999992)
kilometermarkeringen.504,4014,2005-01-01T00:00:00,R,7, ,3370,O,,POINT (109464.8423999995 406187.23690000176)
kilometermarkeringen.505,4014,2005-01-01T00:00:00,R,8, ,4362,O,,POINT (108507.74830000103 405926.41959999874)
kilometermarkeringen.506,4014,2005-01-01T00:00:00,R,9, ,5371,O,,POINT (107529.49949999899 405691.8332000002)
kilometermarkeringen.507,4014,2005-01-01T00:00:00,R,10, ,6383,O,,POINT (106568.91629999876 405484.42880000174)
kilometermarkeringen.508,4014,2005-01-01T00:00:00,R,11, ,7396,O,,POINT (105674.56670000032 405084.31909999996)
kilometermarkeringen.509,4014,2005-01-01T00:00:00,R,12, ,8384,O,,POINT (104731.4776000008 405353.59800000116)
kilometermarkeringen.510,4014,2005-01-01T00:00:00,R,13, ,9383,O,,POINT (103752.7853000015 405165.28170000017)
kilometermarkeringen.511,4014,2005-01-01T00:00:00,R,15, ,11369,O,,POINT (102202.5064000003 404207.0304999985)
kilometermarkeringen.512,2869,2003-07-01T00:00:00,R,43, ,8754,O,,POINT (249627.84899999946 474410.5450000018)
kilometermarkeringen.513,2870,1998-01-01T00:00:00,R,44, ,217,O,,POINT (250618.84899999946 474245.09099999815)
kilometermarkeringen.514,2878,2003-07-01T00:00:00,R,11, ,10789,O,,POINT (239304.36510000005 483629.84540000185)
kilometermarkeringen.515,2880,1998-01-01T00:00:00,R,15, ,45,O,,POINT (239431.39499999955 487411.31599999964)
kilometermarkeringen.516,2869,2003-07-01T00:00:00,R,41, ,6754,O,,POINT (247637.94999999925 474578.563000001)
kilometermarkeringen.517,2871,2003-07-01T00:00:00,R,45, ,420,O,,POINT (251614.80200000107 474089.79199999943)
kilometermarkeringen.518,2877,2003-07-01T00:00:00,R,17, ,175,O,,POINT (240969.4459999986 486711.4510000013)
kilometermarkeringen.519,689,1998-01-01T00:00:00,R,995, ,149,O,,POINT (97062.34899999946 435443.13699999824)
kilometermarkeringen.520,719,2005-05-01T00:00:00,L,1012, ,249,P,,POINT (82548.52639999986 434497.4717000015)
kilometermarkeringen.521,722,1998-01-01T00:00:00,R,1030, ,246,O,,POINT (67904.13699999824 443684.0850000009)
kilometermarkeringen.522,722,1998-01-01T00:00:00,R,1032, ,2254,O,,POINT (66069.58399999887 444498.30700000003)
kilometermarkeringen.523,965,2003-05-01T00:00:00,R,962, ,347,B,,POINT (119743.26700000092 424914.28599999845)
kilometermarkeringen.524,2027,2003-05-01T00:00:00,R,19, ,700,O,,POINT (98681.6950000003 436088.75400000066)
kilometermarkeringen.525,2047,2003-03-01T00:00:00,R,66, ,3547,O,,POINT (156167.82499999925 438375.75499999896)
kilometermarkeringen.526,2055,1998-01-01T00:00:00,R,19, ,6254,O,,POINT (128940.08199999854 470603)
kilometermarkeringen.527,2776,2019-06-01T00:00:00,R,4, ,2360,O,,POINT (186014.12900000066 422296.0729999989)
kilometermarkeringen.528,3550,2000-03-01T00:00:00,R,1, ,448,O,,POINT (201919.60700000077 517279.6770000011)
kilometermarkeringen.529,3605,2003-01-01T00:00:00,R,9, ,189,O,,POINT (207222.4849999994 522814.95600000024)
kilometermarkeringen.530,3780,2003-05-01T00:00:00,R,22, ,8698,O,,POINT (184135.22700000182 339605.41000000015)
kilometermarkeringen.531,3787,2003-03-01T00:00:00,R,146, ,419,O,,POINT (196833.83799999952 405544.7190000005)
kilometermarkeringen.532,3787,2003-03-01T00:00:00,R,147, ,1439,O,,POINT (195945.60300000012 406043.8720000014)
kilometermarkeringen.533,4152,2005-11-01T00:00:00,L,940, ,516,B,,POINT (142937.06159999967 441322.5091000013)
kilometermarkeringen.534,4152,2005-11-01T00:00:00,R,941, ,1499,B,,POINT (141979.22940000147 441350.52230000123)
kilometermarkeringen.535,4152,2005-11-01T00:00:00,L,942, ,2512,B,,POINT (141115.62849999964 441868.8420000002)
kilometermarkeringen.536,4152,2005-11-01T00:00:00,L,943, ,3517,B,,POINT (140259.93100000173 442376.6939999983)
kilometermarkeringen.537,4152,2005-11-01T00:00:00,L,944, ,4512,B,,POINT (139276.61809999868 442516.3894999996)
kilometermarkeringen.538,4152,2005-11-01T00:00:00,R,945, ,5516,B,,POINT (138515.74960000068 443130.62860000134)
kilometermarkeringen.539,4154,2005-11-01T00:00:00,L,12, ,598,O,,POINT (245424.02320000157 576687.5476000011)
kilometermarkeringen.540,4154,2005-11-01T00:00:00,L,13, ,1591,O,,POINT (246401.94319999963 576579.8630000018)
kilometermarkeringen.541,4154,2005-11-01T00:00:00,L,14, ,2597,O,,POINT (247407.43690000102 576609.3132999986)
kilometermarkeringen.542,4154,2005-11-01T00:00:00,L,15, ,3591,O,,POINT (248400.78060000017 576631.0555000007)
kilometermarkeringen.543,4154,2005-11-01T00:00:00,L,16, ,4588,O,,POINT (249395.97630000114 576572.4935000017)
kilometermarkeringen.544,4154,2005-11-01T00:00:00,L,17, ,5598,O,,POINT (250404.57449999824 576528.6339000016)
kilometermarkeringen.545,4154,2005-11-01T00:00:00,L,18, ,6578,O,,POINT (251354.0218999982 576314.6942000017)
kilometermarkeringen.546,4154,2005-11-01T00:00:00,L,19, ,7559,O,,POINT (252290.07669999823 576021.1805000007)
kilometermarkeringen.547,4154,2005-11-01T00:00:00,L,20, ,8598,O,,POINT (253311.27279999852 575999.1180000007)
kilometermarkeringen.548,4154,2005-11-01T00:00:00,L,21, ,9588,O,,POINT (254292.00979999825 576134.0756999999)
kilometermarkeringen.549,4155,2005-11-01T00:00:00,L,22, ,810,O,,POINT (255295.61690000072 576245.4468999989)
kilometermarkeringen.550,2377,2003-05-01T00:00:00,L,63, ,9834,O,,POINT (111158.12180000171 536134.9455999993)
kilometermarkeringen.551,2377,2003-05-01T00:00:00,L,62, ,8813,O,,POINT (110413.92110000178 535439.4943999983)
kilometermarkeringen.552,2377,2003-05-01T00:00:00,L,55, ,1876,O,,POINT (107487.37469999865 529341.0993000008)
kilometermarkeringen.553,2377,2003-05-01T00:00:00,L,54, ,848,O,,POINT (107680.89889999852 528331.4794000015)
kilometermarkeringen.554,2377,2003-05-01T00:00:00,L,61, ,7832,O,,POINT (109778.31709999964 534719.628800001)
kilometermarkeringen.555,2377,2003-05-01T00:00:00,L,60, ,6857,O,,POINT (109340.56340000033 533848.424899999)
kilometermarkeringen.556,2377,2003-05-01T00:00:00,L,59, ,5827,O,,POINT (108907.31670000032 532914.4226000011)
kilometermarkeringen.557,2377,2003-05-01T00:00:00,L,58, ,4827,O,,POINT (108436.67320000008 532036.0130000003)
kilometermarkeringen.558,2377,2003-05-01T00:00:00,L,57, ,3817,O,,POINT (107982.76040000096 531133.8150000013)
kilometermarkeringen.559,2377,2003-05-01T00:00:00,L,56, ,2834,O,,POINT (107543.20749999955 530254.5700000003)
kilometermarkeringen.560,2378,2003-05-01T00:00:00,L,65, ,1960,O,,POINT (111918.15790000185 537987.0850000009)
kilometermarkeringen.561,2378,2003-05-01T00:00:00,L,66, ,2974,O,,POINT (112251.29690000042 538944.6968999989)
kilometermarkeringen.562,2378,2003-05-01T00:00:00,L,67, ,3980,O,,POINT (112555.93259999901 539903.2300000004)
kilometermarkeringen.563,2378,2003-05-01T00:00:00,L,68, ,4976,O,,POINT (112792.4598999992 540870.7344999984)
kilometermarkeringen.564,2378,2003-05-01T00:00:00,L,69, ,5983,O,,POINT (113036.00609999895 541847.8387000002)
kilometermarkeringen.565,2378,2003-05-01T00:00:00,L,70, ,6973,O,,POINT (113272.21499999985 542809.2467)
kilometermarkeringen.566,2378,2003-05-01T00:00:00,L,71, ,7972,O,,POINT (113551.95930000022 543766.0320000015)
kilometermarkeringen.567,2378,2003-05-01T00:00:00,L,72, ,8973,O,,POINT (113953.45639999956 544682.9809000008)
kilometermarkeringen.568,2378,2003-05-01T00:00:00,L,64, ,976,O,,POINT (111584.0989000015 537061.5254999995)
kilometermarkeringen.569,2378,2003-05-01T00:00:00,L,75, ,11957,O,,POINT (115142.48039999977 547419.8165000007)
kilometermarkeringen.570,2378,2003-05-01T00:00:00,L,73, ,9962,O,,POINT (114345.66899999976 545590.9719999991)
kilometermarkeringen.571,2390,2003-07-01T00:00:00,L,39, ,595,O,,POINT (112688.79800000042 515459.8740000017)
kilometermarkeringen.572,2390,2003-07-01T00:00:00,L,40, ,1629,O,,POINT (112225.34200000018 516221.76399999857)
kilometermarkeringen.573,2391,2003-07-01T00:00:00,L,50, ,9762,O,,POINT (109627.40430000052 524900.4065000005)
kilometermarkeringen.574,2391,2003-07-01T00:00:00,L,49, ,8778,O,,POINT (109800.95100000128 523933.01680000126)
kilometermarkeringen.575,2391,2003-07-01T00:00:00,L,44, ,3747,O,,POINT (111668.22890000045 519763.52160000056)
kilometermarkeringen.576,2391,2003-07-01T00:00:00,L,53, ,12805,O,,POINT (107974.42170000076 527429.557500001)
kilometermarkeringen.577,2391,2003-07-01T00:00:00,L,52, ,11772,O,,POINT (108553.7333999984 526575.4970999993)
kilometermarkeringen.578,2391,2003-07-01T00:00:00,L,51, ,10747,O,,POINT (109120.77210000157 525733.7177000009)
kilometermarkeringen.579,2391,2003-07-01T00:00:00,L,48, ,7800,O,,POINT (110272.36789999902 523100.5870000012)
kilometermarkeringen.580,2391,2003-07-01T00:00:00,L,47, ,6798,O,,POINT (110923.61670000106 522339.5095999986)
kilometermarkeringen.581,2391,2003-07-01T00:00:00,L,46, ,5777,O,,POINT (111462.57770000026 521480.69530000165)
kilometermarkeringen.582,2391,2003-07-01T00:00:00,L,45, ,4783,O,,POINT (112035.30389999971 520697.11740000173)
kilometermarkeringen.583,2391,2003-07-01T00:00:00,L,42, ,1790,O,,POINT (111454.79199999943 517913.69099999964)
kilometermarkeringen.584,2012,2003-05-01T00:00:00,R,120, ,1109,O,,POINT (116193.38780000061 547076.9954000004)
kilometermarkeringen.585,2012,2003-05-01T00:00:00,R,100, ,3093,O,,POINT (117886.52089999989 546042.943)
kilometermarkeringen.586,2012,2003-05-01T00:00:00,R,90, ,4101,O,,POINT (118748.26399999857 545520.0084999986)
kilometermarkeringen.587,2012,2003-05-01T00:00:00,R,80, ,5094,O,,POINT (119598.566300001 545007.1431000009)
kilometermarkeringen.588,2012,2003-05-01T00:00:00,R,110, ,2089,O,,POINT (117031.16750000045 546568.6678000018)
kilometermarkeringen.589,4181,2006-03-01T00:00:00,R,193, ,631,B,,POINT (165536.56700000167 425291.0639999993)
kilometermarkeringen.590,1992,2003-05-01T00:00:00,R,24, ,6956,O,,POINT (121906.14119999856 533233.4580000006)
kilometermarkeringen.591,1992,2003-05-01T00:00:00,R,18, ,947,O,,POINT (120974.36100000143 527863.1790000014)
kilometermarkeringen.592,1992,2003-05-01T00:00:00,R,19, ,1963,O,,POINT (121467.88500000164 528748.2930000015)
kilometermarkeringen.593,1992,2003-05-01T00:00:00,R,20, ,2967,O,,POINT (121677.60799999908 529648.8040000014)
kilometermarkeringen.594,1992,2003-05-01T00:00:00,R,21, ,3964,O,,POINT (121129.80200000107 530447.0359999985)
kilometermarkeringen.595,1992,2003-05-01T00:00:00,R,22, ,4970,O,,POINT (121573.01999999955 531313.2950000018)
kilometermarkeringen.596,1992,2003-05-01T00:00:00,R,23, ,5964,O,,POINT (121576.23099999875 532307.0199999996)
kilometermarkeringen.597,1995,2003-05-01T00:00:00,R,15, ,2977,O,,POINT (118668.37999999896 526109.4629999995)
kilometermarkeringen.598,1991,2003-05-01T00:00:00,R,16, ,346,O,,POINT (119571.44900000095 526487.743999999)
kilometermarkeringen.599,1991,2003-05-01T00:00:00,R,17, ,1350,O,,POINT (120391.37000000104 527066.2410000004)
kilometermarkeringen.600,230,2019-10-01T00:00:00,L,1, ,330,O,,POINT (236029.61400000006 581372.0269999988)
kilometermarkeringen.601,232,1998-01-01T00:00:00,L,6, ,677,O,,POINT (239677.78599999845 578229.5659999996)
kilometermarkeringen.602,1967,2003-07-01T00:00:00,R,19, ,12930,O,,POINT (236397.09200000018 573413.7670000009)
kilometermarkeringen.603,123,2003-05-01T00:00:00,R,9, ,7248,O,,POINT (187784.56500000134 589884.6889999993)
kilometermarkeringen.604,4218,2006-05-01T00:00:00,R,971, ,971,P,,POINT (110757.48629999906 426153.42749999836)
kilometermarkeringen.605,4219,2006-05-01T00:00:00,L,972, ,142,B,,POINT (109793.7452000007 426193.28449999914)
kilometermarkeringen.606,1967,2003-07-01T00:00:00,R,20, ,13954,O,,POINT (236310.62999999896 574409.7399999984)
kilometermarkeringen.607,1967,2003-07-01T00:00:00,R,18, ,11387,O,,POINT (236627.71429999918 571928.8916999996)
kilometermarkeringen.608,1967,2003-07-01T00:00:00,R,13, ,6401,O,,POINT (235778.62959999964 567097.307599999)
kilometermarkeringen.609,179,2006-07-01T00:00:00,R,3, ,1145,O,,POINT (198569.6414999999 592317.9037999995)
kilometermarkeringen.610,179,2006-07-01T00:00:00,R,4, ,2168,O,,POINT (199457.40909999982 591829.8520999998)
kilometermarkeringen.611,179,2006-07-01T00:00:00,R,5, ,3197,O,,POINT (200095.59200000018 591022.6644000001)
kilometermarkeringen.612,180,2022-05-01T00:00:00,R,7, ,525,O,,POINT (201048.73360000178 589309.5249999985)
kilometermarkeringen.613,180,2022-05-01T00:00:00,R,8, ,1543,O,,POINT (201817.89330000058 588655.6490000002)
kilometermarkeringen.614,180,2022-05-01T00:00:00,R,9, ,2505,O,,POINT (202675.25310000032 588220.4312000014)
kilometermarkeringen.615,180,2022-05-01T00:00:00,R,10, ,3536,O,,POINT (203634.87049999833 587850.3748999983)
kilometermarkeringen.616,180,2022-05-01T00:00:00,R,11, ,4528,O,,POINT (204609.17489999905 587668.3942000009)
kilometermarkeringen.617,180,2022-05-01T00:00:00,R,12, ,5545,O,,POINT (205610.8909999989 587493.0828000009)
kilometermarkeringen.618,226,2006-07-01T00:00:00,R,7, ,927,O,,POINT (240626.6737000011 577937.059700001)
kilometermarkeringen.619,226,2006-07-01T00:00:00,R,8, ,1923,O,,POINT (241571.8986000009 577623.2663999982)
kilometermarkeringen.620,226,2006-07-01T00:00:00,R,9, ,2934,O,,POINT (242531.41479999945 577304.8680999987)
kilometermarkeringen.621,226,2006-07-01T00:00:00,L,10, ,3935,O,,POINT (243495.97309999913 577225.9803999998)
kilometermarkeringen.622,226,2006-07-01T00:00:00,L,11, ,4941,O,,POINT (244464.933699999 576958.4800000004)
kilometermarkeringen.623,1953,2006-07-01T00:00:00,L,16, ,126,O,,POINT (221209.46660000086 585571.179299999)
kilometermarkeringen.624,1953,2006-07-01T00:00:00,L,15, ,1113,O,,POINT (221726.7078000009 584732.0890999995)
kilometermarkeringen.625,1953,2006-07-01T00:00:00,L,14, ,2003,O,,POINT (222125.28060000017 583936.3458000012)
kilometermarkeringen.626,1953,2006-07-01T00:00:00,L,13, ,2983,O,,POINT (222571.0925000012 583063.6191000007)
kilometermarkeringen.627,1953,2006-07-01T00:00:00,L,12, ,3980,O,,POINT (223022.22509999946 582174.5366000012)
kilometermarkeringen.628,1953,2006-07-01T00:00:00,L,11, ,5162,O,,POINT (223534.00180000067 581202.1832999997)
kilometermarkeringen.629,1953,2006-07-01T00:00:00,L,10, ,6161,O,,POINT (224518.64990000054 581033.4552999996)
kilometermarkeringen.630,1953,2006-07-01T00:00:00,L,9, ,7161,O,,POINT (225503.97529999912 580862.7778000012)
kilometermarkeringen.631,1953,2006-07-01T00:00:00,L,8, ,8160,O,,POINT (226488.67709999904 580694.4261000007)
kilometermarkeringen.632,1954,2006-07-01T00:00:00,L,7, ,590,O,,POINT (227464.26089999825 580763.9915999994)
kilometermarkeringen.633,1954,2006-07-01T00:00:00,L,6, ,1602,O,,POINT (228408.19790000096 581124.5443999991)
kilometermarkeringen.634,2578,2006-07-01T00:00:00,R,8, ,738,O,,POINT (176458.71719999984 312719.5166000016)
kilometermarkeringen.635,3526,2018-03-01T00:00:00,R,10, ,175,O,,POINT (208050.84679999948 523231.1823000014)
kilometermarkeringen.636,2800,2003-07-01T00:00:00,L,10, ,1837,P,,POINT (128303.4439000003 413474.8476999998)
kilometermarkeringen.637,2800,2003-07-01T00:00:00,L,9, ,2762,P,,POINT (129216.3973999992 413341.1330999993)
kilometermarkeringen.638,2800,2003-07-01T00:00:00,L,8, ,3758,P,,POINT (130201.91070000082 413202.9472000003)
kilometermarkeringen.639,2800,2003-07-01T00:00:00,L,7, ,4783,P,,POINT (131225.53599999845 413185.8209999986)
kilometermarkeringen.640,1966,2009-05-01T00:00:00,R,1, ,796,O,,POINT (232023.1218000017 558202.5716999993)
kilometermarkeringen.641,1966,2009-05-01T00:00:00,R,2, ,1799,O,,POINT (232511.55330000073 559058.7049999982)
kilometermarkeringen.642,1966,2009-05-01T00:00:00,R,3, ,2803,O,,POINT (233116.9197999984 559859.6482999995)
kilometermarkeringen.643,1966,2009-05-01T00:00:00,R,4, ,3791,O,,POINT (234036.14350000024 560101.8654000014)
kilometermarkeringen.644,1966,2009-05-01T00:00:00,R,5, ,4789,O,,POINT (235026.4092000015 560181.5542000011)
kilometermarkeringen.645,1966,2009-05-01T00:00:00,R,6, ,5764,O,,POINT (235895.53539999947 560623.3121999986)
kilometermarkeringen.646,2844,2009-05-01T00:00:00,L,3, ,666,O,,POINT (231170.1367000006 557259.8867999986)
kilometermarkeringen.647,2844,2009-05-01T00:00:00,L,4, ,1670,O,,POINT (230191.45789999887 557035.8568000011)
kilometermarkeringen.648,2844,2009-05-01T00:00:00,L,6, ,3696,O,,POINT (228669.36769999936 555941.5894000009)
kilometermarkeringen.649,2844,2009-05-01T00:00:00,L,7, ,4702,O,,POINT (228132.85799999908 555090.5982000008)
kilometermarkeringen.650,2844,2009-05-01T00:00:00,L,8, ,5688,O,,POINT (227604.435899999 554258.1523999982)
kilometermarkeringen.651,2844,2009-05-01T00:00:00,L,9, ,6686,O,,POINT (227074.37079999968 553412.684799999)
kilometermarkeringen.652,2844,2009-05-01T00:00:00,L,10, ,7680,O,,POINT (226541.77950000018 552573.7912999988)
kilometermarkeringen.653,2844,2009-05-01T00:00:00,L,11, ,8693,O,,POINT (226000.05260000005 551717.8161000013)
kilometermarkeringen.654,2844,2009-05-01T00:00:00,R,12, ,9677,O,,POINT (225475.17229999974 550885.4963999987)
kilometermarkeringen.655,2595,2003-05-01T00:00:00,R,3, ,349,O,,POINT (177976.9360000007 322567.6429999992)
kilometermarkeringen.656,2595,2003-05-01T00:00:00,R,4, ,1350,O,,POINT (178417.78299999982 323466.6469999999)
kilometermarkeringen.657,2595,2003-05-01T00:00:00,R,5, ,2350,O,,POINT (178859.4360000007 324363.3220000006)
kilometermarkeringen.658,2595,2003-05-01T00:00:00,R,7, ,4350,O,,POINT (179895.75299999863 326071.1420000009)
kilometermarkeringen.659,2595,2003-05-01T00:00:00,R,8, ,5348,O,,POINT (180277.95600000024 326986.84800000116)
kilometermarkeringen.660,2595,2003-05-01T00:00:00,R,10, ,7350,O,,POINT (181014.5240000002 328812.8189999983)
kilometermarkeringen.661,2595,2003-05-01T00:00:00,R,11, ,8347,O,,POINT (181227.7030000016 329682.97399999946)
kilometermarkeringen.662,2595,2003-05-01T00:00:00,R,12, ,9345,O,,POINT (180583.186999999 330441.7809999995)
kilometermarkeringen.663,2695,2018-11-01T00:00:00,R,80, ,130,B,,POINT (196572.0799999982 357213.1700000018)
kilometermarkeringen.664,2697,2018-11-01T00:00:00,R,75, ,733,B,,POINT (193100.12099999934 355405.1950000003)
kilometermarkeringen.665,2697,2018-11-01T00:00:00,R,76, ,1716,B,,POINT (193962.8759999983 355862.9070000015)
kilometermarkeringen.666,2697,2018-11-01T00:00:00,R,77, ,2624,B,,POINT (194784.20899999887 355551.8920000009)
kilometermarkeringen.667,2716,2003-05-01T00:00:00,R,200, ,29,B,,POINT (160443.39499999955 424749.7569999993)
kilometermarkeringen.668,2717,2003-05-01T00:00:00,R,201, ,95,O,,POINT (159478.31500000134 424590.3110000007)
kilometermarkeringen.669,2729,2003-03-01T00:00:00,R,165, ,596,B,,POINT (188580.6719999984 418456.7569999993)
kilometermarkeringen.670,2738,2018-03-01T00:00:00,R,167, ,92,B,,POINT (186798.33100000024 419048.063000001)
kilometermarkeringen.671,2738,2018-03-01T00:00:00,R,168, ,1062,B,,POINT (185835.5949999988 418928.5150000006)
kilometermarkeringen.672,2738,2018-03-01T00:00:00,R,169, ,2049,B,,POINT (184853.39299999923 418834.89400000125)
kilometermarkeringen.673,2738,2018-03-01T00:00:00,R,170, ,3049,B,,POINT (183865.39200000092 418686.1319999993)
kilometermarkeringen.674,2738,2018-03-01T00:00:00,R,171, ,4065,B,,POINT (182890.1889999993 418404.47199999914)
kilometermarkeringen.675,2738,2018-03-01T00:00:00,R,172, ,5064,B,,POINT (181912.62799999863 418222.97199999914)
kilometermarkeringen.676,2738,2018-03-01T00:00:00,R,173, ,6067,B,,POINT (180919.87099999934 418331.68200000003)
kilometermarkeringen.677,2741,2003-03-01T00:00:00,R,158, ,391,B,,POINT (192984.65900000185 414278.3909999989)
kilometermarkeringen.678,2743,2003-07-01T00:00:00,R,222, ,613,B,,POINT (144968.8139999993 416339.3260000013)
kilometermarkeringen.679,2743,2003-07-01T00:00:00,R,223, ,1623,B,,POINT (144194.53700000048 416980.6259999983)
kilometermarkeringen.680,2743,2003-07-01T00:00:00,R,224, ,2633,B,,POINT (143230.89400000125 417212.4679999985)
kilometermarkeringen.681,2743,2003-07-01T00:00:00,R,225, ,3636,B,,POINT (142275.8669999987 416924.55700000003)
kilometermarkeringen.682,2743,2003-07-01T00:00:00,R,226, ,4633,B,,POINT (141301.01799999923 416969.4200000018)
kilometermarkeringen.683,2762,2018-03-01T00:00:00,R,194, ,750,B,,POINT (164591.38800000027 425565.11199999973)
kilometermarkeringen.684,2762,2018-03-01T00:00:00,R,195, ,1731,B,,POINT (163705.1950000003 425871.73999999836)
kilometermarkeringen.685,2762,2018-03-01T00:00:00,R,196, ,2726,B,,POINT (163082.75200000033 426639.14499999955)
kilometermarkeringen.686,2762,2018-03-01T00:00:00,R,197, ,3712,B,,POINT (162161.06899999827 426898.13500000164)
kilometermarkeringen.687,2762,2018-03-01T00:00:00,R,198, ,4701,B,,POINT (161416.64400000125 426318.8669999987)
kilometermarkeringen.688,2762,2018-03-01T00:00:00,R,199, ,5682,B,,POINT (161167.53500000015 425373.3900000006)
kilometermarkeringen.689,2767,2003-07-01T00:00:00,R,202, ,433,B,,POINT (158505.05200000107 424577.2100000009)
kilometermarkeringen.690,2767,2003-07-01T00:00:00,R,203, ,1404,O,,POINT (157608.45100000128 424919.131000001)
kilometermarkeringen.691,2767,2003-07-01T00:00:00,R,204, ,2402,B,,POINT (157024.59299999848 425722.8999999985)
kilometermarkeringen.692,2767,2003-07-01T00:00:00,R,205, ,3391,B,,POINT (156144.42300000042 425916.6070000008)
kilometermarkeringen.693,2767,2003-07-01T00:00:00,R,207, ,5385,B,,POINT (154986.9530000016 424316.4239999987)
kilometermarkeringen.694,1410,2005-09-01T00:00:00,R,879, ,274,P,,POINT (193678.88650000095 440839.8557999991)
kilometermarkeringen.695,1410,2005-09-01T00:00:00,R,881, ,2281,B,,POINT (194428.7842000015 442570.6708999984)
kilometermarkeringen.696,1410,2005-09-01T00:00:00,R,883, ,4274,B,,POINT (196341.11980000138 443044.12150000036)
kilometermarkeringen.697,1410,2005-09-01T00:00:00,R,885, ,6294,B,,POINT (197447.03200000152 444550.33309999853)
kilometermarkeringen.698,1410,2005-09-01T00:00:00,R,887, ,8292,B,,POINT (198815.36740000173 445490.1842)
kilometermarkeringen.699,1410,2005-09-01T00:00:00,R,889, ,10289,P,,POINT (200193.59809999913 446686.30689999834)
