FID,diepte_org,diepte_cm,typering,opmerking,se_anno_cad_data,gdb_geomattr_data,shape
dieptepunten_1905.498,7,-70,dieptepunt, ,,,POINT (136928.46810000017 530361.8896000013)
dieptepunten_1905.499,27,-270,dieptepunt, ,,,POINT (138592.5449000001 530220.5100000016)
dieptepunten_1905.500,33,-330,dieptepunt, ,,,POINT (139263.11129999906 530473.0980999991)
dieptepunten_1905.501,40,-400,dieptepunt, ,,,POINT (140202.98409999907 530906.9908999987)
dieptepunten_1905.502,32,-320,dieptepunt, ,,,POINT (137923.59849999845 530849.1702999994)
dieptepunten_1905.503,30,-300,dieptepunt, ,,,POINT (137386.22940000147 531277.6937999986)
dieptepunten_1905.504,41,-410,dieptepunt, ,,,POINT (138061.7842000015 531321.057599999)
dieptepunten_1905.505,42,-420,dieptepunt, ,,,POINT (139604.84369999915 531253.4776999988)
dieptepunten_1905.506,49,-490,dieptepunt, ,,,POINT (140725.57429999858 531578.2039999999)
dieptepunten_1905.507,48,-480,dieptepunt, ,,,POINT (140501.2936999984 532278.0833999999)
dieptepunten_1905.508,37,-370,dieptepunt, ,,,POINT (139743.26440000162 532034.3421999998)
dieptepunten_1905.509,45,-450,dieptepunt, ,,,POINT (139232.1876000017 531753.9296000004)
dieptepunten_1905.510,52,-520,dieptepunt, ,,,POINT (137634.60680000111 531921.7375999987)
dieptepunten_1905.511,49,-490,dieptepunt, ,,,POINT (137074.69739999995 531996.1378000006)
dieptepunten_1905.512,44,-440,dieptepunt, ,,,POINT (135922.02409999818 532154.4871000014)
dieptepunten_1905.513,40,-400,dieptepunt, ,,,POINT (135214.1037000008 532293.378899999)
dieptepunten_1905.514,53,-530,dieptepunt, ,,,POINT (140546.3737999983 533259.0835999995)
dieptepunten_1905.515,47,-470,dieptepunt, ,,,POINT (140106.78440000117 532896.5240999982)
dieptepunten_1905.516,54,-540,dieptepunt, ,,,POINT (139514.14139999822 533061.2355999984)
dieptepunten_1905.517,48,-480,dieptepunt, ,,,POINT (139085.17289999872 532544.4868000001)
dieptepunten_1905.518,47,-470,dieptepunt, ,,,POINT (138509.28660000116 532881.9633999988)
dieptepunten_1905.519,47,-470,dieptepunt, ,,,POINT (137680.43230000138 532920.563000001)
dieptepunten_1905.520,49,-490,dieptepunt, ,,,POINT (136927.84910000116 532668.6031999998)
dieptepunten_1905.521,51,-510,dieptepunt, ,,,POINT (140728.99240000173 534694.1519999988)
dieptepunten_1905.522,49,-490,dieptepunt, ,,,POINT (139625.2637999989 534042.0104999989)
dieptepunten_1905.523,49,-490,dieptepunt, ,,,POINT (138960.72360000014 533716.4362999983)
dieptepunten_1905.524,46,-460,dieptepunt, ,,,POINT (137665.43580000103 533710.6706999987)
dieptepunten_1905.525,46,-460,dieptepunt, ,,,POINT (135452.5901999995 533291.180399999)
dieptepunten_1905.526,49,-490,dieptepunt, ,,,POINT (137129.5320999995 534720.2010999992)
dieptepunten_1905.527,46,-460,dieptepunt, ,,,POINT (136361.1152999997 534613.5857999995)
dieptepunten_1905.528,42,-420,dieptepunt, ,,,POINT (135395.4178000018 534635.0410999991)
dieptepunten_1905.529,49,-490,dieptepunt, ,,,POINT (136033.6574999988 532953.121100001)
dieptepunten_1905.530,40,-400,dieptepunt, ,,,POINT (134502.39710000157 533058.8869999982)
dieptepunten_1905.531,40,-400,dieptepunt, ,,,POINT (133907.53449999914 532326.0910999998)
dieptepunten_1905.532,34,-340,dieptepunt, ,,,POINT (133444.74689999968 531765.3194999993)
dieptepunten_1905.533,26,-260,dieptepunt, ,,,POINT (132578.91189999878 530543.8227000013)
dieptepunten_1905.534,14,-140,dieptepunt, ,,,POINT (132115.2452000007 529819.8060000017)
dieptepunten_1905.535,27,-270,dieptepunt, ,,,POINT (129627.79610000178 529761.6981000006)
dieptepunten_1905.536,27,-270,dieptepunt, ,,,POINT (129482.4450000003 530488.9783000015)
dieptepunten_1905.537,28,-280,dieptepunt, ,,,POINT (129111.24289999902 530972.5372000001)
dieptepunten_1905.538,27,-270,dieptepunt, ,,,POINT (130237.46779999882 531355.7804000005)
dieptepunten_1905.539,30,-300,dieptepunt, ,,,POINT (132267.7745999992 531144.6546999998)
dieptepunten_1905.540,35,-350,dieptepunt, ,,,POINT (132187.75059999898 531880.4166000001)
dieptepunten_1905.541,32,-320,dieptepunt, ,,,POINT (131594.61389999837 531810.924899999)
dieptepunten_1905.542,37,-370,dieptepunt, ,,,POINT (132787.94509999827 532449.313099999)
dieptepunten_1905.543,24,-240,dieptepunt, ,,,POINT (129575.65659999847 531904.509300001)
dieptepunten_1905.544,30,-300,dieptepunt, ,,,POINT (129388.8861999996 533285.1424000002)
dieptepunten_1905.545,36,-360,dieptepunt, ,,,POINT (133525.0562000014 532963.2699999996)
dieptepunten_1905.546,38,-380,dieptepunt, ,,,POINT (133840.40619999915 533851.443599999)
dieptepunten_1905.547,37,-370,dieptepunt, ,,,POINT (132929.04459999874 533737.5480999984)
dieptepunten_1905.548,34,-340,dieptepunt, ,,,POINT (132116.63379999995 533687.0269999988)
dieptepunten_1905.549,34,-340,dieptepunt, ,,,POINT (131140.246199999 533819.1594000012)
dieptepunten_1905.550,31,-310,dieptepunt, ,,,POINT (130208.39079999924 533996.875599999)
dieptepunten_1905.551,31,-310,dieptepunt, ,,,POINT (129506.66200000048 534010.2542000003)
dieptepunten_1905.552,36,-360,dieptepunt, ,,,POINT (129980.60000000149 534724.0042000003)
dieptepunten_1905.553,33,-330,dieptepunt, ,,,POINT (132042.0502000004 534395.2423)
dieptepunten_1905.554,39,-390,dieptepunt, ,,,POINT (134123.07169999927 534885.0190000013)
dieptepunten_1905.555,33,-330,dieptepunt, ,,,POINT (133168.02120000124 534762.0201999992)
dieptepunten_1905.556,42,-420,dieptepunt, ,,,POINT (134086.0438000001 535402.5485999994)
dieptepunten_1905.557,32,-320,dieptepunt, ,,,POINT (132340.44179999828 535065.2932000011)
dieptepunten_1905.558,36,-360,dieptepunt, ,,,POINT (131232.80600000173 535252.2346000001)
dieptepunten_1905.559,33,-330,dieptepunt, ,,,POINT (130597.28350000083 535491.4651000015)
dieptepunten_1905.560,28,-280,dieptepunt, ,,,POINT (129664.3964000009 535224.809799999)
dieptepunten_1905.561,29,-290,dieptepunt, ,,,POINT (129003.89079999924 535927.2963999994)
dieptepunten_1905.562,33,-330,dieptepunt, ,,,POINT (129896.93510000035 535921.7267999984)
dieptepunten_1905.563,38,-380,dieptepunt, ,,,POINT (131833.0610000007 535956.9079000019)
dieptepunten_1905.564,40,-400,dieptepunt, ,,,POINT (132854.82360000163 536469.4895000011)
dieptepunten_1905.565,44,-440,dieptepunt, ,,,POINT (134109.6147999987 536019.6944000013)
dieptepunten_1905.566,43,-430,dieptepunt, ,,,POINT (133661.7237999998 536720.2967999987)
dieptepunten_1905.567,51,-510,dieptepunt, ,,,POINT (136812.18320000172 535175.1827000007)
dieptepunten_1905.568,48,-480,dieptepunt, ,,,POINT (136506.32310000062 535857.2056000009)
dieptepunten_1905.569,42,-420,dieptepunt, ,,,POINT (136754.70050000027 536673.9818000011)
dieptepunten_1905.570,23,-230,dieptepunt, ,,,POINT (127882.76850000024 529791.5298000015)
dieptepunten_1905.571,20,-200,dieptepunt, ,,,POINT (126264.21880000085 529767.0474999994)
dieptepunten_1905.572,11,-110,dieptepunt, ,,,POINT (125831.6959999986 529924.7281999998)
dieptepunten_1905.573,12,-120,dieptepunt, ,,,POINT (126409.46040000021 530292.5606999993)
dieptepunten_1905.574,26,-260,dieptepunt, ,,,POINT (127890.83410000056 530372.5531000011)
dieptepunten_1905.575,13,-130,dieptepunt, ,,,POINT (127559.38419999927 531073.9382999986)
dieptepunten_1905.576,23,-230,dieptepunt, ,,,POINT (126106.31390000135 531075.6370999999)
dieptepunten_1905.577,16,-160,dieptepunt, ,,,POINT (125221.41050000116 531663.5769000016)
dieptepunten_1905.578,20,-200,dieptepunt, ,,,POINT (126540.99320000038 531390.0546999983)
dieptepunten_1905.579,20,-200,dieptepunt, ,,,POINT (127511.5476000011 531410.1532999985)
dieptepunten_1905.580,28,-280,dieptepunt, ,,,POINT (128795.83040000126 531655.4305000007)
dieptepunten_1905.581,26,-260,dieptepunt, ,,,POINT (127618.07580000162 531935.8548999988)
dieptepunten_1905.582,26,-260,dieptepunt, ,,,POINT (126774.76520000026 532123.5397999994)
dieptepunten_1905.583,23,-230,dieptepunt, ,,,POINT (125349.60860000178 532061.9534000009)
dieptepunten_1905.584,10,-100,dieptepunt, ,,,POINT (124522.84430000186 532159.4776000008)
dieptepunten_1905.585,15,-150,dieptepunt, ,,,POINT (124049.74100000039 532735.3423999995)
dieptepunten_1905.586,26,-260,dieptepunt, ,,,POINT (124959.3863000013 532827.5603)
dieptepunten_1905.587,26,-260,dieptepunt, ,,,POINT (125807.84189999849 532720.9015000015)
dieptepunten_1905.588,31,-310,dieptepunt, ,,,POINT (127533.07250000164 532544.5559)
dieptepunten_1905.589,30,-300,dieptepunt, ,,,POINT (128410.58729999885 532656.3909999989)
dieptepunten_1905.590,30,-300,dieptepunt, ,,,POINT (128750.57119999826 534078.6752999984)
dieptepunten_1905.591,28,-280,dieptepunt, ,,,POINT (127432.57719999924 533362.0124999993)
dieptepunten_1905.592,28,-280,dieptepunt, ,,,POINT (126300.45149999857 533733.4607999995)
dieptepunten_1905.593,29,-290,dieptepunt, ,,,POINT (124756.91950000077 533809.4442000017)
dieptepunten_1905.594,22,-220,dieptepunt, ,,,POINT (123974.18919999897 533797.9948000014)
dieptepunten_1905.595,26,-260,dieptepunt, ,,,POINT (123388.94099999964 533839.4765999988)
dieptepunten_1905.596,18,-180,dieptepunt, ,,,POINT (123226.85709999874 534930.0033)
dieptepunten_1905.597,25,-250,dieptepunt, ,,,POINT (123879.24390000105 535187.2796999998)
dieptepunten_1905.598,29,-290,dieptepunt, ,,,POINT (125217.51260000095 534921.7765000015)
dieptepunten_1905.599,28,-280,dieptepunt, ,,,POINT (127146.36820000038 534280.5148999989)
dieptepunten_1905.600,28,-280,dieptepunt, ,,,POINT (127852.59019999951 534211.8772)
dieptepunten_1905.601,27,-270,dieptepunt, ,,,POINT (127534.26700000092 535338.9990999997)
dieptepunten_1905.602,29,-290,dieptepunt, ,,,POINT (127899.00710000098 536188.8187999986)
dieptepunten_1905.603,29,-290,dieptepunt, ,,,POINT (125596.98600000143 536252.0742999986)
dieptepunten_1905.604,29,-290,dieptepunt, ,,,POINT (125134.38430000097 535675.4373999983)
dieptepunten_1905.605,27,-270,dieptepunt, ,,,POINT (124487.46049999818 535390.6389000006)
dieptepunten_1905.606,21,-210,dieptepunt, ,,,POINT (123322.9739000015 536108.6488000005)
dieptepunten_1905.607,26,-260,dieptepunt, ,,,POINT (124160.25310000032 536309.7322000004)
dieptepunten_1905.608,29,-290,dieptepunt, ,,,POINT (124730.43980000168 536604.0522999987)
dieptepunten_1905.609,33,-330,dieptepunt, ,,,POINT (128308.75459999964 537464.1422000006)
dieptepunten_1905.610,32,-320,dieptepunt, ,,,POINT (126642.97540000081 536606.4173000008)
dieptepunten_1905.611,31,-310,dieptepunt, ,,,POINT (125863.77690000087 537002.5551999994)
dieptepunten_1905.612,30,-300,dieptepunt, ,,,POINT (125147.83960000053 536936.0295000002)
dieptepunten_1905.613,27,-270,dieptepunt, ,,,POINT (124044.96759999916 536954.7600000016)
dieptepunten_1905.614,29,-290,dieptepunt, ,,,POINT (124398.63870000094 537486.6400000006)
dieptepunten_1905.615,32,-320,dieptepunt, ,,,POINT (126041.78139999881 537499.8106999993)
dieptepunten_1905.616,36,-360,dieptepunt, ,,,POINT (128475.64409999922 538196.9657000005)
dieptepunten_1905.617,31,-310,dieptepunt, ,,,POINT (126220.49139999971 538051.3354999982)
dieptepunten_1905.618,29,-290,dieptepunt, ,,,POINT (124785.44249999896 538054.2201000005)
dieptepunten_1905.619,19,-190,dieptepunt, ,,,POINT (122997.95419999957 538251.0973999985)
dieptepunten_1905.620,20,-200,dieptepunt, ,,,POINT (123121.99340000004 538693.5991000012)
dieptepunten_1905.621,25,-250,dieptepunt, ,,,POINT (123924.57079999894 538785.9844000004)
dieptepunten_1905.622,26,-260,dieptepunt, ,,,POINT (124551.70729999989 538771.4697000012)
dieptepunten_1905.623,27,-270,dieptepunt, ,,,POINT (125194.33949999884 538648.3515999988)
dieptepunten_1905.624,28,-280,dieptepunt, ,,,POINT (125722.25239999965 538499.1471000016)
dieptepunten_1905.625,33,-330,dieptepunt, ,,,POINT (127661.38839999959 538800.4268999994)
dieptepunten_1905.626,31,-310,dieptepunt, ,,,POINT (127369.83469999954 539236.5980999991)
dieptepunten_1905.627,27,-270,dieptepunt, ,,,POINT (125310.40320000052 539524.8009000011)
dieptepunten_1905.628,19,-190,dieptepunt, ,,,POINT (124089.8515000008 539643.938099999)
dieptepunten_1905.629,21,-210,dieptepunt, ,,,POINT (123185.95910000056 539145.5142999999)
dieptepunten_1905.630,2,-20,dieptepunt, ,,,POINT (122564.26260000095 539142.1776)
dieptepunten_1905.631,12,-120,dieptepunt, ,,,POINT (122122.28420000151 539110.1176999994)
dieptepunten_1905.632,12,-120,dieptepunt, ,,,POINT (121748.49240000173 540009.2522)
dieptepunten_1905.633,3,-30,dieptepunt, ,,,POINT (122318.8051000014 540419.6950000003)
dieptepunten_1905.634,10,-100,dieptepunt, ,,,POINT (123097.78810000047 540358.1279999986)
dieptepunten_1905.635,14,-140,dieptepunt, ,,,POINT (123258.4552000016 539995.0447000004)
dieptepunten_1905.636,12,-120,dieptepunt, ,,,POINT (123663.82809999958 540244.4466000013)
dieptepunten_1905.637,22,-220,dieptepunt, ,,,POINT (124031.51729999855 540575.4453999996)
dieptepunten_1905.638,12,-120,dieptepunt, ,,,POINT (124474.7501000017 540824.3315999992)
dieptepunten_1905.639,18,-180,dieptepunt, ,,,POINT (124930.86169999838 540576.3460000008)
dieptepunten_1905.640,24,-240,dieptepunt, ,,,POINT (125253.92909999937 540004.3220999986)
dieptepunten_1905.641,16,-160,dieptepunt, ,,,POINT (126165.51539999992 540168.1171000004)
dieptepunten_1905.642,24,-240,dieptepunt, ,,,POINT (126921.74859999865 539926.8682999983)
dieptepunten_1905.643,29,-290,dieptepunt, ,,,POINT (127698.15879999846 540299.628899999)
dieptepunten_1905.644,31,-310,dieptepunt, ,,,POINT (128468.82930000126 541458.8526999988)
dieptepunten_1905.645,23,-230,dieptepunt, ,,,POINT (127473.07229999825 540933.5969999991)
dieptepunten_1905.646,19,-190,dieptepunt, ,,,POINT (126838.55579999834 540577.692499999)
dieptepunten_1905.647,22,-220,dieptepunt, ,,,POINT (126645.45760000125 541084.9453000017)
dieptepunten_1905.648,16,-160,dieptepunt, ,,,POINT (125136.18189999834 541125.3671000004)
dieptepunten_1905.649,15,-150,dieptepunt, ,,,POINT (124143.88439999893 541865.6981999986)
dieptepunten_1905.650,43,-430,dieptepunt, ,,,POINT (123452.01069999859 542693.5351000018)
dieptepunten_1905.651,29,-290,dieptepunt, ,,,POINT (123824.28280000016 542987.814199999)
dieptepunten_1905.652,10,-100,dieptepunt, ,,,POINT (124303.27670000121 542938.2193999998)
dieptepunten_1905.653,16,-160,dieptepunt, ,,,POINT (125624.93250000104 542601.3949999996)
dieptepunten_1905.654,5,-50,dieptepunt, ,,,POINT (125091.31329999864 541784.7166000009)
dieptepunten_1905.655,13,-130,dieptepunt,Waarde afgelezen van originele kaart,,,POINT (127345.41690000147 542343.3071000017)
dieptepunten_1905.656,22,-220,dieptepunt, ,,,POINT (127501.90249999985 542080.2148999982)
dieptepunten_1905.657,27,-270,dieptepunt, ,,,POINT (128195.3936999999 542246.5478000008)
dieptepunten_1905.658,27,-270,dieptepunt, ,,,POINT (128400.55260000005 542813.9866999984)
dieptepunten_1905.659,15,-150,dieptepunt, ,,,POINT (127987.36549999937 543024.6680000015)
dieptepunten_1905.660,16,-160,dieptepunt,Waarde afgelezen van originele kaart,,,POINT (124571.59079999849 542303.9497000016)
dieptepunten_1905.661,30,-300,dieptepunt, ,,,POINT (128736.54699999839 542441.3869000003)
dieptepunten_1905.662,30,-300,dieptepunt, ,,,POINT (128823.59360000119 543343.8191)
dieptepunten_1905.663,18,-180,dieptepunt, ,,,POINT (128679.12409999967 543832.3940999992)
dieptepunten_1905.664,12,-120,dieptepunt, ,,,POINT (125035.27950000018 543265.5430000015)
dieptepunten_1905.665,29,-290,dieptepunt, ,,,POINT (123408.47789999843 543533.2468000017)
dieptepunten_1905.666,156,-1560,dieptepunt, ,,,POINT (122851.21550000086 543258.8608999997)
dieptepunten_1905.667,8,-80,dieptepunt, ,,,POINT (121642.42650000006 543261.8847999983)
dieptepunten_1905.668,10,-100,dieptepunt, ,,,POINT (121465.41279999912 543642.6832000017)
dieptepunten_1905.669,95,-950,dieptepunt, ,,,POINT (122049.11019999906 543817.2567999996)
dieptepunten_1905.670,40,-400,dieptepunt, ,,,POINT (122361.72100000083 544157.055300001)
dieptepunten_1905.671,111,-1110,dieptepunt, ,,,POINT (121890.81969999894 544549.7829000019)
dieptepunten_1905.672,48,-480,dieptepunt, ,,,POINT (122608.1409999989 545183.4043999985)
dieptepunten_1905.673,112,-1120,dieptepunt, ,,,POINT (121887.9525000006 545713.9147000015)
dieptepunten_1905.674,26,-260,dieptepunt, ,,,POINT (122405.10269999877 545744.8907000013)
dieptepunten_1905.675,35,-350,dieptepunt, ,,,POINT (122653.00140000135 546193.6909999996)
dieptepunten_1905.676,19,-190,dieptepunt, ,,,POINT (123333.38899999857 546205.2668000013)
dieptepunten_1905.677,2,-20,dieptepunt, ,,,POINT (123884.98350000009 546488.9505999982)
dieptepunten_1905.678,20,-200,dieptepunt, ,,,POINT (123528.79019999877 546961.492800001)
dieptepunten_1905.679,39,-390,dieptepunt, ,,,POINT (122837.35979999974 546913.8528000005)
dieptepunten_1905.680,58,-580,dieptepunt, ,,,POINT (122404.68140000105 547297.0428000018)
dieptepunten_1905.681,110,-1100,dieptepunt, ,,,POINT (122845.39200000092 548132.0078000017)
dieptepunten_1905.682,33,-330,dieptepunt, ,,,POINT (129371.15769999847 543710.4371999986)
dieptepunten_1905.683,27,-270,dieptepunt, ,,,POINT (130002.80539999902 544492.0989000015)
dieptepunten_1905.684,20,-200,dieptepunt, ,,,POINT (130848.98319999874 546789.3487000018)
dieptepunten_1905.685,24,-240,dieptepunt, ,,,POINT (131745.38720000163 547163.8414000012)
dieptepunten_1905.686,30,-300,dieptepunt, ,,,POINT (131074.41530000046 546002.9070000015)
dieptepunten_1905.687,34,-340,dieptepunt, ,,,POINT (131680.61300000176 546090.1768999994)
dieptepunten_1905.688,35,-350,dieptepunt,Waarde afgelezen van originele kaart,,,POINT (132547.68140000105 547187.2028999999)
dieptepunten_1905.689,20,-200,dieptepunt, ,,,POINT (133366.36789999902 547138.7016999982)
dieptepunten_1905.690,41,-410,dieptepunt, ,,,POINT (135354.83359999955 547195.2536000013)
dieptepunten_1905.691,25,-250,dieptepunt, ,,,POINT (134692.307599999 546728.1504000016)
dieptepunten_1905.692,32,-320,dieptepunt, ,,,POINT (134134.2650000006 546513.3869000003)
dieptepunten_1905.693,29,-290,dieptepunt, ,,,POINT (133270.4902999997 546336.0018999986)
dieptepunten_1905.694,37,-370,dieptepunt, ,,,POINT (132637.36290000007 546419.7861000001)
dieptepunten_1905.695,23,-230,dieptepunt, ,,,POINT (134327.6699000001 545538.2254999988)
dieptepunten_1905.696,30,-300,dieptepunt, ,,,POINT (132770.72610000148 545643.0852000006)
dieptepunten_1905.697,38,-380,dieptepunt, ,,,POINT (130365.49960000068 543921.2296999991)
dieptepunten_1905.698,35,-350,dieptepunt, ,,,POINT (130646.51379999891 544434.3416999988)
dieptepunten_1905.699,32,-320,dieptepunt, ,,,POINT (131194.33999999985 544819.7507999986)
dieptepunten_1905.700,31,-310,dieptepunt, ,,,POINT (131687.0417000018 545097.2256000005)
dieptepunten_1905.701,29,-290,dieptepunt, ,,,POINT (132130.20479999855 545284.7696000002)
dieptepunten_1905.702,28,-280,dieptepunt, ,,,POINT (133549.9946999997 545116.6359999999)
dieptepunten_1905.703,36,-360,dieptepunt, ,,,POINT (129926.55380000174 540510.2155000009)
dieptepunten_1905.704,36,-360,dieptepunt, ,,,POINT (129864.39389999956 541124.674899999)
dieptepunten_1905.705,36,-360,dieptepunt, ,,,POINT (129775.79740000144 541883.8172999993)
dieptepunten_1905.706,35,-350,dieptepunt, ,,,POINT (130592.878800001 542475.3586000018)
dieptepunten_1905.707,36,-360,dieptepunt, ,,,POINT (131186.28680000082 543140.5782000013)
dieptepunten_1905.708,35,-350,dieptepunt, ,,,POINT (131724.69469999894 543770.0324999988)
dieptepunten_1905.709,32,-320,dieptepunt, ,,,POINT (132039.0535000004 544427.6228)
dieptepunten_1905.710,32,-320,dieptepunt, ,,,POINT (132624.94330000132 544732.0425999984)
dieptepunten_1905.711,20,-200,dieptepunt, ,,,POINT (135231.5711000003 544407.246199999)
dieptepunten_1905.712,23,-230,dieptepunt, ,,,POINT (134585.97190000117 544300.9354999997)
dieptepunten_1905.713,27,-270,dieptepunt, ,,,POINT (133995.2324000001 544257.7120000012)
dieptepunten_1905.714,24,-240,dieptepunt, ,,,POINT (134724.92920000106 543271.5302999988)
dieptepunten_1905.715,31,-310,dieptepunt, ,,,POINT (133727.78869999945 542832.5476999991)
dieptepunten_1905.716,30,-300,dieptepunt, ,,,POINT (132833.24130000174 543530.7021999992)
dieptepunten_1905.717,20,-200,dieptepunt, ,,,POINT (134831.56500000134 542332.443)
dieptepunten_1905.718,33,-330,dieptepunt, ,,,POINT (133545.34369999915 542282.5971999988)
dieptepunten_1905.719,34,-340,dieptepunt, ,,,POINT (132439.03299999982 542042.877799999)
dieptepunten_1905.720,31,-310,dieptepunt, ,,,POINT (131942.066300001 542252.4655000009)
dieptepunten_1905.721,37,-370,dieptepunt, ,,,POINT (131699.8002000004 541883.3636999987)
dieptepunten_1905.722,37,-370,dieptepunt, ,,,POINT (130797.70589999855 541914.5326999985)
dieptepunten_1905.723,36,-360,dieptepunt, ,,,POINT (131055.05449999869 540847.9701999985)
dieptepunten_1905.724,39,-390,dieptepunt, ,,,POINT (131759.64330000058 540465.9767000005)
dieptepunten_1905.725,34,-340,dieptepunt, ,,,POINT (132466.15569999814 540490.3330000006)
dieptepunten_1905.726,33,-330,dieptepunt, ,,,POINT (133261.0346999988 540740.1240000017)
dieptepunten_1905.727,33,-330,dieptepunt, ,,,POINT (133852.90210000053 540891.4655999988)
dieptepunten_1905.728,30,-300,dieptepunt, ,,,POINT (134554.061999999 540979.3222000003)
dieptepunten_1905.729,36,-360,dieptepunt, ,,,POINT (128798.24659999833 540011.2577)
dieptepunten_1905.730,36,-360,dieptepunt, ,,,POINT (128869.05970000103 539125.3636000007)
dieptepunten_1905.731,39,-390,dieptepunt, ,,,POINT (129994.62159999833 539949.9948999994)
dieptepunten_1905.732,37,-370,dieptepunt, ,,,POINT (129882.18329999968 539372.6605999991)
dieptepunten_1905.733,36,-360,dieptepunt, ,,,POINT (129926.43450000137 538079.6403999999)
dieptepunten_1905.734,35,-350,dieptepunt, ,,,POINT (130213.51749999821 537098.8363000005)
dieptepunten_1905.735,37,-370,dieptepunt, ,,,POINT (130723.16690000147 540082.0795999989)
dieptepunten_1905.736,37,-370,dieptepunt, ,,,POINT (131120.28429999948 539412.5012999997)
dieptepunten_1905.737,37,-370,dieptepunt, ,,,POINT (131703.84809999913 538524.6042999998)
dieptepunten_1905.738,40,-400,dieptepunt, ,,,POINT (132091.46330000088 539841.873300001)
dieptepunten_1905.739,37,-370,dieptepunt, ,,,POINT (132342.0075000003 539389.5401999988)
dieptepunten_1905.740,40,-400,dieptepunt, ,,,POINT (132255.52809999883 537805.8500000015)
dieptepunten_1905.741,39,-390,dieptepunt, ,,,POINT (132708.15089999884 536951.0269999988)
dieptepunten_1905.742,40,-400,dieptepunt, ,,,POINT (133389.92660000175 537619.8531999998)
dieptepunten_1905.743,37,-370,dieptepunt, ,,,POINT (133107.11569999903 538554.9294999987)
dieptepunten_1905.744,36,-360,dieptepunt, ,,,POINT (134070.1790000014 540258.7954000011)
dieptepunten_1905.745,39,-390,dieptepunt, ,,,POINT (134046.77800000086 539672.0592)
dieptepunten_1905.746,40,-400,dieptepunt, ,,,POINT (132899.73669999838 538944.7923999988)
dieptepunten_1905.747,41,-410,dieptepunt, ,,,POINT (134007.1042000018 539085.2129999995)
dieptepunten_1905.748,42,-420,dieptepunt, ,,,POINT (133890.71269999817 538443.2239000015)
dieptepunten_1905.749,32,-320,dieptepunt, ,,,POINT (135262.80310000107 539460.1695999987)
dieptepunten_1905.750,40,-400,dieptepunt, ,,,POINT (134689.93250000104 537896.5139000006)
dieptepunten_1905.751,44,-440,dieptepunt, ,,,POINT (134314.7399000004 536881.2419999987)
dieptepunten_1905.752,5,-50,dieptepunt, ,,,POINT (131756.77919999883 548544.322900001)
dieptepunten_1905.753,11,-110,dieptepunt, ,,,POINT (132152.56689999998 547973.9979000017)
dieptepunten_1905.754,39,-390,dieptepunt, ,,,POINT (133074.55860000104 547924.8024000004)
dieptepunten_1905.755,40,-400,dieptepunt, ,,,POINT (133546.6046999991 548635.5659000017)
dieptepunten_1905.756,31,-310,dieptepunt, ,,,POINT (133510.42220000178 549185.9274999984)
dieptepunten_1905.757,15,-150,dieptepunt, ,,,POINT (133898.9365000017 547939.6545000002)
dieptepunten_1905.758,19,-190,dieptepunt, ,,,POINT (134621.95219999924 548586.6576000005)
dieptepunten_1905.759,10,-100,dieptepunt, ,,,POINT (134428.61789999902 549534.2949000001)
dieptepunten_1905.760,10,-100,dieptepunt, ,,,POINT (134141.6264999993 550184.6184)
dieptepunten_1905.761,5,-50,dieptepunt, ,,,POINT (132938.1992000006 550793.6904999986)
dieptepunten_1905.762,37,-370,dieptepunt, ,,,POINT (133964.1955000013 550924.7256000005)
dieptepunten_1905.763,10,-100,dieptepunt, ,,,POINT (134315.16840000078 551446.3379000016)
dieptepunten_1905.764,39,-390,dieptepunt, ,,,POINT (134687.51269999892 551877.6160000004)
dieptepunten_1905.765,31,-310,dieptepunt, ,,,POINT (134738.2740000002 550723.4517999999)
dieptepunten_1905.766,21,-210,dieptepunt,Slecht leesbaar,,,POINT (134979.68400000036 551137.2773000002)
dieptepunten_1905.767,57,-570,dieptepunt, ,,,POINT (135422.40839999914 549648.1519000009)
dieptepunten_1905.768,26,-260,dieptepunt, ,,,POINT (135655.8302000016 551026.6402000003)
dieptepunten_1905.769,51,-510,dieptepunt, ,,,POINT (135327.07699999958 552361.8082000017)
dieptepunten_1905.770,58,-580,dieptepunt, ,,,POINT (136225.04520000145 551700.5064999983)
dieptepunten_1905.771,67,-670,dieptepunt, ,,,POINT (136517.60660000145 550951.5262999982)
dieptepunten_1905.772,60,-600,dieptepunt, ,,,POINT (136754.90469999984 549905.3438999988)
dieptepunten_1905.773,30,-300,dieptepunt, ,,,POINT (135255.55270000175 548656.7611999996)
dieptepunten_1905.774,54,-540,dieptepunt, ,,,POINT (135915.56060000136 548429.2837000005)
dieptepunten_1905.775,32,-320,dieptepunt, ,,,POINT (135724.3925999999 546535.6020000018)
dieptepunten_1905.776,41,-410,dieptepunt, ,,,POINT (135422.78830000013 546175.5672000013)
dieptepunten_1905.777,47,-470,dieptepunt, ,,,POINT (137369.33549999818 551245.939100001)
dieptepunten_1905.778,42,-420,dieptepunt, ,,,POINT (135988.60770000145 553016.9041000009)
dieptepunten_1905.779,50,-500,dieptepunt, ,,,POINT (136876.57690000162 552770.0718999989)
dieptepunten_1905.780,69,-690,dieptepunt, ,,,POINT (135421.61419999972 553001.2404000014)
dieptepunten_1905.781,59,-590,dieptepunt, ,,,POINT (137019.32299999893 548732.743999999)
