AreaManagerId,AreaId,StartOfPeriod,Days,EnterFrom,EnterUntil,EndOfPeriod
268,268_KELFKB,20141001000000,ZATERDAG,700,2400,
268,268_KELFKB,20141001000000,DINSDAG,700,2400,
268,268_MARBUR,20141001000000,DONDERDAG,700,2400,
268,268_KELFKB,20141001000000,ZONDAG,0,400,
268,268_MOLPDK,20141001000000,DONDERDAG,700,2400,
268,268_MOLPDK,20141001000000,ZATERDAG,700,2400,
268,268_KELFKB,20141001000000,MAANDAG,700,2400,
268,268_MARBUR,20141001000000,ZATERDAG,700,2400,
268,268_EIERM,20141001000000,MAANDAG,700,2400,
268,268_KEIZK,20141001000000,MAANDAG,500,2400,
268,268_MOLPDK,20141001000000,VRIJDAG,0,400,
268,268_KEIZK,20141001000000,ZATERDAG,545,2400,
268,268_MARBUR,20141001000000,VRIJDAG,0,400,
268,268_MARBUR,20141001000000,VRIJDAG,700,2400,
268,268_MOLPDK,20141001000000,WOENSDAG,700,2400,
268,268_KELFKB,20141001000000,VRIJDAG,0,400,
268,268_MARBUR,20141001000000,MAANDAG,700,2400,
268,268_EIERM,20141001000000,VRIJDAG,700,2400,
268,268_MOLPDK,20141001000000,VRIJDAG,700,2400,
268,268_EIERM,20141001000000,VRIJDAG,0,400,
268,268_MARBUR,20141001000000,ZATERDAG,0,400,
268,268_KELFKB,20141001000000,MAANDAG,0,400,
268,268_KEIZK,20141001000000,ZONDAG,0,400,
268,268_KEIZK,20141001000000,VRIJDAG,0,400,
268,268_KEIZK,20141001000000,DONDERDAG,500,2400,
268,268_EIERM,20141001000000,ZATERDAG,0,400,
268,268_KELFKB,20141001000000,ZATERDAG,0,400,
268,268_MOLPDK,20141001000000,MAANDAG,0,400,
268,268_KEIZK,20141001000000,DINSDAG,0,400,
268,268_EIERM,20141001000000,MAANDAG,0,400,
268,268_EIERM,20141001000000,ZATERDAG,700,2400,
268,268_KEIZK,20141001000000,MAANDAG,0,400,
268,268_MARBUR,20141001000000,ZONDAG,0,400,
268,268_EIERM,20141001000000,DINSDAG,700,2400,
268,268_KEIZK,20141001000000,DINSDAG,500,2400,
268,268_MARBUR,20141001000000,MAANDAG,0,400,
268,268_MOLPDK,20141001000000,ZONDAG,0,400,
268,268_EIERM,20141001000000,WOENSDAG,700,2400,
268,268_KELFKB,20141001000000,DONDERDAG,700,2400,
268,268_KEIZK,20141001000000,ZATERDAG,0,400,
268,268_MARBUR,20141001000000,WOENSDAG,700,2400,
268,268_KEIZK,20141001000000,WOENSDAG,0,400,
268,268_EIERM,20141001000000,DONDERDAG,700,2400,
268,268_KEIZK,20141001000000,DONDERDAG,0,400,
268,268_KEIZK,20141001000000,VRIJDAG,500,2400,
268,268_KEIZK,20141001000000,ZONDAG,645,2400,
268,268_KELFKB,20141001000000,WOENSDAG,700,2400,
268,268_MOLPDK,20141001000000,ZONDAG,1000,2400,
268,268_MOLPDK,20141001000000,ZATERDAG,0,400,
268,268_MARBUR,20141001000000,DINSDAG,700,2400,
268,268_MOLPDK,20141001000000,DINSDAG,700,2400,
268,268_KELFKB,20141001000000,ZONDAG,1000,2400,
268,268_KELFKB,20141001000000,VRIJDAG,700,2400,
268,268_KEIZK,20141001000000,WOENSDAG,500,2400,
268,268_MOLPDK,20141001000000,MAANDAG,700,2400,
268,268_KELFKB,20141001000000,WOENSDAG,0,400,
268,268_KELFKB,20141001000000,DONDERDAG,0,400,
268,268_KELFKB,20141001000000,DINSDAG,0,400,
772,772_BBA,20160225121404,MAANDAG,1800,2400,
1674,1674_ROSE,20160301161757,DINSDAG,745,1900,
794,794_BOSC,20160225092356,DONDERDAG,0,100,
748,748_ACHT,20160224124453,DINSDAG,0,2400,
794,794_BOSC,20160225092356,VRIJDAG,0,100,
1916,1916_CORB,20160302102049,DONDERDAG,700,2200,
1916,1916_CORB,20160302102049,DINSDAG,700,2200,
1674,1674_MLHL,20160301161605,MAANDAG,800,1830,
748,748_PARA,20160224145912,DINSDAG,0,2400,
