FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,shape_le_1,se_anno_cad_data,gdb_geomattr_data,shape
trend_2016_100.235,400540,4,540,570,729.03,159.03,-1.78,>2026,- - - - - -,3,755.99994251,755.99994251,,,"POLYGON ((142879.95389999822 601467.8898000009, 142940.83350000158 601300.624499999, 142752.8949000016 601232.2204999998, 142692.01529999822 601399.4858000018, 142879.95389999822 601467.8898000009))"
trend_2016_100.236,400560,4,560,595,718.78,123.78,-1.28,>2026,- - - - - -,3,655.99984605,655.99984605,,,"POLYGON ((143068.9534999989 601534.8894999996, 143112.73209999874 601414.6088999994, 142924.79349999875 601346.2049000002, 142881.01509999856 601466.4855000004, 143068.9534999989 601534.8894999996))"
trend_2016_100.237,400580,4,580,625,701.3,76.3,-2.17,>2026,- - - - - -,3,833.99957229,833.99957229,,,"POLYGON ((143256.95380000025 601601.8892999999, 143331.17210000008 601397.9761000015, 143143.23380000144 601329.5720999986, 143069.01529999822 601533.4853000008, 143256.95380000025 601601.8892999999))"
trend_2016_100.238,400600,4,600,690,695.86,5.86,-0.85,2022,- - - - - -,3,570.00035892,570.00035892,,,"POLYGON ((143451.95380000025 601669.8898000009, 143481.02529999986 601590.0157999992, 143293.08680000156 601521.6118000001, 143264.01509999856 601601.4858000018, 143451.95380000025 601669.8898000009))"
trend_2016_100.239,400620,4,620,690,673.87,-16.13,-4.34,-,- - - - - -,4,1268.00017699,1268.00017699,,,"POLYGON ((143639.95389999822 601736.8894999996, 143788.39079999924 601329.0628999993, 143600.45210000128 601260.6589000002, 143452.01529999822 601668.4855000004, 143639.95389999822 601736.8894999996))"
trend_2016_100.240,400640,4,640,720,665.59,-54.41,-6.52,-,- - - - - -,4,1703.9999547,1703.9999547,,,"POLYGON ((143828.9534999989 601802.8898999989, 144051.95080000162 601190.2102999985, 143864.01209999993 601121.8062999994, 143641.01509999856 601734.4858999997, 143828.9534999989 601802.8898999989))"
trend_2016_100.241,400660,4,660,730,652.01,-77.99,-8.64,-,- - - - - -,4,2127.99999607,2127.99999607,,,"POLYGON ((144017.95380000025 601869.8898000009, 144313.45910000056 601057.9952999987, 144125.5207999982 600989.5912999995, 143830.01509999856 601801.4858000018, 144017.95380000025 601869.8898000009))"
trend_2016_100.242,400680,4,680,735,646.77,-88.23,-10.57,-,- - - - - -,4,2513.99994971,2513.99994971,,,"POLYGON ((144205.9534999989 601935.8894999996, 144567.46880000085 600942.634300001, 144379.53029999882 600874.2303000018, 144018.01509999856 601867.4855000004, 144205.9534999989 601935.8894999996))"
trend_2016_100.243,400700,4,700,755,645.34,-109.66,-11.39,-,- - - - - -,4,2678.00032841,2678.00032841,,,"POLYGON ((144399.95389999822 602004.8898000009, 144789.5148999989 600934.5797999986, 144601.5762999989 600866.1757999994, 144212.01529999822 601936.4858000018, 144399.95389999822 602004.8898000009))"
trend_2016_100.244,400720,4,720,750,647.01,-102.99,-10.77,-,- - - - - -,4,2554.00028678,2554.00028678,,,"POLYGON ((144603.98950000107 602075.0571000017, 144954.62629999965 601056.7335000001, 144765.5225000009 600991.6198999994, 144414.88580000028 602009.943500001, 144603.98950000107 602075.0571000017))"
trend_2016_100.245,400740,4,740,720,646.93,-73.07,-9.15,-,- - - - - -,4,2229.99992088,2229.99992088,,,"POLYGON ((144792.9897999987 602141.0568999983, 145090.88450000063 601275.9074999988, 144901.78079999983 601210.7939000018, 144603.88589999825 602075.9433000013, 144792.9897999987 602141.0568999983))"
trend_2016_100.246,400760,4,760,645,645.74,0.74,-7.5,-,- - - - - -,3,1899.99973798,1899.99973798,,,"POLYGON ((144980.9893000014 602208.0568000004, 145225.16530000046 601498.9178999998, 145036.06179999933 601433.8040999994, 144791.88580000028 602142.9431000017, 144980.9893000014 602208.0568000004))"
trend_2016_100.247,400780,4,780,595,641.38,46.38,-4.52,2026,- - - - - -,3,1304.00015433,1304.00015433,,,"POLYGON ((145169.98950000107 602274.0568000004, 145317.1462999992 601846.6823000014, 145128.04250000045 601781.5687999986, 144980.88580000028 602208.9431000017, 145169.98950000107 602274.0568000004))"
trend_2016_100.248,400800,4,800,545,630.97,85.97,-2.79,>2026,- - - - - -,3,957.99976729,957.99976729,,,"POLYGON ((145349.9534999989 602339.8898000009, 145445.3770999983 602077.7155000009, 145257.4384999983 602009.3115000017, 145162.01509999856 602271.4858000018, 145349.9534999989 602339.8898000009))"
trend_2016_100.249,400820,4,820,510,629.52,119.52,-0.02,>2026,- - - - - -,3,404.00015487,404.00015487,,,"POLYGON ((145554.98950000107 602410.0568000004, 145555.6405000016 602408.1658000015, 145366.53689999878 602343.0518999994, 145365.88580000028 602344.9431000017, 145554.98950000107 602410.0568000004))"
trend_2016_100.250,400840,4,840,480,615.32,135.32,0.41,-,- - - - - -,1,482.00009286,482.00009286,,,"POLYGON ((145539.01529999822 602404.4855000004, 145524.9924999997 602443.0128999986, 145712.9310999997 602511.4169000015, 145726.95389999822 602472.8894999996, 145539.01529999822 602404.4855000004))"
trend_2016_100.251,400860,4,860,445,583.77,138.77,-0.18,>2026,- - - - - -,3,436.00009064,436.00009064,,,"POLYGON ((145914.95380000025 602539.8898000009, 145921.1101000011 602522.9752999991, 145733.1715000011 602454.5713, 145727.01509999856 602471.4858000018, 145914.95380000025 602539.8898000009))"
trend_2016_100.252,400880,4,880,445,566.37,121.37,-2.22,>2026,- - - - - -,3,844.00006266,844.00006266,,,"POLYGON ((146103.95389999822 602605.8898000009, 146179.88230000064 602397.2778999992, 145991.9439000003 602328.8739, 145916.01529999822 602537.4858000018, 146103.95389999822 602605.8898000009))"
trend_2016_100.253,400900,4,900,430,562.3,132.3,-1.05,>2026,- - - - - -,3,610.00030793,610.00030793,,,"POLYGON ((146297.95380000025 602674.8898999989, 146333.8658999987 602576.2221000008, 146145.9272999987 602507.8181000017, 146110.01509999856 602606.4858999997, 146297.95380000025 602674.8898999989))"
trend_2016_100.254,400920,4,920,440,559.02,119.02,0.98,-,- - - - - -,1,595.99972453,595.99972453,,,"POLYGON ((146299.01529999822 602672.4858000018, 146265.49749999866 602764.5755000003, 146453.435899999 602832.9794999994, 146486.95389999822 602740.8898000009, 146299.01529999822 602672.4858000018))"
trend_2016_100.255,400940,4,940,450,535.25,85.25,-0.54,>2026,- - - - - -,3,508.00006848,508.00006848,,,"POLYGON ((146675.95380000025 602807.8894999996, 146694.42280000076 602757.1460999995, 146506.48409999907 602688.7421000004, 146488.01509999856 602739.4855000004, 146675.95380000025 602807.8894999996))"
trend_2016_100.256,400960,4,960,440,517.07,77.07,-0.77,>2026,- - - - - -,3,554.00022716,554.00022716,,,"POLYGON ((146863.95389999822 602874.8898999989, 146890.28950000182 602802.5335000008, 146702.35090000182 602734.1295000017, 146676.01529999822 602806.4858999997, 146863.95389999822 602874.8898999989))"
trend_2016_100.257,400980,4,980,430,502.38,72.38,-0.43,>2026,- - - - - -,3,485.99971124,485.99971124,,,"POLYGON ((147052.9534999989 602940.8898000009, 147067.6603000015 602900.4829000011, 146879.72190000117 602832.0788999982, 146865.01509999856 602872.4858000018, 147052.9534999989 602940.8898000009))"
trend_2016_100.258,401000,4,1000,420,495.51,75.51,1.42,-,- - - - - -,1,683.99976645,683.99976645,,,"POLYGON ((147061.01529999822 602941.4853000008, 147012.44849999994 603074.9217999987, 147200.38690000027 603143.3258000016, 147248.95380000025 603009.8892999999, 147061.01529999822 602941.4853000008))"
trend_2016_100.259,401020,4,1020,400,473.81,73.81,0.31,-,- - - - - -,1,461.99980037,461.99980037,,,"POLYGON ((147249.01509999856 603008.4858000018, 147238.41230000183 603037.6160999984, 147426.35090000182 603106.0201000012, 147436.9534999989 603076.8898000009, 147249.01509999856 603008.4858000018))"
trend_2016_100.260,401040,4,1040,380,455.22,75.22,0.25,-,- - - - - -,1,450.00004821,450.00004821,,,"POLYGON ((147438.01509999856 603074.4855000004, 147429.4648000002 603097.9778999984, 147617.40309999883 603166.3819000013, 147625.95380000025 603142.8894999996, 147438.01509999856 603074.4855000004))"
trend_2016_100.261,401060,4,1060,370,440.61,70.61,1.17,-,- - - - - -,1,634.00014585,634.00014585,,,"POLYGON ((147627.01529999822 603141.4853000008, 147586.99909999967 603251.429299999, 147774.9375 603319.8335000016, 147814.95389999822 603209.8892999999, 147627.01529999822 603141.4853000008))"
trend_2016_100.262,300140,3,140,94,135.49,41.49,-7.07,2021,- - - - - -,3,1814.00006111,1814.00006111,,,"POLYGON ((169082.09950000048 607036.8143000007, 169788.6689000018 607012.1402999982, 169781.68890000135 606812.2620999999, 169075.11980000138 606836.9360999987, 169082.09950000048 607036.8143000007))"
trend_2016_100.263,300200,3,200,165,138.63,-26.37,-6.9,-,- - - - - -,4,1780,1780,,,"POLYGON ((169083.9998999983 607162.0003000014, 169773.9998999983 607162.0003000014, 169773.9998999983 606962.0003000014, 169083.9998999983 606962.0003000014, 169083.9998999983 607162.0003000014))"
trend_2016_100.264,301200,3,1200,-30,96.53,126.53,10.5,-,- - - - - -,1,2499.99999828,2499.99999828,,,"POLYGON ((179489.22410000116 609405.4721000008, 179397.71079999954 610451.4767999984, 179596.94949999824 610468.9078000002, 179688.46310000122 609422.9032999985, 179489.22410000116 609405.4721000008))"
trend_2016_100.265,301220,3,1220,-25,69.63,94.63,8.56,-,- - - - - -,1,2111.99994284,2111.99994284,,,"POLYGON ((179706.49379999936 609425.5868000016, 179646.78229999915 610279.5014999993, 179846.29509999976 610293.4528999999, 179906.00649999827 609439.5381000005, 179706.49379999936 609425.5868000016))"
trend_2016_100.266,301240,3,1240,-34,54.53,88.53,6.87,-,- - - - - -,1,1773.99984638,1773.99984638,,,"POLYGON ((179904.49390000105 609442.5872999988, 179856.5711000003 610127.9138000011, 180056.0839000009 610141.8649000004, 180104.00679999962 609456.5384999998, 179904.49390000105 609442.5872999988))"
trend_2016_100.267,301260,3,1260,-25,41.8,66.8,5.04,-,- - - - - -,1,1408.00006763,1408.00006763,,,"POLYGON ((180105.49379999936 609459.5870999992, 180070.3365000002 609962.3592999987, 180269.84930000082 609976.310800001, 180305.00649999827 609473.5383000001, 180105.49379999936 609459.5870999992))"
trend_2016_100.268,301280,3,1280,-31,28.73,59.73,4.98,-,- - - - - -,1,1395.99993663,1395.99993663,,,"POLYGON ((180284.22450000048 609473.4719000012, 180240.82090000063 609969.5769000016, 180440.0599000007 609987.0078999996, 180483.46350000054 609490.9030999988, 180284.22450000048 609473.4719000012))"
trend_2016_100.269,301300,3,1300,-38,34.82,72.82,8.61,-,- - - - - -,1,2122.0000745,2122.0000745,,,"POLYGON ((180483.22450000048 609490.4719000012, 180408.18349999934 610348.1955000013, 180607.4224999994 610365.6268000007, 180682.46350000054 609507.9030999988, 180483.22450000048 609490.4719000012))"
trend_2016_100.270,301320,3,1320,-34,33.46,67.46,8.89,-,- - - - - -,1,2178.00005899,2178.00005899,,,"POLYGON ((180700.49350000173 609510.5868999995, 180638.4800999984 610397.4213000014, 180837.99289999902 610411.3728, 180900.0062999986 609524.5381000005, 180700.49350000173 609510.5868999995))"
trend_2016_100.271,301340,3,1340,-34,26.1,60.1,8.36,-,- - - - - -,1,2072.00009373,2072.00009373,,,"POLYGON ((180899.49379999936 609527.5868999995, 180841.1772999987 610361.5505000018, 181040.6900999993 610375.5018000007, 181099.00649999827 609541.5381000005, 180899.49379999936 609527.5868999995))"
trend_2016_100.272,301360,3,1360,-41,20.95,61.95,6.65,-,- - - - - -,1,1729.99989798,1729.99989798,,,"POLYGON ((181082.22450000048 609541.4721000008, 181024.2661000006 610203.9417999983, 181223.504900001 610221.3728, 181281.46350000054 609558.9032999985, 181082.22450000048 609541.4721000008))"
trend_2016_100.273,301380,3,1380,-33,7.15,40.15,1.77,-,- - - - - -,1,753.99994793,753.99994793,,,"POLYGON ((181280.22430000082 609558.4721000008, 181264.79780000076 609734.7985000014, 181464.03680000082 609752.2298000008, 181479.46330000088 609575.9032999985, 181280.22430000082 609558.4721000008))"
trend_2016_100.274,301400,3,1400,-33,-10.5,22.5,-1.49,>2026,- - - - - -,3,698.00003976,698.00003976,,,"POLYGON ((181680.46310000122 609592.9030999988, 181693.44929999858 609444.4701000005, 181494.21029999852 609427.0388999991, 181481.22410000116 609575.4719000012, 181680.46310000122 609592.9030999988))"
trend_2016_100.275,301420,3,1420,-32,-14.34,17.66,-3.38,2021,- - - - - -,3,1075.99992429,1075.99992429,,,"POLYGON ((181898.00649999827 609609.5383000001, 181921.58430000022 609272.3618000001, 181722.0714999996 609258.4105000012, 181698.49379999936 609595.5870999992, 181898.00649999827 609609.5383000001))"
trend_2016_100.276,301440,3,1440,-35,-16.19,18.81,-6.27,2018,- - - - - -,3,1653.99988562,1653.99988562,,,"POLYGON ((182101.0062999986 609626.5383000001, 182144.74379999936 609001.0658, 181945.23090000078 608987.1145000011, 181901.49350000173 609612.5870999992, 182101.0062999986 609626.5383000001))"
trend_2016_100.277,301460,3,1460,-39,-14.85,24.15,-6.63,2019,- - - - - -,3,1726.00007667,1726.00007667,,,"POLYGON ((182296.00679999962 609643.5383000001, 182342.25510000065 608982.1532999985, 182142.74230000004 608968.2021000013, 182096.49390000105 609629.5870999992, 182296.00679999962 609643.5383000001))"
trend_2016_100.278,301480,3,1480,-28,-9.95,18.05,-6.08,2018,- - - - - -,3,1616.00022456,1616.00022456,,,"POLYGON ((182477.46330000088 609660.9034999982, 182530.4541000016 609055.2170999981, 182331.21510000154 609037.7859000005, 182278.22430000082 609643.4723000005, 182477.46330000088 609660.9034999982))"
trend_2016_100.279,301500,3,1500,-24,-17.68,6.32,-10.31,-,- - - - - -,3,2461.99985405,2461.99985405,,,"POLYGON ((182678.46330000088 609677.9032999985, 182768.32079999894 608650.8264999986, 182569.08190000057 608633.3955000006, 182479.22430000082 609660.4721000008, 182678.46330000088 609677.9032999985))"
trend_2016_100.280,301520,3,1520,-22,-6.23,15.77,-10.1,2017,- - - - - -,3,2419.99985729,2419.99985729,,,"POLYGON ((182896.00679999962 609694.5381000005, 182966.46079999954 608686.9985000007, 182766.94790000096 608673.0471000001, 182696.49390000105 609680.5868000016, 182896.00679999962 609694.5381000005))"
trend_2016_100.281,301540,3,1540,-12,-7.38,4.62,-12.88,-,- - - - - -,3,2976.00024721,2976.00024721,,,"POLYGON ((183076.46350000054 609711.9032999985, 183188.7201000005 608428.8044999987, 182989.48110000044 608411.373300001, 182877.22450000048 609694.4721000008, 183076.46350000054 609711.9032999985))"
trend_2016_100.282,301560,3,1560,-9,13.71,22.71,-7.89,2018,- - - - - -,3,1978.00006877,1978.00006877,,,"POLYGON ((183294.0062999986 609728.5384999998, 183349.04410000145 608941.4604999982, 183149.53130000085 608927.5091000013, 183094.49350000173 609714.5872999988, 183294.0062999986 609728.5384999998))"
trend_2016_100.283,301580,3,1580,-1,24.27,25.27,-6.61,2019,- - - - - -,3,1721.99986154,1721.99986154,,,"POLYGON ((183494.0062999986 609745.5383000001, 183540.1152999997 609086.1484999992, 183340.6024999991 609072.1972999983, 183294.49350000173 609731.5870999992, 183494.0062999986 609745.5383000001))"
trend_2016_100.284,301600,3,1600,6,33.59,27.59,-3.17,2024,- - - - - -,3,1034.00004362,1034.00004362,,,"POLYGON ((183675.46350000054 609762.9030999988, 183703.09180000052 609447.1092999987, 183503.85289999843 609429.6781000011, 183476.22450000048 609745.4719000012, 183675.46350000054 609762.9030999988))"
trend_2016_100.285,301620,3,1620,7,22.77,15.77,-8.97,2017,- - - - - -,3,2194.00004535,2194.00004535,,,"POLYGON ((183873.46350000054 609780.9028999992, 183951.64229999855 608887.316300001, 183752.4032999985 608869.8850999996, 183674.22450000048 609763.4717999995, 183873.46350000054 609780.9028999992))"
trend_2016_100.286,301640,3,1640,10,34.46,24.46,-5.56,2020,- - - - - -,3,1512.0002583,1512.0002583,,,"POLYGON ((184073.46350000054 609799.9032999985, 184121.92210000008 609246.0188999996, 183922.68310000002 609228.5879000016, 183874.22450000048 609782.4721000008, 184073.46350000054 609799.9032999985))"
trend_2016_100.287,301660,3,1660,7,36.19,29.19,-3.78,2023,- - - - - -,3,1156.0000938,1156.0000938,,,"POLYGON ((184272.46310000122 609818.9030999988, 184305.4081000015 609442.3414999992, 184106.16910000145 609424.9103000015, 184073.22410000116 609801.4719000012, 184272.46310000122 609818.9030999988))"
trend_2016_100.288,301680,3,1680,13,44.02,31.02,-0.83,>2026,- - - - - -,3,566.00016311,566.00016311,,,"POLYGON ((184471.46330000088 609836.9028999992, 184478.6970999986 609754.2188000008, 184279.45809999853 609736.7875000015, 184272.22430000082 609819.4717999995, 184471.46330000088 609836.9028999992))"
trend_2016_100.289,301700,3,1700,20,50.68,30.68,3.43,-,- - - - - -,1,1086.00005449,1086.00005449,,,"POLYGON ((184473.22410000116 609838.4721000008, 184443.32979999855 610180.1669000015, 184642.5687999986 610197.5980999991, 184672.46310000122 609855.9032999985, 184473.22410000116 609838.4721000008))"
trend_2016_100.290,301720,3,1720,19,47.83,28.83,3,-,- - - - - -,1,999.99981797,999.99981797,,,"POLYGON ((184673.22410000116 609857.4719000012, 184647.0775000006 610156.3302999996, 184846.316300001 610173.761500001, 184872.46310000122 609874.9030999988, 184673.22410000116 609857.4719000012))"
trend_2016_100.291,301740,3,1740,21,43.84,22.84,2.56,-,- - - - - -,1,912.00003599,912.00003599,,,"POLYGON ((184872.22430000082 609876.4721000008, 184849.9125000015 610131.4981000014, 185049.15129999816 610148.9290999994, 185071.46330000088 609893.9032999985, 184872.22430000082 609876.4721000008))"
trend_2016_100.292,301760,3,1760,24,31.14,7.14,-0.46,>2026,- - - - - -,3,492.00021357,492.00021357,,,"POLYGON ((185270.46330000088 609911.9032999985, 185274.47250000015 609866.0782999992, 185075.2335000001 609848.6471000016, 185071.22430000082 609894.4721000008, 185270.46330000088 609911.9032999985))"
trend_2016_100.293,401140,4,1140,297,373.23,76.23,0.38,-,- - - - - -,1,476.00011902,476.00011902,,,"POLYGON ((148425.87909999862 603417.1609000005, 148414.1363000013 603453.3011000007, 148604.3478000015 603515.1044999994, 148616.0903000012 603478.9642999992, 148425.87909999862 603417.1609000005))"
trend_2016_100.294,401160,4,1160,274,362.29,88.29,0.33,-,- - - - - -,1,465.99990057,465.99990057,,,"POLYGON ((148615.87849999964 603479.1611000001, 148605.6810999997 603510.5458999984, 148795.89229999855 603572.3493000008, 148806.08989999816 603540.9644999988, 148615.87849999964 603479.1611000001))"
trend_2016_100.295,401180,4,1180,250,338.96,88.96,-0.39,>2026,- - - - - -,3,477.99999263,477.99999263,,,"POLYGON ((148996.09010000154 603603.9640999995, 149008.14180000126 603566.8729000017, 148817.93050000072 603505.0694999993, 148805.878800001 603542.1607999988, 148996.09010000154 603603.9640999995))"
trend_2016_100.296,401200,4,1200,224,316.19,92.19,-1.43,>2026,- - - - - -,3,686.00009043,686.00009043,,,"POLYGON ((149193.0903000012 603667.9640999995, 149237.27980000153 603531.9629000016, 149047.06850000098 603470.1594999991, 149002.87909999862 603606.1607999988, 149193.0903000012 603667.9640999995))"
trend_2016_100.297,401220,4,1220,201,296.05,95.05,-2.26,>2026,- - - - - -,3,852.00005318,852.00005318,,,"POLYGON ((149383.08989999816 603729.9640999995, 149452.9277999997 603515.0252999999, 149262.71649999917 603453.2219000012, 149192.87849999964 603668.1607999988, 149383.08989999816 603729.9640999995))"
trend_2016_100.298,401240,4,1240,182,287.48,105.48,-2.03,>2026,- - - - - -,3,805.99994163,805.99994163,,,"POLYGON ((149573.09010000154 603791.9642999992, 149635.8205000013 603598.8999000005, 149445.60909999907 603537.0965000018, 149382.878800001 603730.1609000005, 149573.09010000154 603791.9642999992))"
trend_2016_100.299,401260,4,1260,154,285.19,131.19,-0.18,>2026,- - - - - -,3,435.9999374,435.9999374,,,"POLYGON ((149764.09010000154 603854.9642999992, 149769.6523000002 603837.8453000002, 149579.44110000134 603776.0419000015, 149573.878800001 603793.1609000005, 149764.09010000154 603854.9642999992))"
trend_2016_100.300,401280,4,1280,149,282.2,133.2,1.2,-,- - - - - -,1,639.99990051,639.99990051,,,"POLYGON ((149763.87889999896 603855.1611000001, 149726.79690000042 603969.2879000008, 149917.00809999928 604031.0912999995, 149954.09010000154 603916.9644999988, 149763.87889999896 603855.1611000001))"
trend_2016_100.301,401300,4,1300,135,273.15,138.15,1.67,-,- - - - - -,1,733.99999868,733.99999868,,,"POLYGON ((149953.87909999862 603917.1607999988, 149902.27309999987 604075.9871000014, 150092.4844999984 604137.7905000001, 150144.0903000012 603978.9640999995, 149953.87909999862 603917.1607999988))"
trend_2016_100.302,401320,4,1320,108,275.59,167.59,3.4,-,- - - - - -,1,1080.00020334,1080.00020334,,,"POLYGON ((150143.87849999964 603979.1609000005, 150038.81280000135 604302.5201000012, 150229.02409999818 604364.3234999999, 150334.08989999816 604040.9642999992, 150143.87849999964 603979.1609000005))"
trend_2016_100.303,401340,4,1340,97,260.79,163.79,3.35,-,- - - - - -,1,1070.00009952,1070.00009952,,,"POLYGON ((150333.878800001 604042.1609000005, 150230.35810000077 604360.7648999989, 150420.56929999962 604422.5683000013, 150524.09010000154 604103.9642999992, 150333.878800001 604042.1609000005))"
trend_2016_100.304,401360,4,1360,67,255.36,188.36,5.83,-,- - - - - -,1,1566.00004016,1566.00004016,,,"POLYGON ((150523.87889999896 604104.1611000001, 150343.72190000117 604658.6270999983, 150533.93329999968 604720.4305000007, 150714.09010000154 604165.9644999988, 150523.87889999896 604104.1611000001))"
trend_2016_100.305,401380,4,1380,57,236.09,179.09,5.06,-,- - - - - -,1,1411.99986038,1411.99986038,,,"POLYGON ((150713.87909999862 604166.1607999988, 150557.5164999999 604647.3953000009, 150747.72780000046 604709.1988000013, 150904.0903000012 604227.9640999995, 150713.87909999862 604166.1607999988))"
trend_2016_100.306,401400,4,1400,41,208.71,167.71,3.35,-,- - - - - -,1,1069.99967432,1069.99967432,,,"POLYGON ((150908.878800001 604230.1607999988, 150805.35810000077 604548.7644999996, 150995.56929999962 604610.5678999983, 151099.09010000154 604291.9640999995, 150908.878800001 604230.1607999988))"
trend_2016_100.307,401420,4,1420,22,199.21,177.21,4.08,-,- - - - - -,1,1216.0000491,1216.0000491,,,"POLYGON ((151097.87909999862 604292.1607999988, 150971.8000999987 604680.1919, 151162.0113000013 604741.9952999987, 151288.0903000012 604353.9640999995, 151097.87909999862 604292.1607999988))"
trend_2016_100.308,401440,4,1440,9,179.87,170.87,3.75,-,- - - - - -,1,1149.99996357,1149.99996357,,,"POLYGON ((151288.87849999964 604354.1609000005, 151172.997299999 604710.8071000017, 151363.20850000158 604772.6105000004, 151479.08989999816 604415.9642999992, 151288.87849999964 604354.1609000005))"
trend_2016_100.309,401460,4,1460,-12,171.6,183.6,3.96,-,- - - - - -,1,1192.00028725,1192.00028725,,,"POLYGON ((151478.878800001 604416.1611000001, 151356.50789999962 604792.7795000002, 151546.71930000186 604854.5828999989, 151669.09010000154 604477.9644999988, 151478.878800001 604416.1611000001))"
trend_2016_100.310,401480,4,1480,-25,159.37,184.37,4.38,-,- - - - - -,1,1275.99947332,1275.99947332,,,"POLYGON ((151667.87889999896 604478.1607999988, 151532.52950000018 604894.7232999988, 151722.74080000073 604956.5267999992, 151858.09010000154 604539.9640999995, 151667.87889999896 604478.1607999988))"
trend_2016_100.311,401500,4,1500,-45,149.55,194.55,4.52,-,- - - - - -,1,1304.0000258,1304.0000258,,,"POLYGON ((151857.87909999862 604540.1607999988, 151718.20329999924 604970.0383000001, 151908.41479999945 605031.8418000005, 152048.0903000012 604601.9640999995, 151857.87909999862 604540.1607999988))"
trend_2016_100.312,401520,4,1520,-60,139.8,199.8,5.33,-,- - - - - -,1,1466.00024278,1466.00024278,,,"POLYGON ((152053.878800001 604605.1607999988, 151889.17280000076 605112.0738999993, 152079.3841000013 605173.8773000017, 152244.09010000154 604666.9640999995, 152053.878800001 604605.1607999988))"
trend_2016_100.313,401540,4,1540,-64,128.85,192.85,5.39,-,- - - - - -,1,1477.99975583,1477.99975583,,,"POLYGON ((152244.878800001 604667.1609000005, 152078.3187999986 605179.7802999988, 152268.5298999995 605241.5837999992, 152435.09010000154 604728.9642999992, 152244.878800001 604667.1609000005))"
trend_2016_100.314,401560,4,1560,-77,122.61,199.61,6.08,-,- - - - - -,1,1615.99993812,1615.99993812,,,"POLYGON ((152433.87909999862 604729.1609000005, 152245.9968000017 605307.4032999985, 152436.20789999887 605369.2067999989, 152624.0903000012 604790.9642999992, 152433.87909999862 604729.1609000005))"
trend_2016_100.315,401580,4,1580,-89,110.24,199.24,6.45,-,- - - - - -,1,1689.99994915,1689.99994915,,,"POLYGON ((152624.87849999964 604791.1611000001, 152425.56280000135 605404.5925000012, 152615.77389999852 605466.3958999999, 152815.08989999816 604852.9644999988, 152624.87849999964 604791.1611000001))"
trend_2016_100.316,401600,4,1600,-96,93.76,189.76,6.79,-,- - - - - -,1,1757.99983431,1757.99983431,,,"POLYGON ((152821.878800001 604856.1611000001, 152612.05629999936 605501.9285000004, 152802.2674999982 605563.7318000011, 153012.09010000154 604917.9644999988, 152821.878800001 604856.1611000001))"
trend_2016_100.317,401620,4,1620,-104,81.14,185.14,6.44,-,- - - - - -,1,1687.99999716,1687.99999716,,,"POLYGON ((153011.87889999896 604918.1607999988, 152812.87189999968 605530.6411000006, 153003.0832999982 605592.4444999993, 153202.09010000154 604979.9640999995, 153011.87889999896 604918.1607999988))"
trend_2016_100.318,401640,4,1640,-108,69.87,177.87,6.99,-,- - - - - -,1,1798.00013055,1798.00013055,,,"POLYGON ((153201.87909999862 604980.1607999988, 152985.8761 605644.9492999986, 153176.0874999985 605706.752799999, 153392.0903000012 605041.9640999995, 153201.87909999862 604980.1607999988))"
trend_2016_100.319,401660,4,1660,-111,53.12,164.12,6.79,-,- - - - - -,1,1758.00002584,1758.00002584,,,"POLYGON ((153392.87849999964 605042.1609000005, 153183.0560999997 605687.9283000007, 153373.26729999855 605749.7318000011, 153583.08989999816 605103.9642999992, 153392.87849999964 605042.1609000005))"
trend_2016_100.320,504279,5,4279,18,108.41,90.41,0.89,-,- - - - - -,1,577.99995188,577.99995188,,,"POLYGON ((125405.32409999892 587669.4437999986, 125351.76249999925 587740.5223000012, 125511.4897999987 587860.8852999993, 125565.05110000074 587789.8068000004, 125405.32409999892 587669.4437999986))"
trend_2016_100.321,504293,5,4293,66,117.5,51.5,0.78,-,- - - - - -,1,555.99995585,555.99995585,,,"POLYGON ((125522.32429999858 587757.4437999986, 125475.38280000165 587819.7373000011, 125635.10990000144 587940.1002999991, 125682.0513000004 587877.8068000004, 125522.32429999858 587757.4437999986))"
trend_2016_100.322,504307,5,4307,81,125.71,44.71,1.02,-,- - - - - -,1,603.9998366,603.9998366,,,"POLYGON ((125630.32409999892 587838.4437999986, 125568.93890000135 587919.9045000002, 125728.66589999944 588040.2674999982, 125790.05110000074 587958.8068000004, 125630.32409999892 587838.4437999986))"
trend_2016_100.323,504322,5,4322,84,129.8,45.8,0.97,-,- - - - - -,1,593.99994463,593.99994463,,,"POLYGON ((125747.32429999858 587927.4437999986, 125688.94810000062 588004.9112999998, 125848.67529999837 588125.2743000016, 125907.0513000004 588047.8068000004, 125747.32429999858 587927.4437999986))"
trend_2016_100.324,504340,5,4340,89,136.92,47.92,1.29,-,- - - - - -,1,658.00026815,658.00026815,,,"POLYGON ((125896.32389999926 588040.443500001, 125818.68980000168 588143.4675000012, 125978.41690000147 588263.8304999992, 126056.05110000074 588160.806499999, 125896.32389999926 588040.443500001))"
trend_2016_100.325,504358,5,4358,100,139.2,39.2,1.49,-,- - - - - -,1,697.99992012,697.99992012,,,"POLYGON ((126040.32389999926 588148.4439000003, 125950.65349999815 588267.4404999986, 126110.38049999997 588387.8035000004, 126200.05110000074 588268.8068999983, 126040.32389999926 588148.4439000003))"
