OBJECTID,PUNTNUMMER,CONTROLEDATUM,PUNTTYPE,KWALITEIT,ZEKERING,GPS_GESCHIKTHEID,VEILIGHEID,STABILITEIT,STATIEFOPSTELBAAR,OPMERKING,X,Y,Z,MEETDATUM,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,POSITIONELE_NAUWKEURIGHEID_MM
145,1951009,2018/04/19 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,"Op muur van bet. duiker onder ""Venneweg"", naast recreatieterrein ""de Hulk"".",129519.299,515863.893,-1.372,2018/04/19 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,28.82141,"28,821410",-183.348139,"-183,348139",10
146,1951010,2012/06/13 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betonnen deksloof van vleugelmuur van brug in Kogge in Obdam. In NW-zijde.,121689.229,521173.702,-1.266,2012/06/13 00:00:00+00,216,,216,216__,Heerhugowaard - Hoorn,Hwd-Hn,Heerhugowaard - Hoorn ,11.847377,"11,847377",176.643709,"176,643709",10
147,1951011,2012/08/22 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Bout in bovenkant van duiker in Wogmeer/Kapelleweg in Spierdijk. In ZO-zijde.,125014.244,519726.56,-0.638,2012/08/22 00:00:00+00,216,,216,216__,Heerhugowaard - Hoorn,Hwd-Hn,Heerhugowaard - Hoorn ,15.605469,"15,605469",418.029119,"418,029119",10
148,1951012,2012/08/22 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Bovenkant van betonnen vlak van brug in Bobeldijk in Berkhout. In NW-zijde.,129102.846,518546.21,-0.728,2012/08/22 00:00:00+00,216,,216,216__,Heerhugowaard - Hoorn,Hwd-Hn,Heerhugowaard - Hoorn ,19.815167,"19,815167",24.033985,"24,033985",10
149,1951013,2018/04/17 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Betonnen keerwand nabij overweg Schardammerweg.,129283.27,512747.186,0.776,2018/04/17 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,25.700175,"25,700175",-10.845183,"-10,845183",10
150,1961004,2018/04/17 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,WBI,Zettingsvrij,Ja,Punt op NO deel van landhoofd van spoorbrug.,133875.189,517900.083,-0.722,2018/04/17 00:00:00+00,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,33.953203,"33,953203",-5.442778,"-5,442778",10
151,1961006,2018/04/16 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,Punt op keermuur van watergang bij overweg in Dr. Wijtemalaan.,138081.269,521174.816,-0.253,2018/04/16 00:00:00+00,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,39.30444,"39,304440",12.71775,"12,717750",10
152,1961007,2012/08/22 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In voet van HSM no. 41 tussen Zwaagdijk en Kromme Leek in Zwaagdijk-West. In NW betonvoet.,131570.546,520471.929,-0.899,2012/08/22 00:00:00+00,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,5.072394,"5,072394",-528.242736,"-528,242736",10
153,1961008,2012/08/22 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In NW landhoofd van viaduct in rijksweg A7 over Oosterstraat in Benningbroek.,130831.23,523938.346,4.299,2012/08/22 00:00:00+00,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,8.487777,"8,487777",-154.935114,"-154,935114",10
154,1961009,2018/04/17 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Punt op ZO hoek van duiker in Venneweg.,130633.836,517175.846,-1.29,2018/04/17 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,30.565091,"30,565091",-57.593085,"-57,593085",10
155,1961010,2018/04/16 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Messing bout in zuidwestelijk landhoofd (muur) fietstunnel.,136738.877,520332.898,0.532,2018/04/16 00:00:00+00,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,37.718276,"37,718276",12.286745,"12,286745",10
156,1971013,2018/04/17 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,NS-nr oud: B22.0-1 In btn lhfd van duiker o/d 'Van De Zesstedenweg' ZW-zijde 0.05m uit N-kant 0.57m uit Z-kant 63.07m uit hart spoor,128947.368,509073.685,-1.884,2018/04/17 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,22.007915,"22,007915",65.686126,"65,686126",10
157,1971017,2018/04/18 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,"Platform bij spoorviaduct over ""Laan der Continenten"" in Purmerend.",124607.495,501226.655,1.296,2018/04/18 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,11.969221,"11,969221",8.320021,"8,320021",10
158,1971018,2018/04/18 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Betonnen uitlaat bij gemaal a/d Kogendijk bij de Purmerringvaart,127863.06,503227.886,0.154,2018/04/18 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,15.949,"15,949000",86.876273,"86,876273",10
159,1971019,2018/04/18 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,"Bout op vierkante duiker onder doodlopende weg ""Veringwardweg"" in gem. Middelie.",128926.001,505520.685,-1.838,2018/04/18 00:00:00+00,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,18.464243,"18,464243",290.656053,"290,656053",10
160,2011001,2018/04/16 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,WBI,Zettingsvrij,Ja,Punt op NW deel van landhoofd van spoorbrug nabij overweg in Nieuwe weg.,140873.352,522480.268,-0.139,2018/04/16 00:00:00+00,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,42.408545,"42,408545",-3.929556,"-3,929556",10
161,2011002,2018/04/16 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,WBI,Zettingsvrij,Ja,Punt op NO muur van spoorbrug nabij overweg in Raadhuislaan,143569.41,523122.513,-0.054,2018/04/16 00:00:00+00,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,45.195054,"45,195054",-4.704597,"-4,704597",10
162,2011004,2018/04/16 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Punt op NW hoek van muur van spoorbrug over de Randweg.,147322.15,523415.724,3.784,2018/04/16 00:00:00+00,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,48.972574,"48,972574",-3.820635,"-3,820635",10
163,2071013,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In betonligger van brug in Zuigerplasdreef naar parkeerplaats Zuigerplaspark.,160995.726,505328.95,-2.966,2013/11/15 00:00:00+00,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,43.07258,"43,072580",-118.425223,"-118,425223",10
164,2071501,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betonplaat van riool pompput bij ingang Penitentiare inrichting Lelystad.,160655.836,500659.456,-3.574,2013/11/15 00:00:00+00,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,38.336885,"38,336885",-152.122481,"-152,122481",10
165,2071503,2013/11/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In betonnen rand van brug in Houtribweg bij viaduct in Rijksweg A6 in Lelystad.,164574.015,506733.788,-3.329,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,7.240922,"7,240922",-74.989665,"-74,989665",10
166,2071504,2013/11/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betonnen duiker onder Elandweg in Vuursteentocht in Lelystad/Dronten.,168675.891,505936.884,-5.501,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,11.32557,"11,325570",879.610405,"879,610405",10
167,2081001,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In ZW betonnen rand van brug over het spoor op de Bisonweg in Swifterbant.,171417.737,506913,3.61,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,14.096813,"14,096813",-28.511739,"-28,511739",10
168,2081502,2013/11/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In gemetselde keermuur van 2 duikers in de Rendiertocht onder het Elandpad in Dronten.,174814.234,505868.047,-4.833,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,17.733477,"17,733477",397.225268,"397,225268",10
169,2081503,2013/11/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betonnen keermuur van laad- en losplaats Palty aan de Fazantendreef in Dronten.,178484.03,505198.339,-2.803,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,21.438562,"21,438562",-112.89655,"-112,896550",10
170,2131001,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout - koper,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Op zuidwest hoek van betonnen rand op de stuw in de oudebostocht in Dronten.,184873.396,504241.15,-3.521,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,27.932831,"27,932831",-111.339551,"-111,339551",10
171,2131506,2013/11/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In ZW hoek betonligger brug over Buiten Reeve in Buitendijksweg in Kampen.,188083.246,504675.147,1.579,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,31.153336,"31,153336",314.676306,"314,676306",10
172,2131508,2013/11/15 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,In betonrand van fietsviaduct in Bovenbroeksweg over N50 bij Kampen-Zuid.,189960.211,505824.9,6.863,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.260503,"33,260503",-306.744072,"-306,744072",10
173,2131511,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt bewaakt,Geen,Zettingsvrij,Ja,In ZW betonnen vleugelmuur van duiker in Zwolsetocht onder Hondweg in Dronten.,182054.606,504248.523,-4.44,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,25.125926,"25,125926",103.698166,"103,698166",10
174,2141012,2015/08/18 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Punt op stuw bij overweg Bisschopswetering.,197015.455,506582.4,-0.191,2010/11/22 00:00:00+00,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,94.955843,"94,955843",-8.16815,"-8,168150",10
175,2141013,2015/08/18 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Punt op stuw bij overweg Bosjessteeg.,194768.313,507214.067,0.456,2010/11/22 00:00:00+00,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,97.288736,"97,288736",9.355676,"9,355676",10
176,2141015,2015/08/18 00:00:00+00,XYZ,Eerste orde,imbusbout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Punt op betonnen muur langs Zwolseweg te kampen.,191272.492,508092.495,3.882,2010/11/22 00:00:00+00,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,100.885563,"100,885563",-32.200684,"-32,200684",10
177,2141016,2015/08/18 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt bewaakt,Overig - weg,Zettingsvrij,Ja,Op viaduct over spoorbaan Hasseltsebaan te Zwolle.,198750.607,505744.28,7.231,2010/09/13 00:00:00+00,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,93.021465,"93,021465",6.510737,"6,510737",10
178,2141505,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Op betonnen duiker bij splitsing Burg. Hardenbergweg/Middeldijk in Oldebroek.,196266.434,501107.398,0.66,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,41.288606,"41,288606",669.36128,"669,361280",10
179,2141506,2013/11/15 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In betonrand van viaduct over Rijksweg N50 en spoor in Jules van Hasseltweg in Kampen.,192759.622,502702.021,7.84,2013/11/15 00:00:00+00,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,37.388377,"37,388377",71.958577,"71,958577",10
180,2151003,2015/07/22 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op keermuur van duiker in Hoogeveensevaart bij kruising Hoogeveenseweg/Blankenstein in Meppel.,210279.829,523217.328,1.28,2010/09/14 00:00:00+00,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,101.052395,"101,052395",427.865361,"427,865361",10
181,2161011,2010/09/14 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt bewaakt,Geen,Zettingsvrij,Ja,Op duiker in Koekanger AA onder spoorbaan vlakbij de Broekhuizen.,216011.886,524387.239,1.929,2010/09/14 00:00:00+00,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,6.872748,"6,872748",12.375884,"12,375884",10
182,2161012,2010/09/13 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt bewaakt,Geen,Zettingsvrij,Ja,In betonnen rand naast hekwerk van bedrijf op kruising Oosterparallelweg/Mr.J.B.Kanlaan in Staphorst.,212839.416,515401.961,2.319,2010/09/13 00:00:00+00,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,92.299095,"92,299095",24.388733,"24,388733",10
183,2161013,2010/09/14 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Op duiker onder Parallelweg nabij splitsing Viaduktweg/Parallelweg in Staphorst.,210348.504,519033.763,0.812,2010/09/14 00:00:00+00,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,96.725508,"96,725508",-16.038573,"-16,038573",10
184,2161014,2010/09/14 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In brug over water De Weidenweg Meppel.,213196.327,524866.913,2.479,2010/09/14 00:00:00+00,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,4.092453,"4,092453",-618.830475,"-618,830475",10
185,2161015,2010/09/14 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In landhoofd brug over spoor Mr H. Smeengeweg.,219272.389,524559.718,12.198,2010/09/14 00:00:00+00,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,10.131359,"10,131359",16.800587,"16,800587",10
186,2171015,2017/10/06 00:00:00+00,XYZ,Eerste orde,kruiskopbout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,"bovenop Hoge Spoorbrug, west van fietspad",203051.06,501951.495,7.642,2017/10/06 00:00:00+00,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,3.132478,"3,132478",52.93793,"52,937930",10
187,2171024,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Spoorweg,Zettingsvrij,Ja,"Op betonnenmuur fietsviaduct onder spoor, Nieuwe Deventerweg/Ittersumallee",203830.929,500735.885,1.974,2015/08/31 00:00:00+00,018,,18,018__,Deventer - Zwolle,Ah-Zl,Arnhem - Zwolle ,71.455189,"71,455189",-5.509176,"-5,509176",10
188,2171025,2015/08/31 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt bewaakt,Geen,Zettingsvrij,Ja,In voet van HSM 28 naast Hessenweg bij industrieterrein Hessenpoort in Zwolle.,209051.878,504259.075,2.149,2015/08/31 00:00:00+00,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,80.646555,"80,646555",355.633796,"355,633796",10
189,2171026,2015/08/31 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Op inlaat van gemaal aan Frankhuisweg in Zwolle.,200954.644,503544.172,2.509,2015/08/31 00:00:00+00,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,89.899345,"89,899345",-176.494654,"-176,494654",10
190,2171027,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Imbusbout in betonnen brug.,207893.1633,501672.0013,1.8233,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,5.767212,"5,767212",785.471159,"785,471159",10
191,2171505,2017/10/06 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Spoorweg,Zettingsvrij,Ja,Op dak van dive-under bij kruising van sporen Hanzelijn en Amf-Zl in Hattem.,200030.527,500194.742,7.614,2017/10/06 00:00:00+00,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,45.259212,"45,259212",-11.820826,"-11,820826",10
192,2181013,2010/09/13 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt bewaakt,Geen,Zettingsvrij,Ja,In voet HSM achter Tolhuisweg 2 in Nieuw-Leusden.,210392.725,507471.693,0.817,2010/09/13 00:00:00+00,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,83.978351,"83,978351",249.695084,"249,695084",10
193,2181014,2010/09/13 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,In betonnen rand van brug over de Dedemsvaart tussen de Dedemsvaartweg/Rollecate in De Meele.,211786.854,511462.42,2.315,2010/09/13 00:00:00+00,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,88.177507,"88,177507",72.249054,"72,249054",10
194,2181015,2015/08/31 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Bronzen bout in betonnen bovendek van gemaal.,211638.9459,502686.4437,4.432,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,9.418935,"9,418935",-546.117762,"-546,117762",10
195,2181016,2015/08/31 00:00:00+00,XYZ,Eerste orde,bronzen bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Bronzen bout in landhoofd van brug over de Vecht.,214295.2881,501954.8949,4.765,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,12.057588,"12,057588",-422.435542,"-422,435542",10
196,2181017,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Imbusbout in betonvloer van stuw.,218072.2216,501622.0456,3.8154,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,16.091596,"16,091596",210.570076,"210,570076",10
197,2231008,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Imbusbout in betonnen bovendek van gemaal.,221491.509,503122.1774,6.0657,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,19.724596,"19,724596",-717.08389,"-717,083890",10
198,2231009,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Rijksweg,Zettingsvrij,Ja,Imbusbout in landhoofd van brug over de Vecht.,225331.2924,503717.2195,6.4664,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,23.566673,"23,566673",-683.469905,"-683,469905",10
199,2241004,2015/08/31 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt onbewaakt,Geen,Zettingsvrij,Nee,NS-nr oud: B39.9-2 In st.muur (0.34m breed) van duiker onder Prov.weg 0.23m uit O-kant 0.11m uit W-kant 3.22m uit Z-kant 20.28m r.spoor,238768.314,507781.468,9.74,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,39.961739,"39,961739",24.232932,"24,232932",10
200,2241015,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Imbusbout in betonrand van put van overstort.,237802.1395,504879.9854,8.8458,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,36.790428,"36,790428",24.509549,"24,509549",10
201,2241016,2015/08/31 00:00:00+00,XYZ,Eerste orde,spijker,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Spijker in frontmuur van stuw.,239544.4049,510559.926,16.063,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,42.960547,"42,960547",-21.620206,"-21,620206",10
202,2241017,2015/08/31 00:00:00+00,XYZ,Eerste orde,spijker,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Spijker in landhoofd van viadukt.,234311.7009,502661.8258,8.4993,2015/08/31 00:00:00+00,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,32.532751,"32,532751",4.873887,"4,873887",10
203,2251010,2015/08/31 00:00:00+00,XYZ,Eerste orde,meetspijker,Geschikt bewaakt,Geen,Zettingsvrij,Ja,Was puntnummer G3011   hoogte uit GPS  10.065,242118.981,513196.023,10.052,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,46.681107,"46,681107",129.105203,"129,105203",10
204,2251014,2015/08/31 00:00:00+00,XYZ,Eerste orde,onbekend,Geschikt bewaakt,Rijksweg,Zettingsvrij,Ja,Was puntnummer G3001,246970.435,521736.708,17.857,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,56.933485,"56,933485",34.686016,"34,686016",10
205,2251016,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Imbusbout in landhoofd van brug over stuw.,244478.2145,516708.3591,10.8801,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,51.128288,"51,128288",-10.858545,"-10,858545",10
206,2251017,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Imbusbout in landhoofd van brug.,246306.2955,519440.9581,11.4532,2015/08/31 00:00:00+00,451,a,451,451_a,Coevorden - Coevorden Grens,Co-Coep,Coevorden - Coevorden Europark ,0.899382,"0,899382",45.83573,"45,835730",10
207,2251018,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Imbusbout op muur bij NH kerk in Dalen.,247522.3254,524251.1069,13.46,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,59.4,"59,400000",-305.98078,"-305,980780",10
208,2261001,2015/08/31 00:00:00+00,XYZ,Eerste orde,bout -RVS,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Imbusbout in frontmuur van stuw.,250252.1161,524511.033,10.9558,2015/08/31 00:00:00+00,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,61.965661,"61,965661",586.833195,"586,833195",10
209,2261002,2015/08/31 00:00:00+00,XYZ,Eerste orde,spijker,Geschikt onbewaakt,Geen,Zettingsvrij,Ja,Spijker in frontmuur van duiker/stuw onder de Nieuw Amsterdamseweg in Schoonebeek.,255347.2754,522729.5771,12.7139,2015/08/31 00:00:00+00,,,,,,,,,,,,10
210,2461014,2018/07/20 00:00:00+00,XYZ,Eerste orde,messing bout,Geschikt onbewaakt,Overig - weg,Zettingsvrij,Ja,Messing bout in ZW vleugelmuur fietstunnel.,98524.414,487993.446,5.195,2018/07/20 00:00:00+00,083,,83,083__,Haarlem - Zandvoort aan Zee,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,6.290576,"6,290576",-11.241646,"-11,241646",10
